subcategory,rank,year,name,affiliation,title
Home Cooking,Nominee,2020,Rachel Handler,Grub Street,In Praise of Schmaltz
Personal Essay (Short Form),Winner,2020,M. Carrie Allen,The Washington Post,"For 20 Years, Happy Hour has Seen Us Through Work — and Life"
Profile,Nominee,2020,Tejal Rao,Women on Food (Abrams Press),The Fruit Saver
Innovative Storytelling,Nominee,2020,Tim Carman,The Washington Post,Made in America
M.F.K. Fisher Distinguished Writing Award,Nominee,2020,Shane Mitchell,The Bitter Southerner,An Undeserved Gift
Innovative Storytelling,Winner,2020,Meghan McCarron,Eater,Food and Loathing on the Campaign Trail
Innovative Storytelling,Nominee,2020,Adriana Velez,Thrillist,Best New Restaurants 2019
Investigative Reporting,Nominee,2020,Valeria Fernández,Pacific Standard,The Young Hands That Feed Us
"Wine, Spirits, and Other Beverages",Nominee,2020,Ray Isle,Food & Wine,May I Help You With That Wine List?
Dining and Travel,Nominee,2020,Dylan James Ho,Taste,Interview With the Vampiro
Health and Wellness,Winner,2020,Catherine Boudreau,Politico,How Washington Keeps America Sick and Fat; Meet the Silicon Valley Investor Who Wants Washington to Figure Out What You Should Eat
Jonathan Gold Local Voice Award,Winner,2020,Dara A Moskowitz Grumdahl,Mpls.St.Paul Magazine,"In Search of Hot Beef; Chef Jack Riebel Is in the Fight of His Life; Harry Singh on the Perfect Roti, Trinidad, and Life in the Kitchen"
Jonathan Gold Local Voice Award,Nominee,2020,Robert Sietsema,Eater New York,In a Wheelchair and Hungry; Where to Eat Regionally Inspired Mexican Food in New York City; How Sichuan Became NYC’s Dominant Chinese Cuisine
Investigative Reporting,Winner,2020,Amy Brittain,The Washington Post,‘The Man Who Attacked Me Works in Your Kitchen’: Victim of Serial Groper Took Justice into Her Own Hands
Innovative Storytelling,Winner,2020,Gary He,Eater,Food and Loathing on the Campaign Trail
Innovative Storytelling,Winner,2020,Matt Buchanan,Eater,Food and Loathing on the Campaign Trail
Personal Essay (Long Form),Nominee,2020,Orr Shtuhl,The Forward,Seeking Jewish Identity at the Sabra Hummus Factory
Foodways,Nominee,2020,Michael Snyder,Los Angeles Times,An Indigenous Community in Mexico Finds Its Voice — and Strength — in Wild Mushrooms
M.F.K. Fisher Distinguished Writing Award,Winner,2020,John T. Edge,Oxford American,My Mother's Catfish Stew
Columns and Newsletters,Nominee,2020,Rosalind Bentley,Gravy,"Rooted in Place: In Service; Hair, Food, and Hustle; The Best That We've Got;"
Investigative Reporting,Nominee,2020,Karen Coates,Pacific Standard,The Young Hands That Feed Us
Personal Essay (Short Form),Nominee,2020,Ali Rosen,Plate,"In Memoriam of Hominy Grill, the Restaurant that Defined Charleston"
Health and Wellness,Winner,2020,Helena Bottemiller Evich,Politico,How Washington Keeps America Sick and Fat; Meet the Silicon Valley Investor Who Wants Washington to Figure Out What You Should Eat
Dining and Travel,Winner,2020,Matthew Goulding,Airbnb Magazine,In Pursuit of the Perfect Pizza
Feature Reporting,Nominee,2020,Vann R. Newkirk II,The Atlantic,The Great Land Robbery
Foodways,Winner,2020,Cynthia Greenlee,MUNCHIES / Food by VICE,A Real Hot Mess: How Grits Got Weaponized Against Cheating Men
Foodways,Nominee,2019,Michael Twitty,Bon Appétit,Back to Where it all Began: I Had Never Eaten in Ghana Before. But My Ancestors Had.
Innovative Storytelling,Nominee,2019,Seth Blanchard,The Washington Post,What's in a Food Truck?
Food Coverage in a General Interest Publication,Winner,2019,Rob Patronite,New York Magazine,Hidden Kitchens; Gabrielle Hamilton and Ashley Merriman Dreamed of Writing the Second Chapter in the #MeToo Story; Where an Entire Day's Worth of Food Came From
Craig Claiborne Distinguished Criticism Award,Winner,2019,Jonathan Gold,Los Angeles Times,"Counter Intelligence: The Hearth & Hound, April Bloomfield's New Los Angeles Restaurant, Is Nothing Like a Gastropub; There's Crocodile and Hog Stomach, but Jonathan Gold Is All About the Crusty Rice at Nature Pagoda; At Middle Eastern Restaurants, It All Starts With Hummus;"
Craig Claiborne Distinguished Criticism Award,Nominee,2019,Bill Addison,Eater,"The Fire Gods of Washington, D.C.; David Chang's Majordomo Is No Minor Feat; North America's Best Cantonese Food Is in Canada"
Food Coverage in a General Interest Publication,Nominee,2019,Kurt Soller,T: The New York Times Style Magazine,"With Cultivation, Have Oysters Become Too Perfect?; A Cookbook of Artists' Creative Summer Desserts; The Female Couples Remaking the Restaurant Industry"
Innovative Storytelling,Nominee,2019,Monica Ulmanu,The Washington Post,What's in a Food Truck?
Food Coverage in a General Interest Publication,Winner,2019,Robin Raisfeld,New York Magazine,Hidden Kitchens; Gabrielle Hamilton and Ashley Merriman Dreamed of Writing the Second Chapter in the #MeToo Story; Where an Entire Day's Worth of Food Came From
Innovative Storytelling,Nominee,2019,Alana Newhouse,Tablet Magazine,100 Most Jewish Foods
Innovative Storytelling,Winner,2019,Angie Wang,Eater,In Search of Water-Boiled Fish
Personal Essay - Short Form,Nominee,2019,Maura Judkis,The Washington Post,Doritos is Developing Lady-Friendly Chips Because You Should Never Hear a Woman Crunch
Innovative Storytelling,Nominee,2019,Bonnie Berkowitz,The Washington Post,What's in a Food Truck?
Innovative Storytelling,Nominee,2019,Gabriella Gershenson,Tablet Magazine,100 Most Jewish Foods
Personal Essay - Short Form,Nominee,2019,Rebekah Denn,The Seattle Times,Savoring The School Lunch
Columns and Newsletters,Nominee,2019,John T. Edge,Oxford American,Local Fare: The Question of Dinner; Dixie Vodka; Folk Witness;
M.F.K. Fisher Distinguished Writing Award,Nominee,2019,Mark Arax,The California Sunday Magazine,A Kingdom from Dust
Columns and Newsletters,Nominee,2019,Jj Goode,Taste,"Hi, I'm America's Best Worst Cook; Dear Chefs, Will Eating This Kill Me?; How to Roast a Chicken? The Answers Are Horrifying."
Feature Reporting,Nominee,2019,Eve Edelheit,Tampa Bay Times,Shell Game: Saving Florida's Oysters Could Mean Killing a Way of Life
Jonathan Gold Local Voice Award,Winner,2019,Brett Anderson,Nola.com / The Times-Picayune,"Sexual harassment allegations preceded Sucre co-founder Tariq Hanna's departure; Top 10 New Orleans restaurants; Yes indeed, Lord: Queen's Cuisine, where everything comes from the heart"
Personal Essay - Long Form,Winner,2019,Geraldine DeRuiter,Everywhereist.com,I Made the Pizza Cinnamon Rolls From Mario Batali's Sexual Misconduct Apology Letter
Craig Claiborne Distinguished Criticism Award,Nominee,2019,Catherine Down,The New York Times,Need To Find Me? Ask My Ham Man
Innovative Storytelling,Nominee,2019,Stephanie Butnick,Tablet Magazine,100 Most Jewish Foods
Home Cooking,Nominee,2019,Kathleen Purvis,Garden & Gun,Top Secret Ingredients
Dining and Travel,Nominee,2019,Danny Chau,The Ringer,Chau Down: A New Orleans Food Diary; Chau Down: A Portland Food Diary; Chau Down: A Chicago Food Diary
Food Coverage in a General Interest Publication,Nominee,2019,Hanya Yanagihara,T: The New York Times Style Magazine,"With Cultivation, Have Oysters Become Too Perfect?; A Cookbook of Artists' Creative Summer Desserts; The Female Couples Remaking the Restaurant Industry"
Food Coverage in a General Interest Publication,Nominee,2019,Nathan Thornburgh,Roads & Kingdoms,The Burrata Brothers; Rasta Hill; Not your mother's pickles
Food Coverage in a General Interest Publication,Nominee,2019,Matt Goulding,Roads & Kingdoms,The Burrata Brothers; Rasta Hill; Not your mother's pickles
Health and Wellness,Nominee,2019,Mark Bittman,New York Magazine / Grub Street,The Last Conversation You'll Ever Need to Have About Eating Right; The Last Conversation You'll Need to Have on Eating Right: The Follow-ups
Feature Reporting,Nominee,2019,Tejal Rao,The New York Times Magazine,Big in Japan
Personal Essay - Short Form,Winner,2019,Fatima Ali,Bon Appétit,I'm a Chef With Terminal Cancer. This Is What I'm Doing with the Time I Have Left
Home Cooking,Nominee,2019,Melissa Clark,The New York Times,Melissa Clark's Thanksgiving
Home Cooking,Winner,2019,Cathy Erway,Taste,The Subtle Thrills of Cold Chicken Salad
Innovative Storytelling,Nominee,2019,Aaron Steckelberg,The Washington Post,What's in a Food Truck?
Publication of the Year Award,Winner,2019,The New York Times,NA,NA
Profile,Nominee,2019,Vince Dixon,Eater,Heaven Was a Place in Harlem
Personal Essay - Long Form,Nominee,2019,Catherine Down,The New York Times,Need to Find Me? Ask My Ham Man
Dining and Travel,Nominee,2019,Max Falkowitz,Airbnb Magazine,"Dim Sum Is Dead, Long Live Dim Sum"
Profile,Winner,2019,Michael Adno,The Bitter Southerner,The Short & Brilliant Life of Ernest Matthew Mickler
Profile,Nominee,2019,Jonathan Kauffman,San Francisco Chronicle,'You died': The Resurrection of a Cook in the Heart of SF's Demanding Culinary Scene
Craig Claiborne Distinguished Criticism Award,Nominee,2019,Pete Wells,The New York Times,"The Four Seasons Returns. But Can It Come Back?; Why David Chang Matters; A Celebration of Black Southern Food, at JuneBaby in Seattle"
Dining and Travel,Winner,2019,Jonathan Kauffman,San Francisco Chronicle,"Many Chinas, Many Tables"
"Wine, Spirits, and Other Beverages",Winner,2019,Corby Kummer,Vanity Fair,'Welch's Grape Jelly with Alcohol': How Trump's Horrific Wine Became the Ultimate Metaphor for His Presidency
Feature Reporting,Nominee,2019,Laura Reiley,Tampa Bay Times,Shell Game: Saving Florida's Oysters Could Mean Killing a Way of Life
Health and Wellness,Winner,2019,Nadia Berenstein,The New Food Economy,Clean label's dirty little secret
Health and Wellness,Nominee,2019,Kristen Aiken,HuffPost,'White People Food' Is Creating An Unattainable Picture Of Health
Personal Essay - Long Form,Nominee,2019,Naz Deravian,The Atlantic,Writing an Iranian Cookbook in an Age of Anxiety
Investigative Reporting,Nominee,2019,Audra Mulkern,Co-published by the Guardian and the Economic Hardship Reporting Project,"'It's Not Fair, Not Right': How America Treats Its Black Farmers"
Foodways,Winner,2019,Shane Mitchell,The Bitter Southerner,A Hunger for Tomatoes
Jonathan Gold Local Voice Award,Nominee,2019,Max Falkowitz,The New York Times / Plate Magazine,"Storied Ovens; Food Outside the U.S. Open Gates; A New Destination for Chinese Food: Not Flushing, but Forest Hills"
M.F.K. Fisher Distinguished Writing Award,Winner,2019,Stephen John Hoffman,Artful Living,What is Northern Food?
Food Coverage in a General Interest Publication,Winner,2019,Maggie Bullock,New York Magazine,Hidden Kitchens; Gabrielle Hamilton and Ashley Merriman Dreamed of Writing the Second Chapter in the #MeToo Story; Where an Entire Day's Worth of Food Came From
Columns and Newsletters,Winner,2019,Mari Uyehara,Taste,What We Talk About When We Talk About American Food: The Pickled Cucumbers That Survived the 1980s AIDS Epidemic; A Second Look at the Tuna Sandwich's All-American History; Freedom and Borscht for Ukrainian-Jewish Émigrés;
Food Coverage in a General Interest Publication,Nominee,2019,Anup Kaphle,Roads & Kingdoms,The Burrata Brothers; Rasta Hill; Not your mother's pickles
M.F.K. Fisher Distinguished Writing Award,Nominee,2019,Mayukh Sen,Poetry Foundation,The Poet's Table
Foodways,Nominee,2019,Stephen John Hoffman,Artful Living,What is Northern Food?
"Wine, Spirits, and Other Beverages",Nominee,2019,Dave Stroup,Eater,The Gulp War
Health and Wellness,Nominee,2019,David L. Katz,New York Magazine / Grub Street,The Last Conversation You'll Ever Need to Have About Eating Right; The Last Conversation You'll Need to Have on Eating Right: The Follow-ups
Investigative Reporting,Winner,2019,Boyce Upholt,The New Republic,A Killing Season
Investigative Reporting,Nominee,2019,Christine Dare-Bryan,Politico,Victims blame FDA for Food-Recall Failures
Feature Reporting,Winner,2019,Mark Arax,The California Sunday Magazine,A Kingdom from Dust
"Wine, Spirits, and Other Beverages",Nominee,2019,Jon Bonné,Punch,Why Is the Wine World So Un-Woke?
Jonathan Gold Local Voice Award,Nominee,2019,Robert Sietsema,Eater NY,My Dinner at the Playboy Club; Curry and Roti Destination Singh’s Lights Up Queens; and Where New Yorkers Actually Eat in Times Square
Food Coverage in a General-Interest Publication,Nominee,2019,Nathan Thornburgh,Roads & Kingdoms,The Burrata Brothers; Rasta Hill; Not your mother's pickles
Investigative Reporting,Nominee,2019,Debbie Weingarten,The Guardian / Economic Hardship Reporting Project,"'It's Not Fair, Not Right': How America Treats Its Black Farmers"
Profile,Nominee,2018,Patrick Radden Keefe,The New Yorker,Journeyman
Profile,Nominee,2018,Rebecca Flint Marx,Taste,The Untold Story of the Lady from Louisville and the Bubbe Who Wasn't There
Profile,Winner,2018,Mayukh Sen,Food52,"She Was a Soul Food Sensation. Then, 19 Years Ago, She Disappeared."
"Wine, Spirits, and Other Beverages",Nominee,2018,Liam Baranauskas,Eater,"Drink Seltzer, Live Forever"
Personal Essay,Nominee,2018,Kim Foster Ms.,Nevada Public Radio's Desert Companion Magazine,The Meth Lunches: The Care and Feeding of a Drug Addict
Innovative Storytelling,Winner,2018,Barbara Dewilde,The New York Times,The New Essentials of French Cooking
M.F.K. Fisher Distinguished Writing Award,Nominee,2018,Wyatt Williams,Oxford American,After Oranges: Following John McPhee to Florida
M.F.K. Fisher Distinguished Writing Award,Winner,2018,Shane Mitchell,The Bitter Southerner,Who Owns Uncle Ben?
Personal Essay,Winner,2018,Lisa Marie Donovan,Foodandwine.com,Dear Women: Own Your Stories
"Wine, Spirits, and Other Beverages",Nominee,2018,Andrew Knowlton,Bon AppÃ©tit,A Short History of My Long Drinking Life
M.F.K. Fisher Distinguished Writing Award,Nominee,2018,Helen Rosner,Eater,Christ in the Garden of Endless Breadsticks
Food and Health,Nominee,2018,Joe J Fassler,The New Food Economy,"Egg Mogul Jack DeCoster Sickened 56,000 people. He'll Spend Just Three Months in Prison"
Food and Health,Nominee,2018,Hunter Lewis,Cooking Light,What Healthy Means Now
Investigative Reporting,Nominee,2018,Julia Moskin,The New York Times,"Ken Friedman, Power Restaurateur, is Accused of Sexual Harassment"
Local Impact,Nominee,2018,Victoria Bouloubasis,INDY Week,What Do Lakewood Residents Think of Their Neighborhood's Newest High-End Restaurant?; 'La Comida' Makes for a Big Family Meal at Mothers & Sons; The Restaurant Industry Depends on Immigrants. What Happens if We Lose Them?
Home Cooking,Winner,2018,Adam Rapoport,Bon Appetit,Thanksgiving Lessons
Dining and Travel,Nominee,2018,Tyler Kord,Bon AppÃ©tit,The Eating Season
Investigative Reporting,Winner,2018,Food & Environment Reporting Network,The New Republic,â€œ â€˜The Only Good Muslimâ€™ â€ and â€œCompromisedâ€
Publication of the Year Award,Winner,2018,The Salt,NA,NA
Food Section,Nominee,2018,San Francisco Chronicle Food and Wine Team,San Francisco Chronicle,NA
Innovative Storytelling,Winner,2018,Emily Weinstein,The New York Times,The New Essentials of French Cooking
Innovative Storytelling,Winner,2018,Alexandra Eaton,The New York Times,The New Essentials of French Cooking
Home Cooking,Winner,2018,Bon Appétit Editorial Team,Bon Appetit,Thanksgiving Lessons
Humor,Nominee,2018,GQ Video,GQ,"Trixie Mattel Makes a PB&J (and More Importantly, a Cocktail)"
Innovative Storytelling,Nominee,2018,Vince Dixon,Eater,Going Viral
Innovative Storytelling,Nominee,2018,Brittany Holloway-Brown,Eater,Going Viral
Innovative Storytelling,Nominee,2018,Ian Stroud,Eater,Going Viral
Dining and Travel,Nominee,2018,The Editors of GQ,GQ,Off the Eaten Path: The Best Anti-Restaurants in America
Food Section,Nominee,2018,Robin Raisfeld,New York Magazine,NA
Innovative Storytelling,Winner,2018,Melissa Clark,The New York Times,The New Essentials of French Cooking
Investigative Reporting,Winner,2018,Ted Genoways,The New Republic,â€œ â€˜The Only Good Muslimâ€™ â€ and â€œCompromisedâ€
Investigative Reporting,Nominee,2018,Brett Anderson,NOLA.com | The Times-Picayune,"John Besh Restaurants Fostered Culture of Sexual Harassment, 25 Women Say"
