year,title,series,anthology,format,number,novelization,setting,stardate_start,stardate_end,detailed_date,section,primary_entry_year,footnote
2155,Demons,ENT,NA,episode,NA,FALSE,primary,NA,NA,"January 19, 2155",NA,NA,NA
2155,Terra Prime,ENT,NA,episode,NA,FALSE,primary,NA,NA,"January 22, 2155",NA,NA,NA
2155,The Sundered,TLE,NA,book,NA,FALSE,secondary,NA,NA,August 9,Ch 15,2298,NA
2158,The Great Starship Race,TOS,NA,book,67,FALSE,secondary,NA,NA,NA,Prologue Section 1,2269,NA
2159,Dead Man's Hand,NA,TLOD,book,NA,FALSE,primary,NA,NA,NA,NA,NA,34
2161,Starfleet: Year One,NA,EL,book,NA,FALSE,primary,NA,NA,NA,NA,NA,35
2161,Killing Time,TOS,NA,book,24,FALSE,secondary,NA,NA,NA,"Ch 22 Section 5-6, 23",2269,36
2161,These Are the Voyages...,ENT,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,37
2169,The Sundered,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 18,2298,NA
2191,Spock's World,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Vulcan: Seven,2275,38
2204,The Sundered,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 19,2298,NA
2228,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 2, 3 Section 5-6",2320,NA
2229,Star Trek 5: The Final Frontier,ST,NA,book,NA,TRUE,secondary,NA,NA,NA,Prologue,2287,NA
2229,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 3 Section 7, 4 Section 1-7",2320,NA
2229,Demons,TOS,NA,book,30,FALSE,secondary,NA,NA,NA,Ch 1 Section 5-6,2270,NA
2229,Sarek,TOS,NA,book,NA,FALSE,secondary,NA,NA,June 14,"Ch 2, journal entry",2293,NA
2229,Sarek,TOS,NA,book,NA,FALSE,secondary,NA,NA,September 16,"Ch 5, first and second journal entries",2293,NA
2230,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 4 Section 8, 5 Section 2-10",2320,NA
2230,Star Trek 5: The Final Frontier,ST,NA,book,NA,TRUE,secondary,NA,NA,NA,"Ch 14, Spock flashback",2287,NA
2230,Sarek,TOS,NA,book,NA,FALSE,secondary,NA,NA,November 12,"Ch 5, third journal entry",2293,39
2231,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 6 Section 6-7, 7 Section 1-5, 7-8, 12, 8 Section 1-2, 4-7",2320,NA
2231,Bum Radish: Five Spins on a Turquoise Reindeer,TOS,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2233,The Final Reflection,TOS,NA,book,16,FALSE,secondary,NA,NA,NA,Part One,2270,NA
2236,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 9, 15 Section 6-9",2320,NA
2236,The Better Man,TOS,NA,book,72,FALSE,secondary,NA,NA,NA,Ch 1 Section 4,2275,NA
2237,Yesteryear,TAS,NA,story,NA,TRUE,secondary,NA,NA,NA,"Ch 7 Section 3, 8 Section 1-12",2269,NA
2237,Sarek,TOS,NA,book,NA,FALSE,secondary,NA,NA,December 7,"Ch 6, journal entry",2293,NA
2238,Last Full Measure,ENT,NA,book,NA,FALSE,secondary,NA,NA,August 12,"Prologue, Epilogue",2153,NA
2239,The Final Reflection,TOS,NA,book,16,FALSE,secondary,NA,NA,NA,Part Two,2270,40
2243,The Final Reflection,TOS,NA,book,16,FALSE,secondary,NA,NA,NA,Part Three,2270,41
2244,Seeds of Rage,NA,NA,book,1,FALSE,secondary,NA,NA,NA,"Ch 7, 9, 12, 14, 18, 21",2267,42
2244,The Counter-Clock Incident,TAS,NA,book,NA,TRUE,secondary,NA,NA,NA,Ch 1 Section 1,2270,NA
2244,The Better Man,TOS,NA,book,72,FALSE,secondary,NA,NA,NA,Ch 1 Section 6,2275,NA
2244,The Kobayashi Maru,TOS,NA,book,47,FALSE,secondary,NA,NA,NA,Ch 8,2273,NA
2244,Final Frontier,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 1-24,2267,43
2245,Old Souls,NA,TLOD,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2245,The Counter-Clock Incident,TAS,NA,book,NA,TRUE,secondary,NA,NA,NA,Ch 1 Section 2-5,2270,NA
2246,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 11-12, 13 Section 1-2, 4, 10 Section 8, 13 Section 5-8",2320,NA
2246,Though Hell Should Bar the Way,NA,EL,story,NA,FALSE,primary,NA,NA,October 10,NA,NA,44
2246,A Flag Full of Stars,TOS,NA,book,54,FALSE,secondary,NA,NA,NA,Ch 6 Section 5,2272,45
2246,Avenger,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 1,2373,46
2247,Past Prologue,NA,NA,book,3,FALSE,secondary,NA,NA,NA,"Ch 1 Section 1, 2 Section 1, 4 Section 3-5, 5 Section 2, 6 Section 1, 7 Section 1, 8 Section 2, 9 Section 3",2266,NA
2247,Vulcan's Forge,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 3, 6, 9, 11, 13, 15, 17, 19, 21, 23",2296,NA
2248,Don't Call Me Tiny,TOS,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,47
2248,Chaotic Response,TOS,CON,story,NA,FALSE,secondary,NA,NA,NA,Section 1,2267,NA
2248,Starfleet Academy: Crisis on Vulcan,ST,YA,book,1,FALSE,primary,NA,NA,NA,NA,NA,48
2249,Sarek,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 7 Section 5,2293,NA
2249,Best Destiny,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 2-5, 7-8, 10-15, 17-26, 28-31, 37",2293,NA
2250,Sarek,TOS,NA,book,NA,FALSE,secondary,NA,NA,April 5,"Ch 12, first journal entry",2293,49
2250,The Entropy Effect,TOS,NA,book,2,FALSE,secondary,NA,NA,NA,Ch 1 Section 12,2270,NA
2250,Voyage to Adventure,NA,NA,book,NA,FALSE,secondary,NA,NA,NA,Time travel,2270,50
2250,Starfleet Academy: Aftershock,ST,YA,book,2,FALSE,primary,NA,NA,NA,NA,NA,51
2251,Final Frontier,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Hope and a Common Future,2267,52
2251,Starfleet Academy: Cadet Kirk,ST,YA,book,3,FALSE,primary,NA,NA,NA,NA,NA,53
2251,My Brother's Keeper: Republic,TOS,NA,book,85,FALSE,secondary,NA,NA,NA,Ch 5-20,2265,NA
2252,Chaotic Response,TOS,CON,story,NA,FALSE,secondary,NA,NA,NA,"Section 5, 7",2267,NA
2252,Vulcan's Glory,TOS,NA,book,44,FALSE,primary,NA,NA,NA,NA,NA,54
2253,Shadows on the Sun,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Book 2,2293,NA
2254,Star Trek 5: The Final Frontier,ST,NA,book,NA,TRUE,secondary,NA,NA,NA,"Ch 14, McCoy flashback",2287,NA
2254,The Cage,TOS,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2254,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 15 Section 10-12, 7 Section 10, 15 Section 13",2320,55
2254,The Rift,TOS,NA,book,57,FALSE,secondary,NA,NA,NA,Ch 1-7,2287,NA
2254,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 10 Section 2, 15 Section 1-5",2320,NA
2254,Conflicting Natures,ST,EL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,56
2254,The Captain's Table 6: Where Sea Meets Sky,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 2-30,2266,NA
2254,The Better Man,TOS,NA,book,72,FALSE,secondary,NA,NA,NA,"Ch 3 Section 2, 4, 5, 7 Section 4, 13 Section 3, 15 Section 3, 5-6",2275,57
2254,A Test of Character,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2254,The Kobayashi Maru,TOS,NA,book,47,FALSE,secondary,NA,NA,December,Ch 2,2273,58
2255,Legacy,TOS,NA,book,56,FALSE,secondary,NA,NA,NA,"Ch 5 Section 5, 10 Section 2-6, 13 Section 2-6",2268,NA
2255,A Private Anecdote,TOS,SNW,story,NA,FALSE,secondary,NA,NA,NA,Recollections,2266,NA
2256,Crisis on Centaurus,TOS,NA,book,28,FALSE,secondary,NA,NA,NA,Ch 3,2270,NA
2256,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 16 Section 2,2320,NA
2257,My Brother's Keeper: Constitution,TOS,NA,book,86,FALSE,secondary,NA,NA,NA,"Ch 4 Section 4, 5-16",2265,NA
2258,The Great Starship Race,TOS,NA,book,67,FALSE,secondary,NA,NA,NA,Prologue Section 2,2269,59
2258,The Covenant of the Crown,TOS,NA,book,4,FALSE,secondary,NA,NA,NA,Ch 2 Section 2-5,2276,60
2259,The Kobayashi Maru,TOS,NA,book,47,FALSE,secondary,NA,NA,NA,Ch 6,2273,NA
2260,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 16 Section 4-11, 10 Section 5, 16 Section 1, 3, 17 Section 2-9, 11-12, 14, 18 Section 1-11, 13, 19 Section 1-6",2320,NA
2261,Immortal Coil,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 19,2374,NA
2261,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 17 Section 1, 10, 13, 18 Section 12, 19 Section 7-9",2320,NA
2262,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 20 Section 1,2320,NA
2262,The Ashes of Eden,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 35, Carol Marcus flashback",2293,61
2263,Harbinger,NA,NA,book,1,FALSE,secondary,NA,NA,NA,Prologue,2265,NA
2263,Foundations Book 1,SCE,NA,book,17,FALSE,secondary,1197.6,NA,NA,Ch 2-7,2376,NA
2264,Enterprise: The First Adventure,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,62
2264,Strangers from the Sky,TOS,NA,book,NA,FALSE,secondary,1305.4,NA,NA,"Book 2: Ch 1-2, 11 Section 8",2284,63
2264,My Brother's Keeper: Enterprise,TOS,NA,book,87,FALSE,secondary,NA,NA,NA,Ch 5 Section 1-2,2265,NA
2264,Captain's Peril,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 4-5, 7, 9, 13, 15, 19, 21-22, 24, 26, 32",2378,64
2265,Distant Early Warning,SCE,NA,book,64,FALSE,primary,1256.9,NA,NA,NA,NA,NA
2265,My Brother's Keeper: Enterprise,TOS,NA,book,87,FALSE,primary,NA,NA,NA,"Ch 5 Section 3-4, 6-20",NA,NA
2265,The Sundered,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 20,2298,NA
2265,Mere Anarchy 1: Things Fall Apart,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2265,Sins of the Mother,NA,TLOD,story,NA,FALSE,secondary,NA,NA,NA,Section 2,2280,NA
2265,Where No Man Has Gone Before,TOS,NA,episode,NA,FALSE,primary,1312.4,1313.8,NA,NA,NA,NA
2265,Q-Squared,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Track A: Ch 12,2370,65
2265,My Brother's Keeper: Republic,TOS,NA,book,85,FALSE,primary,1313.8,NA,NA,"Ch 1-4, 21; 2251-[Ch 5-20]",NA,66
2265,My Brother's Keeper: Constitution,TOS,NA,book,86,FALSE,primary,NA,NA,NA,"Ch 1-3, 4 Section 1-3, 17; 2257-[Ch 4 Section 4, 5-16]",NA,NA
2265,The Landing Party,TOS,CON,story,NA,FALSE,secondary,NA,NA,NA,Sulu flashback,2266,NA
2265,Harbinger,NA,NA,book,1,FALSE,primary,NA,NA,NA,Ch 1-20; 2263-[Prologue],NA,NA
2265,My Brother's Keeper: Enterprise,TOS,NA,book,87,FALSE,primary,NA,NA,NA,"Ch 1-4, 21; early 2265-[Ch 5-20]",NA,67
2265,The Captain's Table 1. War Dragons,TOS,NA,book,NA,FALSE,secondary,1298.9,NA,NA,"Ch 1 Section 2, 3, 5, 7, 9, 11, 13, 15",2293,NA
2265,Summon the Thunder,NA,NA,book,2,FALSE,primary,NA,NA,NA,NA,NA,NA
2265,The Better Man,TOS,NA,book,72,FALSE,secondary,NA,NA,NA,Ch 7 Section 2,2275,68
2266,The Kobayashi Maru,TOS,NA,book,47,FALSE,secondary,NA,NA,NA,Ch 4,2273,NA
2266,Corbomite Maneuver,TOS,NA,episode,NA,FALSE,primary,1512.2,NA,NA,NA,NA,NA
2266,The Landing Party,TOS,CON,story,NA,FALSE,primary,NA,NA,NA,2265-[Sulu flashback],NA,NA
2266,Mudd's Women,TOS,NA,episode,NA,FALSE,primary,1329.8,NA,NA,NA,NA,NA
2266,The Enemy Within,TOS,NA,episode,NA,FALSE,primary,1672.1,NA,NA,NA,NA,NA
2266,The Man Trap,TOS,NA,episode,NA,FALSE,primary,1513.1,NA,NA,NA,NA,NA
2266,The Naked Time,TOS,NA,episode,NA,FALSE,primary,1704.2,NA,NA,NA,NA,NA
2266,Present Tense,NA,NA,book,1,FALSE,primary,NA,NA,NA,NA,NA,NA
2266,Future Imperfect,NA,NA,book,2,FALSE,primary,NA,NA,NA,"Ch 1 Section 2, 2 Section 1, 3 Section 1, 3, 4, 5 Section 2, 6 Section 1, 3, 7 Section 2, 8 Section 1, 3, 9 Section 2, 10 Section 1, 11 Section 2-3; 2284-[Ch 1 Section 1, 2 Section 2, 3 Section 2, 5 Section 1, 6 Section 2, 7 Section 1, 8 Section 2, 9 Section 1, 3, 10 Section 2-4, 11 Section 1]",NA,NA
2266,Past Prologue,NA,NA,book,3,FALSE,primary,NA,NA,NA,"Ch 1 Section 2, 2 Section 2, 3, 4 Section 1-2, 5 Section 1, 3, 6 Section 2, 7 Section 2, 8 Section 1, 3, 9 Section 1-2, 4, 10; 2247-[Ch 1 Section 1, 2 Section 1, 4 Section 3-5, 5 Section 2, 6 Section 1, 7 Section 1, 8 Section 2, 9 Section 3]",NA,NA
2266,The Captain's Table 6: Where Sea Meets Sky,ST,NA,book,NA,FALSE,primary,NA,NA,NA,"Ch 1, 31 Section 2-3; 2254-[Ch 2-30]",NA,NA
2266,Charlie X November,TOS,NA,episode,NA,FALSE,primary,1533.6,1535.8,NA,NA,NA,NA
2266,Elegy for Charlie,TOS,TNV2,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2266,The First Artifact,TOS,NA,story,NA,FALSE,primary,1699,NA,NA,2267-[First Interlude],NA,NA
2266,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,1709.2,NA,NA,"Ch 20 Section 2-7, 21 Section 1-3",2320,NA
2266,The Sundered,TLE,NA,book,NA,FALSE,secondary,1709.2,NA,NA,"Ch 17 ""Balance of Terror""-Stardate 1709.2",2298,NA
2266,Shadow Lord,TOS,NA,book,22,FALSE,primary,1831.5,NA,NA,NA,NA,NA
2266,The Edge of the Sword,NA,NA,book,1,FALSE,primary,NA,NA,NA,NA,NA,NA
2266,What Are Little Girls Made Of?,TOS,NA,episode,NA,FALSE,primary,2714.4,NA,NA,NA,NA,NA
2266,Killing Blow,NA,NA,book,2,FALSE,primary,NA,NA,NA,NA,NA,NA
2266,River of Blood,NA,NA,book,3,FALSE,primary,NA,NA,NA,NA,NA,NA
2266,Seeds of Rage,NA,NA,book,1,FALSE,secondary,NA,NA,NA,Prologue,2267,NA
2266,Dagger of the Mind,TOS,NA,episode,NA,FALSE,primary,2715.1,NA,NA,NA,NA,NA
2266,Miri,TOS,NA,episode,NA,FALSE,primary,2713.5,NA,NA,NA,NA,NA
2266,Yeoman Figgs,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2266,The Conscience of the King,TOS,NA,episode,NA,FALSE,primary,2817.7,NA,NA,NA,NA,NA
2267,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 1 Section 1-2,2320,NA
2267,The Galileo Seven,TOS,NA,episode,NA,FALSE,primary,2821.5,NA,NA,NA,NA,NA
2267,A Private Anecdote,TOS,SNW,story,NA,FALSE,primary,2822.5,NA,NA,2255-[recollections],NA,NA
2267,Court Martial,TOS,NA,episode,NA,FALSE,primary,2947.3,NA,NA,NA,NA,NA
2267,Official Record,TOS,CON,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,The Menagerie Part 1,TOS,NA,episode,NA,FALSE,primary,3012.4,NA,NA,NA,NA,NA
2267,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 10 Section 3,2320,NA
2267,The Menagerie Part 2,TOS,NA,episode,NA,FALSE,primary,3012.4,NA,NA,NA,NA,NA
2267,Burning Dreams,TOS,NA,book,NA,FALSE,secondary,3014.7,NA,NA,"Ch 21 Section 4-10, 1 Section 3-6, 3 Section 1-4, 5 Section 1, 6 Section 1-5, 7 Section 6, 9, 11, 8 Section 3, 13 Section 3, 9, 14",2320,NA
2267,Shore Leave,TOS,NA,episode,NA,FALSE,primary,3025.3,NA,NA,NA,NA,NA
2267,Heart of the Sun,TOS,NA,book,83,FALSE,primary,NA,NA,NA,NA,NA,69
2267,The Squire of Gothos,TOS,NA,episode,NA,FALSE,primary,2124.5,NA,NA,NA,NA,NA
2267,Requiem,TNG,NA,book,32,FALSE,secondary,NA,NA,NA,"Ch 3 Section 1, 3, 5, 4 Section 1, 3, 5 Section 3-4, 6 Section 1, 3, 7 Section 1, 3, 8 Section 1, 3, 6, 9 Section 2, 10 Section 1, 3",2369,NA
2267,Arena,TOS,NA,episode,NA,FALSE,primary,3045.6,NA,NA,NA,NA,NA
2267,"A Vulcan, A Klingon and an Angel",NA,NA,book,NA,FALSE,secondary,NA,NA,NA,Narrated backstory,2285,NA
2267,The Alternative Factor,TOS,NA,episode,NA,FALSE,primary,3087.6,3088.7,NA,NA,NA,NA
2267,Tomorrow is Yesterday,TOS,NA,episode,NA,FALSE,primary,3113.2,NA,NA,NA,NA,NA
2267,Web of the Romulans,TOS,NA,book,10,FALSE,primary,3125.3,3130.4,NA,NA,NA,70
2267,Return of the Archons,TOS,NA,episode,NA,FALSE,primary,3156.2,3158.7,NA,NA,NA,NA
2267,Foundations Book 2,SCE,NA,book,18,FALSE,secondary,3176.9,NA,NA,Ch 2-8,2376,71
2267,The Avenger,ST,EL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,A Taste of Armageddon,TOS,NA,episode,NA,FALSE,primary,3192.1,3193,NA,NA,NA,NA
2267,Space Seed,TOS,NA,episode,NA,FALSE,primary,3141.9,3143.3,NA,NA,NA,NA
2267,To Reign in Hell: The Exile of Khan Noonien Singh,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 3-6,2287,72
2267,The Joy Machine,TOS,NA,book,80,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Seeds of Rage,NA,NA,book,1,FALSE,primary,NA,NA,NA,"Ch 1, 2 Section 1",NA,NA
2267,This Side of Paradise,TOS,NA,episode,NA,FALSE,primary,3417.3,3417.7,NA,NA,NA,NA
2267,Sonnet from the Vulcan: Omicron Ceti Three,TOS,TNV,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,The Devil in the Dark,TOS,NA,episode,NA,FALSE,primary,3196.1,NA,NA,NA,NA,NA
2267,Seeds of Rage,NA,NA,book,1,FALSE,primary,NA,NA,NA,"Ch 2 Section 2, 3-6, 8, 10-11, 13, 15-17, 19-20, First Epilogue, Second Epilogue; late 2266-[Prologue]; early 2267-[Ch 1, 2 Section 1]; 2242-[Ch 7, 9, 12, 14, 18, 21]",NA,NA
2267,Errand of Mercy,TOS,NA,episode,NA,FALSE,primary,3198.4,3201.7,NA,NA,NA,NA
2267,The City on the Edge of Forever,TOS,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Triptych,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,"Ch 1 Section 6, 3 Section 9; 1930-[Ch 1 Section 1-5, 2, 3 Section 1-8]",NA,73
2267,Remembering the Future,ST,SNW,story,NA,FALSE,secondary,NA,NA,NA,Section 8-9,2371,NA
2267,Marking Time,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Final Frontier,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,"Prologue, Ch 25; 2244-[Ch 1-24]; 2251-[""Hope and a Common Future""]",NA,74
2267,Operation-Annihilate!,TOS,NA,episode,NA,FALSE,primary,3287.2,3289.8,NA,NA,NA,NA
2267,The Winged Dreamers,TOS,TNV,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,The Leader,TOS,CON,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Indomitable,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,75
2267,Ishmael,TOS,NA,book,23,FALSE,primary,NA,NA,NA,"Ch 1, 4, 7, 9, 11, 15, 19; 1867-[Ch 2-3, 5-6, 8, 10, 12-14, 16-18]",NA,76
2267,Catspaw,TOS,NA,episode,NA,FALSE,primary,3018.2,NA,NA,NA,NA,NA
2267,Shanghaied,TOS,SNW,story,NA,FALSE,primary,3163.2,NA,NA,Section 5-15; 1863-[ Section 1-4],NA,NA
2267,Ambition,TOS,CON,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Metamorphosis,TOS,NA,episode,NA,FALSE,primary,3219.4,3220.3,NA,NA,NA,NA
2267,Chaotic Response,TOS,CON,story,NA,FALSE,primary,NA,NA,NA,"Section 2-4, 6, 8; 2248-[ Section 1]; 2252-[ Section 5-7]",NA,NA
2267,Friday's Child,TOS,NA,episode,NA,FALSE,primary,3497.2,NA,NA,NA,NA,NA
2267,Invasion! 1: First Strike,TOS,NA,book,79,FALSE,primary,NA,NA,NA,NA,NA,77
2267,Who Mourns for Adonais?,TOS,NA,episode,NA,FALSE,primary,3468.1,NA,NA,NA,NA,NA
2267,Amok Time,TOS,NA,episode,NA,FALSE,primary,3372.1,3372.7,NA,NA,NA,NA
2267,Mere Anarchy 2: The Centre Cannot Hold,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Soliloquy,TOS,TNV2,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Gemini,TOS,NA,book,NA,FALSE,primary,3375.3,NA,NA,NA,NA,78
2267,To Reign in Hell: The Exile of Khan Noonien Singh,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 7-11,2287,NA
2267,The Doomsday Machine,TOS,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,The First Artifact,TOS,NA,story,NA,FALSE,secondary,NA,NA,NA,First Interlude,2266,NA
2267,Wolf in the Fold,TOS,NA,episode,NA,FALSE,primary,3614.9,NA,NA,NA,NA,NA
2267,Across the Universe,TOS,NA,book,88,FALSE,primary,NA,NA,NA,NA,NA,79
2267,The Changeling,TOS,NA,episode,NA,FALSE,primary,3451.9,NA,NA,NA,NA,NA
2267,See No Evil,TOS,CON,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,The Apple,TOS,NA,episode,NA,FALSE,primary,3715,3715.3,NA,NA,NA,NA
2267,"Mirror, Mirror",TOS,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,The Deadly Years,TOS,NA,episode,NA,FALSE,primary,3478.2,3479.4,NA,NA,NA,NA
2267,"I, Mudd",TOS,NA,episode,NA,FALSE,primary,4513.3,NA,NA,NA,NA,NA
2267,The Case of the Colonist's Corpse: A Sam Cogley Mystery,TOS,NA,book,NA,FALSE,primary,4521.7,NA,NA,NA,NA,80
2267,Galactic Whirlpool,TOS,NA,book,NA,FALSE,primary,4496.1,NA,NA,NA,NA,81
2267,The Trouble with Tribbles,TOS,NA,episode,NA,FALSE,primary,4523.3,4525.6,NA,NA,NA,NA
2267,Trials and Tribble-Ations,DS9,NA,book,NA,TRUE,secondary,4523.7,NA,NA,Ch 3-14,2373,82
2267,The Trouble With Tribals,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,In the Name of Honor,TOS,NA,book,97,FALSE,secondary,4524.2,NA,NA,Ch 5 Section 3,2287,NA
2267,A Bad Day for Koloth,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Missed,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,83
2267,Bread and Circuses,TOS,NA,episode,NA,FALSE,primary,4040.7,NA,NA,NA,NA,NA
2267,Mission to Horatius,NA,EL,book,NA,FALSE,primary,3475.3,NA,NA,NA,NA,84
2267,Battlestations!,TOS,NA,book,31,FALSE,secondary,NA,NA,NA,Ch 6 Section 2,2270,NA
2267,First Star I See Tonight,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Twilight's End,TOS,NA,book,77,FALSE,primary,NA,NA,NA,NA,NA,85
2267,Cave-In,TOS,TNV2,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,Journey to Babel,TOS,NA,episode,NA,FALSE,primary,3842.3,NA,NA,NA,NA,NA
2267,Federation,NA,NA,book,NA,FALSE,secondary,3849.8,3858.7,November,"Part One: Ch 2, 5, 8, 11, 14. Part Two: Ch 2, 4-5, 7-8, 10-11. Part Three: Ch 7",2366,NA
2267,To Reign in Hell: The Exile of Khan Noonien Singh,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 12-13,2287,NA
2267,The Vulcan Academy Murders,TOS,NA,book,20,FALSE,primary,NA,NA,NA,NA,NA,86
2267,The Idic Epidemic,TOS,NA,book,38,FALSE,primary,NA,NA,NA,NA,NA,87
2267,"First, Do No Harm",TOS,CON,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2267,A Private Little War,TOS,NA,episode,NA,FALSE,primary,4211.4,NA,NA,NA,NA,NA
2268,Ni Var,TOS,TNV,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2268,The Trouble With Borg Tribbles,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2268,To Reign in Hell: The Exile of Khan Noonien Singh,TOS,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 14-15,2287,NA
2268,The Disinherited,TOS,NA,book,59,FALSE,primary,NA,NA,NA,NA,NA,88
2268,The Gamesters of Triskelion,TOS,NA,episode,NA,FALSE,primary,3211.7,NA,NA,NA,NA,NA
2268,Obsession,TOS,NA,episode,NA,FALSE,primary,3619.2,NA,NA,NA,NA,NA
2268,Day of Honor 4: Treaty's Law,TOS,NA,book,NA,FALSE,primary,3629,NA,NA,Ch 1-24; 2288-[Prologue/Epilogue],NA,89
2268,The Rings of Tautee,TOS,NA,book,78,FALSE,primary,3871.6,NA,NA,NA,NA,NA
2268,The Immunity Syndrome,TOS,NA,episode,NA,FALSE,primary,4307.1,NA,NA,NA,NA,NA
2268,The Enchanted Pool,TOS,TNV,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2268,Marginal Existence,TOS,TNV2,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2268,A Piece of the Action,TOS,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2268,By Any Other Name,TOS,NA,episode,NA,FALSE,primary,4657.5,NA,NA,NA,NA,NA
2268,The Klingon Gambit,TOS,NA,book,3,FALSE,primary,4720.1,4744.8,NA,NA,NA,NA
2268,Mutiny on the Enterprise,TOS,NA,book,12,FALSE,primary,4769.1,5012.5,NA,NA,NA,90
