rank,position,hand,player,years,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
5,C,Right,Marcel Dionne,1971-89,731,Retired,1971,1986-87,35,LAK,NHL,67,24,50,74,-9,54,15,9,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dionnma01.jpg
5,C,Right,Marcel Dionne,1971-89,731,Retired,1971,1986-87,35,NYR,NHL,14,4,6,10,-8,6,3,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dionnma01.jpg
5,C,Right,Marcel Dionne,1971-89,731,Retired,1971,1987-88,36,NYR,NHL,67,31,34,65,-14,54,9,22,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dionnma01.jpg
5,C,Right,Marcel Dionne,1971-89,731,Retired,1971,1988-89,37,NYR,NHL,37,7,16,23,-6,20,3,4,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dionnma01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1963-64,21,CBH,NHL,27,3,2,5,2,2,3,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1964-65,22,CBH,NHL,70,23,32,55,5,44,17,5,1,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1965-66,23,CBH,NHL,69,27,26,53,21,49,20,7,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1966-67,24,CBH,NHL,69,21,40,61,34,40,18,2,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1967-68,25,BOS,NHL,74,35,49,84,18,21,26,8,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1968-69,26,BOS,NHL,74,49,77,126,55,79,37,10,2,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1969-70,27,BOS,NHL,76,43,56,99,26,50,24,18,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1970-71,28,BOS,NHL,78,76,76,152,69,71,51,24,1,16,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1971-72,29,BOS,NHL,76,66,67,133,54,76,37,27,2,16,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1972-73,30,BOS,NHL,78,55,75,130,17,87,31,19,5,11,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1973-74,31,BOS,NHL,78,68,77,145,51,58,50,14,4,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1974-75,32,BOS,NHL,79,61,66,127,17,62,30,27,4,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1975-76,33,TOT,NHL,74,35,48,83,-39,36,15,19,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1975-76,33,BOS,NHL,12,6,10,16,-1,8,3,3,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1975-76,33,NYR,NHL,62,29,38,67,-38,28,12,16,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1976-77,34,NYR,NHL,80,34,46,80,-27,52,19,15,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1977-78,35,NYR,NHL,79,38,43,81,-21,53,17,21,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1978-79,36,NYR,NHL,80,42,36,78,-1,37,28,14,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1979-80,37,NYR,NHL,80,34,44,78,-14,73,21,13,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,C,Left,Phil Esposito,1963-81,717,Retired,1963,1980-81,38,NYR,NHL,41,7,13,20,-15,20,4,3,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1978-79,19,CNS,WHA,78,27,25,52,-18,123,18,9,0,NA,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1979-80,20,WSH,NHL,77,36,32,68,16,66,32,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1980-81,21,WSH,NHL,80,48,46,94,-4,100,35,13,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1981-82,22,WSH,NHL,80,35,45,80,-12,121,28,5,2,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1982-83,23,WSH,NHL,73,38,38,76,-3,54,27,10,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1983-84,24,WSH,NHL,80,40,45,85,23,90,32,8,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1984-85,25,WSH,NHL,80,50,52,102,16,71,33,17,0,11,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1985-86,26,WSH,NHL,74,35,40,75,-5,63,22,11,2,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1986-87,27,WSH,NHL,78,41,32,73,2,61,29,5,7,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1987-88,28,WSH,NHL,80,48,33,81,20,73,29,19,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1988-89,29,TOT,NHL,69,33,36,69,11,73,24,9,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1988-89,29,WSH,NHL,56,26,29,55,8,71,20,6,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1988-89,29,MNS,NHL,13,7,7,14,3,2,4,3,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1989-90,30,TOT,NHL,79,45,41,86,-4,38,20,21,4,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1989-90,30,MNS,NHL,67,34,36,70,-8,32,15,15,4,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1989-90,30,NYR,NHL,12,11,5,16,4,6,5,6,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1990-91,31,NYR,NHL,79,49,20,69,-9,53,26,22,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1991-92,32,NYR,NHL,76,40,41,81,11,55,25,15,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1992-93,33,NYR,NHL,84,45,23,68,-4,59,32,13,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1993-94,34,TOT,NHL,81,34,30,64,20,62,18,11,5,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1993-94,34,NYR,NHL,71,28,24,52,11,58,13,10,5,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1993-94,34,TOR,NHL,10,6,6,12,9,4,5,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1994-95,35,TOR,NHL,38,12,8,20,0,6,9,2,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1995-96,36,TOR,NHL,82,35,19,54,5,52,20,15,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1996-97,37,PHX,NHL,82,32,31,63,-11,38,18,13,1,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,RW,Right,Mike Gartner,1979-98,708,Retired,1979,1997-98,38,PHX,NHL,60,12,15,27,-4,24,8,4,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2005-06,20,WSH,NHL,81,52,54,106,2,52,28,21,3,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2006-07,21,WSH,NHL,82,46,46,92,-19,52,30,16,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2007-08,22,WSH,NHL,82,65,47,112,28,40,43,22,0,11,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2008-09,23,WSH,NHL,79,56,54,110,8,72,36,19,1,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2009-10,24,WSH,NHL,72,50,59,109,45,89,37,13,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2010-11,25,WSH,NHL,79,32,53,85,24,41,25,7,0,11,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2011-12,26,WSH,NHL,78,38,27,65,-8,26,25,13,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2012-13,27,WSH,NHL,48,32,24,56,2,36,16,16,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2013-14,28,WSH,NHL,78,51,28,79,-35,48,27,24,0,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2014-15,29,WSH,NHL,81,53,28,81,10,58,28,25,0,11,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2015-16,30,WSH,NHL,79,50,21,71,21,53,31,19,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2016-17,31,WSH,NHL,82,33,36,69,6,50,16,17,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2017-18,32,WSH,NHL,82,49,38,87,3,32,32,17,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2018-19,33,WSH,NHL,81,51,38,89,7,40,33,18,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,LW,Right,Alex Ovechkin,2005-20,700,Active,2005,2019-20,34,WSH,NHL,61,42,17,59,-14,30,30,12,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1978-79,18,TOT,WHA,52,1,10,11,-10,58,NA,NA,NA,NA,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1978-79,18,INR,WHA,5,0,0,0,-4,0,0,0,0,NA,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1978-79,18,CNS,WHA,47,1,10,11,-6,58,1,0,0,NA,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1979-80,19,EDM,NHL,75,12,21,33,-9,120,10,1,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1980-81,20,EDM,NHL,72,23,40,63,-12,102,19,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1981-82,21,EDM,NHL,78,50,38,88,20,119,40,10,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1982-83,22,EDM,NHL,77,48,58,106,18,72,35,12,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1983-84,23,EDM,NHL,73,37,64,101,40,165,26,7,4,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1984-85,24,EDM,NHL,55,23,31,54,10,57,14,4,5,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1985-86,25,EDM,NHL,63,35,49,84,35,70,20,10,5,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1986-87,26,EDM,NHL,77,37,70,107,22,73,26,7,4,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1987-88,27,EDM,NHL,77,37,74,111,21,103,22,12,3,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1988-89,28,EDM,NHL,72,33,61,94,-5,130,21,6,6,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1989-90,29,EDM,NHL,79,45,84,129,19,79,26,13,6,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1990-91,30,EDM,NHL,53,12,52,64,15,34,8,3,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1991-92,31,NYR,NHL,79,35,72,107,31,76,19,12,4,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1992-93,32,NYR,NHL,75,25,66,91,-6,72,16,7,2,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1993-94,33,NYR,NHL,76,26,58,84,25,76,18,6,2,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1994-95,34,NYR,NHL,46,14,39,53,8,40,8,3,3,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1995-96,35,NYR,NHL,74,47,52,99,29,122,32,14,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1996-97,36,NYR,NHL,71,36,48,84,12,88,24,7,5,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1997-98,37,VAN,NHL,82,22,38,60,-10,58,12,8,2,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1998-99,38,VAN,NHL,59,13,35,48,-12,33,7,4,2,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,1999-00,39,VAN,NHL,66,17,37,54,-15,30,11,6,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,2000-01,40,NYR,NHL,82,24,43,67,-25,89,9,12,3,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,2001-02,41,NYR,NHL,41,7,16,23,-1,32,5,2,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,2002-03,42,NYR,NHL,78,18,22,40,-2,30,9,8,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,LW,Left,Mark Messier,1979-04,694,Retired,1979,2003-04,43,NYR,NHL,76,18,25,43,3,42,15,1,2,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1983-84,18,DET,NHL,80,39,48,87,-19,33,26,13,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1984-85,19,DET,NHL,80,30,59,89,-17,58,21,9,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1985-86,20,DET,NHL,51,14,28,42,-22,16,11,3,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1986-87,21,DET,NHL,80,31,59,90,-2,43,21,9,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1987-88,22,DET,NHL,64,50,52,102,30,44,34,10,6,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1988-89,23,DET,NHL,80,65,90,155,17,61,45,17,3,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1989-90,24,DET,NHL,79,62,65,127,-6,79,39,16,7,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1990-91,25,DET,NHL,80,51,57,108,-2,34,33,12,6,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1991-92,26,DET,NHL,79,45,58,103,26,64,28,9,8,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1992-93,27,DET,NHL,84,58,79,137,33,44,38,13,7,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1993-94,28,DET,NHL,58,24,58,82,11,36,14,7,3,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1994-95,29,DET,NHL,47,12,26,38,6,40,8,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1995-96,30,DET,NHL,80,36,59,95,29,64,18,16,2,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1996-97,31,DET,NHL,81,22,63,85,22,78,14,8,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1997-98,32,DET,NHL,75,24,45,69,3,46,16,6,2,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1998-99,33,DET,NHL,80,29,45,74,8,42,14,13,2,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,1999-00,34,DET,NHL,78,35,44,79,28,34,18,15,2,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,2000-01,35,DET,NHL,54,18,34,52,4,18,13,5,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,2001-02,36,DET,NHL,52,13,35,48,11,18,7,5,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,2002-03,37,DET,NHL,16,2,6,8,6,8,1,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,2003-04,38,DET,NHL,75,18,33,51,10,46,11,7,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,C,Right,Steve Yzerman,1983-06,692,Retired,1983,2005-06,40,DET,NHL,61,14,20,34,8,18,10,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1984-85,19,PIT,NHL,73,43,57,100,-33,54,32,11,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1985-86,20,PIT,NHL,79,48,93,141,-8,43,31,17,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1986-87,21,PIT,NHL,63,54,53,107,12,57,35,19,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1987-88,22,PIT,NHL,77,70,98,168,23,92,38,22,10,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1988-89,23,PIT,NHL,76,85,114,199,41,100,41,31,13,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1989-90,24,PIT,NHL,59,45,78,123,-18,78,28,14,3,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1990-91,25,PIT,NHL,26,19,26,45,8,30,12,6,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1991-92,26,PIT,NHL,64,44,87,131,27,94,28,12,4,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1992-93,27,PIT,NHL,60,69,91,160,55,38,47,16,6,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1993-94,28,PIT,NHL,22,17,20,37,-2,32,10,7,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,C,Right,Mario Lemieux,1984-06,690,Retired,1984,1995-96,30,PIT,NHL,70,69,92,161,10,54,30,31,8,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
