player,season,rank,date,game_num,age,team,at,opp,location,outcome,goals,assists,points,plus_minus,penalty_min,goals_even,goals_powerplay,goals_short,goals_gamewinner,assists_even,assists_powerplay,assists_short,shots,shot_percent
Alex Ovechkin,2008,19,2007-11-16,19,22-060,WSH,@,TBL,Away,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,9,11.1
Alex Ovechkin,2008,20,2007-11-19,20,22-063,WSH,NA,FLA,Home,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2008,21,2007-11-21,21,22-065,WSH,NA,ATL,Home,L,1,0,1,-2,0,0,1,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2008,22,2007-11-23,22,22-067,WSH,@,PHI,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2008,23,2007-11-24,23,22-068,WSH,NA,CAR,Home,W,2,0,2,0,0,1,1,0,0,NA,NA,NA,6,33.3
Alex Ovechkin,2008,24,2007-11-26,24,22-070,WSH,NA,BUF,Home,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,9,11.1
Alex Ovechkin,2008,25,2007-11-28,25,22-072,WSH,NA,FLA,Home,L-SO,0,0,0,1,0,0,0,0,0,NA,NA,NA,11,0
Alex Ovechkin,2008,26,2007-11-30,26,22-074,WSH,@,CAR,Away,L,2,1,3,-1,0,0,2,0,0,NA,NA,NA,6,33.3
Alex Ovechkin,2008,27,2007-12-01,27,22-075,WSH,@,FLA,Away,W,1,1,2,2,4,1,0,0,1,NA,NA,NA,7,14.3
Alex Ovechkin,2008,28,2007-12-07,28,22-081,WSH,@,NJD,Away,L,0,1,1,2,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2008,29,2007-12-08,29,22-082,WSH,NA,ATL,Home,W,1,1,2,3,0,1,0,0,1,NA,NA,NA,5,20
Alex Ovechkin,2008,30,2007-12-10,30,22-084,WSH,NA,NJD,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,1,0
Alex Ovechkin,2008,31,2007-12-12,31,22-086,WSH,NA,NYR,Home,W,1,0,1,0,0,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2008,32,2007-12-14,32,22-088,WSH,NA,BUF,Home,L,1,0,1,-2,2,0,1,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2008,33,2007-12-15,33,22-089,WSH,@,TBL,Away,W,0,0,0,-2,2,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2008,34,2007-12-17,34,22-091,WSH,@,DET,Away,L-SO,1,0,1,-1,0,0,1,0,0,NA,NA,NA,5,20
Alex Ovechkin,2008,35,2007-12-20,35,22-094,WSH,NA,MTL,Home,L,0,1,1,-3,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2008,36,2007-12-22,36,22-096,WSH,@,NYI,Away,L-OT,1,0,1,0,0,1,0,0,0,NA,NA,NA,2,50
Alex Ovechkin,2008,37,2007-12-26,37,22-100,WSH,NA,TBL,Home,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2008,38,2007-12-27,38,22-101,WSH,@,PIT,Away,L-OT,1,0,1,2,2,1,0,0,0,NA,NA,NA,2,50
Alex Ovechkin,2008,39,2007-12-29,39,22-103,WSH,@,OTT,Away,W,4,1,5,2,0,3,1,0,1,NA,NA,NA,5,80
Alex Ovechkin,2008,40,2008-01-01,40,22-106,WSH,NA,OTT,Home,W,0,2,2,1,0,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2008,41,2008-01-03,41,22-108,WSH,@,BOS,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2008,42,2008-01-05,42,22-110,WSH,@,MTL,Away,W,2,0,2,0,2,1,1,0,0,NA,NA,NA,5,40
Alex Ovechkin,2008,43,2008-01-09,43,22-114,WSH,NA,COL,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2008,44,2008-01-13,44,22-118,WSH,NA,PHI,Home,L,1,1,2,1,0,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2008,45,2008-01-15,45,22-120,WSH,NA,OTT,Home,W,1,0,1,0,0,0,1,0,1,NA,NA,NA,3,33.3
Alex Ovechkin,2008,46,2008-01-17,46,22-122,WSH,NA,EDM,Home,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2008,47,2008-01-19,47,22-124,WSH,NA,FLA,Home,W,1,1,2,0,0,0,1,0,0,NA,NA,NA,9,11.1
Alex Ovechkin,2008,48,2008-01-21,48,22-126,WSH,@,PIT,Away,W,2,1,3,1,0,1,1,0,0,NA,NA,NA,11,18.2
Alex Ovechkin,2008,49,2008-01-23,49,22-128,WSH,@,TOR,Away,L,1,0,1,1,0,1,0,0,0,NA,NA,NA,8,12.5
Alex Ovechkin,2008,50,2008-01-24,50,22-129,WSH,NA,TOR,Home,W,0,2,2,0,0,0,0,0,0,NA,NA,NA,2,0
Alex Ovechkin,2008,51,2008-01-29,51,22-134,WSH,@,MTL,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2008,52,2008-01-31,52,22-136,WSH,NA,MTL,Home,W,4,1,5,4,0,4,0,0,1,NA,NA,NA,6,66.7
Alex Ovechkin,2008,53,2008-02-02,53,22-138,WSH,NA,ATL,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2008,54,2008-02-05,54,22-141,WSH,@,CBJ,Away,W,2,0,2,0,0,2,0,0,1,NA,NA,NA,10,20
Alex Ovechkin,2008,55,2008-02-06,55,22-142,WSH,@,PHI,Away,W,1,0,1,0,2,1,0,0,1,NA,NA,NA,4,25
Alex Ovechkin,2008,56,2008-02-08,56,22-144,WSH,NA,CAR,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2008,57,2008-02-10,57,22-146,WSH,NA,NYR,Home,W,1,2,3,1,0,0,1,0,0,NA,NA,NA,4,25
Alex Ovechkin,2008,58,2008-02-13,58,22-149,WSH,@,ATL,Away,L-SO,1,1,2,1,0,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2008,59,2008-02-15,59,22-151,WSH,@,FLA,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2008,60,2008-02-16,60,22-152,WSH,@,TBL,Away,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2008,61,2008-02-20,61,22-156,WSH,NA,NYI,Home,L-SO,0,0,0,-2,0,0,0,0,0,NA,NA,NA,1,0
Alex Ovechkin,2008,62,2008-02-23,62,22-159,WSH,@,CAR,Away,L,0,3,3,0,0,0,0,0,0,NA,NA,NA,8,0
Alex Ovechkin,2008,63,2008-02-24,63,22-160,WSH,NA,NJD,Home,L-OT,0,1,1,1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2008,64,2008-02-26,64,22-162,WSH,NA,MIN,Home,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2008,65,2008-02-29,65,22-165,WSH,@,NJD,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Alex Ovechkin,2008,66,2008-03-01,66,22-166,WSH,NA,TOR,Home,L,1,1,2,2,0,1,0,0,0,NA,NA,NA,4,25
Alex Ovechkin,2008,67,2008-03-03,67,22-168,WSH,NA,BOS,Home,W,3,2,5,3,2,2,1,0,1,NA,NA,NA,5,60
Alex Ovechkin,2008,68,2008-03-05,68,22-170,WSH,@,BUF,Away,W,2,0,2,3,2,2,0,0,0,NA,NA,NA,4,50
Alex Ovechkin,2008,69,2008-03-08,69,22-173,WSH,@,BOS,Away,L,0,1,1,0,0,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2008,70,2008-03-09,70,22-174,WSH,NA,PIT,Home,L,0,2,2,-2,0,0,0,0,0,NA,NA,NA,10,0
Alex Ovechkin,2008,71,2008-03-12,71,22-177,WSH,NA,CGY,Home,W,2,0,2,1,0,0,2,0,1,NA,NA,NA,11,18.2
Alex Ovechkin,2008,72,2008-03-14,72,22-179,WSH,NA,ATL,Home,W,1,1,2,2,2,0,1,0,0,NA,NA,NA,7,14.3
Alex Ovechkin,2008,73,2008-03-16,73,22-181,WSH,NA,BOS,Home,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2008,74,2008-03-18,74,22-183,WSH,@,NSH,Away,W,1,2,3,2,0,1,0,0,0,NA,NA,NA,4,25
Alex Ovechkin,2008,75,2008-03-19,75,22-184,WSH,@,CHI,Away,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,2,0
Alex Ovechkin,2008,76,2008-03-21,76,22-186,WSH,@,ATL,Away,W,2,2,4,4,0,2,0,0,0,NA,NA,NA,9,22.2
Alex Ovechkin,2008,77,2008-03-25,77,22-190,WSH,@,CAR,Away,W,1,0,1,1,2,1,0,0,0,NA,NA,NA,11,9.1
Alex Ovechkin,2008,78,2008-03-27,78,22-192,WSH,@,TBL,Away,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2008,79,2008-03-29,79,22-194,WSH,@,FLA,Away,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,4,25
Alex Ovechkin,2008,80,2008-04-01,80,22-197,WSH,NA,CAR,Home,W,1,0,1,1,2,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2008,81,2008-04-03,81,22-199,WSH,NA,TBL,Home,W,2,0,2,1,0,1,1,0,1,NA,NA,NA,5,40
Alex Ovechkin,2008,82,2008-04-05,82,22-201,WSH,NA,FLA,Home,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,1,2008-10-10,1,23-023,WSH,@,ATL,Away,L,0,0,0,0,4,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2009,2,2008-10-11,2,23-024,WSH,NA,CHI,Home,W,2,0,2,2,2,2,0,0,0,NA,NA,NA,6,33.3
Alex Ovechkin,2009,3,2008-10-13,3,23-026,WSH,NA,VAN,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2009,4,2008-10-16,4,23-029,WSH,@,PIT,Away,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,5,2008-10-18,5,23-031,WSH,NA,NJD,Home,L-SO,0,1,1,0,2,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2009,6,2008-10-21,6,23-034,WSH,@,CGY,Away,L,0,1,1,1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2009,7,2008-10-23,7,23-036,WSH,@,PHX,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2009,8,2008-10-25,8,23-038,WSH,@,DAL,Away,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2009,9,2008-11-04,9,23-048,WSH,@,OTT,Away,L-OT,0,0,0,-1,2,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2009,10,2008-11-06,10,23-050,WSH,NA,CAR,Home,W,0,3,3,3,0,0,0,0,0,NA,NA,NA,2,0
Alex Ovechkin,2009,11,2008-11-08,11,23-052,WSH,NA,NYR,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2009,12,2008-11-10,12,23-054,WSH,NA,TBL,Home,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2009,13,2008-11-12,13,23-056,WSH,@,CAR,Away,W,1,2,3,4,0,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2009,14,2008-11-14,14,23-058,WSH,NA,NJD,Home,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2009,15,2008-11-15,15,23-059,WSH,@,NJD,Away,L-SO,2,1,3,3,0,2,0,0,0,NA,NA,NA,12,16.7
Alex Ovechkin,2009,16,2008-11-19,16,23-063,WSH,@,ANA,Away,W,1,3,4,1,4,0,1,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2009,17,2008-11-20,17,23-064,WSH,@,LAK,Away,L,0,1,1,-4,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,18,2008-11-22,18,23-066,WSH,@,SJS,Away,L,0,1,1,-2,2,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2009,19,2008-11-24,19,23-068,WSH,@,MIN,Away,L,1,0,1,0,2,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2009,20,2008-11-26,20,23-070,WSH,NA,ATL,Home,W,3,1,4,2,0,1,2,0,1,NA,NA,NA,6,50
Alex Ovechkin,2009,21,2008-11-28,21,23-072,WSH,NA,MTL,Home,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,7,14.3
Alex Ovechkin,2009,22,2008-11-29,22,23-073,WSH,@,CBJ,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2009,23,2008-12-02,23,23-076,WSH,NA,FLA,Home,L,0,1,1,-2,2,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2009,24,2008-12-04,24,23-078,WSH,NA,NYI,Home,W,1,2,3,0,4,0,1,0,0,NA,NA,NA,11,9.1
Alex Ovechkin,2009,25,2008-12-06,25,23-080,WSH,@,TOR,Away,W,0,0,0,1,4,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2009,26,2008-12-07,26,23-081,WSH,@,CAR,Away,L,0,1,1,-3,0,0,0,0,0,NA,NA,NA,11,0
Alex Ovechkin,2009,27,2008-12-10,27,23-084,WSH,NA,BOS,Home,W,1,1,2,0,2,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2009,28,2008-12-12,28,23-086,WSH,NA,OTT,Home,W,2,0,2,1,2,0,2,0,0,NA,NA,NA,9,22.2
Alex Ovechkin,2009,29,2008-12-13,29,23-087,WSH,@,MTL,Away,W,0,1,1,0,4,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2009,30,2008-12-16,30,23-090,WSH,@,NYI,Away,W,2,0,2,2,0,2,0,0,1,NA,NA,NA,6,33.3
Alex Ovechkin,2009,31,2008-12-18,31,23-092,WSH,NA,STL,Home,W,1,0,1,0,0,0,1,0,0,NA,NA,NA,7,14.3
Alex Ovechkin,2009,32,2008-12-20,32,23-094,WSH,@,PHI,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,12,0
Alex Ovechkin,2009,33,2008-12-23,33,23-097,WSH,@,NYR,Away,W,2,1,3,-1,0,2,0,0,0,NA,NA,NA,13,15.4
Alex Ovechkin,2009,34,2008-12-26,34,23-100,WSH,NA,BUF,Home,W,1,0,1,2,2,1,0,0,1,NA,NA,NA,8,12.5
Alex Ovechkin,2009,35,2008-12-28,35,23-102,WSH,NA,TOR,Home,W,2,0,2,2,0,2,0,0,1,NA,NA,NA,7,28.6
Alex Ovechkin,2009,36,2008-12-30,36,23-104,WSH,@,BUF,Away,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2009,37,2009-01-01,37,23-106,WSH,NA,TBL,Home,W,1,2,3,0,2,1,0,0,0,NA,NA,NA,4,25
Alex Ovechkin,2009,38,2009-01-03,38,23-108,WSH,NA,NYR,Home,W,1,0,1,0,0,0,0,1,1,NA,NA,NA,9,11.1
Alex Ovechkin,2009,39,2009-01-06,39,23-111,WSH,NA,PHI,Home,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,40,2009-01-09,40,23-114,WSH,NA,CBJ,Home,L,0,0,0,0,4,0,0,0,0,NA,NA,NA,12,0
Alex Ovechkin,2009,41,2009-01-10,41,23-115,WSH,@,MTL,Away,L,0,1,1,0,2,0,0,0,0,NA,NA,NA,8,0
Alex Ovechkin,2009,42,2009-01-13,42,23-118,WSH,NA,EDM,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2009,43,2009-01-14,43,23-119,WSH,@,PIT,Away,W,2,1,3,2,0,1,1,0,0,NA,NA,NA,10,20
Alex Ovechkin,2009,44,2009-01-17,44,23-122,WSH,NA,BOS,Home,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,9,0
Alex Ovechkin,2009,45,2009-01-19,45,23-124,WSH,@,NYI,Away,W,2,0,2,0,2,0,2,0,1,NA,NA,NA,8,25
Alex Ovechkin,2009,46,2009-01-20,46,23-125,WSH,@,OTT,Away,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2009,47,2009-01-27,47,23-132,WSH,@,BOS,Away,L-OT,0,1,1,0,0,0,0,0,0,NA,NA,NA,9,0
Alex Ovechkin,2009,48,2009-01-31,48,23-136,WSH,NA,DET,Home,W,2,0,2,0,0,1,1,0,1,NA,NA,NA,5,40
Alex Ovechkin,2009,49,2009-02-01,49,23-137,WSH,NA,OTT,Home,W,3,0,3,1,0,2,1,0,0,NA,NA,NA,4,75
Alex Ovechkin,2009,50,2009-02-03,50,23-139,WSH,@,NJD,Away,W,0,2,2,-1,0,0,0,0,0,NA,NA,NA,1,0
Alex Ovechkin,2009,51,2009-02-05,51,23-141,WSH,NA,LAK,Home,L,1,0,1,-1,0,1,0,0,0,NA,NA,NA,9,11.1
Alex Ovechkin,2009,52,2009-02-07,52,23-143,WSH,NA,FLA,Home,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,12,0
Alex Ovechkin,2009,53,2009-02-11,53,23-147,WSH,@,NYR,Away,L-SO,0,1,1,0,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,54,2009-02-14,54,23-150,WSH,@,TBL,Away,W,1,0,1,1,2,1,0,0,1,NA,NA,NA,5,20
Alex Ovechkin,2009,55,2009-02-15,55,23-151,WSH,@,FLA,Away,W,3,0,3,2,0,2,1,0,1,NA,NA,NA,8,37.5
Alex Ovechkin,2009,56,2009-02-18,56,23-154,WSH,NA,MTL,Home,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2009,57,2009-02-20,57,23-156,WSH,NA,COL,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,58,2009-02-22,58,23-158,WSH,NA,PIT,Home,W,1,1,2,0,0,0,1,0,0,NA,NA,NA,9,11.1
Alex Ovechkin,2009,59,2009-02-24,59,23-160,WSH,NA,PHI,Home,L,1,1,2,0,0,1,0,0,0,NA,NA,NA,9,11.1
Alex Ovechkin,2009,60,2009-02-26,60,23-162,WSH,NA,ATL,Home,W,0,1,1,-1,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,61,2009-02-28,61,23-164,WSH,@,BOS,Away,W,1,0,1,0,0,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2009,62,2009-03-01,62,23-165,WSH,NA,FLA,Home,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,7,14.3
Alex Ovechkin,2009,63,2009-03-03,63,23-167,WSH,NA,CAR,Home,L,0,1,1,-2,0,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2009,64,2009-03-08,64,23-172,WSH,NA,PIT,Home,L-SO,1,0,1,0,0,0,1,0,0,NA,NA,NA,7,14.3
Alex Ovechkin,2009,65,2009-03-10,65,23-174,WSH,@,NSH,Away,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2009,66,2009-03-12,66,23-176,WSH,@,PHI,Away,W,1,1,2,0,0,1,0,0,1,NA,NA,NA,8,12.5
Alex Ovechkin,2009,67,2009-03-14,67,23-178,WSH,NA,CAR,Home,W,1,1,2,-2,0,0,1,0,0,NA,NA,NA,8,12.5
Alex Ovechkin,2009,68,2009-03-16,68,23-180,WSH,@,ATL,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,10,0
Alex Ovechkin,2009,69,2009-03-17,69,23-181,WSH,@,FLA,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2009,70,2009-03-19,70,23-183,WSH,@,TBL,Away,W,1,2,3,2,0,1,0,0,0,NA,NA,NA,4,25
Alex Ovechkin,2009,71,2009-03-21,71,23-185,WSH,@,CAR,Away,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2009,72,2009-03-24,72,23-188,WSH,@,TOR,Away,L-SO,1,1,2,1,0,0,1,0,0,NA,NA,NA,7,14.3
Alex Ovechkin,2009,73,2009-03-27,73,23-191,WSH,NA,TBL,Home,W,2,2,4,0,0,1,1,0,0,NA,NA,NA,7,28.6
Alex Ovechkin,2009,74,2009-04-01,74,23-196,WSH,NA,NYI,Home,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2009,75,2009-04-03,75,23-198,WSH,NA,BUF,Home,L-OT,1,2,3,-2,2,0,1,0,0,NA,NA,NA,9,11.1
Alex Ovechkin,2009,76,2009-04-05,76,23-200,WSH,NA,ATL,Home,W,0,2,2,-2,0,0,0,0,0,NA,NA,NA,11,0
Alex Ovechkin,2009,77,2009-04-07,77,23-202,WSH,@,ATL,Away,W,0,2,2,0,0,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2009,78,2009-04-09,78,23-204,WSH,@,TBL,Away,W,0,0,0,1,2,0,0,0,0,NA,NA,NA,11,0
Alex Ovechkin,2009,79,2009-04-11,79,23-206,WSH,@,FLA,Away,L,1,1,2,-1,0,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2010,1,2009-10-01,1,24-014,WSH,@,BOS,Away,W,2,1,3,2,2,2,0,0,1,NA,NA,NA,5,40
Alex Ovechkin,2010,2,2009-10-03,2,24-016,WSH,NA,TOR,Home,W,1,2,3,2,2,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2010,3,2009-10-06,3,24-019,WSH,@,PHI,Away,L-OT,2,1,3,2,0,2,0,0,0,NA,NA,NA,7,28.6
Alex Ovechkin,2010,4,2009-10-08,4,24-021,WSH,NA,NYR,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,9,0
Alex Ovechkin,2010,5,2009-10-10,5,24-023,WSH,@,DET,Away,L,0,1,1,0,0,0,0,0,0,NA,NA,NA,9,0
Alex Ovechkin,2010,6,2009-10-12,6,24-025,WSH,NA,NJD,Home,L-SO,0,2,2,2,0,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2010,7,2009-10-15,7,24-028,WSH,NA,SJS,Home,W,2,0,2,2,0,2,0,0,1,NA,NA,NA,13,15.4
Alex Ovechkin,2010,8,2009-10-17,8,24-030,WSH,NA,NSH,Home,W,2,0,2,0,0,1,1,0,0,NA,NA,NA,6,33.3
Alex Ovechkin,2010,9,2009-10-22,9,24-035,WSH,@,ATL,Away,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,4,0
Alex Ovechkin,2010,10,2009-10-24,10,24-037,WSH,@,NYI,Away,W,0,1,1,-1,2,0,0,0,0,NA,NA,NA,2,0
Alex Ovechkin,2010,11,2009-10-27,11,24-040,WSH,NA,PHI,Home,W,2,0,2,3,0,2,0,0,0,NA,NA,NA,5,40
Alex Ovechkin,2010,12,2009-10-29,12,24-042,WSH,@,ATL,Away,W,2,1,3,0,0,1,1,0,0,NA,NA,NA,6,33.3
Alex Ovechkin,2010,13,2009-10-30,13,24-043,WSH,NA,NYI,Home,L-OT,1,0,1,-1,0,0,1,0,0,NA,NA,NA,7,14.3
Alex Ovechkin,2010,14,2009-11-01,14,24-045,WSH,NA,CBJ,Home,L-OT,0,0,0,0,4,0,0,0,0,NA,NA,NA,1,0
Alex Ovechkin,2010,15,2009-11-17,15,24-061,WSH,@,NYR,Away,W,1,0,1,-1,0,0,1,0,0,NA,NA,NA,1,100
Alex Ovechkin,2010,16,2009-11-20,16,24-064,WSH,NA,MTL,Home,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0
Alex Ovechkin,2010,17,2009-11-21,17,24-065,WSH,@,TOR,Away,L-SO,1,0,1,1,0,1,0,0,0,NA,NA,NA,6,16.7
Alex Ovechkin,2010,18,2009-11-23,18,24-067,WSH,@,OTT,Away,L-OT,0,1,1,0,2,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2010,19,2009-11-25,19,24-069,WSH,NA,BUF,Home,W,1,0,1,1,15,1,0,0,1,NA,NA,NA,3,33.3
Alex Ovechkin,2010,20,2009-11-28,20,24-072,WSH,@,MTL,Away,W,1,1,2,1,0,1,0,0,0,NA,NA,NA,8,12.5
Alex Ovechkin,2010,21,2009-11-30,21,24-074,WSH,@,CAR,Away,W,0,1,1,1,15,0,0,0,0,NA,NA,NA,1,0
Alex Ovechkin,2010,22,2009-12-07,22,24-081,WSH,@,TBL,Away,W,2,0,2,1,0,1,1,0,1,NA,NA,NA,7,28.6
Alex Ovechkin,2010,23,2009-12-09,23,24-083,WSH,@,BUF,Away,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2010,24,2009-12-11,24,24-085,WSH,NA,CAR,Home,W,0,2,2,3,0,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2010,25,2009-12-12,25,24-086,WSH,@,TOR,Away,L,1,2,3,0,0,0,1,0,0,NA,NA,NA,4,25
Alex Ovechkin,2010,26,2009-12-15,26,24-089,WSH,@,COL,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Alex Ovechkin,2010,27,2009-12-18,27,24-092,WSH,@,VAN,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2010,28,2009-12-19,28,24-093,WSH,@,EDM,Away,W,2,1,3,1,0,2,0,0,0,NA,NA,NA,9,22.2
Alex Ovechkin,2010,29,2009-12-23,29,24-097,WSH,NA,BUF,Home,W,1,2,3,1,0,0,1,0,0,NA,NA,NA,5,20
Alex Ovechkin,2010,30,2009-12-26,30,24-100,WSH,NA,NJD,Home,W,1,2,3,3,0,1,0,0,0,NA,NA,NA,5,20
Alex Ovechkin,2010,31,2009-12-28,31,24-102,WSH,NA,CAR,Home,L,0,2,2,-2,0,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2010,32,2009-12-30,32,24-104,WSH,@,SJS,Away,L,1,0,1,0,2,1,0,0,0,NA,NA,NA,3,33.3
Alex Ovechkin,2010,33,2010-01-02,33,24-107,WSH,@,LAK,Away,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,7,0
Alex Ovechkin,2010,34,2010-01-05,34,24-110,WSH,NA,MTL,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2010,35,2010-01-07,35,24-112,WSH,NA,OTT,Home,W,1,2,3,4,2,1,0,0,0,NA,NA,NA,10,10
Alex Ovechkin,2010,36,2010-01-09,36,24-114,WSH,@,ATL,Away,W,0,1,1,2,2,0,0,0,0,NA,NA,NA,6,0
Alex Ovechkin,2010,37,2010-01-12,37,24-117,WSH,@,TBL,Away,L,0,2,2,-1,6,0,0,0,0,NA,NA,NA,3,0
Alex Ovechkin,2010,38,2010-01-13,38,24-118,WSH,@,FLA,Away,W,1,0,1,0,0,1,0,0,0,NA,NA,NA,4,25
Alex Ovechkin,2010,39,2010-01-15,39,24-120,WSH,NA,TOR,Home,W,1,4,5,3,0,1,0,0,0,NA,NA,NA,2,50
Alex Ovechkin,2010,40,2010-01-17,40,24-122,WSH,NA,PHI,Home,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,4,25
