id,family
gido1236,Gidole-Bussa
cent2302,Central-Eastern Oromo
daba1261,Dabarre-Tunni
bais1247,Baiso-Jiiddu
karr1237,Karre-Boni
xora1234,Xorasan-Qashqa-Darya Arabic
suda1235,Sudanese-Chadian Arabic
dhof1236,Dhofaric
west2815,Western Aramaic
east2680,Eastern Aramaic
east2425,East Manding
west2499,West Manding
mixi1243,Mixiforic
sout2743,Southwestern Tai P
sput1235,Southwestern Thai PH
west3011,Western Hongshui He
west2848,West Manus I
west2849,West Manus II
kurt1251,Kurti-Kele-Ere
koro1314,Koro-Lele-Nali-Titan
baki1243,Baki-Bierebo
bier1245,Bieria-Maii
lame1259,Lamenu-Lewo
nort3222,North Efatic
sout3196,South Efatic
nort3230,North Coast Malakula
peri1262,Peripheral Western Malakula
cent2316,Central-Western Malakula
cent2315,Central-Southeast Malakula
port1293,West Ambrym
tial1241,Central Santo
nort3217,Cape Cumberland
west2845,Southwest Santo
sout3194,South-Central Santo
sout3339,South Santo
east2754,East Santo
shar1251,Shark Bayic
nort3211,Mid-Northern New Caledonian
extr1244,Extreme Northern New Caledonian
mids1246,Mid-Southern New Caledonian
extr1245,Extreme Southern New Caledonian
whit1270,Whitesands-North Tanna linkage
suau1244,Suau chain
bwai1241,Bwaidoga linkage
kaka1266,Kakabai linkage
dobu1240,Dobu-Duau linkage
aret1241,Are-Taupota linkage
west2850,West Central Papuan linkage
sina1272,Sinagoro-Keapara
oumi1237,Oumic
kili1266,Kilivilic
patp1244,Patpatar-Minigir-Tolai
kand1307,Kandas-Duke of York
nort3225,Northwest Solomonic
labe1241,Label-Bilur
east2911,Eastern Jayapura Bay
sobe1239,Sobeic
anus1238,Anus-Podena
kapt1236,Kaptiau-Tarpia
kair1262,Kairiruic linkage
mana1294,Manamic linkage
siss1244,Sissano-Tumleo
west2862,Western Ngero
east2772,Eastern Ngero
meng1266,Mengenic
kora1297,Korap linkage
belr1234,Bel-Roinji-Nenaya
sout2874,Southwest New Britain linkage
watu1246,Watut
lowe1411,Lower Markham
uppe1423,Upper Markham
hote1244,Misim-Yamap
buan1245,Buang linkage
nort3246,Northern Outlier Polynesian-East Polynesian
vanu1245,Vanuatu-Loyalty Outliers
east2758,East Uvean-Niuafo'ou
elli1239,Ellicean
viwa1234,Viwa-Lomaiviti-East Viti Levu
truk1243,Trukic
pona1248,Ponapeic
sout3198,Southern Malaita
nort2833,Central-Northern Malaita
waig1247,Waigeo Maya
gamr1234,Gamrange
seru1248,Serui-Busami
buto1237,Butonic
muni1256,Munan
tuka1247,Tukang Besi
east2490,East Coast Bungku-Tolaki
west2567,West Coast Bungku-Tolaki
inte1258,Interior Bungku-Tolaki
batu1263,Batui-Saluan
broo1240,Brooke-Canipaan Palawan
west2562,Western Penan-Sebop
dump1244,Dumpas-Sukang
sugu1244,Sugut-Minokok Kadazan
suma1273,Sumambu-Tagal
lowl1273,Lowland Murut
selu1244,Selungai-Sembakung Murut
brun1252,Bruneic Malay
nucl1799,Nuclear South West-Central Malagasic
tsim1259,Tsimihety-Betsimisaraka
nort3236,Northeast Ambon
cent2289,Central Ambon
hatu1247,Hatuhaha
bont1247,Bontok
kank1245,Kankanay
bata1319,Batad-Mayoyao
nort3226,Northern Kalinga
masa1325,Masadiit
cent2282,Central and South Kalinga
kall1244,Kalanguya
ende1247,Ende-Lio
nage1238,Nage-Keo
huam1250,Far Western Miao
sini1248,Sinicahua-Tijaltepec
atat1240,Atatlahuca-Monteverde
sind1284,Sindihuic
exte1234,Extended Ocotepec Zapotec
nort3369,Northeast Tehuantepec
nort3370,Northeast Yautepec
mixt1428,Mixtepec-Quioquitani-Quieri Zapotec
uncl1509,Unclassified Tamil-Malayalam
tami1299,Tamiloid
mala1541,Malayalamoid
lalo1240,Lalo
kuan1251,Kuansi-Kuamasi-Sonaga
nucl1833,Nuclear Nisu
nesu1234,Nesu-Nasu
khlu1235,Khlula-Zokhuo
thop1235,Thopho-Core Muji
akeu1236,Akeuic
gyal1235,Gyalsumdo-Nubri-Kyirong
yolm1234,Yolmo-Kagate
sher1260,Sherpaic
kaio1234,Kaiowa
amon1240,Amondava-Uru-Eu-Wau-Wau
faiw1245,Faiwol-Seltaman
nuni1253,Nuni
sisa1247,Sisaala-Chakali
kabi1265,Kabiyeic
temc1234,Tem-Chala
nucl1371,Nuclear Tulaic
awak1249,Awak-Kamo
gurm1247,Gurma-Yom-Oti-Volta Occidental
otiv1240,Oti-Volta Oriental
pere1234,Perema-Mumbake
cent2423,Central North West Bandaic
sout2786,Ngbugu-Langbasi
cent2022,Core Central Bandaic
baka1278,Baka complex
bwak1244,Bwaka
monz1253,Monzomboic
baiv1238,Bai-Viri
tagb1264,Tagbu-Sere
anyi1246,Anyinic
jwir1243,Jwira-Nzima
moun1254,Mountain Oti North Guang
rive1262,River Oti North Guang
guac1241,Gua-Cherepon
nucl1747,Nuclear Yoruba
saga1266,Sagamuk-Sama-Sambuga
vori1234,Voric
lame1269,Lameic
nort3215,North-Central Jos
ning1277,Ningic
efik1246,Efik-Ibibio
ibuo1244,Ibuoro-ItuMbuso
leny1239,Lenyima-Leyigha
mamb1311,Mambila-Mbongno
vuti1235,Vutic
mbam1253,Mbam-Nkam Nun
ngem1254,Ngembaic
bami1239,Bamileke
mfum1239,Mfumteic
babu1241,Babungoic
cent2275,Center Ring
west2835,West Ring
naki1240,Nakic
ncan1246,Ncane-Cung
ndee1247,Nde-Efutop
nort3374,Northern Bakor
tivi1234,Tiv-Iyive-Otanga
kune1234,Kunene
chok1246,Chokwe-Lunda
mbun1247,Mbundu (H.20)
mbal1259,Mbala-Holu-Sondi (K.10)
kaon1242,Kaonde-Shaba-Sanga
luba1255,Lubaic
mash1271,Mashi-Mbukushi
sima1262,Simaaic
lwer1234,Lweric
kele1261,Keleic
unun9927,Unclassified Inner Basin Bantu
vieu1234,Cuvette
ngir1248,Ngiri
koyo1244,Mboshi (C.20)
liko1251,Likouala-Sangha
bati1255,Bati-Mbure-Yambassa
sana1299,Sanaga-West Mbam (A.40)
mach1269,Machili
zamb1244,Zambezi Hook
cent2279,Central Eastern Botatwe
nyan1319,Nyanjaic
sena1270,Senaic
chuw1240,Chuwabo-Maindo
lolo1269,Lolo-Kokola
lomw1242,Lomweic
unun9914,Unclassified Shona (S. 10)
kala1405,Kalanga-Nambya
core1255,Core Shona
dims1234,Dimsuffix Southern Bantu
song1314,Songola-Binja
mitu1242,Mitukuic
lega1253,Lega
cent2321,Central Sabi
kamb1323,Kamba-Dhaisu
east2901,Eastern Kirinyaga
giku1234,Gikuyu-Temi
chag1248,Kilimanjaro Bantu
tait1249,Taita-Sagalla
bend1261,Bende-Tongwe
nyam1286,Nyamwezic
mand1475,Manda-Ngoni
king1258,Kinga-Magoma
kisi1244,Kisi-Pangwa
wanj1243,Wanji-Sangu
bena1273,Bena-Hehe
west2842,Western Lakes Bantu
east2750,East Nyanza
grea1291,Greater Luyia
west2841,West Nyanza
pare1274,Pare-Taveta
coas1317,Coastal NEC Bantu
ruvu1235,Ruvu
nyik1250,Nyika-Lambya
mwik1240,Mwika
mbey1234,Mbeya
matu1263,Matumbic
unun9917,Unclassified Rufijic
mate1261,Matengic
yaoi1234,Yaoic
unun9916,Unclassified Ruvuma
mako1254,Makonde-Makwe
mpoi1234,Mpoic
west2967,Western A80
akel1234,Akeleic
sake1249,Sake-Ndambomo
abob1234,Abo-Barombi
basa1289,Basaa-Bakoko
ewon1241,Ewondo-Bebele
lefa1243,Lefa-Bafia
dual1245,Duala-Malimba
kole1239,Kole-Isubu
uncl1530,Unclassified Bengaic
yasa1241,Yasa-Kombe
ndas1240,Ndasa-Wumbvu
ngoe1239,Bafaw-Balong-Manenguba
nort3213,Northern Okani
sout3191,Southern Okani
karo1293,Karon-Mlomp
bret1245,Bretonic
shif1234,Shifted Western Romance
unsh1234,Unshifted Western Romance
dalm1244,Dalmatian Romance
ital1287,Italian Romance
cors1242,Corsic
sard1257,Sardinian
east2865,Eastern Romanian
oute1238,Outer Indus Kohistani
palu1255,Dangari
bhad1243,Bhadrawahi-Bhalesi-Curahi
hind1274,Hindko-Siraiki
east2727,Eastern Panjabic
paha1255,Paharic
uncl1504,Unclassified Sindhic
lasi1244,Lasi-Jadgali
sind1282,Sindhi-Kachchi
oldm1248,Old-Modern Marathi
guja1256,Gujaratic
raja1256,Rajasthani
awad1245,Awadhic
unun9885,Unclassified Bihari
thar1284,Tharuic
mait1254,Magadhan
west2812,Western Hindi
roma1329,Romani
gaud1238,Gauda-Banga
kamt1240,Kamrupa
cent2265,Central Tatic
sout3177,Southern Tatic
nort2642,Northern Tatic
shab1250,Shabak-Bajalani
yazd1241,Yazdi-Kermani-Nayini
kash1282,Kashanic
sout3414,Southern Balochi-Koroshi
east2745,Eastern Farsic
bakh1252,Bakhtiari-Southern Lori
uppe1464,Upper Franconian
baye1239,Bairisch
alem1243,Alemannic
ripu1236,Ripuarian
pala1355,Palatinate
zeeu1239,Zeeuwic
afri1273,Afrikaansic
east2291,Greater East Low German
west2357,West Low German
west2902,Westlauwers-Terschelling Frisian
merc1242,Middle-Modern English
zuli1234,Zulic
kwam1256,Kwami-Kupto
gera1248,Gera-Geruma
kubi1240,Kubi-Deno
kirf1234,Kirfi-Bele
cent2424,Central-Tana Oromo
east2897,East Sudanic Arabic
mand1468,Macro-Mandaic
cent2217,Central Eastern Aramaic
mani1303,Maninka-Mori
mane1267,Manenkan
xaso1239,Xasonka
kita1248,Kita-Kagoro
shan1276,Shanic
chia1264,Chiang Saeng
laot1235,Lao-Thai
siam1241,Siamese
liku1245,Likum-Levei
kurt1252,Kurti-Elu
boto1250,Botovro-Vovo-Vao
nort3261,Northwestern Malakula
nind1243,Ninde-Nati
sout3240,Southwestern Malakula
unua1238,Unua-Pangkumu
sout3239,Southeastern Malakula linkage
sout3403,Southwest Ambrym
arak1257,Araki-Tangoa
sout3220,Southeast Santo
mafe1238,Mafea-Tutuba
nmip1235,Nmi-Pij-Fwa-Pam-Pap
vohk1236,Voh-Kone-Cem-Pac
kumn1236,Kum-Nel-Yua-Cac
nyal1256,Nyalayu
houa1234,Houailou
iama1238,Iamalelic
bwai1244,Bwaidoka-Iduna
buna1279,Bunama-Mwatebu
bose1238,Boselewa-Galeya
arei1235,Are linkage
taup1241,Taupota linkage
nucl1506,Nuclear West Central Papuan linkage
hula1245,Hula-Keapara
mago1247,Magoric
kili1271,Kilivila-Muyuw
mini1257,Minigir-Tolai
choi1242,Choiseul
neha1246,North Bougainville Oceanic
sant1458,Santa Isabel
piva1237,Banoni-Piva
mono1280,Mono-Uruavan
west2523,West Santa Isabel
newg1239,New Georgia
sobe1240,Sobei-Liki
kaie1238,Kaiep-Terebu
kisw1234,Kis-Wogeo
bamm1241,Bam-Manam
alit1234,Ali-Tumleo
sera1271,Sera-Sissano
tuam1243,Tuam
kali1298,Kaliai-Kove
mamu1256,Mamusa-Mengen
bell1262,Bel
bibl1237,Bibling
araw1269,Arawe-Pasismanua
busu1245,Busu
moun1250,Mountain Upper Markham
mapo1247,Mapos-Mangga-Wagau
mume1239,Mumeng
nort3235,Carolinean Outlier Polynesian
solo1260,Solomons Northern Outlier Polynesian-East Polynesian
mele1252,Mele-Futuna
puka1245,Pukapukic
west2855,Western Trukic
nucl1749,Nuclear Trukic
nort3284,North Malaitan
sout3422,Southern Gamrange
east2751,East Buton
muni1259,Munic
tidu1238,Tidung-Bulusu
brun1246,Brunei-Bacan Malay
inla1273,Inland-Western Malagasic
hatu1244,Saparuan
maen1236,Maeng-Northern Kankanay
nort3231,Northwest Kalinga
sout3203,South Kalinga
unun9990,Unclassified First Vernacular Hmong
tilq1236,Tilquiapanic
mala1550,Malasa-Eravallan
tami1300,Tamil-Paliyan
yeru1242,Yerukula-Korava-Kaikadi
muth1243,Muthuvan-Mannan
kala1406,Kalanadic
ravu1238,Ravulic
grea1292,Greater Lalo
kuan1252,Kuansi-Kuamasi
nort2717,Northern Nisu
nasu1237,Nasu-Gepu
nesu1235,Nesu
core1246,Core Muji
chak1272,Chakalic
sisa1248,Sisaala
bago1247,Bago-Delo-Cala
gurm1248,Gurma-Yom-Naudem
west2461,Oti-Volta Occidental
waam1245,Waama-Tayari-Ditammari
lind1250,Lindaic
ngun1281,Ngundu-Kpagua
kpal1242,Kpala-Bakpa
giky1239,Gikyode-Ginyanga
chum1265,Chumbuli
nchu1239,Nchumbulu-Dwang
lucu1239,Lucumi-Yoruba
chok1248,Chokobo-Lemoro-Sanga
boze1240,Boze-Loro
mamb1312,Mambila
mbon1254,Mbongno-Mvano
vute1246,Vute-Wawa
nunm1234,Nun MCNB
uncl1529,Unclassified Ngembaic
mank1258,Mankonic
east2862,East Bamileke
west2958,West Bamileke
cent2313,Central-Southern Mfumte
komk1239,Komic
mmen1239,Mmen-Bum
aghe1240,Aghemic
cung1239,Cung-Mbuk
nnam1239,Nnam-Ekajuk
aban1245,Abanyom-Nkem-Nkum
unun9922,Unclassified Kunene
cimb1239,Cimbebasia
kwan1288,Kwangali-Diriku
chok1244,Chokwe-Ngangela-Nyemba (K.20)
ruun1239,Ruund-Salampasu
mbal1260,Mbala-Sondi
holu1246,Holu (K.10)
bang1371,Bangubangu-Kasai
ding1244,Dingic
kele1263,Kele-Poke
nkut1239,Nkutsuic
mong1351,Mongoic
ngir1251,Ngiri Riverain Mongala
ngir1250,Ngiri Terrien
ngir1252,Ngiri Riverain Ubangi
koyo1245,Koyo-Mboshi
moki1244,Mokiba-Ngando
impf1234,Impfondoic
bwam1249,Bwamba-Ngondi-Pande-Mbati-Aka
mbur1240,Mbure-Yambassa
sana1278,Sanaga (A.60)
west2826,West Mbam (A.40)
kafu1239,Kafue
plat1259,Plateau Shona
soth1248,Sotho-Tswana (S.30)
ngun1280,Nguni-Tsonga-Copi
west2869,Western Lega
bemb1256,Bemba (M.40)
bisa1262,Bisa-Lamba (M.50)
nort3413,Northern Kirinyaga
chag1250,Chaga
ngon1269,Tanzania-Mozambique Ngoni
konz1238,Rwenzori
kivu1239,Kivu
nyan1318,Nyanza Mara
sugu1245,Suguti
luyi1234,Luyia
ruta1242,Rutara
nort3220,North Nyanza
pare1277,Pareic
saba1282,Sabaki-Swahili
miji1240,Mijikenda-Pokomo-Comorian
east2756,East Ruvu
west2846,West Ruvu
nyik1249,Nyika
fipa1240,Fipaic
nden1251,Ndendeule-Ngindo
njem1234,Njemic
mpie1239,Mpiemo-Ukhwejo
mvum1239,Mvumboic
maka1324,Makaaic
basa1290,Basaa-Hijuk
bafa1251,Bafawic-Bakweric
mane1268,Manenguba
himb1234,Himba-Pinji
sout3183,Southwestern Shifted Romance
nort3208,Northwestern Shifted Romance
bate1269,Bateri-Mankiyali
bhad1244,Bhadarwahic
sira1271,Siraikic
hind1271,Hindko
mode1268,Modern Marathi
west2830,Western Gujaratic
mewa1254,Mewati-Gojri
uncl1534,Unclassified Rajasthani
mewa1253,Mewaric
west2831,Western Rajasthani
bagr1245,Bagri-Jandavra
east2890,Eastern Rajasthani
kusw1234,Kuswaric
east2316,Eastern Tharu
unun9886,Unclassified Tharu
sada1243,Sadanic
bhoj1246,Bhojpuric
unun9883,Unclassified Western Hindi
bund1252,Bundeli-Bharia
hary1239,Haryanvic
hind1270,Hindustani
roma1330,Anglo-Northwestern Romani
uncl1515,Unclassified Gauda-Banga
east2744,Eastern Bengali
sout3182,Southeastern Bengali
assa1262,Eastern Kamrupa
kamt1242,Kamta
taro1267,Taromic
khal1276,Khalkhalic
vafs1241,Vafsic
rama1272,Ramand-Karaj
taji1250,Tajikic
grea1301,Greater East Franconian
glob1243,Global German
glob1242,Global South Bavarian
sout3294,South Alemannic
nort3310,North Alemannic
ostf1234,North Low Saxon
macr1271,Macro-English
giiw1237,Giiwo-Daza
ngam1283,Ngamo-Bele
tana1300,Tana River Oromo
nort3241,North-Eastern Neo-Aramaic
turo1240,Turoyo-Mlahso
boht1239,Bohtan
koro1315,Koro-Koyaga
kony1252,Konya-Manya
sout2744,Southern Shanic
assa1264,Sukaphic
redt1235,Red Tai
whit1265,White Tai
blac1269,Black Tai
sako1234,Sakon Nakhon
uncl1500,Unclassified Southwestern Malakula
sout3197,Southwest Coastal Malekula
nasv1235,Nasvang-Nisvai
port1295,Port Sandwich-Axamb-Avok
nmif1235,Nmi-Fij-Fwa
cemp1235,Cem-Pac
vohk1234,Voh-Kone
kumn1237,Kum-Nel-Yua
ared1234,Are-Doga
boan1246,Boanaki-Paiwa
nucl1794,Nuclear Taupota linkage
east2760,East Choiseul
west2856,West Choiseul
nucl1750,Nuclear North Bougainville Oceanic
east2452,East Santa Isabel
cent2063,Central Santa Isabel
west2857,West New Georgia
east2761,East New Georgia
mana1301,Manam-Sepa
siss1245,Sissanoic
astr1247,Eastern Bel
nucl1510,Western Bel
araw1283,Arawe
bebe1254,Bebeli-Mangseng
pasi1254,Pasismanua
muso1239,Musom-Sirak
zena1251,Zenag-Patep
damb1252,Dambi-Kumaru
cent2298,Central Northern Outlier Polynesian-East Polynesian
samo1310,Samoan-Tokelauan
sons1245,Sonsorol-Tobi
cent2290,Central Trukic
west2847,Western Munic
tidu1239,Tidung
saka1299,Western Malagasic
bara1407,Bara-Tanosy
elpa1239,Elpaputi
sapa1250,Saparua-Latu
sout3207,Southeastern Kalinga
core1258,Core Lalo
unun9955,Unclassified Nasu-Gepu
nucl1309,Nuclear Core Muji
chak1273,Chakali-Tamprusi-Vagala
nort3229,Northwestern Sisaala
delo1241,Delo-Cala
gurm1249,Gurma
yomn1239,Yom-Nawdm
nucl1748,Nuclear Oti-Volta Occidental
taya1258,Tayari-Ditammari
giky1241,Gikyode-Foodo
lemo1244,Lemoro-Sanga
east2806,Eastern Mambila
njer1241,Njerup
mvan1239,Mvano-Ndunda
bamb1272,Bamboutos
aghe1241,Aghem-Weh
nyan1320,Nyaneka-Nkhumbi
here1252,Herero (R.30)
ndon1253,Ndonga (R.20)
chok1247,Chokwe-Lwena
ngan1306,Ngangela-Nyemba
lund1275,Lunda-Ruund-Kete
phee1234,Pheende-Kwezo
loan1238,Loange-Atlantic
sopo1239,So-Poke
kele1265,Kele-Lombo
nkut1240,Nkutsu-Lokenye
tete1254,Tetelaic
bush1251,Bushoong-Wongo-Lele
boli1263,Bolia-Ntomba
lomo1242,Lomongo
mote1237,Motemboic
bamw1239,Bamweic
bomb1265,Bombomic
ngom1276,Ngombe-Ababuan
ngir1253,Ngiri Riverain Ubangi-Interieur
ngir1254,Ngiri Riverain Ubangi-Ripuaire
nucl1746,Yambassa (A.60)
mand1474,Mandi-Nyokon
cent2310,Central Shona
nort3233,Northern Sotho
west2997,Western Sotho-Tswana
ngun1276,Nguni (S.40)
tson1250,Tsonga-Copi
nith1234,Nithi-Meru
cent2286,Central Kilimanjaro
west2852,West Kilimanjaro
rwan1241,West Highlands Kivu
fore1272,Forest Kivu
sout3201,South Mara
nort3227,North Mara
saam1284,Saamia-Wanga-Bukusu
sout3202,South Rutara
nort3228,North Rutara
sout3420,South Kyoga
uncl1547,Unclassified North Nyanza
swah1254,Swahili (G.40)
miji1238,Mijikenda
como1260,Comorian Bantu
cent2287,Central East Ruvu
vidu1239,Vidunda-Sagala
seut1234,Seuta
cent2285,Central and Southern Nyika
malu1251,Maluwawaru
kwas1245,Kwasio-Gyele
sout3352,Southern Makaaic
nort3375,North-Central Makaaic
bafa1252,Bafawic
kpwe1234,Bakweric
cent2284,Central Manenguba
occi1240,Occitanic
west2838,West Ibero-Romance
gall1279,Gallo-Italian
gall1280,Gallo-Rhaetian
chin1493,Chinali-Lahul Lohar
west2963,Western Marathi
indu1243,Indus Rajasthani
dang1277,Dangaura-Khuna-Sonaha
sadr1250,Sadri-Panchpargania
gher1240,Ghera-Gurgula
nort3197,Northwestern Romani
brit1245,British Romani
west2382,Western Kamta
paci1280,Pacific Creole English
guin1259,Guinea Coast Creole English
bola1254,Bolanci-Bele
nort3242,Northwestern Jewish Neo-Aramaic
tran1290,Trans-Zab
wudi1241,Wuding-Yuanyang Tai
yuan1245,Yuanic
assa1276,Assam Tai B
nort2739,Northern Shanic
uncl1540,Unclassified Sukaphic
moga1251,Mogaung
taim1254,Tai Muong
niti1250,Nititi-Vivti
hyen1234,Hyenghene
bwat1242,Bwatooic
east2762,Eastern Taupota
weda1242,Wedauic
sout3208,Southeast Choiseul
buka1262,Buka
zaza1247,Zazao-Blanga
simb1260,Simboic
rovi1239,Rovianic
maro1247,Marovo-Vangunu
east2763,East Arawe
west2530,West Arawe
cent2299,Central Northern Outlier Polynesian
east2449,East Polynesian
sata1238,Satawalese-Carolinian
east2764,Eastern Trukic
cent2297,Central-Western Lalo
uncl1503,Unclassified Core Lalu
bokh1236,Bokha-Phuma
nort2715,Northern-Southern Muji
chak1274,Chakali-Tamprusi
ntch1241,Gurma A
gurm1250,Gurma B
nort3234,Northwest Oti-Volta
sout3205,Southeast Western Oti-Volta
dita1239,Ditammaric
kwam1257,Kwambi-Ndonga
unun9923,Unclassified Ndonga (R.20)
mbwe1239,Mbwela-Mbunda
ruun1240,Ruund-Kete
kwil1238,Kwilu-Ngounie
klce1234,KLC Extended
sole1244,So-Lebonya
song1311,Songomenic
budj1234,Bujaic
abab1240,Ababuan
ngom1274,Ngombe-Genja
loba1240,Lobalic
libi1251,Libinzic
boba1248,Bobangic
mmal1234,Mmala-Elip-Gunu
sepe1241,Sepedic
cent2406,Central Sotho-Tswana
nucl1827,Nuclear Nguni
tswa1254,Tswa-Ronga (S.50)
chop1242,Chopi (S.60)
rund1244,Rundic
fuli1241,Fuliiric
hund1240,Hunde-Havu
west2987,Western Serengeti
sout3373,Southwest Mara
unun9920,Unclassified North Mara
kuri1276,Kuriaic
saam1285,Saamia-Wanga
nort3404,Northern Luyia
nkor1240,Nkore-Kiga-Nyoro-Tooro
east2912,East Kyoga
soga1244,Soga-Kenyi
momb1256,Mombasa-Lamu-Inland Swahili
sout3204,Southern Mijikenda
nort3232,Northern Mijikenda
shin1269,Shindzwani-Shimaore
kutu1267,Kutu-Zaramo
bond1249,Bondei-Shambala
zigu1243,Zigua-Nguu
mboz1234,Mbozi-Malawi Nyika
cast1243,Castilic
gali1263,Galician Romance
astu1244,Asturo-Leonese
emil1243,Emiliano-Romagnolo
piem1239,Piemontese-Lombard
oila1234,Oil
sada1242,India-Nepal-Bangladesh Sadri
earl1243,Early Melanesian Pidgin
cari1284,Caribbean English Creole
suri1275,Surinamese Creole English
west2851,West African Creole English
sout3213,Western Trans-Zab
luey1235,Sipsongpannic
assa1275,Assam Tai A
haek1241,Haeke-Bwatoo
taup1244,Taupota-Waiema
sapo1252,Saposa-Tinputz
hali1243,Haliaic
ghan1246,Ghanongga-Lungga
hoav1239,Hoava-Kusaghe
taku1258,Takuuic
east2896,East Polynesian Proximal
east2895,East Polynesian Distal
macr1274,Macro-Carolinian
mort1238,Mortlockese-Trukese
pulu1244,Puluwatese-Pollapese
gour1248,Gourmantche-Moba
konk1271,Konkomba-Gangam
safa1246,Safaliba-Dagaare
moss1237,Mossi-Farefare
kama1375,Kamara-Hanga
mamp1246,Mampruli-Dagbani
kasa1251,Kasai-Ngounie
kiko1235,Kikongo Language Cluster
nson1239,Nsong-Mpiin-Ngong
lebo1246,Lebonya
baso1234,Basoo
budj1235,Budja (C.37)
oldb1234,Old Bomokandian
bali1286,Bali-Beeke
libi1242,Libinza Fleuve
libi1252,Libinza Ngiri
boba1249,Bobangic Riverain
elip1240,Elip-Gunu
seso1234,Sesotho-Lozi
ngun1267,Southern Ndebele-Lowland
tson1251,Tsongan
hang1264,Hangaza-Shubi
fuli1242,Fuliiru-Vira
ikom1247,Southeast Mara
cent2288,Central-Eastern Luyia
west2858,Western Luyia
nyor1247,Nyoro-Tooro
nkor1241,Nkore-Kiga
sout3200,South Castilic
macr1272,Macro-Portuguese
fran1269,Francoprovencalic
cent2283,Central Oil
west2854,Western Caribbean Creole
east2759,Eastern Caribbean Creole
sran1241,Eastern Maroons
coas1331,Coastal Nigerian Krio
tinp1238,Tinputzic
sout3383,Southern East Polynesian Proximal
marq1246,Marquesan
fare1245,Far East Polynesian
muri1261,Murilo-Fanapanges
moba1243,Moba-Bimoba
daga1276,Dagaaric
fraf1239,Farefareic
moss1238,Mossic
moye1234,Moyen Kasai-Ngounie
plat1262,Plateau Kasai-Ngounie
kwak1270,Kwa-Kasai North
nucl1804,Nuclear KLC
hung1281,Hungan-Samba
nyal1255,Bantu D33
midd1348,Middle Bomokandian
komo1265,Komoic
ngbe1239,Ngbele-Ngenda
likw1240,Likwala-Likuba
boba1250,Bobangi-Bangala-Lingala
swat1244,Swatic
kisa1269,Kisa-Marama-Tsotso
kaba1294,Kabarasi-Tachoni-Nyala East
saam1286,Saamiaic
mara1423,Marachi-Khayo
tern1253,Ternate-Zamboanga-Cavite
braz1247,Brazil-Portugal Portuguese
luso1234,Luso-Asian Creole
uppe1458,Upper Guinea Portuguese
lowe1440,Gulf Guinea Creole Portuguese
indo1327,Indo-Portuguesic
macr1273,Macro-French
jama1264,Jamaicanic
misk1243,Miskitoic Creole English
barb1266,Barbados-Eustatius
gull1242,Gullah-Nevis-Antigua
vinc1244,Vincent-Grenadian Creole
suri1272,Ndyuka
nige1258,Nigeria-Cameroon Creole English
maor1247,Maoric
tahi1244,Tahitian-Austral
nort3237,North-West Dagaric
cent2291,Central-South Dagaric
ngun1278,Ngungwel-Eboo
inte1264,Interior Kasai-Ngounie
saka1301,Sakata-Tiinic
yaka1278,Yaka-Suku
kiko1234,Kikongoic
vanu1247,Vanuma-Nyali
budu1266,Budu-Ndaka-Mbo
late1250,Late Bomokandian
bila1258,Bilaic
extr1247,Extreme North Vestigial Suffixes Bantu
ngen1255,Ngendan
ling1269,Lingala-Bangala
bant1299,Bantu Layer Gulf Guinea Creole Portuguese
nort3243,Northern Indo-Portuguesic
circ1240,Circum-Caribbean French
glob1239,Global French
isle1246,Isle-de-France Creole
beli1261,Belize-Miskito Creole English
barb1267,Barbados-Trinidad
gull1243,Gullah
gren1248,Grenada-Tobago Creole
biri1257,Birifor
sout3209,South Dagaric
west2969,West Kasai-Ngounie
boma1248,Tiinic
kamb1321,Kambakunyic Kikongo
ndak1244,Ndaka-Mbo
paga1238,Pagabeteic
bila1259,Bila-Kaiku
unun9928,Unclassified Ngendan
saot1242,Saotomic
guya1252,Guyanic Creole French
less1242,Lesser Antillean French Creole
baha1261,Bahamian Gullah
nort3377,Northwest Kasai-Ngounie
kila1239,Kilaadic Kikongo
kamb1322,Kamba-Kunyi
mber1262,Mbere (B.60)
nzeb1234,Nzebi-Laali-Yaa
sout3249,Central-Southern Kikongo
nort3267,Nuclear Northern Kikongo
tsit1235,Tsitsekeic
njeb1244,Njebi (B.50)
laal1244,Laali-Yaa
west2874,West Kikongo
sout3353,Southeastern Kikongo
leka1234,Lekaningic
ndja1234,Ndjavi A
ndja1235,Ndjavi B
vili1240,Vilic
sout3354,Southern Kikongo
lumb1251,Lumbuic
koon1247,Koongo-Kituba
ngub1240,Ngubi-Sangu-Sira-Punu
lumb1252,Lumbu-Bwisi
sang1341,Sangu-Sira-Punu
punu1240,Punu-Vungu
sang1345,Sangu-Sira
sira1270,Sira-Barama
