category,meta_cat,group_num,year,gross_inv_chain
S&L,Total basic infrastructure,3,1953,52534.479999999996
S&L,Total basic infrastructure,3,1954,65803.89899999999
S&L,Total basic infrastructure,3,1955,72148.34399999998
S&L,Total basic infrastructure,3,1956,75439.69
S&L,Total basic infrastructure,3,1957,79016.062
S&L,Total basic infrastructure,3,1958,88546.306
S&L,Total basic infrastructure,3,1959,96223.95200000002
S&L,Total basic infrastructure,3,1960,95634.867
S&L,Total basic infrastructure,3,1961,103957.701
S&L,Total basic infrastructure,3,1962,107145.93699999998
S&L,Total basic infrastructure,3,1963,116742.34000000003
S&L,Total basic infrastructure,3,1964,122712.008
S&L,Total basic infrastructure,3,1965,129068.813
S&L,Total basic infrastructure,3,1966,131865.437
S&L,Total basic infrastructure,3,1967,133823.181
S&L,Total basic infrastructure,3,1968,142667.658
S&L,Total basic infrastructure,3,1969,132062.05599999998
S&L,Total basic infrastructure,3,1970,125148.863
S&L,Total basic infrastructure,3,1971,120892.863
S&L,Total basic infrastructure,3,1972,116992.534
S&L,Total basic infrastructure,3,1973,112020.881
S&L,Total basic infrastructure,3,1974,107927.632
S&L,Total basic infrastructure,3,1975,104942.06099999999
S&L,Total basic infrastructure,3,1976,105847.631
S&L,Total basic infrastructure,3,1977,104274.76499999998
S&L,Total basic infrastructure,3,1978,121101.53900000002
S&L,Total basic infrastructure,3,1979,130233.11099999998
S&L,Total basic infrastructure,3,1980,127853.36600000001
S&L,Total basic infrastructure,3,1981,113543.375
S&L,Total basic infrastructure,3,1982,103214.07600000002
S&L,Total basic infrastructure,3,1983,103942.477
S&L,Total basic infrastructure,3,1984,120318.331
S&L,Total basic infrastructure,3,1985,132189.79499999998
S&L,Total basic infrastructure,3,1986,137404.016
S&L,Total basic infrastructure,3,1987,139912.44499999998
S&L,Total basic infrastructure,3,1988,143960.232
S&L,Total basic infrastructure,3,1989,142302.953
S&L,Total basic infrastructure,3,1990,152100.011
S&L,Total basic infrastructure,3,1991,151880.255
S&L,Total basic infrastructure,3,1992,151558.863
S&L,Total basic infrastructure,3,1993,153894.29
S&L,Total basic infrastructure,3,1994,156797.113
S&L,Total basic infrastructure,3,1995,150299.63999999998
S&L,Total basic infrastructure,3,1996,153253.155
S&L,Total basic infrastructure,3,1997,156937.154
S&L,Total basic infrastructure,3,1998,161386.535
S&L,Total basic infrastructure,3,1999,169441.55599999998
S&L,Total basic infrastructure,3,2000,177024.711
S&L,Total basic infrastructure,3,2001,187195.16499999998
S&L,Total basic infrastructure,3,2002,191768.288
S&L,Total basic infrastructure,3,2003,193410.972
S&L,Total basic infrastructure,3,2004,189425.442
S&L,Total basic infrastructure,3,2005,179643.135
S&L,Total basic infrastructure,3,2006,178312.948
S&L,Total basic infrastructure,3,2007,172246.029
S&L,Total basic infrastructure,3,2008,168457.94400000002
S&L,Total basic infrastructure,3,2009,173894.915
S&L,Total basic infrastructure,3,2010,170454.751
S&L,Total basic infrastructure,3,2011,161523.87800000003
S&L,Total basic infrastructure,3,2012,152826.30000000002
S&L,Total basic infrastructure,3,2013,147964.36599999998
S&L,Total basic infrastructure,3,2014,150651.688
S&L,Total basic infrastructure,3,2015,156424.96
S&L,Total basic infrastructure,3,2016,157425.029
S&L,Total basic infrastructure,3,2017,152307.08599999998
Water,Total basic infrastructure,4,1947,2777.759
Water,Total basic infrastructure,4,1948,3408.864
Water,Total basic infrastructure,4,1949,3783.722
Water,Total basic infrastructure,4,1950,3876.751
Water,Total basic infrastructure,4,1951,4371.178
Water,Total basic infrastructure,4,1952,4343.481
Water,Total basic infrastructure,4,1953,4320.79
Water,Total basic infrastructure,4,1954,4805.771
Water,Total basic infrastructure,4,1955,5384.937
Water,Total basic infrastructure,4,1956,5967.127
Water,Total basic infrastructure,4,1957,5677.127
Water,Total basic infrastructure,4,1958,5433.298
Water,Total basic infrastructure,4,1959,5699.037
Water,Total basic infrastructure,4,1960,6156.006
Water,Total basic infrastructure,4,1961,6590.395
Water,Total basic infrastructure,4,1962,6779.103
Water,Total basic infrastructure,4,1963,8627.378
Water,Total basic infrastructure,4,1964,9443.166
Water,Total basic infrastructure,4,1965,12078.039
Water,Total basic infrastructure,4,1966,10193.273
Water,Total basic infrastructure,4,1967,11732.706
Water,Total basic infrastructure,4,1968,13435.391
Water,Total basic infrastructure,4,1969,11730.976
Water,Total basic infrastructure,4,1970,9555.655999999999
Water,Total basic infrastructure,4,1971,8223.695
Water,Total basic infrastructure,4,1972,8128.594
Water,Total basic infrastructure,4,1973,7577.907
Water,Total basic infrastructure,4,1974,8230.801
Water,Total basic infrastructure,4,1975,9495.378
Water,Total basic infrastructure,4,1976,8850.886999999999
Water,Total basic infrastructure,4,1977,7867.457
Water,Total basic infrastructure,4,1978,9371.651
Water,Total basic infrastructure,4,1979,9898.314
Water,Total basic infrastructure,4,1980,10937.735
Water,Total basic infrastructure,4,1981,9958.962
Water,Total basic infrastructure,4,1982,10158.41
Water,Total basic infrastructure,4,1983,9089.827000000001
Water,Total basic infrastructure,4,1984,10939.104
Water,Total basic infrastructure,4,1985,13048.924
Water,Total basic infrastructure,4,1986,13953.219
Water,Total basic infrastructure,4,1987,15600.483
Water,Total basic infrastructure,4,1988,14621.536
Water,Total basic infrastructure,4,1989,15002.745
Water,Total basic infrastructure,4,1990,16612.616
Water,Total basic infrastructure,4,1991,17052.834000000003
Water,Total basic infrastructure,4,1992,15955.693
Water,Total basic infrastructure,4,1993,13894.472
Water,Total basic infrastructure,4,1994,13480.503
Water,Total basic infrastructure,4,1995,13289.155
Water,Total basic infrastructure,4,1996,14592.58
Water,Total basic infrastructure,4,1997,15702.608
Water,Total basic infrastructure,4,1998,16586.343999999997
Water,Total basic infrastructure,4,1999,16613.278
Water,Total basic infrastructure,4,2000,17158.966
Water,Total basic infrastructure,4,2001,17114.213
Water,Total basic infrastructure,4,2002,17992.153
Water,Total basic infrastructure,4,2003,18666.521
Water,Total basic infrastructure,4,2004,18438.551
Water,Total basic infrastructure,4,2005,17191.377
Water,Total basic infrastructure,4,2006,17686.402
Water,Total basic infrastructure,4,2007,17717.052
Water,Total basic infrastructure,4,2008,17320.461
Water,Total basic infrastructure,4,2009,17483.677
Water,Total basic infrastructure,4,2010,17081.227
Water,Total basic infrastructure,4,2011,15703.967
Water,Total basic infrastructure,4,2012,14721
Water,Total basic infrastructure,4,2013,15218.276
Water,Total basic infrastructure,4,2014,14870.423
Water,Total basic infrastructure,4,2015,14734.869
Water,Total basic infrastructure,4,2016,13999.904
Water,Total basic infrastructure,4,2017,14065.385
Sewer,Total basic infrastructure,4,1947,3289.707
Sewer,Total basic infrastructure,4,1948,4539.48
Sewer,Total basic infrastructure,4,1949,5206.547
Sewer,Total basic infrastructure,4,1950,5469.806
Sewer,Total basic infrastructure,4,1951,5523.876
Sewer,Total basic infrastructure,4,1952,5501.631
Sewer,Total basic infrastructure,4,1953,6329.861
Sewer,Total basic infrastructure,4,1954,6765.025
Sewer,Total basic infrastructure,4,1955,7148.843
Sewer,Total basic infrastructure,4,1956,7470.293
Sewer,Total basic infrastructure,4,1957,7953.402
Sewer,Total basic infrastructure,4,1958,8242.516
Sewer,Total basic infrastructure,4,1959,10422.007
Sewer,Total basic infrastructure,4,1960,10240.128
Sewer,Total basic infrastructure,4,1961,10463.635
Sewer,Total basic infrastructure,4,1962,11857.571
Sewer,Total basic infrastructure,4,1963,10363.074
Sewer,Total basic infrastructure,4,1964,14055.51
Sewer,Total basic infrastructure,4,1965,12745.278
Sewer,Total basic infrastructure,4,1966,13465.047
Sewer,Total basic infrastructure,4,1967,10837.516
Sewer,Total basic infrastructure,4,1968,14916.941
Sewer,Total basic infrastructure,4,1969,12677.41
Sewer,Total basic infrastructure,4,1970,13688.797
Sewer,Total basic infrastructure,4,1971,14434.827
Sewer,Total basic infrastructure,4,1972,14015.132
Sewer,Total basic infrastructure,4,1973,15584.411
Sewer,Total basic infrastructure,4,1974,18557.071
Sewer,Total basic infrastructure,4,1975,17647.207
Sewer,Total basic infrastructure,4,1976,18689.543
Sewer,Total basic infrastructure,4,1977,16819.782
Sewer,Total basic infrastructure,4,1978,19492.323
Sewer,Total basic infrastructure,4,1979,19455.311
Sewer,Total basic infrastructure,4,1980,20619.443
Sewer,Total basic infrastructure,4,1981,17394.095
Sewer,Total basic infrastructure,4,1982,16229.039
Sewer,Total basic infrastructure,4,1983,14560.071
Sewer,Total basic infrastructure,4,1984,16935.422
Sewer,Total basic infrastructure,4,1985,17953.297
Sewer,Total basic infrastructure,4,1986,18813.839
Sewer,Total basic infrastructure,4,1987,21884.71
Sewer,Total basic infrastructure,4,1988,21580.458
Sewer,Total basic infrastructure,4,1989,21297.405
Sewer,Total basic infrastructure,4,1990,22598.175
Sewer,Total basic infrastructure,4,1991,22821.515
Sewer,Total basic infrastructure,4,1992,23974.619
Sewer,Total basic infrastructure,4,1993,21477.752
Sewer,Total basic infrastructure,4,1994,18682.315000000002
Sewer,Total basic infrastructure,4,1995,18699.737
Sewer,Total basic infrastructure,4,1996,19532.053
Sewer,Total basic infrastructure,4,1997,18802.238
Sewer,Total basic infrastructure,4,1998,17162.879999999997
Sewer,Total basic infrastructure,4,1999,17433.726000000002
Sewer,Total basic infrastructure,4,2000,16606.487
Sewer,Total basic infrastructure,4,2001,16902.196
Sewer,Total basic infrastructure,4,2002,17933.475
Sewer,Total basic infrastructure,4,2003,19548.785
Sewer,Total basic infrastructure,4,2004,20106.858
Sewer,Total basic infrastructure,4,2005,19047.994
Sewer,Total basic infrastructure,4,2006,19908.885
Sewer,Total basic infrastructure,4,2007,20934.006
Sewer,Total basic infrastructure,4,2008,21990.709
Sewer,Total basic infrastructure,4,2009,22972.716
Sewer,Total basic infrastructure,4,2010,23174.173
Sewer,Total basic infrastructure,4,2011,21739.626
Sewer,Total basic infrastructure,4,2012,18860
Sewer,Total basic infrastructure,4,2013,17337.667
Sewer,Total basic infrastructure,4,2014,16723.84
Sewer,Total basic infrastructure,4,2015,17230.825
Sewer,Total basic infrastructure,4,2016,17004.128
Sewer,Total basic infrastructure,4,2017,15981.312
Conservation and development,Total basic infrastructure,4,1947,3590.649
Conservation and development,Total basic infrastructure,4,1948,4777.48
Conservation and development,Total basic infrastructure,4,1949,4900.527999999999
Conservation and development,Total basic infrastructure,4,1950,5393.956
Conservation and development,Total basic infrastructure,4,1951,6655.654
Conservation and development,Total basic infrastructure,4,1952,6824.223
Conservation and development,Total basic infrastructure,4,1953,6765.812
Conservation and development,Total basic infrastructure,4,1954,6064.392
Conservation and development,Total basic infrastructure,4,1955,5721.7970000000005
Conservation and development,Total basic infrastructure,4,1956,6408.085
Conservation and development,Total basic infrastructure,4,1957,7070.161
Conservation and development,Total basic infrastructure,4,1958,7552.646999999999
Conservation and development,Total basic infrastructure,4,1959,7923.33
Conservation and development,Total basic infrastructure,4,1960,8719.664
Conservation and development,Total basic infrastructure,4,1961,9594.046999999999
Conservation and development,Total basic infrastructure,4,1962,10499.917000000001
Conservation and development,Total basic infrastructure,4,1963,11666.499
Conservation and development,Total basic infrastructure,4,1964,11921.508000000002
Conservation and development,Total basic infrastructure,4,1965,13562.855
Conservation and development,Total basic infrastructure,4,1966,14066.601999999999
Conservation and development,Total basic infrastructure,4,1967,13496.992
Conservation and development,Total basic infrastructure,4,1968,12670.472
Conservation and development,Total basic infrastructure,4,1969,11481.702000000001
Conservation and development,Total basic infrastructure,4,1970,11446.065
Conservation and development,Total basic infrastructure,4,1971,11116.77
Conservation and development,Total basic infrastructure,4,1972,10596.619999999999
Conservation and development,Total basic infrastructure,4,1973,10166.861
Conservation and development,Total basic infrastructure,4,1974,10719.125
Conservation and development,Total basic infrastructure,4,1975,10458.198
Conservation and development,Total basic infrastructure,4,1976,10374.6
Conservation and development,Total basic infrastructure,4,1977,10386.857
Conservation and development,Total basic infrastructure,4,1978,11854.860999999999
Conservation and development,Total basic infrastructure,4,1979,12036.296999999999
Conservation and development,Total basic infrastructure,4,1980,11919.369
Conservation and development,Total basic infrastructure,4,1981,11477.307
Conservation and development,Total basic infrastructure,4,1982,10504.854
Conservation and development,Total basic infrastructure,4,1983,10610.834
Conservation and development,Total basic infrastructure,4,1984,10373.918000000001
Conservation and development,Total basic infrastructure,4,1985,11797.454
