animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,outcome_is_dead,was_outcome_alive,geopoint
A728941,*sadness,cat,silver tabby,NA,Female,2024-08-18,2024-09-22,under age/weight,stray,otc,NA,2024-10-08,100 BLK E 28TH STREET LONG BEACH CA 90806,Long Beach,rescue,capaws,33.808027,-118.192408,FALSE,TRUE,"33.808027, -118.192408"
A728720,*strudel,dog,black,brown,Spayed,2017-09-20,2024-09-20,normal,stray,otc,NA,2024-09-27,100 BLK E 28TH STREET LONG BEACH CA 90806,Long Beach,adoption,web,33.808027,-118.192408,FALSE,TRUE,"33.808027, -118.192408"
A676661,*miracle max,cat,white,black,Male,2022-05-10,2022-06-03,under age/weight,stray,otc,NA,2022-06-04,"100 BLK E 29TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8099414,-118.190922,TRUE,FALSE,"33.8099414, -118.190922"
A676658,*yellin,cat,black,NA,Female,2022-05-10,2022-06-03,under age/weight,stray,otc,NA,2022-06-04,"100 BLK E 29TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8099414,-118.190922,TRUE,FALSE,"33.8099414, -118.190922"
A632562,NA,cat,black,white,Female,2018-08-25,2019-08-25,ill moderatete,stray,field,NA,2019-08-26,"100 BLK E 31ST ST, LONG BEACH, CA 90807",Long Beach,euthanasia,at vet,33.8133641,-118.1924891,TRUE,FALSE,"33.8133641, -118.1924891"
A628223,*annie,dog,brown,NA,Female,2015-06-13,2019-06-13,injured  moderate,stray,field,NA,2019-07-02,"100 BLK E 36TH ST, LONG BEACH, CA 90807",Long Beach,rescue,fixlb,33.82216349999999,-118.1926399,FALSE,TRUE,"33.82216349999999, -118.1926399"
A728530,NA,cat,gray,white,Male,2024-08-12,2024-09-12,under age/weight,stray,otc,NA,2024-10-12,100 BLK E 49TH ST LONG BEACH CA 90805,Long Beach,rescue,capaws,33.8448888,-118.1931745,FALSE,TRUE,"33.8448888, -118.1931745"
A728531,NA,cat,gray,white,Female,2024-08-12,2024-09-12,under age/weight,stray,otc,NA,2024-10-12,100 BLK E 49TH ST LONG BEACH CA 90805,Long Beach,rescue,capaws,33.8448888,-118.1931745,FALSE,TRUE,"33.8448888, -118.1931745"
A728528,NA,cat,gray,white,Male,2024-08-12,2024-09-12,under age/weight,stray,otc,NA,2024-10-12,100 BLK E 49TH ST LONG BEACH CA 90805,Long Beach,rescue,capaws,33.8448888,-118.1931745,FALSE,TRUE,"33.8448888, -118.1931745"
A708567,*stockings,cat,black,white,Female,2023-08-29,2023-10-10,i/i report,stray,field,NA,2023-11-20,"100 BLK E 52ND ST, LB 90805",Long Beach,rescue,littlepaws,33.8504744,-118.1936361,FALSE,TRUE,"33.8504744, -118.1936361"
A644710,*french fry,cat,brown  tabby,NA,Neutered,2020-01-02,2020-07-02,normal,stray,otc,NA,2020-08-02,"100 BLK E 52ND ST, LONG BEACH, CA 90805",Long Beach,adoption,pfe/pawshp,33.8504744,-118.1936361,FALSE,TRUE,"33.8504744, -118.1936361"
A635133,NA,cat,seal point,NA,Female,2019-09-11,2019-10-17,under age/weight,stray,otc,NA,2019-10-25,"100 BLK E 52ND ST, LONG BEACH, CA 90805",Long Beach,rescue,littlepaws,33.8504744,-118.1936361,FALSE,TRUE,"33.8504744, -118.1936361"
A635135,NA,cat,brown  tabby,white,Male,2019-09-11,2019-10-17,under age/weight,stray,otc,NA,2019-10-25,"100 BLK E 52ND ST, LONG BEACH, CA 90805",Long Beach,rescue,littlepaws,33.8504744,-118.1936361,FALSE,TRUE,"33.8504744, -118.1936361"
A673113,*amelia,cat,black,white,Spayed,2021-11-14,2022-04-15,normal,stray,otc,NA,2022-04-23,"100 BLK E 55TH ST, LONG BEACH, CA 90805",Long Beach,adoption,web,33.8557059,-118.1936188,FALSE,TRUE,"33.8557059, -118.1936188"
A635815,*lynx,cat,brown  tabby,white,Male,2019-09-06,2019-11-06,normal,stray,otc,NA,2019-11-13,"100 BLK E 56TH ST, LONG BEACH, CA 90805",Long Beach,rescue,littlepaws,33.85754960000001,-118.1954039,FALSE,TRUE,"33.85754960000001, -118.1954039"
A718412,*solar,cat,black,NA,Male,2024-04-05,2024-04-11,under age/weight,stray,field,NA,2024-06-11,100 BLK E 57TH ST,Long Beach,rescue,littlelion,33.8581828,-118.1953974,FALSE,TRUE,"33.8581828, -118.1953974"
A718413,*eclipse,cat,black,NA,Female,2024-04-05,2024-04-11,under age/weight,stray,field,NA,2024-06-11,100 BLK E 57TH ST,Long Beach,rescue,littlelion,33.8581828,-118.1953974,FALSE,TRUE,"33.8581828, -118.1953974"
A456901,fluffy,dog,black,white,Spayed,2007-01-08,2019-11-02,ill severe,owner surrender,otc,no time,2019-11-06,"100 BLK E 57TH ST, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.8581828,-118.1953974,FALSE,TRUE,"33.8581828, -118.1953974"
A676443,*bugz,dog,brown,NA,Neutered,2020-06-04,2022-06-03,normal,stray,otc,NA,2022-06-09,"100 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,adoption,NA,33.7739773,-118.191797,FALSE,TRUE,"33.7739773, -118.191797"
A607623,*deena,cat,white,black,Spayed,2016-05-15,2018-05-15,normal,stray,field,NA,2018-06-12,"100 BLK E 60TH ST, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8641608,-118.1935283,FALSE,TRUE,"33.8641608, -118.1935283"
A607624,NA,cat,white,black,Unknown,2018-04-23,2018-05-15,under age/weight,stray,field,NA,2018-05-25,"100 BLK E 60TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,undrage/wt,33.8641608,-118.1935283,TRUE,FALSE,"33.8641608, -118.1935283"
A719152,*bigfoot,cat,gray tabby,black,Neutered,2023-04-19,2024-04-18,fractious,stray,otc,NA,2024-04-27,100 BLK E 68TH STREET LONG BEACH CA 90805,Long Beach,community cat,NA,33.8775178,-118.2025528,FALSE,TRUE,"33.8775178, -118.2025528"
A707233,*southpaw,dog,black,brown,Neutered,2020-09-21,2023-09-21,normal,stray,otc,NA,2024-01-13,100 BLK E 68TH WAY LONG BEACH CA 90805,Long Beach,adoption,web,33.8782977,-118.202541,FALSE,TRUE,"33.8782977, -118.202541"
A596646,NA,cat,white,gray,Female,2017-08-25,2017-09-07,under age/weight,stray,otc,NA,2017-09-09,"100 BLK E 69TH ST, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8793159,-118.2026829,FALSE,TRUE,"33.8793159, -118.2026829"
A596647,NA,cat,gray,white,Male,2017-08-25,2017-09-07,under age/weight,stray,otc,NA,2017-09-09,"100 BLK E 69TH ST, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8793159,-118.2026829,FALSE,TRUE,"33.8793159, -118.2026829"
A615807,*penny,cat,calico,NA,Spayed,2015-10-06,2018-10-06,normal,stray,otc,NA,2018-12-16,"100 BLK E 69TH ST, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.8793159,-118.2026829,FALSE,TRUE,"33.8793159, -118.2026829"
A615811,NA,cat,white,NA,Female,2018-07-22,2018-10-06,normal,stray,otc,NA,2018-10-06,"100 BLK E 69TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill modera,33.8793159,-118.2026829,TRUE,FALSE,"33.8793159, -118.2026829"
A597461,NA,cat,gray,NA,Unknown,2017-08-21,2017-09-21,under age/weight,stray,field,NA,2017-09-23,"100 BLK E 69TH WAY, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8799165,-118.2025639,FALSE,TRUE,"33.8799165, -118.2025639"
A717272,anna,dog,black,NA,Spayed,2019-03-20,2024-03-18,normal,stray,field,NA,2024-03-27,100 BLK E ANAHEIM ST,Long Beach,return to owner,fre rid hm,33.7826071,-118.1924093,FALSE,TRUE,"33.7826071, -118.1924093"
A603585,NA,bird,white,NA,Unknown,NA,2018-02-09,injured  severe,wildlife,field,NA,2018-02-09,"100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",Long Beach,euthanasia,inj severe,33.8742238,-118.2026551,TRUE,FALSE,"33.8742238, -118.2026551"
A676522,pickle,dog,brown,NA,Neutered,2022-02-06,2022-06-05,normal,stray,field,NA,2022-06-16,"100 BLK E BARCLAY ST, LONG BEACH, CA 90805",Long Beach,homefirst,NA,33.8672067,-118.2005567,FALSE,TRUE,"33.8672067, -118.2005567"
A706704,NA,dog,tan,NA,Female,2018-09-12,2023-09-12,injured  severe,stray,field,NA,2023-09-13,"100 BLK E DEL AMO, LB 90805",Long Beach,euthanasia,at vet,33.8465498,-118.1937565,TRUE,FALSE,"33.8465498, -118.1937565"
A610057,thanos,dog,black,NA,Neutered,2017-12-21,2018-06-21,normal,stray,field,NA,2018-06-22,"100 BLK E EAGLE ST, LONG BEACH, CA 90806",Long Beach,return to owner,walkin,33.7996711,-118.1923808,FALSE,TRUE,"33.7996711, -118.1923808"
A601110,memphis,cat,brown  tabby,NA,Neutered,2013-12-15,2017-12-15,feral,stray,otc,NA,2017-12-28,"100 BLK E EAGLE ST, LONG BEACH, CA 90806",Long Beach,"shelter, neuter, return",straycatal,33.7996711,-118.1923808,FALSE,TRUE,"33.7996711, -118.1923808"
A678876,*jellybean,cat,white,gray,Neutered,2022-04-05,2022-07-05,ill mild,stray,field,NA,2022-08-25,"100 BLK E ELDRIDGE ST, LONG BEACH, CA 90807",Long Beach,adoption,NA,33.812501,-118.192098,FALSE,TRUE,"33.812501, -118.192098"
A595999,NA,reptile,green,NA,Unknown,2016-08-25,2017-08-25,injured  severe,wildlife,field,NA,2017-08-25,"100 BLK E ELLIS ST, LONG BEACH, CA 90805",Long Beach,transfer,lbah,33.8566144,-118.1952897,FALSE,TRUE,"33.8566144, -118.1952897"
A646298,NA,cat,orange tabby,white,Neutered,2019-11-26,2020-07-26,normal,stray,field,NA,2020-07-26,"100 BLK E HULLETT ST, LONG BEACH, CA 90805",Long Beach,return to owner,NA,33.8628136,-118.1939022,FALSE,TRUE,"33.8628136, -118.1939022"
A676941,NA,cat,seal point,NA,Unknown,2022-05-07,2022-06-07,ill severe,stray,field,NA,2022-06-07,"100 BLK E LOUISE ST, LONG BEACH, CA 90805",Long Beach,died,enroute,33.8549875,-118.1934587,TRUE,FALSE,"33.8549875, -118.1934587"
A644314,*armstrong,cat,brown  tabby,white,Female,2020-04-23,2020-06-23,injured  moderate,stray,field,NA,2020-07-21,"100 BLK E LOUISE ST, LONG BEACH, CA 90805",Long Beach,rescue,lbsnnres,33.8549875,-118.1934587,FALSE,TRUE,"33.8549875, -118.1934587"
A599566,NA,cat,cream tabby,NA,Male,2017-10-14,2017-11-02,under age/weight,stray,otc,NA,2017-11-02,"100 BLK E LOUISE ST, LONG BEACH, CA 90805",Long Beach,euthanasia,undrage/wt,33.8549875,-118.1934587,TRUE,FALSE,"33.8549875, -118.1934587"
A721541,dior,dog,brown,NA,Female,2019-05-25,2024-05-25,injured  moderate,stray,field,NA,2024-05-28,100 BLK E MARKET ST,Long Beach,euthanasia,inj severe,33.85405009999999,-118.1935729,TRUE,FALSE,"33.85405009999999, -118.1935729"
A633447,NA,cat,orange,white,Male,2019-07-12,2019-09-12,normal,stray,aban field,NA,2019-09-13,"100 BLK E MARKET ST, LONG BEACH, CA 90805",Long Beach,rescue,littlepaws,33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615"
A585714,*stella,dog,black,white,Female,2016-02-12,2017-02-12,normal,stray,field,NA,2017-02-18,"100 BLK E MARKET ST, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615"
A607876,NA,cat,gray tabby,NA,Female,2018-05-16,2018-05-19,normal,stray,otc,NA,2018-08-11,"100 BLK E MARKET ST, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615"
A650200,*oogie,cat,black,white,Neutered,2020-06-16,2020-10-16,normal,stray,field,NA,2020-11-05,"100 BLK E MARKET, LONG BEACH, CA 90806",Long Beach,adoption,web,33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615"
A613864,odie,dog,black,white,Male,2013-08-30,2018-08-30,normal,stray,otc,NA,2018-09-09,"100 BLK E NEECE ST, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8719806,-118.2019785,FALSE,TRUE,"33.8719806, -118.2019785"
A728575,NA,cat,orange tabby,white,Male,2024-08-12,2024-09-12,ill severe,stray,field,NA,2024-09-13,"100 BLK E NORTON ST, LB 90805",Long Beach,euthanasia,at vet,33.8584052,-118.1898668,TRUE,FALSE,"33.8584052, -118.1898668"
A726346,emma,cat,lynx point,NA,Spayed,2024-07-11,2024-08-07,under age/weight,stray,otc,NA,2024-08-09,100 BLK E NORTON STREET LONG BEACH CA 90805,Long Beach,rescue,littlelion,33.8583884,-118.1898534,FALSE,TRUE,"33.8583884, -118.1898534"
A726347,edmond,cat,seal point,NA,Neutered,2024-07-11,2024-08-07,under age/weight,stray,otc,NA,2024-08-09,100 BLK E NORTON STREET LONG BEACH CA 90805,Long Beach,rescue,littlelion,33.8583884,-118.1898534,FALSE,TRUE,"33.8583884, -118.1898534"
A606752,NA,dog,tan,white,Male,2017-11-26,2018-04-26,normal,stray,field,NA,2018-05-02,"100 BLK E OSGOOD ST, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8634376,-118.1939327,FALSE,TRUE,"33.8634376, -118.1939327"
A717689,kitten 2,cat,black tabby,white,Unknown,NA,2024-03-26,normal,stray,field,NA,2024-03-28,"100 BLK E OSGOOD ST, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8634376,-118.1939327,FALSE,TRUE,"33.8634376, -118.1939327"
A599898,brownie ronny,dog,brown brindle,white,Male,2014-11-09,2017-11-09,injured  severe,stray,field,NA,2017-11-15,"100 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",Long Beach,return to owner,walkin,33.789591,-118.1920452,FALSE,TRUE,"33.789591, -118.1920452"
A612866,NA,cat,orange,white,Male,2018-07-25,2018-08-15,under age/weight,stray,otc,NA,2018-08-15,"100 BLK E PLATT ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8509978,-118.1935457,TRUE,FALSE,"33.8509978, -118.1935457"
A355980,mia,dog,brown,NA,Spayed,2009-02-23,2017-06-28,normal,stray,field,NA,2017-06-28,"100 BLK E PLATT ST, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8509978,-118.1935457,FALSE,TRUE,"33.8509978, -118.1935457"
A593069,*aspen,cat,black,NA,Female,2017-04-07,2017-07-07,normal,stray,otc,NA,2017-07-20,"100 BLK E PLYMOUTH ST, LONG BEACH, CA 90805",Long Beach,adoption,spcala,33.8531119,-118.1935153,FALSE,TRUE,"33.8531119, -118.1935153"
A648743,NA,bird,white,gray,Unknown,2019-09-11,2020-09-11,injured  severe,wildlife,field,NA,2020-09-11,"100 BLK E PLYMOUTH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,inj severe,33.8531119,-118.1935153,TRUE,FALSE,"33.8531119, -118.1935153"
A665826,*eclipse,cat,black,NA,Male,2021-09-27,2021-10-26,injured  severe,stray,field,NA,2021-11-19,"100 BLK E SOUTH ST, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.8619449,-118.1950878,FALSE,TRUE,"33.8619449, -118.1950878"
A684764,*handsome,dog,brown,white,Neutered,2021-09-22,2022-09-22,normal,stray,field,NA,2022-10-19,"100 BLK E SOUTH ST, LONG BEACH, CA 90805",Long Beach,adoption,NA,33.8619449,-118.1950878,FALSE,TRUE,"33.8619449, -118.1950878"
A717886,*maverick,dog,brown brindle,black,Neutered,2021-03-30,2024-03-30,injured  moderate,stray,field,NA,2024-04-18,100 BLK E SPRING ST,Long Beach,adoption,web,33.8116503,-118.191676,FALSE,TRUE,"33.8116503, -118.191676"
A610865,NA,cat,gray tabby,white,Female,2018-05-11,2018-07-11,under age/weight,stray,otc,NA,2018-07-26,"100 BLK E SUNSET ST, LONG BEACH, CA 90805",Long Beach,rescue,fndanifoun,33.8490603,-118.1934987,FALSE,TRUE,"33.8490603, -118.1934987"
A630899,orea,dog,black,white,Female,2017-07-29,2019-07-29,normal,owner surrender,field,move,2019-07-30,"100 BLK E WILLARD ST, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7945979,-118.1923718,FALSE,TRUE,"33.7945979, -118.1923718"
A692569,*jojo siwa,dog,white,cream,Female,2022-01-28,2023-01-28,normal,stray,otc,NA,2023-02-03,"100 BLK E. 28TH ST, LONG BEACH, CA 90806",Long Beach,adoption,NA,33.808011,-118.1923877,FALSE,TRUE,"33.808011, -118.1923877"
A691580,halloween kitty,cat,black,white,Male,NA,2023-01-07,normal,stray,otc,NA,2023-01-11,"100 BLK E. 52ND ST, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8504744,-118.1936361,FALSE,TRUE,"33.8504744, -118.1936361"
A692249,*nesquik,rabbit,black,white,Neutered,2022-01-30,2023-01-21,normal,stray,otc,NA,2023-02-16,"100 BLK E. 57TH ST, LONG BEACH, CA 90805",Long Beach,rescue,rabbitres,33.8581828,-118.1953974,FALSE,TRUE,"33.8581828, -118.1953974"
A690352,jack,dog,white,NA,Male,NA,2022-12-10,normal,stray,otc,NA,2022-12-15,"100 BLK E. LOUISE ST, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8549875,-118.1934587,FALSE,TRUE,"33.8549875, -118.1934587"
A681274,NA,cat,gray,NA,Female,2014-07-31,2022-07-31,injured  moderate,stray,field,NA,2022-07-31,"100 BLK HARVARD LN, SEAL BEACH, CA 90740",Seal Beach,transfer,sbacc,33.7757628,-118.0942762,FALSE,TRUE,"33.7757628, -118.0942762"
A643165,natari,dog,silver,tan,Spayed,2014-05-27,2020-05-27,normal,stray,field,NA,2020-05-28,"100 BLK JUNIPERO AVE, LONG BEACH, CA 90803",Long Beach,return to owner,walkin,33.7655355,-118.1659567,FALSE,TRUE,"33.7655355, -118.1659567"
A723857,james bond,dog,black,NA,Male,2012-07-03,2024-07-03,normal,stray,otc,NA,2024-07-07,100 BLK LIME AVE LONG BEACH CA 90802,Long Beach,return to owner,walkin,33.7680835,-118.1836918,FALSE,TRUE,"33.7680835, -118.1836918"
A715874,NA,bird,black,NA,Unknown,NA,2024-02-28,ill severe,wildlife,field,NA,2024-02-28,"100 BLK LONG BEACH BLVD, LB 90802",Long Beach,transfer,lbah,33.7683013,-118.1887403,FALSE,TRUE,"33.7683013, -118.1887403"
A692018,snow,dog,tan,black,Neutered,2020-01-19,2023-01-19,normal,stray,otc,NA,2023-05-24,"100 BLK LONG BEACH BLVD, LB CA 90802",Long Beach,adoption,web,33.7683013,-118.1887403,FALSE,TRUE,"33.7683013, -118.1887403"
A584288,kika,dog,chocolate,NA,Female,2014-01-08,2017-01-08,normal,safe keep,hospital,NA,2017-01-23,"100 BLK MAGNOLIA AVE, LONG BEACH, CA 90802",Long Beach,return to owner,walkin,33.7686833,-118.1975282,FALSE,TRUE,"33.7686833, -118.1975282"
A707578,*snow,cat,white,NA,Female,2023-08-13,2023-09-24,under age/weight,stray,otc,NA,2023-10-04,100 BLK MIRA MAR AVE LONG BEACH CA 90803,Long Beach,rescue,catpaws,33.7613099,-118.146644,FALSE,TRUE,"33.7613099, -118.146644"
A639162,pogi,dog,brown,red,Neutered,2018-01-30,2020-01-30,normal,stray,otc,NA,2020-01-30,"100 BLK MOLINO AVE, LONG BEACH, CA 90803",Long Beach,return to owner,walkin,33.7645936,-118.1607584,FALSE,TRUE,"33.7645936, -118.1607584"
A674941,NA,bird,brown,NA,Unknown,NA,2022-05-17,ill mild,wildlife,field,NA,2022-05-17,"100 BLK N MARINA DR, LONG BEACH, CA 90803",Long Beach,rescue,ibr,33.7475311,-118.113721,FALSE,TRUE,"33.7475311, -118.113721"
A640031,NA,reptile,green,NA,Unknown,2019-02-15,2020-02-15,normal,stray,otc,NA,2020-02-24,"100 BLK NIETO AVE, LONG BEACH CA 90803",Long Beach,rescue,sc reptile,33.7574242,-118.1371146,FALSE,TRUE,"33.7574242, -118.1371146"
A701216,NA,cat,white,NA,Female,2021-06-19,2023-06-19,injured  severe,stray,field,NA,2023-06-19,"100 BLK NORTON AVE, LONG BEACH CA, 90805",Long Beach,euthanasia,inj severe,33.8584198,-118.1949481,TRUE,FALSE,"33.8584198, -118.1949481"
A724911,sweet pea,cat,white,black,Male,2024-07-11,2024-07-17,under age/weight,stray,otc,NA,2024-07-31,100 BLK PACIFIC AVE LONG BEACH CA 90802,Long Beach,rescue,littlelion,33.7684834,-118.1933559,FALSE,TRUE,"33.7684834, -118.1933559"
A705724,*kumar,dog,brown,black,Neutered,2021-08-31,2023-08-30,normal,stray,otc,NA,2023-12-09,100 BLK PACIFIC AVE LONG BEACH CA 90802,Long Beach,adoption,web,33.7684834,-118.1933559,FALSE,TRUE,"33.7684834, -118.1933559"
A728637,*lawrence,dog,yellow,NA,Neutered,2023-11-14,2024-09-14,normal,stray,otc,NA,2024-10-16,100 BLK PACIFIC AVE LONG BEACH CA 90802,Long Beach,adoption,web,33.7684834,-118.1933559,FALSE,TRUE,"33.7684834, -118.1933559"
A688270,*whiskers,rabbit,black,white,Neutered,2020-11-09,2022-11-09,normal,stray,otc,NA,2023-02-18,"100 BLK PACIFIC AVE, LONG BEACH, CA 90802",Long Beach,adoption,web,33.7684834,-118.1933559,FALSE,TRUE,"33.7684834, -118.1933559"
A714723,*dylan,dog,black,tan,Neutered,2023-02-08,2024-02-08,fractious,stray,otc,NA,2024-08-02,100 BLK PINE AVE LONG BEACH CA 90806,Long Beach,rescue,icare,33.7658181,-118.1923767,FALSE,TRUE,"33.7658181, -118.1923767"
A627160,NA,other,pink,NA,Unknown,NA,2019-05-27,under age/weight,wildlife,field,NA,2019-05-27,"100 BLK REDONDO AVE, LONG BEACH, CA 90803",Long Beach,euthanasia,undrage/wt,33.7623142,-118.152276,TRUE,FALSE,"33.7623142, -118.152276"
A627161,NA,other,pink,NA,Unknown,NA,2019-05-27,under age/weight,wildlife,field,NA,2019-05-27,"100 BLK REDONDO AVE, LONG BEACH, CA 90803",Long Beach,euthanasia,undrage/wt,33.7623142,-118.152276,TRUE,FALSE,"33.7623142, -118.152276"
A623843,NA,dog,brown,black,Male,2018-03-27,2019-03-27,normal,stray,field,NA,2019-04-02,"100 BLK RIDGEWOOD ST, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.8447148,-118.17948,FALSE,TRUE,"33.8447148, -118.17948"
A580539,buddha,dog,black,white,Neutered,2013-10-16,2017-10-11,normal,confiscate,vicious,NA,2017-12-21,"100 BLK RIVO ALTO CANAL, LONG BEACH, CA 90803",Long Beach,euthanasia,beh severe,33.755219,-118.1231337,TRUE,FALSE,"33.755219, -118.1231337"
A633374,NA,cat,brown  tabby,white,Female,2019-08-02,2019-09-11,under age/weight,stray,otc,NA,2019-09-13,"100 BLK ROYCROFT AVE, LONG BEACH, CA 90803",Long Beach,rescue,littlepaws,33.7589323,-118.1403147,FALSE,TRUE,"33.7589323, -118.1403147"
A713911,*brindella,dog,brown brindle,NA,Spayed,2021-01-25,2024-01-25,normal,stray,otc,NA,2024-02-02,100 BLK S PINE AVE LONG BEACH CA 90802,Long Beach,adoption,web,33.764581,-118.1920637,FALSE,TRUE,"33.764581, -118.1920637"
A670831,NA,bird,black,NA,Unknown,NA,2022-02-18,ill severe,wildlife,field,NA,2022-02-18,"100 BLK SURFSIDE AVE, SEAL BEACH, CA 90743",Seal Beach,euthanasia,ill severe,33.7288676,-118.0850053,TRUE,FALSE,"33.7288676, -118.0850053"
A697086,NA,bird,black,white,Unknown,2022-04-20,2023-04-20,ill moderatete,wildlife,field,NA,2023-04-20,100 BLK SURFSIDE DR,Seal Beach,transfer,NA,33.7288676,-118.0850053,FALSE,TRUE,"33.7288676, -118.0850053"
A647850,mama kitty,cat,gray,white,Spayed,2018-08-27,2020-08-27,normal,stray,field,NA,2020-08-28,"100 BLK THE TOLEDO, LONG BEACH, CA 90803",Long Beach,return to owner,phone,33.7543452,-118.1235029,FALSE,TRUE,"33.7543452, -118.1235029"
A663437,NA,bird,black,NA,Unknown,NA,2021-09-08,injured  moderate,wildlife,field,NA,2021-09-08,"100 BLK VENETIA DR, LONG BEACH, CA 90803",Long Beach,transfer,lbah,33.7554549,-118.1283286,FALSE,TRUE,"33.7554549, -118.1283286"
A721633,*amaretto,cat,orange tabby,NA,Neutered,2019-05-27,2024-05-27,ill moderatete,stray,field,NA,2024-06-14,"100 BLK W 20TH ST, LB 90806",Long Beach,community cat,NA,33.7934837,-118.1923744,FALSE,TRUE,"33.7934837, -118.1923744"
A664373,NA,wild,gray,black,Unknown,2018-09-25,2021-09-25,ill severe,wildlife,field,NA,2021-09-25,"100 BLK W 20TH ST, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7934837,-118.1923744,TRUE,FALSE,"33.7934837, -118.1923744"
A676538,*nadio,cat,brown,white,Neutered,2018-06-03,2022-06-03,injured  mild,stray,otc,NA,2022-06-23,"100 BLK W 20TH ST, LONG BEACH, CA 90806",Long Beach,community cat,friendly,33.7934837,-118.1923744,FALSE,TRUE,"33.7934837, -118.1923744"
A673105,padme,dog,brown brindle,white,Spayed,2020-07-14,2022-04-14,normal,stray,otc,NA,2022-06-29,"100 BLK W 20TH ST, LONG BEACH, CA 90806",Long Beach,adoption,web,33.7934837,-118.1923744,FALSE,TRUE,"33.7934837, -118.1923744"
