fiscal_year,month_grouping,month_abbv,component,land_border_region,area_of_responsibility,aor_abbv,demographic,citizenship,title_of_authority,encounter_type,encounter_count
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,MEXICO,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,20
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,OTHER,Title 8,Inadmissibles,54
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,PHILIPPINES,Title 8,Inadmissibles,170
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,ROMANIA,Title 8,Inadmissibles,10
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,RUSSIA,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,TURKEY,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Other,Seattle Field Office,Seattle,Single Adults,UKRAINE,Title 8,Inadmissibles,5
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,COLOMBIA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,ECUADOR,Title 8,Inadmissibles,9
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,HONDURAS,Title 8,Inadmissibles,16
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,INDIA,Title 8,Inadmissibles,3
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,OTHER,Title 8,Inadmissibles,10
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,PERU,Title 8,Inadmissibles,23
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,PHILIPPINES,Title 8,Inadmissibles,44
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,ROMANIA,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,RUSSIA,Title 8,Inadmissibles,9
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,TURKEY,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,Single Adults,UKRAINE,Title 8,Inadmissibles,68
2020,FYTD,APR,Office of Field Operations,Other,Tampa Field Office,Tampa,UC / Single Minors,COLOMBIA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Accompanied Minors,BRAZIL,Title 42,Expulsions,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Accompanied Minors,BRAZIL,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Accompanied Minors,MEXICO,Title 42,Expulsions,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Accompanied Minors,MEXICO,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,FMUA,MEXICO,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,BRAZIL,Title 42,Expulsions,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,BRAZIL,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,CUBA,Title 42,Expulsions,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,CUBA,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,ECUADOR,Title 42,Expulsions,7
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,ECUADOR,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,EL SALVADOR,Title 42,Expulsions,5
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,EL SALVADOR,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,GUATEMALA,Title 42,Expulsions,9
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,GUATEMALA,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,HONDURAS,Title 42,Expulsions,5
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,HONDURAS,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,MEXICO,Title 42,Expulsions,54
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,MEXICO,Title 8,Inadmissibles,49
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,OTHER,Title 42,Expulsions,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,OTHER,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,HONDURAS,Title 42,Expulsions,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,HONDURAS,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,MEXICO,Title 42,Expulsions,6
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,MEXICO,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,MEXICO,Title 42,Expulsions,10
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,MEXICO,Title 8,Inadmissibles,3
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,HONDURAS,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,MEXICO,Title 8,Inadmissibles,6
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,GUATEMALA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,HONDURAS,Title 42,Expulsions,3
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,HONDURAS,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,MEXICO,Title 42,Expulsions,51
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,MEXICO,Title 8,Inadmissibles,185
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,NICARAGUA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,MEXICO,Title 8,Inadmissibles,3
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,MEXICO,Title 42,Expulsions,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,MEXICO,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,BRAZIL,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,5
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,CUBA,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,EL SALVADOR,Title 42,Expulsions,3
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,EL SALVADOR,Title 8,Inadmissibles,0
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,GUATEMALA,Title 42,Expulsions,4
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,GUATEMALA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,HONDURAS,Title 42,Expulsions,4
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,HONDURAS,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,INDIA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,MEXICO,Title 42,Expulsions,320
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,MEXICO,Title 8,Inadmissibles,66
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,NICARAGUA,Title 8,Inadmissibles,2
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,OTHER,Title 42,Expulsions,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,OTHER,Title 8,Inadmissibles,4
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,MEXICO,Title 42,Expulsions,6
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,MEXICO,Title 8,Inadmissibles,6
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,CANADA,Title 8,Inadmissibles,4
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,MEXICO,Title 8,Inadmissibles,8
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,GUATEMALA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,MEXICO,Title 42,Expulsions,17
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,MEXICO,Title 8,Inadmissibles,43
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,UC / Single Minors,GUATEMALA,Title 8,Inadmissibles,1
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,UC / Single Minors,MEXICO,Title 42,Expulsions,4
2020,FYTD,APR,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,UC / Single Minors,MEXICO,Title 8,Inadmissibles,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,CANADA,Title 42,Expulsions,4
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,CANADA,Title 8,Apprehensions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,MEXICO,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Buffalo Sector,BUN,FMUA,GUATEMALA,Title 8,Apprehensions,3
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,Single Adults,HONDURAS,Title 8,Apprehensions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,CANADA,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,MEXICO,Title 8,Apprehensions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Spokane Sector,SPW,Single Adults,MEXICO,Title 8,Apprehensions,2
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Spokane Sector,SPW,Single Adults,OTHER,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,CANADA,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,ECUADOR,Title 8,Apprehensions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,HAITI,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,MEXICO,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,OTHER,Title 42,Expulsions,5
2020,FYTD,APR,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,GUATEMALA,Title 8,Apprehensions,3
2020,FYTD,APR,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,HONDURAS,Title 8,Apprehensions,4
2020,FYTD,APR,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,MEXICO,Title 8,Apprehensions,8
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,FMUA,CUBA,Title 8,Apprehensions,3
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,CUBA,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,CUBA,Title 8,Apprehensions,12
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,ECUADOR,Title 42,Expulsions,18
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,ECUADOR,Title 8,Apprehensions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,EL SALVADOR,Title 42,Expulsions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,EL SALVADOR,Title 8,Apprehensions,2
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,GUATEMALA,Title 42,Expulsions,101
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,GUATEMALA,Title 8,Apprehensions,1
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,HONDURAS,Title 42,Expulsions,6
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,HONDURAS,Title 8,Apprehensions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,MEXICO,Title 42,Expulsions,308
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,MEXICO,Title 8,Apprehensions,20
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,NICARAGUA,Title 8,Apprehensions,1
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,UC / Single Minors,GUATEMALA,Title 42,Expulsions,8
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,UC / Single Minors,MEXICO,Title 42,Expulsions,14
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,BRAZIL,Title 8,Apprehensions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,ECUADOR,Title 42,Expulsions,21
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,ECUADOR,Title 8,Apprehensions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,EL SALVADOR,Title 42,Expulsions,19
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,GUATEMALA,Title 42,Expulsions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,HAITI,Title 42,Expulsions,6
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,HAITI,Title 8,Apprehensions,8
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,HONDURAS,Title 42,Expulsions,56
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,MEXICO,Title 42,Expulsions,31
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,OTHER,Title 8,Apprehensions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,CUBA,Title 42,Expulsions,8
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,CUBA,Title 8,Apprehensions,13
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,ECUADOR,Title 42,Expulsions,55
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,ECUADOR,Title 8,Apprehensions,37
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,EL SALVADOR,Title 42,Expulsions,40
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,EL SALVADOR,Title 8,Apprehensions,1
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,GUATEMALA,Title 42,Expulsions,58
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,HONDURAS,Title 42,Expulsions,609
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,HONDURAS,Title 8,Apprehensions,4
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,MEXICO,Title 42,Expulsions,948
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,MEXICO,Title 8,Apprehensions,7
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,NICARAGUA,Title 42,Expulsions,14
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,NICARAGUA,Title 8,Apprehensions,7
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,OTHER,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,OTHER,Title 8,Apprehensions,11
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,ECUADOR,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,EL SALVADOR,Title 42,Expulsions,1
2020,FYTD,APR,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,GUATEMALA,Title 42,Expulsions,6
