Entity,Code,Year,Total population (Gapminder),Continent,"GDP per capita, PPP (constant 2011 international $)",Mobile cellular subscriptions (per 100 people)
Antigua and Barbuda,ATG,2016,,,21013.0176273358,178.283133425116
Antigua and Barbuda,ATG,2017,,,21490.9426586166,
Arab World,,1960,,,,0
Arab World,,1965,,,,0
Arab World,,1970,,,,0
Arab World,,1975,,,,0
Arab World,,1976,,,,0
Arab World,,1977,,,,0
Arab World,,1978,,,,0
Arab World,,1979,,,,0
Arab World,,1980,,,,0
Arab World,,1981,,,,0
Arab World,,1982,,,,0.00141071384978554
Arab World,,1983,,,,0.00209730320527071
Arab World,,1984,,,,0.00282405172536802
Arab World,,1985,,,,0.00462569269907655
Arab World,,1986,,,,0.0117055850015836
Arab World,,1987,,,,0.0177862998468777
Arab World,,1988,,,,0.0202037684261241
Arab World,,1989,,,,0.0292915793395358
Arab World,,1990,,,10450.2085420709,0.039410636080275
Arab World,,1991,,,10206.6986340068,0.0567858974821948
Arab World,,1992,,,10523.1405636913,0.064232595719247
Arab World,,1993,,,10567.040514119,0.0819725549964603
Arab World,,1994,,,10611.0686328752,0.105683944208687
Arab World,,1995,,,10574.040225005,0.198590798071889
Arab World,,1996,,,10809.8898652992,0.356712296485188
Arab World,,1997,,,11027.7425357306,0.61263494915008
Arab World,,1998,,,11406.9085329508,0.936523163868251
Arab World,,1999,,,11436.0178841868,1.49229100073621
Arab World,,2000,,,11768.4724519229,3.17993512556337
Arab World,,2001,,,11729.4147061829,5.74838638987044
Arab World,,2002,,,11550.8304258836,8.52955879958405
Arab World,,2003,,,11806.8696205854,11.601885739105
Arab World,,2004,,,12611.064159323,16.8480647239246
Arab World,,2005,,,13021.910851879,26.8085386140327
Arab World,,2006,,,13501.9249324909,38.8730558973497
Arab World,,2007,,,13778.1619593724,52.5707346869712
Arab World,,2008,,,14232.6911805521,62.9445581812021
Arab World,,2009,,,14025.5086414544,76.1395433983716
Arab World,,2010,,,14354.3799160635,87.5220717995213
Arab World,,2011,,,14444.8779242408,96.3878359557635
Arab World,,2012,,,15056.3167657386,102.164823084764
Arab World,,2013,,,15174.1017030436,106.743675403699
Arab World,,2014,,,15199.008915234,106.339882936701
Arab World,,2015,,,15342.7664815432,104.679476896428
Arab World,,2016,,,15500.530522791,102.180363586798
Arab World,,2017,,,15413.7919982717,107.598022211873
Argentina,ARG,1800,534000,,,
Argentina,ARG,1820,534000,,,
Argentina,ARG,1850,1100000,,,
Argentina,ARG,1870,1796000,,,
Argentina,ARG,1890,3376000,,,
Argentina,ARG,1900,4693000,,,
Argentina,ARG,1901,4873000,,,
Argentina,ARG,1902,5060000,,,
Argentina,ARG,1903,5254000,,,
Argentina,ARG,1904,5455000,,,
Argentina,ARG,1905,5664000,,,
Argentina,ARG,1906,5881000,,,
Argentina,ARG,1907,6107000,,,
Argentina,ARG,1908,6341000,,,
Argentina,ARG,1909,6584000,,,
Argentina,ARG,1910,6836000,,,
Argentina,ARG,1911,7098000,,,
Argentina,ARG,1912,7370000,,,
Argentina,ARG,1913,7653000,,,
Argentina,ARG,1914,7885000,,,
Argentina,ARG,1915,8072000,,,
Argentina,ARG,1916,8226000,,,
Argentina,ARG,1917,8374000,,,
Argentina,ARG,1918,8518000,,,
Argentina,ARG,1919,8672000,,,
Argentina,ARG,1920,8861000,,,
Argentina,ARG,1921,9092000,,,
Argentina,ARG,1922,9368000,,,
Argentina,ARG,1923,9707000,,,
Argentina,ARG,1924,10054000,,,
Argentina,ARG,1925,10358000,,,
Argentina,ARG,1926,10652000,,,
Argentina,ARG,1927,10965000,,,
Argentina,ARG,1928,11282000,,,
Argentina,ARG,1929,11592000,,,
Argentina,ARG,1930,11896000,,,
Argentina,ARG,1931,12167000,,,
Argentina,ARG,1932,12402000,,,
Argentina,ARG,1933,12623000,,,
Argentina,ARG,1934,12834000,,,
Argentina,ARG,1935,13044000,,,
Argentina,ARG,1936,13260000,,,
Argentina,ARG,1937,13490000,,,
Argentina,ARG,1938,13724000,,,
Argentina,ARG,1939,13984000,,,
Argentina,ARG,1940,14169000,,,
Argentina,ARG,1941,14402000,,,
Argentina,ARG,1942,14638000,,,
Argentina,ARG,1943,14877000,,,
Argentina,ARG,1944,15130000,,,
Argentina,ARG,1945,15390000,,,
Argentina,ARG,1946,15654000,,,
Argentina,ARG,1947,15942000,,,
Argentina,ARG,1948,16307000,,,
Argentina,ARG,1949,16737000,,,
Argentina,ARG,1950,17150335,,,
Argentina,ARG,1951,17506378,,,
Argentina,ARG,1952,17865382,,,
Argentina,ARG,1953,18223955,,,
Argentina,ARG,1954,18579614,,,
Argentina,ARG,1955,18930778,,,
Argentina,ARG,1956,19276813,,,
Argentina,ARG,1957,19617988,,,
Argentina,ARG,1958,19955368,,,
Argentina,ARG,1959,20290620,,,
Argentina,ARG,1960,20625451,,,0
Argentina,ARG,1961,20961000,,,
Argentina,ARG,1962,21297317,,,
Argentina,ARG,1963,21633126,,,
Argentina,ARG,1964,21966478,,,
Argentina,ARG,1965,22296628,,,0
Argentina,ARG,1966,22622012,,,
Argentina,ARG,1967,22944941,,,
Argentina,ARG,1968,23273148,,,
Argentina,ARG,1969,23616971,,,
Argentina,ARG,1970,23983358,,,0
Argentina,ARG,1971,24376109,,,
Argentina,ARG,1972,24791983,,,
Argentina,ARG,1973,25222223,,,
Argentina,ARG,1974,25654154,,,
Argentina,ARG,1975,26078731,,,0
Argentina,ARG,1976,26492716,,,0
Argentina,ARG,1977,26899177,,,0
Argentina,ARG,1978,27303001,,,0
Argentina,ARG,1979,27711808,,,0
Argentina,ARG,1980,28131040,,,0
Argentina,ARG,1981,28561561,,,0
Argentina,ARG,1982,29001060,,,0
Argentina,ARG,1983,29447973,,,0
Argentina,ARG,1984,29899743,,,0
Argentina,ARG,1985,30354240,,,0
Argentina,ARG,1986,30810984,,,0
Argentina,ARG,1987,31269799,,,0
Argentina,ARG,1988,31729130,,,0
Argentina,ARG,1989,32187173,,,0.00712878531914069
Argentina,ARG,1990,32642442,,10815.7151226019,0.0366639037359876
Argentina,ARG,1991,33093579,,12015.6271048557,0.0753150019831946
Argentina,ARG,1992,33540023,,13266.0528630404,0.138433489720489
Argentina,ARG,1993,33982035,,13861.946177794,0.328340630654989
Argentina,ARG,1994,34420352,,14481.1082032399,0.697847669064126
Argentina,ARG,1995,34855160,,13893.5226589826,1.15844307673703
Argentina,ARG,1996,35287113,,14485.5076845653,1.88319025563245
Argentina,ARG,1997,35714929,,15479.3791285386,5.60661589007905
Argentina,ARG,1998,36134642,,15894.5580528952,7.36960492075541
Argentina,ARG,1999,36541029,,15186.130197286,10.5022425738787
Argentina,ARG,2000,36930709,,14899.8700458711,17.5078146225488
Argentina,ARG,2001,37302116,,14085.5751760246,17.9917787671695
Argentina,ARG,2002,37657340,,12412.6059887095,17.3313517749173
Argentina,ARG,2003,38001251,,13361.4000434323,20.4707912388765
Argentina,ARG,2004,38340778,,14410.1505153775,34.8898475693579
Argentina,ARG,2005,38681174,,15518.6785097698,56.6002038344751
Argentina,ARG,2006,39023850,,16592.264892395,79.6543836290654
Argentina,ARG,2007,39368066,,17900.7063421587,101.079671207247
Argentina,ARG,2008,39714298,,18436.8624668727,115.170932556764
Argentina,ARG,2009,40062470,,17168.3789365496,128.636134343815
Argentina,ARG,2010,40412376,,18712.0630773436,138.468978509039
Argentina,ARG,2011,40764561,,19629.3518451916,145.768791272145
Argentina,ARG,2012,41118986,,19224.8743997107,152.809097635805
Argentina,ARG,2013,41473982,,19482.190295091,158.348927507512
Argentina,ARG,2014,,,18797.5479465897,142.466397473426
Argentina,ARG,2015,,South America,19116.9079145132,142.434809806539
Argentina,ARG,2016,,,18584.580004917,145.330506257721
Argentina,ARG,2017,,,18933.9071474396,139.814600248501
Armenia,ARM,1800,413326,,,
Armenia,ARM,1820,413326,,,
Armenia,ARM,1950,1353506,,,
Armenia,ARM,1951,1382982,,,
Armenia,ARM,1952,1419913,,,
Armenia,ARM,1953,1463017,,,
Armenia,ARM,1954,1511188,,,
Armenia,ARM,1955,1563508,,,
Armenia,ARM,1956,1619242,,,
Armenia,ARM,1957,1677837,,,
Armenia,ARM,1958,1738902,,,
Armenia,ARM,1959,1802171,,,
Armenia,ARM,1960,1867396,,,0
Armenia,ARM,1961,1934239,,,
Armenia,ARM,1962,2002170,,,
Armenia,ARM,1963,2070427,,,
Armenia,ARM,1964,2138133,,,
Armenia,ARM,1965,2204650,,,0
Armenia,ARM,1966,2269475,,,
Armenia,ARM,1967,2332624,,,
Armenia,ARM,1968,2394635,,,
Armenia,ARM,1969,2456370,,,
Armenia,ARM,1970,2518408,,,0
Armenia,ARM,1971,2580894,,,
Armenia,ARM,1972,2643464,,,
Armenia,ARM,1973,2705584,,,
Armenia,ARM,1974,2766495,,,
Armenia,ARM,1975,2825650,,,0
Armenia,ARM,1976,2882831,,,0
Armenia,ARM,1977,2938181,,,0
Armenia,ARM,1978,2991954,,,0
Armenia,ARM,1979,3044564,,,0
Armenia,ARM,1980,3096298,,,0
Armenia,ARM,1981,3145885,,,0
Armenia,ARM,1982,3192877,,,0
Armenia,ARM,1983,3239212,,,0
Armenia,ARM,1984,3287588,,,0
Armenia,ARM,1985,3339147,,,0
Armenia,ARM,1986,3396511,,,0
Armenia,ARM,1987,3457054,,,0
Armenia,ARM,1988,3510439,,,0
Armenia,ARM,1989,3542720,,,0
Armenia,ARM,1990,3544695,,3742.43737068264,0
Armenia,ARM,1991,3512051,,3335.60189918844,0
Armenia,ARM,1992,3449940,,1976.52923651447,0
Armenia,ARM,1993,3370373,,1845.31970707182,0
Armenia,ARM,1994,3290540,,1992.01948539874,0
Armenia,ARM,1995,3223173,,2173.36283006068,0
Armenia,ARM,1996,3172185,,2336.51656159442,0.00946905434132469
Armenia,ARM,1997,3134836,,2441.18183351899,0.159587065276855
Armenia,ARM,1998,3109101,,2639.94931837894,0.251907237918039
Armenia,ARM,1999,3090624,,2744.43020482128,0.264194078569331
Armenia,ARM,2000,3076098,,2924.7473797168,0.569652995776632
Armenia,ARM,2001,3065810,,3224.14127527107,0.836017183195084
Armenia,ARM,2002,3061067,,3669.44339048777,2.35172782727957
Armenia,ARM,2003,3060554,,4206.97511756609,3.79013760327867
Armenia,ARM,2004,3062612,,4673.98472583689,6.77558444743939
Armenia,ARM,2005,3065954,,5356.61442371328,10.6681103520358
Armenia,ARM,2006,3069844,,6110.22619140708,42.5811052898428
Armenia,ARM,2007,3074181,,7010.62705596386,63.9746053263218
Armenia,ARM,2008,3079087,,7558.36164780203,49.5835940884802
Armenia,ARM,2009,3084979,,6532.96423059787,75.8676223367574
Armenia,ARM,2010,3092072,,6702.84800627941,134.339110370759
Armenia,ARM,2011,3100236,,7022.10394338388,111.671867354806
Armenia,ARM,2012,3108972,,7511.13248214738,115.299338427619
Armenia,ARM,2013,3117722,,7727.92909156213,115.647644434491
Armenia,ARM,2014,,,7971.11792762162,119.025297465436
Armenia,ARM,2015,,Asia,8195.93364956571,118.770976533708
Armenia,ARM,2016,,,8190.23928885988,117.428480971111
Armenia,ARM,2017,,,8787.57993972036,119.043969356242
Aruba,ABW,1800,19286,,,
Aruba,ABW,1820,19286,,,
Aruba,ABW,1950,38066,,,
Aruba,ABW,1951,38263,,,
Aruba,ABW,1952,38966,,,
Aruba,ABW,1953,40151,,,
Aruba,ABW,1954,41765,,,
Aruba,ABW,1955,43729,,,
Aruba,ABW,1956,45935,,,
Aruba,ABW,1957,48244,,,
Aruba,ABW,1958,50500,,,
Aruba,ABW,1959,52536,,,
Aruba,ABW,1960,54209,,,0
Aruba,ABW,1961,55436,,,
Aruba,ABW,1962,56227,,,
Aruba,ABW,1963,56698,,,
Aruba,ABW,1964,57031,,,
Aruba,ABW,1965,57362,,,0
Aruba,ABW,1966,57714,,,
Aruba,ABW,1967,58052,,,
Aruba,ABW,1968,58388,,,
Aruba,ABW,1969,58725,,,
Aruba,ABW,1970,59066,,,0
Aruba,ABW,1971,59439,,,
Aruba,ABW,1972,59849,,,
Aruba,ABW,1973,60238,,,
Aruba,ABW,1974,60524,,,
Aruba,ABW,1975,60654,,,0
Aruba,ABW,1976,60589,,,0
Aruba,ABW,1977,60366,,,0
Aruba,ABW,1978,60108,,,0
Aruba,ABW,1979,59980,,,0
Aruba,ABW,1980,60099,,,0
Aruba,ABW,1981,60570,,,0
Aruba,ABW,1982,61347,,,0
Aruba,ABW,1983,62208,,,0
Aruba,ABW,1984,62833,,,0
Aruba,ABW,1985,63030,,,0
Aruba,ABW,1986,62645,,,0
Aruba,ABW,1987,61830,,,0
Aruba,ABW,1988,61069,,,0
Aruba,ABW,1989,61026,,,0
Aruba,ABW,1990,62147,,,0
Aruba,ABW,1991,64642,,,0
Aruba,ABW,1992,68286,,,0.029310471165824
Aruba,ABW,1993,72573,,,
Aruba,ABW,1994,76762,,,
Aruba,ABW,1995,80323,,,2.13883770728549
Aruba,ABW,1996,83069,,,3.60576923076923
Aruba,ABW,1997,85161,,,3.98122900843758
Aruba,ABW,1998,86827,,,6.16428154038292
Aruba,ABW,1999,88442,,,13.4823886298523
Aruba,ABW,2000,90271,,,16.5101867852465
Aruba,ABW,2001,92363,,,57.0518202760016
Aruba,ABW,2002,94596,,,65.0581101566448
Aruba,ABW,2003,96875,,,72.1028273395384
Aruba,ABW,2004,99046,,,99.6475485380354
Aruba,ABW,2005,100996,,,103.384950665294
Aruba,ABW,2006,102711,,,108.130355442717
Aruba,ABW,2007,104225,,,112.21695317131
Aruba,ABW,2008,105526,,,119.193314455418
Aruba,ABW,2009,106612,,,126.166796447616
Aruba,ABW,2010,107488,,,129.636369001367
Aruba,ABW,2011,108141,,35973.780509792,
Aruba,ABW,2012,108587,,,131.608450237383
Aruba,ABW,2013,108883,,,134.513068506692
Aruba,ABW,2014,,,,134.592225059011
Aruba,ABW,2015,,North America,,135.133840005367
Australia,AUS,1700,450000,,,
Australia,AUS,1800,351014,,,
Australia,AUS,1820,334000,,,
Australia,AUS,1821,331000,,,
Australia,AUS,1822,329000,,,
Australia,AUS,1823,329000,,,
Australia,AUS,1824,332000,,,
Australia,AUS,1825,333000,,,
Australia,AUS,1826,330000,,,
Australia,AUS,1827,328000,,,
Australia,AUS,1828,326000,,,
Australia,AUS,1829,326000,,,
Australia,AUS,1830,330000,,,
Australia,AUS,1831,333000,,,
Australia,AUS,1832,338000,,,
Australia,AUS,1833,349000,,,
Australia,AUS,1834,354000,,,
Australia,AUS,1835,358000,,,
Australia,AUS,1836,367000,,,
Australia,AUS,1837,373000,,,
Australia,AUS,1838,388000,,,
Australia,AUS,1839,403000,,,
Australia,AUS,1840,420000,,,
Australia,AUS,1841,448000,,,
Australia,AUS,1842,465000,,,
Australia,AUS,1843,472000,,,
Australia,AUS,1844,482000,,,
Australia,AUS,1845,494000,,,
Australia,AUS,1846,505000,,,
Australia,AUS,1847,518000,,,
Australia,AUS,1848,538000,,,
Australia,AUS,1849,576000,,,
Australia,AUS,1850,605000,,,
Australia,AUS,1851,636000,,,
Australia,AUS,1852,710000,,,
Australia,AUS,1853,795000,,,
Australia,AUS,1854,887000,,,
Australia,AUS,1855,983000,,,
Australia,AUS,1856,1065000,,,
Australia,AUS,1857,1156000,,,
Australia,AUS,1858,1235000,,,
Australia,AUS,1859,1279000,,,
Australia,AUS,1860,1326000,,,
Australia,AUS,1861,1346000,,,
Australia,AUS,1862,1382000,,,
Australia,AUS,1863,1432000,,,
Australia,AUS,1864,1495000,,,
Australia,AUS,1865,1558000,,,
Australia,AUS,1866,1609000,,,
Australia,AUS,1867,1647000,,,
Australia,AUS,1868,1700000,,,
Australia,AUS,1869,1750000,,,
Australia,AUS,1870,1775000,,,
Australia,AUS,1871,1675000,,,
Australia,AUS,1872,1722000,,,
Australia,AUS,1873,1769000,,,
Australia,AUS,1874,1822000,,,
Australia,AUS,1875,1874000,,,
Australia,AUS,1876,1929000,,,
Australia,AUS,1877,1995000,,,
Australia,AUS,1878,2062000,,,
Australia,AUS,1879,2127000,,,
Australia,AUS,1880,2197000,,,
Australia,AUS,1881,2269000,,,
Australia,AUS,1882,2348000,,,
Australia,AUS,1883,2447000,,,
Australia,AUS,1884,2556000,,,
Australia,AUS,1885,2650000,,,
Australia,AUS,1886,2741000,,,
Australia,AUS,1887,2835000,,,
Australia,AUS,1888,2932000,,,
Australia,AUS,1889,3022000,,,
Australia,AUS,1890,3107000,,,
Australia,AUS,1891,3196000,,,
Australia,AUS,1892,3274000,,,
Australia,AUS,1893,3334000,,,
Australia,AUS,1894,3395000,,,
Australia,AUS,1895,3460000,,,
Australia,AUS,1896,3523000,,,
Australia,AUS,1897,3586000,,,
Australia,AUS,1898,3642000,,,
Australia,AUS,1899,3691000,,,
Australia,AUS,1900,3741000,,,
Australia,AUS,1901,3795000,,,
Australia,AUS,1902,3850000,,,
Australia,AUS,1903,3896000,,,
Australia,AUS,1904,3946000,,,
Australia,AUS,1905,4004000,,,
Australia,AUS,1906,4062000,,,
Australia,AUS,1907,4127000,,,
Australia,AUS,1908,4197000,,,
Australia,AUS,1909,4278000,,,
Australia,AUS,1910,4375000,,,
Australia,AUS,1911,4500000,,,
Australia,AUS,1912,4661000,,,
Australia,AUS,1913,4821000,,,
Australia,AUS,1914,4933000,,,
Australia,AUS,1915,4971000,,,
Australia,AUS,1916,4955000,,,
Australia,AUS,1917,4950000,,,
Australia,AUS,1918,5032000,,,
Australia,AUS,1919,5193000,,,
Australia,AUS,1920,5358000,,,
Australia,AUS,1921,5461000,,,
Australia,AUS,1922,5574000,,,
Australia,AUS,1923,5697000,,,
Australia,AUS,1924,5819000,,,
Australia,AUS,1925,5943000,,,
Australia,AUS,1926,6064000,,,
Australia,AUS,1927,6188000,,,
Australia,AUS,1928,6304000,,,
Australia,AUS,1929,6396000,,,
Australia,AUS,1930,6469000,,,
Australia,AUS,1931,6527000,,,
Australia,AUS,1932,6579000,,,
Australia,AUS,1933,6631000,,,
Australia,AUS,1934,6682000,,,
Australia,AUS,1935,6732000,,,
Australia,AUS,1936,6783000,,,
Australia,AUS,1937,6841000,,,
Australia,AUS,1938,6904000,,,
Australia,AUS,1939,6971000,,,
Australia,AUS,1940,7042000,,,
Australia,AUS,1941,7111000,,,
Australia,AUS,1942,7173000,,,
Australia,AUS,1943,7236000,,,
Australia,AUS,1944,7309000,,,
Australia,AUS,1945,7389000,,,
Australia,AUS,1946,7474000,,,
Australia,AUS,1947,7578000,,,
Australia,AUS,1948,7715000,,,
Australia,AUS,1949,7919000,,,
Australia,AUS,1950,8177344,,,
Australia,AUS,1951,8398540,,,
Australia,AUS,1952,8604679,,,
Australia,AUS,1953,8804552,,,
Australia,AUS,1954,9004634,,,
Australia,AUS,1955,9209085,,,
Australia,AUS,1956,9419635,,,
Australia,AUS,1957,9635700,,,
Australia,AUS,1958,9854726,,,
Australia,AUS,1959,10072762,,,
Australia,AUS,1960,10286184,,,0
Australia,AUS,1961,10493531,,,
Australia,AUS,1962,10697112,,,
Australia,AUS,1963,10903699,,,
Australia,AUS,1964,11122567,,,
Australia,AUS,1965,11359763,,,0
Australia,AUS,1966,11617580,,,
Australia,AUS,1967,11892163,,,
Australia,AUS,1968,12175746,,,
Australia,AUS,1969,12457299,,,
Australia,AUS,1970,12728362,,,0
Australia,AUS,1971,12987847,,,
Australia,AUS,1972,13236895,,,
Australia,AUS,1973,13472175,,,
Australia,AUS,1974,13690285,,,
Australia,AUS,1975,13889696,,,0
Australia,AUS,1976,14067994,,,0
Australia,AUS,1977,14227905,,,0
Australia,AUS,1978,14379565,,,0
Australia,AUS,1979,14536839,,,0
Australia,AUS,1980,14709918,,,0
Australia,AUS,1981,14901610,,,0
Australia,AUS,1982,15109659,,,0
Australia,AUS,1983,15332790,,,0
Australia,AUS,1984,15567927,,,0
Australia,AUS,1985,15812088,,,0
Australia,AUS,1986,16066496,,,0
Australia,AUS,1987,16330369,,,0.0272101980106349
Australia,AUS,1988,16596096,,,0.191330412532378
Australia,AUS,1989,16853690,,,0.562930830058121
Australia,AUS,1990,17096153,,28658.3658903333,1.08525510563051
Australia,AUS,1991,17320633,,28185.7529003265,1.68747757191837
Australia,AUS,1992,17529469,,27969.0661165142,2.84228227145591
Australia,AUS,1993,17727413,,28815.4629795064,3.90106470232417
Australia,AUS,1994,17921818,,29646.4192650494,6.82222190037241
Australia,AUS,1995,18118416,,30412.0780548637,12.4026767432607
Australia,AUS,1996,18319637,,31179.3078735732,21.8370664774486
Australia,AUS,1997,18525153,,32055.3850594342,24.7893769343349
Australia,AUS,1998,18734878,,33174.9076526314,26.3487176162715
Australia,AUS,1999,18947894,,34443.8661779261,33.4762643478792
Australia,AUS,2000,19164351,,35377.729551754,44.9075485120323
Australia,AUS,2001,19382188,,35578.642071091,57.7729503330638
Australia,AUS,2002,19604051,,36553.9646143988,65.0571283229007
Australia,AUS,2003,19840120,,37183.6845735971,72.8386068681014
Australia,AUS,2004,20103822,,38225.6937136627,82.6130218073814
Australia,AUS,2005,20403520,,38928.0407567854,91.012837998186
Australia,AUS,2006,20744295,,39445.1329184684,96.0453894178784
Australia,AUS,2007,21119988,,40680.1896301231,101.495875429138
Australia,AUS,2008,21513817,,41331.5279733539,103.642999906337
Australia,AUS,2009,21902300,,41266.8663842235,102.120424820967
Australia,AUS,2010,22268384,,41464.0400696359,101.71760805032
Australia,AUS,2011,22605732,,41894.1730524786,105.823899937895
Australia,AUS,2012,22918688,,42754.4562863267,106.643418769443
Australia,AUS,2013,23213944,,43118.0861274364,107.728789015672
Australia,AUS,2014,,,43547.1974836868,106.75337346624
Australia,AUS,2015,,Oceania,43923.2582693466,108.279330925333
Australia,AUS,2016,,,44493.4808943831,110.052090189742
Australia,AUS,2017,,,44648.7099113362,112.688620927757
Austria,AUT,1700,2500000,,,
Austria,AUT,1800,3205587,,,
Austria,AUT,1820,3369000,,,
Austria,AUT,1821,3386000,,,
Austria,AUT,1822,3402000,,,
Austria,AUT,1823,3419000,,,
Austria,AUT,1824,3436000,,,
Austria,AUT,1825,3452000,,,
Austria,AUT,1826,3469000,,,
Austria,AUT,1827,3486000,,,
Austria,AUT,1828,3504000,,,
Austria,AUT,1829,3521000,,,
Austria,AUT,1830,3538000,,,
Austria,AUT,1831,3555000,,,
Austria,AUT,1832,3573000,,,
Austria,AUT,1833,3590000,,,
Austria,AUT,1834,3608000,,,
Austria,AUT,1835,3626000,,,
Austria,AUT,1836,3614000,,,
Austria,AUT,1837,3662000,,,
Austria,AUT,1838,3680000,,,
Austria,AUT,1839,3698000,,,
Austria,AUT,1840,3716000,,,
Austria,AUT,1841,3739000,,,
Austria,AUT,1842,3762000,,,
Austria,AUT,1843,3785000,,,
Austria,AUT,1844,3808000,,,
Austria,AUT,1845,3831000,,,
Austria,AUT,1846,3855000,,,
Austria,AUT,1847,3878000,,,
Austria,AUT,1848,3902000,,,
Austria,AUT,1849,3926000,,,
Austria,AUT,1850,3950000,,,
Austria,AUT,1851,3978000,,,
Austria,AUT,1852,4006000,,,
Austria,AUT,1853,4035000,,,
Austria,AUT,1854,4063000,,,
Austria,AUT,1855,4092000,,,
Austria,AUT,1856,4120000,,,
Austria,AUT,1857,4150000,,,
Austria,AUT,1858,4178000,,,
Austria,AUT,1859,4206000,,,
Austria,AUT,1860,4235000,,,
Austria,AUT,1861,4263000,,,
Austria,AUT,1862,4292000,,,
Austria,AUT,1863,4321000,,,
Austria,AUT,1864,4350000,,,
Austria,AUT,1865,4380000,,,
Austria,AUT,1866,4409000,,,
Austria,AUT,1867,4439000,,,
Austria,AUT,1868,4469000,,,
Austria,AUT,1869,4499000,,,
Austria,AUT,1870,4520000,,,
Austria,AUT,1871,4562000,,,
Austria,AUT,1872,4604000,,,
Austria,AUT,1873,4646000,,,
Austria,AUT,1874,4688000,,,
Austria,AUT,1875,4730000,,,
Austria,AUT,1876,4772000,,,
Austria,AUT,1877,4815000,,,
Austria,AUT,1878,4857000,,,
Austria,AUT,1879,4899000,,,
Austria,AUT,1880,4941000,,,
Austria,AUT,1881,4985000,,,
Austria,AUT,1882,5030000,,,
Austria,AUT,1883,5075000,,,
Austria,AUT,1884,5121000,,,
Austria,AUT,1885,5166000,,,
Austria,AUT,1886,5212000,,,
Austria,AUT,1887,5257000,,,
Austria,AUT,1888,5303000,,,
Austria,AUT,1889,5348000,,,
Austria,AUT,1890,5394000,,,
Austria,AUT,1891,5446000,,,
Austria,AUT,1892,5504000,,,
Austria,AUT,1893,5563000,,,
Austria,AUT,1894,5622000,,,
Austria,AUT,1895,5680000,,,
Austria,AUT,1896,5739000,,,
Austria,AUT,1897,5798000,,,
Austria,AUT,1898,5856000,,,
Austria,AUT,1899,5915000,,,
Austria,AUT,1900,5973000,,,
Austria,AUT,1901,6035000,,,
Austria,AUT,1902,6099000,,,
Austria,AUT,1903,6164000,,,
Austria,AUT,1904,6228000,,,
Austria,AUT,1905,6292000,,,
Austria,AUT,1906,6357000,,,
Austria,AUT,1907,6421000,,,
Austria,AUT,1908,6485000,,,
Austria,AUT,1909,6550000,,,
Austria,AUT,1910,6614000,,,
Austria,AUT,1911,6669000,,,
Austria,AUT,1912,6724000,,,
Austria,AUT,1913,6767000,,,
Austria,AUT,1914,6806000,,,
Austria,AUT,1915,6843000,,,
Austria,AUT,1916,6825000,,,
Austria,AUT,1917,6785000,,,
Austria,AUT,1918,6727000,,,
Austria,AUT,1919,6420000,,,
Austria,AUT,1920,6455000,,,
Austria,AUT,1921,6504000,,,
Austria,AUT,1922,6528000,,,
Austria,AUT,1923,6543000,,,
Austria,AUT,1924,6562000,,,
Austria,AUT,1925,6582000,,,
Austria,AUT,1926,6603000,,,
Austria,AUT,1927,6623000,,,
Austria,AUT,1928,6643000,,,
Austria,AUT,1929,6664000,,,
Austria,AUT,1930,6684000,,,
Austria,AUT,1931,6705000,,,
Austria,AUT,1932,6725000,,,
Austria,AUT,1933,6746000,,,
Austria,AUT,1934,6760000,,,
Austria,AUT,1935,6761000,,,
Austria,AUT,1936,6758000,,,
Austria,AUT,1937,6755000,,,
Austria,AUT,1938,6753000,,,
Austria,AUT,1939,6653000,,,
Austria,AUT,1940,6705000,,,
Austria,AUT,1941,6745000,,,
