id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
25,"Bateman, James",Male,1815–1849,1815,1849,NA,NA,http://www.tate.org.uk/art/artists/james-bateman-25
701,"Bateman, James",Male,1893–1959,1893,1959,"Kendal, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-bateman-701
26,"Bates, Harry",Male,1850–1899,1850,1899,"Stevenage, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/harry-bates-26
702,"Bates, Maxwell",Male,1906–1980,1906,1980,"Calgary, Canada","Victoria, Canada",http://www.tate.org.uk/art/artists/maxwell-bates-702
8807,"Batterham, Richard",Male,born 1936,1936,NA,United Kingdom,NA,http://www.tate.org.uk/art/artists/richard-batterham-8807
703,"Bauchant, André",Male,1873–1958,1873,1958,"Château-Renault, France","Montoire-sur-le-Loir, France",http://www.tate.org.uk/art/artists/andre-bauchant-703
704,"Bauer, Marius",Male,1867–1932,1867,1932,"s Gravenhage, Nederland","Amsterdam, Nederland",http://www.tate.org.uk/art/artists/marius-bauer-704
705,"Baumeister, Willi",Male,1889–1955,1889,1955,"Stuttgart, Deutschland","Stuttgart, Deutschland",http://www.tate.org.uk/art/artists/willi-baumeister-705
706,"Baumgarten, Lothar",Male,born 1944,1944,NA,"Rheinsberg, Deutschland",NA,http://www.tate.org.uk/art/artists/lothar-baumgarten-706
707,"Bawden, Edward",Male,1903–1989,1903,1989,Braintree,"Essex, United Kingdom",http://www.tate.org.uk/art/artists/edward-bawden-707
708,"Bawden, Richard",Male,born 1936,1936,NA,"Essex, United Kingdom",NA,http://www.tate.org.uk/art/artists/richard-bawden-708
709,"Baxter, Glen",Male,born 1944,1944,NA,"Leeds, United Kingdom",NA,http://www.tate.org.uk/art/artists/glen-baxter-709
710,"Baxter, Iain",Male,born 1936,1936,NA,"England, United Kingdom",NA,http://www.tate.org.uk/art/artists/iain-baxter-710
2413,"Baxter, Thomas Tennant",Male,1894–1947,1894,1947,NA,NA,http://www.tate.org.uk/art/artists/thomas-tennant-baxter-2413
711,"Bayer, Herbert",Male,1900–1985,1900,1985,"Haag am Hausruck, Österreich","Santa Barbara, United States",http://www.tate.org.uk/art/artists/herbert-bayer-711
712,"Bayes, Gilbert",Male,1872–1953,1872,1953,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/gilbert-bayes-712
713,"Bayes, Walter",Male,1869–1956,1869,1956,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/walter-bayes-713
6275,"Baynard, Ed",Male,born 1940,1940,NA,"Washington, United States",NA,http://www.tate.org.uk/art/artists/ed-baynard-6275
714,"Baziotes, William",Male,1912–1963,1912,1963,"Pittsburgh, United States","New York, United States",http://www.tate.org.uk/art/artists/william-baziotes-714
27,"Beach, Thomas",Male,1738–1806,1738,1806,"Dorset, United Kingdom",Dorchester,http://www.tate.org.uk/art/artists/thomas-beach-27
2306,"Beale, Mary",Female,1633–1699,1633,1699,"Barrow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/mary-beale-2306
715,"Beament, Tib",Male,born 1941,1941,NA,Canada,NA,http://www.tate.org.uk/art/artists/tib-beament-715
2705,"Beard, John",Male,born 1943,1943,NA,"Aberdare, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-beard-2705
716,"Beardsley, Aubrey",Male,1872–1898,1872,1898,"Brighton, United Kingdom","Menton, France",http://www.tate.org.uk/art/artists/aubrey-beardsley-716
28,"Beare, George",Male,active 1743–1749,1743,1749,NA,"Andover, United Kingdom",http://www.tate.org.uk/art/artists/george-beare-28
717,"Beattie, Basil",Male,born 1935,1935,NA,"Hartlepool, United Kingdom",NA,http://www.tate.org.uk/art/artists/basil-beattie-717
29,"Beaumont, Sir George Howland, Bt",Male,1753–1827,1753,1827,"Great Dunmow, United Kingdom","Leicestershire, United Kingdom",http://www.tate.org.uk/art/artists/sir-george-howland-beaumont-bt-29
10983,"Beban, Breda",Female,1952–2012,1952,2012,"Novi Sad, Jugoslavija",NA,http://www.tate.org.uk/art/artists/breda-beban-10983
718,"Becher, Prof. Bernd",NA,"1931–2007, born 1934",1931,NA,NA,NA,http://www.tate.org.uk/art/artists/bernd-becher-and-hilla-becher-718
2557,"Becker, Ferdinand",Male,active 1793–1825,1793,1825,NA,NA,http://www.tate.org.uk/art/artists/ferdinand-becker-2557
719,"Becker, Harald",Male,born 1940,1940,NA,Deutschland,NA,http://www.tate.org.uk/art/artists/harald-becker-719
6303,"Beckley, Bill",Male,born 1946,1946,NA,"Hamburg, United States",NA,http://www.tate.org.uk/art/artists/bill-beckley-6303
720,"Beckmann, Max",Male,1884–1950,1884,1950,"Leipzig, Deutschland","New York, United States",http://www.tate.org.uk/art/artists/max-beckmann-720
9118,"Bedia, Jose",Male,born 1959,1959,NA,NA,NA,http://www.tate.org.uk/art/artists/jose-bedia-9118
30,"Beechey, Sir William",Male,1753–1839,1753,1839,"Burford, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-beechey-30
721,"Beer, Richard",Male,born 1928,1928,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/richard-beer-721
722,"Beerbohm, Sir Max",Male,1872–1956,1872,1956,"London, United Kingdom","Rapallo, Italia",http://www.tate.org.uk/art/artists/sir-max-beerbohm-722
723,"Beeton, Alan",Male,1880–1942,1880,1942,"Hampstead, United Kingdom","Reading, United Kingdom",http://www.tate.org.uk/art/artists/alan-beeton-723
724,"Beggs, Guy",Male,born 1947,1947,NA,"Durban, South Africa",NA,http://www.tate.org.uk/art/artists/guy-beggs-724
31,"Behnes, William",Male,1795–1864,1795,1864,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-behnes-31
725,"Belcher, George",Male,1875–1947,1875,1947,"Greater London, United Kingdom","Chiddingfold, United Kingdom",http://www.tate.org.uk/art/artists/george-belcher-725
11822,"Belhaj-Kacem, Mehdi",Male,born 1973,1973,NA,"Paris, France",NA,http://www.tate.org.uk/art/artists/mehdi-belhaj-kacem-11822
726,"Bell, Graham",Male,1910–1943,1910,1943,South Africa,NA,http://www.tate.org.uk/art/artists/graham-bell-726
32,"Bell, John Zephaniah",Male,1794–1883,1794,1883,"Dundee, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-zephaniah-bell-32
727,"Bell, Larry",Male,born 1939,1939,NA,"Chicago, United States",NA,http://www.tate.org.uk/art/artists/larry-bell-727
728,"Bell, Laura Anning",Female,1867–1950,1867,1950,France,"London, United Kingdom",http://www.tate.org.uk/art/artists/laura-anning-bell-728
729,"Bell, Robert Anning",Male,1863–1933,1863,1933,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-anning-bell-729
730,"Bell, Trevor",Male,born 1930,1930,NA,"Leeds, United Kingdom",NA,http://www.tate.org.uk/art/artists/trevor-bell-730
731,"Bell, Vanessa",Female,1879–1961,1879,1961,"Kensington, United Kingdom","West Sussex, United Kingdom",http://www.tate.org.uk/art/artists/vanessa-bell-731
732,"Bellany, John",Male,1942–2013,1942,2013,"Port Seton, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-bellany-732
733,"Bellegarde, Claude",Male,born 1927,1927,NA,"Paris, France",NA,http://www.tate.org.uk/art/artists/claude-bellegarde-733
735,"Bellingham-Smith, Elinor",Female,1906–1988,1906,1988,"London, United Kingdom","Ipswich, United Kingdom",http://www.tate.org.uk/art/artists/elinor-bellingham-smith-735
736,"Bellmer, Hans",Male,1902–1975,1902,1975,"Katowice, Polska","Paris, France",http://www.tate.org.uk/art/artists/hans-bellmer-736
2618,"Belloguet, A.",NA,19th century,1800,1899,NA,NA,http://www.tate.org.uk/art/artists/a-belloguet-2618
2549,"Benazech, Peter Paul",Male,c.1744–c.1783,1744,1783,NA,NA,http://www.tate.org.uk/art/artists/peter-paul-benazech-2549
18264,"Bendix Skyum Larsen, Nikolaj",NA,born 1971,1971,NA,NA,NA,http://www.tate.org.uk/art/artists/nikolaj-bendix-skyum-larsen-18264
7290,"Benglis, Lynda",Female,born 1941,1941,NA,"Louisiana, United States",NA,http://www.tate.org.uk/art/artists/lynda-benglis-7290
737,"Benjamin, Anthony",Male,1931–2002,1931,2002,"Hampshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/anthony-benjamin-737
33,"Bennett, William",Male,1811–1871,1811,1871,NA,NA,http://www.tate.org.uk/art/artists/william-bennett-33
738,"Benois, Alexander",Male,1870–1960,1870,1960,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/alexander-benois-738
739,"Benois, Nadia",Female,1896–1975,1896,1975,"Sankt-Peterburg, Rossiya","Gloucestershire, United Kingdom",http://www.tate.org.uk/art/artists/nadia-benois-739
2240,"Benrath, Frédéric",Male,born 1930,1930,NA,"Chatou, France",NA,http://www.tate.org.uk/art/artists/frederic-benrath-2240
740,"Benson, Abraham Harris",Male,1878–1929,1878,1929,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/abraham-harris-benson-740
741,"Béraud, Jean",Male,1849–1935,1849,1935,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/jean-beraud-741
742,"Berber, Mersad",Male,born 1940,1940,NA,"Bosanski Petrovac, Bosna i Hercegovina",NA,http://www.tate.org.uk/art/artists/mersad-berber-742
743,"Berg, Adrian",Male,1929–2011,1929,2011,"London, United Kingdom","Brighton, United Kingdom",http://www.tate.org.uk/art/artists/adrian-berg-743
18242,"Bergvall, Caroline",NA,born 1962,1962,NA,NA,NA,http://www.tate.org.uk/art/artists/caroline-bergvall-18242
2481,"Berkeley, Rev C J R",Male,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/rev-c-j-r-berkeley-2481
744,"Berman, Eugène",Male,1899–1972,1899,1972,"Sankt-Peterburg, Rossiya","Roma, Italia",http://www.tate.org.uk/art/artists/eugene-berman-744
745,"Bernik, Janez",Male,born 1933,1933,NA,Slovenija,NA,http://www.tate.org.uk/art/artists/janez-bernik-745
746,"Berry, John, CBE",Male,born 1925,1925,NA,NA,NA,http://www.tate.org.uk/art/artists/john-berry-746
2234,"Berthot, Jake",Male,born 1939,1939,NA,"Niagara Falls, United States",NA,http://www.tate.org.uk/art/artists/jake-berthot-2234
34,"Bettes, John",Male,active 1531–1570,1531,1570,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/john-bettes-34
747,"Beuys, Joseph",Male,1921–1986,1921,1986,"Krefeld, Deutschland","Düsseldorf, Deutschland",http://www.tate.org.uk/art/artists/joseph-beuys-747
748,"Bevan, Robert",Male,1865–1925,1865,1925,"Hove, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-bevan-748
2371,"Bevan, Tony",Male,born 1951,1951,NA,"Bradford, United Kingdom",NA,http://www.tate.org.uk/art/artists/tony-bevan-2371
35,"Bewick, Thomas",Male,1753–1828,1753,1828,"England, United Kingdom",Gateshead,http://www.tate.org.uk/art/artists/thomas-bewick-35
5469,"Bhimji, Zarina",Female,born 1963,1963,NA,"Mbarara, Uganda",NA,http://www.tate.org.uk/art/artists/zarina-bhimji-5469
749,"Bicât, André",Male,1909–1996,1909,1996,"Essex, United Kingdom",NA,http://www.tate.org.uk/art/artists/andre-bicat-749
2296,"Bickerton, Ashley",Male,born 1959,1959,NA,Barbados,NA,http://www.tate.org.uk/art/artists/ashley-bickerton-2296
750,"Biederman, Charles",Male,1906– 2004,1906,2004,"Cleveland, United States",NA,http://www.tate.org.uk/art/artists/charles-biederman-750
15999,"Biermann, Aenne",Female,1893–1933,1893,1933,"Goch, Deutschland","Gera, Deutschland",http://www.tate.org.uk/art/artists/aenne-biermann-15999
1658,"Bigge, John",Male,1892–1973,1892,1973,"Oxford, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-bigge-sir-john-amherst-selby-bigge-bt-1658
12110,"Bill, Simon",Male,born 1958,1958,NA,"Kingston-upon-Thames, United Kingdom",NA,http://www.tate.org.uk/art/artists/simon-bill-12110
2749,"Billingham, Richard",Male,born 1970,1970,NA,"Birmingham, United Kingdom",NA,http://www.tate.org.uk/art/artists/richard-billingham-2749
751,"Binning, Bertram",Male,1909–1976,1909,1976,"Alberta, Canada","West Vancouver, Canada",http://www.tate.org.uk/art/artists/bertram-binning-751
752,"Bionda, Mario",Male,1913–1985,1913,1985,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-bionda-752
753,"Birch, Samuel John Lamorna",Male,1869–1955,1869,1955,Egremont,"England, United Kingdom",http://www.tate.org.uk/art/artists/samuel-john-lamorna-birch-753
36,"Bird, Edward",Male,1762–1819,1762,1819,"Wolverhampton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-bird-36
754,"Bird, John",Male,born 1945,1945,NA,"Doncaster, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-bird-754
16782,"Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)",Male,established 2004,2004,NA,NA,NA,http://www.tate.org.uk/art/artists/birdhead-ji-weiyu-born-1980-song-tao-born-1979-16782
755,"Bishop, Henry",Male,1868–1939,1868,1939,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-bishop-755
756,"Bissier, Julius",Male,1893–1965,1893,1965,"Freiburg im Breisgau, Deutschland","Ascona, Schweiz",http://www.tate.org.uk/art/artists/julius-bissier-756
757,"Bissière, Roger",Male,1886–1964,1886,1964,"Lot-et-Garonne, France","Lot, France",http://www.tate.org.uk/art/artists/roger-bissiere-757
758,"Bissill, George",Male,1896–1973,1896,1973,"Fairford, United Kingdom",NA,http://www.tate.org.uk/art/artists/george-bissill-758
6500,"Bjørlo, Per Inge",Male,born 1952,1952,NA,"Ålesund, Norge",NA,http://www.tate.org.uk/art/artists/per-inge-bjrlo-6500
9260,Black Audio Film Collective (John Akomfrah; Reece Auguis; Edward George; Lina Gopaul; Avril Johnson; David Lawson; Trevo,NA,1982–98 born 1958; born 1958; born1963; born 1959; born 1958; born 1962; born 1960,1958,1998,NA,NA,http://www.tate.org.uk/art/artists/black-audio-film-collective-john-akomfrah-reece-auguis-edward-george-lina-gopaul-avril-9260
11563,"Black, Karla",Female,born 1972,1972,NA,"Alexandria, United Kingdom",NA,http://www.tate.org.uk/art/artists/karla-black-11563
759,"Black, Sheila",Female,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/sheila-black-759
760,"Blackadder, Elizabeth",Female,born 1931,1931,NA,"Falkirk, United Kingdom",NA,http://www.tate.org.uk/art/artists/elizabeth-blackadder-760
761,"Blacker, Kate",Female,born 1955,1955,NA,"Petersfield, United Kingdom",NA,http://www.tate.org.uk/art/artists/kate-blacker-761
2245,"Blais, Jean-Charles",Male,born 1956,1956,NA,"Nantes, France",NA,http://www.tate.org.uk/art/artists/jean-charles-blais-2245
37,"Blake, Benjamin",Male,c.1790–c.1830,1790,1830,NA,NA,http://www.tate.org.uk/art/artists/benjamin-blake-37
762,"Blake, John",Male,born 1945,1945,NA,"Rhode Island, United States",NA,http://www.tate.org.uk/art/artists/john-blake-762
763,"Blake, Peter",Male,born 1932,1932,NA,"Dartford, United Kingdom",NA,http://www.tate.org.uk/art/artists/peter-blake-763
38,"Blake, Robert",Male,1762–1787,1762,1787,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-blake-38
39,"Blake, William",Male,1757–1827,1757,1827,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-blake-39
764,"Blamey, Norman",Male,1914–2000,1914,2000,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/norman-blamey-764
765,"Blanche, Jacques-Emile",Male,1861–1942,1861,1942,Auteuil,"Paris, France",http://www.tate.org.uk/art/artists/jacques-emile-blanche-765
766,"Bland, Beatrice",Female,1864–1951,1864,1951,"Lincolnshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/beatrice-bland-766
767,"Blaymires, Charles Henry",Male,1908–c.1970s,1908,1970,NA,NA,http://www.tate.org.uk/art/artists/charles-henry-blaymires-767
2759,"Bleckner, Ross",Male,born 1949,1949,NA,"New York, United States",NA,http://www.tate.org.uk/art/artists/ross-bleckner-2759
3652,"Blees Luxemburg, Rut",Female,born 1967,1967,NA,Deutschland,NA,http://www.tate.org.uk/art/artists/rut-blees-luxemburg-3652
768,"Bliss, Douglas Percy",Male,1900–1984,1900,1984,"Karachi, Pakistan",NA,http://www.tate.org.uk/art/artists/douglas-percy-bliss-768
769,"Bloch, Martin",Male,1883–1954,1883,1954,Schlesien,"London, United Kingdom",http://www.tate.org.uk/art/artists/martin-bloch-769
13711,"Blom, Ansuya",Female,born 1956,1956,NA,"Groningen, Nederland",NA,http://www.tate.org.uk/art/artists/ansuya-blom-13711
2229,"Blore, Edward",Male,1789–1879,1789,1879,"Stamford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-blore-2229
770,"Blow, Sandra",Female,1925–2006,1925,2006,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/sandra-blow-770
13048,"Bo, Hou",Female,born 1924,1924,NA,Zhonghua,NA,http://www.tate.org.uk/art/artists/hou-bo-13048
771,"Boccioni, Umberto",Male,1882–1916,1882,1916,"Reggio di Calabria, Italia","Veneto, Italia",http://www.tate.org.uk/art/artists/umberto-boccioni-771
772,"Bochner, Mel",Male,born 1940,1940,NA,"Pittsburgh, United States",NA,http://www.tate.org.uk/art/artists/mel-bochner-772
773,"Bock, Théophile de",Male,1851–1904,1851,1904,"s Gravenhage, Nederland","Haarlem, Nederland",http://www.tate.org.uk/art/artists/theophile-de-bock-773
774,"Boden, Neville",Male,1929–1996,1929,1996,South Africa,NA,http://www.tate.org.uk/art/artists/neville-boden-774
40,"Boehm, Sir Joseph Edgar",Male,1834–1890,1834,1890,"Wien, Österreich","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-joseph-edgar-boehm-40
7713,"Boetti, Alighiero",Male,1940–1994,1940,1994,"Torino, Italia",NA,http://www.tate.org.uk/art/artists/alighiero-e-boetti-7713
9822,"Bohm, Dorothy",Female,born 1924,1924,NA,"Königsberg in Bayern, Deutschland",NA,http://www.tate.org.uk/art/artists/dorothy-bohm-9822
775,"Boisvert, Gilles",Male,born 1940,1940,NA,"Québec, Canada",NA,http://www.tate.org.uk/art/artists/gilles-boisvert-775
2740,"Boitard, Louis Philippe",Male,active 1734–1760,1734,1760,France,NA,http://www.tate.org.uk/art/artists/louis-philippe-boitard-2740
2305,"Boltanski, Christian",Male,born 1944,1944,NA,"Paris, France",NA,http://www.tate.org.uk/art/artists/christian-boltanski-2305
776,"Bolus, Michael",Male,1934–2013,1934,2013,South Africa,NA,http://www.tate.org.uk/art/artists/michael-bolus-776
777,"Bomberg, David",Male,1890–1957,1890,1957,"Birmingham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/david-bomberg-777
2586,"Bond, Henry",Male,born 1966,1966,NA,"Great Britain, United Kingdom",NA,http://www.tate.org.uk/art/artists/henry-bond-2586
778,"Bone, Sir Muirhead",Male,1876–1953,1876,1953,NA,"Oxford, United Kingdom",http://www.tate.org.uk/art/artists/sir-muirhead-bone-778
779,"Bone, Stephen",Male,1904–1958,1904,1958,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/stephen-bone-779
780,"Bonechi, Lorenzo",Male,born 1955,1955,1994,"Figline Valdarno, Italia",NA,http://www.tate.org.uk/art/artists/lorenzo-bonechi-780
41,"Bonington, Richard Parkes",Male,1802–1828,1802,1828,"Arnold, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-parkes-bonington-41
