text,speaker,season,episode,scene,utterance
"Yeah, sorry, the swallowing slowed me down.",Joey Tribbiani,1,2,3,4
Whose little ball of paper is this?!,Monica Geller,1,2,3,5
"Oh, uh, that would be mine. See, I wrote a note to myself, and then I realised I didn't need it, so I balled it up and... ...now I wish I was dead.",Chandler Bing,1,2,3,6
(Monica starts to fluff a pillow.),Scene Directions,1,2,3,7
"She's already fluffed that pillow... Monica, you know, you've already fluffed that- -but, it's fine!",Phoebe Buffay,1,2,3,8
"Look , I'm sorry, guys, I just don't wanna give them any more ammunition than they already have.",Monica Geller,1,2,3,9
"Yes, and we all know how cruel a parent can be about the flatness of a child's pillow.",Chandler Bing,1,2,3,10
"Monica- Hi! Um, Monica, you're scaring me. I mean, you're like, you're like all chaotic and twirly. And not-not in a good way.",Phoebe Buffay,1,2,3,11
"Yeah, calm down. You don't see Ross getting all chaotic and twirly every time they come.",Joey Tribbiani,1,2,3,12
"That's because as far as my parents are concerned, Ross can do no wrong. Y'see, he's the Prince. Apparently they had some big ceremony before I was born.",Monica Geller,1,2,3,13
"Ew, ew, ew, ew ew ew ew ew!",Chandler Bing,1,2,3,14
What?,Monica Geller,1,2,3,15
Ugly Naked Guy got a Thighmaster!,Chandler Bing,1,2,3,16
Eeaagh!,#ALL#,1,2,3,17
(Rachel enters from her room.),Scene Directions,1,2,3,18
Has anybody seen my engagement ring?,Rachel Green,1,2,3,19
"Yeah, it's beautiful.",Phoebe Buffay,1,2,3,20
"Oh God, oh God, oh God oh God oh God oh God....",Rachel Green,1,2,3,21
"No, look, don't touch that!",Phoebe Buffay,1,2,3,22
"Oh, like I wasn't dreading tomorrow enough, having to give it back to him... 'Hi Barry! Remember me? I'm the girl in the veil who stomped on your heart in front of your entire family!' Oh God and now I'm gonna have to return the ring, without the ring, which makes it so much harder...",Rachel Green,1,2,3,23
"Easy Rach, we'll find it. Won't we!",Monica Geller,1,2,3,24
Oh! Yeah!,NA,1,2,3,25
"Alright, when'd'ya have it on last?",Joey Tribbiani,1,2,3,26
Doy! Probably right before she lost it!,Phoebe Buffay,1,2,3,27
You don't get a lot of 'doy' these days...,Chandler Bing,1,2,3,28
"I know I had it this morning, and I know I had it when I was in the kitchen with...",Rachel Green,1,2,3,29
...Dinah?,Chandler Bing,1,2,3,30
"Ohhhhh, don't be mad...",Rachel Green,1,2,3,31
You didn't.,Monica Geller,1,2,3,32
"Oh, I am sorry...",Rachel Green,1,2,3,33
I gave you one job!,Monica Geller,1,2,3,34
"Oh, but look how straight those noodles are!",Rachel Green,1,2,3,35
"Now, Monica, you know that's not how you look for an engagement ring in a lasagne...",Chandler Bing,1,2,3,36
I just... can't do it.,Monica Geller,1,2,3,37
Boys? We're going in.,Chandler Bing,1,2,3,38
"(Chandler, Joey, and Phoebe start to pick through the lasagne as there's a knock on the door which Monica answers.)",Scene Directions,1,2,3,39
.....Hi.,Ross Geller,1,2,3,40
Wow. That is not a happy hi.,Monica Geller,1,2,3,41
Carol's pregnant.,Ross Geller,1,2,3,42
Ooh! I found it!,Phoebe Buffay,1,2,3,43
W-w-wh-... wha-... w-w-w-...,Monica Geller,1,2,3,44
"Yeah. Do that for another two hours, you might be where I am right about now.",Ross Geller,1,2,3,45
"Kinda puts that whole pillow thing in perspective, huh, Mon?",Chandler Bing,1,2,3,46
"Well now, how-how do you fit into this whole thing?",Rachel Green,1,2,3,47
"Well, Carol says she and Susan want me to be involved, but if I'm not comfortable with it, I don't have to be involved.. basically it's entirely up to me.",Ross Geller,1,2,3,48
She is so great! I miss her.,Phoebe Buffay,1,2,3,49
What does she mean by 'involved'?,Monica Geller,1,2,3,50
"I mean presumably, the biggest part of your job is done.",Chandler Bing,1,2,3,51
"Anyway, they want me to go down to this- sonogram thing with them tomorrow.",Ross Geller,1,2,3,52
So what are you gonna do?,Rachel Green,1,2,3,53
"I have no idea. No matter what I do, though, I'm still gonna be a father.",Ross Geller,1,2,3,54
(Joey starts to eat the rest of the lasagne and everyone turns and stares at him.),Scene Directions,1,2,3,55
".....Well, this is still ruined, right?",Joey Tribbiani,1,2,3,56
"Oh, Martha Ludwin's daughter is gonna call you. Mmm! What's that curry taste?",Judy Geller,1,2,4,1
Curry.,Monica Geller,1,2,4,2
Mmmm!,Judy Geller,1,2,4,3
"I- I think they're great! I, I really do.",Ross Geller,1,2,4,4
"Do you remember the Ludwins? The big one had a thing for you, didn't she?",Ross Geller,1,2,4,5
They all had a thing for him.,Judy Geller,1,2,4,6
"Aw, Mom...",Ross Geller,1,2,4,7
"I'm sorry, why is this girl going to call me?",Monica Geller,1,2,4,8
"Oh, she just graduated, and she wants to be something in cooking, or food, or.... I don't know. Anyway, I told her you had a restaurant-",Judy Geller,1,2,4,9
"No Mom, I don't have a restaurant, I work in a restaurant.",Monica Geller,1,2,4,10
"Well, they don't have to know that...",Judy Geller,1,2,4,11
"Ross, could you come and help me with the spaghetti, please?",Monica Geller,1,2,4,12
Yeah.,Ross Geller,1,2,4,13
"Oh, we're having spaghetti! That's.... easy.",Judy Geller,1,2,4,14
"I know this is going to sound unbelievably selfish, but, were you planning on bringing up the whole baby/lesbian thing? Because I think it might take some of the heat off me.",Monica Geller,1,2,4,15
"[Time Lapse, everyone is now eating.]",Scene Directions,1,2,4,16
"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",Judy Geller,1,2,4,17
I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,Ross Geller,1,2,4,18
"Well, at least she had the chance to leave a man at the altar...",Judy Geller,1,2,4,19
What's that supposed to mean?,Monica Geller,1,2,4,20
Nothing! It's an expression.,Judy Geller,1,2,4,21
No it's not.,Monica Geller,1,2,4,22
"Don't listen to your mother. You're independent, and you always have been! Even when you were a kid... and you were chubby, and you had no friends, you were just fine! And you would read alone in your room, and your puzzles...",Ross Geller,1,2,4,23
[Time Lapse.],Scene Directions,1,2,4,24
"Look, there are people like Ross who need to shoot for the stars, with his museum, and his papers getting published. Other people are satisfied with staying where they are- I'm telling you, these are the people who never get cancer.",Ross Geller,1,2,4,25
[Time Lapse.],Scene Directions,1,2,4,26
"...And I read about these women trying to have it all, and I thank God 'Our Little Harmonica' doesn't seem to have that problem.",Ross Geller,1,2,4,27
"So, Ross, what's going on with you? Any stories? No news, no little anecdotes to share with the folks?",Monica Geller,1,2,4,28
"Okay! Okay. Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.",Ross Geller,1,2,4,29
(Stunned silence ensues.),Scene Directions,1,2,4,30
And you knew about this?!,Judy Geller,1,2,4,31
"Your folks are really that bad, huh?",Joey Tribbiani,1,2,5,1
"Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.",Ross Geller,1,2,5,2
"Boy, I know they say you can't change your parents,... boy, if you could- -I'd want yours.",Monica Geller,1,2,5,3
Must pee.,Ross Geller,1,2,5,4
"Y'know, it's even worse when you're twins.",Phoebe Buffay,1,2,5,5
You're twins?,Rachel Green,1,2,5,6
"Yeah. We don't speak. She's like this high-powered, driven career type.",Phoebe Buffay,1,2,5,7
What does she do?,Chandler Bing,1,2,5,8
She's a waitress.,Phoebe Buffay,1,2,5,9
"All right, you guys, I kinda gotta clean up now.",Rachel Green,1,2,5,10
"Chandler, you're an only child, right? You don't have any of this.",Monica Geller,1,2,5,11
"Well, no, although I did have an imaginary friend, who... my parents actually preferred.",Chandler Bing,1,2,5,12
"The lights, please..",Rachel Green,1,2,5,13
"(Joey turns off the lights, and they all leave as Rachel starts to clean up. Ross enters from the bathroom.)",Scene Directions,1,2,5,14
...How long was I in there?,Ross Geller,1,2,5,15
I'm just cleaning up.,Rachel Green,1,2,5,16
D'ya.. uh.. d'ya need any help?,Ross Geller,1,2,5,17
"Uh.. okay, sure! Thanks!",Rachel Green,1,2,5,18
"Anyway.. um.. So, you- uh- you nervous about Barry tomorrow?",Ross Geller,1,2,5,19
Oh.. a little..,Rachel Green,1,2,5,20
Mm-hmm..,Ross Geller,1,2,5,21
A lot.,Rachel Green,1,2,5,22
Mm.,Ross Geller,1,2,5,23
"So, got any advice? Y'know, as someone who's recently been- dumped?",Rachel Green,1,2,5,24
"Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN...",Ross Geller,1,2,5,25
"Oh, you've got Carol tomorrow.. When did it get so complicated?",Rachel Green,1,2,5,26
Got me.,Ross Geller,1,2,5,27
Remember when we were in high school together?,Rachel Green,1,2,5,28
Yeah.,Ross Geller,1,2,5,29
"I mean, didn't you think you were just gonna meet somone, fall in love- and that'd be it? ..Ross?",Rachel Green,1,2,5,30
"Yes, yes!",Ross Geller,1,2,5,31
"Oh! Man, I never thought I'd be here..",Rachel Green,1,2,5,32
Me either...,Ross Geller,1,2,5,33
"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",Ross Geller,1,2,6,1
(Susan enters holding a drink.),Scene Directions,1,2,6,2
Hi.,Susan Bunch,1,2,6,3
"Ross, you remember Susan.",Carol Willick,1,2,6,4
How could I forget?,Ross Geller,1,2,6,5
Ross.,Susan Bunch,1,2,6,6
"Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?",Ross Geller,1,2,6,7
Dr. Oberman.,Carol Willick,1,2,6,8
..Dr. Oberman. Okay. And is he-,Ross Geller,1,2,6,9
She.,Susan Bunch,1,2,6,10
"-she, of course, she- uh- familiar with our.. special situation?",Ross Geller,1,2,6,11
"Yes, and she's very supportive.",Carol Willick,1,2,6,12
"Okay, that's great. No, I'm- Oh.",Ross Geller,1,2,6,13
Thanks.,Carol Willick,1,2,6,14
"Quack, quack..",Ross Geller,1,2,6,15
Ross? That opens my cervix.,Carol Willick,1,2,6,16
Barry?,Rachel Green,1,2,7,1
C'mon in.,Barry Farber,1,2,7,2
Are you sure?,Rachel Green,1,2,7,3
"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",Barry Farber,1,2,7,4
Huh?!,Robbie,1,2,7,5
"So, how ya doin?",Barry Farber,1,2,7,6
I'm- uh- I'm okay... You look great!,Rachel Green,1,2,7,7
"Yeah, well..",Barry Farber,1,2,7,8
"Dr. Farber, Jason Greenstein's gagging.",Bernice,1,2,7,9
Be right there. Be back in a sec.,Barry Farber,1,2,7,10
(As Barry exits Robbie stares at Rachel.),Scene Directions,1,2,7,11
I dumped him.,Rachel Green,1,2,7,12
Okay.,Robbie,1,2,7,13
"So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?",Ross Geller,1,2,8,1
Give me a 'for instance'.,Carol Willick,1,2,8,2
"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?",Ross Geller,1,2,8,3
Marlon-,Carol Willick,1,2,8,4
Marlon?!,Ross Geller,1,2,8,5
"-if it's a boy, Minnie if it's a girl.",Carol Willick,1,2,8,6
...As in Mouse?,Ross Geller,1,2,8,7
As in my grandmother.,Carol Willick,1,2,8,8
"Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?",Ross Geller,1,2,8,9
Julia..,Carol Willick,1,2,8,10
We agreed on Minnie.,Susan Bunch,1,2,8,11
"'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?",Ross Geller,1,2,8,12
Sorry about that. So. What have you been up to?,Barry Farber,1,2,9,1
"Oh, not much. I-I got a job.",Rachel Green,1,2,9,2
"Oh, that's great.",Barry Farber,1,2,9,3
Why are- why are you so tanned?,Rachel Green,1,2,9,4
"Oh, I, uh- I went to Aruba.",Barry Farber,1,2,9,5
Oh no. You went on our honeymoon alone?,Rachel Green,1,2,9,6
"No. I went with, uh.. Now, this may hurt.",Barry Farber,1,2,9,7
Me?!,Robbie,1,2,9,8
No! I went with Mindy.,Barry Farber,1,2,9,9
"Mindy?! My maid of honour, Mindy?!",Rachel Green,1,2,9,10
"Yeah, well, uh, we're kind of a thing now.",Barry Farber,1,2,9,11
"Oh! Well, um.. You've got plugs!",Rachel Green,1,2,9,12
Careful! They haven't quite taken yet.,Barry Farber,1,2,9,13
And you've got lenses! But you hate sticking your finger in your eye!,Rachel Green,1,2,9,14
"Not for her. Listen, I really wanted to thank you.",Barry Farber,1,2,9,15
Okay..,Rachel Green,1,2,9,16
"See, about a month ago, I wanted to hurt you. More than I've ever wanted to hurt anyone in my life. And I'm an orthodontist.",Barry Farber,1,2,9,17
Wow.,Rachel Green,1,2,9,18
"You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit.",Barry Farber,1,2,9,19
What?,Rachel Green,1,2,9,20
Me.,Robbie,1,2,9,21
"Anyway, um, I guess this belongs to you. And thank you for giving it to me.",Rachel Green,1,2,9,22
"Well, thank you for giving it back.",Barry Farber,1,2,9,23
(Barry and Rachel look at each other.),Scene Directions,1,2,9,24
Hello?!,Robbie,1,2,9,25
"Oh, please! What's wrong with Helen?",Susan Bunch,1,2,10,1
Helen Geller? I don't think so.,Ross Geller,1,2,10,2
Hello? It's not gonna be Helen Geller.,Carol Willick,1,2,10,3
Thank you!,Ross Geller,1,2,10,4
"No, I mean it's not Geller.",Carol Willick,1,2,10,5
"What, it's gonna be Helen Willick?",Ross Geller,1,2,10,6
"No, actually, um, we talked about Helen Willick-Bunch.",Carol Willick,1,2,10,7
"Well, wait a minute, wha- why is she in the title?",Ross Geller,1,2,10,8
It's my baby too.,Susan Bunch,1,2,10,9
"Oh, 's'funny, really? Um, I don't remember you making any sperm.",Ross Geller,1,2,10,10
"Yeah, and we all know what a challenge that is!",Susan Bunch,1,2,10,11
"All right, you two, stop it!",Carol Willick,1,2,10,12
"No no no, she gets a credit, hey, I'm in there too.",Ross Geller,1,2,10,13
Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.,Carol Willick,1,2,10,14
"Of course not, I'm... suggesting Geller-Willick-Bunch.",Ross Geller,1,2,10,15
"Oh, no, nonononono, you see what he's doing? He knows no-one's gonna say all those names, so they'll wind up calling her Geller, then he gets his way!",Susan Bunch,1,2,10,16
"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-",Ross Geller,1,2,10,17
Knock knock!How are we today? Any nausea?,Dr. Oberman,1,2,10,18
Yeah. Yeah. A little.,#ALL#,1,2,10,19
"Well, I was just wondering about the mother-to-be, but.. thanks for sharing. Uh, lie back..",Dr. Oberman,1,2,10,20
"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now.",Ross Geller,1,2,10,21
"(He turns to go, but the sound of the sonogram catches hes ear. He returns and stares at it.)",Scene Directions,1,2,10,22
Oh my God.,Ross Geller,1,2,10,23
Look at that.,Susan Bunch,1,2,10,24
I know.,Carol Willick,1,2,10,25
Well? Isn't that amazing?,Ross Geller,1,2,11,1
What are we supposed to be seeing here?,Joey Tribbiani,1,2,11,2
"I dunno, but.. I think it's about to attack the Enterprise.",Chandler Bing,1,2,11,3
"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",Phoebe Buffay,1,2,11,4
"Then don't do that, alright?",Ross Geller,1,2,11,5
Okay!,Phoebe Buffay,1,2,11,6
Monica. Whaddya think?,Ross Geller,1,2,11,7
Mm-hmm.,Monica Geller,1,2,11,8
