season,episode,scene,utterance,emotion
1,10,6,14,Neutral
1,10,6,15,Neutral
1,10,6,16,Neutral
1,10,6,17,Scared
1,10,6,18,Neutral
1,10,6,19,Neutral
1,10,6,20,Neutral
1,10,6,21,Neutral
1,10,6,22,Neutral
1,10,6,24,Joyful
1,10,6,25,Peaceful
1,11,1,1,Neutral
1,11,1,2,Neutral
1,11,1,3,Peaceful
1,11,1,4,Joyful
1,11,1,5,Joyful
1,11,1,6,Scared
1,11,1,8,Neutral
1,11,1,9,Joyful
1,11,1,11,Joyful
1,11,1,12,Mad
1,11,1,13,Joyful
1,11,1,14,Mad
1,11,1,15,Powerful
1,11,1,16,Mad
1,11,1,17,Joyful
1,11,1,18,Joyful
1,11,1,20,Joyful
1,11,2,1,Joyful
1,11,2,2,Powerful
1,11,2,3,Neutral
1,11,2,4,Neutral
1,11,2,5,Neutral
1,11,2,6,Neutral
1,11,2,7,Neutral
1,11,2,8,Joyful
1,11,2,9,Neutral
1,11,2,10,Neutral
1,11,4,1,Mad
1,11,4,3,Neutral
1,11,4,4,Mad
1,11,4,5,Joyful
1,11,4,6,Joyful
1,11,7,1,Neutral
1,11,7,2,Neutral
1,11,7,3,Neutral
1,11,7,4,Neutral
1,11,7,5,Neutral
1,11,7,6,Neutral
1,11,7,7,Neutral
1,11,7,8,Powerful
1,11,8,1,Scared
1,11,8,2,Powerful
1,11,8,3,Mad
1,11,8,4,Scared
1,11,8,5,Mad
1,11,8,6,Scared
1,11,8,7,Mad
1,11,8,8,Peaceful
1,11,8,9,Mad
1,11,8,10,Neutral
1,11,8,11,Mad
1,11,8,12,Mad
1,11,8,13,Scared
1,11,8,14,Mad
1,11,8,15,Sad
1,11,8,16,Mad
1,11,8,17,Sad
1,11,8,18,Mad
1,11,8,19,Mad
1,11,8,20,Sad
1,11,8,21,Sad
1,11,8,22,Mad
1,11,8,23,Scared
1,11,8,24,Sad
1,11,8,25,Mad
1,11,12,1,Neutral
1,11,12,2,Neutral
1,11,12,3,Joyful
1,11,12,4,Sad
1,11,12,5,Joyful
1,11,12,6,Mad
1,11,12,7,Sad
1,12,2,1,Mad
1,12,2,3,Neutral
1,12,2,4,Joyful
1,12,2,5,Joyful
1,12,2,6,Neutral
1,12,2,7,Sad
1,12,2,8,Mad
1,12,2,10,Joyful
1,12,2,11,Joyful
1,12,2,12,Joyful
1,12,2,14,Joyful
1,12,2,15,Joyful
1,12,2,16,Neutral
1,12,2,18,Neutral
1,12,2,19,Joyful
1,12,2,20,Joyful
1,12,2,21,Joyful
1,12,2,22,Joyful
1,12,2,24,Joyful
1,12,2,25,Mad
1,12,2,27,Joyful
1,12,2,29,Mad
1,12,5,1,Mad
1,12,5,2,Powerful
1,12,5,3,Mad
1,12,5,4,Scared
1,12,5,5,Mad
1,12,5,6,Scared
1,12,5,7,Neutral
1,12,5,8,Scared
1,12,5,9,Neutral
1,12,5,10,Neutral
1,12,5,11,Scared
1,12,5,12,Neutral
1,12,5,13,Neutral
1,12,5,14,Scared
1,12,5,15,Neutral
1,12,5,16,Scared
1,12,5,17,Sad
1,12,5,18,Powerful
1,12,5,19,Sad
1,12,5,20,Scared
1,12,5,21,Sad
1,12,6,1,Neutral
1,12,6,2,Neutral
1,12,6,3,Neutral
1,12,6,4,Neutral
1,12,6,5,Neutral
1,12,6,6,Neutral
1,12,6,7,Neutral
1,12,6,9,Neutral
1,12,6,10,Scared
1,12,6,11,Neutral
1,12,7,1,Powerful
1,12,7,2,Neutral
1,12,7,3,Joyful
1,12,7,4,Neutral
1,12,7,5,Neutral
1,12,7,6,Joyful
1,12,7,7,Joyful
1,12,7,8,Neutral
1,12,7,10,Joyful
1,12,7,11,Joyful
1,12,7,12,Joyful
1,12,7,13,Neutral
1,12,7,14,Neutral
1,12,7,15,Sad
1,12,7,16,Neutral
1,12,7,17,Neutral
1,12,7,18,Neutral
1,12,7,19,Neutral
1,12,7,20,Neutral
1,12,7,21,Neutral
1,12,7,22,Neutral
1,12,7,23,Scared
1,12,7,25,Joyful
1,12,7,26,Joyful
1,12,8,1,Neutral
1,12,8,2,Scared
1,12,8,4,Joyful
1,12,8,5,Scared
1,12,8,6,Neutral
1,12,8,9,Scared
1,12,8,10,Mad
1,12,8,11,Peaceful
1,12,8,12,Joyful
1,12,8,14,Neutral
1,12,8,15,Neutral
1,12,8,16,Joyful
1,12,8,17,Joyful
1,12,8,19,Joyful
1,12,8,21,Neutral
1,12,8,22,Powerful
1,12,8,23,Neutral
1,12,8,24,Powerful
1,12,8,25,Scared
1,12,8,26,Neutral
1,12,9,1,Joyful
1,12,9,2,Joyful
1,12,9,3,Joyful
1,12,9,4,Peaceful
1,12,9,5,Neutral
1,12,9,6,Neutral
1,12,9,7,Peaceful
1,12,9,8,Mad
1,12,9,9,Mad
1,12,9,10,Mad
1,12,10,1,Joyful
1,12,10,2,Joyful
1,12,10,3,Neutral
1,12,10,4,Neutral
1,12,10,5,Neutral
1,12,10,6,Neutral
1,12,10,7,Scared
1,12,10,8,Sad
1,12,10,9,Sad
1,12,10,10,Joyful
1,12,10,11,Joyful
1,12,10,12,Joyful
1,12,10,13,Neutral
1,12,10,14,Neutral
1,12,10,15,Sad
1,12,11,1,Neutral
1,12,11,2,Joyful
1,12,11,3,Joyful
1,12,11,5,Neutral
1,12,11,6,Joyful
1,12,11,7,Joyful
1,12,12,1,Neutral
1,12,12,2,Neutral
1,12,12,3,Joyful
1,12,12,4,Sad
1,12,12,5,Sad
1,12,12,7,Sad
1,12,12,8,Sad
1,12,12,9,Neutral
1,12,12,10,Mad
1,12,12,11,Mad
1,12,12,12,Mad
1,12,12,13,Mad
1,12,12,14,Mad
1,12,12,15,Mad
1,12,12,16,Mad
1,12,12,17,Joyful
1,12,12,18,Sad
1,12,12,19,Neutral
1,12,12,20,Sad
1,12,12,21,Neutral
1,12,12,22,Sad
1,12,12,23,Neutral
1,12,12,24,Sad
1,12,13,1,Neutral
1,12,13,2,Joyful
1,12,13,3,Joyful
1,12,13,4,Peaceful
1,12,13,5,Neutral
1,12,13,6,Mad
1,12,13,7,Scared
1,12,13,8,Powerful
1,12,13,9,Powerful
1,12,15,1,Joyful
1,12,15,2,Joyful
1,12,15,3,Joyful
1,12,15,4,Joyful
1,12,15,5,Mad
1,12,15,6,Powerful
1,12,15,7,Neutral
1,12,15,8,Joyful
1,13,1,1,Mad
1,13,1,2,Sad
1,13,1,3,Mad
1,13,1,4,Neutral
1,13,1,5,Mad
1,13,1,6,Scared
1,13,1,7,Mad
1,13,1,8,Neutral
1,13,1,9,Mad
1,13,3,1,Sad
1,13,3,2,Neutral
1,13,3,4,Neutral
1,13,3,5,Neutral
1,13,3,6,Neutral
1,13,3,7,Neutral
1,13,3,8,Neutral
1,13,3,9,Neutral
1,13,3,10,Neutral
1,13,3,11,Mad
1,13,3,12,Scared
1,13,3,13,Scared
1,13,3,14,Mad
1,13,5,1,Neutral
1,13,5,3,Joyful
1,13,5,4,Joyful
1,13,5,5,Neutral
1,13,5,6,Peaceful
1,13,5,7,Joyful
1,13,5,8,Joyful
1,13,7,1,Neutral
1,13,7,2,Neutral
1,13,7,3,Neutral
1,13,7,4,Joyful
1,13,7,5,Neutral
1,13,7,6,Scared
1,13,7,7,Mad
1,13,7,8,Neutral
1,13,7,9,Powerful
1,13,7,10,Neutral
1,13,7,11,Powerful
1,13,7,12,Powerful
1,13,7,13,Mad
1,13,8,1,Neutral
1,13,8,2,Neutral
1,13,8,3,Scared
1,13,8,4,Scared
1,13,8,5,Scared
1,13,8,6,Neutral
1,13,8,7,Joyful
1,13,8,8,Joyful
1,13,8,9,Neutral
1,13,8,10,Neutral
1,13,8,11,Joyful
1,13,8,12,Neutral
1,13,8,13,Neutral
1,13,8,14,Joyful
1,13,8,15,Joyful
1,13,8,17,Joyful
1,13,8,19,Scared
1,13,8,20,Joyful
1,13,8,21,Scared
1,13,8,22,Mad
1,13,8,23,Neutral
1,13,9,1,Neutral
1,13,9,2,Neutral
1,13,9,3,Neutral
1,13,9,4,Joyful
1,13,9,6,Neutral
1,13,9,7,Neutral
1,13,9,8,Neutral
1,13,9,9,Neutral
1,13,9,10,Mad
1,13,9,11,Mad
1,13,9,12,Scared
1,13,9,13,Neutral
1,13,9,14,Mad
1,13,9,15,Sad
1,13,10,1,Joyful
1,13,10,2,Mad
1,13,10,3,Scared
1,13,10,4,Mad
1,13,10,5,Scared
1,13,10,6,Mad
1,13,10,7,Mad
1,13,10,8,Mad
1,13,10,9,Mad
1,13,10,10,Peaceful
1,13,10,11,Scared
1,13,10,12,Mad
1,13,10,13,Sad
1,13,10,14,Neutral
1,13,10,15,Joyful
1,13,10,16,Joyful
1,13,10,17,Joyful
1,13,11,1,Scared
1,13,11,2,Sad
1,13,11,3,Neutral
1,13,11,4,Neutral
1,13,11,5,Neutral
1,13,11,6,Neutral
1,13,11,7,Neutral
1,13,11,8,Scared
1,13,11,9,Sad
1,13,11,10,Neutral
1,13,11,11,Neutral
1,13,11,12,Joyful
1,13,11,13,Powerful
1,13,12,1,Neutral
1,13,12,2,Scared
1,13,12,3,Neutral
1,13,12,4,Scared
1,13,12,5,Peaceful
1,13,12,6,Sad
1,13,12,7,Sad
1,13,12,8,Sad
1,13,12,9,Neutral
1,13,12,10,Neutral
1,13,12,11,Neutral
1,13,12,12,Sad
1,13,12,13,Peaceful
1,13,12,14,Neutral
1,13,12,15,Sad
1,13,12,16,Neutral
1,13,12,17,Mad
1,13,13,1,Neutral
1,13,13,2,Scared
1,13,13,3,Mad
1,13,13,4,Joyful
1,13,13,6,Neutral
1,13,13,8,Scared
1,14,1,1,Joyful
1,14,1,2,Neutral
1,14,1,3,Neutral
1,14,1,4,Neutral
1,14,1,5,Joyful
1,14,1,6,Neutral
1,14,1,7,Neutral
1,14,1,8,Scared
1,14,1,9,Joyful
1,14,1,10,Neutral
1,14,1,11,Neutral
1,14,1,12,Neutral
1,14,1,13,Neutral
1,14,1,14,Scared
1,14,1,15,Joyful
1,14,1,17,Scared
1,14,1,18,Sad
1,14,2,1,Mad
1,14,2,2,Scared
1,14,2,3,Neutral
1,14,2,4,Scared
1,14,2,5,Scared
1,14,2,6,Peaceful
1,14,2,7,Peaceful
1,14,2,8,Neutral
1,14,2,9,Scared
1,14,2,10,Mad
1,14,2,11,Scared
1,14,2,12,Mad
1,14,2,13,Neutral
1,14,2,14,Joyful
1,14,3,1,Joyful
1,14,3,2,Joyful
1,14,3,3,Joyful
1,14,3,4,Neutral
1,14,3,5,Neutral
1,14,3,6,Neutral
1,14,3,8,Joyful
1,14,3,9,Mad
1,14,4,1,Scared
1,14,4,2,Scared
1,14,4,3,Mad
1,14,4,4,Mad
1,14,4,5,Mad
1,14,5,1,Neutral
1,14,5,2,Neutral
1,14,5,3,Mad
1,14,5,4,Mad
1,14,5,5,Mad
1,14,5,6,Neutral
1,14,5,7,Neutral
1,14,5,8,Neutral
1,14,5,9,Neutral
1,14,5,10,Neutral
1,14,5,11,Joyful
1,14,5,12,Neutral
1,14,5,13,Neutral
1,14,5,14,Neutral
1,14,5,15,Neutral
1,14,5,16,Joyful
1,14,5,17,Powerful
1,14,8,1,Sad
1,14,8,2,Powerful
1,14,8,3,Joyful
1,14,8,5,Neutral
1,14,8,7,Neutral
1,14,8,8,Neutral
1,14,8,9,Neutral
1,14,8,10,Joyful
1,14,8,12,Joyful
1,14,8,13,Peaceful
1,14,8,14,Neutral
1,14,8,16,Joyful
1,14,8,17,Scared
1,14,8,18,Joyful
1,14,8,19,Joyful
1,14,8,21,Joyful
1,14,8,22,Joyful
1,14,9,1,Neutral
1,14,9,3,Joyful
1,14,9,4,Neutral
1,14,9,5,Neutral
1,14,9,6,Neutral
1,14,9,7,Scared
1,14,9,8,Neutral
1,14,9,10,Neutral
1,14,10,1,Neutral
1,14,10,2,Neutral
1,14,10,3,Neutral
1,14,10,4,Neutral
1,14,10,5,Neutral
1,14,10,6,Neutral
1,14,10,7,Neutral
1,14,10,8,Neutral
1,14,10,9,Joyful
1,14,10,10,Neutral
1,14,10,11,Neutral
1,14,10,12,Scared
1,14,10,13,Neutral
1,14,10,14,Scared
1,14,11,1,Scared
1,14,11,2,Neutral
1,14,11,3,Neutral
1,14,11,5,Neutral
1,14,11,6,Neutral
1,14,11,7,Joyful
1,14,11,9,Neutral
1,14,12,1,Neutral
1,14,12,2,Neutral
1,14,12,3,Joyful
1,14,12,4,Sad
1,14,12,5,Scared
1,14,12,6,Peaceful
1,14,12,7,Joyful
1,14,12,8,Joyful
1,14,12,9,Joyful
1,14,13,1,Neutral
1,14,13,2,Joyful
1,14,13,3,Joyful
1,14,13,4,Peaceful
1,14,13,5,Peaceful
1,14,13,6,Joyful
1,14,13,7,Joyful
1,14,14,1,Neutral
1,14,14,2,Joyful
1,14,14,3,Joyful
1,14,14,4,Scared
1,14,14,5,Neutral
1,14,14,6,Joyful
1,14,14,7,Powerful
1,14,14,8,Joyful
1,14,14,9,Neutral
1,14,14,10,Powerful
1,14,14,11,Powerful
1,14,14,12,Peaceful
1,14,14,13,Powerful
1,14,14,15,Neutral
1,14,15,1,Neutral
1,14,15,2,Mad
1,14,15,3,Scared
1,14,15,4,Neutral
1,14,15,5,Neutral
1,14,15,6,Neutral
1,14,15,7,Neutral
1,14,15,8,Peaceful
1,14,15,10,Neutral
1,14,15,11,Scared
1,14,15,12,Neutral
1,14,15,13,Neutral
1,14,15,14,Neutral
1,14,15,16,Neutral
1,14,16,1,Neutral
1,14,16,2,Neutral
1,14,16,3,Joyful
1,14,16,4,Joyful
1,14,16,5,Joyful
1,14,16,6,Joyful
1,14,16,7,Joyful
1,15,1,1,Neutral
1,15,1,2,Neutral
1,15,1,3,Neutral
1,15,1,4,Neutral
1,15,1,5,Neutral
1,15,1,6,Scared
1,15,1,7,Neutral
1,15,1,8,Neutral
1,15,1,9,Neutral
1,15,6,1,Joyful
1,15,6,2,Joyful
1,15,6,3,Joyful
1,15,6,4,Peaceful
1,15,6,5,Mad
1,15,6,6,Joyful
1,15,6,8,Scared
1,15,6,9,Mad
1,15,6,10,Joyful
1,15,6,11,Mad
1,15,6,12,Joyful
1,15,6,13,Peaceful
1,15,6,14,Mad
1,15,6,15,Joyful
1,15,6,16,Joyful
1,15,6,18,Joyful
1,15,6,19,Neutral
1,15,6,20,Neutral
1,15,6,21,Mad
1,15,6,22,Neutral
1,15,6,23,Sad
1,15,6,24,Mad
1,15,6,25,Mad
1,15,6,26,Mad
1,15,6,27,Joyful
1,15,7,1,Neutral
1,15,7,2,Scared
1,15,7,3,Joyful
1,15,7,4,Scared
1,15,7,5,Neutral
1,15,7,6,Neutral
1,15,7,7,Neutral
1,15,7,8,Scared
1,15,7,9,Neutral
1,15,7,10,Joyful
1,15,9,1,Neutral
1,15,9,2,Joyful
1,15,9,3,Joyful
1,15,9,4,Joyful
1,15,9,5,Joyful
1,15,9,6,Joyful
1,15,9,7,Joyful
1,15,9,8,Neutral
1,15,9,9,Powerful
1,15,9,11,Neutral
1,15,9,13,Mad
1,15,10,1,Mad
1,15,10,2,Neutral
1,15,10,3,Mad
1,15,10,4,Neutral
1,15,10,5,Neutral
1,15,10,6,Neutral
1,15,10,7,Neutral
1,15,10,8,Neutral
1,15,10,9,Scared
1,15,10,10,Neutral
1,15,12,1,Mad
1,15,12,2,Powerful
1,15,12,3,Powerful
1,15,12,4,Sad
1,15,12,5,Powerful
1,15,12,6,Joyful
1,15,12,8,Scared
1,15,12,9,Powerful
1,15,12,10,Powerful
1,15,12,11,Joyful
1,15,12,12,Joyful
1,15,12,13,Scared
1,15,12,14,Joyful
1,15,12,15,Joyful
1,15,12,16,Neutral
1,15,12,17,Neutral
1,15,12,18,Scared
1,15,14,1,Neutral
1,15,14,2,Joyful
1,15,14,3,Neutral
1,15,14,4,Joyful
1,15,14,5,Neutral
1,15,14,6,Neutral
1,15,14,7,Neutral
1,15,14,8,Mad
1,15,14,9,Neutral
1,16,1,1,Mad
1,16,1,3,Neutral
1,16,1,5,Joyful
1,16,1,7,Neutral
1,16,1,8,Peaceful
1,16,1,9,Neutral
1,16,1,10,Neutral
1,16,1,11,Neutral
1,16,1,12,Neutral
1,16,1,13,Neutral
1,16,1,14,Mad
1,16,3,1,Neutral
1,16,3,2,Powerful
1,16,3,3,Scared
1,16,3,4,Neutral
1,16,3,5,Scared
1,16,3,6,Neutral
1,16,3,7,Neutral
1,16,3,8,Neutral
1,16,3,9,Neutral
1,16,3,11,Neutral
1,16,3,12,Joyful
1,16,3,13,Neutral
1,16,3,14,Scared
1,16,3,15,Neutral
1,16,3,16,Neutral
1,16,3,17,Neutral
1,16,3,18,Powerful
1,16,4,2,Mad
1,16,4,3,Neutral
1,16,4,4,Neutral
1,16,4,6,Neutral
1,16,4,7,Neutral
1,16,4,8,Neutral
1,16,4,9,Mad
1,16,4,10,Neutral
1,16,4,11,Mad
1,16,4,12,Neutral
1,16,4,13,Neutral
1,16,4,14,Neutral
1,16,6,1,Sad
1,16,6,2,Neutral
1,16,6,3,Neutral
1,16,6,4,Powerful
1,16,6,5,Joyful
1,16,6,6,Neutral
1,16,6,8,Scared
1,16,6,9,Scared
1,16,6,10,Neutral
1,16,6,11,Mad
1,16,6,12,Neutral
1,16,6,13,Neutral
1,16,6,14,Neutral
1,16,6,15,Neutral
1,16,6,17,Neutral
1,16,6,19,Joyful
1,16,7,1,Neutral
1,16,7,2,Neutral
1,16,7,3,Neutral
1,16,7,4,Sad
1,16,7,5,Neutral
1,16,7,6,Sad
1,16,7,7,Scared
1,16,7,8,Neutral
1,16,8,1,Scared
1,16,8,3,Neutral
1,16,8,4,Scared
1,16,8,5,Neutral
1,16,8,6,Joyful
1,16,11,1,Neutral
1,16,11,2,Neutral
1,16,11,3,Joyful
1,16,11,5,Joyful
1,16,11,6,Neutral
1,16,11,8,Sad
1,16,11,9,Neutral
1,16,11,10,Neutral
1,16,11,11,Neutral
1,16,11,12,Neutral
1,16,11,13,Scared
1,16,11,14,Neutral
1,16,12,1,Joyful
1,16,12,2,Neutral
1,16,12,4,Neutral
1,16,12,6,Mad
1,16,12,7,Neutral
1,16,12,8,Neutral
1,16,12,9,Neutral
1,16,12,10,Mad
1,16,12,11,Neutral
1,16,12,13,Scared
1,16,12,15,Scared
1,16,13,1,Scared
1,16,13,2,Neutral
1,16,13,3,Scared
1,16,13,4,Joyful
1,16,13,5,Scared
1,16,13,6,Neutral
1,16,13,8,Neutral
1,16,13,9,Neutral
1,16,13,10,Neutral
1,16,13,11,Neutral
1,16,13,12,Neutral
1,16,13,14,Neutral
1,16,13,15,Mad
1,16,13,17,Neutral
1,16,14,1,Neutral
1,16,14,2,Neutral
1,16,14,3,Neutral
1,16,14,4,Neutral
1,16,14,5,Neutral
1,16,14,6,Neutral
1,16,14,7,Neutral
1,16,14,8,Neutral
1,16,14,9,Joyful
1,16,14,10,Neutral
1,16,14,11,Neutral
1,16,14,12,Neutral
1,16,14,13,Neutral
1,16,15,1,Neutral
1,16,15,2,Neutral
1,16,15,3,Mad
1,16,15,4,Peaceful
1,16,15,6,Scared
1,16,15,7,Peaceful
1,16,15,8,Peaceful
1,16,15,9,Peaceful
1,16,15,10,Sad
1,16,15,11,Neutral
1,16,15,12,Mad
1,16,15,13,Sad
1,16,15,14,Sad
1,16,15,15,Sad
1,16,15,16,Sad
1,16,15,17,Powerful
1,16,15,18,Peaceful
1,16,15,19,Neutral
1,16,15,20,Joyful
1,16,15,21,Sad
1,16,15,22,Peaceful
1,16,15,23,Neutral
1,16,15,25,Neutral
1,16,15,27,Scared
1,16,15,29,Neutral
1,16,16,1,Neutral
1,16,16,2,Scared
1,16,16,4,Scared
1,16,16,6,Joyful
1,16,16,7,Neutral
1,17,2,1,Peaceful
1,17,2,2,Neutral
1,17,2,3,Scared
1,17,2,4,Neutral
1,17,2,5,Scared
1,17,2,6,Mad
1,17,2,7,Neutral
1,17,2,8,Scared
1,17,2,9,Joyful
1,17,2,10,Powerful
1,17,2,12,Neutral
1,17,2,13,Neutral
1,17,2,14,Joyful
1,17,2,15,Neutral
1,17,2,16,Neutral
1,17,2,17,Neutral
1,17,2,18,Scared
1,17,2,20,Neutral
1,17,2,22,Neutral
1,17,2,23,Scared
1,17,2,24,Neutral
1,17,2,25,Scared
1,17,2,26,Powerful
1,17,3,1,Neutral
1,17,3,3,Neutral
1,17,3,4,Sad
1,17,3,5,Neutral
1,17,3,6,Peaceful
1,17,3,7,Joyful
1,17,3,8,Joyful
1,17,3,10,Joyful
1,17,3,11,Scared
1,17,3,12,Neutral
1,17,3,13,Neutral
1,17,3,14,Neutral
1,17,4,1,Neutral
1,17,4,2,Neutral
1,17,4,3,Joyful
1,17,4,4,Scared
1,17,4,5,Neutral
1,17,4,6,Neutral
1,17,4,8,Joyful
1,17,4,10,Scared
1,17,4,11,Neutral
1,17,4,12,Neutral
1,17,4,13,Neutral
1,17,4,15,Neutral
1,17,4,17,Neutral
1,17,4,18,Neutral
1,17,4,19,Neutral
1,17,4,21,Mad
1,17,4,22,Neutral
1,17,4,23,Neutral
1,17,4,24,Joyful
1,17,4,25,Joyful
1,17,4,27,Neutral
1,17,5,1,Neutral
1,17,5,2,Neutral
1,17,5,3,Neutral
1,17,5,4,Scared
1,17,5,5,Neutral
1,17,5,6,Neutral
1,17,5,7,Neutral
1,17,5,8,Scared
1,17,5,9,Peaceful
1,17,5,11,Neutral
1,17,5,12,Neutral
1,17,5,13,Neutral
1,17,7,1,Scared
1,17,7,3,Neutral
1,17,7,4,Joyful
1,17,7,6,Neutral
1,17,7,8,Neutral
1,17,7,10,Scared
1,17,7,11,Scared
1,17,7,12,Scared
1,17,7,13,Scared
1,17,7,14,Neutral
1,17,7,15,Scared
1,17,7,16,Neutral
1,17,7,17,Joyful
1,17,7,18,Neutral
1,17,7,19,Neutral
1,17,7,20,Neutral
1,17,7,22,Neutral
1,17,7,23,Joyful
1,17,7,24,Neutral
1,17,7,25,Neutral
1,17,7,26,Sad
1,17,7,27,Powerful
1,17,7,28,Neutral
1,17,7,29,Sad
1,17,9,1,Neutral
1,17,9,2,Neutral
1,17,9,3,Scared
1,17,9,4,Mad
1,17,9,5,Scared
1,17,9,6,Peaceful
1,17,9,7,Neutral
1,17,9,8,Scared
1,17,10,1,Scared
1,17,10,2,Neutral
1,17,10,3,Sad
1,17,10,4,Neutral
1,17,10,5,Neutral
1,17,10,7,Neutral
1,17,10,8,Neutral
1,17,10,9,Joyful
1,17,10,10,Neutral
1,17,10,11,Neutral
1,17,10,12,Neutral
1,17,11,1,Scared
1,17,11,3,Mad
1,17,11,4,Scared
1,17,11,5,Neutral
1,17,11,7,Scared
1,17,11,8,Scared
1,17,11,10,Mad
1,17,11,11,Scared
1,17,11,13,Neutral
1,17,11,15,Joyful
1,17,11,16,Neutral
1,17,11,17,Neutral
1,17,11,18,Neutral
1,17,11,19,Neutral
1,17,11,20,Neutral
1,17,11,21,Neutral
1,17,11,22,Neutral
1,17,12,1,Neutral
1,17,12,2,Scared
1,17,12,4,Scared
1,17,12,5,Sad
1,17,12,6,Scared
1,17,12,7,Sad
1,17,12,8,Scared
1,17,12,10,Sad
1,17,12,11,Mad
1,17,12,12,Sad
1,17,12,13,Sad
1,17,12,14,Joyful
1,17,12,15,Scared
1,17,12,16,Scared
1,17,12,17,Scared
1,17,12,18,Mad
1,17,12,19,Sad
1,17,12,21,Peaceful
1,17,12,22,Peaceful
1,17,12,24,Sad
1,17,12,25,Scared
1,17,12,27,Scared
1,17,12,28,Scared
1,17,13,1,Joyful
1,17,13,3,Powerful
1,17,13,4,Scared
1,17,13,5,Scared
1,17,13,6,Neutral
1,17,13,8,Joyful
1,17,13,9,Sad
1,17,13,10,Scared
1,17,13,11,Joyful
1,17,13,13,Joyful
1,17,13,14,Powerful
1,17,14,1,Joyful
1,17,14,2,Neutral
1,17,14,3,Joyful
1,17,14,5,Joyful
1,17,14,7,Mad
1,17,14,9,Joyful
1,17,14,10,Joyful
1,17,14,12,Peaceful
1,17,14,13,Joyful
1,18,3,1,Neutral
1,18,3,2,Neutral
1,18,3,3,Neutral
1,18,3,4,Mad
1,18,3,5,Mad
1,18,3,6,Neutral
1,18,3,7,Neutral
1,18,3,9,Neutral
1,18,3,11,Mad
1,18,5,1,Joyful
1,18,5,2,Neutral
1,18,5,4,Neutral
1,18,5,6,Joyful
1,18,5,7,Neutral
1,18,5,8,Joyful
1,18,5,9,Neutral
1,18,5,10,Joyful
1,18,5,11,Joyful
1,18,5,12,Joyful
1,18,5,13,Joyful
1,18,5,14,Neutral
1,18,5,15,Neutral
1,18,5,17,Joyful
1,18,5,18,Neutral
1,18,5,19,Neutral
1,18,5,20,Neutral
1,18,5,21,Neutral
1,18,5,22,Neutral
1,18,6,1,Neutral
1,18,6,2,Joyful
1,18,6,3,Joyful
1,18,6,4,Neutral
1,18,6,5,Joyful
1,18,6,6,Joyful
1,18,6,7,Neutral
1,18,6,8,Joyful
1,18,6,9,Mad
1,18,6,10,Neutral
1,18,8,1,Neutral
1,18,8,3,Neutral
1,18,8,4,Sad
1,18,8,5,Neutral
1,18,8,6,Neutral
1,18,8,8,Joyful
1,18,8,10,Neutral
1,18,8,11,Neutral
1,18,8,13,Joyful
1,18,8,15,Powerful
1,18,8,16,Joyful
1,18,8,17,Neutral
1,19,2,1,Neutral
1,19,2,2,Joyful
1,19,2,3,Joyful
1,19,2,4,Joyful
1,19,2,5,Neutral
1,19,2,6,Joyful
1,19,2,7,Neutral
1,19,2,8,Neutral
1,19,2,9,Neutral
1,19,2,10,Powerful
1,19,2,11,Joyful
1,19,4,1,Mad
1,19,4,2,Neutral
1,19,4,3,Neutral
1,19,4,4,Neutral
1,19,4,5,Neutral
1,19,4,6,Neutral
1,19,4,7,Neutral
1,19,4,8,Neutral
1,19,4,9,Neutral
1,19,4,10,Neutral
1,19,4,11,Neutral
1,19,8,1,Neutral
1,19,8,2,Neutral
1,19,8,3,Sad
1,19,8,4,Neutral
1,19,8,5,Scared
1,19,8,6,Neutral
1,19,8,7,Scared
1,19,8,9,Neutral
1,19,8,10,Neutral
1,19,8,11,Scared
1,19,8,12,Neutral
1,19,8,13,Neutral
1,19,9,1,Neutral
1,19,9,2,Neutral
1,19,9,3,Neutral
1,19,9,4,Neutral
1,19,9,5,Sad
1,19,9,6,Joyful
1,19,9,7,Neutral
1,19,9,8,Neutral
1,19,9,9,Joyful
1,20,1,1,Mad
1,20,1,2,Peaceful
1,20,1,3,Peaceful
1,20,1,4,Joyful
1,20,1,5,Mad
1,20,1,6,Scared
1,20,1,7,Scared
1,20,1,8,Mad
1,20,3,1,Joyful
1,20,3,2,Neutral
1,20,3,3,Scared
1,20,3,4,Neutral
1,20,3,5,Peaceful
1,20,4,1,Scared
1,20,4,2,Neutral
1,20,4,3,Neutral
1,20,4,4,Neutral
1,20,4,5,Neutral
1,20,4,6,Neutral
1,20,4,7,Mad
1,20,4,8,Neutral
1,20,4,9,Scared
1,20,4,10,Neutral
1,20,4,11,Neutral
1,20,4,12,Neutral
1,20,4,13,Neutral
1,20,4,15,Neutral
1,20,5,1,Scared
1,20,5,2,Sad
1,20,5,3,Joyful
1,20,5,4,Neutral
1,20,5,5,Peaceful
1,20,5,6,Joyful
1,20,5,7,Scared
1,20,5,8,Scared
1,20,5,9,Neutral
1,20,5,10,Powerful
1,20,5,11,Scared
1,20,5,12,Joyful
1,20,5,14,Neutral
1,20,5,16,Neutral
1,20,5,18,Neutral
1,20,5,20,Neutral
1,20,5,21,Mad
1,20,7,1,Neutral
1,20,7,3,Mad
1,20,7,4,Scared
1,20,7,6,Scared
1,20,7,7,Scared
1,20,7,8,Scared
1,20,7,9,Neutral
1,20,7,10,Scared
1,20,7,11,Joyful
1,20,7,12,Neutral
