Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WOOLOOWIN,City Safety (Animal Management)
Animal,Cat,Wandering,KEPERRA,City Safety Assessments Team
Animal,Cat Trapping,,FITZGIBBON,Environmental Management Team
Animal,Attack,,MURARRIE,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,WYNNUM,City Safety (Animal Management)
Animal,Cat,,ZILLMERE,City Safety (Animal Management)
Animal,Dog,Wandering,WAKERLEY,City Safety (Animal Management)
Animal,Attack,Not An Attack,STAFFORD,Enforcement Animal Attack
Animal,Attack,,ASHGROVE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,HENDRA,Enforcement Animal Attack
Animal,Dog,Wandering,LYTTON,Rapid Response Group
Animal,Attack,Not An Attack,TOOWONG,Enforcement Animal Attack
Animal,Dog,Fencing Issues,KELVIN GROVE,Rapid Response Group
Animal,Attack,Attack On A Person,MANLY,Enforcement Animal Attack
Animal,Dog,Fencing Issues,KEPERRA,Rapid Response Group
Animal,Attack,Attack On An Animal,FITZGIBBON,Enforcement Animal Attack
Animal,Other Animal,Wandering,ACACIA RIDGE,City Safety (Animal Management)
Animal,Other Animal,Feral Pig,UPPER BROOKFIELD,Environmental Management Team
Animal,Dog,Too Many Animals,NUDGEE BEACH,City Safety (Animal Management)
Animal,Other Animal,Fencing Issues,FIG TREE POCKET,Rapid Response Group
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Cat Trapping,,FIG TREE POCKET,Environmental Management Team
Animal,Attack,Menacing,WEST END,Enforcement Animal Attack
Animal,Attack,Menacing,CARINA HEIGHTS,Enforcement Animal Attack
Animal,Cat Trapping,,KEPERRA,Environmental Management Team
Animal,Cat Trapping,,ACACIA RIDGE,Environmental Management Team
Animal,Dog,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,EVERTON PARK,Enforcement Animal Attack
Animal,Attack,Attack On A Person,FORTITUDE VALLEY,Enforcement Animal Attack
Animal,Attack,Not An Attack,MANLY WEST,Enforcement Animal Attack
Animal,Dog,Defecating In Public,FOREST LAKE,City Safety (Animal Management)
Animal,Attack,,GRANGE,Enforcement Animal Attack
Animal,Cat Trapping,,SEVEN HILLS,Environmental Management Team
Animal,Dog,Wandering,TOOWONG,Rapid Response Group
Animal,Dog,Defecating In Public,TOOWONG,Rapid Response Group
Animal,Cat,Wandering,INALA,City Safety Assessments Team
Animal,Attack,,WOOLLOONGABBA,Enforcement Animal Attack
Animal,Cat,Wandering,WYNNUM,City Safety Assessments Team
Animal,Other Animal,Pest / Feral Animal,RED HILL,City Safety (Animal Management)
Animal,Dog,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Odour,LOTA,City Safety Assessments Team
Animal,Dog,Odour,LOTA,City Safety Assessments Team
Animal,Dog,Fencing Issues,ELLEN GROVE,City Safety (Animal Management)
Animal,Dog,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Cat,Wandering,ASPLEY,City Safety Assessments Team
Animal,Dog,Fencing Issues,DARRA,City Safety (Animal Management)
Animal,Dog,,WEST END,City Safety (Animal Management)
Animal,Cat Trapping,,MANSFIELD,Environmental Management Team
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,KALINGA,City Safety (Animal Management)
Animal,Attack,Attack On A Person,KEPERRA,Enforcement Animal Attack
Animal,Dog,Too Many Animals,WAVELL HEIGHTS,Scheduling and Dispatch
Animal,Dog,Too Many Animals,WAVELL HEIGHTS,Scheduling and Dispatch
Animal,Dog,Odour,MANLY WEST,City Safety (Animal Management)
Animal,Dog,,INALA,City Safety (Animal Management)
Animal,Cat Trapping,,WINDSOR,Environmental Management Team
Animal,Attack,,CHERMSIDE WEST,Enforcement Animal Attack
Animal,Dog,Fencing Issues,GREENSLOPES,City Safety (Animal Management)
Animal,Dog,Too Many Animals,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Dog,Too Many Animals,WAVELL HEIGHTS,Scheduling and Dispatch
Animal,Dog,Wandering,KANGAROO POINT,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,BULIMBA,Scheduling and Dispatch
Animal,Cat,Wandering,MITCHELTON,City Safety Assessments Team
Animal,Dog,Odour,WYNNUM WEST,City Safety (Animal Management)
Animal,Dog,Unregistered,BRISBANE CITY,City Safety (Animal Management)
Animal,Attack,,MANLY,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,THE GAP,Enforcement Animal Attack
Animal,Attack,Menacing,SHERWOOD,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BOONDALL,Enforcement Animal Attack
Animal,Cat Trapping,,ST LUCIA,Environmental Management Team
Animal,Attack,,NUDGEE BEACH,Enforcement Animal Attack
Animal,Cat Trapping,,CARINA HEIGHTS,Environmental Management Team
Animal,Dog,Wandering,SUNNYBANK HILLS,Rapid Response Group
Animal,Other Animal,Nuisance Animal,SANDGATE,Rapid Response Group
Animal,Cat,Wandering,KENMORE,City Safety (Animal Management)
Animal,Dog,Unregistered,ELLEN GROVE,City Safety (Animal Management)
Animal,Dog,,ELLEN GROVE,City Safety (Animal Management)
Animal,Other Animal,Fencing Issues,HEMMANT,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOOROOKA,City Safety (Animal Management)
Animal,Attack,Not An Attack,WOOLOOWIN,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ROBERTSON,Rapid Response Group
Animal,Cat Trapping,,INALA,Environmental Management Team
Animal,Attack,,STAFFORD,Enforcement Animal Attack
Animal,Attack,,SALISBURY,Enforcement Animal Attack
Animal,Cat Trapping,,DEAGON,Environmental Management Team
Animal,Other Animal,Fox,SHERWOOD,Environmental Management Team
Animal,Dog,Wandering,SEVENTEEN MILE ROCKS,City Safety (Animal Management)
Animal,Cat Trapping,,CLAYFIELD,Environmental Management Team
Animal,Cat,Wandering,FITZGIBBON,City Safety Assessments Team
