Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Dog,Wandering,BELLBOWRIE,City Safety (Animal Management)
Animal,Dog,Wandering,KURABY,City Safety (Animal Management)
Animal,Cat,Wandering,ZILLMERE,City Safety (Animal Management)
Animal,Cat Trapping,,ZILLMERE,Environmental Management Team
Animal,Attack,Attack On A Person,KANGAROO POINT,Enforcement Animal Attack
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Attack,Not An Attack,TARRAGINDI,Enforcement Animal Attack
Animal,Dog,Surrender,BOONDALL,Warra Animal Shelter
Animal,Attack,Dangerous,MOUNT CROSBY,City Safety (Animal Management)
Animal,Dog,Unregistered,FERNY GROVE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WINDSOR,Rapid Response Group
Animal,Dog,Defecating In Public,ST LUCIA,City Safety (Animal Management)
Animal,Dog,Wandering,SHERWOOD,City Safety (Animal Management)
Animal,Dog,Unregistered,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Wandering,MOUNT COOT-THA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ELLEN GROVE,Scheduling and Dispatch
Animal,Dog,Fencing Issues,MOUNT CROSBY,Rapid Response Group
Animal,Dog,Fencing Issues,HAMILTON,Rapid Response Group
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,FOREST LAKE,Rapid Response Group
Animal,Dog,Wandering,INALA,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM,City Safety Assessments Team
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Attack,Not An Attack,HAMILTON,Enforcement Animal Attack
Animal,Attack,Attack On A Person,FOREST LAKE,Rapid Response Group
Animal,Dog,Fencing Issues,MURARRIE,Rapid Response Group
Animal,Attack,Not An Attack,KELVIN GROVE,Enforcement Animal Attack
Animal,Dog,Wandering,SHERWOOD,City Safety (Animal Management)
Animal,Other Animal,Fox,MANLY WEST,Environmental Management Team
Animal,Attack,Attack On An Animal,SALISBURY,Enforcement Animal Attack
Animal,Dog,Wandering,KEPERRA,Rapid Response Group
Animal,Attack,Menacing,WYNNUM,Enforcement Animal Attack
Animal,Dog,Wandering,MOUNT COOT-THA,City Safety (Animal Management)
Animal,Cat Trapping,,CHERMSIDE,Environmental Management Team
Animal,Dog,Wandering,,City Safety (Animal Management)
Animal,Attack,Attack On A Person,BOONDALL,Enforcement Animal Attack
Animal,Cat Trapping,,WYNNUM WEST,Environmental Management Team
Animal,Dog,Fencing Issues,FAIRFIELD,Rapid Response Group
Animal,Dog,Wandering,KEDRON,Rapid Response Group
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,NEWSTEAD,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ASPLEY,Rapid Response Group
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD HEIGHTS,Rapid Response Group
Animal,Attack,Not An Attack,SANDGATE,Rapid Response Group
Animal,Attack,Attack On A Person,HOLLAND PARK WEST,Enforcement Animal Attack
Animal,Dog,Wandering,RIVERHILLS,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MIDDLE PARK,Enforcement Animal Attack
Animal,Attack,Menacing,TARRAGINDI,Enforcement Animal Attack
Animal,Attack,,CHAPEL HILL,Enforcement Animal Attack
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Cat,Wandering,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Other Animal,Deer,KENMORE HILLS,Environmental Management Team
Animal,Attack,Menacing,MOUNT GRAVATT EAST,Enforcement Animal Attack
Animal,Attack,Attack On A Person,EVERTON PARK,Enforcement Animal Attack
Animal,Dog,Too Many Animals,MCDOWALL,City Safety (Animal Management)
Animal,Dog,,KANGAROO POINT,City Safety (Animal Management)
Animal,Other Animal,Fox,BALD HILLS,Environmental Management Team
Animal,Dog,Fencing Issues,KENMORE,Scheduling and Dispatch
Animal,Dog,Wandering,CHERMSIDE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,FOREST LAKE,City Safety (Animal Management)
Animal,Attack,,KENMORE,Enforcement Animal Attack
Animal,Attack,,MANLY WEST,Enforcement Animal Attack
Animal,Dog,Unregistered,WYNNUM WEST,Enforcement Animal Attack
Animal,Dog,Too Many Animals,MORNINGSIDE,City Safety (Animal Management)
Animal,Cat,Wandering,TENERIFFE,City Safety (Animal Management)
Animal,Attack,Not An Attack,ROCKLEA,Rapid Response Group
Animal,Dog,Wandering,PARKINSON,City Safety (Animal Management)
Animal,Other Animal,Fox,TARRAGINDI,Environmental Management Team
Animal,Attack,,WYNNUM WEST,Enforcement Animal Attack
Animal,Dog,,BALMORAL,City Safety (Animal Management)
Animal,Dog,Wandering,COORPAROO,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WYNNUM,Rapid Response Group
Animal,Attack,Menacing,SANDGATE,Rapid Response Group
Animal,Dog,Unregistered,COOPERS PLAINS,City Safety (Animal Management)
Animal,Attack,Attack On A Person,HOLLAND PARK,Enforcement Animal Attack
Animal,Other Animal,Deer,BROOKFIELD,Environmental Management Team
Animal,Other Animal,Wild Dog,MCDOWALL,Environmental Management Team
Animal,Cat Trapping,,BRACKEN RIDGE,Environmental Management Team
Animal,Attack,Not An Attack,CAMP HILL,Rapid Response Group
Animal,Dog,Unregistered,MURARRIE,City Safety (Animal Management)
Animal,Other Animal,Deer,MOUNT OMMANEY,Scheduling and Dispatch
Animal,Dog,Wandering,NATHAN,City Safety (Animal Management)
Animal,Dog,Wandering,MANLY WEST,Rapid Response Group
Animal,Attack,Attack On An Animal,BANYO,Enforcement Animal Attack
Animal,Attack,,DURACK,Enforcement Animal Attack
Animal,Attack,,INDOOROOPILLY,Enforcement Animal Attack
Animal,Cat Trapping,,MOUNT GRAVATT EAST,Environmental Management Team
Animal,Attack,Attack On An Animal,ACACIA RIDGE,Enforcement Animal Attack
Animal,Cat Trapping,,HAMILTON,Environmental Management Team
Animal,Attack,Not An Attack,ARCHERFIELD,Rapid Response Group
Animal,Other Animal,Fox,SHERWOOD,Environmental Management Team
Animal,Dog,Wandering,NUDGEE,City Safety (Animal Management)
Animal,Dog,Unregistered,RIVERHILLS,City Safety (Animal Management)
Animal,Attack,Attack On A Person,BRIGHTON,Enforcement Animal Attack
Animal,Attack,Attack On A Person,CHAPEL HILL,Enforcement Animal Attack
Animal,Attack,Attack On A Person,HOLLAND PARK WEST,Enforcement Animal Attack
Animal,Dog,Wandering,MILTON,City Safety (Animal Management)
Animal,Cat,Wandering,FOREST LAKE,City Safety Assessments Team
Animal,Attack,Attack On An Animal,TARRAGINDI,Enforcement Animal Attack
Animal,Dog,Wandering,MITCHELTON,City Safety (Animal Management)
Animal,Attack,Attack On A Person,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,YERONGA,Enforcement Animal Attack
Animal,Cat,Wandering,WYNNUM,City Safety Assessments Team
Animal,Cat,Wandering,PINKENBA,City Safety (Animal Management)
Animal,Dog,Wandering,LUTWYCHE,City Safety (Animal Management)
Animal,Dog,Unregistered,THE GAP,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD HEIGHTS,Rapid Response Group
Animal,Dog,Wandering,TARRAGINDI,City Safety (Animal Management)
Animal,Cat,Wandering,PARKINSON,City Safety (Animal Management)
Animal,Dog,,CAMP HILL,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,WYNNUM WEST,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,KHOLO,Environmental Management Team
Animal,Other Animal,Wild Dog,KHOLO,Environmental Management Team
Animal,Attack,Attack On A Person,SEVENTEEN MILE ROCKS,Enforcement Animal Attack
Animal,Dog,Fencing Issues,MURARRIE,City Safety (Animal Management)
Animal,Cat,Wandering,ALGESTER,City Safety (Animal Management)
Animal,Dog,Defecating In Public,PARKINSON,City Safety (Animal Management)
Animal,Cat,Wandering,EVERTON PARK,City Safety Assessments Team
Animal,Dog,Unregistered,KANGAROO POINT,City Safety (Animal Management)
Animal,Dog,Unregistered,KANGAROO POINT,Scheduling and Dispatch
Animal,Dog,Fencing Issues,MORNINGSIDE,City Safety (Animal Management)
Animal,Other Animal,Fox,BELMONT,Environmental Management Team
Animal,Attack,Attack On A Person,MANLY WEST,Enforcement Animal Attack
Animal,Dog,Wandering,CAMP HILL,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BOONDALL,Enforcement Animal Attack
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,Rapid Response Group
Animal,Attack,Not An Attack,BROOKFIELD,Rapid Response Group
Animal,Dog,Fencing Issues,HAMILTON,Scheduling and Dispatch
Animal,Attack,Attack On A Person,TARRAGINDI,Enforcement Animal Attack
Animal,Dog,Wandering,WYNNUM,Scheduling and Dispatch
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,HOLLAND PARK,City Safety (Animal Management)
Animal,Cat Trapping,,ACACIA RIDGE,Environmental Management Team
Animal,Attack,Attack On An Animal,CAMP HILL,Rapid Response Group
Animal,Attack,Attack On An Animal,FOREST LAKE,Enforcement Animal Attack
Animal,Dog,Wandering,COORPAROO,City Safety (Animal Management)
Animal,Attack,Attack On A Person,NORTHGATE,Enforcement Animal Attack
Animal,Attack,Menacing,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Other Animal,Wild Dog,WYNNUM WEST,Environmental Management Team
Animal,Cat Trapping,,NORTHGATE,Environmental Management Team
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Attack,Not An Attack,EAST BRISBANE,Rapid Response Group
Animal,Dog,Unregistered,COORPAROO,City Safety (Animal Management)
Animal,Attack,Not An Attack,MOOROOKA,Enforcement Animal Attack
Animal,Other Animal,Wandering,UPPER KEDRON,City Safety Assessments Team
Animal,Dog,Fencing Issues,BANYO,Rapid Response Group
Animal,Dog,Fencing Issues,BANYO,Scheduling and Dispatch
Animal,Attack,Attack On A Person,DURACK,Enforcement Animal Attack
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Dog,Fencing Issues,BURBANK,City Safety (Animal Management)
Animal,Cat Trapping,,RICHLANDS,Environmental Management Team
Animal,Attack,Attack On An Animal,BARDON,Enforcement Animal Attack
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MOOROOKA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,SPRING HILL,Enforcement Animal Attack
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,Not An Attack,WAKERLEY,Enforcement Animal Attack
Animal,Attack,Attack On A Person,WEST END,Enforcement Animal Attack
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Dog,Fencing Issues,ACACIA RIDGE,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,SINNAMON PARK,Environmental Management Team
Animal,Attack,Attack On A Person,DEAGON,Enforcement Animal Attack
Animal,Attack,Menacing,BELMONT,Enforcement Animal Attack
Animal,Dog,Wandering,GRANGE,City Safety (Animal Management)
Animal,Dog,Unregistered,ALGESTER,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BURBANK,Rapid Response Group
Animal,Dog,Fencing Issues,STAFFORD,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,TINGALPA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,BANYO,Rapid Response Group
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,Not An Attack,GRANGE,Enforcement Animal Attack
Animal,Dog,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MACGREGOR,Enforcement Animal Attack
Animal,Attack,Attack On A Person,BRIGHTON,Enforcement Animal Attack
Animal,Attack,Not An Attack,MANLY WEST,Rapid Response Group
Animal,Dog,Wandering,MANSFIELD,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ROCHEDALE,Rapid Response Group
Animal,Other Animal,Fencing Issues,UPPER MOUNT GRAVATT,Rapid Response Group
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Dog,Fencing Issues,ACACIA RIDGE,Rapid Response Group
Animal,Dog,Wandering,INALA,Enforcement Animal Attack
Animal,Attack,Attack On A Person,BOONDALL,Enforcement Animal Attack
Animal,Attack,Attack On A Person,MOUNT CROSBY,Enforcement Animal Attack
Animal,Attack,Attack On A Person,OXLEY,Enforcement Animal Attack
Animal,Dog,Fencing Issues,CHERMSIDE WEST,City Safety (Animal Management)
Animal,Dog,Fencing Issues,HAWTHORNE,City Safety (Animal Management)
Animal,Cat,Wandering,BELMONT,City Safety Assessments Team
Animal,Dog,Wandering,RED HILL,City Safety (Animal Management)
Animal,Other Animal,Fox,BANYO,Environmental Management Team
Animal,Cat Trapping,,NORTHGATE,Environmental Management Team
Animal,Attack,Attack On A Person,ASHGROVE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,THE GAP,Rapid Response Group
Animal,Attack,Not An Attack,CARINA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,WYNNUM WEST,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BOONDALL,Enforcement Animal Attack
Animal,Attack,Menacing,CARSELDINE,Enforcement Animal Attack
Animal,Dog,Wandering,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TARRAGINDI,Rapid Response Group
Animal,Dog,Wandering,CARINDALE,Scheduling and Dispatch
Animal,Dog,Fencing Issues,GREENSLOPES,Rapid Response Group
Animal,Attack,Menacing,ENOGGERA,Enforcement Animal Attack
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Dog,Wandering,ST LUCIA,City Safety (Animal Management)
Animal,Dog,Wandering,ZILLMERE,City Safety (Animal Management)
Animal,Dog,Wandering,MOOROOKA,City Safety (Animal Management)
Animal,Cat Trapping,,INALA,Environmental Management Team
Animal,Attack,Attack On A Person,FERNY GROVE,Enforcement Animal Attack
Animal,Dog,Wandering,ENOGGERA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MANLY WEST,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,MANLY WEST,Rapid Response Group
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT,Scheduling and Dispatch
Animal,Cat,Wandering,MURARRIE,City Safety (Animal Management)
Animal,Cat,Wandering,KARANA DOWNS,City Safety Assessments Team
Animal,Other Animal,Fox,GRACEVILLE,Environmental Management Team
Animal,Dog,Fencing Issues,JINDALEE,City Safety (Animal Management)
Animal,Attack,,CHAPEL HILL,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,PARKINSON,Rapid Response Group
Animal,Cat,Wandering,KEPERRA,City Safety Assessments Team
Animal,Dog,Fencing Issues,ACACIA RIDGE,City Safety (Animal Management)
Animal,Other Animal,Deer,UPPER BROOKFIELD,Environmental Management Team
Animal,Cat,Wandering,MITCHELTON,City Safety (Animal Management)
Animal,Dog,Unregistered,WEST END,City Safety (Animal Management)
Animal,Cat,Wandering,MURARRIE,Scheduling and Dispatch
Animal,Dog,Fencing Issues,CHERMSIDE,Rapid Response Group
Animal,Dog,Fencing Issues,INALA,Scheduling and Dispatch
Animal,Dog,Fencing Issues,INALA,Scheduling and Dispatch
Animal,Cat,Wandering,KENMORE,City Safety (Animal Management)
Animal,Other Animal,Unregistered,INALA,City Safety (Animal Management)
Animal,Other Animal,Defecating In Public,DEAGON,City Safety (Animal Management)
Animal,Dog,Defecating In Public,HAWTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,WAKERLEY,City Safety (Animal Management)
Animal,Dog,Too Many Animals,THE GAP,City Safety (Animal Management)
Animal,Attack,Menacing,KENMORE,Enforcement Animal Attack
Animal,Cat,Wandering,TOOWONG,City Safety Assessments Team
Animal,Other Animal,Unregistered,KURABY,City Safety (Animal Management)
Animal,Dog,Wandering,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Cat,Wandering,FOREST LAKE,City Safety Assessments Team
Animal,Cat Trapping,,SANDGATE,Environmental Management Team
Animal,Attack,Not An Attack,KENMORE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,Rapid Response Group
Animal,Dog,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,WISHART,Enforcement Animal Attack
Animal,Dog,Wandering,HERSTON,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Cat,Wandering,BOONDALL,City Safety Assessments Team
Animal,Cat,Wandering,INALA,City Safety (Animal Management)
Animal,Dog,Wandering,SHERWOOD,Scheduling and Dispatch
Animal,Dog,Wandering,CARINDALE,Rapid Response Group
Animal,Attack,,GUMDALE,Enforcement Animal Attack
Animal,Dog,Defecating In Public,ASPLEY,City Safety (Animal Management)
Animal,Attack,Menacing,CARINDALE,Enforcement Animal Attack
Animal,Attack,Not An Attack,INALA,Rapid Response Group
Animal,Attack,Attack On A Person,RICHLANDS,Enforcement Animal Attack
Animal,Cat Trapping,,WACOL,Environmental Management Team
Animal,Attack,Dangerous,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Attack,Menacing,CARINA,Enforcement Animal Attack
Animal,Attack,,BULIMBA,Enforcement Animal Attack
Animal,Other Animal,Fox,MOGGILL,Environmental Management Team
Animal,Other Animal,Fencing Issues,DURACK,Rapid Response Group
Animal,Other Animal,Fox,MOUNT GRAVATT,Environmental Management Team
Animal,Other Animal,Nuisance Animal,BANYO,City Safety (Animal Management)
Animal,Dog,Too Many Animals,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ACACIA RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,HEATHWOOD,City Safety (Animal Management)
Animal,Cat,Wandering,HEATHWOOD,City Safety (Animal Management)
Animal,Dog,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Other Animal,Fox,MOUNT OMMANEY,Environmental Management Team
Animal,Cat,Wandering,WYNNUM,City Safety Assessments Team
Animal,Dog,Too Many Animals,SHORNCLIFFE,City Safety (Animal Management)
Animal,Attack,,CARINA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,NORMAN PARK,City Safety (Animal Management)
Animal,Attack,,WAVELL HEIGHTS,Enforcement Animal Attack
Animal,Cat,Wandering,THE GAP,City Safety Assessments Team
Animal,Dog,Odour,ACACIA RIDGE,City Safety Assessments Team
Animal,Cat,Wandering,FITZGIBBON,City Safety Assessments Team
Animal,Attack,Attack On A Person,KEPERRA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Cat Trapping,,WOOLLOONGABBA,Environmental Management Team
Animal,Cat,Wandering,THE GAP,City Safety (Animal Management)
Animal,Attack,Not An Attack,WAVELL HEIGHTS,Enforcement Animal Attack
Animal,Other Animal,Wild Dog,THE GAP,Environmental Management Team
Animal,Attack,,KENMORE,Enforcement Animal Attack
Animal,Attack,Not An Attack,NEW FARM,Enforcement Animal Attack
Animal,Other Animal,Fox,BELMONT,Environmental Management Team
Animal,Other Animal,Nuisance Animal,INALA,Rapid Response Group
Animal,Dog,Wandering,MORNINGSIDE,City Safety (Animal Management)
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Cat Trapping,,HOLLAND PARK,Environmental Management Team
Animal,Dog,Wandering,CHAPEL HILL,City Safety (Animal Management)
Animal,Dog,Defecating In Public,CAMP HILL,City Safety (Animal Management)
Animal,Attack,Menacing,BRACKEN RIDGE,Rapid Response Group
Animal,Cat Trapping,,GEEBUNG,Environmental Management Team
Animal,Attack,Attack On An Animal,FOREST LAKE,Enforcement Animal Attack
Animal,Attack,Attack On A Person,CAMP HILL,Enforcement Animal Attack
Animal,Other Animal,,KARANA DOWNS,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MANLY WEST,Enforcement Animal Attack
Animal,Dog,,ASCOT,City Safety (Animal Management)
Animal,Dog,,FERNY GROVE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TOOWONG,Rapid Response Group
Animal,Dog,,BELLBOWRIE,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Attack,Attack On An Animal,MOOROOKA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Other Animal,Fox,SEVEN HILLS,Environmental Management Team
Animal,Cat Trapping,,PALLARA,Environmental Management Team
Animal,Attack,Not An Attack,DARRA,Enforcement Animal Attack
Animal,Dog,,,City Safety (Animal Management)
Animal,Attack,Attack On A Person,INALA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,THE GAP,Enforcement Animal Attack
Animal,Other Animal,Fox,MOOROOKA,Environmental Management Team
Animal,Attack,Attack On An Animal,WAKERLEY,Enforcement Animal Attack
Animal,Cat,Wandering,WYNNUM,City Safety Assessments Team
Animal,Cat,Wandering,WYNNUM,Scheduling and Dispatch
Animal,Attack,,SANDGATE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,HAMILTON,Enforcement Animal Attack
Animal,Dog,Wandering,THE GAP,Rapid Response Group
Animal,Dog,,CARINA,City Safety (Animal Management)
Animal,Dog,,CALAMVALE,City Safety (Animal Management)
Animal,Other Animal,Deer,PINJARRA HILLS,Environmental Management Team
Animal,Attack,Attack On An Animal,ELLEN GROVE,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,INALA,Rapid Response Group
Animal,Dog,Too Many Animals,BRIGHTON,City Safety (Animal Management)
Animal,Attack,Menacing,DURACK,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,CLAYFIELD,Scheduling and Dispatch
Animal,Cat Trapping,,INALA,City Safety (Animal Management)
Animal,Dog,Unregistered,HIGHGATE HILL,City Safety (Animal Management)
Animal,Cat,Wandering,FAIRFIELD,City Safety Assessments Team
Animal,Dog,Fencing Issues,HOLLAND PARK WEST,Rapid Response Group
Animal,Dog,,DEAGON,Rapid Response Group
Animal,Dog,Too Many Animals,MOOROOKA,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MOOROOKA,Enforcement Animal Attack
Animal,Other Animal,Fox,UPPER BROOKFIELD,Environmental Management Team
Animal,Attack,Not An Attack,INALA,Scheduling and Dispatch
Animal,Attack,Attack On A Person,GREENSLOPES,Enforcement Animal Attack
Animal,Dog,,MURARRIE,City Safety (Animal Management)
Animal,Other Animal,Fox,MOOROOKA,Environmental Management Team
Animal,Dog,,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,,MOOROOKA,City Safety (Animal Management)
Animal,Cat,Wandering,TAIGUM,City Safety Assessments Team
Animal,Dog,,TENERIFFE,City Safety (Animal Management)
Animal,Other Animal,,KEDRON,City Safety (Animal Management)
Animal,Dog,Wandering,SHERWOOD,City Safety (Animal Management)
Animal,Attack,Not An Attack,KEPERRA,Enforcement Animal Attack
Animal,Dog,Unregistered,DOOLANDELLA,City Safety (Animal Management)
Animal,Other Animal,Fox,MANLY WEST,Environmental Management Team
Animal,Attack,Attack On A Person,RUNCORN,Enforcement Animal Attack
Animal,Dog,Wandering,COORPAROO,City Safety (Animal Management)
Animal,Dog,Wandering,FIG TREE POCKET,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BURBANK,Rapid Response Group
Animal,Dog,Unregistered,DARRA,City Safety (Animal Management)
Animal,Other Animal,Fox,MANLY WEST,Environmental Management Team
Animal,Cat,Wandering,STAFFORD HEIGHTS,City Safety Assessments Team
Animal,Other Animal,Fox,WAVELL HEIGHTS,Environmental Management Team
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Cat Trapping,,ROCHEDALE,Environmental Management Team
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,SHERWOOD,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,NUDGEE BEACH,Scheduling and Dispatch
Animal,Dog,Wandering,MILTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CARINA,Enforcement Animal Attack
Animal,Attack,,PULLENVALE,Enforcement Animal Attack
Animal,Cat Trapping,,MORNINGSIDE,Environmental Management Team
Animal,Dog,Defecating In Public,NEWSTEAD,City Safety (Animal Management)
Animal,Other Animal,Fox,PULLENVALE,Environmental Management Team
Animal,Cat Trapping,,BRIGHTON,Environmental Management Team
Animal,Other Animal,Nuisance Animal,SHERWOOD,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Other Animal,Fox,UPPER MOUNT GRAVATT,Environmental Management Team
Animal,Attack,Menacing,HOLLAND PARK,Enforcement Animal Attack
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Rapid Response Group
Animal,Dog,Wandering,CALAMVALE,City Safety (Animal Management)
Animal,Dog,Wandering,ROCKLEA,City Safety (Animal Management)
Animal,Dog,Wandering,MOUNT GRAVATT EAST,City Safety (Animal Management)
Animal,Cat,Wandering,WISHART,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOOROOKA,Rapid Response Group
Animal,Dog,Fencing Issues,MOOROOKA,Scheduling and Dispatch
Animal,Attack,Not An Attack,WAVELL HEIGHTS,Scheduling and Dispatch
Animal,Dog,Wandering,BURBANK,City Safety (Animal Management)
Animal,Dog,Fencing Issues,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Other Animal,Fox,RIVERHILLS,Environmental Management Team
Animal,Dog,Wandering,STAFFORD HEIGHTS,Rapid Response Group
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Dog,Wandering,SANDGATE,Rapid Response Group
Animal,Attack,Menacing,YERONGA,City Safety (Animal Management)
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,INALA,Rapid Response Group
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BANYO,Rapid Response Group
Animal,Dog,Fencing Issues,BOONDALL,Rapid Response Group
Animal,Dog,Wandering,ANSTEAD,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MANLY WEST,Enforcement Animal Attack
Animal,Cat,Wandering,BALD HILLS,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MORNINGSIDE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BROOKFIELD,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,ACACIA RIDGE,Rapid Response Group
Animal,Dog,Wandering,INALA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CARINDALE,City Safety (Animal Management)
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,WOOLLOONGABBA,City Safety Assessments Team
Animal,Dog,Defecating In Public,YERONGA,City Safety (Animal Management)
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ELLEN GROVE,Rapid Response Group
Animal,Dog,,GAYTHORNE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,KEDRON,Enforcement Animal Attack
Animal,Dog,Fencing Issues,KEPERRA,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,MORNINGSIDE,Enforcement Animal Attack
Animal,Dog,Wandering,CAMP HILL,City Safety (Animal Management)
