crl.tot,dollar,bang,money,n000,make,yesno
162,0,0.057,0,0,0,n
686,0.041,0,0,0,0.09,n
3086,0.004,0,0,0,0.02,n
1161,0.016,0,0,0,0.05,n
1090,0.016,0,0,0,0.05,n
910,0.053,0,0,0.05,0,n
163,0,0,0,0,0,n
7,0,0,0,0,0,n
40,0,0,0,0,0,n
101,0.084,0,0,0,0.27,n
37,0.63,0,0,0,0,n
33,0,0,0,0,0,n
138,0,0,0,0,0,n
114,0,0,0,0,0,n
12,0,0,0,0,0,n
78,0,0,0,0,0,n
37,0,0,0,0,0,n
53,0,0,0,0,2,n
238,0,0,0,0,0,n
51,0,0,0,0,0,n
4,0,0,0,0,0,n
5,0,0,0,0,0,n
6,0,0,0,0,0,n
54,0,0,0,0,0,n
85,0,0,0.56,0,0,n
65,0.219,0,0,0,0,n
5,0,0,0,0,0,n
10,0,0,0,0,0,n
41,0,0,0,0.74,0.74,n
35,0,0,0,0,0,n
3,0,0,0,0,0,n
38,0,0,0,0.97,0.97,n
65,0,0,0,0,0,n
42,0,0,0,0,0,n
13,0,0,0,2.12,0,n
12,0,0,0,0,0,n
148,0,0,0,0,0,n
30,0,0,0,0,0,n
4,0,0,0,0,0,n
112,0,0,0,0,0.34,n
139,0,0,0,0,0,n
21,0,0,0,0,0,n
16,0,0,0,0,0,n
164,0,0,0,0,0,n
168,0,0,0,0,0,n
15,0,0,0,0,0,n
156,0,0,0,0,0,n
167,0,0,0,0,0,n
1081,0.058,0.022,0,0.05,0.1,n
19,0,0.143,0,0,0,n
377,0,0,0,0,0,n
143,0,0,0,0,0,n
42,0,0,0.39,0,0.78,n
16,0,0,0,0,0,n
568,0,0.031,0,0,0.22,n
122,0,0,0,0,0,n
116,0,0,0,0,0,n
87,0,0,0,0,0.49,n
97,0,0,0,0,0,n
99,0,0,0,0,0,n
101,0,0,0,0,0,n
37,0,0,0,0,0,n
46,0,0,0,0,0,n
23,0,0.709,0,0,0,n
30,0,0,0,0,0,n
47,0,0,0,0,0,n
37,0,0,0,0,0,n
64,0.665,0,0,0,0,n
64,0.665,0,0,0,0,n
149,0,0,0,0,0,n
28,0,0,0,0,0,n
132,0,0,0,0,0,n
130,0,0,0,0,0,n
136,0,0,0,0,0,n
1303,0.014,0,0,0,0.05,n
113,0,0,0,0,0,n
86,0,0,0,0,0.23,n
143,0,0,0,0,0.23,n
62,0,0,0,0,0,n
963,0.016,0,0,0,0.05,n
4,0,0,0,0,0,n
1538,0.427,0.014,0,0,0.13,n
1,0,0,0,0,0,n
490,0.029,0,0,0,0.1,n
571,0.031,0,0,0,0.11,n
558,0,0,0,0,0,n
1758,0.007,0,0,0,0.02,n
71,0,0,0,0,0,n
19,0,0,0,0,0,n
26,0,0.74,0,0,0,n
3,0,0,0,0,0,n
685,0.053,0.035,0,0,0,n
5,0,0,0,0,0,n
10,0,0,0,0,0,n
227,0,0,0,0,0,n
33,0,0,0,0,0,n
215,0,0.048,0,0,0,n
117,0,0,0,0,0,n
17,0,0,0,0,0,n
19,0,0.505,0,0,0,n
59,0,0,0,0,0,n
278,0.242,0.282,0,0,0,n
168,0,0,0,0,0.71,n
7,0,0,0,0,0,n
35,0,0,0,0,0,n
56,0,0,0,0,0,n
81,0,0.083,0,0,0,n
30,0,0,0,0,0,n
430,0,0,0,0,0,n
72,0,0.271,0,0,0,n
372,0,0,0,0,0,n
72,0,0,0,0,0,n
31,0,0,0,0,0,n
20,0,0,0,0,0,n
19,0,0.2,0,0,0,n
13,0,0,0,0,0,n
40,0,0,0,0,0,n
139,0,0,0,0,0,n
432,0.063,0.021,0,0,0,n
210,0,0,0,0,0,n
206,0,0.037,0,0,0,n
552,0.066,0,0,0.09,0,n
24,0,0,0,0,0,n
37,0,0,0,0,0,n
14,0,0,0,0,0,n
904,0.013,0,0,0,0,n
26,0,0,0,0,0,n
41,0,0,0,0,0,n
18,0,0,0,0,0,n
17,0,0,0,0,0,n
204,0,0,0,0,0.35,n
598,0,0.025,0,0,0,n
338,0.059,0.119,0,0.48,0,n
1223,0.044,0.014,0,0,0,n
107,0,0,0,0,0,n
23,0,0,0,0,0,n
68,0,0,0,0,0,n
33,0,0,0,0,0,n
4,0,0,0,0,0,n
23,0,0,0,0,0,n
17,0,0,0,0,0,n
6,0,0,0,0,0,n
6,0,0,0,0,0,n
10,0,0,0,0,0,n
598,0.011,0,0,0,0,n
15,0,0,0,0,0,n
61,0,0,0,0,0,n
32,0,0,0,0,0,n
542,0.022,0.057,0,0,0.08,n
34,0,0.304,0,0,0,n
55,0,0,0,0,0,n
35,0,0,0,0,0,n
23,0,0,0,0,0,n
10,0,0,0,0,0,n
39,0,0,0,0,0,n
30,0,0,0,0,0,n
44,0,0,0,0,0,n
63,0,0.094,0,0,0,n
17,0,0,0,0,0,n
23,0,0.193,0,0,0,n
62,0,0.237,0,0,0,n
91,0,0,0,0,0,n
9,0,0,0,0,0,n
72,0,0,0,0,0,n
146,0.205,0.37,0.23,0.23,0.23,n
7,0,0,0,0,0,n
549,0.032,0,0,0,0.11,n
505,0.031,0,0,0,0.11,n
5,0,0,0,0,0,n
12,0,0,0,0,0,n
14,0,0,0,0,0,n
38,0,0.102,0,0,1.19,n
673,0.024,0,0,0,0.08,n
1423,0.014,0,0,0,0.05,n
715,0.024,0,0,0,0.17,n
46,0,0,0,0,0,n
576,0.043,0,0.07,0.15,0,n
15,0,1.098,0,0,0,n
48,0,0.173,0,0,0,n
133,0,0,0,0,0,n
19,0,0,0,0,0,n
14,0,0.178,0,0,1.26,n
26,0,0,0,0,0,n
372,0.04,0.04,0,0,0,n
262,0,0.043,0,0,0,n
110,0,0,0,0,0,n
84,0,0.387,0,0,0.68,n
179,0,0.065,0,0,0,n
5,0,0,0,0,0,n
20,0,0.391,0,0,0,n
45,0,0.403,0,0,0,n
15,0,0,0,0,0,n
375,0,0,0,0,0,n
2458,0.041,0.015,0,0,0,n
26,0,0,0,0,1.23,n
5,0,0,0,0,0,n
7,0,0,0,0,0,n
77,0,0.079,0,0,0,n
7,0,0,0,0,0,n
9,0,0,0,0,1.75,n
96,0,0,0,0,0,n
22,0,0,0,0,0,n
3,0,0,0,0,0,n
22,0,0.181,0,0,0,n
29,0,0,0,0,0,n
359,0.024,0,0,0,0,n
7,0,0,0,0,0,n
7,0,0,0,0,0,n
106,0,0,0,0,0,n
175,0,0,0,0,0,n
15,0,0,0,0,0,n
14,0,0.961,0,0,0,n
41,0,0,0,0,0,n
29,0,0,0,0,0,n
61,0,0,0,0,0,n
40,0,0,0,0,0,n
237,0,0.039,0,0,0.77,n
85,0,0.124,0,0,0,n
1356,0.016,0.028,0,0,0.07,n
10,0.719,0,0,0,0,n
95,0,0,0,0,0,n
76,0,0,0,0,0.89,n
10,0.724,0,0,0,0,n
50,0,0,0,0,0,n
16,0,0,0,0,0,n
193,0,0.056,0,0,0,n
49,0,0,0,0,0,n
43,0,0,0,1.25,0,n
418,0.017,0,0,0.25,0,n
53,0,0,0,0,2,n
23,0,0,0,0,0,n
47,0,0,0,0,0,n
41,0,0.097,0,0,0,n
114,0,0.109,0,0,0,n
20,0,0,0,0,0,n
199,0,0,0,0,0,n
142,0,0,0,0,0.23,n
8,0,0,0,0,0,n
18,0,0.74,0,0,0,n
132,0,0,0,0,0,n
11,0,0,0,0,0,n
31,0,0,0,0,0,n
9,0,0,0,0,0,n
411,0.084,0.028,0,0,0.21,n
39,0,0.523,0,0,0,n
600,0,0.017,0,0,0.11,n
198,0,0,0,0,0,n
85,0,0,0,0,0.75,n
29,0,0,0,0,0,n
28,0,0.444,0,0,0,n
142,0,0,0,0,0,n
9,0,0.8,0,0,0,n
12,0,0,0,0,0,n
64,0,0,0,0,0,n
130,0,0.122,0,0,0,n
665,0,0,0,0,0.06,n
78,0,0,0,0,0,n
28,0,0,0,0,0,n
115,0,0,0,0,0.26,n
420,0,0,0,0,0.13,n
58,0,0.153,0,0,0,n
15,0,0.645,0,0,0,n
14,0,0.414,0,0,1.17,n
7,0,0,0,0,0,n
83,0,0,0,0,0,n
9,0,0,0,0,0,n
11,0,0,0,0,0,n
5,0,0,0,0,0,n
230,0,0,0,0,0,n
5,0,0,0,0,0,n
8,0,0,0,0,0,n
13,0,0,0,0,3.03,n
103,0,0,0,0,0,n
148,0,0,0,0,0,n
168,0,0.072,0,0,0,n
51,0,0.208,0,0,0,n
653,0.029,0,0,0,0.11,n
17,0,0,0,0,0,n
112,0.407,0.407,0,0,0,n
28,0,0.448,0,0,0,n
44,0,0,0,0,0,n
105,0,0,0,0,0,n
32,0,0,0,0,0,n
7,0,0,0,0,0,n
6,0,0,0,0,0,n
251,0,0,0,0,0,n
25,0,0,0,0,0,n
201,0,0,0,0,0,n
6,0,0,0,0,0,n
146,0,0,0,0,0,n
156,0,0,0,0,0,n
26,0,0,0,0,0,n
26,0,0,0,0,0,n
37,0,0,0,0,0,n
48,0,0,0,0,0,n
317,0,0,0,0,0,n
321,0.336,0.224,0,0,0,n
319,0,0,0,0,0.51,n
391,0.031,0,0,0,0,n
577,0.12,0.013,0,0,0.09,n
76,0,0,0,0,0,n
82,0,0,0,0,0.3,n
377,0,0,0,0,0,n
319,0,0,0,0,0,n
89,0,0,0,0,0.23,n
155,0,0,0,0,0,n
156,0,0,0,0,0.58,n
129,0,0,0,0,0,n
129,0,0,0,0,0,n
260,0,0,0,0,0,n
380,0.027,0,0,0,0,n
184,0,0.149,0,0,0,n
14,0,0,0,0,0,n
69,0,0,0,0,0,n
5,0,0,0,0,0,n
4,0,0,0,0,0,n
311,0,0.112,0,0,0.39,n
37,0,0,0,0,0,n
888,0.048,0.029,0.06,0,0.13,n
552,0,0.042,0,0.09,0.09,n
64,0,0,0,0,0,n
5,0,0,0,0,0,n
16,0,0,0,0,0,n
46,0,0,0,0,0,n
35,0,0,0,0,0,n
52,0,0,0,0,0.9,n
10,0,0,0,0,0,n
94,0,0,0,0,0,n
4,0,0,0,0,0,n
40,0,0,0,0,0,n
6,0,0,0,0,0,n
270,0,0,0,0,0,n
276,0,0,0.84,0,0,n
466,0,0,0,0,0,n
112,0,0.056,0,0,0.67,n
507,0.028,0,0,0,0.1,n
3337,0.018,0,0,0.04,0.04,n
31,0,0,1.66,0,0,n
237,0.061,0.122,0,0.5,0,n
18,0,0,0,0,0,n
54,0,0,0,0,0,n
339,0.031,0,0,0,0,n
188,0,0,0,0,0,n
148,0,0.087,0,0,0,n
68,0,0,0,0,0,n
16,0,0.952,0,0,0,n
69,0,0.229,0,0,0,n
77,0,0,0,0,0,n
59,0,0,0,0,0,n
22,0,0.134,0,0,0,n
395,0.045,0.022,0,0,0,n
25,0,0,0,0,0,n
36,0,0,0,0,0,n
30,0,0,0,0,0,n
30,0,0,0,0,0,n
296,0,0,0,0,0,n
17,0,0,0,0,0,n
69,0,0,0,0,0,n
16,0,0.238,0,0,0,n
53,0,0,0,0,2,n
24,0,0,0,0,0,n
69,0,0,0,0,0,n
127,0,0,0,0,0,n
623,0.043,0,0,0,0.06,n
37,0,0,0,0,0,n
403,0.044,0.022,0,0,0,n
100,0,0,0,0,0.75,n
12,0,0,0,0,0,n
12,0,0,0,0,0,n
3,0,0,0,0,0,n
5,0,0,0,0,0,n
13,0,0,0,0,0,n
6,0,0,0,0,0,n
18,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
3,0,0,0,0,0,n
5,0,0,0,0,0,n
30,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
7,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
4,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
4,0,0,0,0,0,n
26,0,0,0,0,0,n
6,0,0,0,0,0,n
5,0,0,0,0,0,n
4,0,0,0,0,0,n
32,0,0,0,0,0,n
6,0,0,0,0,0,n
3,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
6,0,0,0,0,0,n
5,0,0,0,0,0,n
11,0,0,0,0,0,n
6,0,0,0,0,0,n
5,0,0,0,0,0,n
10,0,0,0,0,0,n
9,0,0,0,0,0,n
5,0,0,0,0,0,n
4,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
6,0,0,0,0,0,n
5,0,0,0,0,0,n
6,0,0,0,0,0,n
3,0,0,0,0,0,n
4,0,0,0,0,0,n
6,0,0,0,0,0,n
5,0,0,0,0,0,n
6,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
6,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
7,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
3,0,0,0,0,0,n
4,0,0,0,0,0,n
8,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
10,0,0,0,0,0,n
6,0,0,0,0,0,n
7,0,0,0,0,0,n
5,0,0,0,0,0,n
8,0,0,0,0,0,n
398,0,0,0,0,0,n
3,0,0,0,0,0,n
4,0,0,0,0,0,n
3,0,0,0,0,0,n
3,0,0,0,0,0,n
4,0,0,0,0,0,n
3,0,0,0,0,0,n
3,0,0,0,0,0,n
4,0,0,0,0,0,n
3,0,0,0,0,0,n
3,0,0,0,0,0,n
3,0,0,0,0,0,n
6,0,0,0,0,0,n
14,0,0,0,0,0,n
485,0,0,0,0,0,n
54,0,0,0,0,0.36,n
2051,0,0.037,0,0,0,n
40,0,0,0,0,0,n
272,0,0,0,0,0,n
42,0,0,0,0,0,n
143,0,0,0,0,0,n
150,0,0.129,0,0,0,n
40,0,0,0,0,0,n
6,0,1.739,0,0,0,n
931,0,0,0,0,0,n
50,0,0.178,0,0,0,n
18,0,0.636,0,0,0,n
28,0,0.444,0,0,0,n
23,0,0,0,0,0,n
511,0.032,0,0,0,0.11,n
1031,0.024,0,0,0,0.17,n
706,0.021,0,0,0,0.07,n
44,0,0,0,0,0,n
35,0,0,0,0,0,n
91,0,0.283,0,0,0.83,n
787,0,0,0,0,0,n
11,0,0,0,0,0,n
127,0,0,0,0,0,n
295,0,0,0,0,0,n
128,0,0,0,0,0,n
203,0,0,0,0,0,n
56,0,0,0,0,0.41,n
3467,0.007,0.002,0,0,0,n
4,0,0,0,0,0,n
3,0,0,0,0,0,n
117,0,0,0,0,0,n
7,0,0,0,0,0,n
28,0,0,0,0,0,n
116,0,0,0,0,0,n
14,0,0,0,0,0,n
5,0,0,0,0,0,n
69,0,0,0,0,0,n
582,0,0.024,0,0,0,n
54,0,0,0,0,1.26,n
94,0,0.197,0,0,0,n
113,0,0.502,0,0,0,n
122,0,0,0,0,0,n
141,0,0,0,0,0,n
141,0,0,0,0,0,n
43,0,0,0,0,0,n
126,0,0,0,0,0,n
207,0,0,0,0.23,0,n
103,0,0.135,0,0,0,n
469,0.041,0.041,0,0,0.1,n
99,0,0,0,0,0,n
67,0,0,0,0,0,n
29,0,0,0,0,0,n
89,0,0,0,0,0.23,n
15,0,0,0,0,0,n
32,0,0,0,0,0,n
20,0,0,0,0,0,n
6,0,0,0,0,0,n
411,0,0.026,0,0,0,n
500,0,0,0,0,0,n
190,0,0.043,0,0,0.25,n
104,0,0,0,0,0,n
249,0,0.05,0,0,0,n
93,0,0.056,0,0,0.33,n
7,0,0,0,0,0,n
316,0,0,0,0,0,n
147,0.037,0,0,0,0,n
11,0,0,0,0,0,n
22,0,0.374,0,0,0,n
16,0,0,0,0,0,n
22,0,0,0,0,0,n
5,0,0,0,0,0,n
18,0,0,0,0,0,n
41,0,0,0,0,0,n
53,0,0,0,0,2,n
3,0,0,0,0,0,n
44,0,0,0,0,0,n
330,0,0,0,0,0,n
19,0,0,0,0,0,n
50,0,0.238,0,0,0,n
81,0,0.102,0,0,0,n
173,0,0.159,0,0,0,n
18,0,0,0,0,0,n
29,0,0.235,0,0,0,n
659,0.023,0,0,0.22,0.07,n
545,0,0.014,0,0,0.2,n
27,0,0.181,0,0,0,n
42,0,0.336,0,0,0,n
720,0.02,0,0,0.22,0.07,n
109,0,0,0,0,0,n
35,0,0,0,0,0,n
29,0,0,0,0,1.06,n
12,0,0,0,0,0,n
50,0,0,0,0,0,n
58,0,0,0,0,0,n
12,0,0,0,0,0,n
12,0,0,0,0,0,n
2,0,0,0,0,0,n
204,0,0,0,0,0,n
44,0,0,0,0,0,n
23,0,0,0,0,0,n
112,0,0,0,0,0,n
39,0,0,0,0,0,n
190,0,0,0,0,0,n
12,0,0,0,0,0,n
17,0,0,0,0,0,n
180,0,0.188,0,0,0,n
73,0,0,0,0,0.71,n
167,0,0.049,0,0,0,n
421,0.04,0,0,0,0,n
8,0,0,0,0,0,n
248,0,0.055,0,0,0,n
35,0,0,0,0,0,n
49,0,0.139,0,0,0,n
27,0,0.404,0,0,0,n
3,0,0.862,0,0,0,n
17,0,0,0,0,0,n
87,0,0.093,0,0,0,n
85,0,0,0,0,0,n
120,0,0,0,0,0,n
10,0,0,0,0,0,n
69,0,0,0,0,0,n
74,0,0,0,0,0.46,n
7,0,0,0,0,0,n
6,0,0,0,0,0,n
130,0,0,0,0,0,n
77,0,0,0,0,0,n
33,0,0,0,0,0,n
136,0,0,0,0,0,n
28,0,0,0,0,0,n
1184,0.061,0.047,0,0,0,n
8,0,0,0,0,0,n
575,0,0,0,0.2,0,n
80,0,0,0,0,0,n
107,0,0,0,0,0,n
393,0.016,0,0,0,0,n
14,0,0,0,0,0,n
16,0,0,0,0,0,n
97,0,0,0,0,0,n
108,0,0,0,0,0.55,n
75,0,0,0,0,0,n
108,0,0.054,0,0,0,n
36,0,0.133,0,0,0,n
3,0,0,0,0,0,n
138,0,0.055,0,0,0,n
42,0,0.119,0,0,0,n
53,0,0,0,0,0,n
21,0,0.348,0,0,0,n
155,0.045,0,0,0,0,n
107,0.054,0,0,0,0,n
191,0,0,0,0,0,n
511,0,0,0,0,0,n
85,0.062,0,0,0,0,n
56,0,0,0,0,0,n
7,0,0,0,0,0,n
605,0.063,0,0,0.1,0,n
376,0,0,0,0,0,n
28,0,0,0,0,0,n
49,0,0,0,0,0,n
149,0,0,0,0,0,n
15,0,0,0,0,0,n
31,0.265,0,0.8,0,0,n
597,0.059,0,0,0.1,0,n
54,0,0,0,0,0,n
53,0,0,0,0,0,n
101,0,0,0,0,0,n
28,0,0,0,0,0,n
128,0,0,0,0,0,n
506,0,0,0,0,0,n
34,0,0.204,0,0,1.12,n
207,0,0,0,0,0.19,n
76,0,0.139,0,0,0,n
177,0,0.077,0,0,0,n
76,0,0,0,0,0,n
31,0,0,0,0,0,n
88,0.223,0.111,0,0,0,n
86,0.18,0.361,0,0,0,n
4,0,0,0,0,0,n
9,0,0,0,0,0,n
18,0,0,0,0,0,n
98,0,0,0,0,0,n
18,0.651,0,0,0,0,n
8,0,0,0,0,0,n
93,0,0,0,0,0,n
80,0,0.285,0,0,0,n
122,0,0,0,0,0,n
208,0,0.082,0,0,0,n
534,0,0,0,0,0,n
50,0,0,0,0,0,n
48,0,0,0,0,0,n
307,0,0.097,0,0,0,n
18,0,0,0,0,0,n
6,0,0,0,0,0,n
472,0,0.018,0,0,0,n
88,0,0,0,0,0,n
26,0,0,0,0,0,n
187,0,0.021,0,0,0,n
63,0,0,0,0,0,n
210,0.067,0.135,0,0,0,n
39,0,0,0,0,0,n
45,0,0,0,0,0,n
76,0,0,0,0,0,n
19,0,0,0,0,0,n
189,0,0,0,0,0,n
152,0,0,0.24,0,0.24,n
19,0,0,0,0,0,n
746,0,0.018,0,0,0,n
51,0,0.184,0,0,0,n
5,0,0,0,0,0,n
35,0,0,0,0,0,n
81,0,0,0,0,0,n
6,0,0,0,0,0,n
79,0,0,0,0,0,n
646,0,0.038,0,0,0.17,n
256,0.029,0.148,0,0,0,n
53,0,0,0,0,2,n
559,0,0,0,0.11,0,n
120,0,0,0,0,0,n
42,0,0,0,0,0,n
227,0.086,0,0,0,0,n
59,0,0,0,0,0.4,n
4,0,0,0,0,0,n
3,0,0,0,0,0,n
738,0,0,0,0,0,n
7,0,0,0,0,0,n
105,0,0,0,0,0,n
25,0,0,0,0,0,n
114,0,0,0,0,0,n
49,0,0,0,0,0,n
10,0,0,0,0,0,n
108,0,0,0,0,0,n
22,0,0,0,0,0,n
665,0.022,0,0,0,0.08,n
485,0.033,0,0,0,0.12,n
827,0.019,0,0,0,0.06,n
598,0.024,0,0,0,0.08,n
1387,0.01,0,0,0,0.07,n
83,0,0,0,0,0,n
334,0,0,0,0,0.23,n
124,0,0,0,0,0,n
77,0,0,0,0,0,n
10,0,0,0,0,2.85,n
77,0,0.124,0.74,0,0,n
76,0,0,0,0,0,n
12,0,0,0,0,0,n
3003,0.039,0.031,0,0.02,0.04,n
24,0,0.167,0,0,0,n
290,0,0,0,0,0,n
171,0,0,0,0,0,n
7,0,0,0,0,0,n
461,0,0,0,0,0,n
196,0,0,0,0,0,n
14,0,0,0,0,0,n
237,0,0,0,0,0,n
363,0.214,0,0,0,0,n
13,0,0,0,0,0,n
540,0,0,0,0,0,n
39,0,0,0,0,0,n
54,0,0,0,0,0,n
42,0,0,0,0,0,n
11,0,0,0,0,0,n
124,0,0,0,0,0,n
629,0.039,0,0,0,0.09,n
48,0,0,0,0,0,n
111,0,0,0,0,0,n
576,0,0,0,0,0,n
19,0,0,0,0,0,n
105,0,0,0,0,0,n
30,0,0,0,0,0,n
18,0,0,0,0,0,n
99,0,0,0,0,0,n
25,0,0.333,0,0,0,n
8,0,8.333,0,0,0,n
191,0,0,0,0,0,n
120,0,0,0,0,0,n
4,0,0.632,0,0,0,n
122,0,0,0,0,0.33,n
17,0,0,0,0,0,n
508,0,0,0,0,0,n
22,0,0,0,0,0,n
106,0.078,0,0,0,0.54,n
885,0,0,0,0,0.09,n
232,0,0,0,0,0,n
146,0,0,0,0,0,n
60,0,0,0,0,0,n
18,0,0,0,0,0,n
45,0,0,0,0,0,n
11,0,0,0,0,0,n
12,0,1.342,0,0,0,n
277,0,0,0,0,0,n
1056,0.109,0.1,0,0,0.06,n
37,0,0.149,0,0,0,n
89,0,0,0,0,0,n
125,0,0.056,0,0,0,n
105,0,0,0,0,0,n
299,0,0.078,0,0,0,n
7,0,0,0,0,0,n
7,0,0,0,0,0,n
705,0,0,0,0,0,n
61,0,0,0,0,0,n
18,0,0,0,0,0,n
31,0,0.485,0,0,0,n
95,0,0,0,0,0,n
17,0,0,0,0,0,n
26,0,0,0,0,0,n
82,0,0,0,0,0,n
61,0,0,0,0,0,n
15,0,0,0,0,0,n
591,0.044,0,0,0.23,0.07,n
69,0,0,0,0,0,n
5,0,0,0,0,0,n
181,0,0,0,0,0,n
8,0,0,0,0,0,n
46,0,0,0,0,0,n
33,0,0,0,0,0,n
18,0,0,0,0,0,n
188,0,0,0,0,0,n
108,0,0,0,0,0,n
54,0,0,0,0,0,n
83,0,0,0,0,0,n
76,0,0.281,0,0,0,n
871,0.075,0.028,0,0,0,n
63,0,0,0,0,0,n
135,0,0.049,0,0,0,n
179,0,0,0,0,0,n
83,0,0,0,0,0,n
19,0,0,0,0,0,n
120,0.031,0,0,0.19,0.19,n
31,0,0,0,0,0,n
30,0,0,0,0,0,n
169,0,0,0,0,0,n
5,0,0,0,0,0,n
140,0,0,0,0,0,n
112,0,0,0,0,0,n
182,0,0,0,0,0.34,n
65,0,0.222,0,0,0,n
740,0.023,0,0,0.24,0.08,n
61,0,0,0,0,0.89,n
53,0,0,0,0,0,n
13,0,0,0,0,0,n
167,0,0.094,0,0,0,n
78,0,0.339,0,0,0,n
88,0,0.273,0,0,0,n
121,0,0,0,0,0.51,n
74,0,0,0,0,0,n
65,0,0,0,0,0,n
8,0,1.282,0,0,0,n
37,0,0,0,0,0,n
31,0,0,0,0,0,n
11,0,0,0,0,0,n
55,0,0,0,0,0,n
36,0,0,0,0,0,n
87,0,0,0,0,0.34,n
14,0,0.287,0,0,0,n
5,0,3.26,0,0,0,n
68,0,0.077,0.45,0,0,n
31,0,0.497,0,0,0,n
53,0,0.047,0,0,0.26,n
55,0,0,0,0,0,n
14,0,0,0,0,0,n
9,0,0,0,0,0,n
68,0,0,0,0,0,n
25,0,0,0,0,0,n
44,0,0,0,0,0,n
31,0,0.457,0,0,0,n
32,0,0.247,0,0,0,n
70,0,0,0,0,0,n
22,0,0,0,0,0,n
51,0,0.093,0,0,0,n
13,0,0.943,0,0,0,n
142,0,0.666,0,0.48,0,n
5,0,0,0,0,0,n
43,0.26,0,0,0,0,n
96,0.038,0,0,0,0,n
6,0,0,0,0,3.84,n
6,0,1.724,0,0,0,n
34,0,0.578,0,0,0,n
9,0,0,0,0,0,n
51,0,0,0,0,0,n
75,0,0.392,0,0,0.54,n
24,0,0,0,0,0,n
26,0,0.398,0,0,0,n
30,0,0,0,0,0,n
137,0,0,0,0,0,n
14,0,0,0,0,0,n
31,0,0,0,0,0,n
8,0,0.613,0,0,0,n
9,0,0,0,0,0,n
20,0,0,0,0,0,n
14,0,0,0,0,0,n
7,0,0,0,0,0,n
22,0,2.843,0,0,0,n
16,0,0,0,0,0,n
12,0,1.075,0,0,0,n
179,0,0,0,0,0,n
45,0,0,0,0,0,n
51,0,0.091,0,0,0.49,n
45,0,0,0,0,0,n
30,0.197,0,0,0,0,n
9,0,0,0,0,0,n
50,0.159,0,0,0,0,n
7,0,1.438,0,0,0,n
272,0,0.078,0,0,0.08,n
20,0,0,0,0,0,n
24,0,0.371,0,0,0,n
8,0,0,0,0,0,n
30,0,0,0,0,1.31,n
37,0,0.143,0,0,0,n
26,0,0.165,0,0,0,n
10,0,0.704,0,0,0,n
11,0,0.68,0,0,0,n
6,0,0,0,0,0,n
29,0,0.422,0,0,0,n
20,0,0,0,0,0,n
28,0,0,0,0,0,n
183,0,0.164,0,0,0.13,n
35,0.118,0,0,0,0,n
24,0,0,0,0,0,n
14,0,0.546,0,0,0,n
24,0,0,0,0,0,n
13,0,1.069,0,0,0,n
134,0,0.054,0,0,0,n
83,0.189,0.094,0,0,0,n
14,0,0.564,0,0,0,n
9,0,0,0,0,0,n
77,0,0.076,0,0,0,n
37,0,0.259,0,0,0,n
97,0,0.117,0,0,0.66,n
70,0,0,0,0,0,n
8,0,0,0,0,0,n
74,0.218,0.109,0,0,0,n
11,0,0.248,0,0,0,n
73,0,0.954,0,0,0,n
49,0,0,0,0,0,n
8,0,0,0,0,0,n
52,0.169,0.169,0,0,0,n
27,0,0,0,0,0,n
34,0,0.49,1.16,0,0,n
226,0,0,0,0,0,n
44,0,0.09,0,0,0,n
24,0,0.147,0,0,0,n
49,0,0.102,0,0,0.63,n
71,0,0,0,0,0,n
425,0,0.157,0,0.1,0.1,n
7,0,0,0,0,0,n
36,0,0.213,0,0,0,n
30,0.246,0,0,0,0,n
31,0.211,0,0,0,0,n
40,0,0,0,0,0,n
16,0,0,0,0,0,n
