response_id,term,probability,order
5122,About Even,50,1
5122,Realistic Possibility,60,2
5122,May Happen,30,3
5122,Highly Likely,75,4
5122,Almost No Chance,5,5
5122,Highly Unlikely,5,6
5122,Improbable,1,7
5122,Little Chance,20,8
5122,Unlikely,10,9
5122,Might Happen,30,10
5122,Will Happen,100,11
5122,Remote Chance,5,12
5122,Probable,80,13
5122,Likely,70,14
5122,Almost Certain,95,15
5122,Very Good Chance,80,16
5122,Better than Even,60,17
5122,Could Happen,40,18
5122,Chances are Slight,10,19
5121,Highly Likely,85,1
5121,Likely,75,2
5121,Almost Certain,90,3
5121,About Even,50,4
5121,Unlikely,20,5
5121,May Happen,30,6
5121,Remote Chance,10,7
5121,Little Chance,5,8
5121,Very Good Chance,95,9
5121,Realistic Possibility,67,10
5121,Will Happen,100,11
5121,Might Happen,70,12
5121,Improbable,5,13
5121,Better than Even,55,14
5121,Highly Unlikely,10,15
5121,Probable,90,16
5121,Could Happen,60,17
5121,Chances are Slight,15,18
5121,Almost No Chance,1,19
5120,Improbable,49,1
5120,Probable,51,2
5120,Might Happen,5,3
5120,Almost No Chance,1,4
5120,Unlikely,2,5
5120,Better than Even,51,6
5120,About Even,49,7
5120,Little Chance,5,8
5120,Likely,75,9
5120,Highly Unlikely,10,10
5120,May Happen,60,11
5120,Remote Chance,8,12
5120,Chances are Slight,5,13
5120,Highly Likely,90,14
5120,Will Happen,100,15
5120,Almost Certain,90,16
5120,Realistic Possibility,75,17
5120,Very Good Chance,70,18
5120,Could Happen,50,19
5119,Better than Even,51,1
5119,Might Happen,15,2
5119,Chances are Slight,3,3
5119,Almost No Chance,1,4
5119,Probable,66,5
5119,May Happen,50,6
5119,Unlikely,25,7
5119,Could Happen,40,8
5119,Highly Unlikely,10,9
5119,Will Happen,99,10
5119,Little Chance,10,11
5119,Improbable,33,12
5119,Highly Likely,75,13
5119,Almost Certain,90,14
5119,Remote Chance,15,15
5119,Likely,75,16
5119,About Even,50,17
5119,Realistic Possibility,66,18
5119,Very Good Chance,85,19
5118,Almost Certain,95,1
5118,Might Happen,25,2
5118,Highly Unlikely,5,3
5118,May Happen,25,4
5118,Little Chance,10,5
5118,Almost No Chance,1,6
5118,Improbable,1,7
5118,Chances are Slight,7,8
5118,Realistic Possibility,40,9
5118,Remote Chance,10,10
5118,Highly Likely,85,11
5118,Unlikely,33,12
5118,Very Good Chance,66,13
5118,Could Happen,50,14
5118,Probable,51,15
5118,About Even,50,16
5118,Better than Even,51,17
5118,Will Happen,100,18
5118,Likely,60,19
5117,May Happen,60,1
5117,Almost No Chance,10,2
5117,Unlikely,5,3
5117,Might Happen,40,4
5117,Realistic Possibility,45,5
5117,Very Good Chance,60,6
5117,About Even,50,7
5117,Highly Likely,80,8
5117,Almost Certain,90,9
5117,Will Happen,100,10
5117,Improbable,2,11
5117,Little Chance,5,12
5117,Remote Chance,1,13
5117,Probable,45,14
5117,Likely,60,15
5117,Could Happen,50,16
5117,Better than Even,60,17
5117,Highly Unlikely,10,18
5117,Chances are Slight,2,19
5116,Little Chance,10,1
5116,May Happen,30,2
5116,About Even,48,3
5116,Unlikely,20,4
5116,Realistic Possibility,60,5
5116,Likely,70,6
5116,Might Happen,60,7
5116,Better than Even,60,8
5116,Highly Likely,90,9
5116,Highly Unlikely,10,10
5116,Will Happen,98,11
5116,Remote Chance,5,12
5116,Chances are Slight,10,13
5116,Could Happen,30,14
5116,Almost No Chance,5,15
5116,Improbable,10,16
5116,Very Good Chance,70,17
5116,Probable,80,18
5116,Almost Certain,95,19
5115,Remote Chance,20,1
5115,Realistic Possibility,80,2
5115,May Happen,60,3
5115,About Even,50,4
5115,Almost Certain,90,5
5115,Probable,70,6
5115,Chances are Slight,10,7
5115,Likely,90,8
5115,Very Good Chance,90,9
5115,Highly Likely,95,10
5115,Could Happen,55,11
5115,Little Chance,10,12
5115,Unlikely,5,13
5115,Might Happen,20,14
5115,Better than Even,60,15
5115,Improbable,0,16
5115,Will Happen,100,17
5115,Almost No Chance,0,18
5115,Highly Unlikely,5,19
5114,Improbable,10,1
5114,About Even,50,2
5114,Highly Unlikely,5,3
5114,Remote Chance,15,4
5114,Better than Even,60,5
5114,Might Happen,60,6
5114,Almost Certain,90,7
5114,Realistic Possibility,75,8
5114,Unlikely,25,9
5114,May Happen,60,10
5114,Will Happen,100,11
5114,Almost No Chance,5,12
5114,Little Chance,20,13
5114,Could Happen,40,14
5114,Chances are Slight,30,15
5114,Likely,75,16
5114,Highly Likely,80,17
5114,Probable,75,18
5114,Very Good Chance,85,19
5113,Likely,60,1
5113,Very Good Chance,75,2
5113,Almost No Chance,3,3
5113,Realistic Possibility,75,4
5113,Highly Unlikely,10,5
5113,Unlikely,25,6
5113,Remote Chance,30,7
5113,Might Happen,60,8
5113,Almost Certain,85,9
5113,May Happen,85,10
5113,Could Happen,55,11
5113,Probable,80,12
5113,About Even,50,13
5113,Improbable,10,14
5113,Chances are Slight,20,15
5113,Little Chance,20,16
5113,Better than Even,60,17
5113,Highly Likely,80,18
5113,Will Happen,100,19
5112,Highly Unlikely,5,1
5112,Almost Certain,90,2
5112,Almost No Chance,1,3
5112,Could Happen,50,4
5112,May Happen,60,5
5112,Realistic Possibility,70,6
5112,Unlikely,30,7
5112,About Even,50,8
5112,Might Happen,55,9
5112,Likely,80,10
5112,Will Happen,100,11
5112,Better than Even,51,12
5112,Remote Chance,1,13
5112,Chances are Slight,10,14
5112,Highly Likely,80,15
5112,Improbable,1,16
5112,Probable,51,17
5112,Little Chance,10,18
5112,Very Good Chance,75,19
5111,Might Happen,60,1
5111,Highly Likely,90,2
5111,Unlikely,15,3
5111,Realistic Possibility,75,4
5111,Almost Certain,95,5
5111,Probable,75,6
5111,Remote Chance,5,7
5111,Chances are Slight,10,8
5111,Little Chance,10,9
5111,Likely,75,10
5111,Could Happen,55,11
5111,Better than Even,60,12
5111,May Happen,45,13
5111,Almost No Chance,1,14
5111,Improbable,10,15
5111,Very Good Chance,90,16
5111,Will Happen,100,17
5111,About Even,50,18
5111,Highly Unlikely,10,19
5110,Highly Likely,80,1
5110,Unlikely,10,2
5110,May Happen,20,3
5110,Chances are Slight,5,4
5110,Almost No Chance,1,5
5110,Almost Certain,99,6
5110,Realistic Possibility,90,7
5110,Very Good Chance,80,8
5110,Better than Even,60,9
5110,Will Happen,100,10
5110,Might Happen,50,11
5110,Could Happen,50,12
5110,Improbable,5,13
5110,Likely,75,14
5110,About Even,50,15
5110,Little Chance,5,16
5110,Remote Chance,1,17
5110,Probable,80,18
5110,Highly Unlikely,2,19
5109,Unlikely,30,1
5109,Improbable,10,2
5109,Realistic Possibility,80,3
5109,Almost No Chance,1,4
5109,Likely,80,5
5109,Probable,65,6
5109,May Happen,60,7
5109,Could Happen,50,8
5109,Highly Likely,95,9
5109,Chances are Slight,5,10
5109,Better than Even,60,11
5109,Highly Unlikely,5,12
5109,About Even,50,13
5109,Remote Chance,5,14
5109,Will Happen,100,15
5109,Might Happen,60,16
5109,Little Chance,10,17
5109,Very Good Chance,85,18
5109,Almost Certain,90,19
5108,Almost Certain,95,1
5108,Could Happen,20,2
5108,Might Happen,30,3
5108,About Even,50,4
5108,Likely,70,5
5108,May Happen,25,6
5108,Chances are Slight,10,7
5108,Very Good Chance,80,8
5108,Highly Likely,90,9
5108,Realistic Possibility,60,10
5108,Probable,65,11
5108,Improbable,20,12
5108,Almost No Chance,0,13
5108,Will Happen,98,14
5108,Little Chance,10,15
5108,Highly Unlikely,15,16
5108,Remote Chance,3,17
5108,Better than Even,51,18
5108,Unlikely,7,19
5107,Unlikely,20,1
5107,Little Chance,5,2
5107,Very Good Chance,90,3
5107,Remote Chance,30,4
5107,Likely,85,5
5107,Realistic Possibility,80,6
5107,Almost Certain,95,7
5107,May Happen,50,8
5107,Chances are Slight,10,9
5107,Highly Likely,90,10
5107,About Even,50,11
5107,Improbable,10,12
5107,Better than Even,60,13
5107,Could Happen,65,14
5107,Highly Unlikely,5,15
5107,Almost No Chance,2,16
5107,Might Happen,60,17
5107,Will Happen,100,18
5107,Probable,75,19
5106,Will Happen,100,1
5106,Improbable,15,2
5106,May Happen,40,3
5106,Little Chance,20,4
5106,Might Happen,50,5
5106,Could Happen,60,6
5106,Highly Unlikely,5,7
5106,Better than Even,55,8
5106,Realistic Possibility,75,9
5106,Chances are Slight,20,10
5106,Likely,90,11
5106,Almost No Chance,5,12
5106,Highly Likely,95,13
5106,Probable,80,14
5106,Remote Chance,10,15
5106,Unlikely,20,16
5106,Very Good Chance,85,17
5106,Almost Certain,95,18
5106,About Even,55,19
5105,Remote Chance,15,1
5105,Likely,65,2
5105,Little Chance,20,3
5105,Highly Likely,80,4
5105,Realistic Possibility,55,5
5105,Chances are Slight,20,6
5105,Improbable,35,7
5105,May Happen,35,8
5105,Almost Certain,90,9
5105,Unlikely,30,10
5105,Highly Unlikely,25,11
5105,Probable,55,12
5105,About Even,50,13
5105,Very Good Chance,85,14
5105,Almost No Chance,10,15
5105,Will Happen,100,16
5105,Better than Even,55,17
5105,Could Happen,60,18
5105,Might Happen,60,19
5104,Likely,75,1
5104,Remote Chance,10,2
5104,Almost Certain,95,3
5104,Will Happen,100,4
5104,Highly Likely,90,5
5104,Could Happen,80,6
5104,About Even,50,7
5104,May Happen,33,8
5104,Unlikely,10,9
5104,Probable,85,10
5104,Little Chance,10,11
5104,Realistic Possibility,75,12
5104,Highly Unlikely,5,13
5104,Improbable,20,14
5104,Chances are Slight,10,15
5104,Almost No Chance,5,16
5104,Might Happen,75,17
5104,Better than Even,66,18
5104,Very Good Chance,90,19
5103,Might Happen,51,1
5103,Almost Certain,99,2
5103,Could Happen,80,3
5103,Improbable,5,4
5103,Chances are Slight,15,5
5103,Highly Likely,95,6
5103,Realistic Possibility,30,7
5103,Very Good Chance,90,8
5103,Likely,75,9
5103,May Happen,60,10
5103,Almost No Chance,1,11
5103,Will Happen,100,12
5103,Highly Unlikely,5,13
5103,Little Chance,10,14
5103,Unlikely,25,15
5103,Better than Even,55,16
5103,Remote Chance,1,17
5103,Probable,90,18
5103,About Even,50,19
5102,Almost Certain,95,1
5102,Could Happen,50,2
5102,Very Good Chance,80,3
5102,About Even,50,4
5102,Probable,75,5
5102,May Happen,30,6
5102,Better than Even,65,7
5102,Remote Chance,10,8
5102,Unlikely,10,9
5102,Realistic Possibility,75,10
5102,Will Happen,100,11
5102,Improbable,2,12
5102,Chances are Slight,5,13
5102,Likely,75,14
5102,Might Happen,30,15
5102,Almost No Chance,1,16
5102,Little Chance,10,17
5102,Highly Unlikely,5,18
5102,Highly Likely,95,19
5101,Almost Certain,90,1
5101,Almost No Chance,10,2
5101,Highly Likely,75,3
5101,Remote Chance,25,4
5101,Unlikely,10,5
5101,Very Good Chance,90,6
5101,Likely,75,7
5101,May Happen,51,8
5101,Probable,51,9
5101,Will Happen,100,10
5101,Highly Unlikely,5,11
5101,Little Chance,5,12
5101,Might Happen,90,13
5101,Improbable,49,14
5101,Could Happen,51,15
5101,Realistic Possibility,80,16
5101,Better than Even,52,17
5101,Chances are Slight,20,18
5101,About Even,5,19
5100,May Happen,60,1
5100,Very Good Chance,80,2
5100,Might Happen,40,3
5100,About Even,50,4
5100,Highly Unlikely,20,5
5100,Almost No Chance,5,6
5100,Chances are Slight,10,7
5100,Likely,70,8
5100,Highly Likely,90,9
5100,Could Happen,40,10
5100,Better than Even,51,11
5100,Realistic Possibility,40,12
5100,Little Chance,20,13
5100,Almost Certain,95,14
5100,Probable,51,15
5100,Will Happen,100,16
5100,Remote Chance,10,17
5100,Improbable,49,18
5100,Unlikely,30,19
5099,Very Good Chance,75,1
5099,Little Chance,20,2
5099,Unlikely,25,3
5099,Almost Certain,90,4
5099,Improbable,25,5
5099,Might Happen,35,6
5099,About Even,50,7
5099,Will Happen,100,8
5099,May Happen,40,9
5099,Could Happen,20,10
5099,Remote Chance,5,11
5099,Probable,66,12
5099,Realistic Possibility,70,13
5099,Chances are Slight,20,14
5099,Likely,70,15
5099,Better than Even,60,16
5099,Highly Unlikely,10,17
5099,Almost No Chance,1,18
5099,Highly Likely,90,19
5098,Likely,75,1
5098,Will Happen,95,2
5098,Unlikely,3,3
5098,Better than Even,50,4
5098,Almost Certain,95,5
5098,Chances are Slight,7,6
5098,Highly Likely,85,7
5098,Realistic Possibility,60,8
5098,About Even,55,9
5098,Might Happen,5,10
5098,Little Chance,3,11
5098,May Happen,5,12
5098,Remote Chance,5,13
5098,Probable,95,14
5098,Highly Unlikely,10,15
5098,Very Good Chance,85,16
5098,Improbable,3,17
5098,Could Happen,60,18
5098,Almost No Chance,5,19
5097,Remote Chance,5,1
5097,Will Happen,95,2
5097,Might Happen,25,3
5097,Realistic Possibility,20,4
5097,Almost No Chance,1,5
5097,Improbable,30,6
5097,Likely,75,7
5097,Unlikely,15,8
5097,May Happen,30,9
5097,Little Chance,5,10
5097,Could Happen,25,11
5097,Chances are Slight,5,12
5097,Almost Certain,99,13
5097,Highly Likely,95,14
5097,Probable,60,15
5097,About Even,50,16
5097,Better than Even,55,17
5097,Highly Unlikely,15,18
5097,Very Good Chance,75,19
5096,Could Happen,76,1
5096,Might Happen,60,2
5096,Chances are Slight,40,3
5096,Likely,90,4
5096,Realistic Possibility,95,5
5096,Almost No Chance,5,6
5096,Remote Chance,7,7
5096,Unlikely,10,8
5096,Highly Likely,95,9
5096,About Even,50,10
5096,Highly Unlikely,5,11
5096,Improbable,30,12
5096,Almost Certain,99,13
5096,Will Happen,100,14
5096,May Happen,60,15
5096,Better than Even,75,16
5096,Very Good Chance,80,17
5096,Little Chance,20,18
5096,Probable,50,19
5095,Chances are Slight,40,1
5095,Little Chance,20,2
5095,Unlikely,10,3
5095,Will Happen,90,4
5095,Better than Even,51,5
5095,Probable,75,6
5095,Almost No Chance,5,7
5095,Almost Certain,95,8
5095,Very Good Chance,88,9
5095,Could Happen,65,10
5095,About Even,50,11
5095,Remote Chance,20,12
5095,Realistic Possibility,75,13
5095,May Happen,60,14
5095,Highly Unlikely,10,15
5095,Highly Likely,90,16
5095,Improbable,30,17
5095,Might Happen,70,18
5095,Likely,70,19
5094,Improbable,5,1
5094,Little Chance,5,2
5094,Highly Unlikely,5,3
5094,Could Happen,25,4
5094,About Even,50,5
5094,Remote Chance,2,6
5094,Might Happen,50,7
5094,Almost Certain,80,8
5094,Very Good Chance,80,9
5094,Probable,90,10
5094,Almost No Chance,1,11
5094,Likely,75,12
5094,Will Happen,95,13
5094,Unlikely,5,14
5094,Better than Even,60,15
5094,Realistic Possibility,75,16
5094,Chances are Slight,5,17
5094,May Happen,55,18
5094,Highly Likely,90,19
5093,About Even,50,1
5093,Better than Even,51,2
5093,Could Happen,1,3
5093,Almost Certain,99,4
5093,Little Chance,5,5
5093,Improbable,0,6
5093,Highly Unlikely,3,7
5093,Remote Chance,3,8
5093,Might Happen,1,9
5093,Almost No Chance,1,10
5093,Will Happen,100,11
5093,Unlikely,20,12
5093,Highly Likely,90,13
5093,Realistic Possibility,75,14
5093,Very Good Chance,80,15
5093,Likely,60,16
5093,Probable,1,17
5093,Chances are Slight,5,18
5093,May Happen,1,19
5092,Likely,85,1
5092,Could Happen,30,2
5092,Highly Unlikely,5,3
5092,Highly Likely,95,4
5092,Better than Even,55,5
5092,Very Good Chance,75,6
5092,Remote Chance,20,7
5092,Little Chance,10,8
5092,Improbable,8,9
5092,Unlikely,15,10
5092,Might Happen,20,11
5092,May Happen,25,12
5092,Almost Certain,99,13
5092,Probable,85,14
5092,Almost No Chance,2,15
5092,About Even,50,16
5092,Chances are Slight,15,17
5092,Realistic Possibility,40,18
5092,Will Happen,100,19
5091,Likely,70,1
5091,Little Chance,30,2
5091,Realistic Possibility,50,3
5091,Probable,60,4
5091,Might Happen,50,5
5091,Almost Certain,95,6
5091,Better than Even,55,7
5091,Could Happen,50,8
5091,Unlikely,10,9
5091,Improbable,5,10
5091,Very Good Chance,80,11
5091,About Even,50,12
5091,Highly Unlikely,10,13
5091,Will Happen,100,14
5091,Highly Likely,85,15
5091,May Happen,50,16
5091,Remote Chance,20,17
5091,Chances are Slight,15,18
5091,Almost No Chance,5,19
5090,Little Chance,10,1
5090,May Happen,60,2
5090,About Even,50,3
5090,Unlikely,20,4
5090,Realistic Possibility,70,5
5090,Likely,80,6
5090,Might Happen,60,7
5090,Better than Even,60,8
5090,Highly Likely,90,9
5090,Highly Unlikely,5,10
5090,Will Happen,100,11
5090,Remote Chance,5,12
5090,Chances are Slight,5,13
5090,Could Happen,60,14
5090,Almost No Chance,2,15
5090,Improbable,5,16
5090,Very Good Chance,70,17
5090,Probable,80,18
5090,Almost Certain,99,19
5089,Might Happen,65,1
5089,Highly Likely,95,2
5089,Unlikely,30,3
5089,Realistic Possibility,75,4
5089,Almost Certain,99,5
5089,Probable,80,6
5089,Remote Chance,20,7
5089,Chances are Slight,15,8
5089,Little Chance,10,9
5089,Likely,90,10
5089,Could Happen,70,11
5089,Better than Even,65,12
5089,May Happen,50,13
5089,Almost No Chance,5,14
5089,Improbable,10,15
5089,Very Good Chance,85,16
5089,Will Happen,100,17
5089,About Even,50,18
5089,Highly Unlikely,10,19
5088,About Even,50,1
5088,Little Chance,15,2
5088,Will Happen,98,3
5088,Almost Certain,90,4
5088,Improbable,5,5
5088,Could Happen,50,6
5088,Probable,75,7
5088,Highly Likely,85,8
5088,Realistic Possibility,75,9
5088,Better than Even,60,10
5088,Very Good Chance,75,11
5088,Almost No Chance,15,12
5088,Unlikely,35,13
5088,Highly Unlikely,25,14
5088,Might Happen,65,15
5088,Likely,80,16
5088,Chances are Slight,35,17
5088,May Happen,80,18
5088,Remote Chance,30,19
5087,Little Chance,5,1
5087,Improbable,10,2
5087,Unlikely,25,3
5087,Likely,55,4
5087,Remote Chance,2,5
5087,Realistic Possibility,70,6
5087,Will Happen,100,7
5087,Almost No Chance,5,8
5087,Highly Unlikely,10,9
5087,Highly Likely,80,10
5087,Better than Even,60,11
5087,Probable,75,12
5087,May Happen,40,13
5087,Chances are Slight,20,14
5087,Very Good Chance,70,15
5087,Could Happen,60,16
5087,About Even,50,17
5087,Might Happen,40,18
5087,Almost Certain,90,19
5086,Almost Certain,95,1
5086,Highly Unlikely,10,2
5086,About Even,50,3
5086,Realistic Possibility,75,4
5086,Remote Chance,10,5
5086,Improbable,15,6
5086,May Happen,50,7
5086,Probable,80,8
5086,Chances are Slight,10,9
5086,Almost No Chance,5,10
5086,Better than Even,60,11
5086,Unlikely,25,12
5086,Likely,75,13
5086,Little Chance,10,14
5086,Might Happen,70,15
5086,Will Happen,99,16
5086,Highly Likely,95,17
5086,Very Good Chance,90,18
5086,Could Happen,65,19
5085,About Even,50,1
5085,Likely,75,2
5085,Highly Unlikely,10,3
5085,Unlikely,25,4
5085,Better than Even,60,5
5085,Highly Likely,90,6
5085,Could Happen,40,7
5085,Probable,75,8
5085,Chances are Slight,20,9
5085,May Happen,40,10
5085,Very Good Chance,80,11
5085,Might Happen,40,12
5085,Remote Chance,5,13
5085,Almost No Chance,1,14
5085,Will Happen,100,15
5085,Little Chance,10,16
5085,Realistic Possibility,60,17
5085,Almost Certain,95,18
5085,Improbable,25,19
5084,Better than Even,60,1
5084,Almost Certain,95,2
5084,Highly Unlikely,5,3
5084,May Happen,20,4
5084,Probable,80,5
5084,Could Happen,20,6
5084,About Even,50,7
5084,Realistic Possibility,25,8
5084,Highly Likely,85,9
5084,Chances are Slight,10,10
5084,Will Happen,100,11
5084,Little Chance,5,12
5084,Almost No Chance,1,13
5084,Very Good Chance,90,14
5084,Remote Chance,5,15
5084,Likely,70,16
5084,Unlikely,20,17
5084,Might Happen,25,18
5084,Improbable,15,19
5083,Likely,60,1
5083,Probable,66,2
5083,Will Happen,95,3
5083,Highly Likely,80,4
5083,Remote Chance,15,5
5083,Might Happen,25,6
5083,Better than Even,51,7
5083,May Happen,35,8
5083,Unlikely,20,9
5083,Improbable,10,10
5083,Almost No Chance,5,11
5083,Chances are Slight,10,12
5083,Little Chance,10,13
5083,Realistic Possibility,35,14
5083,Very Good Chance,60,15
5083,About Even,45,16
5083,Almost Certain,90,17
5083,Highly Unlikely,2,18
5083,Could Happen,20,19
5082,Almost No Chance,10,1
5082,Improbable,5,2
5082,Highly Unlikely,1,3
5082,Likely,60,4
5082,Unlikely,40,5
5082,Remote Chance,20,6
5082,Probable,70,7
5082,Chances are Slight,15,8
5082,Could Happen,55,9
5082,Little Chance,10,10
5082,Might Happen,60,11
5082,About Even,50,12
5082,Realistic Possibility,60,13
5082,Very Good Chance,80,14
5082,May Happen,70,15
5082,Will Happen,95,16
5082,Highly Likely,90,17
5082,Almost Certain,95,18
5082,Better than Even,65,19
5081,Almost Certain,98,1
5081,Almost No Chance,1,2
5081,Highly Likely,90,3
5081,Remote Chance,5,4
5081,Unlikely,10,5
5081,Very Good Chance,85,6
5081,Likely,75,7
5081,May Happen,15,8
5081,Probable,65,9
5081,Will Happen,100,10
5081,Highly Unlikely,10,11
5081,Little Chance,15,12
5081,Might Happen,45,13
5081,Improbable,10,14
5081,Could Happen,51,15
5081,Realistic Possibility,60,16
5081,Better than Even,55,17
5081,Chances are Slight,10,18
5081,About Even,50,19
5080,Little Chance,5,1
5080,Remote Chance,2,2
5080,Unlikely,25,3
5080,Almost Certain,90,4
5080,Realistic Possibility,40,5
5080,Almost No Chance,1,6
5080,Likely,60,7
5080,Will Happen,100,8
5080,Improbable,18,9
5080,Better than Even,51,10
5080,Highly Unlikely,10,11
5080,About Even,50,12
5080,Probable,55,13
5080,May Happen,15,14
5080,Might Happen,20,15
5080,Could Happen,15,16
5080,Chances are Slight,5,17
5080,Highly Likely,85,18
5080,Very Good Chance,75,19
5079,Might Happen,30,1
