number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore
88,Battle Mages: Sign of Darkness,"Apr 13, 2006",4.99,"0 .. 20,000",Targem Games,Buka Entertainment,0,0,NA
90,AGON - The Mysterious Codex (Trilogy),"Mar 16, 2006",9.99,"0 .. 20,000",Private Moon Studios,Microids Indie,0,0,NA
94,Atlantis Sky Patrol,"Aug 23, 2006",9.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA
97,Mystery Case Files: Prime Suspects,"Apr 5, 2006",6.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA
101,Barrow Hill: Curse of the Ancient Circle,"Oct 5, 2006",7.99,"0 .. 20,000",Shadow Tor Studios,Iceberg Interactive,0,0,NA
102,Hidden Expedition: Titanic,"Jul 19, 2006",9.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA
104,Desert Gunner,"Dec 31, 2006",2.99,"0 .. 20,000",Digital Fusion,Digital Fusion Inc.,0,0,NA
110,Disney's Chicken Little: Ace in Action,"Dec 7, 2006",19.99,"0 .. 20,000",Avalanche Software,Disney Interactive,0,0,NA
4,Team Fortress 2,"Oct 10, 2007",NA,"50,000,000 .. 100,000,000",Valve,Valve,336,108,92
8,Portal,"Oct 10, 2007",9.99,"10,000,000 .. 20,000,000",Valve,Valve,69,24,90
7,Half-Life 2: Episode Two,"Oct 10, 2007",7.99,"5,000,000 .. 10,000,000",Valve,Valve,15,5,90
1,BioShock,"Aug 21, 2007",19.99,"2,000,000 .. 5,000,000","2K Boston, 2K Australia",2K,0,0,96
2,Company of Heroes - Legacy Edition,"Jul 17, 2007",19.99,"2,000,000 .. 5,000,000",Relic Entertainment,SEGA,0,0,93
12,Company of Heroes: Opposing Fronts,"Sep 24, 2007",19.99,"2,000,000 .. 5,000,000",Relic Entertainment,SEGA,0,0,87
3,Call of Duty 4: Modern Warfare,"Nov 12, 2007",19.99,"1,000,000 .. 2,000,000",Infinity Ward,Activision,0,0,92
5,Rome: Total War - Collection,"Aug 28, 2007",12.99,"1,000,000 .. 2,000,000",CREATIVE ASSEMBLY,SEGA,349,183,92
9,Deus Ex: Game of the Year Edition,"Mar 29, 2007",6.99,"1,000,000 .. 2,000,000",Ion Storm,Square Enix,0,0,90
11,"Warhammer 40,000: Dawn of War - Dark Crusade","Aug 7, 2007",3.24,"1,000,000 .. 2,000,000",Relic Entertainment,SEGA,113,37,87
13,Civilization IV: Beyond the Sword,"Jul 24, 2007",9.99,"1,000,000 .. 2,000,000",Firaxis Games,2K,0,0,86
14,"Warhammer 40,000: Dawn of War - Game of the Year Edition","Aug 7, 2007",3.24,"1,000,000 .. 2,000,000",Relic Entertainment,SEGA,4,1,86
18,RACE 07,"Oct 15, 2007",3.99,"1,000,000 .. 2,000,000",SimBin,SimBin,0,0,83
20,Tomb Raider: Anniversary,"Jun 5, 2007",8.99,"1,000,000 .. 2,000,000","Crystal Dynamics, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)",0,0,83
21,Hitman: Blood Money,"Mar 15, 2007",9.99,"1,000,000 .. 2,000,000",Io-Interactive A/S,Io-Interactive A/S,0,0,82
22,Tomb Raider: Legend,"Mar 29, 2007",6.99,"1,000,000 .. 2,000,000",Crystal Dynamics,Square Enix,0,0,82
23,S.T.A.L.K.E.R.: Shadow of Chernobyl,"Mar 20, 2007",19.99,"1,000,000 .. 2,000,000",GSC Game World,GSC Game World,1463,487,82
26,Deus Ex: Invisible War,"Mar 29, 2007",6.99,"1,000,000 .. 2,000,000",Ion Storm,Square Enix,0,0,80
36,Just Cause,"Mar 15, 2007",6.99,"1,000,000 .. 2,000,000",Avalanche Studios,Square Enix,92,30,75
38,Hitman: Codename 47,"Mar 15, 2007",7.99,"1,000,000 .. 2,000,000",IO Interactive A/S,IO Interactive A/S,0,0,73
68,Teeworlds,"May 27, 2007",NA,"1,000,000 .. 2,000,000",Teeworlds Team,Teeworlds Team,0,0,NA
15,Thief: Deadly Shadows,"Mar 29, 2007",8.99,"500,000 .. 1,000,000",Ion Storm,Square Enix,0,0,85
27,Vampire: The Masquerade - Bloodlines,"Mar 22, 2007",19.99,"500,000 .. 1,000,000",Troika Games,Activision,0,0,80
30,Rome: Total War - Alexander,"Aug 28, 2007",12.99,"500,000 .. 1,000,000",The Creative Assembly,SEGA,14,4,79
31,Shadowgrounds Survivor,"Nov 14, 2007",1.49,"500,000 .. 1,000,000",Frozenbyte,Frozenbyte,0,0,79
39,Penumbra Overture,"Mar 30, 2007",9.99,"500,000 .. 1,000,000",Frictional Games,Frictional Games,0,0,73
50,Kane and Lynch: Dead Men,"Nov 13, 2007",6.99,"500,000 .. 1,000,000",IO Interactive,Square Enix,0,0,67
63,Commandos: Beyond the Call of Duty,"Mar 15, 2007",4.99,"500,000 .. 1,000,000",Pyro Studios,Kalypso Media Digital,0,0,NA
79,Sam & Max 104: Abe Lincoln Must Die!,"Jun 15, 2007",NA,"500,000 .. 1,000,000",Telltale Games,Telltale Games,0,0,NA
89,Audition Online,"Apr 2, 2007",NA,"500,000 .. 1,000,000",T3 Entertainment,Redbana Corporation,0,0,NA
126,Commandos: Behind Enemy Lines,"Mar 15, 2007",4.99,"500,000 .. 1,000,000",Pyro Studios,Kalypso Media Digital,0,0,NA
127,"Warhammer 40,000: Dawn of War – Winter Assault","Aug 7, 2007",3.24,"500,000 .. 1,000,000",Relic Entertainment,SEGA,1,0,NA
142,Master Levels for Doom II,"Aug 3, 2007",14.99,"500,000 .. 1,000,000",id Software,id Software,0,0,NA
6,The Longest Journey,"May 1, 2007",9.99,"200,000 .. 500,000",Funcom,Funcom,0,0,91
10,Return to Castle Wolfenstein,"Aug 3, 2007",4.99,"200,000 .. 500,000",Gray Matter Studios,Bethesda-Softworks,0,0,88
16,Medieval II: Total War Kingdoms,"Aug 28, 2007",24.99,"200,000 .. 500,000","The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0,0,85
24,Jade Empire: Special Edition,"Feb 27, 2007",14.99,"200,000 .. 500,000",BioWare Corporation,"BioWare Corporation, Electronic Arts",0,0,81
35,Battlestations: Midway,"Mar 15, 2007",6.99,"200,000 .. 500,000",Eidos Interactive,Square Enix,0,0,76
41,FlatOut,"Feb 2, 2007",7.49,"200,000 .. 500,000",Bugbear Entertainment,Strategy First,0,0,72
42,UFO: Afterlight,"Feb 8, 2007",6.99,"200,000 .. 500,000",Altar Games,Bohemia Interactive,0,0,71
46,QUAKE III: Team Arena,"Aug 3, 2007",14.99,"200,000 .. 500,000",id Software,id Software,0,0,69
51,Devil May Cry 3 Special Edition,"Jun 12, 2007",19.99,"200,000 .. 500,000","CAPCOM Co., Ltd.",Capcom,0,0,66
52,Lost Planet: Extreme Condition,"Jun 26, 2007",14.99,"200,000 .. 500,000","CAPCOM Co., Ltd.",Capcom,0,0,66
53,Painkiller Overdose,"Oct 30, 2007",4.99,"200,000 .. 500,000",Mindware Studios,THQ Nordic,0,0,65
56,Bus Driver,"Mar 22, 2007",7.99,"200,000 .. 500,000",SCS Software,SCS Software,0,0,61
58,Alpha Prime,"Nov 7, 2007",4.99,"200,000 .. 500,000",Black Element,Bohemia Interactive,0,0,59
74,Platypus II,"Mar 17, 2007",6.99,"200,000 .. 500,000",Idigicon,KISS ltd,0,0,NA
94,Narcissu 1st & 2nd,"May 15, 2007",NA,"200,000 .. 500,000",stage-nana,Sekai Project,0,0,NA
100,Blockland,"Feb 28, 2007",9.99,"200,000 .. 500,000","Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC,0,0,NA
101,Quake III Arena,"Aug 3, 2007",14.99,"200,000 .. 500,000",id Software,id Software,0,0,NA
102,QUAKE II Mission Pack: Ground Zero,"Aug 3, 2007",2.99,"200,000 .. 500,000",Rogue Entertainment,id Software,0,0,NA
106,ShareX,"Oct 15, 2007",NA,"200,000 .. 500,000",ShareX Team,ShareX Team,2,0,NA
107,Peggle Extreme,"Sep 11, 2007",NA,"200,000 .. 500,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,NA
109,HeXen II,"Aug 3, 2007",4.99,"200,000 .. 500,000",Raven Software,id Software,0,0,NA
110,QUAKE II Mission Pack: The Reckoning,"Aug 3, 2007",2.99,"200,000 .. 500,000",Xatrix Entertainment,id Software,0,0,NA
113,QUAKE Mission Pack 1: Scourge of Armagon,"Aug 3, 2007",2.99,"200,000 .. 500,000",Ritual Entertainment,id Software,0,0,NA
128,QUAKE Mission Pack 2: Dissolution of Eternity,"Aug 3, 2007",2.99,"200,000 .. 500,000",Rogue Entertainment,id Software,0,0,NA
130,Commander Keen,"Aug 3, 2007",4.99,"200,000 .. 500,000",id Software,id Software,0,0,NA
131,Heretic: Shadow of the Serpent Riders,"Aug 3, 2007",4.99,"200,000 .. 500,000",Raven Software,id Software,0,0,NA
132,Spear of Destiny,"Aug 3, 2007",2.99,"200,000 .. 500,000",id Software,id Software,0,0,NA
136,Peggle Deluxe,"Mar 6, 2007",4.99,"200,000 .. 500,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,NA
141,QUAKE II,"Aug 3, 2007",4.99,"200,000 .. 500,000",id Software,id Software,0,0,NA
17,PuzzleQuest: Challenge of the Warlords,"Oct 10, 2007",9.99,"100,000 .. 200,000",Infinite Interactive,"D3Publisher of America, Inc.",595,297,84
25,Full Spectrum Warrior,"Jul 17, 2007",9.99,"100,000 .. 200,000",Pandemic Studios,THQ Nordic,0,0,80
33,Project: Snowblind,"Mar 29, 2007",5.99,"100,000 .. 200,000",Crystal Dynamics,Square Enix,0,0,76
34,Geometry Wars: Retro Evolved,"Jun 18, 2007",3.99,"100,000 .. 200,000",Bizarre Creations,Activision,0,0,76
37,Dreamfall: The Longest Journey,"Jan 12, 2007",19.99,"100,000 .. 200,000",Funcom,Funcom,0,0,75
40,Call of Juarez,"Nov 8, 2007",9.99,"100,000 .. 200,000",Techland,Techland Publishing,0,0,72
44,Full Spectrum Warrior: Ten Hammers,"Jul 17, 2007",9.99,"100,000 .. 200,000",Pandemic Studios,THQ Nordic,0,0,70
64,RIP - Trilogy,"Jun 1, 2007",4.99,"100,000 .. 200,000",Elephant Games,NA,0,0,NA
108,Sam & Max 101: Culture Shock,"Jun 15, 2007",NA,"100,000 .. 200,000",Telltale Games,Telltale Games,0,0,NA
28,Depths of Peril,"Sep 5, 2007",9.99,"50,000 .. 100,000",Soldak Entertainment,Soldak Entertainment,0,0,79
32,Nexus - The Jupiter Incident,"Jul 3, 2007",9.99,"50,000 .. 100,000","Mithis Games, THQ Nordic",HandyGames,0,0,77
43,Making History: The Calm & the Storm,"Mar 13, 2007",4.99,"50,000 .. 100,000",Muzzy Lane,Strategy First,0,0,70
45,Safecracker: The Ultimate Puzzle Adventure,"Aug 29, 2007",4.99,"50,000 .. 100,000",Kheops Studio,HandyGames,0,0,69
48,Joint Task Force,"Mar 27, 2007",7.99,"50,000 .. 100,000",Most Wanted Entertainment,HD Publishing,0,0,68
49,CivCity: Rome,"Apr 6, 2007",9.99,"50,000 .. 100,000","FireFly Studios, Firaxis Games",2K,0,0,67
57,Vigil: Blood Bitterness,"Jun 29, 2007",NA,"50,000 .. 100,000",Freegamer,NA,0,0,61
65,Bullet Candy,"Feb 14, 2007",3.99,"50,000 .. 100,000",R C Knight,NA,0,0,NA
69,"7,62 High Calibre","Aug 24, 2007",4.99,"50,000 .. 100,000",Apeiron,1C Entertainment,0,0,NA
70,"Runaway, The Dream of The Turtle","Mar 12, 2007",9.99,"50,000 .. 100,000",Pendulo Studios,Focus Home Interactive,0,0,NA
78,Ohmicide,"Apr 13, 2007",124.99,"50,000 .. 100,000",Ohm Force,Ohm Force,0,0,NA
117,18 Wheels of Steel: American Long Haul,"Dec 3, 2007",9.99,"50,000 .. 100,000",SCS Software,"ValuSoft, Play Hard Games",0,0,NA
121,Parkan 2,"May 11, 2007",3.99,"50,000 .. 100,000",Nikita,1C Entertainment,0,0,NA
19,Mr. Robot,"Jan 10, 2007",7.99,"20,000 .. 50,000",Moonpod,Moonpod,0,0,83
47,Sinking Island,"Oct 4, 2007",7.99,"20,000 .. 50,000",White Birds Productions,Microids,0,0,68
54,Silverfall,"Mar 20, 2007",9.99,"20,000 .. 50,000",Monte Cristo,Focus Home Interactive,0,0,62
55,Loki,"Oct 2, 2007",9.99,"20,000 .. 50,000",Cyanide Studios,"PopCap Games, Inc.",0,0,61
59,Genesis Rising,"Aug 6, 2007",4.99,"20,000 .. 50,000",Metamorf,THQ Nordic,0,0,57
61,Ducati World Championship,"Sep 21, 2007",4.99,"20,000 .. 50,000",Artematica Entertainment,Strategy First,0,0,35
66,Hide and Secret Treasure of the Ages,"Mar 15, 2007",2.99,"20,000 .. 50,000",Anarchy Enterprises,Anarchy Enterprises,0,0,NA
72,Mahjongg Investigations: Under Suspicion,"Aug 8, 2007",9.99,"20,000 .. 50,000",Zemnott,"ValuSoft, Retroism",0,0,NA
73,Mystery P.I. - The Lottery Ticket,"Oct 16, 2007",4.99,"20,000 .. 50,000",SpinTop Games,"PopCap Games, Inc.",0,0,NA
77,ThreadSpace: Hyperbol,"Jul 12, 2007",4.99,"20,000 .. 50,000",Iocaine Studios,Atari,0,0,NA
80,eXperience 112,"Sep 17, 2007",9.99,"20,000 .. 50,000",Lexis Numerique,Microids,0,0,NA
81,Ride! Carnival Tycoon,"Jul 2, 2007",9.99,"20,000 .. 50,000",Gabriel Entertainment,"ValuSoft, Retroism",0,0,NA
83,Democracy 2,"Dec 1, 2007",19.99,"20,000 .. 50,000",Positech Games,Positech Games,0,0,NA
90,Disney Pirates of the Caribbean: At Worlds End,"May 22, 2007",19.99,"20,000 .. 50,000",Eurocom Entertainment Software,Disney Interactive,0,0,NA
95,Ascension to the Throne,"Jan 26, 2007",2.99,"20,000 .. 50,000",DVS,1C Entertainment,0,0,NA
96,Alpha Zylon,"Dec 19, 2007",4.99,"20,000 .. 50,000",Team 6 Studios,Strategy First,0,0,NA
97,Panzer Elite Action Gold Edition,"Apr 20, 2007",9.99,"20,000 .. 50,000",Zootfly,HandyGames,0,0,NA
104,Magi,"Mar 21, 2007",9.99,"20,000 .. 50,000",MoaCube,MoaCube,0,0,NA
114,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,"May 24, 2007",4.99,"20,000 .. 50,000",Targem Games,Buka Entertainment,0,0,NA
115,Amazing Adventures The Lost Tomb,"Dec 13, 2007",4.99,"20,000 .. 50,000",SpinTop Games,"PopCap Games, Inc.",0,0,NA
119,Empress Of The Deep 2: Song Of The Blue Whale,"Jun 11, 2007",4.99,"20,000 .. 50,000",Gogii Games,Strategy First,0,0,NA
123,Hunting Unlimited 2008,"Sep 1, 2007",9.99,"20,000 .. 50,000",SCS Software,"ValuSoft, Retroism",0,0,NA
134,Prison Tycoon 3: Lockdown,"Aug 1, 2007",9.99,"20,000 .. 50,000","Gamebryo, Virtual Playground","ValuSoft, Retroism",0,0,NA
137,A.I.M.2 Clan Wars,"Aug 18, 2007",2.99,"20,000 .. 50,000",SkyRiver Studios,1C Entertainment,0,0,NA
140,Venice Deluxe,"Jun 25, 2007",4.99,"20,000 .. 50,000","Retro64, Inc.","PopCap Games, Inc.",0,0,NA
143,Freight Tycoon Inc.,"Aug 15, 2007",4.99,"20,000 .. 50,000",Nikita,1C Entertainment,0,0,NA
29,Guild Wars: Eye of the North,"Aug 31, 2007",19.99,"0 .. 20,000",ArenaNet®,NCsoft,0,0,79
60,Hard to Be a God,"Oct 19, 2007",7.99,"0 .. 20,000",Burut CT,Akella,0,0,55
62,Pinball,"Nov 21, 2007",4.99,"0 .. 20,000",baKno Games,baKno Games,0,0,NA
67,Redneck Kentucky and the Next Generation Chickens,"Feb 2, 2007",1.49,"0 .. 20,000",City Interactive S.A.,City Interactive S.A.,0,0,NA
71,Sam & Max 105: Reality 2.0,"Jun 15, 2007",NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA
75,Immortal Defense,"May 29, 2007",9.99,"0 .. 20,000",Studio Eres,Studio Eres,0,0,NA
76,Disney•Pixar Cars Mater-National Championship,"Oct 29, 2007",19.99,"0 .. 20,000",Rainbow Studios,"THQ, Disney Interactive",0,0,NA
82,Hidden Expedition: Everest,"Jun 1, 2007",9.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA
84,Disney Princess: Enchanted Journey,"Nov 7, 2007",19.99,"0 .. 20,000",Papaya Studio,Disney Interactive,0,0,NA
85,Pe-2: Dive Bomber,"Nov 7, 2007",9.99,"0 .. 20,000",Polynetix Studio,Polynetix Studio,0,0,NA
86,Sam & Max: Season One,"Nov 2, 2007",19.99,"0 .. 20,000",Telltale Games,Telltale Games,0,0,87
87,"Sam & Max 103: The Mole, the Mob and the Meatball","Jun 15, 2007",NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA
88,Crossfire: Dungeons,"Jan 15, 2007",3.99,"0 .. 20,000",Random Thoughts Entertainment,Random Thoughts Enterainment,0,0,NA
91,FreakOut: Extreme Freeride,"Aug 28, 2007",9.99,"0 .. 20,000",Coldwood Interactive,THQ Nordic,0,0,NA
92,Mystery Case Files: Madame Fate,"Dec 14, 2007",6.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA
93,Miss Popularity,"May 14, 2007",6.99,"0 .. 20,000",dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism",0,0,NA
98,Wildlife Park 2 - Marine World,"Aug 31, 2007",3.99,"0 .. 20,000",b-alive gmbh,b-alive gmbh,0,0,NA
99,Naughty study for exams with a ghost,"Apr 18, 2007",1.99,"0 .. 20,000",kyapion,kyapion,0,0,NA
103,Wildlife Park 2 - Horses,"Oct 12, 2007",3.99,"0 .. 20,000",b-alive gmbh,b-alive gmbh,0,0,NA
105,Venture Arctic,"Aug 3, 2007",1.99,"0 .. 20,000",Pocketwatch Games,Pocketwatch Games,0,0,NA
111,LEGIE,"Sep 3, 2007",1.99,"0 .. 20,000",Spytihněv,Spytihněv,0,0,NA
112,Tipping Point,"Nov 28, 2007",3.99,"0 .. 20,000",Dan Russell-Pinson,"Freecloud Design, Inc.",0,0,NA
116,Pacific Liberation Force,"Oct 27, 2007",4.99,"0 .. 20,000",Team 6 Studios,Strategy First,0,0,NA
118,Season Match,"Nov 28, 2007",3.99,"0 .. 20,000",URSE Games,Buka Entertainment,0,0,NA
120,Wildlife Park 2 - Crazy Zoo,"Mar 30, 2007",3.99,"0 .. 20,000",b-alive gmbh,b-alive gmbh,0,0,NA
122,Sam & Max 102: Situation: Comedy,"Jun 15, 2007",NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA
124,Professor Fizzwizzle and the Molten Mystery,"Jun 24, 2007",6.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA
125,Mayhem Intergalactic,"Jul 4, 2007",9.99,"0 .. 20,000",Inventive Dingo,Inventive Dingo,0,0,NA
129,ShellBlast: Legacy Edition,"Sep 3, 2007",3.99,"0 .. 20,000",Vertigo Gaming Inc.,Vertigo Gaming Inc.,0,0,NA
133,Aggression: Europe Under Fire,"May 10, 2007",9.99,"0 .. 20,000",Lesta Studio,Buka Entertainment,0,0,NA
135,RACE: Caterham Expansion,"Jun 22, 2007",4.99,"0 .. 20,000",SimBin,SimBin,0,0,NA
138,Sam & Max 106: Bright Side of the Moon,"Jun 15, 2007",NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA
139,Spaceforce Rogue Universe HD,"Jun 5, 2007",12.99,"0 .. 20,000",Dreamatrix,Dreamatrix,0,0,NA
7,Left 4 Dead,"Nov 17, 2008",9.99,"5,000,000 .. 10,000,000",Valve,Valve,88,73,89
165,Oddworld: Abe's Oddysee,"Aug 28, 2008",2.99,"5,000,000 .. 10,000,000",Oddworld Inhabitants,Oddworld Inhabitants,0,0,NA
5,Grand Theft Auto IV,"Dec 2, 2008",19.99,"2,000,000 .. 5,000,000","Rockstar North, Rockstar Toronto",Rockstar Games,83,49,90
13,The Witcher: Enhanced Edition Director's Cut,"Sep 19, 2008",9.99,"2,000,000 .. 5,000,000",CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",32,28,86
15,Dead Space,"Oct 20, 2008",19.99,"2,000,000 .. 5,000,000",EA Redwood Shores,Electronic Arts,0,0,86
26,SPORE,"Dec 19, 2008",19.99,"2,000,000 .. 5,000,000",Maxis™,Electronic Arts,144,48,84
158,TrackMania Nations Forever,"Apr 16, 2008",NA,"2,000,000 .. 5,000,000",Nadeo,Ubisoft,0,0,NA
6,World of Goo,"Oct 13, 2008",14.99,"1,000,000 .. 2,000,000",2D BOY,2D BOY,0,0,90
11,Mass Effect,"May 28, 2008",19.99,"1,000,000 .. 2,000,000",BioWare,Electronic Arts,85,28,89
18,Far Cry 2: Fortune's Edition,"Oct 22, 2008",9.99,"1,000,000 .. 2,000,000",Ubisoft Montreal,Ubisoft,0,0,85
20,AudioSurf,"Feb 15, 2008",9.99,"1,000,000 .. 2,000,000",Dylan Fitterer,NA,0,0,85
24,Crysis Warhead,"Sep 17, 2008",19.99,"1,000,000 .. 2,000,000",Crytek,Electronic Arts,0,0,84
27,Call of Duty: World at War,"Nov 18, 2008",19.99,"1,000,000 .. 2,000,000",Treyarch,Activision,0,0,83
30,Sid Meier's Civilization IV: Colonization,"Sep 23, 2008",19.99,"1,000,000 .. 2,000,000",Firaxis Games,2K,0,0,83
40,RollerCoaster Tycoon 3: Platinum,"Mar 12, 2008",NA,"1,000,000 .. 2,000,000","Frontier, Aspyr (Mac)","Atari, Aspyr (Mac)",0,0,81
43,Tomb Raider: Underworld,"Nov 21, 2008",8.99,"1,000,000 .. 2,000,000",Crystal Dynamics,Square Enix,0,0,80
71,Mount & Blade,"Nov 3, 2008",9.99,"1,000,000 .. 2,000,000",TaleWorlds Entertainment,TaleWorlds Entertainment,1872,624,72
72,Bully: Scholarship Edition,"Oct 21, 2008",14.99,"1,000,000 .. 2,000,000",Rockstar New England,Rockstar Games,1,0,72
123,"Warhammer 40,000: Dawn of War - Soulstorm","Mar 5, 2008",3.24,"1,000,000 .. 2,000,000",Relic Entertainment,SEGA,4,1,NA
141,X-COM: UFO Defense,"Sep 4, 2008",4.99,"1,000,000 .. 2,000,000","MicroProse Software, Inc",2K,0,0,NA
3,Fallout 3,"Oct 28, 2008",9.99,"500,000 .. 1,000,000",Bethesda Game Studios,Bethesda Softworks,0,0,91
8,Far Cry,"Apr 1, 2008",9.99,"500,000 .. 1,000,000",Crytek Studios,Ubisoft,0,0,89
9,Max Payne,"Jan 4, 2008",9.99,"500,000 .. 1,000,000",Remedy Entertainment,Rockstar Games,0,0,89
16,Max Payne 2: The Fall of Max Payne,"Jan 4, 2008",9.99,"500,000 .. 1,000,000",Remedy Entertainment,Rockstar Games,0,0,86
38,Command & Conquer: Red Alert 3,"Oct 28, 2008",19.99,"500,000 .. 1,000,000",EA Los Angeles,Electronic Arts,0,0,82
41,Defense Grid: The Awakening,"Dec 8, 2008",9.99,"500,000 .. 1,000,000",Hidden Path Entertainment,Hidden Path Entertainment,303,101,81
48,Assassin's Creed: Director's Cut Edition,"Apr 9, 2008",19.99,"500,000 .. 1,000,000",Ubisoft Montreal,Ubisoft,0,0,79
55,Tom Clancy's Rainbow Six Vegas 2,"Apr 16, 2008",9.99,"500,000 .. 1,000,000",Ubisoft Montreal,Ubisoft,0,0,78
58,Heroes of Might & Magic V,"May 13, 2008",9.99,"500,000 .. 1,000,000",Nival,Ubisoft,0,0,77
61,Multiwinia,"Sep 19, 2008",9.99,"500,000 .. 1,000,000",Introversion Software,Introversion Software,0,0,76
65,S.T.A.L.K.E.R.: Clear Sky,"Sep 15, 2008",9.99,"500,000 .. 1,000,000",GSC Game World,GSC World Publishing,0,0,75
70,X3: Terran Conflict,"Oct 16, 2008",15.99,"500,000 .. 1,000,000",Egosoft,Egosoft,0,0,73
88,X-COM: Enforcer,"Sep 4, 2008",4.99,"500,000 .. 1,000,000","MicroProse Software, Inc",2K,0,0,65
119,X-COM: Interceptor,"Sep 4, 2008",4.99,"500,000 .. 1,000,000","MicroProse Software, Inc",2K,0,0,NA
128,X-COM: Apocalypse,"Sep 4, 2008",4.99,"500,000 .. 1,000,000","MicroProse Software, Inc",2K,0,0,NA
137,Grand Theft Auto,"Jan 4, 2008",NA,"500,000 .. 1,000,000",Rockstar North,Rockstar Games,0,0,NA
155,Grand Theft Auto 2,"Jan 4, 2008",NA,"500,000 .. 1,000,000",Rockstar North,Rockstar Games,0,0,NA
180,SPORE Creepy & Cute Parts Pack,"Dec 19, 2008",19.99,"500,000 .. 1,000,000",Maxis™,Electronic Arts,0,0,NA
1,Unreal Tournament: Game of the Year Edition,"Mar 17, 2008",9.99,"200,000 .. 500,000","Epic Games, Inc.","Epic Games, Inc.",0,0,92
2,Tom Clancy's Splinter Cell,"Apr 1, 2008",9.99,"200,000 .. 500,000",Ubisoft,Ubisoft,0,0,91
10,Prince of Persia: The Sands of Time,"Nov 21, 2008",9.99,"200,000 .. 500,000",Kudosoft,Ubisoft,7,2,89
14,IL-2 Sturmovik: 1946,"Jun 13, 2008",9.99,"200,000 .. 500,000",1C: Maddox Games,1C Entertainment,0,0,86
19,Prince of Persia: The Two Thrones,"Nov 21, 2008",9.99,"200,000 .. 500,000",Ubisoft Montreal,Ubisoft,0,0,85
22,Tom Clancy's Rainbow Six Vegas,"Apr 9, 2008",9.99,"200,000 .. 500,000",Ubisoft Montreal,Ubisoft,0,0,85
29,Prince of Persia: Warrior Within,"Nov 21, 2008",9.99,"200,000 .. 500,000",Ubisoft,Ubisoft,0,0,83
34,Prince of Persia,"Dec 10, 2008",9.99,"200,000 .. 500,000",Ubisoft Montreal,Ubisoft,28,9,82
39,Aquaria,"Dec 15, 2008",9.99,"200,000 .. 500,000","Bit Blot, LLC","Bit Blot, LLC",0,0,82
42,Midnight Club 2,"Jan 4, 2008",NA,"200,000 .. 500,000",Rockstar San Diego,Rockstar Games,0,0,81
44,LEGO Batman: The Videogame,"Sep 29, 2008",19.99,"200,000 .. 500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,80
52,FlatOut: Ultimate Carnage,"Aug 26, 2008",19.99,"200,000 .. 500,000",Bugbear Entertainment,Strategy First,0,0,79
62,Peggle Nights,"Oct 15, 2008",4.99,"200,000 .. 500,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,76
64,Manhunt,"Jan 4, 2008",9.99,"200,000 .. 500,000",Rockstar North,Rockstar Games,0,0,75
66,Unreal 2: The Awakening,"Mar 17, 2008",14.99,"200,000 .. 500,000","Epic Games, Inc.","Epic Games, Inc.",0,0,75
67,Sacred Gold,"Jul 9, 2008",9.99,"200,000 .. 500,000",Ascaron Entertainment ltd.,Strategy First,0,0,74
69,Frontlines: Fuel of War,"Feb 27, 2008",19.99,"200,000 .. 500,000",Kaos Studios,THQ Nordic,0,0,73
78,Heroes of Might & Magic V: Tribes of the East,"Oct 10, 2008",9.99,"200,000 .. 500,000",Nival,Ubisoft,0,0,70
