DoBIH_number,Name,Height_m,Height_ft,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,Comments
1052,An Coileachan,924,3031,224172,868024,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1050,Fionn Bheinn,933,3061,214749,862149,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1066,Am Faochagach,953,3127,230361,879372,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Am Fraochagach
1063,Cona' Mheall,978,3209,227509,881642,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1062,Beinn Dearg,1084,3556,225933,881183,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1064,Meall nan Ceapraichean,977,3205,225727,882548,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,"1891-1969: 3192' ap. [Mr R. Burn]; 1974: 3205' spot on 1966 6"" map"
1067,Meall nan Ceapraichean - Ceann Garbh (old GR),942,3091,226662,883086,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,"1891-1969: ¾ mile NE of Munro. 3063.1' BM on 6"" map, no height on higher western summit (hill 1065). 1974: NH266831, 3075' contour from 1966 6"" map"
1065,Meall nan Ceapraichean - Ceann Garbh,968,3176,225949,883067,NA,NA,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1981: Top relocated following appearance of a 967m spot at 1:50k
1068,Eididh nan Clach Geala,927,3041,225788,884216,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1069,Seana Bhraigh,926,3038,228181,887884,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1088,Glas Leathad Mor (Ben Wyvis),1046,3432,246297,868379,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1089,Glas Leathad Mor (Ben Wyvis) - An t-Socach,1006,3301,247065,868177,Munro Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891: An Socach
1090,Glas Leathad Mor (Ben Wyvis) - Tom a' Choinnich,954,3130,246358,870032,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1091,Glas Leathad Mor (Ben Wyvis) - An Cabar,946,3104,245044,866580,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1094,Glas Leathad Mor (Ben Wyvis) - Glas Leathad Beag West Top,910,2986,248489,870472,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,NA,1891: Glas Leathad Beag; 1921-1969: Glas Leathad Beag W top
1092,Glas Leathad Mor (Ben Wyvis) - Glas Leathad Beag,928,3045,249231,870677,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Top of Coire Lochain; 1921-1969: Glas Leathad Beag Centre Top
1093,Glas Leathad Mor (Ben Wyvis) - Meall nan Bradan Leathan [Fiaclach],920,3018,249662,871096,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,1891: Feachdach; 1921-1969: Fiaclach (E top); 1974: Fiaclach
1123,Ben Hope,927,3041,247750,950151,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1165,Ben Klibreck - Meall nan Con,962.1,3156,258530,929921,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Ben Clibrig
1183,Ben More Assynt,998,3274,231830,920150,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1186,Ben More Assynt South Top,960,3150,232402,919289,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1184,Conival,987,3238,230330,919938,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Conamheall; 1921-1969: Cona-mheall (Conival)
1246,Sgurr nan Gillean,966.1,3170,147157,825296,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1261,Sgurr nan Gillean - Knight's Peak,914.24,2999,147180,825426,NA,NA,NA,NA,NA,NA,NA,NA,NA,Munro Top,NA,www.hills-database.co.uk/database_notes.html#knights_peak
1254,Am Basteir,934,3064,146564,825302,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Bhasteir
1260,Am Basteir - Bhasteir Tooth [Basteir Tooth],917.16,3009,146508,825279,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1997: Bhasteir Tooth; 2021: Basteir Tooth
1247,Bruach na Frithe,958.8,3146,146085,825198,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Bruch na Frith
1253,Bruach na Frithe - Sgurr a' Fionn Choire,936,3071,146429,825207,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1259,Sgurr a' Mhadaidh,918,3012,144700,823512,NA,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,See named worksheet for discussion of 1974 grid reference
1243,Sgurr a' Ghreadaidh,972.1,3189,144525,823126,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,See named worksheet for 1891 position
1244,Sgurr a' Ghreadaidh South Top,969.9,3182,144540,822967,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1245,Sgurr na Banachdich,965,3166,144046,822448,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1251,Sgurr na Banachdich Central Top,942,3091,144107,822292,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1921-1974: Centre Top
1256,Sgurr na Banachdich - Sgurr Thormaid,926,3038,144098,822633,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1240,Sgurr Dearg - Inaccessible Pinnacle,985.8,3234,144404,821564,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,"1891: Sgurr Dearg (""Inaccessible Peak"")"
1241,Sgurr Dearg - Cairn,978,3209,144385,821590,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,1891: Sgurr Dearg (Ordnance Point). Given Munro status despite being recorded as lower than the Inaccessible Pinnacle
1248,Sgurr Mhic Choinnich,948.1,3111,145020,821043,NA,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,"1921 -1981: Sgurr Mhic Coinnich. Comment ""new top"" in 1921 Tables. Follows appearance of 3107' spot on 1903 6"" map."
1239,Sgurr Alasdair,992,3255,145000,820783,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,"1891: Sgurr Alaisdair (S.W. Peak), 3255' aneroid measurement equal to 992.0m GNSS survey height"
1242,Sgurr Alasdair - Sgurr Thearlaich,977.1,3206,145076,820779,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,"1891: Sgurr Alaisdair (N.E. Peak), 3206' aneroid measurement within 4ft of 977.1m GNSS survey height"
1249,Sgurr Alasdair - Sgurr Sgumain,947.9,3110,144844,820673,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1921-1969: Sgurr Squmain
1250,Sgurr Dubh Mor,944,3097,145758,820547,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Sgurr Dubh (Central Peak)
1252,Sgurr Dubh Mor - Sgurr Dubh an Da Bheinn,938,3077,145521,820462,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Sgurr Dubh (W Peak); 1921-1990 Sgurr Dubh na Da Bheinn
1258,Sgurr nan Eag,926.3,3039,145705,819536,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1255,Blabheinn [Bla Bheinn],929,3048,152990,821743,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,"1891: Blath Bheinn (Blaven), N Top; 1921-1969: Blaven; 1974-1990: Bla Bheinn (Blaven); 1997: Bla Bheinn"
1257,Blabheinn South Top,926.5,3040,152855,821529,Munro Top,NA,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,"1891: Blath Bheinn (Blaven), S Top; 1981-1990: South West Top; 1997: South Top"
1301,Ben More,966,3169,152576,733078,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
"Ten-figure grid references suitable for Garmin instruments, information on summit features, details of surveys and more can be obtained from The Database of British and Irish Hills which may be downloaded from www.hills-database.co.uk or viewed online at www.hill-bagging.co.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
