season,season_episode,series_episode,episode_name,episode_notes,air_date,judge1,judge2,judge3,appetizer,entree,dessert,contestant1,contestant1_info,contestant2,contestant2_info,contestant3,contestant3_info,contestant4,contestant4_info
4,6,45,"""First Things Worst""",Nadege was caught plating past limits in Round 1. As a result she was chopped.,"May 11, 2010",Scott Conant,Alex Guarnaschelli,Aarón Sánchez," gooseberries, Darjeeling tea, ricotta salata, calf's liver "," cuttlefish, long beans, sweet piquanté peppers, bittersweet chocolate "," baby bananas, coconut flakes, pumpernickel rye, soy sauce",Nadege Fleurimond, Caterer  Fleurimond Catering  New York  NY , Paul Ripley, Food and Beverage Manager  Raritan Valley Country Club  Bridgewater  NJ , Ryan DePersio, Chef and Restaurateur  Fascino  Montclair  NJ , Rebecca Weitzman, Chef de cuisine  Inoteca  New York  NY 
4,7,46,"""Fired Up!""","This was a grilling-themed episode. The stove tops were outfitted with grill sheets and the ovens were off-limits. Chef Jenkins is a chef at Butter, which is co-owned by regular Chopped judge, Alex Guarnaschelli.","June 1, 2010",Chris Santos,Amanda Freitag,Aarón Sánchez," striped sea bass, strawberries, baby fennel, marshmallows "," country pork ribs, kale, butternut squash, popcorn on the cob "," polenta, lambic beer, pineapple, hot dogs",Mary Beth Johnson, Executive Chef  Maritime  New York  NY , Kristen Davis, Personal Chef  Long Island  NY , Adam Goldgell, Chef  Sugo Café  Long Beach  NY , Michael Jenkins, Chef  Butter  New York  NY 
4,8,47,"""Quahog Quandaries and Pickle Puzzles""",This was the first episode to feature an all-female panel of judges.,"June 8, 2010",Amanda Freitag,Alex Guarnaschelli,Jody William," quahog clams, rhubarb, almond butter cookies "," venison tenderloin, cinnamon swirl bread, sharon fruit, cornichons "," matzo, salty peanuts, dried strawberries, cocoa nibs",Melissa Muller, Executive Chef  Organika  New York  NY , Ricardo Cardona, Executive Chef  Sofrito  New York  NY , Kat Ploszaj, Executive Chef  Petit Oven  Brooklyn  NY , Marc Anthony Bynum, Executive Chef  Venúe 56  Hauppauge  NY 
4,9,48,"""Turbot Powered""",,"June 15, 2010",Scott Conant,Geoffrey Zakarian,Aarón Sánchez," chicken thighs, bitter melon, cream cheese, papadum "," turbot, wasabi peas, purple cauliflower, satsuma mikan "," brie, rutabaga, frozen cranberries, English muffins",Anthony Locastro, Executive Chef  Downtown Association  New York  NY , Mark McMann, Sous chef  Kefi  New York  NY , Jennifer Meadows, Chef and Restaurateur  Fishbar  Montauk  NY , Ed Harris, Junior Sous chef  Buddakan  New York  NY 
4,10,49,"""Keep On Cook'n On""",,"June 22, 2010",Chris Santos,Amanda Freitag,Scott Conant," serrano ham, fresh pasta, membrillo, half-sour pickles "," beef tenderloin, taro root, Japanese eggplant, cherry pie filling "," white bread, unsalted pistachios, buckwheat honey, zucchini",Carrie Weiss, Instructor and Writer  New York  NY ," Sachem ""Son"" Allison", Executive Chef  SavorNY  New York  NY , Chris Jaeckle, Sous chef  Morimoto  New York  NY ," Paul ""Poppy"" Yeaple", Chef and Restaurateur  Poppy's Burgers and Fries  Beacon  NY 
4,11,50,"""Green Apps and Lamb""",,"June 29, 2010",Chris Santos,Scott Conant,Marc Murphy," Rainier cherries, walnuts, crème de menthe, canned salmon "," lamb top round, golden raisins, Stilton cheese, edamame "," buttermilk, braeburn apples, kiwis, amaranth grain",Melissa Rebholz, Executive Chef  Garden of Eve Organic Farm  Long Island  NY , Adam Sternberg, Executive Chef  36 Main  New Paltz  NY , Guillaume Thivet, Executive Chef  Bouley Bakery and Market  New York  NY , Joshua Stokes, Private Chef  Grill a Chef  New York  NY 
4,12,51,"""Crunch Time""","This was the first appearance of Madison Cowan, who would go on to appear on various Food Network shows as a contestant and a judge including Iron Chef America, Beat Bobby Flay, and Guy's Grocery Games.","July 6, 2010",Scott Conant,Amanda Freitag,Marc Murphy," watermelon, sweet potatoes, knockwurst, almond butter "," skate, English cucumbers, prunes, shredded wheat crackers "," oranges, red miso paste, cottage cheese, kettle-cooked potato chips",Steven Tempel, Chef and Restaurateur  Logan's Bar and Grill  Speculator  NY , Michele Ragussis, Chef and Restaurateur  Stuft Catering / Beast  Brooklyn  NY , Lance Nitahara, Executive Chef  Camp-of-the-Woods  Speculator  NY , Madison Cowan, Chef and Caterer  Avenue Inc  New York  NY 
4,13,52,"""Rowdy With a Chance of Meatballs""",,"July 13, 2010",Geoffrey Zakarian,Alex Guarnaschelli,Chris Santo," red carrots, Chinese okra, potato knishes, ocean perch "," ground pork, sorghum molasses, cheese crackers, mustard greens "," puffed rice cereal, cognac, butterscotch candy, pancetta",Jacques Gautier, Executive Chef and Restaurateur  Palo Santo  Park Slope  Brooklyn  NY , Deborah Bicknese, Executive Chef and Restaurateur  Beast  Brooklyn  NY , Jodi Burnhard, Chef de cuisine  Longwood Events  Boston  MA , Anthony Paris, Executive Chef  Crosby Street Hotel  New York  NY 
5,1,53,"""""Dream'n of Redeem'n""""","This episode featured four past runners-up who returned for a second chance at the $10,000 prize. This is the 1st time since Season 3 that there were 3 ingredients in a basket. Chef Garand cut herself in Round 1","July 20, 2010",Geoffrey Zakarian,Alex Guarnaschelli,Marc Murphy," rump roast, rainbow chard, vegetable yeast spread "," branzino, piquillo peppers, jicama, chocolate sandwich cookies "," vodka, crescent roll dough, sesame seeds, blueberry jelly beans",Paul Viggiano," Cooking Instructor  Episode 2.5 – ""Pretty Please With a Pepper on Top"" ", Lola Garand," Freelance Consulting Chef  New York  NY  Episode 3.7 – ""Flower Power"" ", Dominick Feragola," Sous chef  Broadway East  New York  NY  Episode 3.5 – ""Sticking To It"" ", Matthew Zappoli," Owner and Executive Chef  Tre Amici  Long Branch  NJ  Episode 2.7 – ""Pods  Grills and Sticky Fingers"" "
5,2,54,"""Wok This Way""",,"July 27, 2010",Geoffrey Zakarian,Alex Guarnaschelli,Marc Murphy," rainbow trout, Napa cabbage, smoked paprika, white chocolate chips "," quail, escarole, chocolate-covered raisins, coconut "," papaya, rice crackers, sake, jura erguel",Adam Idris, Private Chef  New York  NY , Charlene Johnson, Executive Chef  202  New York  NY , Matt Gibson, Sous chef  Spice Market Restaurant  New York  NY , Ric Orlando, Chef and Restaurateur  New World Home Cooking  Saugerties  NY 
5,3,55,"""Squashed""",This was the first episode to feature four female chefs.,"August 10, 2010",Marcus Samuelsson,Alex Guarnaschelli,Geoffrey Zakarian," banana chips, rice paper, kabocha squash, sardines "," beef shoulder, baby artichokes, blood oranges, cashew butter "," celery root, cinnamon candies, blackberries, marshmallow spread",Jessica Wilson, Sous chef  A Voce Columbus  New York  NY , Jasmine Shimoda, Apprenticing Chef  New York  NY , Yoanne Magris, Chef and Restaurateur  Yo In Yo Out  New York  NY , Rebecca Newell, Executive Chef  The Beehive  Boston  MA 
5,4,56,"""$50,000 Tournament: Round One""","This was the first tournament with four preliminary heats leading up to a finale; it would set the precedent for future Chopped tournaments. This is a five part series where sixteen past champions competed. The winner of each episode advanced to the finale, where they competed for $50,000.","August 31, 2010",Chris Santos,Amanda Freitag,Marc Murphy," tomatillos, horned melon, wonton skins, Rocky Mountain oysters "," dorade, baby beets, beef jerky, coffee liqueur "," Yukon Gold potatoes, condensed milk, pomegranates, peanut butter taffy",Jessica Mogardo," Executive Pastry Chef  New York  NY  Episode 4.3 – ""Jitters & Giant Eggs"" ", Mackenzie Hilton," Executive Chef  Mercato Restaurant  Philadelphia  PA  Episode 4.1 – ""Rattle & Roll"" "," Paul ""Poppy"" Yeaple"," Chef and Restaurateur  Poppy's Burgers and Fries  Beacon  NY  Episode 4.10 – ""Keep On Cook'n On"" ", Madison Cowan," Chef and Caterer  Avenue Inc  New York  NY  Episode 4.12 – ""Crunch Time""  advances to final round "
5,5,57,"""$50,000 Tournament: Round Two""",This is part two of a five part tournament.,"September 7, 2010",Geoffrey Zakarian,Amanda Freitag,Marc Murphy," dandelion greens, Greek yogurt, liverwurst, catfish "," ginger beer, pickled daikon, okra, alligator tenderloin "," key lime juice, pepitas, halloumi cheese, hot dog buns",Michael Jenkins," Line cook  Butter  New York  NY  Episode 4.7 – ""Fired Up!"" ", Jon Bignelli," Chef de cuisine  wd~50  New York  NY  Episode 3.6 – ""Season's Choppings"" ", Pnina Peled," Executive Chef  The New York Helmsley Hotel  New York  NY  Episode 3.10 – ""In a Pinch"" ", Marc Anthony Bynum," Executive Chef  Venúe 56  Hauppauge  NY  Episode 4.8 – ""Quahog Quandaries and Pickle Puzzles""  advances to final round "
5,6,58,"""$50,000 Tournament: Round Three""",This is part three of a five part tournament.,"September 14, 2010",Geoffrey Zakarian,Alex Guarnaschelli,Marc Murphy," dried persimmon, phyllo dough, pepper jack cheese, sweetbreads "," chicken breast, blue corn tortillas, Tuscan kale, sea urchin "," blueberries, bread & butter pickles, saffron, fruit ring cereal",Joe Dobias," Chef and Restaurateur  Joe Doe Restaurant  New York  NY  Episode 3.3 – ""Judge Knows Best"" ", Luisa Fernandes," Executive Chef  Georgia's Cafe and Bakery  New York  NY  Episode 3.5 – ""Sticking To It"" ", Michael Siry," Corporate Executive Chef  Big Daddy's Diner  Duke's  and City Crab  New York  NY  Episode 4.4 – ""Dr. Deckle & Mr. Fried"" ", Jason Zukas," Executive Chef  New York  NY  Episode 2.1 – ""Salty Veggies & Heated Battles""  advances to final round "
5,7,59,"""$50,000 Tournament: Round Four""",This is part four of a five part tournament.,"September 21, 2010",Chris Santos,Alex Guarnaschelli,Marc Murphy," cold-smoked kippers, water chestnuts, leeks, lemon-lime soda "," caperberries, parsley root, chocolate-hazelnut spread, elk tenderloin "," taco shells, Bosc pears, crema, red curry paste",Christian Petroni," Chef and Restaurateur  Barcelona  Greenwich  CT  Episode 4.5 – ""Mussels Mastery & Cotton Candy Can-Do"" ", Rebecca Newell," Executive Chef  The Beehive  Boston  MA  Episode 5.3 – ""Squashed"" ", Mario Tolentino," Private Chef  Can Cook Personal Chef Services  New York  NY  Episode 4.2 – ""My Froggy Clementine"" ", Ric Orlando," Chef and Restaurateur  New World Home Cooking  Saugerties  NY  Episode 5.2 – ""Wok This Way""  advances to final round "
5,8,60,"""$50,000 Tournament: Grand Finale""",This is the final part of the first Chopped tournament. The chefs were given 50 minutes in the dessert round rather than the normal 30 to allow adequate time to bake.,"September 28, 2010",Geoffrey Zakarian,Alex Guarnaschelli,Marc Murphy," geoduck, Buddha's hand, black radishes, waffle cones "," smelt, dried red currants, cheese curls, rack of wild boar "," champagne, dragon fruit, tahini, cake flour",Marc Anthony Bynum," Executive Chef  Venúe 56  Hauppauge  NY  Episode 4.8 – ""Quahog Quandaries and Pickle Puzzles"" ", Ric Orlando," Chef and Restaurateur  New World Home Cooking  Saugerties  NY  Episode 5.2 – ""Wok This Way"" ", Jason Zukas," Executive Chef  New York  NY  Episode 2.1 – ""Salty Veggies & Heated Battles"" ", Madison Cowan," Chef and Caterer  Avenue Inc  New York  NY  Episode 4.12 – ""Crunch Time"" "
5,9,61,"""Spouting Off""","In the dessert round, Ted warned the contestants that cherimoya seeds were poisonous.","October 5, 2010",Amanda Freitag,Alex Guarnaschelli,Geoffrey Zakarian," barramundi, apricot paste, poblano peppers, abbey style beer "," bratwurst, scallops, plums, red quinoa "," Israeli couscous, cherimoya, guanciale, Irish whiskey",Sung Uni Lee, Culinary Instructor  Brooklyn  NY , Janine Gray, Chef and Restaurateur  The Inn at Osborne Hill  Fishkill  NY , Bryce Shuman, Sous chef  Eleven Madison Park  New York  NY , Joe Raiola, Executive Chef  Morton's Steakhouse  Brooklyn  NY 
5,10,62,"""When Octopuses Attack""",Chef Testino would compete on the twelfth season of Hell's Kitchen.,"October 12, 2010",Aarón Sánchez,Alex Guarnaschelli,Marc Murphy," lotus root, treviso, guava nectar, octopus "," flank steak, chicory, pepino melon, granola bars "," shiso leaves, pita bread, feta, adzuki beans","Anthony ""Anton"" Testino", Head Chef  Tony's Touch of Italy  Wayne  NJ , Merlin Tlapa, Executive Chef  Nino's 208  New York  NY , Mona James, Executive Sous chef  Palm Restaurant  New York  NY , Cory Comeau, Executive Chef  Stephanie's on Newbury  Boston  MA 
5,11,63,"""Fright Bites""","This was the first Halloween-themed episode of the series. Chef Mike forgot an ingredient, malted milk balls, in round 1 which led to his elimination. Chef Michael forgot his tortillas in round 2 but moved on because Chef Marja cross-contaminated her chicken.","October 19, 2010",Chris Santos,Amanda Freitag,Geoffrey Zakarian," canned pumpkin, malted chocolate balls, pie crust, lamb heart "," gummy teeth, flour tortillas, huitlacoche, black chicken "," kumquats, cheddar pennies, chipotle chiles, grasshoppers",Mike Solyn, Freelance Chef  New York  NY , Marja Samsom, Chef and Restaurateur  The Kitchen Club  New York  NY , Tess Middlebrook, Private Chef  New York  NY , Michael Vignola, Executive Chef  Michael Jordan's Steak House  New York  NY 
5,12,64,"""Cornuchopia""","This was a Thanksgiving-themed episode with corresponding, seasonal ingredients in the baskets. The chefs had to stick to a Thanksgiving theme for all three courses.","November 16, 2010",Chris Santos,Sue Torres,Marc Murphy," baked ham, cranberry sauce, baby turnips, port wine cheese "," pheasant, Brussels sprouts, candy apples, sparkling cider "," puff pastry, enoki mushrooms, seedless red grapes, plum sauce",Harold Moore, Chef and Restaurateur  Commerce  New York  NY , Izzy Sarto, Executive Chef  Tremont 647  Boston  MA , Robyn Moore, Private Chef and Instructor  New York  NY , Milton Enriquez, Executive Chef  Compass  New York  NY 
5,13,65,"""Yes, Virginia, There is a Chopping Block""",This was a holiday-themed episode. The chefs were directed to prepare holiday-themed dishes for each course. The chefs were given 40 minutes in the entrée round rather than the normal 30 in order to allow time to properly cook the goose.,"November 28, 2010",Aarón Sánchez,Alex Guarnaschelli,Marc Murphy," oysters, pomegranate juice, red chard, gingerbread cookie dough "," goose, Irish cream liqueur, maraschino cherries, blue cheese "," pasilla chiles, peppermint patties, sour cream, boniatos",Kenneth Collins, Executive Chef  Gospel Uptown  New York  NY , Patricio Sandoval, Chef and Restaurateur  Mercadito  New York  NY , Laura Simpson, Chef de cuisine  The Hotel Hershey  Hershey  PA , Wade Burch, Executive Chef  South West NY  New York  NY 
6,1,66,"""Victory on the Brain""",The fish heads used in the entrée round were from northeastern cod.,"January 4, 2011",Scott Conant,Geoffrey Zakarian,Aarón Sánchez," tamarind soda, cocktail nuts, haricots verts, goat brains "," Cream of Coconut, baby turnips, wakame seaweed, fish heads "," peanut brittle, marsala wine, wonton wrappers, durian",Colin Kruzic, Executive Chef  New York  NY , Samantha Buyskes, Chef and Restaurateur  Simply Red Bistro  Ithaca  NY , Sammy Davis Jr., Executive Chef  CR Lounge  Baltimore  MD , Alejandra Padilla, Line Cook  La Fonda del Sol  New York  NY 
6,2,67,"""Prove it on the Plate""",This is Maneet Chauhan's first episode as a judge.,"January 11, 2011",Scott Conant,Maneet Chauhan,Geoffrey Zakarian," New Zealand mussels, Bosc pears, marula liqueur, frozen waffles "," root beer schnapps, lap cheong, squash blossoms, ostrich tenderloin "," puffed rice cereal, horned melon, cashew butter, gummy worms",Andrea Glick, Private Chef and Instructor  Long Island  NY , Lisa Beels, Executive Chef and Entrepreneur  Haute Palate and Petite Palate  New York  NY , Nick Grosz, Executive Chef  Norwood Club  New York  NY , Eric Levine, Executive Chef  Encore Catering  East Hanover  NJ 
