tconst,parent_tconst,season_number,episode_number,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,parent_title_type,parent_primary_title,parent_original_title,parent_start_year,parent_end_year,parent_runtime_minutes,parent_genres,parent_simple_title,parent_average_rating,parent_num_votes,christmas,hanukkah,kwanzaa,holiday
tt0522441,tt0055662,7,14,Christmas in Hooterville,Christmas in Hooterville,1968,30,"Comedy,Family",christmas in hooterville,6.3,87,tvSeries,The Beverly Hillbillies,The Beverly Hillbillies,1962,1971,25,"Comedy,Family",the beverly hillbillies,7.3,10711,TRUE,FALSE,FALSE,FALSE
tt0522492,tt0055662,2,2,Hair-Raising Holiday,Hair-Raising Holiday,1963,30,"Comedy,Family",hairraising holiday,8.1,112,tvSeries,The Beverly Hillbillies,The Beverly Hillbillies,1962,1971,25,"Comedy,Family",the beverly hillbillies,7.3,10711,FALSE,FALSE,FALSE,TRUE
tt0522497,tt0055662,1,13,Home for Christmas,Home for Christmas,1962,26,"Comedy,Family",home for christmas,7.9,197,tvSeries,The Beverly Hillbillies,The Beverly Hillbillies,1962,1971,25,"Comedy,Family",the beverly hillbillies,7.3,10711,TRUE,FALSE,FALSE,FALSE
tt0522584,tt0055662,5,15,The Christmas Present,The Christmas Present,1966,30,"Comedy,Family",the christmas present,7.7,86,tvSeries,The Beverly Hillbillies,The Beverly Hillbillies,1962,1971,25,"Comedy,Family",the beverly hillbillies,7.3,10711,TRUE,FALSE,FALSE,FALSE
tt0522675,tt0055662,7,13,The Week Before Christmas,The Week Before Christmas,1968,30,"Comedy,Family",the week before christmas,7.1,78,tvSeries,The Beverly Hillbillies,The Beverly Hillbillies,1962,1971,25,"Comedy,Family",the beverly hillbillies,7.3,10711,TRUE,FALSE,FALSE,FALSE
tt0522728,tt0098749,2,18,A Walsh Family Christmas,A Walsh Family Christmas,1991,68,"Drama,Romance",a walsh family christmas,7.4,222,tvSeries,"Beverly Hills, 90210","Beverly Hills, 90210",1990,2000,44,"Drama,Romance",beverly hills 90210,6.5,36787,TRUE,FALSE,FALSE,FALSE
tt0522763,tt0098749,5,15,Christmas Comes This Time Each Year,Christmas Comes This Time Each Year,1994,43,"Drama,Romance",christmas comes this time each year,6.9,143,tvSeries,"Beverly Hills, 90210","Beverly Hills, 90210",1990,2000,44,"Drama,Romance",beverly hills 90210,6.5,36787,TRUE,FALSE,FALSE,FALSE
tt0522919,tt0098749,4,15,Somewhere in the World It's Christmas,Somewhere in the World It's Christmas,1993,43,"Drama,Romance",somewhere in the world its christmas,6.5,145,tvSeries,"Beverly Hills, 90210","Beverly Hills, 90210",1990,2000,44,"Drama,Romance",beverly hills 90210,6.5,36787,TRUE,FALSE,FALSE,FALSE
tt0524597,tt0063871,1,13,A Christmas Ballad,A Christmas Ballad,1969,30,Comedy,a christmas ballad,7.7,27,tvSeries,The Bill Cosby Show,The Bill Cosby Show,1969,1971,30,Comedy,the bill cosby show,6.1,956,TRUE,FALSE,FALSE,FALSE
tt0525175,tt0084987,14,120,Christmas Star,Christmas Star,1998,50,"Crime,Drama",christmas star,8.4,49,tvSeries,The Bill,The Bill,1984,2010,NA,"Crime,Drama",the bill,6.7,3988,TRUE,FALSE,FALSE,FALSE
tt0526260,tt0096545,6,14,Christmas in Dreamland,Christmas in Dreamland,1994,NA,Comedy,christmas in dreamland,7,20,tvSeries,Birds of a Feather,Birds of a Feather,1989,2020,75,Comedy,birds of a feather,6.2,2395,TRUE,FALSE,FALSE,FALSE
tt0526471,tt0096546,1,3,The Angling Club Christmas Party,The Angling Club Christmas Party,1989,50,"Comedy,Drama",the angling club christmas party,6.5,17,tvSeries,A Bit of a Do,A Bit of a Do,1989,1989,60,"Comedy,Drama",a bit of a do,7,222,TRUE,FALSE,FALSE,FALSE
tt0527957,tt0163929,2,22,Blue's Big Holiday,Blue's Big Holiday,1999,25,"Animation,Comedy,Family",blues big holiday,7.9,25,tvSeries,Blue's Clues,Blue's Clues,1995,2007,25,"Animation,Comedy,Family",blues clues,6.9,6521,FALSE,FALSE,FALSE,TRUE
tt0527961,tt0163929,5,36,Blue's First Holiday,Blue's First Holiday,2003,25,"Animation,Comedy,Family",blues first holiday,8.3,20,tvSeries,Blue's Clues,Blue's Clues,1995,2007,25,"Animation,Comedy,Family",blues clues,6.9,6521,FALSE,FALSE,FALSE,TRUE
tt0528104,tt0047752,2,14,Grandpa's Christmas Visit,Grandpa's Christmas Visit,1955,25,Comedy,grandpas christmas visit,6.8,35,tvSeries,The Bob Cummings Show,The Bob Cummings Show,1955,1959,30,Comedy,the bob cummings show,7.8,457,TRUE,FALSE,FALSE,FALSE
tt0528321,tt0068049,6,12,'Twas the Pie Before Christmas,'Twas the Pie Before Christmas,1977,NA,Comedy,twas the pie before christmas,8.1,93,tvSeries,The Bob Newhart Show,The Bob Newhart Show,1972,1978,30,Comedy,the bob newhart show,8.1,6547,TRUE,FALSE,FALSE,FALSE
tt0528334,tt0068049,4,15,"Bob Has to Have His Tonsils Out, So He Spends Christmas Eve in","Bob Has to Have His Tonsils Out, So He Spends Christmas Eve in",1975,30,Comedy,bob has to have his tonsils out so he spends christmas eve in,7.9,116,tvSeries,The Bob Newhart Show,The Bob Newhart Show,1972,1978,30,Comedy,the bob newhart show,8.1,6547,TRUE,FALSE,FALSE,FALSE
tt0528379,tt0068049,2,15,I'm Dreaming of a Slight Christmas,I'm Dreaming of a Slight Christmas,1973,26,Comedy,im dreaming of a slight christmas,7.9,130,tvSeries,The Bob Newhart Show,The Bob Newhart Show,1972,1978,30,Comedy,the bob newhart show,8.1,6547,TRUE,FALSE,FALSE,FALSE
tt0528641,tt0063875,1,1,A Case of Good Whiskey at Christmas Time,A Case of Good Whiskey at Christmas Time,1969,60,Drama,a case of good whiskey at christmas time,6.8,10,tvSeries,The Bold Ones: The Protectors,The Bold Ones: The Protectors,1969,1970,60,Drama,the bold ones the protectors,7.2,61,TRUE,FALSE,FALSE,FALSE
tt0529459,tt0052451,8,15,A Christmas Story,A Christmas Story,1966,60,Western,a christmas story,6.9,127,tvSeries,Bonanza,Bonanza,1959,1973,49,Western,bonanza,7.3,10597,TRUE,FALSE,FALSE,FALSE
tt0530298,tt0373732,1,7,A Huey Freeman Christmas,A Huey Freeman Christmas,2005,22,"Action,Animation,Comedy",a huey freeman christmas,8.1,477,tvSeries,The Boondocks,The Boondocks,2005,2014,22,"Action,Animation,Comedy",the boondocks,8.5,34574,TRUE,FALSE,FALSE,FALSE
tt0530410,tt0314983,3,0,A Very Ormston Christmas,A Very Ormston Christmas,2003,NA,Drama,a very ormston christmas,6.7,14,tvSeries,Born and Bred,Born and Bred,2002,2005,55,Drama,born and bred,7.5,388,TRUE,FALSE,FALSE,FALSE
tt0531154,tt0063878,1,12,The Voice of Christmas,The Voice of Christmas,1969,25,"Comedy,Family",the voice of christmas,7.5,278,tvSeries,The Brady Bunch,The Brady Bunch,1969,1974,30,"Comedy,Family",the brady bunch,6.8,15368,TRUE,FALSE,FALSE,FALSE
tt0531192,tt0442633,2,13,Lazy Men Cook Xmas Dinner,Lazy Men Cook Xmas Dinner,2004,46,"Comedy,Documentary",lazy men cook xmas dinner,7.2,13,tvSeries,Brainiac: Science Abuse,Brainiac: Science Abuse,2003,2008,45,"Comedy,Documentary",brainiac science abuse,6.9,4216,TRUE,FALSE,FALSE,FALSE
tt0532377,tt0101054,7,0,Surviving Christmas,Surviving Christmas,1996,30,Comedy,surviving christmas,7.8,56,tvSeries,The Brittas Empire,The Brittas Empire,1991,1997,30,Comedy,the brittas empire,7.1,3699,TRUE,FALSE,FALSE,FALSE
tt0533369,tt0084992,2,13,Have Yourself a Very Degrading Christmas,Have Yourself a Very Degrading Christmas,1984,NA,Comedy,have yourself a very degrading christmas,7.5,18,tvSeries,Buffalo Bill,Buffalo Bill,1983,1984,30,Comedy,buffalo bill,7.3,476,TRUE,FALSE,FALSE,FALSE
tt0534433,tt0075488,3,15,Christmas Watch,Christmas Watch,1979,60,"Crime,Drama,Mystery",christmas watch,8,92,tvSeries,CHiPs,CHiPs,1977,1983,60,"Crime,Drama,Mystery",chips,6.4,11086,TRUE,FALSE,FALSE,FALSE
tt0535136,tt0083395,2,9,I'll Be Home for Christmas,I'll Be Home for Christmas,1982,49,"Crime,Drama,Mystery",ill be home for christmas,7.7,60,tvSeries,Cagney & Lacey,Cagney & Lacey,1981,1988,60,"Crime,Drama,Mystery",cagney  lacey,6.8,4839,TRUE,FALSE,FALSE,FALSE
tt0536243,tt0047717,1,36,The Boy Who Found Christmas,The Boy Who Found Christmas,1955,23,Adventure,the boy who found christmas,6.1,19,tvSeries,Captain Gallant of the Foreign Legion,Captain Gallant of the Foreign Legion,1955,NA,30,Adventure,captain gallant of the foreign legion,7.3,105,TRUE,FALSE,FALSE,FALSE
tt0536359,tt0054528,1,15,Christmas at the 53rd,Christmas at the 53rd,1961,26,Comedy,christmas at the 53rd,7.3,93,tvSeries,"Car 54, Where Are You?","Car 54, Where Are You?",1961,1963,30,Comedy,car 54 where are you,7.7,1842,TRUE,FALSE,FALSE,FALSE
tt0536661,tt0061240,8,13,Family Christmas/Nobody Does It Like Me,Family Christmas/Nobody Does It Like Me,1974,22,"Comedy,Family",family christmasnobody does it like me,8.1,78,tvSeries,The Carol Burnett Show,The Carol Burnett Show,1967,1978,60,"Comedy,Family",the carol burnett show,8.7,7089,TRUE,FALSE,FALSE,FALSE
tt0536742,tt0111910,1,10,Caroline and the Christmas Break,Caroline and the Christmas Break,1995,22,"Comedy,Romance",caroline and the christmas break,7.6,66,tvSeries,Caroline in the City,Caroline in the City,1995,1999,23,"Comedy,Romance",caroline in the city,6.2,4273,TRUE,FALSE,FALSE,FALSE
tt0536761,tt0111910,4,11,Caroline and the Fright Before Christmas,Caroline and the Fright Before Christmas,1998,NA,"Comedy,Romance",caroline and the fright before christmas,6.3,42,tvSeries,Caroline in the City,Caroline in the City,1995,1999,23,"Comedy,Romance",caroline in the city,6.2,4273,TRUE,FALSE,FALSE,FALSE
tt0537387,tt0096555,15,17,Merry Christmas Dr Spiller,Merry Christmas Dr Spiller,2000,NA,Drama,merry christmas dr spiller,6.3,12,tvSeries,Casualty,Casualty,1986,NA,50,Drama,casualty,6.1,3576,TRUE,FALSE,FALSE,FALSE
tt0537602,tt0441051,2,7,Christmas Show,Christmas Show,2005,NA,Comedy,christmas show,8.1,44,tvSeries,The Catherine Tate Show,The Catherine Tate Show,2004,2009,30,Comedy,the catherine tate show,7.3,4199,TRUE,FALSE,FALSE,FALSE
tt0538768,tt0086681,1,11,Home for the Holidays,Home for the Holidays,1984,25,"Comedy,Family",home for the holidays,7.4,87,tvSeries,Charles in Charge,Charles in Charge,1984,1990,30,"Comedy,Family",charles in charge,6.1,6498,FALSE,FALSE,FALSE,TRUE
tt0539713,tt0083399,6,12,Christmas Cheers,Christmas Cheers,1987,30,"Comedy,Drama",christmas cheers,7.7,525,tvSeries,Cheers,Cheers,1982,1993,22,"Comedy,Drama",cheers,8,60410,TRUE,FALSE,FALSE,FALSE
tt0539726,tt0083399,8,7,Death Takes a Holiday on Ice,Death Takes a Holiday on Ice,1989,30,"Comedy,Drama",death takes a holiday on ice,7.6,434,tvSeries,Cheers,Cheers,1982,1993,22,"Comedy,Drama",cheers,8,60410,FALSE,FALSE,FALSE,TRUE
tt0540219,tt0108724,2,11,Christmas Truce,Christmas Truce,1995,NA,"Drama,Mystery,Thriller",christmas truce,7,28,tvSeries,Chicago Hope,Chicago Hope,1994,2000,60,"Drama,Mystery,Thriller",chicago hope,6.8,4588,TRUE,FALSE,FALSE,FALSE
tt0540639,tt0094433,2,4,"X-Mas Chn. Bch. VN, '67","X-Mas Chn. Bch. VN, '67",1988,47,"Drama,History,War",xmas chn bch vn 67,8,41,tvSeries,China Beach,China Beach,1988,1991,120,"Drama,History,War",china beach,8.2,3414,TRUE,FALSE,FALSE,FALSE
tt0540864,tt0051265,NA,NA,Christmas Night with the Stars 1972,Christmas Night with the Stars 1972,1972,80,"Comedy,Music",christmas night with the stars 1972,5.9,12,tvSeries,A Christmas Night with the Stars,A Christmas Night with the Stars,1958,1994,NA,"Comedy,Music",a christmas night with the stars,6,38,TRUE,FALSE,FALSE,FALSE
tt0541271,tt0051266,1,11,Cimarron Holiday,Cimarron Holiday,1958,60,Western,cimarron holiday,7.3,17,tvSeries,Cimarron City,Cimarron City,1958,1960,60,Western,cimarron city,7.5,175,FALSE,FALSE,FALSE,TRUE
tt0542914,tt0305011,1,11,Snowflake Day: A Very Special Holiday Episode,Snowflake Day: A Very Special Holiday Episode,2003,22,"Animation,Comedy,Sci-Fi",snowflake day a very special holiday episode,7.5,210,tvSeries,Clone High,Clone High,2002,2003,NA,"Animation,Comedy,Sci-Fi",clone high,8.1,8808,FALSE,FALSE,FALSE,TRUE
tt0543350,tt0101068,1,7,"Christmas Past, Christmas Present","Christmas Past, Christmas Present",1990,38,"Crime,Drama,Game-Show",christmas past christmas present,6.5,14,tvSeries,Cluedo,Cluedo,1990,1993,45,"Crime,Drama,Game-Show",cluedo,6.5,136,TRUE,FALSE,FALSE,FALSE
tt0543390,tt0115137,2,12,A Very P.C. Christmas (Holiday),A Very P.C. Christmas (Holiday),1997,NA,Comedy,a very pc christmas holiday,7.4,18,tvSeries,Clueless,Clueless,1996,1999,30,Comedy,clueless,5.7,3411,TRUE,FALSE,FALSE,TRUE
tt0543500,tt0096560,3,12,Christmas Brains,Christmas Brains,1990,30,"Comedy,Sport",christmas brains,7.8,62,tvSeries,Coach,Coach,1989,1997,30,"Comedy,Sport",coach,7,8103,TRUE,FALSE,FALSE,FALSE
tt0543501,tt0096560,6,12,Christmas of the Van Damned,Christmas of the Van Damned,1993,23,"Comedy,Sport",christmas of the van damned,9.1,50,tvSeries,Coach,Coach,1989,1997,30,"Comedy,Sport",coach,7,8103,TRUE,FALSE,FALSE,FALSE
tt0545051,tt0101069,4,11,A Christmas Story,A Christmas Story,1994,46,"Comedy,Crime,Drama",a christmas story,7.7,21,tvSeries,The Commish,The Commish,1991,1996,60,"Comedy,Crime,Drama",the commish,7.1,2470,TRUE,FALSE,FALSE,FALSE
tt0545359,tt0411024,1,13,Savage XXX-mas,Savage XXX-mas,2004,NA,Comedy,savage xxxmas,8,34,tvSeries,Complete Savages,Complete Savages,2004,2005,21,Comedy,complete savages,7.3,1980,TRUE,FALSE,FALSE,FALSE
tt0547107,tt0086687,2,22,Theo's Holiday,Theo's Holiday,1986,30,"Comedy,Family,Romance",theos holiday,8.3,262,tvSeries,The Cosby Show,The Cosby Show,1984,1992,30,"Comedy,Family,Romance",the cosby show,7.4,35798,FALSE,FALSE,FALSE,TRUE
tt0549674,tt0338592,1,11,Holiday,Holiday,2003,NA,"Comedy,Romance",holiday,5.6,11,tvSeries,Coupling,Coupling,2003,2003,30,"Comedy,Romance",coupling,3.6,1130,FALSE,FALSE,FALSE,TRUE
tt0550293,tt0080208,2,1,Mad Hatter's Holiday,Mad Hatter's Holiday,1981,48,"Crime,Drama,Mystery",mad hatters holiday,7.4,16,tvSeries,Cribb,Cribb,1980,1981,90,"Crime,Drama,Mystery",cribb,7.7,157,FALSE,FALSE,FALSE,TRUE
tt0550642,tt0284718,1,10,Blue Christmas,Blue Christmas,2001,43,"Crime,Drama,Mystery",blue christmas,7.6,164,tvSeries,Crossing Jordan,Crossing Jordan,2001,2007,60,"Crime,Drama,Mystery",crossing jordan,7,12058,TRUE,FALSE,FALSE,FALSE
tt0550796,tt0047724,2,12,Our First Christmas Tree,Our First Christmas Tree,1956,30,Drama,our first christmas tree,8.2,13,tvSeries,Crossroads,Crossroads,1955,1957,30,Drama,crossroads,7.7,85,TRUE,FALSE,FALSE,FALSE
tt0551728,tt0111932,3,11,A Hell of a Christmas,A Hell of a Christmas,1996,28,Comedy,a hell of a christmas,7.4,79,tvSeries,Cybill,Cybill,1995,1998,30,Comedy,cybill,6.9,4757,TRUE,FALSE,FALSE,FALSE
tt0552351,tt0198099,2,11,A Christmas Quarrel,A Christmas Quarrel,2000,NA,Comedy,a christmas quarrel,4.6,40,tvSeries,Daddio,Daddio,2000,2000,30,Comedy,daddio,5.4,149,TRUE,FALSE,FALSE,FALSE
tt0553609,tt0126151,1,7,The Dame Edna Christmas Experience!,The Dame Edna Christmas Experience!,1987,NA,"Comedy,Talk-Show",the dame edna christmas experience,5.8,14,tvSeries,The Dame Edna Experience,The Dame Edna Experience,1987,1989,NA,"Comedy,Talk-Show",the dame edna experience,7.5,264,TRUE,FALSE,FALSE,FALSE
tt0554321,tt0057742,2,14,The Christmas Story,The Christmas Story,1965,60,"Adventure,Western",the christmas story,8,45,tvSeries,Daniel Boone,Daniel Boone,1964,1970,60,"Adventure,Western",daniel boone,7.3,2303,TRUE,FALSE,FALSE,FALSE
tt0554454,tt0366005,2,9,The Fright Before Christmas,The Fright Before Christmas,2005,25,"Action,Adventure,Animation",the fright before christmas,7.4,142,tvSeries,Danny Phantom,Danny Phantom,2003,2007,30,"Action,Adventure,Animation",danny phantom,7.2,20188,TRUE,FALSE,FALSE,FALSE
tt0554521,tt0118298,3,4,Depth Takes a Holiday,Depth Takes a Holiday,1999,22,"Animation,Comedy,Drama",depth takes a holiday,6.2,265,tvSeries,Daria,Daria,1997,2002,30,"Animation,Comedy,Drama",daria,8.1,26754,FALSE,FALSE,FALSE,TRUE
tt0554747,tt0101077,1,7,Christmas Is Coming,Christmas Is Coming,1991,51,"Comedy,Drama",christmas is coming,8,81,tvSeries,The Darling Buds of May,The Darling Buds of May,1991,1993,100,"Comedy,Drama",the darling buds of may,7.8,2390,TRUE,FALSE,FALSE,FALSE
tt0554868,tt0105982,1,11,Death and Mom Take a Holiday,Death and Mom Take a Holiday,1993,30,Comedy,death and mom take a holiday,7.6,10,tvSeries,Dave's World,Dave's World,1993,1997,30,Comedy,daves world,6.6,831,FALSE,FALSE,FALSE,TRUE
tt0556148,tt0281432,4,12,A Very Dead Zone Christmas,A Very Dead Zone Christmas,2005,40,"Drama,Fantasy,Mystery",a very dead zone christmas,6.9,138,tvSeries,The Dead Zone,The Dead Zone,2002,2007,60,"Drama,Fantasy,Mystery",the dead zone,7.3,9803,TRUE,FALSE,FALSE,FALSE
tt0556378,tt0058797,3,15,Christmas with The Martins and The Sinatras,Christmas with The Martins and The Sinatras,1967,60,"Comedy,Music",christmas with the martins and the sinatras,8.4,91,tvSeries,The Dean Martin Show,The Dean Martin Show,1965,1974,NA,"Comedy,Music",the dean martin show,8.1,1402,TRUE,FALSE,FALSE,FALSE
tt0556481,tt0094447,4,11,'Twas the Fight Before Christmas,'Twas the Fight Before Christmas,1991,NA,Comedy,twas the fight before christmas,8,27,tvSeries,Dear John,Dear John,1988,1992,30,Comedy,dear john,6.8,1758,TRUE,FALSE,FALSE,FALSE
tt0557355,tt0288937,3,11,Holiday: Part 1,Holiday: Part 1,2003,46,"Drama,Romance",holiday part 1,7.9,245,tvSeries,Degrassi: The Next Generation,Degrassi: The Next Generation,2001,2015,30,"Drama,Romance",degrassi the next generation,7.6,14421,FALSE,FALSE,FALSE,TRUE
tt0557356,tt0288937,3,12,Holiday: Part 2,Holiday: Part 2,2003,22,"Drama,Romance",holiday part 2,8.1,237,tvSeries,Degrassi: The Next Generation,Degrassi: The Next Generation,2001,2015,30,"Drama,Romance",degrassi the next generation,7.6,14421,FALSE,FALSE,FALSE,TRUE
tt0557977,tt0052461,2,12,The Christmas Horse,The Christmas Horse,1960,30,"Comedy,Family",the christmas horse,8.7,49,tvSeries,Dennis the Menace,Dennis the Menace,1959,1963,30,"Comedy,Family",dennis the menace,7,2474,TRUE,FALSE,FALSE,FALSE
tt0557978,tt0052461,1,11,The Christmas Story,The Christmas Story,1959,25,"Comedy,Family",the christmas story,8.1,64,tvSeries,Dennis the Menace,Dennis the Menace,1959,1963,30,"Comedy,Family",dennis the menace,7,2474,TRUE,FALSE,FALSE,FALSE
tt0557981,tt0052461,3,12,The Fifteen-Foot Christmas Tree,The Fifteen-Foot Christmas Tree,1961,30,"Comedy,Family",the fifteenfoot christmas tree,8.4,45,tvSeries,Dennis the Menace,Dennis the Menace,1959,1963,30,"Comedy,Family",dennis the menace,7,2474,TRUE,FALSE,FALSE,FALSE
tt0558591,tt0090418,2,12,I'll Be Home for Christmas,I'll Be Home for Christmas,1987,30,Comedy,ill be home for christmas,7.7,98,tvSeries,Designing Women,Designing Women,1986,1993,30,Comedy,designing women,7.2,6771,TRUE,FALSE,FALSE,FALSE
tt0560159,tt0092339,4,11,I'm Dreaming of a Wayne Christmas,I'm Dreaming of a Wayne Christmas,1990,23,Comedy,im dreaming of a wayne christmas,7.6,49,tvSeries,A Different World,A Different World,1987,1993,60,Comedy,a different world,7,7672,TRUE,FALSE,FALSE,FALSE
tt0560239,tt0092339,5,12,Twelve Steps of Christmas,Twelve Steps of Christmas,1991,22,Comedy,twelve steps of christmas,6.7,40,tvSeries,A Different World,A Different World,1987,1993,60,Comedy,a different world,7,7672,TRUE,FALSE,FALSE,FALSE
tt0560248,tt0092339,6,13,White Christmas,White Christmas,1992,22,Comedy,white christmas,7.1,43,tvSeries,A Different World,A Different World,1987,1993,60,Comedy,a different world,7,7672,TRUE,FALSE,FALSE,FALSE
tt0560264,tt0210418,2,38,A Very Digi Christmas,A Very Digi Christmas,2001,22,"Action,Adventure,Animation",a very digi christmas,7.9,96,tvSeries,Digimon: Digital Monsters,Digimon: Digital Monsters,1999,2007,24,"Action,Adventure,Animation",digimon digital monsters,7.4,23051,TRUE,FALSE,FALSE,FALSE
tt0560667,tt0161140,2,6,Christmas,Christmas,1999,34,Comedy,christmas,8.4,87,tvSeries,Dinnerladies,Dinnerladies,1998,2000,34,Comedy,dinnerladies,7.8,2687,TRUE,FALSE,FALSE,FALSE
tt0560671,tt0161140,2,3,Holidays,Holidays,1999,30,Comedy,holidays,7.8,75,tvSeries,Dinnerladies,Dinnerladies,1998,2000,34,Comedy,dinnerladies,7.8,2687,FALSE,FALSE,FALSE,TRUE
tt0562916,tt0056751,3,34,A Holiday for the Doctor,A Holiday for the Doctor,1966,24,"Adventure,Drama,Family",a holiday for the doctor,6.4,536,tvSeries,Doctor Who,Doctor Who,1963,1989,45,"Adventure,Drama,Family",doctor who,8.4,38831,FALSE,FALSE,FALSE,TRUE
tt0562994,tt0436992,2,0,The Christmas Invasion,The Christmas Invasion,2005,60,"Adventure,Drama,Sci-Fi",the christmas invasion,8,8089,tvSeries,Doctor Who,Doctor Who,2005,NA,45,"Adventure,Drama,Sci-Fi",doctor who,8.6,239270,TRUE,FALSE,FALSE,FALSE
tt0564206,tt0051267,1,14,A Very Merry Christmas,A Very Merry Christmas,1958,30,"Comedy,Family",a very merry christmas,8,85,tvSeries,The Donna Reed Show,The Donna Reed Show,1958,1966,30,"Comedy,Family",the donna reed show,7.4,1834,TRUE,FALSE,FALSE,FALSE
tt0565162,tt0054535,1,8,Holiday Weekend,Holiday Weekend,1961,60,Drama,holiday weekend,7.4,19,tvSeries,Dr. Kildare,Dr. Kildare,1961,1966,60,Drama,dr kildare,7,963,FALSE,FALSE,FALSE,TRUE
tt0565315,tt0103405,3,13,A First Christmas,A First Christmas,1994,47,"Drama,Family,Western",a first christmas,7.5,130,tvSeries,"Dr. Quinn, Medicine Woman","Dr. Quinn, Medicine Woman",1993,1998,60,"Drama,Family,Western",dr quinn medicine woman,6.8,13321,TRUE,FALSE,FALSE,FALSE
tt0565355,tt0103405,4,12,Fifi's First Christmas,Fifi's First Christmas,1995,47,"Drama,Family,Western",fifis first christmas,7.6,114,tvSeries,"Dr. Quinn, Medicine Woman","Dr. Quinn, Medicine Woman",1993,1998,60,"Drama,Family,Western",dr quinn medicine woman,6.8,13321,TRUE,FALSE,FALSE,FALSE
