rcid,session,importantvote,date,unres,amend,para,short,descr
1173,25,0,1970-12-05,R/25/2725B,0,0,INTERNATIONAL DEVELOPMENT,TO ADOPT DRAFT RESOL. (A/8259) DECIDING THAT UNCTAD III SHALL BE CONVENED IN APRIL/MAY 1972; RECOMMENDING THAT THE INSTITUTIONAL MACHINERY OF THE UNCTAD SHOULD BE FULLY ORIENTED TOWARD IMPLEMENTING THE INTERNATIONAL DEVELOPMENT STRATEGY FOR THE
1174,25,0,1970-12-05,R/25/2725C,0,0,INTERNATIONAL DEVELOPMENT,TO ADOPT THE DRAFT RESOL. (A/8259) ENDORSING THE ESTABLISHMENT OF AN INTERGOVERNMENTAL GROUP ON TRANSFER OF TECHNOLOGY OF THE UNCTAD; REQUESTING STATES MEMBERS OF THE UNCTAD TO SUPPORT FULLY THE INTERGOVERNMENTAL GROUP.
1175,25,0,1970-12-07,R/25/2749A,1,1,SEA BED COMMITTEE,"TO ADOPT THE AMENDMENT TO OPERATIVE PARAG. 5 OF DRAFT RESOL. (A/8097) RE A CONFERENCE ON THE LAW OF THE SEA; THE AMENDMENT WOULD ENLARGE THE MEMBERSHIP OF THE SEA-BED COMMITTEE BY 44 MEMBERS, INSTEAD OF 39 MEMBERS."
1176,25,0,1970-12-07,R/25/2749B,0,0,SEA BED CONFERENCE,"TO ADOPT DRAFT RESOL. (A/8097) DECIDING TO  CONVENE IN 1973 A CONFERENCE ON THE LAW OF THE SEA TO DEAL WITH THE ESTABLISHMENT OF AN INTERNATIONAL REGIME FOR THE SEA-BED AND OCEAN FLOOR; ENLARGING THE SEA-BED COMMITTEE BY 44 MEMBERS, AND INSTRUC"
1177,26,0,1971-09-06,R/26/2752,0,0,ADMISSION BAHRAIN,TO ADOPT DRAFT RESOL. DECIDING TO ADMIT BAHRAIN TO MEMBERSHIP IN THE UN.
1178,26,0,1971-09-06,R/26/2753,0,0,ADMISSION QATAR,TO ADOPT DRAFT RESOL. DECIDING TO ADMIT QATAR TO MEMBERSHIP IN THE UN.
1179,26,0,1971-09-02,,0,0,CHINA REPRESENTATION,"TO INCLUDE OF ITEM \THE REPRESENTATION OF CHINA IN THE UNITED NATIONS\\ IN THE AGENDA.\"""""
1180,26,0,1971-09-02,,0,0,PUERTO RICO,"TO EXCLUDE OF ITEM \THE COLONIAL CASE OF PUERTO RICO\\ FROM THE AGENDA.\"""""
1181,26,0,1971-09-03,,0,0,KOREA,"TO INCLUDE OF ITEM \WITHDRAWAL OF UNITED STATES AND ALL OTHER FOREIGN FORCES OCCUPYING SOUTH KOREA UNDER THE FLAG OF THE UNITED NATIONS\\ ON AGENDA OF THE TWENTY-SEVENTH SESSION.  (A/PV.1939)\"""""
1182,26,0,1971-10-03,R/26/2754A,0,0,ADMISSION OMAN,"TO INQUIRE TO THE EXTENT OF CONSENSUS IN FOURTH COMMITTEE'S REPORT DECIDING, I.A., TO CONCLUDE CONSIDERATION OF THIS ITEM BY TAKING NOTE THAT OMAN HAS ACHIEVED GOALS SET FORTH IN UN CHARTER. (A/PV.1957)"
1183,26,0,1971-10-03,R/26/2754B,0,0,ADMISSION OMAN,TO ADOPT RESOL. DECIDING TO ADMIT OMAN TO MEMBERSHIP IN THE UN. (A/PV.1957)
1184,26,0,1971-10-07,R/26/2758A,0,0,CHINA REPRESENTATION,TO ADOPT SAUDI ARABIA MOTION TO POSTPONE VOTING ON ALL DRAFT RESOLUTIONS UNTIL THE NEXT DAY.
1185,26,0,1971-10-07,R/26/2758B,0,0,CHINA REPRESENTATION,"TO ADOPT THE US MOTION FOR PRIORITY IN VOTING ON DRAFT RES (A/L.632) DECIDING THAT ANY PROPOSAL WHICH WOULD RESULT IN DEPRIVING THE REPUBLIC OF CHINA OF REPRESENTATION IN THE UN IS AN \IMPORTANT QUESTION\\ UNDER ARTICLE 18 OF THE CHARTER.\"""""
1186,26,0,1971-10-07,R/26/2758C,0,0,CHINA REPRESENTATION,"TO ADOPT RESOL. DECIDING THAT ANY PROPOSAL WHICH WOULD RESULT IN DEPRIVING THE REPUBLIC OF CHINA OF REPRESENTATION IN THE UN IS AN \IMPORTANT QUESTION\\ UNDER ARTICLE 18 OF THE CHARTER.\"""""
1187,26,0,1971-10-07,R/26/2758D,1,1,CHINA REPRESENTATION,TO ADOPT THE AMENDMENT TO PREAMB PARA 2 OF RES (A/L.630 & CORR.1 & ADD.1 & 2).
1188,26,0,1971-10-07,R/26/2758E,1,1,CHINA REPRESENTATION,TO ADOPT THE AMENDMENT TO PREAMB PARA 3 OF RES (A/L.630 & CORR.1 & ADD.1 & 2).
1189,26,0,1971-10-07,R/26/2758F,0,1,CHINA REPRESENTATION,TO ADOPT THE US MOTION FOR SEPARATE VOTE ON EXPULSION CLAUSE IN RES (A/L. 630 & CORR.1 & ADD. 1 & 2).
1190,26,0,1971-10-07,R/26/2758G,0,0,CHINA REPRESENTATION,"TO ADOPT RESOL. DECIDING TO RECOGNIZE PRC REPRS AS THE ONLY LEGITIMATE REPRS OF CHINA TO THE UN, AND TO EXPEL FORTHWITH CHIANG KAI-SHEK REPRS FROM THE UN."
1191,26,0,1971-11-03,R/26/2762,0,0,SECURITY OF MISSIONS,TO ALLOCATE THE ITEM ON SECURITY OF MISSIONS ACCREDITED TO UN TO THE SIXTH COMMITTEE.
1192,26,0,1971-11-04,R/26/2764,0,0,APARTHEID,"TO ADOPT RESOL., I.A., EXPRESSING GRAVE INDIGNATION & CONCERN OVER MALTREATMENT & TORTURE OF OPPONENTS OF APARTHEID IN SO AFRICA AND URGING ALL STATES & ORGS TO INTENSIFY EFFORTS FOR ELIMINATION OF APARTHEID & RACIAL DISCRIMINATION."
1193,26,0,1971-11-04,R/26/2765A,0,0,SOUTHERN RHODESIA,"TO ADOPT RESOL., I.A., CALLING UPON US, IN COMPLIANCE WITH SC RESOLS, TO PREVENT IMPORTATION OF CHROME INTO THE UNITED STATES FROM SOUTHERN RHODESIA."
1194,26,0,1971-11-03,R/26/2765B,0,0,SOUTHERN RHODESIA,TO ADOPT RESOL. REAFFIRMING PRINCIPLE THAT THERE SHOULD BE NO INDEPENDENCE BEFORE MAJORITY RULE IN SOUTHERN RHODESIA & AFFIRMING ANY SETTLEMENT RE FUTURE OF THAT TERRITORY MUST BE WORKED OUT WITH LEADERS OF ZIMBABWE & ENDORSED BY PEOPLE.
1195,26,0,1971-11-03,R/26/2771,0,0,WORLD SOCIAL SITUATION,"TO ADOPT RESOL., I.A., URGING GOVTS OF DEVELOPED COUNTRIES TO IMPL INT'L DEV STRATEGY FOR 2ND UNDD, DRAWING ATTN OF STATES & UN BODIES TO RECOMMENDATIONS BASED ON 1970 RPT OF WORLD SOCIAL SITUATION, & REQ SYG TO SUBMIT NEXT SUCH RPT TO 30TH GA,"
1196,26,0,1971-11-03,R/26/2770,0,0,YOUTH,"TO ADOPT RESOL., I.A., REQ SYG TO INVITE COMMENTS FROM GOVTS ON QUESTION OF DECLARATION ON PROMOTION AMONG YOUTH OF THE IDEALS OF PEACE, MUTUAL RESPECT & UNDERSTANDING BETW PEOPLES, & DEC TO CONSIDER BY 28TH GA ITEM ON YOUTH, ITS EDUC RE HUMAN"
1197,26,0,1971-11-03,R/26/2776,0,0,"OUTER SPACE, PEACEFUL USE","TO ADOPT RESOL., I.A., COMMENDING CONVENTION ON INTERNATIONAL LIABILITY FOR DAMAGE CAUSED BY SPACE OBJECTS, AND REQUESTING DEPOSITORY GOVTS OPEN CONV FOR SIGNATURE & RATIFICATION AT EARLIEST POSSIBLE DATE."
1198,26,0,1971-11-03,R/26/2775A,0,1,APARTHEID,"TO ADOPT RESOL., I.A., COMMENDING PROPOSAL FOR THE PREPARATION OF AN EDUCATIONAL KIT ON RACIAL DISCRIMINATION & APARTHEID IN SOUTHERN AFRICA, & REQ UNESCO TO PREPARE SUCH A KIT."
1199,26,0,1971-11-03,R/26/2775B,0,0,APARTHEID,"TO ADOPT RESOL., I.A., AUTHORIZING SPECIAL COMTE ON APARTHEID TO SEND REPRESENTATIVES TO INT'L CONF CONCERNED WITH SUBJECT, & TO HOLD CONSULTATIONS WITH REPRESENTATIVES OF OPPRESSED PEOPLES OF SO. AFRICA, AS WELL AS ANTI-APARTHEID ORGANIZATIONS"
1200,26,0,1971-11-03,R/26/2775C,0,0,"APARTHEID, SPORTS","TO ADOPT RESOL., I.A., DECLARING UNQUALIFIED SUPPORT OF OLYMPIC PRINCIPLE OF NON-DISCRIMINATION & CONDEMNING ACTIONS OF THE GOVERNMENT OF SOUTH AFRICA IN ENFORCING RACIAL DISCRIMINATION & SEGREGATION IN SPORTS."
1201,26,0,1971-11-03,R/26/2775D,0,0,"APARTHEID, BANTUSTANS","TO ADOPT RESOL., I.A., CONDEMNING ESTAB OF \BANTUSTANS\\ BY GOVT OF SOUTH AFRICA & DECLARING UN WILL CONTINUE TO ENCOURAGE & PROMOTE A SOLUTION TO SITUATION IN SO. AFRICA THRU FULL APPLICATION OF HUMAN RIGHTS & FUNDAMENTAL FREEDOMS.\"""""
1202,26,0,1971-11-03,R/26/2775E,0,0,APARTHEID,"TO ADOPT RESOL., I.A., CONDEMNING COOP BY CERTAIN STATES & FOREIGN ECON INTERESTS WITH SO. AFRICA IN MIL, ECON, POL & OTHER FIELDS, AND REQ SPECIAL COMTE ON APARTHEID TO ARRANGE FOR PUB OF PERIODIC BULLETIN ON COLLABORATION OF GOVTS & PRIVATE E"
1203,26,0,1971-11-03,R/26/2775F,0,0,APARTHEID,"TO ADOPT RESOL., I.A., REQ SYG TO INTENSIFY INFO ACTIVITIES IN PROMOTION OF ACTION TO ELIMINATE APARTHEID & INVITING GOVTS, SPECIALIZED AGENCIES, ET AL, TO CONTRIBUTE TO, AND COOPERATION WITH, UN IN DISSEMINATING INFO ON APARTHEID."
1204,26,0,1971-11-03,R/26/2775G,0,0,APARTHEID,"TO ADOPT RESOL., I.A., APPEALING TO ALL NAT'L & INT'L TRADE UNION ORGS TO INTENSIFY THEIR ACTION VS APARTHEID, & AUTHORIZING THE SPECIAL COMTE ON APARTHEID TO SEND A MISSION TO THE INT'L LABOR CONF, GENEVA, JUNE 1972, TO CONSIDER POSSIBLE ACTIO"
1205,26,0,1971-11-03,R/26/2775H,0,0,APARTHEID,"TO ADOPT RESOL., I.A., CALLING ON ALL GOVTS TO IMPLEMENT FULLY ARMS EMBARGO VS SO. AFRICA, & REQ SPECIAL COMTE ON APARTHEID TO UNDERTAKE A COMPREHENSIVE STUDY ON MILITARY ASSISTANCE TO SOUTH AFRICA BY GOVTS & PRIVATE ENTERPRISES, & RPT THEREON"
1206,26,0,1971-11-03,R/26/2774,0,0,UN TRUST FOR SOUTH AFRICA,"TO ADOPT RESOL. I.A., APPEALING TO ALL FOR CONTRIBS TO TRUST FUND & AUTHORIZING COMTE OF TRUSTEES TO SEND A REPR FROM HQTRS TO HOLD INFORMATIVE DISCUSSIONS, AS NECESSARY, WITH VOLUNTARY ORGS CONCERNED."
1207,26,0,1971-12-05,R/26/2792A,0,0,UNRWA,"TO ADOPT RESOL., I.A., DEPLORING ISRAELI ACTIONS IN GAZA STRIP OF DESTROYING REFUGEE SHELTERS & FORCIBLE REMOVAL OF THEIR OCCUPANTS AS CONTRAVENING GENEVA CONV & A/RES/2675 (XXV); & CALLING UPON ISRAEL TO DESIST FROM FURTHER DESTRUCTION & REMOV"
1208,26,0,1971-12-05,R/26/2792B,0,0,UNRWA,"TO ADOPT RESOL. RECOGNIZING THAT THE PEOPLE OF PALESTINE ARE ENTITLED TO EQUAL RIGHTS & SELF-DETERMINATION, IN ACCORD WITH UN CHARTER, AND THAT FULL RESPECT FOR THEIR INALIENABLE RIGHTS IS AN INDISPENSABLE ELEMENT IN ESTABLISHMENT OF JUST & LAS"
1209,26,0,1971-12-05,R/26/2792C,0,0,UNRWA,"TO ADOPT RESOL., I.A., CONSIDERING THE PLIGHT OF THE DISPLACED INHABITANTS & CALLING ONCE MORE UPON THE GOVT OF ISRAEL TO TAKE STEPS WITHOUT FURTHER DELAY FOR THE RETURN OF THOSE INHABITANTS WHO HAD FLED THE AREAS SINCE THE OUTBREAK OF HOSTILIT"
1210,26,0,1971-12-05,R/26/2784A,0,1,"RACIAL DISCRIMINATION, APARTHEID",TO RETAIN OPERATIVE PARAG. 1 OF SECTION II REAFFIRMING THAT APARTHEID IS A CRIME AGAINST HUMANITY.
1211,26,0,1971-12-05,R/26/2784B,0,1,"RACISM, ELIMINATION",TO RETAIN OPERATIVE PARA 2 OF SECTION II DECLARING THAT RACIAL DISCRIM IN ALL ITS FORMS IS A CRIMINAL AFFRONT TO THE CONSCIENCE & DIGNITY OF MANKIND.
1212,26,0,1971-12-05,R/26/2784C,0,1,RACIAL DISCRIMINATION,"TO RETAIN OPERATIVE PARA 3 OF SECTION II REAFFIRMING LEGITIMACY OF STRUGGLES OF OPPRESSED PEOPLES, & THOSE IN SOUTHERN AFRICA PARTICULARLY, AGAINST COLONIAL, RACIAL & ALIEN DOMINATION."
1213,26,0,1971-12-05,R/26/2784D,0,1,RACIAL DISCRIMINATION,"TO RETAIN OPERATIVE PARA 4 OF SECTION II REQ A HR COMN STUDY TO LEAD TO FURTHER INTERNATIONAL INSTRUMENTS TO DEAL WITH CRIMES AGAINST HUMANITY, PARTICULARLY APARTHEID."
1214,26,0,1971-12-05,R/26/2784E,0,1,RACIAL DISCRIMINATION,TO RETAIN OPERATIVE PARA 5 OF SECTION II CONDEMNING THOSE COUNTRIES WHICH ENCOURAGE & INCITE SO. AFRICA TO PERSIST IN ITS RACIAL POLICY.
1215,26,0,1971-12-05,R/26/2784F,0,1,"SOUTH AFRICA, SANCTIONS",TO RETAIN OPERATIVE PARA 6 OF SECTION II STRONGLY CONDEMNING ALL GOVTS THAT CONTINUE TO SUPPLY ARMS TO THE PRETORIA REGIME IN VIOLATION OF GA & SC RESOLUTIONS.
1216,26,0,1971-12-05,R/26/2783A,0,1,RACIAL DISCRIMINATION,TO RETAIN OPERATIVE PARA 1 OF SECTION III NOTING WITH APPRECIATION RPT OF COMTE ON ELIM OF RACIAL DISCRIM.
1217,26,0,1971-12-05,R/26/2783B,0,1,RACIAL DISCRIMINATION,TO RETAIN OPERATIVE PARA 5 OF SECTION III CONDEMNING GOVT OF PORTUGAL FOR PERSISTING IN ITS COLONIALIST POLICIES IN AFRICA & CONTINUING ITS WAR AGAINST PEOPLES OF TERRE UNDER ITS DOMINATION.
1218,26,0,1971-12-05,R/26/2783C,0,1,RACIAL DISCRIMINATION,TO RETAIN OPERATIVE PARA 6 OF SECTION III INVITING ECOSOC TO REQ HR COMN TO CONTINUE ITS COMPREHENSIVE STUDIES OF POLICIES & PRACTICES OF RACIAL DISCRIMINATION.
1219,26,0,1971-12-05,R/26/2783D,0,1,RACIAL DISCRIMINATION,TO RETAIN PARAG. 2 OF ANNEX TO RES CONTAINING MESSAGE FROM PRES OF 26TH GA TO HEADS OF STATE OR GOVERNMENT.
1220,26,0,1971-12-05,R/26/2783E,0,0,RACIAL DISCRIMINATION,TO RETAIN ANNEX TO RES CONTAINING MESSAGE FROM PRES OF 26TH GA TO HEADS OF STATE OR GOVERNMENT.
1221,26,0,1971-12-05,R/26/2786A,0,0,RACIAL DISCRIMINATION,"TO ADOPT RESOL., I.A., REQ GA PRES TO FORWARD ANNEX TO HEADS OF STATES; REAFFIRMING THAT APARTHEID IS A CRIME VS HUMANITY; CONDEMNING PORTUGAL'S COLONIALIST POLICIES IN AFRICA; & CALLING UPON UK TO ADOPT MEASURES, INCL USE OF FORCE, TO END ILLE"
1222,26,0,1971-12-05,R/26/2786B,0,0,RACIAL DISCRIMINATION,"TO ADOPT RESOL., I.A., INVITING SYG TO TRANSMIT DRAFT CONV ON SUPPRESSION SION & PUNISHMENT OF CRIME OF APARTHEID TO HR COMN & REC HR COMN & ECOSOC CONSIDER THIS ITEM & SUBMIT DRAFT TEXT OF SUBJECT CONVENTION TO THE 27 G.A. SESSION."
1223,26,0,1971-12-05,R/26/2786C,0,0,"RACIAL DISCRIMINATION, INT'L YEAR AGAINST","TO ADOPT RESOL., I.A., URGING ALL STATES TO IMPLEMENT PROGRAM TO IMPROVE CONDITIONS OF THOSE SUFFERING FROM EFFECTS OF RACIAL DISCRIM; DEVOTE ATTN TO EDUCATION OF YOUTH; & REQ SYG TO PURSUE PROGRAM AFTER INT'L YR TO BUILD UP PUBLIC OPINION GAIN"
1224,26,0,1971-12-05,R/26/2787A,0,1,"PALESTINE, SELF-DETERMINATION","TO RETAIN THE WORDS \AND THE PALESTINIAN PEOPLE\\ IN PREAMBULATORY PARAG. 8 OF RESOLUTION.\"""""
1225,26,0,1971-12-05,R/26/2787B,0,1,"PALESTINE, SELF-DETERMINATION","TO RETAIN THE WORDS \AS WELL AS THE PALESTINIAN PEOPLE\\ IN OPERATIVE PARAG. 1 OF THE RESOLUTION.\"""""
1226,26,0,1971-12-05,R/26/2787C,0,0,SELF-DETERMINATION,"TO ADOPT RESOL., I.A., CONDEMNING STATES CONTRIBUTING TO CREATION OF MILITARY-INDUSTRIAL COMPLEX IN SOUTHERN AFRICA AIMED AT SUPPRESSING LIBERATION MOVEMENTS & COLONIAL POWERS SUPPRESSING RIGHTS OF PEOPLES TO SELF-DETERMINATION."
1227,26,0,1971-12-06,R/26/2790,0,0,"INDIA, PAKISTAN","TO ADOPT RESOL., I.A., CALLING UPON GOVTS OF INDIA & PAKISTAN TO TAKE ALL MEASURES FOR AN IMMEDIATE CEASE-FIRE & WITHDRANAL OF THEIR ARMED FORCES; TO INTENSIFY EFFORTS FACILITATING VOLUNTARY RETURN OF EAST PAKISTAN REFUGEES TO THEIR HOMES; & CA"
1228,26,0,1971-12-01,R/26/2794,0,0,ADMISSION UNITED ARAB EMIRATES.,TO ADOPT THE RESOL. DECIDING TO ADMIT UNITED ARAB EMIRATES TO MEMBERSHIP IN THE U.N.
1229,26,0,1971-12-02,R/26/2795,0,0,PORTUGUESE TERRITORIES,"TO ADOPT RESOL., I.A., CONDEMNING PORTUGAL'S COLONIAL POLICY & HER WAGING OF COLONIAL WAR; APPEALING TO ALL STATES, ESP THOSE IN NATO, TO WITHHOLD ASSISTANCE TO PORTUGAL, & DRAWING ATTENTION OF SECURITY COUNCIL TO URGENT NECESSITY OF SECURING F"
1230,26,0,1971-12-02,R/26/2796,0,0,SOUTHERN RHODESIA,"TO ADOPT RESOL., I.A., STRONGLY DEPLORING UK'S FAILURE TO END ILLEGAL REGIME IN SR & CONDEMNING INTERVENTION OF SOUTH AFRICAN ARMED FORCES IN SR; CALLING UPON UK TO SUBMIT RPT TO SPEC COMTE ON COLONIALISM & FOR THE SECURITY COUNCIL TO WIDEN SAN"
1231,26,0,1971-12-05,R/26/2799A,1,1,MIDDLE EAST,TO AMEND TO RES (A/L.650/REV.1) ADDING NEW PREAMB PARAG. AFTER PREAMB PARA 4.
1232,26,0,1971-12-05,R/26/2799B,1,1,MIDDLE EAST,TO AMEND TO RES (A/L.650/REV.1) REPLACING OP PARAS 1 THRU 5 WITH OTHERS.
1233,26,0,1971-12-05,R/26/2799C,1,0,MIDDLE EAST,"TO AMEND TO RES (A/L.650/REV.1) CALLING ON THE SYG TO REACTIVATE THE MISSION OF THE SPECIAL REPRESENTATIVE OF THE SYG TO THE MIDDLE EAST, PURSUANT TO S/RES/242(1967)."
1234,26,0,1971-12-05,R/26/2799D,1,0,MIDDLE EAST,TO AMEND TO RES (A/L.650/REV.1) CALLING ON THE PARTIES TO RESUME IMMEDIATELY THE CONVERSATIONS UNDER AUSPICES OF THE SPECIAL REPRESENTATIVE WITH A VIEW TO CONCLUDING A PEACE AGREEMENT.
1235,26,0,1971-12-05,R/26/2799E,1,1,MIDDLE EAST,"TO AMEND TO OPERATIVE PARA 1 OF RES (A/L.650/REV.1) DELETING WORDS \AND THAT, CONSEQUENTLY, TERRITORIES THUS OCCUPIED MUST BE RESTORED.\\""	1	0	0	0	1	0"
1236,26,0,1971-12-05,R/26/2799F,1,1,MIDDLE EAST,TO AMEND TO RES (A/L.650/REV.1) REPLACING OP PARA 4 & 5 NITH A NEW OP PARA.
1237,26,0,1971-12-05,R/26/2799G,1,1,MIDDLE EAST,TO AMEND TO RES (A/L.650/REV.1) DELETING OP PARA 8.
1238,26,0,1971-12-05,R/26/2799H,0,0,MIDDLE EAST,TO ADOPT THE MOTION FOR DIVISION IN VOTE ON RES CONTAINED IN A/L.650/REV.1
1239,26,0,1971-12-05,R/26/2799I,0,0,MIDDLE EAST,"TO ADOPT RESOL., I.A., REAFFIRMING ACQUISITION OF TERRITORIES BY FORCE IS INADMISSIBLE & SUCH TERRITORIES MUST BE RESTORED; REQ SYG TO REACTIVATE MISSION OF HIS SPECIAL REPRESENTATIVE TO THE ME; & TO RPT TO SC & GA ON PROGRESS MADE BY THE SPEC"
1240,26,0,1971-12-05,R/26/2799J,0,0,MIDDLE EAST,"TO ADOPT RESOL., I.A., REQ PARTIES TO RENEW NEGOTIATIONS THROUGH THE MISSION OF THE SPECIAL REPRESENTATIVE & URGING PARTIES TO STUDY THE CONCILIATION PROPOSALS OF THE COMMISSION OF HEADS OF AFRICAN STATES"
1241,26,0,1971-12-06,R/26/2813A,1,1,"UNDP, INCREASE IN GOV. COUNCIL","TO ADOPT THE ORAL AMEND TO OPERATIVE PARA 1(C) OF RES (A/8563) REPLACING WORD \SUBREGIONAL\\ BY WORD \\""REGIONAL\\"".\"""""
1242,26,0,1971-12-06,R/26/2813B,1,1,"UNDP, INCREASE IN GOV. COUNCIL","TO AMEND TO OP PARA 2 OF RES (A/8563) REPLACING PHRASE \AT THE ORGANIZATIONAL MEETINGS OF ITS FIFTY-SECOND SESSION\\ BY PHRASE \\""AT ITS RESUMED FIFTY-FIRST SESSION.\\"""""
1243,26,0,1971-12-06,R/26/2813C,0,1,"UNDP, INCREASE IN GOV. COUNCIL","TO RETAIN THE PHRASE \TO BE ELECTED FROM AMONG STATES MEMBERS OF THE UNITED NATIONS OR MEMBERS OF THE SPECIALIZED AGENCIES OR OF THE INTERNATIONAL ATOMIC ENERGY AGENCY\\ IN OP PARA 1 OF RES (A/8563).\"""""
1244,26,0,1971-12-06,R/26/2813D,0,0,"UNDP, INCREASE IN GOV. COUNCIL",TO ADOPT THE RESOL. DECIDING TO ENLARGE THE MEMBERSHIP OF THE UNDP GOVERNING COUNCIL TO 48 MEMBERS - ALLOCATION OF STATES SPELLED OUT IN RES; REQ ECOSOC AT ITS RESUMED 51ST SESSION TO ELECT THE ADDITIONAL 11 MEMBERS OF THE GC.
1245,26,0,1971-12-06,R/26/2814,0,0,INTERNATIONAL DEVELOPMENT,"TO ADOPT RESOL., I.A., WELCOMING STATEMENT OF SYG THAT DISSEMINATION OF INFO & MOBILIZATION OF PUBLIC OPINION RE PROGRESS IN IMPLEMENTATION OF GOALS & OBJECTIVES OF 2ND UNDD SHOULD BE INTENSIFIED, & URGING GOVTS TO COOP WITH SYG IN THIS MATTER."
1246,26,0,1971-12-06,R/26/2816A,0,1,DISASTER ASSISTANCE,TO ADOPT OPERATIVE PARA 3 OF RES.
1247,26,0,1971-12-06,R/26/2816B,0,1,DISASTER ASSISTANCE,TO ADOPT OPERATIVE PARA 4 OF RES.
1248,26,0,1971-12-06,R/26/2816C,0,1,DISASTER ASSISTANCE,TO ADOPT OPERATIVE PARA 10 OF RES.
1249,26,0,1971-12-06,R/26/2816D,0,1,DISASTER ASSISTANCE,"RES, I.A., CALLING UPON SYG TO APPOINT A DISASTER RELIEF COORDINATOR, NORMALLY FOR TERM OF 5 YRS AND AT LEVEL COMPARABLE WITH THAT OF UNDER-SYG, & ENDORSING SYG'S PROPOSALS FOR PERMANENT UN OFFICE IN GENEVA TO SERVE AS FOCAL POINT IN UN SYSTEM"
1250,26,0,1971-12-01,R/26/2825A,0,0,DISARMAMENT,"TO ADOPT THE RESOL., I.A., REAFFIRMING RESPONSIBILITY OF UN IN GOAL OF ATTAINMENT OF GENERAL AND COMPLETE DISARMAMENT, AND URGING CONFERENCE OF THE COMMITTEE ON DISARMAMENT (CCD) AT ITS NEXT SESSION, TO RESUME ITS EFFORTS ALONG LINES SET FORTH"
1251,26,0,1971-12-01,R/26/2825B,0,0,DISARMAMENT,"RES, I.A., AFFIRMING VALUE OF HOLDING CONFERENCES OF EXPERTS & SCIENTISTS FROM VARIOUS COUNTRIES ON PROBLEMS OF ARMS RACE AND DISARMAMENT, AND SUPPORTING REQ TO SYG TO PREPARE AUTHORITATIVE RPTS ON THIS SUBJECT."
1252,26,0,1971-12-01,R/26/2832A,0,1,"INDIAN OCEAN, ZONE OF PEACE",TO ADOPT OPERATIVE PARA 1 OF RES.
1253,26,0,1971-12-01,R/26/2832B,0,1,"INDIAN OCEAN, ZONE OF PEACE",TO ADOPT OPERATIVE PARAS 2 AND 3 OF RES.
1254,26,0,1971-12-01,R/26/2832C,0,0,"INDIAN OCEAN, ZONE OF PEACE","TO ADOPT RESOL., I.A., DECLARING INDIAN OCEAN TO BE DESIGNATED FOR ALL TIME AS A ZONE OF PEACE; ELIMINATING FROM INDIAN OCEAN ALL BASES & MILITARY MANIFESTATIONS; AND CALLING UPON LITTORAL & HINTERLAND STATES OF INDIAN OCEAN, SC MBRS AND OTHERS"
1255,26,0,1971-12-01,R/26/2828A,0,0,"DISARMAMENT, NUCLEAR TESTING",REITERATING SOLEMNLY AND MOST EMPHATICALLY ITS CONDEMNATION OF ALL NUCLEAR WEAPON TESTS & URGING GOVTS OF NUCLEAR-WEAPON STATES TO BRING TO A HALT ALL NUCLEAR WEAPON TESTS AT EARLIEST POSSIBLE DATE.
1256,26,0,1971-12-01,R/26/2828B,0,0,"DISARMAMENT, NUCLEAR TESTING","APPEALING TO THE NUCLEAR POWERS TO DESIST FROM CARRYING OUT FURTHER NUCLEAR & THERMONUCLEAR TESTS, AND URGING THEM TO REACH AN AGREEMENT ON THE CESSATION OF ALL SUCH TESTS."
1257,26,0,1971-12-01,R/26/2828C,0,1,"DISARMAMENT, NUCLEAR TESTING","TO RETAIN THE PHRASE \AND THAT SOME CONTINUE TO TEST IN THE ATMOSPHERE\\ AT END OF PREAMB PARA 5 OF RES.\"""""
1258,26,0,1971-12-01,R/26/2828D,0,1,"DISARMAMENT, NUCLEAR TESTING","TO RETAIN THE PHRASE \AND MEANWHILE TO REFRAIN FROM TESTING IN THE ENVIRONMENTS COVERED BY THAT TREATY\\ AT END OF OPERATIVE PARA 2 OF RES.\"""""
1259,26,0,1971-12-01,R/26/2828E,0,0,"DISARMAMENT, NUCLEAR TESTING","TO ADOPT THE RESOL. URGING ALL STATES TO ADHERE TO TREATY BANNING NUCLEAR WEAPON TESTS, TO DEVELOP EXISTING CAPABILITIES FOR SEISMOLOGICAL IDENTIFICATION, AND REQ CCD TO CONTINUE ITS DELIBERATIONS ON A TREATY BANNING UNDERGROUND NUCLEAR WEAPON"
1260,26,0,1971-12-01,R/26/2827A,0,0,"CHEMICAL, BIOLOGICAL WEAPONS","TO ADOPT THE RESOL. COMMENDING CONVENTION ON PROHIBITION OF DEVELOPMENT, PRODUCTION & STOCKPILING OF BACTERIOLOGICAL (BIOLOGICAL) & TOXIN WEAPONS & ON THEIR DESTRUCTION (TEXT OF CONV IN ANNEX TO RES), & REQ DEPOSITARY GOVTS TO OPEN CONV FOR SIG"
1261,26,0,1971-12-01,R/26/2827B,0,0,"CHEMICAL, BIOLOGICAL WEAPONS","TO ADOPT THE RESOL., I.A., REQ CONF OF THE COMMITTEE ON DISARMAMENT (CCD) TO CONTINUE NEGOTIATIONS FOR EARLY AGREEMENT ON MEASURES FOR PROHIBITION OF DEVELOPMENT OF AND ELIMINATION OF SUCH WEAPONS; & CALLING FOR STRICT OBSERVANCE BY ALL STATES"
