rcid,short_name,issue
4467,hr,Human rights
4468,hr,Human rights
4469,hr,Human rights
4470,hr,Human rights
4471,hr,Human rights
4472,hr,Human rights
4473,hr,Human rights
4484,hr,Human rights
4488,hr,Human rights
4515,hr,Human rights
4517,hr,Human rights
4523,hr,Human rights
4527,hr,Human rights
4528,hr,Human rights
4529,hr,Human rights
4530,hr,Human rights
4531,hr,Human rights
4532,hr,Human rights
4536,hr,Human rights
4537,hr,Human rights
4539,hr,Human rights
4540,hr,Human rights
4541,hr,Human rights
4542,hr,Human rights
4543,hr,Human rights
4544,hr,Human rights
4553,hr,Human rights
4556,hr,Human rights
4586,hr,Human rights
4587,hr,Human rights
4593,hr,Human rights
4594,hr,Human rights
4602,hr,Human rights
4603,hr,Human rights
4604,hr,Human rights
4605,hr,Human rights
4606,hr,Human rights
4607,hr,Human rights
4608,hr,Human rights
4609,hr,Human rights
4611,hr,Human rights
4612,hr,Human rights
4613,hr,Human rights
4615,hr,Human rights
4616,hr,Human rights
4617,hr,Human rights
4645,hr,Human rights
4648,hr,Human rights
4661,hr,Human rights
4662,hr,Human rights
4673,hr,Human rights
4674,hr,Human rights
4705,hr,Human rights
4717,hr,Human rights
4718,hr,Human rights
4719,hr,Human rights
4720,hr,Human rights
4723,hr,Human rights
4724,hr,Human rights
4725,hr,Human rights
4727,hr,Human rights
4728,hr,Human rights
4729,hr,Human rights
4731,hr,Human rights
4732,hr,Human rights
4734,hr,Human rights
4735,hr,Human rights
4736,hr,Human rights
4737,hr,Human rights
4738,hr,Human rights
4739,hr,Human rights
4740,hr,Human rights
4741,hr,Human rights
4747,hr,Human rights
4749,hr,Human rights
4753,hr,Human rights
4780,hr,Human rights
4781,hr,Human rights
4789,hr,Human rights
4790,hr,Human rights
4795,hr,Human rights
4796,hr,Human rights
4798,hr,Human rights
4799,hr,Human rights
4800,hr,Human rights
4801,hr,Human rights
4802,hr,Human rights
4803,hr,Human rights
4804,hr,Human rights
4805,hr,Human rights
4806,hr,Human rights
4807,hr,Human rights
4808,hr,Human rights
4809,hr,Human rights
4810,hr,Human rights
4811,hr,Human rights
4812,hr,Human rights
4813,hr,Human rights
4814,hr,Human rights
4820,hr,Human rights
4825,hr,Human rights
4827,hr,Human rights
4839,hr,Human rights
4840,hr,Human rights
4874,hr,Human rights
4875,hr,Human rights
4878,hr,Human rights
4880,hr,Human rights
4881,hr,Human rights
4882,hr,Human rights
4883,hr,Human rights
4884,hr,Human rights
4885,hr,Human rights
4886,hr,Human rights
4887,hr,Human rights
4888,hr,Human rights
4889,hr,Human rights
4890,hr,Human rights
4891,hr,Human rights
4892,hr,Human rights
4893,hr,Human rights
4894,hr,Human rights
4895,hr,Human rights
4896,hr,Human rights
4897,hr,Human rights
4902,hr,Human rights
4903,hr,Human rights
4904,hr,Human rights
4980,hr,Human rights
4981,hr,Human rights
4982,hr,Human rights
5011,hr,Human rights
5012,hr,Human rights
5013,hr,Human rights
5020,hr,Human rights
5021,hr,Human rights
5023,hr,Human rights
5024,hr,Human rights
5025,hr,Human rights
5026,hr,Human rights
5027,hr,Human rights
5028,hr,Human rights
5029,hr,Human rights
5030,hr,Human rights
5031,hr,Human rights
5032,hr,Human rights
5033,hr,Human rights
5034,hr,Human rights
5035,hr,Human rights
5036,hr,Human rights
5043,hr,Human rights
5044,hr,Human rights
5046,hr,Human rights
5052,hr,Human rights
5053,hr,Human rights
5082,hr,Human rights
5083,hr,Human rights
5084,hr,Human rights
5085,hr,Human rights
5086,hr,Human rights
5097,hr,Human rights
5098,hr,Human rights
5099,hr,Human rights
5100,hr,Human rights
5101,hr,Human rights
5102,hr,Human rights
5103,hr,Human rights
5104,hr,Human rights
5105,hr,Human rights
5106,hr,Human rights
5107,hr,Human rights
5108,hr,Human rights
5109,hr,Human rights
5110,hr,Human rights
5113,hr,Human rights
5116,hr,Human rights
5118,hr,Human rights
5119,hr,Human rights
5120,hr,Human rights
5121,hr,Human rights
5122,hr,Human rights
5123,hr,Human rights
5124,hr,Human rights
5125,hr,Human rights
5126,hr,Human rights
5127,hr,Human rights
5128,hr,Human rights
5129,hr,Human rights
5131,hr,Human rights
5133,hr,Human rights
5134,hr,Human rights
5135,hr,Human rights
5145,hr,Human rights
5170,hr,Human rights
5171,hr,Human rights
5172,hr,Human rights
5173,hr,Human rights
5174,hr,Human rights
5183,hr,Human rights
5184,hr,Human rights
5217,hr,Human rights
5218,hr,Human rights
5219,hr,Human rights
5220,hr,Human rights
5221,hr,Human rights
5227,hr,Human rights
5228,hr,Human rights
5229,hr,Human rights
5230,hr,Human rights
5231,hr,Human rights
5232,hr,Human rights
5233,hr,Human rights
5234,hr,Human rights
5235,hr,Human rights
5236,hr,Human rights
5237,hr,Human rights
5238,hr,Human rights
5239,hr,Human rights
5240,hr,Human rights
5241,hr,Human rights
5254,hr,Human rights
5255,hr,Human rights
5281,hr,Human rights
5282,hr,Human rights
5283,hr,Human rights
5284,hr,Human rights
5287,hr,Human rights
5291,hr,Human rights
5292,hr,Human rights
5293,hr,Human rights
5294,hr,Human rights
5295,hr,Human rights
5296,hr,Human rights
5297,hr,Human rights
5298,hr,Human rights
5299,hr,Human rights
5300,hr,Human rights
5301,hr,Human rights
5302,hr,Human rights
5303,hr,Human rights
5308,hr,Human rights
5315,hr,Human rights
5316,hr,Human rights
5355,hr,Human rights
5358,hr,Human rights
5363,hr,Human rights
5364,hr,Human rights
5365,hr,Human rights
5366,hr,Human rights
5367,hr,Human rights
5369,hr,Human rights
5370,hr,Human rights
5371,hr,Human rights
5373,hr,Human rights
5374,hr,Human rights
5376,hr,Human rights
5377,hr,Human rights
5378,hr,Human rights
5379,hr,Human rights
5396,hr,Human rights
5397,hr,Human rights
5435,hr,Human rights
5438,hr,Human rights
5443,hr,Human rights
5444,hr,Human rights
5445,hr,Human rights
5446,hr,Human rights
5447,hr,Human rights
5448,hr,Human rights
5450,hr,Human rights
5451,hr,Human rights
5452,hr,Human rights
5453,hr,Human rights
5454,hr,Human rights
5455,hr,Human rights
5457,hr,Human rights
5458,hr,Human rights
5459,hr,Human rights
5465,hr,Human rights
5475,hr,Human rights
5476,hr,Human rights
5477,hr,Human rights
5478,hr,Human rights
5479,hr,Human rights
5480,hr,Human rights
5481,hr,Human rights
5482,hr,Human rights
5483,hr,Human rights
5484,hr,Human rights
5485,hr,Human rights
5486,hr,Human rights
5469,hr,Human rights
5487,hr,Human rights
5488,hr,Human rights
5489,hr,Human rights
5470,hr,Human rights
5540,hr,Human rights
5589,hr,Human rights
5591,hr,Human rights
5553,hr,Human rights
5555,hr,Human rights
5556,hr,Human rights
5557,hr,Human rights
5558,hr,Human rights
5559,hr,Human rights
5623,hr,Human rights
5560,hr,Human rights
5561,hr,Human rights
5563,hr,Human rights
5564,hr,Human rights
5565,hr,Human rights
5566,hr,Human rights
5567,hr,Human rights
5568,hr,Human rights
5569,hr,Human rights
5570,hr,Human rights
5571,hr,Human rights
5628,hr,Human rights
5572,hr,Human rights
5573,hr,Human rights
5631,hr,Human rights
5633,hr,Human rights
5574,hr,Human rights
5575,hr,Human rights
5634,hr,Human rights
5593,hr,Human rights
5656,hr,Human rights
5709,hr,Human rights
5720,hr,Human rights
5733,hr,Human rights
5734,hr,Human rights
5735,hr,Human rights
5748,hr,Human rights
5764,hr,Human rights
5765,hr,Human rights
5798,hr,Human rights
5799,hr,Human rights
5884,hr,Human rights
5885,hr,Human rights
5916,hr,Human rights
5935,hr,Human rights
5977,hr,Human rights
6006,hr,Human rights
6028,hr,Human rights
6047,hr,Human rights
6048,hr,Human rights
6049,hr,Human rights
6050,hr,Human rights
6053,hr,Human rights
6121,hr,Human rights
6122,hr,Human rights
6123,hr,Human rights
6124,hr,Human rights
6105,hr,Human rights
6126,hr,Human rights
6109,hr,Human rights
6155,hr,Human rights
6127,hr,Human rights
6128,hr,Human rights
6129,hr,Human rights
6157,hr,Human rights
6130,hr,Human rights
6131,hr,Human rights
6111,hr,Human rights
6132,hr,Human rights
6112,hr,Human rights
6133,hr,Human rights
6113,hr,Human rights
6134,hr,Human rights
6158,hr,Human rights
6136,hr,Human rights
9063,hr,Human rights
9124,hr,Human rights
9120,hr,Human rights
9112,hr,Human rights
9114,hr,Human rights
9111,hr,Human rights
9121,hr,Human rights
9131,hr,Human rights
9108,hr,Human rights
9071,hr,Human rights
9065,hr,Human rights
9073,hr,Human rights
9084,hr,Human rights
9088,hr,Human rights
11,co,Colonialism
26,co,Colonialism
27,co,Colonialism
28,co,Colonialism
29,co,Colonialism
30,co,Colonialism
31,co,Colonialism
32,co,Colonialism
33,co,Colonialism
34,co,Colonialism
35,co,Colonialism
36,co,Colonialism
37,co,Colonialism
38,co,Colonialism
39,co,Colonialism
51,co,Colonialism
52,co,Colonialism
53,co,Colonialism
54,co,Colonialism
55,co,Colonialism
56,co,Colonialism
57,co,Colonialism
58,co,Colonialism
59,co,Colonialism
81,co,Colonialism
82,co,Colonialism
83,co,Colonialism
84,co,Colonialism
88,co,Colonialism
89,co,Colonialism
90,co,Colonialism
91,co,Colonialism
92,co,Colonialism
102,co,Colonialism
122,co,Colonialism
123,co,Colonialism
161,co,Colonialism
165,co,Colonialism
178,co,Colonialism
179,co,Colonialism
180,co,Colonialism
181,co,Colonialism
193,co,Colonialism
214,co,Colonialism
215,co,Colonialism
216,co,Colonialism
231,co,Colonialism
233,co,Colonialism
234,co,Colonialism
235,co,Colonialism
238,co,Colonialism
269,co,Colonialism
270,co,Colonialism
271,co,Colonialism
272,co,Colonialism
273,co,Colonialism
274,co,Colonialism
275,co,Colonialism
279,co,Colonialism
280,co,Colonialism
283,co,Colonialism
284,co,Colonialism
288,co,Colonialism
289,co,Colonialism
292,co,Colonialism
301,co,Colonialism
302,co,Colonialism
303,co,Colonialism
304,co,Colonialism
307,co,Colonialism
315,co,Colonialism
336,co,Colonialism
337,co,Colonialism
339,co,Colonialism
340,co,Colonialism
341,co,Colonialism
351,co,Colonialism
352,co,Colonialism
355,co,Colonialism
357,co,Colonialism
368,co,Colonialism
369,co,Colonialism
373,co,Colonialism
376,co,Colonialism
377,co,Colonialism
378,co,Colonialism
379,co,Colonialism
384,co,Colonialism
390,co,Colonialism
395,co,Colonialism
396,co,Colonialism
400,co,Colonialism
401,co,Colonialism
418,co,Colonialism
424,co,Colonialism
429,co,Colonialism
430,co,Colonialism
454,co,Colonialism
457,co,Colonialism
491,co,Colonialism
499,co,Colonialism
500,co,Colonialism
9033,co,Colonialism
9039,co,Colonialism
522,co,Colonialism
523,co,Colonialism
531,co,Colonialism
532,co,Colonialism
535,co,Colonialism
538,co,Colonialism
571,co,Colonialism
599,co,Colonialism
608,co,Colonialism
611,co,Colonialism
613,co,Colonialism
616,co,Colonialism
617,co,Colonialism
618,co,Colonialism
619,co,Colonialism
620,co,Colonialism
621,co,Colonialism
622,co,Colonialism
623,co,Colonialism
624,co,Colonialism
625,co,Colonialism
626,co,Colonialism
654,co,Colonialism
655,co,Colonialism
656,co,Colonialism
657,co,Colonialism
658,co,Colonialism
659,co,Colonialism
660,co,Colonialism
661,co,Colonialism
668,co,Colonialism
669,co,Colonialism
670,co,Colonialism
712,co,Colonialism
713,co,Colonialism
714,co,Colonialism
715,co,Colonialism
716,co,Colonialism
745,co,Colonialism
746,co,Colonialism
747,co,Colonialism
755,co,Colonialism
762,co,Colonialism
763,co,Colonialism
764,co,Colonialism
765,co,Colonialism
771,co,Colonialism
772,co,Colonialism
784,co,Colonialism
788,co,Colonialism
792,co,Colonialism
794,co,Colonialism
796,co,Colonialism
799,co,Colonialism
800,co,Colonialism
801,co,Colonialism
802,co,Colonialism
803,co,Colonialism
822,co,Colonialism
827,co,Colonialism
829,co,Colonialism
833,co,Colonialism
834,co,Colonialism
835,co,Colonialism
836,co,Colonialism
837,co,Colonialism
838,co,Colonialism
839,co,Colonialism
841,co,Colonialism
863,co,Colonialism
866,co,Colonialism
873,co,Colonialism
893,co,Colonialism
894,co,Colonialism
895,co,Colonialism
898,co,Colonialism
899,co,Colonialism
902,co,Colonialism
903,co,Colonialism
907,co,Colonialism
911,co,Colonialism
914,co,Colonialism
915,co,Colonialism
916,co,Colonialism
922,co,Colonialism
923,co,Colonialism
927,co,Colonialism
932,co,Colonialism
935,co,Colonialism
938,co,Colonialism
939,co,Colonialism
940,co,Colonialism
950,co,Colonialism
962,co,Colonialism
963,co,Colonialism
965,co,Colonialism
966,co,Colonialism
968,co,Colonialism
970,co,Colonialism
971,co,Colonialism
972,co,Colonialism
978,co,Colonialism
979,co,Colonialism
986,co,Colonialism
987,co,Colonialism
993,co,Colonialism
994,co,Colonialism
995,co,Colonialism
999,co,Colonialism
1007,co,Colonialism
1009,co,Colonialism
1010,co,Colonialism
1011,co,Colonialism
1012,co,Colonialism
9051,co,Colonialism
1023,co,Colonialism
1033,co,Colonialism
1034,co,Colonialism
1035,co,Colonialism
1036,co,Colonialism
1037,co,Colonialism
1038,co,Colonialism
1039,co,Colonialism
1042,co,Colonialism
1043,co,Colonialism
1045,co,Colonialism
1070,co,Colonialism
1074,co,Colonialism
1079,co,Colonialism
1080,co,Colonialism
1081,co,Colonialism
1083,co,Colonialism
1086,co,Colonialism
1087,co,Colonialism
1088,co,Colonialism
1089,co,Colonialism
1090,co,Colonialism
1095,co,Colonialism
1100,co,Colonialism
1101,co,Colonialism
1112,co,Colonialism
1116,co,Colonialism
1122,co,Colonialism
1133,co,Colonialism
1151,co,Colonialism
1152,co,Colonialism
1153,co,Colonialism
1154,co,Colonialism
1155,co,Colonialism
1156,co,Colonialism
1157,co,Colonialism
1161,co,Colonialism
1162,co,Colonialism
1163,co,Colonialism
1164,co,Colonialism
1165,co,Colonialism
1171,co,Colonialism
1180,co,Colonialism
1206,co,Colonialism
1208,co,Colonialism
1212,co,Colonialism
1217,co,Colonialism
1221,co,Colonialism
1224,co,Colonialism
1225,co,Colonialism
1226,co,Colonialism
1229,co,Colonialism
1230,co,Colonialism
1235,co,Colonialism
1239,co,Colonialism
1267,co,Colonialism
1274,co,Colonialism
1275,co,Colonialism
1276,co,Colonialism
1277,co,Colonialism
1278,co,Colonialism
1279,co,Colonialism
1284,co,Colonialism
1285,co,Colonialism
1320,co,Colonialism
1370,co,Colonialism
1371,co,Colonialism
1372,co,Colonialism
1374,co,Colonialism
1376,co,Colonialism
1381,co,Colonialism
1388,co,Colonialism
1430,co,Colonialism
1431,co,Colonialism
1433,co,Colonialism
1440,co,Colonialism
1441,co,Colonialism
1463,co,Colonialism
1465,co,Colonialism
1466,co,Colonialism
1467,co,Colonialism
1468,co,Colonialism
1469,co,Colonialism
1470,co,Colonialism
1471,co,Colonialism
1472,co,Colonialism
1473,co,Colonialism
1474,co,Colonialism
1475,co,Colonialism
1477,co,Colonialism
1485,co,Colonialism
1489,co,Colonialism
1491,co,Colonialism
1492,co,Colonialism
1493,co,Colonialism
1494,co,Colonialism
1537,co,Colonialism
1538,co,Colonialism
1539,co,Colonialism
1546,co,Colonialism
1547,co,Colonialism
1558,co,Colonialism
1559,co,Colonialism
1560,co,Colonialism
1562,co,Colonialism
1563,co,Colonialism
1564,co,Colonialism
1565,co,Colonialism
1585,co,Colonialism
1586,co,Colonialism
1587,co,Colonialism
1613,co,Colonialism
1614,co,Colonialism
1615,co,Colonialism
1616,co,Colonialism
1618,co,Colonialism
1620,co,Colonialism
1623,co,Colonialism
1631,co,Colonialism
1632,co,Colonialism
1633,co,Colonialism
1634,co,Colonialism
1635,co,Colonialism
1636,co,Colonialism
1637,co,Colonialism
1638,co,Colonialism
1639,co,Colonialism
1640,co,Colonialism
1641,co,Colonialism
1648,co,Colonialism
1668,co,Colonialism
1669,co,Colonialism
1683,co,Colonialism
1687,co,Colonialism
1689,co,Colonialism
1690,co,Colonialism
1691,co,Colonialism
1701,co,Colonialism
1704,co,Colonialism
1710,co,Colonialism
1711,co,Colonialism
1712,co,Colonialism
1714,co,Colonialism
1715,co,Colonialism
1716,co,Colonialism
1717,co,Colonialism
1718,co,Colonialism
1719,co,Colonialism
1720,co,Colonialism
1741,co,Colonialism
1750,co,Colonialism
1753,co,Colonialism
1788,co,Colonialism
1789,co,Colonialism
1790,co,Colonialism
1791,co,Colonialism
1795,co,Colonialism
1797,co,Colonialism
1802,co,Colonialism
1804,co,Colonialism
1811,co,Colonialism
1812,co,Colonialism
1813,co,Colonialism
1814,co,Colonialism
1815,co,Colonialism
1816,co,Colonialism
1817,co,Colonialism
1844,co,Colonialism
1845,co,Colonialism
1846,co,Colonialism
1851,co,Colonialism
1881,co,Colonialism
1887,co,Colonialism
1895,co,Colonialism
1896,co,Colonialism
1897,co,Colonialism
1912,co,Colonialism
1913,co,Colonialism
1928,co,Colonialism
1929,co,Colonialism
1930,co,Colonialism
1931,co,Colonialism
1934,co,Colonialism
1936,co,Colonialism
1975,co,Colonialism
1979,co,Colonialism
1980,co,Colonialism
1983,co,Colonialism
1997,co,Colonialism
1998,co,Colonialism
2013,co,Colonialism
2020,co,Colonialism
2027,co,Colonialism
2028,co,Colonialism
2031,co,Colonialism
2033,co,Colonialism
2043,co,Colonialism
2047,co,Colonialism
2053,co,Colonialism
2055,co,Colonialism
2056,co,Colonialism
2057,co,Colonialism
2058,co,Colonialism
2089,co,Colonialism
2096,co,Colonialism
2099,co,Colonialism
2100,co,Colonialism
2122,co,Colonialism
2125,co,Colonialism
2138,co,Colonialism
2141,co,Colonialism
2149,co,Colonialism
2151,co,Colonialism
2152,co,Colonialism
2153,co,Colonialism
2162,co,Colonialism
2174,co,Colonialism
2175,co,Colonialism
2176,co,Colonialism
2178,co,Colonialism
2202,co,Colonialism
2204,co,Colonialism
2205,co,Colonialism
2210,co,Colonialism
2213,co,Colonialism
2214,co,Colonialism
2215,co,Colonialism
2256,co,Colonialism
2268,co,Colonialism
2273,co,Colonialism
2274,co,Colonialism
2275,co,Colonialism
2278,co,Colonialism
2282,co,Colonialism
2284,co,Colonialism
2302,co,Colonialism
2303,co,Colonialism
2339,co,Colonialism
2340,co,Colonialism
2358,co,Colonialism
2364,co,Colonialism
2366,co,Colonialism
2367,co,Colonialism
2399,co,Colonialism
2412,co,Colonialism
2413,co,Colonialism
2414,co,Colonialism
2417,co,Colonialism
2425,co,Colonialism
2428,co,Colonialism
2432,co,Colonialism
2442,co,Colonialism
2448,co,Colonialism
2450,co,Colonialism
2461,co,Colonialism
2462,co,Colonialism
2463,co,Colonialism
2464,co,Colonialism
2465,co,Colonialism
2489,co,Colonialism
2499,co,Colonialism
2514,co,Colonialism
2515,co,Colonialism
2518,co,Colonialism
2575,co,Colonialism
2576,co,Colonialism
2577,co,Colonialism
2589,co,Colonialism
2593,co,Colonialism
2600,co,Colonialism
2606,co,Colonialism
2608,co,Colonialism
2617,co,Colonialism
2618,co,Colonialism
2619,co,Colonialism
2637,co,Colonialism
2638,co,Colonialism
2664,co,Colonialism
2665,co,Colonialism
2666,co,Colonialism
2667,co,Colonialism
2668,co,Colonialism
2721,co,Colonialism
2722,co,Colonialism
2723,co,Colonialism
2725,co,Colonialism
2733,co,Colonialism
2740,co,Colonialism
2741,co,Colonialism
2747,co,Colonialism
2748,co,Colonialism
2754,co,Colonialism
2755,co,Colonialism
2767,co,Colonialism
2768,co,Colonialism
2769,co,Colonialism
2770,co,Colonialism
2788,co,Colonialism
2789,co,Colonialism
2790,co,Colonialism
2800,co,Colonialism
2804,co,Colonialism
2805,co,Colonialism
2806,co,Colonialism
2807,co,Colonialism
2808,co,Colonialism
2896,co,Colonialism
2897,co,Colonialism
2898,co,Colonialism
2899,co,Colonialism
2916,co,Colonialism
2918,co,Colonialism
2928,co,Colonialism
2952,co,Colonialism
2953,co,Colonialism
2954,co,Colonialism
2974,co,Colonialism
2975,co,Colonialism
2976,co,Colonialism
3014,co,Colonialism
3015,co,Colonialism
3017,co,Colonialism
3018,co,Colonialism
3028,co,Colonialism
3030,co,Colonialism
3056,co,Colonialism
3057,co,Colonialism
3058,co,Colonialism
3079,co,Colonialism
3173,co,Colonialism
3180,co,Colonialism
3181,co,Colonialism
3182,co,Colonialism
3183,co,Colonialism
3184,co,Colonialism
3190,co,Colonialism
3191,co,Colonialism
3212,co,Colonialism
3214,co,Colonialism
3215,co,Colonialism
3227,co,Colonialism
3264,co,Colonialism
3265,co,Colonialism
3266,co,Colonialism
3268,co,Colonialism
3269,co,Colonialism
3270,co,Colonialism
3289,co,Colonialism
3291,co,Colonialism
3293,co,Colonialism
3295,co,Colonialism
3296,co,Colonialism
3348,co,Colonialism
3350,co,Colonialism
3351,co,Colonialism
3419,co,Colonialism
3421,co,Colonialism
3424,co,Colonialism
3426,co,Colonialism
3427,co,Colonialism
3435,co,Colonialism
3436,co,Colonialism
3437,co,Colonialism
3438,co,Colonialism
3439,co,Colonialism
3440,co,Colonialism
3441,co,Colonialism
3442,co,Colonialism
3502,co,Colonialism
3503,co,Colonialism
3504,co,Colonialism
3505,co,Colonialism
3506,co,Colonialism
3507,co,Colonialism
3508,co,Colonialism
3548,co,Colonialism
3550,co,Colonialism
3553,co,Colonialism
3555,co,Colonialism
3556,co,Colonialism
3568,co,Colonialism
3572,co,Colonialism
3573,co,Colonialism
3602,co,Colonialism
3615,co,Colonialism
3617,co,Colonialism
3620,co,Colonialism
3622,co,Colonialism
3623,co,Colonialism
3629,co,Colonialism
3630,co,Colonialism
3631,co,Colonialism
3632,co,Colonialism
3633,co,Colonialism
3647,co,Colonialism
3648,co,Colonialism
3649,co,Colonialism
3658,co,Colonialism
3667,co,Colonialism
3668,co,Colonialism
3669,co,Colonialism
3671,co,Colonialism
3672,co,Colonialism
3692,co,Colonialism
3698,co,Colonialism
3704,co,Colonialism
3706,co,Colonialism
3709,co,Colonialism
3711,co,Colonialism
3712,co,Colonialism
3718,co,Colonialism
3719,co,Colonialism
3747,co,Colonialism
3749,co,Colonialism
3752,co,Colonialism
3754,co,Colonialism
3756,co,Colonialism
3757,co,Colonialism
3758,co,Colonialism
3759,co,Colonialism
3760,co,Colonialism
3786,co,Colonialism
3787,co,Colonialism
3811,co,Colonialism
3816,co,Colonialism
3818,co,Colonialism
3820,co,Colonialism
3821,co,Colonialism
3822,co,Colonialism
3823,co,Colonialism
3838,co,Colonialism
3855,co,Colonialism
3856,co,Colonialism
3858,co,Colonialism
3859,co,Colonialism
3860,co,Colonialism
3885,co,Colonialism
3890,co,Colonialism
3892,co,Colonialism
3894,co,Colonialism
3895,co,Colonialism
3896,co,Colonialism
3897,co,Colonialism
3903,co,Colonialism
3906,co,Colonialism
3910,co,Colonialism
3911,co,Colonialism
3931,co,Colonialism
3950,co,Colonialism
3951,co,Colonialism
3986,co,Colonialism
4001,co,Colonialism
4002,co,Colonialism
4014,co,Colonialism
4019,co,Colonialism
4021,co,Colonialism
4022,co,Colonialism
4026,co,Colonialism
4027,co,Colonialism
4028,co,Colonialism
4029,co,Colonialism
4030,co,Colonialism
4050,co,Colonialism
4060,co,Colonialism
4072,co,Colonialism
4077,co,Colonialism
4078,co,Colonialism
4080,co,Colonialism
4082,co,Colonialism
4083,co,Colonialism
4084,co,Colonialism
4085,co,Colonialism
4086,co,Colonialism
4088,co,Colonialism
4120,co,Colonialism
4125,co,Colonialism
4126,co,Colonialism
4127,co,Colonialism
4128,co,Colonialism
4130,co,Colonialism
4131,co,Colonialism
4132,co,Colonialism
4133,co,Colonialism
4134,co,Colonialism
4148,co,Colonialism
4159,co,Colonialism
4167,co,Colonialism
4187,co,Colonialism
4191,co,Colonialism
4202,co,Colonialism
4207,co,Colonialism
4208,co,Colonialism
4210,co,Colonialism
4212,co,Colonialism
4213,co,Colonialism
4214,co,Colonialism
4215,co,Colonialism
4216,co,Colonialism
4219,co,Colonialism
4220,co,Colonialism
4256,co,Colonialism
4270,co,Colonialism
4271,co,Colonialism
4284,co,Colonialism
4289,co,Colonialism
4290,co,Colonialism
4292,co,Colonialism
4294,co,Colonialism
4295,co,Colonialism
4296,co,Colonialism
4297,co,Colonialism
4298,co,Colonialism
4299,co,Colonialism
4321,co,Colonialism
4334,co,Colonialism
4339,co,Colonialism
4340,co,Colonialism
4342,co,Colonialism
4344,co,Colonialism
4345,co,Colonialism
4346,co,Colonialism
4347,co,Colonialism
4348,co,Colonialism
4350,co,Colonialism
4370,co,Colonialism
4389,co,Colonialism
4405,co,Colonialism
4410,co,Colonialism
4411,co,Colonialism
4413,co,Colonialism
4415,co,Colonialism
4416,co,Colonialism
4417,co,Colonialism
4418,co,Colonialism
4419,co,Colonialism
4426,co,Colonialism
4454,co,Colonialism
4471,co,Colonialism
4472,co,Colonialism
4477,co,Colonialism
4478,co,Colonialism
4479,co,Colonialism
4481,co,Colonialism
4483,co,Colonialism
4484,co,Colonialism
4489,co,Colonialism
4542,co,Colonialism
4543,co,Colonialism
4546,co,Colonialism
4547,co,Colonialism
4549,co,Colonialism
4550,co,Colonialism
4551,co,Colonialism
4555,co,Colonialism
4556,co,Colonialism
4615,co,Colonialism
4630,co,Colonialism
4645,co,Colonialism
4646,co,Colonialism
4650,co,Colonialism
4651,co,Colonialism
4652,co,Colonialism
4653,co,Colonialism
4654,co,Colonialism
4655,co,Colonialism
4687,co,Colonialism
4705,co,Colonialism
4706,co,Colonialism
4707,co,Colonialism
4711,co,Colonialism
4712,co,Colonialism
4713,co,Colonialism
4714,co,Colonialism
4717,co,Colonialism
4718,co,Colonialism
4719,co,Colonialism
4720,co,Colonialism
4721,co,Colonialism
4722,co,Colonialism
4737,co,Colonialism
4738,co,Colonialism
4750,co,Colonialism
4785,co,Colonialism
4786,co,Colonialism
4787,co,Colonialism
4788,co,Colonialism
4789,co,Colonialism
4790,co,Colonialism
4793,co,Colonialism
4795,co,Colonialism
4796,co,Colonialism
4808,co,Colonialism
4809,co,Colonialism
4828,co,Colonialism
4843,co,Colonialism
4868,co,Colonialism
4869,co,Colonialism
4870,co,Colonialism
4871,co,Colonialism
4872,co,Colonialism
4874,co,Colonialism
4875,co,Colonialism
4878,co,Colonialism
4880,co,Colonialism
4881,co,Colonialism
4892,co,Colonialism
4893,co,Colonialism
4898,co,Colonialism
4995,co,Colonialism
5011,co,Colonialism
5012,co,Colonialism
5013,co,Colonialism
5014,co,Colonialism
5015,co,Colonialism
5016,co,Colonialism
5018,co,Colonialism
5020,co,Colonialism
5021,co,Colonialism
5022,co,Colonialism
5032,co,Colonialism
5033,co,Colonialism
5038,co,Colonialism
5082,co,Colonialism
5083,co,Colonialism
5084,co,Colonialism
5085,co,Colonialism
5086,co,Colonialism
5087,co,Colonialism
5088,co,Colonialism
5089,co,Colonialism
5090,co,Colonialism
5091,co,Colonialism
5092,co,Colonialism
5097,co,Colonialism
5098,co,Colonialism
5122,co,Colonialism
5123,co,Colonialism
5144,co,Colonialism
5170,co,Colonialism
5171,co,Colonialism
5172,co,Colonialism
5173,co,Colonialism
5174,co,Colonialism
5175,co,Colonialism
5176,co,Colonialism
5177,co,Colonialism
5178,co,Colonialism
5217,co,Colonialism
5218,co,Colonialism
5219,co,Colonialism
5220,co,Colonialism
5221,co,Colonialism
5222,co,Colonialism
5223,co,Colonialism
5224,co,Colonialism
5225,co,Colonialism
5226,co,Colonialism
5230,co,Colonialism
5231,co,Colonialism
5246,co,Colonialism
5277,co,Colonialism
5278,co,Colonialism
5279,co,Colonialism
5280,co,Colonialism
5281,co,Colonialism
5282,co,Colonialism
5283,co,Colonialism
5284,co,Colonialism
5287,co,Colonialism
5288,co,Colonialism
5298,co,Colonialism
5299,co,Colonialism
5306,co,Colonialism
5349,co,Colonialism
5350,co,Colonialism
5355,co,Colonialism
5356,co,Colonialism
5360,co,Colonialism
5361,co,Colonialism
5362,co,Colonialism
5366,co,Colonialism
5367,co,Colonialism
5413,co,Colonialism
5430,co,Colonialism
5435,co,Colonialism
5436,co,Colonialism
