objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
215,Alberta,Chin Chute,30,CHC10,10/20,1500,77,65,GE,GE 1.5SLE,2006,49.6868346696416,-112.32487944672,NA
216,Alberta,Chin Chute,30,CHC11,11/20,1500,77,65,GE,GE 1.5SLE,2006,49.6856793323452,-112.322205280505,NA
217,Alberta,Chin Chute,30,CHC12,12/20,1500,77,65,GE,GE 1.5SLE,2006,49.6843970966729,-112.320004503698,NA
218,Alberta,Chin Chute,30,CHC13,13/20,1500,77,65,GE,GE 1.5SLE,2006,49.6831912830283,-112.317691485119,NA
219,Alberta,Chin Chute,30,CHC14,14/20,1500,77,65,GE,GE 1.5SLE,2006,49.6821500314594,-112.315418386288,NA
220,Alberta,Chin Chute,30,CHC15,15/20,1500,77,65,GE,GE 1.5SLE,2006,49.6809308109153,-112.313312958604,NA
221,Alberta,Chin Chute,30,CHC16,16/20,1500,77,65,GE,GE 1.5SLE,2006,49.6795852699793,-112.311096918221,NA
222,Alberta,Chin Chute,30,CHC17,17/20,1500,77,65,GE,GE 1.5SLE,2006,49.6784485339622,-112.30877164118,NA
223,Alberta,Chin Chute,30,CHC18,18/20,1500,77,65,GE,GE 1.5SLE,2006,49.6769518721785,-112.305665816036,NA
224,Alberta,Chin Chute,30,CHC19,19/20,1500,77,65,GE,GE 1.5SLE,2006,49.6757050882768,-112.301134395543,NA
225,Alberta,Chin Chute,30,CHC20,20/20,1500,77,65,GE,GE 1.5SLE,2006,49.6746901756538,-112.298564655445,NA
226,Alberta,Soderglen,70.5,SOD1,1/47,1500,77,65,GE,GE 1.5SLE,2006,49.5383204099064,-113.517080321463,NA
227,Alberta,Soderglen,70.5,SOD2,2/47,1500,77,65,GE,GE 1.5SLE,2006,49.536384386078,-113.518862102147,NA
228,Alberta,Soderglen,70.5,SOD3,3/47,1500,77,65,GE,GE 1.5SLE,2006,49.5350139516609,-113.520016784605,NA
229,Alberta,Soderglen,70.5,SOD4,4/47,1500,77,65,GE,GE 1.5SLE,2006,49.5334194371055,-113.52137142828,NA
230,Alberta,Soderglen,70.5,SOD5,5/47,1500,77,65,GE,GE 1.5SLE,2006,49.5318815519397,-113.522912102219,NA
231,Alberta,Soderglen,70.5,SOD6,6/47,1500,77,65,GE,GE 1.5SLE,2006,49.5313375099097,-113.506855153491,NA
232,Alberta,Soderglen,70.5,SOD7,7/47,1500,77,65,GE,GE 1.5SLE,2006,49.5299749483849,-113.508924912625,NA
233,Alberta,Soderglen,70.5,SOD8,8/47,1500,77,65,GE,GE 1.5SLE,2006,49.5282100737209,-113.5106920956,NA
234,Alberta,Soderglen,70.5,SOD9,9/47,1500,77,65,GE,GE 1.5SLE,2006,49.5268055187576,-113.512238832753,NA
235,Alberta,Soderglen,70.5,SOD10,10/47,1500,77,65,GE,GE 1.5SLE,2006,49.53298707543,-113.487172408964,NA
236,Alberta,Soderglen,70.5,SOD11,11/47,1500,77,65,GE,GE 1.5SLE,2006,49.5318519300481,-113.484967560714,NA
237,Alberta,Soderglen,70.5,SOD12,12/47,1500,77,65,GE,GE 1.5SLE,2006,49.5305166228574,-113.485919931815,NA
238,Alberta,Soderglen,70.5,SOD13,13/47,1500,77,65,GE,GE 1.5SLE,2006,49.5292121206255,-113.486557885898,NA
239,Alberta,Soderglen,70.5,SOD14,14/47,1500,77,65,GE,GE 1.5SLE,2006,49.5280463209417,-113.487695402926,NA
240,Alberta,Soderglen,70.5,SOD15,15/47,1500,77,65,GE,GE 1.5SLE,2006,49.525936919649,-113.487943152959,NA
241,Alberta,Soderglen,70.5,SOD16,16/47,1500,77,65,GE,GE 1.5SLE,2006,49.5241049401566,-113.490059547121,NA
242,Alberta,Soderglen,70.5,SOD17,17/47,1500,77,65,GE,GE 1.5SLE,2006,49.5212938161926,-113.485539373998,NA
243,Alberta,Soderglen,70.5,SOD18,18/47,1500,77,65,GE,GE 1.5SLE,2006,49.5202461268276,-113.486306483438,NA
244,Alberta,Soderglen,70.5,SOD19,19/47,1500,77,65,GE,GE 1.5SLE,2006,49.5184674325482,-113.48745619859,NA
245,Alberta,Soderglen,70.5,SOD20,20/47,1500,77,65,GE,GE 1.5SLE,2006,49.5164590616261,-113.488606172627,NA
246,Alberta,Soderglen,70.5,SOD21,21/47,1500,77,65,GE,GE 1.5SLE,2006,49.5146699028856,-113.48965257687,NA
247,Alberta,Soderglen,70.5,SOD22,22/47,1500,77,65,GE,GE 1.5SLE,2006,49.5132409772783,-113.492231634779,NA
248,Alberta,Soderglen,70.5,SOD23,23/47,1500,77,65,GE,GE 1.5SLE,2006,49.5116365919348,-113.49441617074,NA
249,Alberta,Soderglen,70.5,SOD24,24/47,1500,77,65,GE,GE 1.5SLE,2006,49.5102467894547,-113.493474287907,NA
250,Alberta,Soderglen,70.5,SOD25,25/47,1500,77,65,GE,GE 1.5SLE,2006,49.501301050694,-113.500872461231,NA
251,Alberta,Soderglen,70.5,SOD26,26/47,1500,77,65,GE,GE 1.5SLE,2006,49.499617700839,-113.501435305147,NA
252,Alberta,Soderglen,70.5,SOD27,27/47,1500,77,65,GE,GE 1.5SLE,2006,49.4980869325151,-113.502210155183,NA
253,Alberta,Soderglen,70.5,SOD28,28/47,1500,77,65,GE,GE 1.5SLE,2006,49.4964590171499,-113.502747328529,NA
254,Alberta,Soderglen,70.5,SOD29,29/47,1500,77,65,GE,GE 1.5SLE,2006,49.5046921781764,-113.523482031374,NA
255,Alberta,Soderglen,70.5,SOD30,30/47,1500,77,65,GE,GE 1.5SLE,2006,49.5025144194263,-113.523114472747,NA
256,Alberta,Soderglen,70.5,SOD31,31/47,1500,77,65,GE,GE 1.5SLE,2006,49.5019796361305,-113.520849870085,NA
257,Alberta,Soderglen,70.5,SOD32,32/47,1500,77,65,GE,GE 1.5SLE,2006,49.5007505679006,-113.518093716371,NA
258,Alberta,Soderglen,70.5,SOD33,33/47,1500,77,65,GE,GE 1.5SLE,2006,49.4999053293893,-113.516481723467,NA
259,Alberta,Soderglen,70.5,SOD34,34/47,1500,77,65,GE,GE 1.5SLE,2006,49.4990230335041,-113.514558331966,NA
260,Alberta,Soderglen,70.5,SOD35,35/47,1500,77,65,GE,GE 1.5SLE,2006,49.4977166074188,-113.513528433375,NA
261,Alberta,Soderglen,70.5,SOD36,36/47,1500,77,65,GE,GE 1.5SLE,2006,49.4964131670898,-113.512731064951,NA
262,Alberta,Soderglen,70.5,SOD37,37/47,1500,77,65,GE,GE 1.5SLE,2006,49.4951283837985,-113.512262598933,NA
263,Alberta,Soderglen,70.5,SOD38,38/47,1500,77,65,GE,GE 1.5SLE,2006,49.4936852612256,-113.51160465545,NA
264,Alberta,Soderglen,70.5,SOD39,39/47,1500,77,65,GE,GE 1.5SLE,2006,49.4923050443094,-113.511421652353,NA
265,Alberta,Soderglen,70.5,SOD40,40/47,1500,77,65,GE,GE 1.5SLE,2006,49.4909761684727,-113.510122550377,NA
266,Alberta,Soderglen,70.5,SOD41,41/47,1500,77,65,GE,GE 1.5SLE,2006,49.4897514246366,-113.509022502787,NA
267,Alberta,Soderglen,70.5,SOD42,42/47,1500,77,65,GE,GE 1.5SLE,2006,49.4886055750068,-113.508738391912,NA
268,Alberta,Soderglen,70.5,SOD43,43/47,1500,77,65,GE,GE 1.5SLE,2006,49.4874983813398,-113.507942592542,NA
269,Alberta,Soderglen,70.5,SOD44,44/47,1500,77,65,GE,GE 1.5SLE,2006,49.4914268454556,-113.52332597243,NA
270,Alberta,Soderglen,70.5,SOD45,45/47,1500,77,65,GE,GE 1.5SLE,2006,49.490215269765,-113.52195199196,NA
271,Alberta,Soderglen,70.5,SOD46,46/47,1500,77,65,GE,GE 1.5SLE,2006,49.488003688534,-113.52191574543,NA
272,Alberta,Soderglen,70.5,SOD47,47/47,1500,77,65,GE,GE 1.5SLE,2006,49.4877478539666,-113.519612035038,NA
273,Alberta,Oldman River,49.6,OMR1,1/22,1800,80,60,Vestas,V80/1800,2007,49.5657705816154,-113.827556544745,NA
274,Alberta,Oldman River,49.6,OMR2,2/22,1800,80,60,Vestas,V80/1800,2007,49.5622807948955,-113.827069514907,NA
275,Alberta,Blue Trail,66,BLT1,1/22,3000,90,80,Vestas,V90/3000,2009,49.6681951252573,-113.489389147017,NA
276,Alberta,Blue Trail,66,BLT2,2/22,3000,90,80,Vestas,V90/3000,2009,49.6663597827291,-113.485541307373,NA
277,Alberta,Blue Trail,66,BLT3,3/22,3000,90,80,Vestas,V90/3000,2009,49.6643109430293,-113.481723855797,NA
278,Alberta,Blue Trail,66,BLT4,4/22,3000,90,80,Vestas,V90/3000,2009,49.6623786564311,-113.477806465673,NA
279,Alberta,Blue Trail,66,BLT5,5/22,3000,90,80,Vestas,V90/3000,2009,49.6547942352464,-113.464766232284,NA
280,Alberta,Blue Trail,66,BLT6,6/22,3000,90,80,Vestas,V90/3000,2009,49.6529503749498,-113.461608808547,NA
281,Alberta,Blue Trail,66,BLT7,7/22,3000,90,80,Vestas,V90/3000,2009,49.6510990419805,-113.458337867216,NA
282,Alberta,Blue Trail,66,BLT8,8/22,3000,90,80,Vestas,V90/3000,2009,49.6475682419585,-113.452423718847,NA
283,Alberta,Blue Trail,66,BLT9,9/22,3000,90,80,Vestas,V90/3000,2009,49.6453966501522,-113.449079701301,NA
284,Alberta,Blue Trail,66,BLT10,10/22,3000,90,80,Vestas,V90/3000,2009,49.6432178905384,-113.445196459371,NA
285,Alberta,Blue Trail,66,BLT11,11/22,3000,90,80,Vestas,V90/3000,2009,49.6416895939408,-113.442424796626,NA
286,Alberta,Blue Trail,66,BLT12,12/22,3000,90,80,Vestas,V90/3000,2009,49.6568247823667,-113.441341899,NA
287,Alberta,Blue Trail,66,BLT13,13/22,3000,90,80,Vestas,V90/3000,2009,49.6554335504229,-113.438211372155,NA
288,Alberta,Blue Trail,66,BLT14,14/22,3000,90,80,Vestas,V90/3000,2009,49.653956146748,-113.435178869792,NA
289,Alberta,Blue Trail,66,BLT15,15/22,3000,90,80,Vestas,V90/3000,2009,49.6527068579604,-113.431571502999,NA
290,Alberta,Blue Trail,66,BLT16,16/22,3000,90,80,Vestas,V90/3000,2009,49.6511896119233,-113.428179660889,NA
291,Alberta,Blue Trail,66,BLT17,17/22,3000,90,80,Vestas,V90/3000,2009,49.6499013320013,-113.424466445592,NA
292,Alberta,Blue Trail,66,BLT18,18/22,3000,90,80,Vestas,V90/3000,2009,49.6561275569127,-113.520849326258,NA
293,Alberta,Blue Trail,66,BLT19,19/22,3000,90,80,Vestas,V90/3000,2009,49.6544369171162,-113.517471300295,NA
294,Alberta,Blue Trail,66,BLT20,20/22,3000,90,80,Vestas,V90/3000,2009,49.6528225015036,-113.514515576908,NA
295,Alberta,Blue Trail,66,BLT21,21/22,3000,90,80,Vestas,V90/3000,2009,49.6507841798727,-113.511166623679,NA
296,Alberta,Blue Trail,66,BLT22,22/22,3000,90,80,Vestas,V90/3000,2009,49.6492268194823,-113.508096575944,NA
297,Alberta,Ardenville Wind Farm,69,AWF1,1/23,3000,90,80,Vestas,V90/3000,2010,49.5487803097965,-113.439305339008,NA
298,Alberta,Ardenville Wind Farm,69,AWF2,2/23,3000,90,80,Vestas,V90/3000,2010,49.546239,-113.441041,NA
299,Alberta,Ardenville Wind Farm,69,AWF3,3/23,3000,90,80,Vestas,V90/3000,2010,49.552287,-113.425995,NA
300,Alberta,Ardenville Wind Farm,69,AWF4,4/23,3000,90,80,Vestas,V90/3000,2010,49.549909,-113.427444,NA
301,Alberta,Ardenville Wind Farm,69,AWF5,5/23,3000,90,80,Vestas,V90/3000,2010,49.5475573201614,-113.429832426304,NA
302,Alberta,Ardenville Wind Farm,69,AWF6,6/23,3000,90,80,Vestas,V90/3000,2010,49.5447930059817,-113.431561685956,NA
303,Alberta,Ardenville Wind Farm,69,AWF7,7/23,3000,90,80,Vestas,V90/3000,2010,49.5424536490371,-113.433033460335,NA
304,Alberta,Ardenville Wind Farm,69,AWF8,8/23,3000,90,80,Vestas,V90/3000,2010,49.5400081975066,-113.437891615303,NA
305,Alberta,Ardenville Wind Farm,69,AWF9,9/23,3000,90,80,Vestas,V90/3000,2010,49.5374935874552,-113.439137600698,NA
306,Alberta,Ardenville Wind Farm,69,AWF10,10/23,3000,90,80,Vestas,V90/3000,2010,49.5352416242982,-113.440429808878,NA
307,Alberta,Ardenville Wind Farm,69,AWF11,11/23,3000,90,80,Vestas,V90/3000,2010,49.5330193654017,-113.436975806362,NA
308,Alberta,Ardenville Wind Farm,69,AWF12,12/23,3000,90,80,Vestas,V90/3000,2010,49.5306507045775,-113.43848198407,NA
309,Alberta,Ardenville Wind Farm,69,AWF13,13/23,3000,90,80,Vestas,V90/3000,2010,49.5320023683247,-113.413736956934,NA
310,Alberta,Ardenville Wind Farm,69,AWF14,14/23,3000,90,80,Vestas,V90/3000,2010,49.5346492788023,-113.420209646962,NA
311,Alberta,Ardenville Wind Farm,69,AWF15,15/23,3000,90,80,Vestas,V90/3000,2010,49.5662225293536,-113.421353314032,NA
312,Alberta,Ardenville Wind Farm,69,AWF16,16/23,3000,90,80,Vestas,V90/3000,2010,49.5682798084993,-113.427522411982,NA
313,Alberta,Ardenville Wind Farm,69,AWF17,17/23,3000,90,80,Vestas,V90/3000,2010,49.570494577831,-113.432642231065,NA
314,Alberta,Ardenville Wind Farm,69,AWF18,18/23,3000,90,80,Vestas,V90/3000,2010,49.5715104932398,-113.446183614933,NA
315,Alberta,Ardenville Wind Farm,69,AWF19,19/23,3000,90,80,Vestas,V90/3000,2010,49.5650119684824,-113.446056979296,NA
316,Alberta,Ardenville Wind Farm,69,AWF20,20/23,3000,90,80,Vestas,V90/3000,2010,49.5627094381252,-113.446505376862,NA
317,Alberta,Ardenville Wind Farm,69,AWF21,21/23,3000,90,80,Vestas,V90/3000,2010,49.5896999956816,-113.423923807144,NA
318,Alberta,Ardenville Wind Farm,69,AWF22,22/23,3000,90,80,Vestas,V90/3000,2010,49.5882192592673,-113.418397658321,NA
319,Alberta,Ardenville Wind Farm,69,AWF23,23/23,3000,90,80,Vestas,V90/3000,2010,49.5854762854986,-113.416381330712,NA
320,Alberta,Ghost Pine Wind Farm,81.6,GPW1,1/51,1600,100,80,GE,GE 1.6-100,2010,51.9344318848016,-113.432933904524,NA
321,Alberta,Ghost Pine Wind Farm,81.6,GPW2,2/51,1600,100,80,GE,GE 1.6-100,2010,51.9308541704578,-113.432622978167,NA
322,Alberta,Ghost Pine Wind Farm,81.6,GPW3,3/51,1600,100,80,GE,GE 1.6-100,2010,51.9280068406203,-113.432530921521,NA
323,Alberta,Ghost Pine Wind Farm,81.6,GPW4,4/51,1600,100,80,GE,GE 1.6-100,2010,51.9247428441927,-113.432661784613,NA
324,Alberta,Ghost Pine Wind Farm,81.6,GPW5,5/51,1600,100,80,GE,GE 1.6-100,2010,51.9219123422526,-113.435635919257,NA
325,Alberta,Ghost Pine Wind Farm,81.6,GPW6,6/51,1600,100,80,GE,GE 1.6-100,2010,51.9185733360147,-113.438283268662,NA
326,Alberta,Ghost Pine Wind Farm,81.6,GPW7,7/51,1600,100,80,GE,GE 1.6-100,2010,51.9339394808298,-113.40302359207,NA
327,Alberta,Ghost Pine Wind Farm,81.6,GPW8,8/51,1600,100,80,GE,GE 1.6-100,2010,51.9299368592527,-113.402910068607,NA
328,Alberta,Ghost Pine Wind Farm,81.6,GPW9,9/51,1600,100,80,GE,GE 1.6-100,2010,51.9271536889107,-113.402251581086,NA
329,Alberta,Ghost Pine Wind Farm,81.6,GPW10,10/51,1600,100,80,GE,GE 1.6-100,2010,51.9235559772615,-113.399951228491,NA
330,Alberta,Ghost Pine Wind Farm,81.6,GPW11,11/51,1600,100,80,GE,GE 1.6-100,2010,51.9207269923476,-113.400114029536,NA
331,Alberta,Ghost Pine Wind Farm,81.6,GPW12,12/51,1600,100,80,GE,GE 1.6-100,2010,51.9175119304311,-113.397154655849,NA
332,Alberta,Ghost Pine Wind Farm,81.6,GPW13,13/51,1600,100,80,GE,GE 1.6-100,2010,51.9500111484199,-113.322796824727,NA
333,Alberta,Ghost Pine Wind Farm,81.6,GPW14,14/51,1600,100,80,GE,GE 1.6-100,2010,51.9457910143089,-113.32713674508,NA
334,Alberta,Ghost Pine Wind Farm,81.6,GPW15,15/51,1600,100,80,GE,GE 1.6-100,2010,51.9458984908031,-113.315763192725,NA
335,Alberta,Ghost Pine Wind Farm,81.6,GPW16,16/51,1600,100,80,GE,GE 1.6-100,2010,51.9532723323105,-113.318370018255,NA
336,Alberta,Ghost Pine Wind Farm,81.6,GPW17,17/51,1600,100,80,GE,GE 1.6-100,2010,51.931382638628,-113.321688099019,NA
337,Alberta,Ghost Pine Wind Farm,81.6,GPW18,18/51,1600,100,80,GE,GE 1.6-100,2010,51.9266825144347,-113.32169512178,NA
338,Alberta,Ghost Pine Wind Farm,81.6,GPW19,19/51,1600,100,80,GE,GE 1.6-100,2010,51.9221132750537,-113.322935256059,NA
339,Alberta,Ghost Pine Wind Farm,81.6,GPW20,20/51,1600,100,80,GE,GE 1.6-100,2010,51.9223343500949,-113.332087624947,NA
340,Alberta,Ghost Pine Wind Farm,81.6,GPW21,21/51,1600,100,80,GE,GE 1.6-100,2010,51.8948862769283,-113.373496115975,NA
341,Alberta,Ghost Pine Wind Farm,81.6,GPW22,22/51,1600,100,80,GE,GE 1.6-100,2010,51.8987579020491,-113.365102796022,NA
342,Alberta,Ghost Pine Wind Farm,81.6,GPW23,23/51,1600,100,80,GE,GE 1.6-100,2010,51.9022759683557,-113.36114261527,NA
343,Alberta,Ghost Pine Wind Farm,81.6,GPW24,24/51,1600,100,80,GE,GE 1.6-100,2010,51.9049597562878,-113.355612280699,NA
344,Alberta,Ghost Pine Wind Farm,81.6,GPW25,25/51,1600,100,80,GE,GE 1.6-100,2010,51.90700469934,-113.339566528582,NA
345,Alberta,Ghost Pine Wind Farm,81.6,GPW26,26/51,1600,100,80,GE,GE 1.6-100,2010,51.9060854367426,-113.327327654245,NA
346,Alberta,Ghost Pine Wind Farm,81.6,GPW27,27/51,1600,100,80,GE,GE 1.6-100,2010,51.8852977031063,-113.323190712438,NA
347,Alberta,Ghost Pine Wind Farm,81.6,GPW28,28/51,1600,100,80,GE,GE 1.6-100,2010,51.8794114544032,-113.32551959992,NA
348,Alberta,Ghost Pine Wind Farm,81.6,GPW29,29/51,1600,100,80,GE,GE 1.6-100,2010,51.8798294330189,-113.316123200148,NA
349,Alberta,Ghost Pine Wind Farm,81.6,GPW30,30/51,1600,100,80,GE,GE 1.6-100,2010,51.8751331042746,-113.323301189637,NA
350,Alberta,Ghost Pine Wind Farm,81.6,GPW31,31/51,1600,100,80,GE,GE 1.6-100,2010,51.8759610208188,-113.315996357706,NA
351,Alberta,Ghost Pine Wind Farm,81.6,GPW32,32/51,1600,100,80,GE,GE 1.6-100,2010,51.8724843167844,-113.318260888099,NA
352,Alberta,Ghost Pine Wind Farm,81.6,GPW33,33/51,1600,100,80,GE,GE 1.6-100,2010,51.8701586697876,-113.315958320827,NA
353,Alberta,Ghost Pine Wind Farm,81.6,GPW34,34/51,1600,100,80,GE,GE 1.6-100,2010,51.8692252681205,-113.307400294376,NA
354,Alberta,Ghost Pine Wind Farm,81.6,GPW35,35/51,1600,100,80,GE,GE 1.6-100,2010,51.8726537278746,-113.301527952267,NA
355,Alberta,Ghost Pine Wind Farm,81.6,GPW36,36/51,1600,100,80,GE,GE 1.6-100,2010,51.8731756000433,-113.388336640225,NA
356,Alberta,Ghost Pine Wind Farm,81.6,GPW37,37/51,1600,100,80,GE,GE 1.6-100,2010,51.8701635951932,-113.392177054255,NA
357,Alberta,Ghost Pine Wind Farm,81.6,GPW38,38/51,1600,100,80,GE,GE 1.6-100,2010,51.8690004061717,-113.384603256128,NA
358,Alberta,Ghost Pine Wind Farm,81.6,GPW39,39/51,1600,100,80,GE,GE 1.6-100,2010,51.8663364478645,-113.393621902414,NA
359,Alberta,Ghost Pine Wind Farm,81.6,GPW40,40/51,1600,100,80,GE,GE 1.6-100,2010,51.8628430610892,-113.399315336478,NA
360,Alberta,Ghost Pine Wind Farm,81.6,GPW41,41/51,1600,100,80,GE,GE 1.6-100,2010,51.8596615170951,-113.393798945521,NA
361,Alberta,Ghost Pine Wind Farm,81.6,GPW42,42/51,1600,100,80,GE,GE 1.6-100,2010,51.8592931169144,-113.387326418364,NA
362,Alberta,Ghost Pine Wind Farm,81.6,GPW43,43/51,1600,100,80,GE,GE 1.6-100,2010,51.8635502420366,-113.389479783706,NA
363,Alberta,Ghost Pine Wind Farm,81.6,GPW44,44/51,1600,100,80,GE,GE 1.6-100,2010,51.8974964190808,-113.439151741018,NA
364,Alberta,Ghost Pine Wind Farm,81.6,GPW45,45/51,1600,100,80,GE,GE 1.6-100,2010,51.89410762152,-113.438783891541,NA
365,Alberta,Ghost Pine Wind Farm,81.6,GPW46,46/51,1600,100,80,GE,GE 1.6-100,2010,51.8906062452571,-113.444754637036,NA
366,Alberta,Ghost Pine Wind Farm,81.6,GPW47,47/51,1600,100,80,GE,GE 1.6-100,2010,51.8905976923937,-113.434435340015,NA
367,Alberta,Ghost Pine Wind Farm,81.6,GPW48,48/51,1600,100,80,GE,GE 1.6-100,2010,51.8548763080042,-113.282432267519,NA
368,Alberta,Ghost Pine Wind Farm,81.6,GPW49,49/51,1600,100,80,GE,GE 1.6-100,2010,51.85472692705,-113.299024156321,NA
369,Alberta,Ghost Pine Wind Farm,81.6,GPW50,50/51,1600,100,80,GE,GE 1.6-100,2010,51.8608659272328,-113.303786620035,NA
370,Alberta,Ghost Pine Wind Farm,81.6,GPW51,51/51,1600,100,80,GE,GE 1.6-100,2010,51.8587963084267,-113.284113507004,NA
371,Alberta,Summerview,136.2,SVW40,40/61,3000,90,80,Vestas,V90/3000,2010,49.6392613854151,-113.788210427229,NA
372,Alberta,Summerview,136.2,SVW41,41/61,3000,90,80,Vestas,V90/3000,2010,49.6370952327926,-113.785960359411,NA
373,Alberta,Summerview,136.2,SVW42,42/61,3000,90,80,Vestas,V90/3000,2010,49.6352005326131,-113.783903076919,NA
374,Alberta,Summerview,136.2,SVW43,43/61,3000,90,80,Vestas,V90/3000,2010,49.6328878863926,-113.781478578043,NA
375,Alberta,Summerview,136.2,SVW44,44/61,3000,90,80,Vestas,V90/3000,2010,49.6027169051032,-113.756681013054,NA
376,Alberta,Summerview,136.2,SVW45,45/61,3000,90,80,Vestas,V90/3000,2010,49.600566202879,-113.754097946288,NA
377,Alberta,Summerview,136.2,SVW46,46/61,3000,90,80,Vestas,V90/3000,2010,49.5987418744118,-113.752516139218,NA
378,Alberta,Summerview,136.2,SVW47,47/61,3000,90,80,Vestas,V90/3000,2010,49.5919423048694,-113.759196014632,NA
379,Alberta,Summerview,136.2,SVW48,48/61,3000,90,80,Vestas,V90/3000,2010,49.5901461516564,-113.756901080723,NA
380,Alberta,Summerview,136.2,SVW49,49/61,3000,90,80,Vestas,V90/3000,2010,49.5883056225918,-113.754106598393,NA
381,Alberta,Summerview,136.2,SVW50,50/61,3000,90,80,Vestas,V90/3000,2010,49.5861848563755,-113.751495052718,NA
382,Alberta,Summerview,136.2,SVW51,51/61,3000,90,80,Vestas,V90/3000,2010,49.5957531325656,-113.74772544446,NA
383,Alberta,Summerview,136.2,SVW52,52/61,3000,90,80,Vestas,V90/3000,2010,49.593845733233,-113.745540370109,NA
384,Alberta,Summerview,136.2,SVW53,53/61,3000,90,80,Vestas,V90/3000,2010,49.5916576523216,-113.743074865454,NA
385,Alberta,Summerview,136.2,SVW54,54/61,3000,90,80,Vestas,V90/3000,2010,49.5896117223687,-113.740840160933,NA
386,Alberta,Summerview,136.2,SVW55,55/61,3000,90,80,Vestas,V90/3000,2010,49.5877531424867,-113.738690780617,NA
387,Alberta,Summerview,136.2,SVW56,56/61,3000,90,80,Vestas,V90/3000,2010,49.5854717332999,-113.73625570423,NA
388,Alberta,Summerview,136.2,SVW57,57/61,3000,90,80,Vestas,V90/3000,2010,49.5832414761907,-113.733746128477,NA
389,Alberta,Summerview,136.2,SVW58,58/61,3000,90,80,Vestas,V90/3000,2010,49.6095892416149,-113.737308715907,NA
390,Alberta,Summerview,136.2,SVW59,59/61,3000,90,80,Vestas,V90/3000,2010,49.6071381283937,-113.736353804295,NA
391,Alberta,Summerview,136.2,SVW60,60/61,3000,90,80,Vestas,V90/3000,2010,49.6047119121638,-113.735242737057,NA
392,Alberta,Summerview,136.2,SVW61,61/61,3000,90,80,Vestas,V90/3000,2010,49.6022055191756,-113.734316879225,NA
393,Alberta,Taber Wind Farm,85.1,TWF1,1/37,2300,71,85,Enercon,E-70/2300,2010,49.7409748771201,-111.967603202654,NA
394,Alberta,Taber Wind Farm,85.1,TWF2,2/37,2300,71,85,Enercon,E-70/2300,2010,49.7397792451587,-111.962253465044,NA
395,Alberta,Taber Wind Farm,85.1,TWF3,3/37,2300,71,85,Enercon,E-70/2300,2010,49.738701892997,-111.957079962339,NA
396,Alberta,Taber Wind Farm,85.1,TWF4,4/37,2300,71,85,Enercon,E-70/2300,2010,49.741148834816,-111.948136505574,NA
397,Alberta,Taber Wind Farm,85.1,TWF5,5/37,2300,71,85,Enercon,E-70/2300,2010,49.7393417377836,-111.943944316107,NA
398,Alberta,Taber Wind Farm,85.1,TWF6,6/37,2300,71,85,Enercon,E-70/2300,2010,49.7382159360966,-111.939928841771,NA
399,Alberta,Taber Wind Farm,85.1,TWF7,7/37,2300,71,85,Enercon,E-70/2300,2010,49.736789556177,-111.935798046781,NA
400,Alberta,Taber Wind Farm,85.1,TWF8,8/37,2300,71,85,Enercon,E-70/2300,2010,49.7344470513511,-111.932479758918,NA
401,Alberta,Taber Wind Farm,85.1,TWF9,9/37,2300,71,85,Enercon,E-70/2300,2010,49.7168113697078,-111.967497234343,NA
402,Alberta,Taber Wind Farm,85.1,TWF10,10/37,2300,71,85,Enercon,E-70/2300,2010,49.7142328013445,-111.960456366039,NA
403,Alberta,Taber Wind Farm,85.1,TWF11,11/37,2300,71,85,Enercon,E-70/2300,2010,49.726423070246,-111.951712402867,NA
404,Alberta,Taber Wind Farm,85.1,TWF12,12/37,2300,71,85,Enercon,E-70/2300,2010,49.725636210513,-111.948139727856,NA
405,Alberta,Taber Wind Farm,85.1,TWF13,13/37,2300,71,85,Enercon,E-70/2300,2010,49.723700521765,-111.945091876136,NA
406,Alberta,Taber Wind Farm,85.1,TWF14,14/37,2300,71,85,Enercon,E-70/2300,2010,49.722187658537,-111.941433537646,NA
407,Alberta,Taber Wind Farm,85.1,TWF15,15/37,2300,71,85,Enercon,E-70/2300,2010,49.7208608873426,-111.938154551866,NA
408,Alberta,Taber Wind Farm,85.1,TWF16,16/37,2300,71,85,Enercon,E-70/2300,2010,49.7200327168383,-111.93404847419,NA
409,Alberta,Taber Wind Farm,85.1,TWF17,17/37,2300,71,85,Enercon,E-70/2300,2010,49.7191400634539,-111.930047703309,NA
