x,qx,lx,dx,Lx,Tx,ex,sex,year
100,0.26733,2678,716,2320,7735,2.89,M,1980
101,0.27931,1962,548,1688,5415,2.76,M,1980
102,0.29183,1414,413,1208,3727,2.64,M,1980
103,0.30492,1001,305,849,2519,2.52,M,1980
104,0.31861,696,222,585,1670,2.4,M,1980
105,0.33291,474,158,395,1085,2.29,M,1980
106,0.34786,316,110,261,690,2.18,M,1980
107,0.36349,206,75,169,428,2.07,M,1980
108,0.37983,131,50,106,259,1.97,M,1980
109,0.39691,81,32,65,153,1.88,M,1980
110,0.41477,49,20,39,88,1.78,M,1980
111,0.43345,29,12,23,49,1.69,M,1980
112,0.45297,16,7,13,26,1.61,M,1980
113,0.47338,9,4,7,14,1.52,M,1980
114,0.49471,5,2,4,7,1.44,M,1980
115,0.51702,2,1,2,3,1.36,M,1980
116,0.54035,1,1,1,1,1.29,M,1980
117,0.56473,1,0,0,1,1.22,M,1980
118,0.59023,0,0,0,0,1.15,M,1980
119,0.6169,0,0,0,0,1.08,M,1980
0,0.01125,100000,1125,99015,8227352,82.27,F,1980
1,8.3e-4,98875,82,98834,8128337,82.21,F,1980
2,5.4e-4,98793,53,98767,8029503,81.28,F,1980
3,3.5e-4,98740,34,98723,7930736,80.32,F,1980
4,2.8e-4,98706,28,98692,7832013,79.35,F,1980
5,2.4e-4,98678,24,98667,7733321,78.37,F,1980
6,2.1e-4,98655,21,98644,7634655,77.39,F,1980
7,1.9e-4,98634,19,98624,7536011,76.4,F,1980
8,1.9e-4,98615,18,98606,7437386,75.42,F,1980
9,1.7e-4,98596,17,98588,7338781,74.43,F,1980
10,1.5e-4,98579,15,98572,7240193,73.45,F,1980
11,1.4e-4,98564,13,98558,7141621,72.46,F,1980
12,1.6e-4,98551,16,98543,7043063,71.47,F,1980
13,2.1e-4,98535,21,98525,6944520,70.48,F,1980
14,2.8e-4,98514,27,98501,6845996,69.49,F,1980
15,3.6e-4,98487,36,98469,6747495,68.51,F,1980
16,4.1e-4,98451,41,98431,6649026,67.54,F,1980
17,4.5e-4,98411,44,98389,6550595,66.56,F,1980
18,4.4e-4,98367,44,98345,6452207,65.59,F,1980
19,4.6e-4,98323,45,98300,6353862,64.62,F,1980
20,4.5e-4,98278,44,98256,6255562,63.65,F,1980
21,4.5e-4,98234,45,98211,6157306,62.68,F,1980
22,4.5e-4,98189,44,98167,6059094,61.71,F,1980
23,4.5e-4,98145,45,98123,5960927,60.74,F,1980
24,4.6e-4,98100,45,98078,5862805,59.76,F,1980
25,4.7e-4,98055,46,98032,5764727,58.79,F,1980
26,4.8e-4,98009,47,97986,5666695,57.82,F,1980
27,5e-4,97962,49,97938,5568710,56.85,F,1980
28,5.2e-4,97913,51,97888,5470772,55.87,F,1980
29,5.6e-4,97862,55,97835,5372885,54.9,F,1980
30,6e-4,97808,58,97778,5275050,53.93,F,1980
31,6.4e-4,97749,62,97718,5177271,52.96,F,1980
32,6.9e-4,97687,68,97653,5079553,52,F,1980
33,7.6e-4,97619,74,97582,4981900,51.03,F,1980
34,8.3e-4,97545,81,97505,4884318,50.07,F,1980
35,9.1e-4,97464,89,97419,4786813,49.11,F,1980
36,0.001,97375,97,97326,4689394,48.16,F,1980
37,0.00108,97278,105,97225,4592067,47.21,F,1980
38,0.00117,97172,114,97115,4494842,46.26,F,1980
39,0.00126,97059,122,96997,4397727,45.31,F,1980
40,0.00136,96936,131,96871,4300729,44.37,F,1980
41,0.00146,96805,141,96734,4203859,43.43,F,1980
42,0.00155,96664,149,96589,4107124,42.49,F,1980
43,0.00163,96515,157,96436,4010535,41.55,F,1980
44,0.0017,96358,164,96276,3914099,40.62,F,1980
45,0.00178,96194,171,96108,3817823,39.69,F,1980
46,0.00188,96023,181,95932,3721715,38.76,F,1980
47,0.00199,95842,190,95747,3625782,37.83,F,1980
48,0.0021,95652,201,95551,3530036,36.91,F,1980
49,0.00223,95451,213,95344,3434485,35.98,F,1980
50,0.00237,95238,226,95125,3339140,35.06,F,1980
51,0.00255,95012,242,94891,3244015,34.14,F,1980
52,0.00276,94770,261,94639,3149124,33.23,F,1980
53,0.00301,94509,284,94367,3054485,32.32,F,1980
54,0.0033,94225,311,94070,2960118,31.42,F,1980
55,0.00363,93914,341,93744,2866048,30.52,F,1980
56,0.004,93573,374,93386,2772305,29.63,F,1980
57,0.00439,93199,409,92995,2678918,28.74,F,1980
58,0.00479,92791,445,92568,2585923,27.87,F,1980
59,0.00523,92346,483,92104,2493355,27,F,1980
60,0.00571,91863,525,91600,2401251,26.14,F,1980
61,0.00625,91338,571,91053,2309650,25.29,F,1980
62,0.00687,90767,623,90456,2218597,24.44,F,1980
63,0.00757,90144,682,89803,2128142,23.61,F,1980
64,0.00836,89462,748,89088,2038339,22.78,F,1980
65,0.00925,88714,820,88303,1949251,21.97,F,1980
66,0.01019,87893,896,87446,1860948,21.17,F,1980
67,0.01117,86998,972,86512,1773502,20.39,F,1980
68,0.01216,86026,1046,85503,1686990,19.61,F,1980
69,0.0132,84980,1122,84419,1601487,18.85,F,1980
70,0.01437,83859,1205,83256,1517067,18.09,F,1980
71,0.01568,82653,1296,82006,1433811,17.35,F,1980
72,0.01702,81358,1385,80665,1351806,16.62,F,1980
73,0.01838,79973,1470,79238,1271140,15.89,F,1980
74,0.01983,78503,1557,77725,1191902,15.18,F,1980
75,0.02161,76947,1662,76115,1114177,14.48,F,1980
76,0.02368,75284,1782,74393,1038062,13.79,F,1980
77,0.0258,73502,1896,72554,963669,13.11,F,1980
78,0.02791,71606,1999,70606,891115,12.44,F,1980
79,0.03021,69607,2103,68555,820509,11.79,F,1980
80,0.03286,67504,2218,66395,751953,11.14,F,1980
81,0.03618,65286,2362,64105,685558,10.5,F,1980
82,0.04047,62924,2547,61650,621454,9.88,F,1980
83,0.04593,60377,2773,58991,559803,9.27,F,1980
84,0.05245,57604,3021,56093,500813,8.69,F,1980
85,0.05979,54583,3263,52951,444719,8.15,F,1980
86,0.06774,51319,3476,49581,391768,7.63,F,1980
87,0.07619,47843,3645,46021,342187,7.15,F,1980
88,0.08511,44198,3762,42317,296166,6.7,F,1980
89,0.09457,40437,3824,38524,253849,6.28,F,1980
90,0.10468,36612,3833,34696,215325,5.88,F,1980
91,0.11555,32780,3788,30886,180629,5.51,F,1980
92,0.1273,28992,3691,27147,149743,5.16,F,1980
93,0.14003,25301,3543,23530,122596,4.85,F,1980
94,0.15382,21758,3347,20085,99066,4.55,F,1980
95,0.16763,18411,3086,16868,78982,4.29,F,1980
96,0.18121,15325,2777,13937,62113,4.05,F,1980
97,0.1943,12548,2438,11329,48177,3.84,F,1980
98,0.20662,10110,2089,9066,36848,3.64,F,1980
99,0.21791,8021,1748,7147,27782,3.46,F,1980
100,0.22982,6273,1442,5552,20635,3.29,F,1980
101,0.24237,4832,1171,4246,15083,3.12,F,1980
102,0.25563,3660,936,3193,10837,2.96,F,1980
103,0.26962,2725,735,2357,7644,2.81,F,1980
104,0.28437,1990,566,1707,5287,2.66,F,1980
105,0.29994,1424,427,1211,3580,2.51,F,1980
106,0.31637,997,315,839,2369,2.38,F,1980
107,0.3337,682,227,568,1530,2.24,F,1980
108,0.352,454,160,374,962,2.12,F,1980
109,0.37131,294,109,240,588,2,F,1980
110,0.39168,185,72,149,348,1.88,F,1980
111,0.41319,113,47,89,199,1.77,F,1980
112,0.43587,66,29,52,110,1.66,F,1980
113,0.45982,37,17,29,58,1.56,F,1980
114,0.48508,20,10,15,29,1.46,F,1980
115,0.51176,10,5,8,14,1.37,F,1980
116,0.5399,5,3,4,7,1.29,F,1980
117,0.56473,2,1,2,3,1.22,F,1980
118,0.59023,1,1,1,1,1.15,F,1980
119,0.6169,0,0,0,0,1.08,F,1980
0,0.01028,100000,1028,99108,7890323,78.9,M,1990
1,7.5e-4,98972,75,98934,7791215,78.72,M,1990
2,4.9e-4,98897,49,98873,7692281,77.78,M,1990
3,3.9e-4,98848,38,98829,7593408,76.82,M,1990
4,3.1e-4,98810,30,98795,7494579,75.85,M,1990
5,2.6e-4,98780,25,98767,7395784,74.87,M,1990
6,2.4e-4,98755,23,98743,7297016,73.89,M,1990
7,2e-4,98731,20,98721,7198273,72.91,M,1990
8,1.8e-4,98711,18,98702,7099552,71.92,M,1990
9,1.5e-4,98693,15,98686,7000849,70.94,M,1990
10,1.3e-4,98679,12,98673,6902163,69.95,M,1990
11,1.2e-4,98666,12,98661,6803491,68.95,M,1990
12,1.8e-4,98655,17,98646,6704830,67.96,M,1990
13,2.8e-4,98637,28,98623,6606184,66.97,M,1990
14,4.3e-4,98609,43,98588,6507561,65.99,M,1990
15,5.9e-4,98567,58,98538,6408973,65.02,M,1990
16,7.4e-4,98509,73,98472,6310435,64.06,M,1990
17,8.7e-4,98436,86,98393,6211962,63.11,M,1990
18,9.7e-4,98351,95,98303,6113569,62.16,M,1990
19,0.00105,98255,103,98203,6015266,61.22,M,1990
20,0.00113,98152,111,98096,5917062,60.28,M,1990
21,0.0012,98041,118,97982,5818966,59.35,M,1990
22,0.00123,97923,121,97863,5720984,58.42,M,1990
23,0.00121,97802,118,97743,5623121,57.49,M,1990
24,0.00115,97684,113,97627,5525378,56.56,M,1990
25,0.00108,97571,106,97518,5427751,55.63,M,1990
26,0.00102,97465,100,97415,5330233,54.69,M,1990
27,9.9e-4,97366,96,97317,5232817,53.74,M,1990
28,9.9e-4,97269,96,97221,5135500,52.8,M,1990
29,0.00102,97173,99,97124,5038279,51.85,M,1990
30,0.00105,97074,102,97023,4941155,50.9,M,1990
31,0.00109,96972,106,96919,4844132,49.95,M,1990
32,0.00115,96866,111,96810,4747213,49.01,M,1990
33,0.00122,96755,118,96696,4650403,48.06,M,1990
34,0.00131,96637,126,96574,4553708,47.12,M,1990
35,0.0014,96511,135,96443,4457134,46.18,M,1990
36,0.00151,96375,145,96303,4360691,45.25,M,1990
37,0.00162,96230,156,96152,4264389,44.31,M,1990
38,0.00175,96074,168,95990,4168237,43.39,M,1990
39,0.00189,95905,181,95815,4072247,42.46,M,1990
40,0.00204,95724,195,95626,3976432,41.54,M,1990
41,0.00219,95529,209,95424,3880806,40.62,M,1990
42,0.00234,95320,223,95208,3785381,39.71,M,1990
43,0.00251,95096,238,94977,3690173,38.8,M,1990
44,0.00267,94858,254,94731,3595196,37.9,M,1990
45,0.00286,94605,270,94469,3500465,37,M,1990
46,0.00305,94334,288,94190,3405995,36.11,M,1990
47,0.00321,94047,302,93896,3311805,35.21,M,1990
48,0.00333,93745,313,93588,3217910,34.33,M,1990
49,0.00344,93432,322,93271,3124321,33.44,M,1990
50,0.00356,93110,332,92945,3031050,32.55,M,1990
51,0.00373,92779,346,92606,2938106,31.67,M,1990
52,0.00394,92433,364,92251,2845500,30.78,M,1990
53,0.00422,92069,388,91875,2753249,29.9,M,1990
54,0.00455,91681,417,91472,2661374,29.03,M,1990
55,0.00494,91264,451,91038,2569901,28.16,M,1990
56,0.00538,90812,489,90568,2478863,27.3,M,1990
57,0.00585,90324,528,90060,2388295,26.44,M,1990
58,0.00634,89796,569,89511,2298236,25.59,M,1990
59,0.00687,89227,613,88920,2208724,24.75,M,1990
60,0.00746,88614,661,88283,2119804,23.92,M,1990
61,0.00813,87953,715,87595,2031521,23.1,M,1990
62,0.00893,87237,779,86848,1943926,22.28,M,1990
63,0.00986,86459,852,86033,1857078,21.48,M,1990
64,0.01092,85606,934,85139,1771046,20.69,M,1990
65,0.01209,84672,1024,84160,1685906,19.91,M,1990
66,0.01335,83648,1117,83090,1601746,19.15,M,1990
67,0.01465,82531,1209,81927,1518657,18.4,M,1990
68,0.01597,81322,1298,80673,1436730,17.67,M,1990
69,0.01733,80024,1387,79331,1356057,16.95,M,1990
70,0.01888,78637,1485,77895,1276726,16.24,M,1990
71,0.0206,77152,1589,76358,1198832,15.54,M,1990
72,0.02233,75563,1688,74720,1122474,14.85,M,1990
73,0.02407,73876,1778,72987,1047754,14.18,M,1990
74,0.0259,72098,1867,71164,974767,13.52,M,1990
75,0.02812,70231,1975,69243,903603,12.87,M,1990
76,0.03073,68256,2097,67207,834359,12.22,M,1990
77,0.03347,66159,2214,65052,767152,11.6,M,1990
78,0.03629,63945,2320,62784,702101,10.98,M,1990
79,0.0394,61624,2428,60410,639316,10.37,M,1990
80,0.04286,59196,2537,57928,578906,9.78,M,1990
81,0.04711,56659,2669,55325,520979,9.19,M,1990
82,0.05267,53990,2844,52568,465654,8.62,M,1990
83,0.05985,51146,3061,49616,413085,8.08,M,1990
84,0.06835,48085,3287,46442,363469,7.56,M,1990
85,0.07772,44799,3482,43058,317027,7.08,M,1990
86,0.08756,41317,3618,39508,273970,6.63,M,1990
87,0.09764,37699,3681,35859,234462,6.22,M,1990
88,0.1079,34018,3670,32183,198603,5.84,M,1990
89,0.11844,30348,3594,28550,166420,5.48,M,1990
90,0.1294,26753,3462,25022,137870,5.15,M,1990
91,0.14098,23291,3284,21650,112848,4.85,M,1990
92,0.15332,20008,3068,18474,91198,4.56,M,1990
93,0.16659,16940,2822,15529,72724,4.29,M,1990
94,0.18091,14118,2554,12841,57195,4.05,M,1990
95,0.19499,11564,2255,10437,44353,3.84,M,1990
96,0.20858,9309,1942,8338,33917,3.64,M,1990
97,0.2214,7368,1631,6552,25578,3.47,M,1990
98,0.23318,5736,1338,5068,19027,3.32,M,1990
99,0.24367,4399,1072,3863,13959,3.17,M,1990
100,0.25463,3327,847,2903,10096,3.03,M,1990
101,0.2661,2480,660,2150,7193,2.9,M,1990
102,0.27808,1820,506,1567,5043,2.77,M,1990
103,0.29061,1314,382,1123,3476,2.65,M,1990
104,0.30371,932,283,790,2353,2.52,M,1990
105,0.3174,649,206,546,1563,2.41,M,1990
106,0.33173,443,147,369,1017,2.3,M,1990
107,0.3467,296,103,245,647,2.19,M,1990
108,0.36235,193,70,158,403,2.08,M,1990
109,0.37872,123,47,100,244,1.98,M,1990
110,0.39583,77,30,61,144,1.88,M,1990
111,0.41373,46,19,37,83,1.79,M,1990
112,0.43244,27,12,21,46,1.7,M,1990
113,0.45201,15,7,12,25,1.61,M,1990
114,0.47247,8,4,6,13,1.53,M,1990
115,0.49386,4,2,3,6,1.44,M,1990
116,0.51625,2,1,2,3,1.37,M,1990
117,0.53965,1,1,1,1,1.29,M,1990
118,0.56411,1,0,0,1,1.22,M,1990
119,0.58969,0,0,0,0,1.15,M,1990
0,0.00815,100000,815,99298,8330278,83.3,F,1990
1,6.7e-4,99185,66,99152,8230980,82.99,F,1990
2,4e-4,99119,39,99099,8131828,82.04,F,1990
3,2.7e-4,99079,27,99066,8032729,81.07,F,1990
4,2.5e-4,99053,25,99040,7933663,80.1,F,1990
5,2e-4,99028,19,99018,7834622,79.12,F,1990
6,1.7e-4,99008,17,99000,7735604,78.13,F,1990
7,1.6e-4,98991,16,98983,7636604,77.14,F,1990
8,1.4e-4,98975,14,98968,7537621,76.16,F,1990
9,1.3e-4,98961,13,98955,7438652,75.17,F,1990
10,1.2e-4,98949,11,98943,7339697,74.18,F,1990
11,1.1e-4,98937,11,98932,7240754,73.19,F,1990
12,1.4e-4,98926,13,98919,7141823,72.19,F,1990
13,1.7e-4,98913,17,98904,7042903,71.2,F,1990
14,2.3e-4,98895,23,98884,6943999,70.22,F,1990
15,2.9e-4,98873,29,98858,6845115,69.23,F,1990
16,3.5e-4,98844,34,98827,6746257,68.25,F,1990
17,3.9e-4,98809,38,98790,6647431,67.28,F,1990
18,4.1e-4,98771,40,98751,6548641,66.3,F,1990
19,4.1e-4,98731,40,98711,6449890,65.33,F,1990
20,4.1e-4,98691,40,98671,6351179,64.35,F,1990
21,4.1e-4,98651,40,98631,6252508,63.38,F,1990
22,4.1e-4,98611,40,98591,6153877,62.41,F,1990
23,4.1e-4,98570,41,98550,6055286,61.43,F,1990
24,4.2e-4,98529,41,98509,5956736,60.46,F,1990
25,4.3e-4,98488,42,98467,5858228,59.48,F,1990
26,4.4e-4,98446,44,98424,5759761,58.51,F,1990
27,4.6e-4,98402,45,98380,5661337,57.53,F,1990
28,4.8e-4,98357,48,98333,5562957,56.56,F,1990
29,5.2e-4,98309,51,98284,5464624,55.59,F,1990
30,5.5e-4,98259,54,98232,5366340,54.61,F,1990
31,5.9e-4,98205,58,98175,5268109,53.64,F,1990
32,6.4e-4,98146,63,98115,5169933,52.68,F,1990
33,7e-4,98083,69,98049,5071818,51.71,F,1990
34,7.7e-4,98014,76,97977,4973769,50.75,F,1990
35,8.5e-4,97939,83,97897,4875793,49.78,F,1990
36,9.2e-4,97856,90,97811,4777896,48.83,F,1990
37,0.001,97765,98,97717,4680085,47.87,F,1990
38,0.00108,97668,106,97615,4582369,46.92,F,1990
39,0.00116,97562,114,97505,4484754,45.97,F,1990
40,0.00125,97448,122,97387,4387249,45.02,F,1990
41,0.00135,97326,131,97261,4289861,44.08,F,1990
42,0.00143,97195,139,97126,4192600,43.14,F,1990
43,0.0015,97056,146,96984,4095474,42.2,F,1990
44,0.00157,96911,152,96835,3998491,41.26,F,1990
45,0.00165,96759,159,96679,3901656,40.32,F,1990
46,0.00174,96599,168,96515,3804977,39.39,F,1990
47,0.00184,96431,177,96342,3708462,38.46,F,1990
48,0.00194,96254,187,96160,3612120,37.53,F,1990
49,0.00206,96066,198,95967,3515960,36.6,F,1990
50,0.0022,95868,211,95763,3419992,35.67,F,1990
51,0.00236,95658,225,95545,3324229,34.75,F,1990
52,0.00255,95432,243,95311,3228684,33.83,F,1990
53,0.00278,95189,265,95056,3133374,32.92,F,1990
54,0.00306,94924,290,94779,3038317,32.01,F,1990
55,0.00337,94634,319,94475,2943538,31.1,F,1990
56,0.00371,94315,350,94140,2849064,30.21,F,1990
57,0.00407,93966,383,93774,2754923,29.32,F,1990
58,0.00445,93583,416,93375,2661149,28.44,F,1990
59,0.00485,93167,452,92941,2567774,27.56,F,1990
60,0.00529,92715,490,92470,2474833,26.69,F,1990
61,0.00579,92225,534,91958,2382363,25.83,F,1990
62,0.00636,91692,583,91400,2290404,24.98,F,1990
63,0.00704,91108,641,90788,2199004,24.14,F,1990
64,0.00779,90467,705,90115,2108217,23.3,F,1990
65,0.00864,89762,776,89374,2018102,22.48,F,1990
66,0.00954,88987,849,88562,1928728,21.67,F,1990
67,0.01047,88137,923,87676,1840166,20.88,F,1990
68,0.01141,87214,995,86717,1752490,20.09,F,1990
69,0.01239,86219,1068,85685,1665773,19.32,F,1990
70,0.01349,85151,1148,84577,1580088,18.56,F,1990
71,0.01471,84003,1236,83385,1495511,17.8,F,1990
72,0.01597,82767,1322,82106,1412126,17.06,F,1990
73,0.01725,81446,1405,80743,1330019,16.33,F,1990
74,0.0186,80041,1489,79297,1249276,15.61,F,1990
75,0.02028,78552,1593,77756,1169979,14.89,F,1990
76,0.02223,76959,1711,76104,1092223,14.19,F,1990
77,0.02421,75249,1822,74338,1016119,13.5,F,1990
78,0.02615,73427,1920,72467,941781,12.83,F,1990
79,0.02826,71507,2021,70497,869314,12.16,F,1990
80,0.03068,69486,2132,68420,798818,11.5,F,1990
81,0.03377,67355,2274,66217,730397,10.84,F,1990
82,0.03783,65080,2462,63849,664180,10.21,F,1990
83,0.04308,62619,2698,61270,600330,9.59,F,1990
84,0.04939,59921,2960,58441,539061,9,F,1990
85,0.05649,56961,3218,55352,480620,8.44,F,1990
86,0.06415,53743,3448,52019,425268,7.91,F,1990
87,0.07225,50295,3634,48479,373248,7.42,F,1990
88,0.08075,46662,3768,44778,324770,6.96,F,1990
89,0.08974,42894,3849,40969,279992,6.53,F,1990
90,0.09933,39044,3878,37105,239023,6.12,F,1990
91,0.10965,35166,3856,33238,201918,5.74,F,1990
92,0.12081,31310,3783,29419,168679,5.39,F,1990
93,0.13293,27527,3659,25698,139261,5.06,F,1990
94,0.14611,23868,3487,22124,113563,4.76,F,1990
95,0.1593,20381,3247,18758,91438,4.49,F,1990
96,0.17227,17134,2952,15658,72681,4.24,F,1990
97,0.18478,14183,2621,12872,57023,4.02,F,1990
98,0.19656,11562,2273,10426,44150,3.82,F,1990
99,0.20734,9289,1926,8326,33725,3.63,F,1990
100,0.21871,7363,1610,6558,25398,3.45,F,1990
101,0.23072,5753,1327,5089,18840,3.27,F,1990
102,0.24339,4426,1077,3887,13751,3.11,F,1990
103,0.25676,3348,860,2919,9864,2.95,F,1990
104,0.27087,2489,674,2152,6946,2.79,F,1990
105,0.28577,1815,519,1555,4794,2.64,F,1990
106,0.30148,1296,391,1101,3239,2.5,F,1990
107,0.31807,905,288,761,2138,2.36,F,1990
108,0.33557,617,207,514,1377,2.23,F,1990
109,0.35406,410,145,338,863,2.1,F,1990
110,0.37355,265,99,215,525,1.98,F,1990
111,0.39414,166,65,133,310,1.87,F,1990
112,0.41587,101,42,80,177,1.76,F,1990
113,0.43881,59,26,46,97,1.65,F,1990
114,0.46301,33,15,25,51,1.55,F,1990
115,0.48858,18,9,13,26,1.46,F,1990
116,0.51555,9,5,7,12,1.37,F,1990
117,0.53965,4,2,3,6,1.29,F,1990
118,0.56411,2,1,1,2,1.22,F,1990
119,0.58969,1,1,1,1,1.15,F,1990
0,0.00759,100000,759,99335,8001348,80.01,M,2000
1,5.5e-4,99241,54,99214,7902012,79.62,M,2000
2,3.4e-4,99187,34,99170,7802798,78.67,M,2000
3,2.7e-4,99153,27,99140,7703628,77.69,M,2000
4,2.1e-4,99126,20,99116,7604488,76.72,M,2000
5,1.8e-4,99106,18,99097,7505372,75.73,M,2000
6,1.6e-4,99089,16,99081,7406274,74.74,M,2000
7,1.5e-4,99073,15,99065,7307194,73.76,M,2000
8,1.3e-4,99058,13,99052,7208128,72.77,M,2000
9,1.1e-4,99045,10,99040,7109077,71.78,M,2000
10,9e-5,99035,9,99030,7010037,70.78,M,2000
11,9e-5,99026,9,99021,6911006,69.79,M,2000
12,1.4e-4,99017,14,99010,6811985,68.8,M,2000
13,2.4e-4,99003,24,98991,6712975,67.81,M,2000
14,3.8e-4,98978,38,98959,6613985,66.82,M,2000
15,5.3e-4,98940,53,98914,6515025,65.85,M,2000
16,6.7e-4,98888,66,98855,6416111,64.88,M,2000
17,7.9e-4,98821,78,98782,6317257,63.93,M,2000
18,8.9e-4,98743,88,98699,6218475,62.98,M,2000
19,9.6e-4,98655,95,98607,6119776,62.03,M,2000
20,0.00104,98560,102,98509,6021168,61.09,M,2000
21,0.0011,98458,109,98403,5922659,60.15,M,2000
22,0.00113,98349,111,98293,5824256,59.22,M,2000
23,0.00111,98238,109,98183,5725962,58.29,M,2000
24,0.00106,98128,104,98076,5627779,57.35,M,2000
25,9.9e-4,98025,97,97976,5529703,56.41,M,2000
26,9.4e-4,97927,92,97881,5431727,55.47,M,2000
27,9.1e-4,97835,89,97791,5333846,54.52,M,2000
28,9.1e-4,97747,89,97702,5236055,53.57,M,2000
29,0.00093000000000000005,97658,91,97613,5138352,52.62,M,2000
30,9.7e-4,97567,94,97520,5040740,51.66,M,2000
31,0.001,97473,98,97424,4943220,50.71,M,2000
32,0.00105,97375,102,97324,4845795,49.76,M,2000
33,0.00112,97273,109,97219,4748471,48.82,M,2000
34,0.00119,97164,116,97106,4651252,47.87,M,2000
35,0.00128,97048,124,96986,4554145,46.93,M,2000
36,0.00138,96924,134,96857,4457159,45.99,M,2000
37,0.00149,96790,144,96719,4360301,45.05,M,2000
38,0.0016,96647,155,96569,4263583,44.12,M,2000
39,0.00173,96492,167,96409,4167013,43.19,M,2000
40,0.0018600000000000001,96325,179,96236,4070605,42.26,M,2000
41,0.002,96146,192,96050,3974369,41.34,M,2000
42,0.00214,95954,205,95852,3878319,40.42,M,2000
43,0.00229,95749,219,95640,3782467,39.5,M,2000
44,0.00244,95530,233,95414,3686827,38.59,M,2000
45,0.00261,95297,248,95173,3591413,37.69,M,2000
46,0.00278,95049,264,94917,3496240,36.78,M,2000
47,0.00293,94785,277,94646,3401323,35.88,M,2000
48,0.00304,94508,288,94364,3306677,34.99,M,2000
49,0.00314,94220,296,94072,3212313,34.09,M,2000
50,0.00326,93924,306,93771,3118241,33.2,M,2000
51,0.00341,93618,319,93459,3024470,32.31,M,2000
52,0.00361,93299,337,93131,2931012,31.42,M,2000
53,0.00386,92962,359,92783,2837881,30.53,M,2000
54,0.00418,92603,387,92410,2745098,29.64,M,2000
55,0.00454,92216,419,92007,2652688,28.77,M,2000
56,0.00495,91797,454,91570,2560681,27.89,M,2000
57,0.00538,91343,492,91097,2469111,27.03,M,2000
58,0.00584,90851,530,90586,2378014,26.17,M,2000
59,0.00633,90321,572,90035,2287428,25.33,M,2000
60,0.00687,89750,616,89441,2197392,24.48,M,2000
61,0.00749,89133,668,88799,2107951,23.65,M,2000
62,0.00824,88465,729,88101,2019152,22.82,M,2000
63,0.00912,87736,800,87336,1931051,22.01,M,2000
64,0.01014,86936,881,86495,1843715,21.21,M,2000
65,0.01126,86055,969,85570,1757220,20.42,M,2000
66,0.01246,85085,1061,84555,1671650,19.65,M,2000
67,0.0137,84025,1151,83449,1587095,18.89,M,2000
68,0.01494,82874,1238,82255,1503646,18.14,M,2000
69,0.01622,81636,1324,80974,1421391,17.41,M,2000
70,0.01768,80312,1420,79602,1340417,16.69,M,2000
71,0.01929,78892,1521,78132,1260815,15.98,M,2000
72,0.02092,77371,1618,76562,1182683,15.29,M,2000
73,0.02255,75752,1708,74898,1106122,14.6,M,2000
74,0.02426,74044,1797,73146,1031223,13.93,M,2000
75,0.02636,72248,1905,71295,958077,13.26,M,2000
76,0.02883,70343,2028,69329,886782,12.61,M,2000
77,0.0314,68315,2145,67243,817452,11.97,M,2000
78,0.03402,66170,2251,65045,750210,11.34,M,2000
79,0.03691,63919,2359,62740,685165,10.72,M,2000
80,0.04011,61560,2469,60326,622425,10.11,M,2000
81,0.04409,59091,2605,57788,562099,9.51,M,2000
82,0.04939,56485,2790,55091,504311,8.93,M,2000
83,0.05629,53696,3022,52185,449220,8.37,M,2000
84,0.0645,50673,3269,49039,397036,7.84,M,2000
85,0.07355,47405,3487,45661,347997,7.34,M,2000
86,0.08304,43918,3647,42095,302335,6.88,M,2000
87,0.09271,40271,3734,38404,260241,6.46,M,2000
88,0.10253,36538,3746,34665,221836,6.07,M,2000
89,0.11258,32792,3692,30946,187172,5.71,M,2000
90,0.12304,29100,3580,27309,156226,5.37,M,2000
91,0.13408,25519,3421,23809,128917,5.05,M,2000
92,0.14586,22098,3223,20486,105108,4.76,M,2000
93,0.15856,18875,2993,17378,84622,4.48,M,2000
94,0.1723,15882,2736,14514,67244,4.23,M,2000
95,0.18581,13145,2443,11924,52730,4.01,M,2000
96,0.19885,10703,2128,9639,40806,3.81,M,2000
97,0.21115,8575,1811,7669,31168,3.63,M,2000
98,0.22245,6764,1505,6012,23498,3.47,M,2000
99,0.2325,5259,1223,4648,17487,3.32,M,2000
100,0.243,4037,981,3546,12839,3.18,M,2000
101,0.25399,3056,776,2668,9292,3.04,M,2000
102,0.26548,2280,605,1977,6625,2.91,M,2000
103,0.2775,1674,465,1442,4648,2.78,M,2000
104,0.29006,1210,351,1034,3206,2.65,M,2000
105,0.30319,859,260,729,2172,2.53,M,2000
106,0.31693,598,190,504,1443,2.41,M,2000
107,0.3313,409,135,341,939,2.3,M,2000
108,0.34631,273,95,226,598,2.19,M,2000
109,0.36202,179,65,146,372,2.08,M,2000
110,0.37845,114,43,92,226,1.98,M,2000
111,0.39563,71,28,57,133,1.88,M,2000
112,0.41361,43,18,34,77,1.79,M,2000
113,0.43238,25,11,20,43,1.7,M,2000
114,0.45204,14,6,11,23,1.61,M,2000
115,0.4726,8,4,6,12,1.53,M,2000
116,0.49409,4,2,3,6,1.44,M,2000
117,0.51656,2,1,2,3,1.37,M,2000
118,0.54008,1,1,1,1,1.29,M,2000
119,0.56469,0,0,0,1,1.22,M,2000
0,0.00623,100000,623,99454,8418912,84.19,F,2000
