Year,Sex,Name,Count
1990,Female,Alicia,51
1991,Female,Alicia,60
1992,Female,Alicia,41
1993,Female,Alicia,47
1994,Female,Alicia,33
1995,Female,Alicia,37
1996,Female,Alicia,42
1997,Female,Alicia,46
1998,Female,Alicia,42
1999,Female,Alicia,47
2000,Female,Alicia,36
2001,Female,Alicia,22
2002,Female,Alicia,25
2003,Female,Alicia,33
2004,Female,Alicia,38
2005,Female,Alicia,31
2006,Female,Alicia,33
2007,Female,Alicia,29
2008,Female,Alicia,27
2009,Female,Alicia,25
2010,Female,Alicia,29
2011,Female,Alicia,24
2012,Female,Alicia,18
2013,Female,Alicia,19
2014,Female,Alicia,14
2015,Female,Alicia,22
2016,Female,Alicia,12
2017,Female,Alicia,13
1986,Female,Aliesha,12
1990,Female,Aliesha,12
1991,Female,Aliesha,11
1992,Female,Aliesha,11
2007,Female,Alina,11
2010,Female,Alina,13
2012,Female,Alina,10
2014,Female,Alina,13
2015,Female,Alina,11
2017,Female,Alina,13
1980,Female,Alisa,14
1983,Female,Alisa,10
1985,Female,Alisa,13
1977,Female,Alisha,14
1978,Female,Alisha,18
1979,Female,Alisha,12
1980,Female,Alisha,12
1981,Female,Alisha,22
1982,Female,Alisha,23
1983,Female,Alisha,18
1984,Female,Alisha,40
1985,Female,Alisha,37
1986,Female,Alisha,34
1987,Female,Alisha,37
1988,Female,Alisha,48
1989,Female,Alisha,42
1990,Female,Alisha,33
1991,Female,Alisha,34
1992,Female,Alisha,37
1993,Female,Alisha,38
1994,Female,Alisha,31
1995,Female,Alisha,37
1996,Female,Alisha,33
1997,Female,Alisha,24
1998,Female,Alisha,19
1999,Female,Alisha,26
2000,Female,Alisha,23
2001,Female,Alisha,25
2002,Female,Alisha,38
2003,Female,Alisha,27
2004,Female,Alisha,38
2005,Female,Alisha,24
2006,Female,Alisha,26
2007,Female,Alisha,27
2008,Female,Alisha,23
2009,Female,Alisha,16
2010,Female,Alisha,16
2011,Female,Alisha,13
2012,Female,Alisha,18
2013,Female,Alisha,13
2014,Female,Alisha,16
2015,Female,Alisha,18
2016,Female,Alisha,10
2017,Female,Alisha,19
1907,Female,Alison,11
1909,Female,Alison,10
1910,Female,Alison,15
1911,Female,Alison,17
1912,Female,Alison,18
1913,Female,Alison,16
1914,Female,Alison,14
1915,Female,Alison,22
1916,Female,Alison,17
1917,Female,Alison,18
1918,Female,Alison,23
1919,Female,Alison,16
1920,Female,Alison,34
1921,Female,Alison,19
1922,Female,Alison,37
1923,Female,Alison,34
1924,Female,Alison,33
1925,Female,Alison,33
1926,Female,Alison,42
1927,Female,Alison,42
1928,Female,Alison,49
1929,Female,Alison,68
1930,Female,Alison,51
1931,Female,Alison,54
1932,Female,Alison,46
1933,Female,Alison,62
1934,Female,Alison,75
1935,Female,Alison,72
1936,Female,Alison,78
1937,Female,Alison,62
1938,Female,Alison,94
1939,Female,Alison,90
1940,Female,Alison,98
1941,Female,Alison,157
1942,Female,Alison,123
1943,Female,Alison,113
1944,Female,Alison,137
1945,Female,Alison,126
1946,Female,Alison,143
1947,Female,Alison,177
1948,Female,Alison,162
1949,Female,Alison,155
1950,Female,Alison,160
1951,Female,Alison,184
1952,Female,Alison,187
1953,Female,Alison,186
1954,Female,Alison,186
1955,Female,Alison,190
1956,Female,Alison,192
1957,Female,Alison,177
1958,Female,Alison,171
1959,Female,Alison,179
1960,Female,Alison,182
1961,Female,Alison,163
1962,Female,Alison,157
1963,Female,Alison,147
1964,Female,Alison,150
1965,Female,Alison,144
1966,Female,Alison,204
1967,Female,Alison,174
1968,Female,Alison,142
1969,Female,Alison,121
1970,Female,Alison,102
1971,Female,Alison,96
1972,Female,Alison,91
1973,Female,Alison,76
1974,Female,Alison,68
1975,Female,Alison,58
1976,Female,Alison,66
1977,Female,Alison,69
1978,Female,Alison,65
1979,Female,Alison,72
1980,Female,Alison,43
1981,Female,Alison,39
1982,Female,Alison,42
1983,Female,Alison,34
1984,Female,Alison,26
1985,Female,Alison,23
1986,Female,Alison,31
1987,Female,Alison,28
1988,Female,Alison,25
1989,Female,Alison,25
1990,Female,Alison,23
1991,Female,Alison,18
1992,Female,Alison,12
1993,Female,Alison,16
1994,Female,Alison,18
1995,Female,Alison,20
1996,Female,Alison,13
1997,Female,Alison,10
2001,Female,Alison,10
2003,Female,Alison,12
2009,Female,Alison,10
1983,Female,Alissa,11
1984,Female,Alissa,10
2005,Female,Aliya,10
2001,Female,Aliyah,16
2002,Female,Aliyah,16
2003,Female,Aliyah,10
2004,Female,Aliyah,11
2005,Female,Aliyah,15
2006,Female,Aliyah,19
2007,Female,Aliyah,15
2008,Female,Aliyah,16
2009,Female,Aliyah,17
2010,Female,Aliyah,17
2011,Female,Aliyah,17
2012,Female,Aliyah,14
2013,Female,Aliyah,15
2014,Female,Aliyah,21
2015,Female,Aliyah,14
2016,Female,Aliyah,22
2017,Female,Aliyah,12
2008,Female,Alizae,10
1985,Female,Allanah,12
1990,Female,Allanah,12
1991,Female,Allanah,17
1992,Female,Allanah,17
2008,Female,Allie,11
2012,Female,Allie,11
1929,Female,Allison,11
1930,Female,Allison,10
1931,Female,Allison,13
1932,Female,Allison,12
1936,Female,Allison,12
1938,Female,Allison,12
1939,Female,Allison,10
1940,Female,Allison,12
1941,Female,Allison,13
1942,Female,Allison,17
1943,Female,Allison,21
1944,Female,Allison,17
1945,Female,Allison,13
1946,Female,Allison,27
1947,Female,Allison,32
1948,Female,Allison,30
1949,Female,Allison,24
1950,Female,Allison,31
1951,Female,Allison,16
1952,Female,Allison,22
1953,Female,Allison,25
1954,Female,Allison,27
1955,Female,Allison,21
1956,Female,Allison,28
1957,Female,Allison,23
1958,Female,Allison,27
1959,Female,Allison,23
1960,Female,Allison,39
1961,Female,Allison,34
1962,Female,Allison,27
1963,Female,Allison,18
1964,Female,Allison,16
1965,Female,Allison,22
1966,Female,Allison,44
1967,Female,Allison,39
1968,Female,Allison,38
1969,Female,Allison,33
1970,Female,Allison,24
1971,Female,Allison,22
1972,Female,Allison,23
1973,Female,Allison,21
1974,Female,Allison,11
1975,Female,Allison,11
1976,Female,Allison,18
1977,Female,Allison,15
1978,Female,Allison,14
1979,Female,Allison,13
1980,Female,Allison,15
1982,Female,Allison,11
1985,Female,Allison,12
1999,Female,Ally,10
2002,Female,Ally,11
2004,Female,Ally,10
1900,Female,Alma,31
1901,Female,Alma,44
1902,Female,Alma,39
1903,Female,Alma,44
1904,Female,Alma,53
1905,Female,Alma,57
1906,Female,Alma,68
1907,Female,Alma,56
1908,Female,Alma,62
1909,Female,Alma,62
1910,Female,Alma,57
1911,Female,Alma,62
1912,Female,Alma,77
1913,Female,Alma,72
1914,Female,Alma,64
1915,Female,Alma,55
1916,Female,Alma,61
1917,Female,Alma,71
1918,Female,Alma,55
1919,Female,Alma,60
1920,Female,Alma,66
1921,Female,Alma,51
1922,Female,Alma,63
1923,Female,Alma,52
1924,Female,Alma,54
1925,Female,Alma,54
1926,Female,Alma,48
1927,Female,Alma,35
1928,Female,Alma,28
1929,Female,Alma,38
1930,Female,Alma,36
1931,Female,Alma,38
1932,Female,Alma,25
1933,Female,Alma,24
1934,Female,Alma,23
1935,Female,Alma,19
1936,Female,Alma,19
1937,Female,Alma,10
1938,Female,Alma,16
1939,Female,Alma,19
1940,Female,Alma,15
1941,Female,Alma,20
1945,Female,Alma,20
1946,Female,Alma,14
1947,Female,Alma,13
1948,Female,Alma,12
1950,Female,Alma,11
1951,Female,Alma,14
1955,Female,Alma,11
1924,Female,Althea,11
1991,Female,Alyce,11
1987,Female,Alyse,10
1989,Female,Alyse,11
1986,Female,Alysha,12
1987,Female,Alysha,13
1988,Female,Alysha,29
1989,Female,Alysha,32
1990,Female,Alysha,29
1991,Female,Alysha,35
1992,Female,Alysha,32
1993,Female,Alysha,28
1994,Female,Alysha,17
1995,Female,Alysha,14
1996,Female,Alysha,16
1997,Female,Alysha,21
1998,Female,Alysha,18
1999,Female,Alysha,13
2000,Female,Alysha,13
2001,Female,Alysha,15
2002,Female,Alysha,13
2003,Female,Alysha,10
2004,Female,Alysha,13
2005,Female,Alysha,18
2006,Female,Alysha,10
2008,Female,Alysha,18
2012,Female,Alysha,16
1950,Female,Alyson,12
1985,Female,Alyssa,11
1986,Female,Alyssa,11
1987,Female,Alyssa,13
1988,Female,Alyssa,27
1989,Female,Alyssa,36
1990,Female,Alyssa,41
1991,Female,Alyssa,32
1992,Female,Alyssa,25
1993,Female,Alyssa,22
1994,Female,Alyssa,13
1995,Female,Alyssa,24
1996,Female,Alyssa,20
1997,Female,Alyssa,23
1998,Female,Alyssa,27
1999,Female,Alyssa,66
2000,Female,Alyssa,53
2001,Female,Alyssa,76
2002,Female,Alyssa,77
2003,Female,Alyssa,94
2004,Female,Alyssa,73
2005,Female,Alyssa,66
2006,Female,Alyssa,79
2007,Female,Alyssa,79
2008,Female,Alyssa,74
2009,Female,Alyssa,65
2010,Female,Alyssa,60
2011,Female,Alyssa,69
2012,Female,Alyssa,60
2013,Female,Alyssa,53
2014,Female,Alyssa,39
2015,Female,Alyssa,40
2016,Female,Alyssa,39
2017,Female,Alyssa,33
2010,Female,Amaia,10
2011,Female,Amaia,16
2012,Female,Amaia,12
2013,Female,Amaia,15
2014,Female,Amaia,13
2015,Female,Amaia,30
2016,Female,Amaia,21
2017,Female,Amaia,45
2015,Female,Amalia,11
1954,Female,Amanda,17
1955,Female,Amanda,19
1956,Female,Amanda,27
1957,Female,Amanda,41
1958,Female,Amanda,57
1959,Female,Amanda,49
1960,Female,Amanda,52
1961,Female,Amanda,82
1962,Female,Amanda,82
1963,Female,Amanda,138
1964,Female,Amanda,121
1965,Female,Amanda,141
1966,Female,Amanda,159
1967,Female,Amanda,180
1968,Female,Amanda,177
1969,Female,Amanda,226
1970,Female,Amanda,238
1971,Female,Amanda,334
1972,Female,Amanda,291
1973,Female,Amanda,275
1974,Female,Amanda,298
1975,Female,Amanda,277
1976,Female,Amanda,304
1977,Female,Amanda,316
1978,Female,Amanda,242
1979,Female,Amanda,265
1980,Female,Amanda,275
1981,Female,Amanda,214
1982,Female,Amanda,217
1983,Female,Amanda,188
1984,Female,Amanda,230
1985,Female,Amanda,315
1986,Female,Amanda,353
1987,Female,Amanda,340
1988,Female,Amanda,302
1989,Female,Amanda,261
1990,Female,Amanda,182
1991,Female,Amanda,146
1992,Female,Amanda,110
1993,Female,Amanda,116
1994,Female,Amanda,77
1995,Female,Amanda,66
1996,Female,Amanda,64
1997,Female,Amanda,62
1998,Female,Amanda,33
1999,Female,Amanda,36
2000,Female,Amanda,40
2001,Female,Amanda,35
2002,Female,Amanda,31
2003,Female,Amanda,35
2004,Female,Amanda,21
2005,Female,Amanda,20
2006,Female,Amanda,22
2007,Female,Amanda,28
2008,Female,Amanda,19
2009,Female,Amanda,17
2010,Female,Amanda,12
2011,Female,Amanda,12
2012,Female,Amanda,13
2013,Female,Amanda,14
2014,Female,Amanda,11
2015,Female,Amanda,18
2016,Female,Amanda,10
2016,Female,Amara,18
2017,Female,Amara,19
2017,Female,Amaya,13
1970,Female,Amber,10
1971,Female,Amber,16
1972,Female,Amber,12
1973,Female,Amber,23
1974,Female,Amber,24
1975,Female,Amber,52
1976,Female,Amber,39
1977,Female,Amber,48
1978,Female,Amber,91
1979,Female,Amber,99
1980,Female,Amber,115
1981,Female,Amber,104
1982,Female,Amber,108
1983,Female,Amber,115
1984,Female,Amber,98
1985,Female,Amber,84
1986,Female,Amber,78
1987,Female,Amber,70
1988,Female,Amber,95
1989,Female,Amber,95
1990,Female,Amber,103
1991,Female,Amber,147
1992,Female,Amber,116
1993,Female,Amber,92
1994,Female,Amber,104
1995,Female,Amber,123
1996,Female,Amber,85
1997,Female,Amber,95
1998,Female,Amber,78
1999,Female,Amber,81
2000,Female,Amber,85
2001,Female,Amber,109
2002,Female,Amber,76
2003,Female,Amber,87
2004,Female,Amber,106
2005,Female,Amber,110
2006,Female,Amber,102
2007,Female,Amber,117
2008,Female,Amber,81
2009,Female,Amber,92
2010,Female,Amber,89
2011,Female,Amber,80
2012,Female,Amber,60
2013,Female,Amber,48
2014,Female,Amber,61
2015,Female,Amber,49
2016,Female,Amber,68
2017,Female,Amber,44
1900,Female,Amelia,25
1901,Female,Amelia,26
1902,Female,Amelia,25
1903,Female,Amelia,24
1904,Female,Amelia,25
1905,Female,Amelia,19
1906,Female,Amelia,36
1907,Female,Amelia,37
1908,Female,Amelia,36
1909,Female,Amelia,28
1910,Female,Amelia,24
1911,Female,Amelia,21
1912,Female,Amelia,22
1913,Female,Amelia,21
1914,Female,Amelia,18
1915,Female,Amelia,14
1916,Female,Amelia,25
1917,Female,Amelia,14
1918,Female,Amelia,17
1919,Female,Amelia,15
1921,Female,Amelia,13
1926,Female,Amelia,12
1962,Female,Amelia,11
1963,Female,Amelia,12
1970,Female,Amelia,13
1971,Female,Amelia,13
1972,Female,Amelia,13
1973,Female,Amelia,16
1974,Female,Amelia,18
1975,Female,Amelia,18
1976,Female,Amelia,17
1977,Female,Amelia,28
1978,Female,Amelia,25
1979,Female,Amelia,28
1980,Female,Amelia,30
1981,Female,Amelia,38
1982,Female,Amelia,40
1983,Female,Amelia,40
1984,Female,Amelia,31
1985,Female,Amelia,46
1986,Female,Amelia,49
1987,Female,Amelia,60
1988,Female,Amelia,56
1989,Female,Amelia,56
1990,Female,Amelia,60
1991,Female,Amelia,52
1992,Female,Amelia,72
1993,Female,Amelia,83
1994,Female,Amelia,76
1995,Female,Amelia,65
1996,Female,Amelia,57
1997,Female,Amelia,61
1998,Female,Amelia,61
1999,Female,Amelia,74
2000,Female,Amelia,86
2001,Female,Amelia,85
2002,Female,Amelia,103
2003,Female,Amelia,117
2004,Female,Amelia,139
2005,Female,Amelia,165
2006,Female,Amelia,166
2007,Female,Amelia,201
2008,Female,Amelia,196
2009,Female,Amelia,222
2010,Female,Amelia,218
2011,Female,Amelia,229
2012,Female,Amelia,228
2013,Female,Amelia,230
2014,Female,Amelia,217
2015,Female,Amelia,212
2016,Female,Amelia,210
2017,Female,Amelia,215
2003,Female,Amelie,13
2004,Female,Amelie,19
2005,Female,Amelie,21
2006,Female,Amelie,25
2007,Female,Amelie,34
2008,Female,Amelie,25
2009,Female,Amelie,16
2010,Female,Amelie,24
2011,Female,Amelie,19
2012,Female,Amelie,12
2013,Female,Amelie,21
2014,Female,Amelie,19
2015,Female,Amelie,23
2016,Female,Amelie,18
2017,Female,Amelie,16
2006,Female,Amélie,17
2008,Female,Amélie,12
2009,Female,Amélie,14
2011,Female,Amélie,11
2012,Female,Amélie,11
2016,Female,Amélie,12
1977,Female,Amie,13
1978,Female,Amie,18
1979,Female,Amie,20
1980,Female,Amie,28
1981,Female,Amie,30
1982,Female,Amie,22
1983,Female,Amie,24
1984,Female,Amie,20
1986,Female,Amie,14
1987,Female,Amie,22
1988,Female,Amie,11
1990,Female,Amie,21
2003,Female,Amie,13
2004,Female,Amie,12
2005,Female,Amie,10
2016,Female,Amira,10
2017,Female,Amira,12
1979,Female,Amiria,11
1985,Female,Amiria,10
1988,Female,Amiria,14
1992,Female,Amiria,11
2013,Female,Amiria,14
1900,Female,Amy,37
1901,Female,Amy,45
1902,Female,Amy,47
1903,Female,Amy,51
1904,Female,Amy,46
1905,Female,Amy,47
1906,Female,Amy,49
1907,Female,Amy,53
1908,Female,Amy,64
1909,Female,Amy,63
1910,Female,Amy,38
1911,Female,Amy,46
1912,Female,Amy,44
1913,Female,Amy,41
1914,Female,Amy,45
1915,Female,Amy,48
1916,Female,Amy,26
1917,Female,Amy,34
1918,Female,Amy,31
1919,Female,Amy,32
1920,Female,Amy,30
1921,Female,Amy,23
1922,Female,Amy,19
1923,Female,Amy,19
1924,Female,Amy,21
1925,Female,Amy,23
1926,Female,Amy,14
1927,Female,Amy,11
1929,Female,Amy,12
1930,Female,Amy,10
1933,Female,Amy,12
1934,Female,Amy,11
1936,Female,Amy,10
1940,Female,Amy,10
1941,Female,Amy,12
1942,Female,Amy,10
1946,Female,Amy,11
1957,Female,Amy,10
1968,Female,Amy,14
1970,Female,Amy,14
1971,Female,Amy,16
1972,Female,Amy,20
1973,Female,Amy,35
1974,Female,Amy,52
1975,Female,Amy,81
1976,Female,Amy,119
1977,Female,Amy,157
1978,Female,Amy,206
1979,Female,Amy,290
1980,Female,Amy,324
1981,Female,Amy,284
1982,Female,Amy,302
1983,Female,Amy,318
1984,Female,Amy,325
1985,Female,Amy,297
1986,Female,Amy,269
1987,Female,Amy,301
1988,Female,Amy,268
1989,Female,Amy,237
1990,Female,Amy,275
1991,Female,Amy,265
1992,Female,Amy,213
1993,Female,Amy,229
1994,Female,Amy,203
1995,Female,Amy,162
1996,Female,Amy,165
1997,Female,Amy,153
1998,Female,Amy,135
1999,Female,Amy,129
2000,Female,Amy,164
2001,Female,Amy,148
2002,Female,Amy,129
2003,Female,Amy,122
2004,Female,Amy,118
2005,Female,Amy,132
2006,Female,Amy,95
2007,Female,Amy,111
2008,Female,Amy,89
2009,Female,Amy,79
2010,Female,Amy,62
2011,Female,Amy,58
2012,Female,Amy,56
2013,Female,Amy,35
2014,Female,Amy,35
2015,Female,Amy,30
2016,Female,Amy,27
2017,Female,Amy,25
1961,Female,Ana,14
1964,Female,Ana,10
1965,Female,Ana,11
1967,Female,Ana,10
1969,Female,Ana,14
1971,Female,Ana,15
1972,Female,Ana,17
1973,Female,Ana,13
1974,Female,Ana,18
1975,Female,Ana,16
1976,Female,Ana,15
1977,Female,Ana,19
1978,Female,Ana,27
1979,Female,Ana,29
1980,Female,Ana,21
1981,Female,Ana,26
1982,Female,Ana,28
1983,Female,Ana,19
1984,Female,Ana,24
1985,Female,Ana,21
1986,Female,Ana,24
1987,Female,Ana,33
1988,Female,Ana,31
1989,Female,Ana,39
1990,Female,Ana,31
1991,Female,Ana,20
1992,Female,Ana,25
1993,Female,Ana,28
1994,Female,Ana,35
1995,Female,Ana,28
1996,Female,Ana,21
1997,Female,Ana,26
1998,Female,Ana,29
1999,Female,Ana,32
2000,Female,Ana,29
2001,Female,Ana,31
2002,Female,Ana,21
2003,Female,Ana,35
2004,Female,Ana,39
2005,Female,Ana,23
2006,Female,Ana,27
2007,Female,Ana,35
2008,Female,Ana,35
2009,Female,Ana,33
2010,Female,Ana,38
2011,Female,Ana,28
2012,Female,Ana,25
2013,Female,Ana,18
2014,Female,Ana,31
2015,Female,Ana,14
2016,Female,Ana,22
2017,Female,Ana,25
1986,Female,Anahera,11
1988,Female,Anahera,10
1990,Female,Anahera,12
1991,Female,Anahera,12
1993,Female,Anahera,14
1994,Female,Anahera,13
1995,Female,Anahera,26
1996,Female,Anahera,19
1997,Female,Anahera,20
1998,Female,Anahera,21
1999,Female,Anahera,35
2000,Female,Anahera,30
2001,Female,Anahera,32
2002,Female,Anahera,34
2003,Female,Anahera,38
2004,Female,Anahera,39
2005,Female,Anahera,44
2006,Female,Anahera,44
2007,Female,Anahera,48
2008,Female,Anahera,42
2009,Female,Anahera,44
2010,Female,Anahera,42
2011,Female,Anahera,38
2012,Female,Anahera,31
2013,Female,Anahera,25
2014,Female,Anahera,32
2015,Female,Anahera,39
2016,Female,Anahera,32
2017,Female,Anahera,32
1986,Female,Anastasia,10
1987,Female,Anastasia,11
1988,Female,Anastasia,16
1989,Female,Anastasia,15
1990,Female,Anastasia,14
1991,Female,Anastasia,15
1992,Female,Anastasia,12
1993,Female,Anastasia,17
1994,Female,Anastasia,17
1995,Female,Anastasia,19
1996,Female,Anastasia,22
1997,Female,Anastasia,13
1998,Female,Anastasia,31
1999,Female,Anastasia,17
2000,Female,Anastasia,12
2001,Female,Anastasia,17
2002,Female,Anastasia,16
2003,Female,Anastasia,16
2004,Female,Anastasia,13
2005,Female,Anastasia,10
2006,Female,Anastasia,17
2007,Female,Anastasia,11
2008,Female,Anastasia,15
2009,Female,Anastasia,15
2010,Female,Anastasia,14
2015,Female,Anastasia,21
2016,Female,Anastasia,13
2017,Female,Anastasia,19
2010,Female,Anaya,11
2013,Female,Anaya,12
2015,Female,Anaya,21
2016,Female,Anaya,16
2017,Female,Anaya,20
1940,Female,Andrea,12
1941,Female,Andrea,14
1942,Female,Andrea,15
1944,Female,Andrea,17
1945,Female,Andrea,22
1946,Female,Andrea,20
1947,Female,Andrea,39
1948,Female,Andrea,40
1949,Female,Andrea,37
1950,Female,Andrea,35
1951,Female,Andrea,37
1952,Female,Andrea,45
1953,Female,Andrea,44
1954,Female,Andrea,44
1955,Female,Andrea,55
1956,Female,Andrea,51
1957,Female,Andrea,73
1958,Female,Andrea,88
1959,Female,Andrea,94
1960,Female,Andrea,126
1961,Female,Andrea,146
1962,Female,Andrea,198
1963,Female,Andrea,193
1964,Female,Andrea,181
1965,Female,Andrea,195
1966,Female,Andrea,208
1967,Female,Andrea,218
1968,Female,Andrea,266
1969,Female,Andrea,264
1970,Female,Andrea,256
1971,Female,Andrea,267
1972,Female,Andrea,259
1973,Female,Andrea,220
1974,Female,Andrea,215
1975,Female,Andrea,219
1976,Female,Andrea,146
1977,Female,Andrea,173
1978,Female,Andrea,143
1979,Female,Andrea,130
1980,Female,Andrea,120
1981,Female,Andrea,101
1982,Female,Andrea,85
1983,Female,Andrea,86
1984,Female,Andrea,78
1985,Female,Andrea,84
1986,Female,Andrea,56
1987,Female,Andrea,65
1988,Female,Andrea,54
1989,Female,Andrea,46
1990,Female,Andrea,42
1991,Female,Andrea,30
1992,Female,Andrea,33
1993,Female,Andrea,24
1994,Female,Andrea,31
1995,Female,Andrea,12
1996,Female,Andrea,12
1997,Female,Andrea,14
1998,Female,Andrea,11
1999,Female,Andrea,14
2002,Female,Andrea,12
2012,Female,Andrea,10
1981,Female,Angel,11
1990,Female,Angel,10
1991,Female,Angel,13
1993,Female,Angel,15
1994,Female,Angel,18
1995,Female,Angel,19
1996,Female,Angel,27
1997,Female,Angel,45
1998,Female,Angel,61
1999,Female,Angel,57
2000,Female,Angel,72
2001,Female,Angel,60
2002,Female,Angel,58
2003,Female,Angel,56
2004,Female,Angel,69
2005,Female,Angel,57
2006,Female,Angel,58
2007,Female,Angel,57
2008,Female,Angel,54
2009,Female,Angel,21
2010,Female,Angel,37
2011,Female,Angel,47
2012,Female,Angel,29
2013,Female,Angel,34
2014,Female,Angel,35
2015,Female,Angel,27
2016,Female,Angel,18
2017,Female,Angel,28
1935,Female,Angela,11
1936,Female,Angela,13
1937,Female,Angela,28
1938,Female,Angela,13
1939,Female,Angela,25
1940,Female,Angela,17
1941,Female,Angela,29
1942,Female,Angela,16
1943,Female,Angela,20
1944,Female,Angela,21
1945,Female,Angela,20
1946,Female,Angela,33
1947,Female,Angela,37
1948,Female,Angela,35
1949,Female,Angela,32
1950,Female,Angela,28
1951,Female,Angela,49
1952,Female,Angela,56
1953,Female,Angela,69
1954,Female,Angela,77
1955,Female,Angela,79
1956,Female,Angela,89
1957,Female,Angela,112
1958,Female,Angela,115
1959,Female,Angela,109
1960,Female,Angela,143
1961,Female,Angela,201
1962,Female,Angela,197
1963,Female,Angela,238
1964,Female,Angela,284
1965,Female,Angela,292
1966,Female,Angela,356
1967,Female,Angela,410
1968,Female,Angela,410
1969,Female,Angela,427
1970,Female,Angela,409
1971,Female,Angela,414
1972,Female,Angela,455
1973,Female,Angela,440
1974,Female,Angela,438
1975,Female,Angela,474
1976,Female,Angela,404
1977,Female,Angela,434
1978,Female,Angela,351
1979,Female,Angela,368
1980,Female,Angela,274
1981,Female,Angela,255
1982,Female,Angela,216
1983,Female,Angela,194
1984,Female,Angela,164
1985,Female,Angela,146
1986,Female,Angela,141
1987,Female,Angela,118
1988,Female,Angela,84
1989,Female,Angela,88
1990,Female,Angela,53
1991,Female,Angela,75
1992,Female,Angela,52
1993,Female,Angela,43
1994,Female,Angela,40
1995,Female,Angela,32
1996,Female,Angela,46
1997,Female,Angela,30
1998,Female,Angela,48
1999,Female,Angela,37
2000,Female,Angela,32
2001,Female,Angela,29
2002,Female,Angela,23
2003,Female,Angela,28
2004,Female,Angela,25
2005,Female,Angela,28
2006,Female,Angela,27
2007,Female,Angela,36
2008,Female,Angela,19
2009,Female,Angela,21
2010,Female,Angela,32
2011,Female,Angela,26
2012,Female,Angela,31
2013,Female,Angela,31
2014,Female,Angela,19
2015,Female,Angela,33
2016,Female,Angela,22
2017,Female,Angela,12
1968,Female,Angelene,10
2007,Female,Angelica,11
1971,Female,Angelina,19
1972,Female,Angelina,23
1973,Female,Angelina,16
1974,Female,Angelina,10
1975,Female,Angelina,10
1979,Female,Angelina,13
1981,Female,Angelina,10
