timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
4/27/2021 11:05:51,18-24,Hospitality & Events,Customer Service Specialist,"I don't want to get too specific, but I specialize in a certain part of our customer service team that's a little more technical.",33280,500,USD,NA,NA,United States,Florida,"Small city, remote, national company",5-7 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 11:05:52,35-44,"Accounting, Banking & Finance",Accounts Payable Manager,NA,56000,2500,USD,NA,NA,USA,Tennessee,Memphis,11 - 20 years,8 - 10 years,Some college,Woman,White
4/27/2021 11:05:52,35-44,Education (Higher Education),Associate Director,NA,85000,NA,USD,NA,NA,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:05:52,35-44,Education (Higher Education),Editor,NA,62000,0,USD,NA,NA,United States,Texas,Dallas,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:05:53,25-34,Law,Staff Attorney,"Roughly equivalent to an Associate Attorney, but not on the partnership track.",74000,NA,USD,NA,NA,United States,Michigan,Grand Rapids,8 - 10 years,2 - 4 years,Master's degree,Non-binary,White
4/27/2021 11:05:53,25-34,Nonprofits,Program Associate,NA,63000,1000,USD,NA,NA,United States,District of Columbia,DC,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:05:53,25-34,Recruitment or HR,Senior People Advisor,Roughly - mid-level HR manager,45000,10000,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:05:54,25-34,Education (Higher Education),English as a Second Language Teacher,NA,18000,0,EUR,NA,NA,Spain,NA,N/A,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:05:55,35-44,Nonprofits,Online Sales Support Manager,NA,86000,6000,USD,NA,NA,United States,NA,New York,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:05:58,18-24,PhD,PhD Candidate,NA,19000,0,GBP,NA,tax-free stipend,UK,NA,Cambridge,2 - 4 years,1 year or less,Master's degree,Man,White
4/27/2021 11:05:58,35-44,Education (Higher Education),Research Technologist,NA,42000,NA,USD,NA,NA,USA,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:06:00,55-64,Biopharma,RIM Manager,Regulatory Information Management - Technology to support Regulatory submissions,114000,30000,USD,NA,NA,US,Massachusetts,Cambridge,21 - 30 years,8 - 10 years,College degree,Man,White
4/27/2021 11:06:00,45-54,Insurance,Senior Client Service Representative,NA,73000,0,USD,NA,NA,us,Colorado,Denver,31 - 40 years,31 - 40 years,High School,Woman,White
4/27/2021 11:06:01,35-44,Nonprofits,Funding Manager,grant funding (not fundraising!),54000,0,GBP,NA,NA,UK,NA,London,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:02,45-54,Health care,Clinical analyst,It department- supporting clinical users of emr,100000,0,USD,NA,NA,Usa,Georgia,Gainesville,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:02,25-34,Publishing,Editor,NA,27000,NA,GBP,NA,NA,England,NA,Oxford,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:02,18-24,Government and Public Administration,Policy Analyst,NA,60129,3000,USD,NA,NA,United States,District of Columbia,Washington DC,2 - 4 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:06:04,45-54,STEM research,Research Scientist,NA,135000,0,USD,NA,NA,US,Texas,San Antonio,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:06:05,25-34,Computing or Tech,Service Designer,User research,130000,NA,USD,NA,NA,United States,Virginia,McLean,11 - 20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:06:05,25-34,Libraries,Librarian,NA,26000,NA,USD,NA,NA,United States,Oklahoma,Ardmore,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, Middle Eastern or Northern African, White"
4/27/2021 11:06:06,25-34,"Accounting, Banking & Finance",Senior Accountant,NA,60000,0,USD,NA,NA,US,Ohio,Columbus,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:06,35-44,Nonprofits,Administrative Assistant,NA,37000,0,USD,NA,NA,US,Ohio,Shaker Hts,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:06,25-34,Engineering or Manufacturing,User experience specialist,NA,85000,3000,USD,NA,The bonus fluctuates depending on company performance.,USA,South Carolina,Charleston,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:07,35-44,Media & Digital,Self-employed writer,NA,45000,20000,USD,NA,"I'm a freelancer, I pay myself a salary and take disbursements on top of that.",USA,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:07,25-34,Nonprofits,Director of Development,NA,92000,0,USD,NA,NA,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:07,25-34,Health care,occupational therapist,NA,35,NA,EUR,NA,NA,finland,NA,helsinki,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:07,25-34,Engineering or Manufacturing,Production Technician,NA,65000,4000,USD,NA,NA,United States,Wisconsin,Madison,5-7 years,2 - 4 years,College degree,Man,White
4/27/2021 11:06:08,35-44,"Marketing, Advertising & PR",Graphic Designer,"Digital ads, some video editing",35000,0,USD,NA,NA,United States of America,Indiana,Mishawaka,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:12,25-34,"Accounting, Banking & Finance",Compliance Officer,Compliance offer in financial planning services,74000,1000,USD,NA,NA,United States,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:12,25-34,Engineering or Manufacturing,Director of Intelligence,NA,102500,20000,USD,NA,NA,United States,Florida,Tampa,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:12,25-34,Government and Public Administration,Program Analyst,Specializing in training & communications,117500,1500,USD,NA,NA,USA,NA,Washington DC,8 - 10 years,5-7 years,Master's degree,NA,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:12,35-44,Nonprofits,Coordinator of Survivor Services,Coordinator of outpatient trauma services (community mental health),70000,NA,USD,NA,NA,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:13,45-54,Computing or Tech,Software Development Manager,NA,140000,5000,USD,NA,NA,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:06:13,35-44,Architecture,Project Architect,NA,58000,4000,USD,NA,NA,USA,New Jersey,Lambertville,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:15,35-44,"Marketing, Advertising & PR",Brand Consultant,NA,400000,0,USD,NA,NA,United States,New York,Chatham,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:15,35-44,Nonprofits,HR director,"I am also a social worker and do some counseling as part of my role, but it's mostly HR",61200,0,USD,NA,NA,USA,Illinois,Skokie,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:15,25-34,"Marketing, Advertising & PR",Marketing Director,NA,85000,10000,GBP,NA,NA,United Kingdom,NA,London,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:06:15,25-34,Recruitment or HR,Talent Acquisition Specialist,NA,66000,0,USD,NA,NA,United States,Georgia,Alpharetta,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:17,35-44,Computing or Tech,technical support specialist,"I'm at a small start up, so I am a support agent/manager/QA person",70000,0,USD,NA,NA,USA,Texas,Austin,8 - 10 years,5-7 years,College degree,Woman,Black or African American
4/27/2021 11:06:17,25-34,Education (Higher Education),Communications Specialist,NA,52000,NA,USD,NA,NA,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:17,45-54,Property or Construction,CAD Manager,Land surveying CAD manager,75500,5000,USD,NA,NA,United States of America,Florida,Northeast Florida,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:06:18,25-34,"Marketing, Advertising & PR",Content Strategist and Writer,NA,57000,0,USD,NA,NA,USA,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:20,25-34,Nonprofits,Associate,NA,83200,NA,USD,NA,NA,USA,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:22,18-24,"Marketing, Advertising & PR","Manager, Planning",Work at a media/advertising agency,77500,NA,USD,NA,NA,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, White"
4/27/2021 11:06:23,35-44,Retail,Fulfillment Expert,NA,31200,NA,USD,NA,NA,US,Florida,Altamonte Springs,11 - 20 years,1 year or less,College degree,Woman,White
4/27/2021 11:06:23,25-34,Health care,Midwife,NHS midwife in UK,31000,1000,GBP,NA,NA,UK,NA,Brighton,2 - 4 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:06:24,35-44,"Marketing, Advertising & PR",Associate Creative Director,NA,215000,10000,USD,NA,NA,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:06:24,25-34,Academic Medicine,Administrative Specialist,lowest level administrator in an academic section,55000,2500,USD,NA,NA,USA,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Man,White
4/27/2021 11:06:25,45-54,Law,Senior Corporate Counsel,NA,220000,0,USD,NA,NA,US,California,San Francisco,11 - 20 years,11 - 20 years,PhD,Woman,Asian or Asian American
4/27/2021 11:06:26,25-34,Retail,Head of Data & Analytics,NA,100000,NA,USD,NA,NA,US,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:06:27,25-34,Computing or Tech,Systems Analyst,NA,80000,NA,USD,NA,NA,United States of America,NA,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:27,35-44,Education (Higher Education),Associate Director,Research,63000,2000,USD,NA,Longevity pay,United States,Texas,El Paso,11 - 20 years,8 - 10 years,NA,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:28,25-34,Education (Higher Education),Librarian,NA,52500,NA,USD,NA,NA,U.S.,North Carolina,Research Triangle region,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:31,25-34,Media & Digital,UX designer,NA,36000,0,EUR,NA,NA,France,NA,Lyon,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:31,25-34,"Accounting, Banking & Finance",Lead business controls specialist,NA,94000,NA,USD,NA,NA,Usa,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:34,25-34,Engineering or Manufacturing,Product Engineer,NA,57000,0,USD,NA,NA,USA,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:35,35-44,Computing or Tech,Senior Technical Writer,NA,83000,8000,USD,NA,NA,United States,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:35,35-44,Nonprofits,Senior Director,Senior consultant and team lead at a firm serving nonprofits,90000,0,USD,NA,NA,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:36,35-44,Hospitality & Events,Hotel Sales Manager,NA,66950,0,USD,NA,NA,USA,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:36,25-34,Government and Public Administration,Planner,NA,76000,0,USD,NA,NA,USA,California,Merced,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/27/2021 11:06:37,25-34,Engineering or Manufacturing,Principal Engineer,Oil & Gas,52000,6000,GBP,NA,NA,UK,NA,Aberdeen,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:39,25-34,Nonprofits,Information and Program Manager,I work in philanthropy for a private foundation,70000,5000,USD,NA,NA,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:40,25-34,Education (Higher Education),Assistant Professor,Humanities field,60000,2500,USD,NA,NA,USA,NA,Birmingham,2 - 4 years,2 - 4 years,PhD,Non-binary,White
4/27/2021 11:06:41,35-44,Engineering or Manufacturing,Media and PR,NA,80000,0,USD,NA,NA,United States,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:41,35-44,Nonprofits,Technical assistance provider,NA,70000,0,USD,NA,NA,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:41,25-34,Education (Higher Education),Library Specialist,"I'm an hourly employee at a university library - my job does not require an MLS, but I do have one",34299,NA,USD,NA,This is my regular income at my hourly rate of $16.49. My salary during the pandemic is slightly higher as I'm working partially in person and my area has enacted an $18/hr minimum hazard pay wage.,US,Maine,Gorham/Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:43,25-34,Computing or Tech,Strategic Operations and Programme Manager,NA,90000,0,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:44,35-44,Education (Higher Education),"Assistant Director, Student Affairs",I work with student leadership programs and community service efforts,50000,0,USD,NA,NA,US,New York,Westchester/NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:45,35-44,Hospitality & Events,Director of Client Services,I run the CS team for a private chef company,85000,0,USD,NA,NA,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:48,35-44,Retail,Loss prevention manager,NA,87000,15000,USD,NA,NA,US,California,San Jose,8 - 10 years,2 - 4 years,High School,Woman,White
4/27/2021 11:06:50,35-44,Law,Associate Attorney,NA,125000,NA,USD,NA,"I’ve recently started this job so do not know the typical annual bonus amount. Also, I work in a large multinational law firm. Typical entry-level associate attorney salaries vary a lot depending in part on firm size.",United States,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:50,35-44,Commercial Real Estate,Administrative Associate,NA,55000,5000,USD,NA,NA,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,White
4/27/2021 11:06:51,55-64,Law,Attorney,NA,275000,0,USD,NA,"I own my own firm, so my take home varies wildly year to year. I've put an average over a few years.",United States,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Master's degree,Woman,White
4/27/2021 11:06:51,25-34,Pet care industry (dog training/walking),Operations Manager,"Scheduling, managing a small team, day to day client interactions, other admin tasks",48500,NA,USD,NA,NA,USA,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:06:51,35-44,Engineering or Manufacturing,Software engineer,NA,139000,9000,USD,NA,NA,United states,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:53,25-34,Law,Paralegal / Legal Assistant,NA,54080,500,USD,NA,NA,United States,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:53,35-44,Insurance,Manager & Actuary,NA,170000,30000,USD,NA,NA,USA,NA,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:53,25-34,"Marketing, Advertising & PR",Marketing Manager,NA,60000,NA,CAD,NA,NA,Canada,NA,Remote Worker,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:06:54,45-54,Education (Primary/Secondary),Librarian,NA,70000,1000,USD,NA,NA,USA,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:06:56,25-34,Nonprofits,Communications Associate,NA,53000,0,USD,NA,NA,United States,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:58,35-44,Health care,Cytotechnologist,NA,82160,NA,USD,NA,NA,United States,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:59,25-34,Recruitment or HR,Onboarding Partner,"Organize and host new hire orientation for a large, global company - I program manage at one of a few large factories in the US and work with another partner to also facilitate orientation virtually for employees starting remotely and at smaller service centers and warehouses",71000,NA,USD,NA,I also have accrued about 100k in stock and have around 200k in in-vested restricted stock units,United states,New York,buffalo,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:59,18-24,Engineering or Manufacturing,Graduate Research Assitant,I am a grad student,25700,0,USD,NA,NA,USA,Indiana,West Lafayette,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:59,25-34,Politics,Deputy C-level,NA,105000,0,USD,NA,NA,United States,NA,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:07:00,35-44,Education (Higher Education),"Librarian, non-supervisory",My actual job title is fairly unusual and could narrow down my identity,77000,NA,USD,NA,NA,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:07:00,35-44,Health care,Content Strategist,In the marketing department,50000,NA,USD,NA,NA,USA,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:07:01,25-34,University administration,Programme Administrator,NA,25217,NA,GBP,NA,NA,Scotland,NA,Glasgow,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:07:03,25-34,Government and Public Administration,Public Service Tech,I deal with FOIA-style requests from the public/media,31616,NA,USD,NA,NA,USA,Georgia,Too identifiable,5-7 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 11:07:05,35-44,Government and Public Administration,EOS,Attorney,95000,2000,USD,NA,NA,USA,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:07:05,18-24,Business or Consulting,Data Analyst,NA,62000,NA,USD,NA,NA,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,White
