Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 11:05:54,25-34,Education (Higher Education),English as a Second Language Teacher,,"18,000",0,EUR,,,Spain,,N/A,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:05:55,35-44,Nonprofits,Online Sales Support Manager,,"86,000",6000,USD,,,United States,,New York ,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:05:58,18-24,PhD,PhD Candidate,,"19,000",0,GBP,,tax-free stipend,UK,,Cambridge,2 - 4 years,1 year or less,Master's degree,Man,White
4/27/2021 11:05:58,35-44,Education (Higher Education),Research Technologist,,"42,000",,USD,,,USA,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:06:00,55-64,Biopharma,RIM Manager,Regulatory Information Management - Technology to support Regulatory submissions,"114,000",30000,USD,,,US,Massachusetts,Cambridge,21 - 30 years,8 - 10 years,College degree,Man,White
4/27/2021 11:06:00,45-54,Insurance,Senior Client Service Representative,,"73,000",0,USD,,,us,Colorado,Denver,31 - 40 years,31 - 40 years,High School,Woman,White
4/27/2021 11:06:01,35-44,Nonprofits,Funding Manager,grant funding (not fundraising!),"54,000",0,GBP,,,UK,,London,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:02,45-54,Health care,Clinical analyst,It department- supporting clinical users of emr,"100,000",0,USD,,,Usa,Georgia,Gainesville,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:02,25-34,Publishing,Editor,,"27,000",,GBP,,,England,,Oxford,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:02,18-24,Government and Public Administration,Policy Analyst ,,"60,129",3000,USD,,,United States,District of Columbia,Washington DC,2 - 4 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:06:04,45-54,STEM research,Research Scientist,,"135,000",0,USD,,,US,Texas,San Antonio,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:06:05,25-34,Computing or Tech,Service Designer,User research,"130,000",,USD,,,United States,Virginia,McLean,11 - 20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:06:05,25-34,Libraries,Librarian,,"26,000",,USD,,,United States,Oklahoma,Ardmore,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, Middle Eastern or Northern African, White"
4/27/2021 11:06:06,25-34,"Accounting, Banking & Finance",Senior Accountant,,"60,000",0,USD,,,US,Ohio,Columbus,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:06,35-44,Nonprofits,Administrative Assistant,,"37,000",0,USD,,,US,Ohio,Shaker Hts,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:06,25-34,Engineering or Manufacturing,User experience specialist,,"85,000",3000,USD,,The bonus fluctuates depending on company performance.,USA,South Carolina,Charleston,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:07,35-44,Media & Digital,Self-employed writer,,"45,000",20000,USD,,"I'm a freelancer, I pay myself a salary and take disbursements on top of that.",USA,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:07,25-34,Nonprofits,Director of Development,,"92,000",0,USD,,,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:07,25-34,Health care,occupational therapist,,35,,EUR,,,finland,,helsinki,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:07,25-34,Engineering or Manufacturing,Production Technician,,"65,000",4000,USD,,,United States,Wisconsin,Madison,5-7 years,2 - 4 years,College degree,Man,White
4/27/2021 11:06:08,35-44,"Marketing, Advertising & PR",Graphic Designer,"Digital ads, some video editing","35,000",0,USD,,,United States of America,Indiana,Mishawaka,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:12,25-34,"Accounting, Banking & Finance",Compliance Officer,Compliance offer in financial planning services,"74,000",1000,USD,,,United States,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:12,25-34,Engineering or Manufacturing,Director of Intelligence,,"102,500",20000,USD,,,United States,Florida,Tampa,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:12,25-34,Government and Public Administration,Program Analyst,Specializing in training & communications,"117,500",1500,USD,,,USA,,Washington DC,8 - 10 years,5-7 years,Master's degree,,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:12,35-44,Nonprofits,Coordinator of Survivor Services,Coordinator of outpatient trauma services (community mental health),"70,000",,USD,,,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:13,45-54,Computing or Tech,Software Development Manager,,"140,000",5000,USD,,,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:06:13,35-44,Architecture,Project Architect,,"58,000",4000,USD,,,USA,New Jersey,Lambertville,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:15,35-44,"Marketing, Advertising & PR",Brand Consultant,,"400,000",0,USD,,,United States,New York,Chatham,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:15,35-44,Nonprofits,HR director,"I am also a social worker and do some counseling as part of my role, but it's mostly HR","61,200",0,USD,,,USA,Illinois,Skokie,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:15,25-34,"Marketing, Advertising & PR",Marketing Director ,,"85,000",10000,GBP,,,United Kingdom ,,London ,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:06:15,25-34,Recruitment or HR,Talent Acquisition Specialist,,"66,000",0,USD,,,United States,Georgia,Alpharetta,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:17,35-44,Computing or Tech,technical support specialist,"I'm at a small start up, so I am a support agent/manager/QA person","70,000",0,USD,,,USA,Texas,Austin,8 - 10 years,5-7 years,College degree,Woman,Black or African American
4/27/2021 11:06:17,25-34,Education (Higher Education),Communications Specialist,,"52,000",,USD,,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:17,45-54,Property or Construction,CAD Manager,Land surveying CAD manager,"75,500",5000,USD,,,United States of America,Florida,Northeast Florida,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:06:18,25-34,"Marketing, Advertising & PR",Content Strategist and Writer,,"57,000",0,USD,,,USA,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:20,25-34,Nonprofits,Associate,,"83,200",,USD,,,USA,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:22,18-24,"Marketing, Advertising & PR","Manager, Planning",Work at a media/advertising agency,"77,500",,USD,,,United States,New York,New York City ,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, White"
4/27/2021 11:06:23,35-44,Retail,Fulfillment Expert,,"31,200",,USD,,,US,Florida,Altamonte Springs,11 - 20 years,1 year or less,College degree,Woman,White
4/27/2021 11:06:23,25-34,Health care,Midwife,NHS midwife in UK,"31,000",1000,GBP,,,UK,,Brighton,2 - 4 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:06:24,35-44,"Marketing, Advertising & PR",Associate Creative Director,,"215,000",10000,USD,,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:06:24,25-34,Academic Medicine ,Administrative Specialist,lowest level administrator in an academic section ,"55,000",2500,USD,,,USA,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Man,White
4/27/2021 11:06:25,45-54,Law,Senior Corporate Counsel,,"220,000",0,USD,,,US,California,San Francisco,11 - 20 years,11 - 20 years,PhD,Woman,Asian or Asian American
4/27/2021 11:06:26,25-34,Retail,Head of Data & Analytics,,"100,000",,USD,,,US,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:06:27,25-34,Computing or Tech,Systems Analyst,,"80,000",,USD,,,United States of America,,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:27,35-44,Education (Higher Education),Associate Director ,Research ,"63,000",2000,USD,,Longevity pay,United States ,Texas,El Paso,11 - 20 years,8 - 10 years,,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:28,25-34,Education (Higher Education),Librarian,,"52,500",,USD,,,U.S.,North Carolina,Research Triangle region,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:31,25-34,Media & Digital,UX designer,,"36,000",0,EUR,,,France,,Lyon,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:31,25-34,"Accounting, Banking & Finance",Lead business controls specialist,,"94,000",,USD,,,Usa,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:34,25-34,Engineering or Manufacturing,Product Engineer,,"57,000",0,USD,,,USA,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:35,35-44,Computing or Tech,Senior Technical Writer,,"83,000",8000,USD,,,United States,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:35,35-44,Nonprofits,Senior Director,Senior consultant and team lead at a firm serving nonprofits ,"90,000",0,USD,,,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:36,35-44,Hospitality & Events,Hotel Sales Manager,,"66,950",0,USD,,,USA,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:36,25-34,Government and Public Administration,Planner,,"76,000",0,USD,,,USA,California,Merced,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/27/2021 11:06:37,25-34,Engineering or Manufacturing,Principal Engineer,Oil & Gas,"52,000",6000,GBP,,,UK,,Aberdeen,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:39,25-34,Nonprofits,Information and Program Manager,I work in philanthropy for a private foundation,"70,000",5000,USD,,,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:06:40,25-34,Education (Higher Education),Assistant Professor,Humanities field,"60,000",2500,USD,,,USA,,Birmingham,2 - 4 years,2 - 4 years,PhD,Non-binary,White
4/27/2021 11:06:41,35-44,Engineering or Manufacturing,Media and PR,,"80,000",0,USD,,,United States,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:41,35-44,Nonprofits,Technical assistance provider,,"70,000",0,USD,,,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:41,25-34,Education (Higher Education),Library Specialist,"I'm an hourly employee at a university library - my job does not require an MLS, but I do have one","34,299",,USD,,This is my regular income at my hourly rate of $16.49. My salary during the pandemic is slightly higher as I'm working partially in person and my area has enacted an $18/hr minimum hazard pay wage.,US,Maine,Gorham/Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:43,25-34,Computing or Tech,Strategic Operations and Programme Manager,,"90,000",0,GBP,,,United Kingdom,,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:44,35-44,Education (Higher Education),"Assistant Director, Student Affairs",I work with student leadership programs and community service efforts,"50,000",0,USD,,,US,New York,Westchester/NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:45,35-44,Hospitality & Events,Director of Client Services,I run the CS team for a private chef company,"85,000",0,USD,,,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:06:48,35-44,Retail,Loss prevention manager,,"87,000",15000,USD,,,US,California,San Jose,8 - 10 years,2 - 4 years,High School,Woman,White
4/27/2021 11:06:50,35-44,Law,Associate Attorney,,"125,000",,USD,,"I’ve recently started this job so do not know the typical annual bonus amount. Also, I work in a large multinational law firm. Typical entry-level associate attorney salaries vary a lot depending in part on firm size. ",United States,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:06:50,35-44,Commercial Real Estate ,Administrative Associate,,"55,000",5000,USD,,,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,White
4/27/2021 11:06:51,55-64,Law,Attorney,,"275,000",0,USD,,"I own my own firm, so my take home varies wildly year to year. I've put an average over a few years.",United States,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Master's degree,Woman,White
4/27/2021 11:06:51,25-34,Pet care industry (dog training/walking),Operations Manager,"Scheduling, managing a small team, day to day client interactions, other admin tasks","48,500",,USD,,,USA,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:06:51,35-44,Engineering or Manufacturing,Software engineer,,"139,000",9000,USD,,,United states,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:53,25-34,Law,Paralegal / Legal Assistant,,"54,080",500,USD,,,United States,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:06:53,35-44,Insurance,Manager & Actuary,,"170,000",30000,USD,,,USA,,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:06:53,25-34,"Marketing, Advertising & PR",Marketing Manager,,"60,000",,CAD,,,Canada,,Remote Worker,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:06:54,45-54,Education (Primary/Secondary),Librarian,,"70,000",1000,USD,,,USA,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:06:56,25-34,Nonprofits,Communications Associate,,"53,000",0,USD,,,United States,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:58,35-44,Health care,Cytotechnologist ,,"82,160",,USD,,,United States,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:06:59,25-34,Recruitment or HR,Onboarding Partner,"Organize and host new hire orientation for a large, global company - I program manage at one of a few large factories in the US and work with another partner to also facilitate orientation virtually for employees starting remotely and at smaller service centers and warehouses","71,000",,USD,,I also have accrued about 100k in stock and have around 200k in in-vested restricted stock units,United states,New York,buffalo,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:06:59,18-24,Engineering or Manufacturing,Graduate Research Assitant,I am a grad student ,"25,700",0,USD,,,USA,Indiana,West Lafayette,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:06:59,25-34,Politics,Deputy C-level,,"105,000",0,USD,,,United States,,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:07:00,35-44,Education (Higher Education),"Librarian, non-supervisory",My actual job title is fairly unusual and could narrow down my identity,"77,000",,USD,,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:07:00,35-44,Health care,Content Strategist,In the marketing department,"50,000",,USD,,,USA,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:07:01,25-34,University administration,Programme Administrator,,"25,217",,GBP,,,Scotland,,Glasgow,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:07:03,25-34,Government and Public Administration,Public Service Tech,I deal with FOIA-style requests from the public/media,"31,616",,USD,,,USA,Georgia,Too identifiable,5-7 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 11:07:05,35-44,Government and Public Administration,EOS,Attorney,"95,000",2000,USD,,,USA,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:07:05,18-24,Business or Consulting,Data Analyst,,"62,000",,USD,,,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,White
4/27/2021 11:07:07,35-44,Animal Health Product Manufacturing,Sr Associate - Quality Assurance,,"75,000",7500,USD,,,United States,Indiana,Clinton,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:07:07,25-34,Education (Primary/Secondary),High school teacher ,,"71,000",,USD,,,United States ,New York,New York ,5-7 years,5-7 years,College degree,Non-binary,White
4/27/2021 11:07:08,45-54,Computing or Tech,Business Analyst,Procurement and contract management,"88,000",,USD,,,USA,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,White
