town11cd,town11nm,population_2011,size_flag,rgn11nm,coastal,coastal_detailed,ttwa11cd,ttwa11nm,ttwa_classification,job_density_flag,income_flag,university_flag,level4qual_residents35_64_2011,ks4_2012_2013_counts,key_stage_2_attainment_school_year_2007_to_2008,key_stage_4_attainment_school_year_2012_to_2013,level_2_at_age_18,level_3_at_age_18,activity_at_age_19_full_time_higher_education,activity_at_age_19_sustained_further_education,activity_at_age_19_appprenticeships,activity_at_age_19_employment_with_earnings_above_0,activity_at_age_19_employment_with_earnings_above_10_000,activity_at_age_19_out_of_work,highest_level_qualification_achieved_by_age_22_less_than_level_1,highest_level_qualification_achieved_by_age_22_level_1_to_level_2,highest_level_qualification_achieved_by_age_22_level_3_to_level_5,highest_level_qualification_achieved_by_age_22_level_6_or_above,highest_level_qualification_achieved_b_age_22_average_score,education_score
E34000682,Bishop's Waltham BUA,6275,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000267,Southampton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,71,65.33333333333333,56.33802816901409,78.87323943661971,46.478873239436616,35.2112676056338,22.535211267605636,14.084507042253522,45.07042253521127,19.718309859154928,NA,NA,25,44.4,NA,3.380281690140845,-2.147693195
E34000692,Frome BUA,26203,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000280,Trowbridge,Majority town and city (small),Residential,Higher deprivation towns,No university,Medium,329,72.45508982035929,55.01519756838906,68.9969604863222,41.94528875379939,25.835866261398177,17.933130699088146,9.422492401215806,50.75987841945289,22.492401215805472,8.51063829787234,3,38.2,37.6,21.2,3.027355623100304,-2.829698506
E34000697,Bagshot BUA,5430,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,46,77.55102040816327,65.21739130434783,89.13043478260869,54.347826086956516,43.47826086956522,NA,NA,54.347826086956516,30.434782608695656,NA,NA,28.3,39.1,NA,3.6956521739130435,1.749858286
E34000710,Ross-on-Wye BUA,10582,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,K01000005,Cinderford and Ross-on-Wye,Majority rural,Working,Higher deprivation towns,No university,Medium,108,65.26315789473685,50,79.62962962962963,44.44444444444444,32.407407407407405,18.51851851851852,12.037037037037036,46.2962962962963,17.59259259259259,11.11111111111111,NA,33,38.5,27.5,3.3796296296296298,-2.967170753
E34000712,Storrington BUA,8618,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,77,83.75,74.02597402597402,92.20779220779221,59.74025974025974,45.45454545454545,19.480519480519483,NA,49.35064935064935,20.77922077922078,NA,NA,17.1,40.8,39.5,3.9740259740259742,4.608072865
E34000732,Alnwick BUA,8116,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000173,Blyth and Ashington,Majority town and city (small),Working,Higher deprivation towns,No university,Medium,95,61.36363636363637,61.05263157894737,89.47368421052632,45.26315789473684,42.10526315789473,27.368421052631582,11.578947368421053,45.26315789473684,16.842105263157894,NA,NA,23.7,44.3,30.9,3.663157894736842,-1.469337199
E34000741,Billinge BUA,5896,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,52,84,69.23076923076923,96.15384615384616,59.61538461538461,38.46153846153847,38.46153846153847,34.61538461538461,57.692307692307686,36.53846153846153,NA,NA,NA,60.4,NA,3.75,3.528191799
E34000755,Hailsham BUA,19977,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000204,Eastbourne,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,228,65.04424778761062,54.824561403508774,75.87719298245614,39.03508771929825,21.929824561403507,17.105263157894736,10.087719298245613,53.94736842105263,28.07017543859649,6.578947368421052,7,30.7,44.7,17.5,2.982456140350877,-4.105393361
E34000762,Richmond BUA,8413,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000246,Northallerton,Majority rural,Mixed,Lower deprivation towns,No university,Medium,82,89.04109589041096,69.51219512195121,84.14634146341463,58.536585365853654,42.68292682926829,18.29268292682927,14.634146341463413,57.3170731707317,21.951219512195124,NA,NA,23.8,34.5,41.7,3.9390243902439024,4.578194903
E34000766,Cheddar BUA,5199,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000285,Weston-super-Mare,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,64,80.64516129032258,67.1875,95.3125,64.0625,46.875,NA,NA,43.75,20.3125,NA,NA,25.4,33.3,39.7,3.921875,3.808250711
E34000768,Oakley (Basingstoke and Deane) BUA,5086,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000164,Basingstoke,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,56,94.91525423728814,82.14285714285714,96.42857142857143,66.07142857142857,44.642857142857146,NA,NA,58.92857142857143,26.785714285714285,NA,NA,NA,55.2,NA,3.875,7.015299545
E34000776,Mablethorpe BUA,12531,Small Towns,East Midlands,Coastal,Smaller seaside town,E30000264,Skegness and Louth,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,100,60.18518518518518,64,75,44,20,23,13,43,14.000000000000002,14.000000000000002,NA,33,52,NA,3.12,-2.941145442
E34000786,Lutterworth BUA,9907,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,130,67.44186046511628,62.30769230769231,82.3076923076923,52.307692307692314,38.46153846153847,16.923076923076923,10.76923076923077,55.38461538461539,29.230769230769234,NA,NA,23.3,43.4,31,3.6384615384615384,-0.068426354
E34000792,Sawston BUA,7275,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,77,78.66666666666666,67.53246753246754,84.4155844155844,51.94805194805194,32.467532467532465,18.181818181818183,NA,48.05194805194805,27.27272727272727,NA,NA,23.7,46.1,NA,3.4415584415584415,1.187961052
E34000796,Sidmouth BUA,12569,Small Towns,South West,Coastal,Smaller seaside town,E30000263,Sidmouth,Majority rural,Mixed,Lower deprivation towns,No university,Medium,107,78.57142857142857,64.48598130841121,84.11214953271028,52.336448598130836,37.38317757009346,14.018691588785046,11.214953271028037,57.009345794392516,20.5607476635514,NA,NA,24.8,41.3,32.1,3.560747663551402,1.241814934
E34000815,Epping BUA,10289,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Working,Lower deprivation towns,No university,Medium,81,82.95454545454545,64.19753086419753,90.12345679012346,62.96296296296296,37.03703703703704,18.51851851851852,12.345679012345679,49.382716049382715,25.925925925925924,NA,NA,21,48.1,30.9,3.7160493827160495,3.11249282
E34000830,Torpoint BUA,7717,Small Towns,South West,Coastal,Smaller other coastal town,E30000253,Plymouth,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,81,80.21978021978022,58.0246913580247,72.8395061728395,44.44444444444444,37.03703703703704,22.22222222222222,12.345679012345679,51.85185185185185,16.049382716049383,NA,NA,30.4,48.1,NA,3.271604938271605,-0.715392574
E34000839,Hilton (South Derbyshire) BUA,7714,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000200,Derby,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,98,77.6595744680851,56.12244897959183,87.75510204081633,55.10204081632652,35.714285714285715,23.46938775510204,15.306122448979592,61.224489795918366,26.53061224489796,NA,NA,17.5,49.5,30.9,3.7448979591836733,1.067191916
E34000843,Burghfield Common BUA,5932,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000256,Reading,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,90,76.40449438202246,71.11111111111111,83.33333333333334,55.55555555555556,33.33333333333333,14.444444444444443,NA,58.88888888888889,34.44444444444444,NA,NA,23.6,46.1,28.1,3.511111111111111,1.792829385
E34000850,Buckingham BUA,12890,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000243,Milton Keynes,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,165,77.90055248618785,73.93939393939394,92.12121212121212,66.06060606060606,57.57575757575758,11.515151515151516,6.0606060606060606,42.42424242424242,18.181818181818183,NA,NA,23.9,23.3,52.1,4.33939393939394,5.494822908
E34000852,Netley BUA,6338,Small Towns,South East,Coastal,Smaller other coastal town,E30000267,Southampton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,77,61.53846153846154,57.14285714285714,72.72727272727273,40.25974025974026,25.97402597402597,22.07792207792208,14.285714285714285,59.74025974025974,28.57142857142857,NA,NA,22.8,50.6,NA,3.4285714285714284,-2.936731906
E34000857,Brackley BUA,13018,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000161,Banbury,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,192,77.720207253886,65.10416666666666,89.58333333333334,60.416666666666664,36.45833333333333,15.625,10.9375,56.25,31.25,NA,NA,21.8,46.1,31.1,3.640625,2.148885342
E34000867,Ivybridge BUA,11851,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000253,Plymouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,175,75,73.71428571428571,82.85714285714286,56.00000000000001,40,22.285714285714285,14.857142857142858,42.285714285714285,16.57142857142857,NA,NA,20.7,39.1,37.4,3.84,2.840554708
E34000879,Marske-by-the-Sea BUA,8282,Small Towns,North East,Coastal,Smaller other coastal town,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,86,83.75,59.30232558139535,77.90697674418605,46.51162790697674,40.69767441860465,27.906976744186046,23.25581395348837,43.02325581395349,16.27906976744186,NA,NA,19.5,42.5,34.5,3.6744186046511627,1.13237635
E34000884,Denmead BUA,6107,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,89,80.89887640449437,62.92134831460674,87.64044943820225,53.93258426966292,39.325842696629216,14.606741573033707,NA,52.80898876404494,23.595505617977526,NA,NA,20.7,44.8,34.5,3.842696629213483,2.288312691
E34000885,Paddock Wood BUA,7840,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,Low,82,71.875,63.41463414634146,86.58536585365853,52.4390243902439,30.48780487804878,15.853658536585366,NA,60.97560975609756,40.243902439024396,NA,NA,36.6,37.8,NA,3.317073170731707,-0.320502188
E34000891,Garforth BUA,14838,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000229,Leeds,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,153,82.28571428571428,77.77777777777779,99.34640522875817,62.091503267973856,39.21568627450981,19.607843137254903,11.76470588235294,53.59477124183007,24.836601307189543,NA,NA,25.2,39.4,35.5,3.8366013071895426,4.63527406
E34000922,Northallerton BUA,16832,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000246,Northallerton,Majority rural,Working,Mid deprivation towns,No university,Medium,171,70.62146892655367,54.385964912280706,80.11695906432749,48.53801169590643,29.239766081871345,27.485380116959064,16.95906432748538,52.63157894736842,27.485380116959064,12.865497076023392,NA,31.4,40.8,26.6,3.415204678362573,-1.4375767
E34000926,Tenterden BUA,7118,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000160,Ashford,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,71,80,59.154929577464785,84.50704225352112,43.66197183098591,35.2112676056338,14.084507042253522,NA,47.88732394366197,30.985915492957744,NA,NA,39.4,31,NA,3.3943661971830985,-0.357764516
E34000935,Market Warsop BUA,9018,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,105,65.74074074074075,59.04761904761905,73.33333333333333,40.95238095238095,28.57142857142857,20,14.285714285714285,45.714285714285715,24.761904761904763,13.333333333333334,NA,37.1,39,23.8,3.323809523809524,-2.483771314
E34000969,Tadcaster BUA,6480,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000294,York,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,63,72.05882352941177,63.49206349206349,92.06349206349206,57.14285714285714,39.682539682539684,15.873015873015872,NA,57.14285714285714,28.57142857142857,NA,NA,23.1,38.5,38.5,3.8412698412698414,1.589070877
E34000970,Long Ashton BUA,5254,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000180,Bristol,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,42,59.523809523809526,61.904761904761905,85.71428571428571,69.04761904761905,35.714285714285715,26.190476190476193,NA,45.23809523809524,NA,NA,NA,NA,48.8,NA,3.880952380952381,1.134955613
E34000980,Hayle BUA,8210,Small Towns,South West,Coastal,Smaller seaside town,E30000257,Redruth and Truro,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,105,76.36363636363637,56.19047619047619,77.14285714285715,44.761904761904766,28.57142857142857,28.57142857142857,13.333333333333334,48.57142857142857,11.428571428571429,NA,NA,22.9,51.4,23.8,3.447619047619048,-0.8318962
E34000991,Conisbrough BUA,15934,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Residential,Higher deprivation towns,No university,Low,200,63.41463414634146,44.5,81.5,34,20,21,13.5,43,23.5,19,NA,44.3,37.8,14.9,2.885,-6.040882817
E34000994,Nantwich BUA,17226,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000197,Crewe,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,202,83.07692307692308,65.34653465346535,86.63366336633663,58.415841584158414,42.07920792079208,13.366336633663368,8.91089108910891,51.98019801980198,19.801980198019802,NA,NA,21.9,40.8,34.8,3.767326732673267,2.976086637
E34001024,Market Drayton BUA,11773,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000262,Shrewsbury,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,137,63.63636363636363,48.9051094890511,65.69343065693431,34.306569343065696,21.897810218978105,24.087591240875913,13.138686131386862,46.715328467153284,24.087591240875913,16.05839416058394,NA,40.9,37.2,18.2,2.9197080291970803,-5.454821634
E34001039,Portishead BUA,23699,Medium Towns,South West,Coastal,Large other coastal town,E30000180,Bristol,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,258,86.47540983606558,68.21705426356588,89.53488372093024,60.46511627906976,40.69767441860465,20.54263565891473,12.4031007751938,56.58914728682171,25.581395348837212,NA,NA,17.4,46.3,34.7,3.806201550387597,3.951416094
E34001050,Crofton BUA,5258,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,71,75.36231884057972,67.6056338028169,87.32394366197182,57.74647887323944,28.169014084507044,29.577464788732392,18.30985915492958,47.88732394366197,26.76056338028169,NA,NA,26.8,45.1,NA,3.619718309859155,1.821911821
E34001052,Wotton-under-Edge BUA,5627,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000180,Bristol,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,60,88.52459016393442,63.33333333333333,80,53.333333333333336,41.66666666666667,NA,NA,45,21.666666666666668,NA,NA,25.8,40.3,NA,3.6166666666666667,2.542777863
E34001064,Marple BUA,18241,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,High,172,90.42553191489363,77.90697674418605,87.79069767441861,63.372093023255815,46.51162790697674,18.6046511627907,12.790697674418606,44.18604651162791,22.674418604651162,NA,NA,16.7,44.8,37.4,3.88953488372093,5.867008254
E34001066,Southwell BUA,6757,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,High,96,85.55555555555556,86.45833333333334,91.66666666666666,73.95833333333334,52.083333333333336,13.541666666666666,NA,51.041666666666664,12.5,NA,NA,NA,43.8,46.9,4.3125,8.266077082
