State,Year,Total Employed RN,Employed Standard Error (%),Hourly Wage Avg,Hourly Wage Median,Annual Salary Avg,Annual Salary Median,Wage/Salary standard error (%),Hourly 10th Percentile,Hourly 25th Percentile,Hourly 75th Percentile,Hourly 90th Percentile,Annual 10th Percentile,Annual 25th Percentile,Annual 75th Percentile,Annual 90th Percentile,Location Quotient,Total Employed (National)_Aggregate,"Total Employed (Healthcare, National)_Aggregate","Total Employed (Healthcare, State)_Aggregate",Yearly Total Employed (State)_Aggregate
Guam,2006,500,1.8,24.27,22.5,50490,46800,1.7,16.56,19.52,28.23,34.45,34450,40600,58720,71660,,133735620,6760700,1460,54670
Puerto Rico,2006,15520,2.1,12.08,10.96,25130,22790,3.1,7.56,8.79,13.93,17.62,15720,18280,28970,36640,,133735620,6760700,44270,1031650
Virgin Islands,2006,440,1.8,22.39,22.37,46580,46530,1.3,16.5,18.89,25.69,28.33,34310,39290,53430,58930,,133735620,6760700,1210,44270
Alabama,2003,35470,2.9,21.54,20.81,44800,43280,1,14.72,17.45,24.98,28.3,30610,36290,51960,58850,,128623200,6215910,99150,1820170
Alaska,2003,5090,11.5,26.76,26.47,55670,55070,2.3,18.96,22.05,31.27,35.07,39440,45860,65040,72930,,128623200,6215910,12190,292280
Arizona,2003,32200,5.1,24.34,23.88,50620,49670,1.2,17.9,20.16,27.99,33.17,37240,41930,58220,69000,,128623200,6215910,94470,2260740
Arkansas,2003,18990,4.5,20.36,19.98,42360,41550,1.5,14.12,16.79,23.59,27.43,29380,34920,49060,57050,,128623200,6215910,59600,1118430
California,2003,206280,2.1,29.94,29.47,62270,61300,0.9,21.67,24.89,34.32,40.76,45080,51760,71380,84790,,128623200,6215910,573150,14512680
Colorado,2003,29630,3.9,24.12,23.88,50160,49670,1.2,17.31,20.1,27.59,32.82,36010,41810,57390,68270,,128623200,6215910,86480,2112700
Connecticut,2003,31970,2.4,27.12,26.58,56400,55280,1.1,19.78,23.17,31.29,35.43,41130,48190,65070,73690,,128623200,6215910,85590,1640220
Delaware,2003,6330,6.2,26.81,26.61,55770,55340,3.1,19.15,22.87,31.74,35.31,39840,47560,66020,73440,,128623200,6215910,18970,402910
District of Columbia,2003,7600,13.6,27.02,26.98,56200,56130,2.2,19.19,22.27,31.8,35.09,39920,46310,66140,72980,,128623200,6215910,26310,594510
Florida,2003,131260,4.5,23.05,22.2,47940,46180,0.7,17.09,19.22,26.25,30.75,35540,39980,54600,63960,,128623200,6215910,358000,7191660
Georgia,2003,56210,3.2,22.9,22.39,47630,46570,0.9,16.52,19.13,26.09,29.76,34370,39780,54270,61900,,128623200,6215910,162780,3786080
Hawaii,2003,7560,5.3,28.12,28.38,58490,59030,1.2,21.11,24.46,32.42,35.02,43920,50880,67430,72850,,128623200,6215910,22650,553030
Idaho,2003,10200,15,22.84,21.75,47500,45230,3.1,16.03,18.47,25.84,30.54,33340,38430,53750,63530,,128623200,6215910,27400,565270
Illinois,2003,100280,3.6,23.17,22.81,48200,47440,1.1,15.7,18.94,26.98,32.03,32650,39390,56110,66620,,128623200,6215910,275690,5766900
Indiana,2003,49240,3.3,21.26,20.98,44220,43640,0.9,15.21,18.26,24.59,27.71,31640,37980,51140,57630,,128623200,6215910,146340,2854090
Iowa,2003,27020,1.9,19.74,19.37,41050,40300,0.9,14.63,16.52,22.52,26.32,30430,34370,46830,54750,,128623200,6215910,66530,1413800
Kansas,2003,24900,6,20.48,20.02,42600,41630,1.3,14.86,17.17,23.52,27.11,30910,35720,48920,56400,,128623200,6215910,63950,1297660
Kentucky,2003,35860,2.7,21.78,21.03,45300,43740,1.1,15.42,17.95,25.08,28.53,32070,37330,52160,59340,,128623200,6215910,94310,1721470
Louisiana,2003,37450,3,22.37,21.75,46530,45230,1,15.89,18.68,25.69,29.32,33040,38860,53430,60990,,128623200,6215910,104750,1848200
Maine,2003,11740,4.1,22.95,22.4,47730,46590,1.3,16.71,19.21,26.41,31,34760,39960,54940,64490,,128623200,6215910,32950,589140
Maryland,2003,47460,2.9,29.77,30.48,61920,63390,1.7,19.37,24.34,35.27,40.55,40290,50630,73360,84350,,128623200,6215910,121100,2443900
Massachusetts,2003,75730,3.7,27.72,27.13,57650,56430,1.8,18.69,22.03,33.43,39.9,38880,45820,69530,82990,,128623200,6215910,182300,3174000
Michigan,2003,75870,3.5,24.52,24.01,51000,49950,1.1,18.01,20.53,27.19,31.84,37450,42710,56560,66230,,128623200,6215910,215720,4337350
Minnesota,2003,50420,2.5,25.94,25.71,53950,53470,1.2,18.8,21.94,29.97,33.92,39100,45630,62330,70560,,128623200,6215910,134120,2600210
Mississippi,2003,24040,5.3,21.15,20.22,43990,42050,1.7,14.46,16.99,24.63,29.84,30080,35340,51230,62060,,128623200,6215910,59530,1085700
Missouri,2003,50230,3.5,21.92,21.23,45600,44160,0.9,15.42,18.15,25.21,28.73,32070,37760,52440,59760,,128623200,6215910,144200,2626980
Montana,2003,7760,10.3,20.13,19.83,41860,41250,1.8,14.74,17.03,23.2,26.73,30650,35420,48260,55600,,128623200,6215910,19940,395340
Nebraska,2003,16570,2.7,20.9,20.58,43480,42800,1,15.26,17.93,23.68,27.2,31740,37300,49260,56570,,128623200,6215910,45010,877140
Nevada,2003,14390,12.5,26.81,26.92,55770,55980,1.5,19.7,23.41,30.84,33.93,40980,48690,64150,70560,,128623200,6215910,37290,1065220
New Hampshire,2003,11840,7.3,22.74,22,47300,45760,1.2,16.46,18.98,25.89,29.35,34240,39480,53850,61060,,128623200,6215910,29490,604660
New Jersey,2003,72650,3.1,27.06,26.76,56290,55660,0.8,19.42,23.08,31.59,35.48,40390,48000,65700,73800,,128623200,6215910,174160,3870500
New Mexico,2003,11440,6.2,23.26,22.96,48380,47750,1.7,16.39,19.28,26.73,31.2,34080,40090,55600,64890,,128623200,6215910,35350,734490
New York,2003,166290,2.2,27.84,26.99,57900,56130,1.2,17.54,21.7,33.77,41.01,36480,45140,70240,85290,,128623200,6215910,428050,8259900
North Carolina,2003,67640,4,23.06,22.46,47970,46710,0.6,17.29,19.32,26.03,29.5,35960,40170,54140,61360,,128623200,6215910,182800,3706260
North Dakota,2003,6210,10.3,21.19,20.35,44070,42320,1.4,15.19,17.62,23.68,27.73,31600,36640,49250,57670,,128623200,6215910,17650,314120
Ohio,2003,102940,2.4,23.02,22.53,47890,46850,0.8,17.26,19.47,26.08,29.09,35890,40500,54240,60500,,128623200,6215910,285490,5337470
Oklahoma,2003,21720,7.5,20.75,20.22,43160,42060,1.2,15.03,17.2,23.99,27.54,31260,35770,49890,57270,,128623200,6215910,75050,1421620
Oregon,2003,26060,6.4,25.49,25.35,53010,52730,0.8,18.91,22.17,28.65,33.27,39340,46110,59590,69200,,128623200,6215910,67080,1541480
Pennsylvania,2003,118460,2.8,23.75,23.34,49390,48560,1,16.17,19.43,27.44,32.5,33630,40410,57080,67590,,128623200,6215910,315000,5519680
Rhode Island,2003,10840,5.3,25.54,25.46,53130,52950,1,19.04,22.24,28.93,33.53,39600,46260,60170,69730,,128623200,6215910,28570,474070
South Carolina,2003,29290,2.9,23.22,22.33,48300,46440,1.3,16.49,19.11,26.55,31.6,34300,39750,55230,65730,,128623200,6215910,86840,1764050
South Dakota,2003,8120,1.6,19.62,19.21,40800,39950,1.8,14.72,16.48,22.04,25.91,30610,34290,45840,53890,,128623200,6215910,19570,354450
Tennessee,2003,49370,5.8,22.96,21.7,47760,45130,3,15.82,18.42,25.71,30.74,32900,38320,53480,63930,,128623200,6215910,142080,2613610
Texas,2003,134870,2.8,23.57,22.82,49020,47460,0.7,17.15,19.48,26.8,32.27,35680,40510,55740,67130,,128623200,6215910,407850,9196620
Utah,2003,13430,2.7,23.08,22.65,48010,47110,1.1,17.44,19.46,26.48,30.09,36280,40480,55090,62580,,128623200,6215910,41850,1043040
Vermont,2003,5530,3.9,22.18,21.76,46130,45260,1.8,16.19,18.85,25.46,28.43,33680,39210,52960,59140,,128623200,6215910,15620,290440
Virginia,2003,51220,4.9,23.58,22.36,49050,46500,1.2,16.49,19.03,27.08,32.81,34300,39580,56330,68250,,128623200,6215910,146780,3396270
Washington,2003,44970,4.5,26.7,26.46,55540,55030,1.1,19.04,22.19,31.43,35.03,39610,46160,65380,72870,,128623200,6215910,121920,2561590
West Virginia,2003,16150,5.1,21.05,19.8,43780,41190,2.2,14.74,16.84,23.37,27.37,30650,35020,48610,56940,,128623200,6215910,44270,681370
Wisconsin,2003,46040,3.5,23.65,23.22,49180,48300,0.7,18.11,20.07,26.77,30.71,37670,41740,55680,63880,,128623200,6215910,127340,2691360
Wyoming,2003,3580,3.5,20.84,20.56,43350,42760,1.9,14.59,17.51,24.31,27.51,30350,36410,50570,57220,,128623200,6215910,10490,240890
Guam,2003,240,18.2,18.93,18.54,39370,38560,2.5,12.12,14.94,21.68,27.03,25210,31070,45090,56220,,128623200,6215910,1140,55310
Puerto Rico,2003,14060,2.9,10.72,9.64,22300,20050,3.7,7.12,8.07,11.79,15.43,14810,16790,24520,32090,,128623200,6215910,39950,960780
Virgin Islands,2003,340,6.9,18.48,17.63,38430,36670,2.2,14.74,15.79,20.79,24.37,30660,32830,43240,50700,,128623200,6215910,1050,41390
Alabama,2005,37270,2.6,23.48,22.43,48840,46650,0.9,16.06,19.02,26.44,31.19,33410,39560,55000,64880,,131432960,6595170,104410,1872600
Alaska,2005,5050,10.4,29.24,28.54,60820,59360,1.4,22.19,24.66,33.55,38.46,46150,51290,69780,79990,,131432960,6595170,12810,300150
Arizona,2005,31010,6.9,27.06,26.9,56280,55950,1.4,18.05,22.15,32.09,35.74,37550,46070,66740,74340,,131432960,6595170,100650,2437100
Arkansas,2005,20250,5,23.37,22.63,48620,47070,1.7,15.9,18.97,27.21,32.79,33060,39460,56600,68200,,131432960,6595170,62380,1142370
California,2005,226350,2.1,33.86,33.15,70430,68950,0.8,24.06,28.63,39.48,45.31,50050,59550,82120,94240,,131432960,6595170,594290,14723900
Colorado,2005,33050,4,27.09,26.91,56340,55980,0.7,19.32,22.98,31.57,34.85,40180,47800,65670,72490,,131432960,6595170,96110,2151520
Connecticut,2005,34120,3.1,29.8,29.45,61990,61260,1,22.08,25.09,34.1,39.66,45920,52180,70920,82490,,131432960,6595170,89030,1648070
Delaware,2005,7710,9.4,28.01,27.53,58260,57270,1.5,21.72,24.06,32.07,34.97,45170,50050,66710,72740,,131432960,6595170,21210,417550
District of Columbia,2005,8340,8.1,28.43,28.07,59130,58380,2.4,20.09,23.58,32.94,37.51,41780,49040,68510,78030,,131432960,6595170,27000,611190
Florida,2005,138760,2.9,25.57,24.79,53190,51560,0.7,18.4,21.06,28.76,34.38,38260,43800,59820,71520,,131432960,6595170,393250,7614840
Georgia,2005,59720,2.9,25.2,24.78,52430,51530,1.3,18.24,21.18,28.16,33.24,37940,44060,58570,69150,,131432960,6595170,178520,3904020
Hawaii,2005,9240,10.6,31.49,31.63,65490,65800,1.4,23.6,28.01,35.24,40.5,49080,58270,73300,84250,,131432960,6595170,23090,583630
Idaho,2005,9390,15.3,23.78,23.58,49460,49040,1.3,18.26,20.3,26.91,30.95,37970,42210,55970,64380,,131432960,6595170,27200,597490
Illinois,2005,102510,3.1,25.71,24.67,53470,51310,1.5,17.49,20.31,29.58,35.45,36370,42240,61530,73740,,131432960,6595170,296500,5767100
Indiana,2005,52330,2.9,24.05,23.59,50020,49070,0.9,17.51,19.93,27.36,32.51,36430,41450,56900,67620,,131432960,6595170,151500,2891360
Iowa,2005,29940,3.7,21.79,21.23,45330,44160,1.2,15.69,18.43,24.95,27.62,32630,38330,51900,57450,,131432960,6595170,72290,1446550
Kansas,2005,25330,6.3,22.59,21.98,46990,45710,1.1,16.18,18.79,25.96,29.27,33650,39080,54000,60880,,131432960,6595170,66650,1315640
Kentucky,2005,37720,2.7,24.22,23.46,50370,48800,0.9,17.76,19.95,27.21,32.51,36950,41490,56590,67620,,131432960,6595170,100140,1754590
Louisiana,2005,39510,2.4,24.5,23.96,50950,49830,0.9,17.59,20.11,27.68,33.05,36590,41840,57580,68740,,131432960,6595170,109540,1877160
Maine,2005,13330,2,25.4,24.78,52840,51540,1.6,18.51,21.09,28.75,33.84,38500,43860,59800,70390,,131432960,6595170,33820,597260
Maryland,2005,49010,2.5,32.37,32.25,67330,67080,1.4,22.12,26.15,39.15,43.51,46010,54380,81440,90510,,131432960,6595170,130190,2497220
Massachusetts,2005,76870,3.1,31.85,31.27,66250,65040,1.2,22.67,25.95,37.34,43.72,47160,53970,77660,90940,,131432960,6595170,193290,3144540
Michigan,2005,81370,3.5,27.5,26.68,57190,55500,0.9,19.7,23.18,31.26,34.59,40980,48210,65010,71940,,131432960,6595170,228600,4334870
Minnesota,2005,49390,2.4,29.09,28.58,60500,59440,1,20.75,24.2,33.5,38.22,43160,50340,69670,79490,,131432960,6595170,138810,2635370
Mississippi,2005,25970,5.7,23.3,22.31,48460,46400,0.9,15.91,18.94,26.75,32.36,33080,39400,55640,67300,,131432960,6595170,65450,1108540
Missouri,2005,53440,5.6,24.35,23.67,50650,49240,0.7,17.04,19.69,27.76,32.94,35450,40960,57730,68520,,131432960,6595170,155560,2663880
Montana,2005,7490,5.4,23.3,22.99,48460,47820,1.5,16.76,19.53,26.59,30.69,34870,40620,55300,63840,,131432960,6595170,21200,414650
Nebraska,2005,16460,1.9,24.04,23.03,50000,47890,1.1,17.57,19.62,27.23,32.53,36540,40810,56630,67650,,131432960,6595170,48620,895470
Nevada,2005,13980,4.9,28.68,28.99,59660,60310,1.4,21.31,24.64,33.14,36.02,44330,51250,68940,74920,,131432960,6595170,38830,1191640
New Hampshire,2005,12210,6.2,25.64,25.38,53340,52790,1.2,18.62,21.53,29.6,33.82,38720,44790,61560,70350,,131432960,6595170,31340,621560
New Jersey,2005,80940,3.6,30.32,30.05,63070,62510,0.7,21.87,25.33,34.57,40.94,45500,52690,71900,85150,,131432960,6595170,197410,3917310
New Mexico,2005,11170,8.1,26.15,26.26,54380,54630,1.1,18.35,21.83,30.9,34.04,38170,45400,64270,70790,,131432960,6595170,38810,763430
New York,2005,164370,1.9,30.29,29.54,63010,61450,1,19.75,23.96,36.15,43.02,41080,49830,75200,89470,,131432960,6595170,435660,8333460
North Carolina,2005,72130,3.5,24.99,24.14,51970,50200,0.7,18.4,20.63,27.62,32.81,38270,42920,57440,68250,,131432960,6595170,191430,3809690
North Dakota,2005,6740,9.8,23.13,22.1,48110,45980,1.4,17.12,19.18,25.95,29.55,35620,39890,53970,61460,,131432960,6595170,18210,328520
Ohio,2005,106600,2.1,25.55,24.9,53150,51790,0.6,18.92,21.85,27.86,33.21,39340,45450,57950,69080,,131432960,6595170,293370,5340280
Oklahoma,2005,24670,3.9,22.69,22.32,47200,46430,0.7,16.41,19.01,26.11,29.83,34130,39550,54310,62040,,131432960,6595170,81660,1455940
Oregon,2005,27970,4.6,28.98,29.11,60270,60550,0.8,22.05,24.93,32.99,35.98,45870,51860,68620,74830,,131432960,6595170,71710,1598780
Pennsylvania,2005,123650,2.9,25.98,25.54,54040,53110,0.8,18.26,21.49,30.37,34.89,37980,44690,63170,72560,,131432960,6595170,334010,5569310
Rhode Island,2005,10620,3.7,28.08,27.98,58400,58190,0.9,20.57,23.82,32.48,35.54,42780,49550,67550,73920,,131432960,6595170,28680,479810
South Carolina,2005,31160,5.3,25.03,24.23,52060,50410,1.5,17.67,20.34,28.15,33.37,36750,42300,58560,69410,,131432960,6595170,89270,1802740
South Dakota,2005,9040,1.4,22.84,21.7,47500,45130,1.9,15.8,18.57,26.06,30.87,32870,38630,54200,64220,,131432960,6595170,22210,373500
Tennessee,2005,52090,3.7,24.64,23.5,51250,48880,1.6,17.51,19.79,27.45,33.36,36420,41160,57090,69390,,131432960,6595170,151030,2686580
Texas,2005,149950,2.8,26.35,25.31,54810,52650,0.8,18.61,21.58,29.79,35.22,38700,44890,61950,73270,,131432960,6595170,444370,9424510
Utah,2005,15550,3.1,25.24,24.83,52490,51650,1.1,18.66,21.16,28.88,33.32,38820,44020,60060,69300,,131432960,6595170,48580,1099230
Vermont,2005,5560,4.7,24.07,23.58,50060,49050,1.1,17.97,20.14,26.93,31.74,37380,41890,56020,66020,,131432960,6595170,15480,297650
Virginia,2005,53850,2.7,26.19,25.24,54480,52490,1.1,17.82,20.89,30.37,35.5,37060,43460,63180,73850,,131432960,6595170,156330,3535500
Washington,2005,47930,4.3,29.91,29.23,62220,60790,1.9,20.29,24.07,34.82,41.37,42200,50070,72420,86060,,131432960,6595170,126490,2653320
West Virginia,2005,15640,5.5,23.24,21.51,48340,44730,1.7,16.16,18.74,25.97,31.47,33600,38970,54020,65450,,131432960,6595170,45470,697390
Wisconsin,2005,47380,2.9,26.47,25.98,55060,54030,0.5,19.79,22.79,30.11,33.98,41150,47410,62630,70670,,131432960,6595170,134360,2727430
Wyoming,2005,3940,4.3,23.18,22.68,48210,47170,1.5,16.8,19.26,26.6,31.01,34940,40050,55330,64500,,131432960,6595170,10550,251590
Guam,2005,490,5.2,23.12,21.79,48080,45330,1.4,15.79,18.89,27.24,33.26,32840,39300,56650,69180,,131432960,6595170,1500,55670
Puerto Rico,2005,14970,3.2,11.67,10.5,24270,21840,3.2,7.31,8.42,13.41,17.22,15200,17510,27890,35820,,131432960,6595170,45160,1026290
Virgin Islands,2005,410,1.9,21.63,21.27,44990,44240,2.1,15.23,17.38,25.3,27.86,31690,36150,52620,57950,,131432960,6595170,1140,43200
Alabama,2004,37410,3.2,22.04,21.23,45830,44160,1.1,14.78,17.88,25.48,28.82,30740,37180,52990,59950,,129199200,6405560,102370,1830360
Alaska,2004,4950,10.2,28.77,28.69,59830,59660,1.5,20.48,24.08,33.21,37.88,42600,50090,69070,78790,,129199200,6405560,12160,293130
Arizona,2004,32470,4.5,25.47,25.12,52980,52250,1.3,18.08,20.72,30.16,34.73,37600,43090,62740,72240,,129199200,6405560,97800,2313520
Arkansas,2004,20030,5.1,22.07,21.17,45900,44030,1.9,14.52,17.83,26.08,31.53,30200,37080,54240,65580,,129199200,6405560,62840,1125830
California,2004,223170,2.5,32.17,31.61,66920,65750,0.8,22.9,26.75,37.04,43.83,47640,55630,77050,91160,,129199200,6405560,583240,14534620
Colorado,2004,29710,4.1,25.88,25.6,53830,53240,1,18.46,21.85,30.11,34.21,38390,45450,62630,71150,,129199200,6405560,90400,2110640
Connecticut,2004,32370,3.1,28.86,28.21,60040,58680,1.3,21.01,24.25,33.14,37.94,43700,50450,68930,78920,,129199200,6405560,87220,1633350
Delaware,2004,7600,6.3,27.23,26.83,56650,55800,2,20.97,23.51,31.01,34.02,43610,48890,64510,70750,,129199200,6405560,20160,408270
District of Columbia,2004,7590,6.4,27.62,27.27,57440,56710,2.5,19.4,22.54,32.49,36.3,40360,46880,67580,75510,,129199200,6405560,26820,603130
Florida,2004,130410,2.4,24.38,23.8,50710,49500,0.7,17.95,20.19,27.58,33.01,37340,42000,57370,68660,,129199200,6405560,374940,7330880
Georgia,2004,59130,2.5,23.88,23.79,49680,49490,0.7,17.42,20.12,27.09,31.61,36230,41860,56340,65750,,129199200,6405560,169470,3806550
Hawaii,2004,7960,5,29.29,29.6,60920,61570,1.1,22.64,25.78,33.17,35.67,47080,53630,68990,74190,,129199200,6405560,22450,564850
Idaho,2004,10270,14.5,22.4,22.12,46600,46020,1.5,16.47,18.9,25.94,28.84,34250,39310,53950,59980,,129199200,6405560,26530,574270
Illinois,2004,100330,3.1,23.93,23.26,49770,48390,1,16.49,19.38,27.39,33.17,34300,40300,56970,68980,,129199200,6405560,286220,5719070
Indiana,2004,48810,2.5,22.55,22.02,46900,45800,1.1,15.82,18.92,25.91,29.56,32910,39350,53890,61490,,129199200,6405560,147260,2866350
Iowa,2004,29960,3.7,20.85,20.5,43370,42650,1.1,15.14,17.66,24.14,27.07,31480,36730,50200,56300,,129199200,6405560,70150,1423170
Kansas,2004,25800,5.9,22.11,21.48,45990,44680,1.5,15.67,18.42,25.62,29.64,32600,38310,53300,61650,,129199200,6405560,65960,1297710
Kentucky,2004,36430,2.3,23.1,22.52,48050,46830,1,16.54,19.09,26.55,31.03,34400,39710,55210,64550,,129199200,6405560,97820,1728300
Louisiana,2004,39140,2.8,23.47,22.93,48820,47690,0.9,16.83,19.48,26.8,31.47,35000,40520,55750,65460,,129199200,6405560,107740,1861000
Maine,2004,13340,2.1,24.49,24.12,50940,50170,1.6,17.96,20.36,27.9,32.85,37360,42350,58040,68330,,129199200,6405560,33190,595120
Maryland,2004,48630,3.2,31.12,31.31,64720,65120,1.6,20.45,25.3,37.49,42.56,42540,52620,77980,88530,,129199200,6405560,123690,2458140
Massachusetts,2004,75060,2.8,30.05,29.54,62490,61450,1.3,20.17,24.1,35.8,42.16,41960,50130,74460,87680,,129199200,6405560,184890,3125930
Michigan,2004,79320,3.6,26.11,25.36,54320,52740,1,18.72,21.93,28.9,33.95,38930,45620,60100,70610,,129199200,6405560,218630,4294310
Minnesota,2004,48220,2,27.47,27,57130,56160,1.1,19.58,22.99,31.96,35.43,40730,47810,66480,73690,,129199200,6405560,138550,2602230
Mississippi,2004,25800,5.1,22.44,21.3,46680,44290,1.1,15.29,18.16,25.67,30.59,31790,37780,53390,63630,,129199200,6405560,64530,1095450
Missouri,2004,53630,3.2,23.18,22.42,48220,46640,0.8,16.06,18.92,26.64,31.57,33400,39350,55420,65660,,129199200,6405560,147640,2630780
Montana,2004,7610,5.2,22.15,22.01,46070,45790,1.3,16.22,18.98,25.4,27.84,33740,39480,52840,57900,,129199200,6405560,20020,402930
Nebraska,2004,17340,2.8,22.92,22.24,47680,46260,1.3,16.37,18.9,26.26,30.36,34050,39320,54620,63150,,129199200,6405560,48120,883450
Nevada,2004,14170,4.5,27.65,27.72,57510,57660,1.3,20.29,23.76,32.09,34.88,42190,49420,66740,72540,,129199200,6405560,38000,1116860
New Hampshire,2004,11840,7.9,24.16,23.61,50250,49110,1.1,17.65,19.98,27.37,32.29,36700,41560,56940,67170,,129199200,6405560,29950,613090
New Jersey,2004,74540,3.7,28.76,28.35,59810,58960,0.9,20.19,23.95,33.55,39.15,41990,49820,69780,81430,,129199200,6405560,186440,3881440
New Mexico,2004,12150,6.2,24.85,24.53,51690,51010,1.2,17.95,20.58,28.44,33.36,37330,42810,59160,69390,,129199200,6405560,35980,755620
New York,2004,165800,2.2,29.17,28.45,60680,59170,1.1,18.72,22.93,34.99,42.15,38940,47690,72780,87670,,129199200,6405560,437020,8248470
North Carolina,2004,70630,3.7,23.83,23.21,49580,48270,0.6,17.89,19.9,26.72,31.02,37210,41400,55580,64520,,129199200,6405560,187750,3722700
North Dakota,2004,6430,10,21.82,20.89,45400,43450,1.3,15.73,18.29,24.61,28.01,32720,38040,51180,58260,,129199200,6405560,17400,318520
Ohio,2004,104910,2.2,24.31,23.97,50560,49860,0.7,18.19,20.64,26.96,31.43,37840,42930,56080,65370,,129199200,6405560,289000,5308970
Oklahoma,2004,22540,7.3,21.75,21.19,45230,44070,1.1,15.56,18.06,25.26,28.65,32370,37560,52540,59600,,129199200,6405560,76150,1421270
Oregon,2004,26130,5.8,27.11,26.94,56400,56040,1,19.77,23.25,31.3,34.61,41110,48360,65100,71990,,129199200,6405560,68290,1556470
Pennsylvania,2004,122070,3.1,25.37,24.74,52770,51450,0.9,17.83,20.68,29.08,34.16,37090,43010,60490,71060,,129199200,6405560,327080,5507880
Rhode Island,2004,10680,5,26.62,26.27,55360,54630,1,19.59,22.92,30.57,34.43,40750,47680,63590,71610,,129199200,6405560,28490,480420
South Carolina,2004,30120,3.3,24.36,23.6,50660,49080,1.2,17.06,19.73,27.73,33.36,35480,41030,57670,69390,,129199200,6405560,88400,1772760
South Dakota,2004,8960,1.8,21.83,20.73,45410,43110,2.2,15.43,17.91,24.82,28.98,32100,37260,51620,60280,,129199200,6405560,21620,368100
Tennessee,2004,52220,6,23.3,22.4,48460,46580,1.7,16.36,19.04,26.29,30.49,34020,39600,54680,63430,,129199200,6405560,149080,2634450
Texas,2004,143630,3.5,25.32,24.53,52670,51030,0.8,18.23,20.83,28.34,34.21,37920,43330,58950,71150,,129199200,6405560,427140,9299360
Utah,2004,13790,4.3,24.35,24,50650,49920,1.2,18.2,20.39,27.89,32.87,37850,42410,58010,68360,,129199200,6405560,45530,1059720
Vermont,2004,5700,3.8,22.94,22.35,47720,46490,1.1,17.02,19.19,25.95,29.72,35400,39920,53980,61810,,129199200,6405560,15480,293650
Virginia,2004,53970,4.7,24.62,23.74,51200,49370,1,17.54,19.97,28.17,33.97,36470,41540,58600,70670,,129199200,6405560,150890,3451890
Washington,2004,44290,3.8,28.17,27.93,58600,58080,0.9,19.9,23.37,33.01,37.26,41390,48620,68650,77510,,129199200,6405560,122060,2583080
West Virginia,2004,15380,5.6,22.54,21.04,46890,43760,1.9,15.46,18.16,25.32,29.91,32160,37770,52670,62220,,129199200,6405560,44180,685110
Wisconsin,2004,45880,3.1,25.26,24.91,52550,51820,0.6,18.9,21.56,28.44,33.05,39320,44850,59150,68740,,129199200,6405560,132100,2689160
Wyoming,2004,3660,4.7,21.8,21.36,45340,44440,1.5,15.18,18.22,25.56,28.86,31570,37900,53160,60040,,129199200,6405560,10580,245050
Guam,2004,490,3.8,22.82,21.45,47460,44610,2.4,16.18,18.64,26.78,32.51,33650,38780,55690,67620,,129199200,6405560,1450,55800
Puerto Rico,2004,14510,2.8,11.13,10.02,23140,20850,3.5,7.25,8.27,12.52,16.35,15090,17210,26040,34000,,129199200,6405560,43280,973460
Virgin Islands,2004,470,0.8,20.03,19.36,41670,40270,1.4,15.17,16.61,22.85,26.33,31550,34550,47530,54770,,129199200,6405560,1410,42560
Alabama,2016,47440,2.3,27.36,26.68,56900,55500,0.6,19.96,22.49,31.02,36.94,41520,46780,64520,76840,1.22,141382280,8372570,128740,1912990
Alaska,2016,5570,3.4,41.56,41.01,86450,85300,1.9,29.81,34.33,48.29,56.47,62000,71400,100450,117450,0.85,141382280,8372570,16510,323500
Arizona,2016,52610,3.8,35.31,34.94,73430,72680,0.9,25.32,29.24,41.07,47.49,52660,60820,85430,98790,0.97,141382280,8372570,151640,2652990
Arkansas,2016,23380,4.4,27.71,27.26,57630,56700,1.2,19.89,22.79,31.86,36.97,41370,47400,66270,76900,0.96,141382280,8372570,77150,1191320
California,2016,274650,1.9,48.92,48.3,101750,100460,1,30.51,37.89,59.91,71.85,63450,78810,124620,149440,0.85,141382280,8372570,799030,15966580
Colorado,2016,47590,4.1,33.92,33.05,70550,68750,0.7,25.16,27.98,38.86,46.19,52330,58210,80820,96080,0.93,141382280,8372570,136200,2507680
Connecticut,2016,32930,7.8,37.63,37.33,78270,77650,1.1,26.7,31.97,44.18,48.91,55530,66500,91890,101740,0.97,141382280,8372570,101950,1666280
Delaware,2016,11320,10.5,34.05,33.32,70820,69310,1.3,25.89,28.51,38.27,45.43,53850,59290,79600,94490,1.26,141382280,8372570,30160,440760
District of Columbia,2016,10320,2.7,38.7,38.47,80500,80010,1.5,26.87,31.03,45.96,50.88,55890,64540,95600,105820,0.72,141382280,8372570,30660,702380
Florida,2016,174710,2.2,31.07,30.15,64630,62720,0.5,22.38,26.18,35.83,40.09,46550,54450,74520,83390,1.04,141382280,8372570,512580,8222030
Georgia,2016,73330,3.4,31.13,30.93,64750,64340,0.8,21.71,26.12,36.3,40.04,45160,54340,75500,83290,0.86,141382280,8372570,236230,4214410
Hawaii,2016,11300,6.2,42.75,43.76,88910,91020,1.9,28.64,35.6,50.26,57.94,59570,74050,104530,120510,0.88,141382280,8372570,31190,632120
Idaho,2016,12330,5,30.04,29.9,62470,62190,1.3,21.48,25.78,35.15,38.56,44680,53620,73120,80200,0.91,141382280,8372570,36020,663490
