ref,company_manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,ingredients,most_memorable_characteristics,rating
1768,Belyzium,Germany,2016,Belize,Belize south,83%,"3- B,S,C","balanced, complex, berry",3.5
2246,Benns,Singapore,2018,Vietnam,Vung Tau,72%,"4- B,S,C,L","gummy, roasty, fatty",3
2246,Benns,Singapore,2018,India,"Anamalai, 2018 harvest",72%,"4- B,S,C,L","gummy, fatty, sour",3
2246,Benns,Singapore,2018,Malaysia,"Sungai Ruan, Koh Farm",72%,"4- B,S,C,L","off aroma, smokey, off note",3
773,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",72%,"3- B,S,C","intense,red berry,strawberry",3.75
757,Benoit Nihant,Belgium,2011,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",72%,"3- B,S,C","smokey, raspberries, cocoa",4
1141,Benoit Nihant,Belgium,2013,Cuba,Baracoa,74%,"3- B,S,C","tobacco, dairy, sour",3.5
1141,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74%,"3- B,S,C","nutty, roasty, dairy",3.5
1141,Benoit Nihant,Belgium,2013,Venezuela,Chuao,74%,"3- B,S,C","mocha, intense, sweet",3.5
1141,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,73%,"3- B,S,C",cinamon and nutmeg,4
797,Bernachon,France,2012,Blend,Nature,55%,"5- B,S,C,V,L","sweet, vanilla, cocoa",2.75
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70%,"3- B,S,C","creamy, macadamia, pepper",3.25
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74%,"3- B,S,C","nutty, light toffee, mild musty",3.25
508,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64%,"3- B,S,C","ham-like, smokey, banana",3.5
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72%,"3- B,S,C","dark cocoa, spicy pepper",3.5
636,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64%,"3- B,S,C","chunky, nutty, banana",3
636,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88%,"3- B,S,C","bitter then nutty rustic, earthy",3
636,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72%,"3- B,S,C","creamy, banana, rich",3.5
636,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72%,"3- B,S,C","creamy, nutty, cocoa",4
1482,Bisou,U.S.A.,2015,Nicaragua,"Nicaragua, American style",76%,"2- B,S","bitter, molasses, flour",2.5
1486,Bisou,U.S.A.,2015,Costa Rica,"San Andres, American style",76%,"2- B,S","molasses, metallic, earthy",2.5
1486,Bisou,U.S.A.,2015,Costa Rica,"San Andres, silk",78%,"4- B,S,C,V","sour, tart, molasses",2.5
1486,Bisou,U.S.A.,2015,Belize,Belize,86%,"4- B,S,C,V","mild bitter, diluted, vanilla",3.25
2088,Bitacora,Venezuela,2018,Venezuela,Merida,70%,"4- B,S,C,L","gritty, spicy, earthy",3
2088,Bitacora,Venezuela,2018,Venezuela,Carabobo,70%,"4- B,S,C,L","fatty, bland, nutty",3
2084,Bitacora,Venezuela,2018,Venezuela,Aragua,70%,"4- B,S,C,L","smooth texture, earthy, nutty",3.5
233,Bittersweet Origins,U.S.A.,2008,Madagascar,Sambirano,71%,"2- B,S","rich cocoa, red berry, sour",3
256,Bittersweet Origins,U.S.A.,2008,Ghana,Ankasa,70%,"2- B,S","nutmeg, sour",3
233,Bittersweet Origins,U.S.A.,2008,Panama,Bocas del Toro,75%,"2- B,S","intense, rum, tea",3.5
233,Bittersweet Origins,U.S.A.,2008,Dominican Republic,Puerto Plata,68%,"2- B,S","nutty, astringent",3.75
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,75%,"2- B,S","chalky, strong, harsh smoke",3
423,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,75%,"2- B,S","rustic, red berry, woody",3.25
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,65%,"2- B,S","intense marshmallow, cocoa",3.5
431,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,65%,"2- B,S",chocolate covered cherries,3.5
558,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",65%,"2- B,S","pastey, off spicey, nutty",2.75
565,Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",70%,"2- B,S","red berry, strong wine, sour",3
565,Bittersweet Origins,U.S.A.,2010,Venezuela,"Ocumare, prototype",78%,"2- B,S","nutty, mild bitter",3
478,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",75%,"2- B,S","dry, cardamom, medicinal",3.25
502,Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70%,"2- B,S","robust, cocoa, fruity",3.75
963,Bittersweet Origins,U.S.A.,2012,Ghana,Ghana,72%,"3- B,S,C","roasted nuts, rich, roasty",3.5
2108,Bixby,U.S.A.,2018,Haiti,Haiti,70%,"2- B,S","floral, molasses, chemical",3
2114,Bixby,U.S.A.,2018,Guatemala,Guatemala,70%,"2- B,S","molasses, earthy, spicy",3
2114,Bixby,U.S.A.,2018,Dominican Republic,Dominican Republic,70%,"2- B,S","sweet, sour milk",3.25
2422,Bixby,U.S.A.,2019,Belize,Belize,70%,"2- B,S","off, rubbery, burnt molasses",2.75
256,Black Mountain,U.S.A.,2008,Dominican Republic,La Red,70%,"3- B,S,C","unrefined, fruity",2.75
256,Black Mountain,U.S.A.,2008,Venezuela,Carenero Superior,70%,"3- B,S,C","sweet grass, muted spice",2.75
256,Black Mountain,U.S.A.,2008,Nicaragua,Matiguas,70%,"3- B,S,C","rich, leather, woodsy",3
2574,Black Mountain,U.S.A.,2021,Dominican Republic,"""Cocoa Nibs"", Hispaniola w/ nibs",70%,"4- B,S,C,L","bright fruit, crisp nibs, cocoa",3.75
1331,Black River (A. Morin),U.K.,2014,Jamaica,Blue Mountain Region,70%,"4- B,S,C,L","fatty, nutty",2.75
2590,Black Sheep,U.S.A.,2021,Colombia,"Sierra Nevada, batch 92",72%,"3- B,S,C","burnt caramel, cocoa, floral",3.25
2590,Black Sheep,U.S.A.,2021,Belize,"Maya Mountain, batch 98",72%,"3- B,S,C",honey with subtle tobacco,3.25
322,Blanxart,Spain,2009,Blend,Organic Dark,72%,"4- B,S,C,V","oily, flat, woody, sour",2.75
1046,Blanxart,Spain,2013,Congo,"Congo, Grand Cru",82%,"4- B,S,C,V","complex, fruity, mild bitter",3.5
911,Blue Bandana,U.S.A.,2012,Guatemala,Guatemala,70%,"3- B,S,C","chewy, complex,black pepper",3.5
911,Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,70%,"3- B,S,C","gritty, tart red berry,powerful",3.75
1752,Blue Bandana,U.S.A.,2016,Guatemala,Lachua,75%,"2- B,S","roasty, coffee, earthy",2.75
1756,Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,75%,"2- B,S","astringent, sour, coffee",3
1740,Blue Bandana,U.S.A.,2016,Madagascar,"Akesson's E., Sambirano V.",82%,"2- B,S","sandy, tart, sour, sweet",3.5
1752,Blue Bandana,U.S.A.,2016,Tanzania,Kokoa Kamili,75%,"2- B,S","bready, melon",3.5
1996,Boho,U.S.A.,2017,Belize,Maya Mtn,70%,"3- B,S,C",pungent off flavor,2.75
2290,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68%,"2- B,S","sweet, dirty, off notes",2.5
2290,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72%,"2- B,S","sweet, fruit, chemical off note",2.75
2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74%,"2- B,S","grassy, savory, sour",3.25
81,Bonnat,France,2006,Blend,One Hundred,100%,,"acidic, bitter, dry",1.5
81,Bonnat,France,2006,Sri Lanka,Ceylan,75%,"3- B,S,C","vegetal, dominant tobacco",3
24,Bonnat,France,2006,Blend,"Carribean, Trinite",75%,"3- B,S,C","spice, woodsy, long lasting",3.75
32,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75%,"3- B,S,C","sandy, creamy, berry",3.75
75,Bonnat,France,2006,Madagascar,Madagascar,75%,"3- B,S,C","mellow, tart, coffee",3.75
48,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75%,"3- B,S,C","creamy, fatty, floral",4
81,Bonnat,France,2006,Venezuela,Chuao,75%,"3- B,S,C","creamy, coconut, tang",4
123,Bonnat,France,2007,Ecuador,Equateur,75%,"3- B,S,C","dry, floral, bitter",2.5
199,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75%,"3- B,S,C","creamy, strawberry, nutty",4
336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75%,"3- B,S,C","flat, bread, earthy",2.75
331,Bonnat,France,2009,Ivory Coast,Ivory Coast,75%,"3- B,S,C","oily, intense cocoa, sl. Burnt",3
336,Bonnat,France,2009,Mexico,"Porcelana, Tabasco,  Marfil de Blanco",75%,"3- B,S,C","mild bitter, nut, possible mold",3
395,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75%,"3- B,S,C","fatty, roasty, earthy",3
761,Bonnat,France,2011,Jamaica,Jamaique,75%,"3- B,S,C","oily, creamy, woody",3.25
629,Bonnat,France,2011,Cuba,Cuba,75%,"3- B,S,C","fatty, raisin, grape",3.5
629,Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75%,"3- B,S,C","roasty, woody, mint",3.5
629,Bonnat,France,2011,Peru,Piura Blanco,75%,"3- B,S,C","creamy, cocoa, smokey",3.5
672,Bonnat,France,2011,Brazil,Juliana,75%,"3- B,S,C","oily,fatty, rich, nutty",3.5
629,Bonnat,France,2011,Brazil,Libanio,75%,"3- B,S,C","chunky, very grassy, mild mint",3.75
629,Bonnat,France,2011,Haiti,Haiti,75%,"3- B,S,C","grassy, black pepper",4
629,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75%,"3- B,S,C","fatty, spicy, gentle roast",4
1042,Bonnat,France,2013,Gabon,Gabon,75%,"3- B,S,C","fatty, roasty, black pepper",3.25
1038,Bonnat,France,2013,Brazil,Maragnam,75%,"3- B,S,C","oily, roasted nuts, rich cocoa",3.5
1418,Bonnat,France,2014,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",75%,"3- B,S,C","roasty, tobacco, earthy",3.25
1418,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65%,"3- B,S,C","complex, brownie,mint, spice",3.75
1339,Bonnat,France,2014,Brazil,Kaori,75%,"3- B,S,C","creamy, homey, nutty",4
1912,Bonnat,France,2016,Mexico,Selva Maya,75%,"3- B,S,C","heavy roast, fatty, gateway",3.5
2246,Bonnat,France,2018,Peru,Madre de Dios,75%,"3- B,S,C","oily, subtle, mild coffee",4
2250,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75%,"3- B,S,C","creamy, rich, complex",4
2554,Bonnat,France,2021,Nicaragua,"El Castillero, Indio Maiz",75%,"3- B,S,C","bold, woody, nut, roasty, creamy",3.75
341,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",100%,,"cardboard, very bitter, floral",1.5
316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77%,"2- B,S","sticky, lavendar, molasses",3.25
1267,Bowler Man,U.S.A.,2014,Belize,Maya Mountain,70%,,"sandy, vanilla, candy-like",2.75
1271,Bowler Man,U.S.A.,2014,Dominican Republic,Conacado,70%,,"gritty, sweet, mild coffee",2.75
2254,Brasstown,U.S.A.,2018,Ecuador,Esmeraldas,75%,"3- B,S,C","balanced, floral, honey",3.5
2194,Brasstown,U.S.A.,2018,Peru,Ucayali,70%,"3- B,S,C","sweet, rich mocha, acidic",3.75
2096,Brasstown,U.S.A.,2018,Bolivia,"Wild Bolivia, Sucre",70%,"3- B,S,C","nuts, fruit",4
2542,Brasstown,U.S.A.,2021,Tanzania,Kokoa Kamili,62%,"3- B,S,C","very sweet, melon, caramel",3
1125,Brasstown aka It's Chocolate,U.S.A.,2013,Dominican Republic,Cooproagro,72%,"5- B,S,C,V,L","oily, vanilla, caramel, dairy",3
1125,Brasstown aka It's Chocolate,U.S.A.,2013,Ecuador,"Camino Verde, Guayas",70%,"5- B,S,C,V,L","intense, alocohol, floral",3.25
1129,Brasstown aka It's Chocolate,U.S.A.,2013,Ghana,"Ghana, batch 021813",75%,"5- B,S,C,V,L","fatty, brownie, nutty",3.5
1129,Brasstown aka It's Chocolate,U.S.A.,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",85%,"5- B,S,C,V,L","intense, cooked banana",3.5
1255,Brasstown aka It's Chocolate,U.S.A.,2014,Belize,Maya Mountain,70%,"3- B,S,C","intense, cocoa, complex",3.75
1355,Brasstown aka It's Chocolate,U.S.A.,2014,Venezuela,Chuao,70%,"3- B,S,C","intense, raisins, roasty",4
1462,Brasstown aka It's Chocolate,U.S.A.,2015,Dominican Republic,"Conacado, batch 001515",68%,"3- B,S,C","complex, brownie, lime, rich",3.75
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov.",70%,"3- B,S,C","nutty, slight hammy, rich",3.5
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Nicaragua,"O'payo, Waslala",70%,"3- B,S,C","simple, rich cocoa",3.75
1980,Brasstown aka It's Chocolate,U.S.A.,2017,Dominican Republic,Elvesia P.,70%,"3- B,S,C","earthy, cherries",3.25
1984,Brasstown aka It's Chocolate,U.S.A.,2017,Ecuador,Manabi,75%,"3- B,S,C","sandy, floral, honey",3.75
1518,Brazen,U.S.A.,2015,Madagascar,Ambolikapiky P.,80%,"3- B,S,C","bitter, tart, acidic",2.75
1514,Brazen,U.S.A.,2015,Dominican Republic,Elvesia P.,60%,"3- B,S,C","roasty, sweet, brownie",3
1514,Brazen,U.S.A.,2015,Dominican Republic,Elvesia P.,80%,"3- B,S,C","bitter, dark berry, fatty",3.25
1518,Brazen,U.S.A.,2015,Belize,Maya Mountain,80%,"3- B,S,C","mild smoke, raisins, coffee",3.25
1518,Brazen,U.S.A.,2015,Madagascar,Ambolikapkly P.,60%,"3- B,S,C","citrus, sweet, cocoa",3.25
1514,Brazen,U.S.A.,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70%,"2- B,S","tart, tea, leather, sour",3.5
1149,Breeze Mill,U.S.A.,2013,Jamaica,Jamaica,70%,"4- B,S,C,V","chalky, sandy, tart, bland",3
1235,Bright,Australia,2014,Trinidad,Gran Couva,68%,"3- B,S,C","fatty, sweet, metallic",2.75
1231,Bright,Australia,2014,Madagascar,Somia Plantation,72%,"3- B,S,C","sweet, mild molasses, bland",3
1231,Bright,Australia,2014,Dominican Republic,Marabel Farms,70%,"3- B,S,C","spicy, black pepper, banana",3.5
1231,Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72%,"3- B,S,C","floral, banana",3.5
1638,Britarev,Russia,2015,Ecuador,Ecuador,70%,"2- B,S","powdery, floral, molasses",3.25
1181,Bronx Grrl Chocolate,U.S.A.,2013,Dominican Republic,Dominican Republic,68%,"3- B,S,C","gritty, sweet, brownie",2.75
2052,Bullion,U.K.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70%,"3- B,S,C","dirt, earthy, floral",2.5
2052,Bullion,U.K.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70%,"3- B,S,C",roasty and under refined,3
1323,Burnt Fork Bend,U.S.A.,2014,Ecuador,"Ecuador, Bob Bar",60%,"3- B,S,C","sweet, sour dairy",2.5
1299,Burnt Fork Bend,U.S.A.,2014,Trinidad,"Trinidad, batch 05050114",72%,"3- B,S,C","high roast, coffee, spicy",3.25
1303,Burnt Fork Bend,U.S.A.,2014,Belize,Belize,72%,"3- B,S,C","roasty, fruit, mild metallic",3.25
1303,Burnt Fork Bend,U.S.A.,2014,Blend,Blend,72%,"3- B,S,C","coffee, high roast, spicy",3.25
1299,Burnt Fork Bend,U.S.A.,2014,Ecuador,"Mindo, batch 01040914",72%,"3- B,S,C","floral, mild citrus, orange",3.5
2314,By Cacao,South Korea,2019,Ecuador,Ecuador,70%,"2- B,S","smokey, sour",3
2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70%,"2- B,S*","molasses, sour notes",3.25
2274,Cacai Cacao,Taiwan,2019,Philippines,Davao,70%,"2- B,S*",base cocoa w/ palm notes,3.5
2330,Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70%,"4- B,S,C,L","off pungent, grassy, melon",3
2266,Cacao 70,Canada,2019,Guatemala,Asochivite,70%,"4- B,S,C,L","vegetal, unique",3.5
2266,Cacao 70,Canada,2019,Bolivia,Beniano,70%,"4- B,S,C,L",subtle but refreshing,3.75
1606,Cacao Arabuco,Puerto Rico,2015,Puerto Rico,Puerto Rico,70%,"2- B,S","dirt, floral, sweet",2.5
600,Cacao Atlanta,U.S.A.,2010,Venezuela,Patanemo,75%,"2- B,S","over roasted, bitter, nutty",2.25
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,"Dominican Republic, ""Love Bar""",75%,"2- B,S","oily, buttery, intense",2.5
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,Dominican Republic w/ nibs,75%,"2- B,S","creamy, burnt wood",2.75
1215,Cacao Atlanta,U.S.A.,2014,Peru,Tumbes,75%,"2- B,S","roasty, almost burnt, intense",2.5
141,Cacao Barry,France,2007,Venezuela,Venezuela,72%,"5- B,S,C,V,L","sandy, dairy, cocoa",2
147,Cacao Barry,France,2007,Mexico,Mexico,66%,"5- B,S,C,V,L","creamy, woody, cocoa",3
300,Cacao Barry,France,2008,Tanzania,Tanzania,75%,"5- B,S,C,V,L","dry, flat flavor, astringent",2
586,Cacao Barry,France,2010,Dominican Republic,Santo Domingo,70%,"5- B,S,C,V,L","spice, fruit medley, roasty",3
1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,65%,"5- B,S,C,V,L","gritty, sweet, citrus",3.5
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72%,"2- B,S","light color, dirty, musty",2.5
2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72%,"2- B,S","light color, dirty, astringent",3
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72%,"2- B,S","light color, creamy, hazelnut",3.75
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75%,"2- B,S","intense, earthy, fuel",2.5
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74%,"2- B,S","nutty, intense, leathery",3.25
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75%,"2- B,S","bright fruit, strawberry",3.5
1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70%,"2- B,S","fruity, nutty, brownie",3.75
1668,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74%,"2- B,S","intense, black licorice, nutty",3.25
1692,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75%,"2- B,S","spicy, nutty, ends sour",3.25
1688,Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77%,"2- B,S","assertive, fruity, acidic",3.5
2238,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75%,"2- B,S","sandy, chalky, earthy",2.75
2278,Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75%,"2- B,S","high astringent, sandy, grass",2.5
2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70%,"2- B,S","raspberry, dirty, sour",3
2076,Cacao Gonzales,U.S.A.,2018,Venezuela,Chuao,70%,"2- B,S","poor texture, earthy",3
1434,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69%,"4- B,S,C,L","green, vegetal, soil, fuel",2.75
1434,Cacao Hunters,Colombia,2014,Colombia,Arauca,70%,"4- B,S,C,L","intense, spice",3.25
1430,Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64%,"4- B,S,C,L","intense, marshmallow, fruit",3.5
1430,Cacao Hunters,Colombia,2014,Colombia,Tumaco,70%,"4- B,S,C,L","earthy, woody, smoke",3.5
1662,Cacao Hunters,Colombia,2015,Colombia,Arhuacos,72%,"3- B,S,C","rich, nutty, acidic",3.75
1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,71%,"3- B,S,C","distinct, short, dried fruit",3.75
1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74%,"3- B,S,C","mild cocoa, astringent",3.75
1860,Cacao Market,U.S.A.,2016,Honduras,"Jutiapa, lot 050916D",70%,"4- B,S,C,L","deep cocoa, fatty, dairy",3.5
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republicm, rustic",72%,"2- B,S","rustic, sweet, one dimensional",3
647,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republic, rustic",65%,"2- B,S","rustic, gritty, sweet, fruit",3.25
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,Dominican Republic,66%,"2- B,S","creamy,blueberry,black pepper",3.75
991,Cacao Prieto,U.S.A.,2012,Dominican Republic,"Criollo, Dominican Republic",72%,"2- B,S","oily, cherry, rich cocoa",3.75
336,Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco,  La Joya",70%,"4- B,S,C,L",distinct lemon,4
346,Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70%,"4- B,S,C,L","creamy, nutty, banana, rich",4
537,Cacao Sampaka,Spain,2010,Grenada,Grenada,71%,"4- B,S,C,L","silky, ""Andes"" mint, off nutty",3.25
508,Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71%,"4- B,S,C,L","creamy, earthy, dark roast",3.5
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71%,"4- B,S,C,L","gritty, fudge-like, nutty",3.5
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,77%,"4- B,S,C,L","intense, roasty, rich cocoa",3.5
523,Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71%,"4- B,S,C,L","creamy, mild spice, hazelnut",3.75
523,Cacao Sampaka,Spain,2010,Papua New Guinea,Papua,71%,"4- B,S,C,L","creamy, mild spice, cocoa",4
1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70%,"4- B,S,C,L","rich, cherries, acidic",3.5
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",72%,"4- B,S,C,V","cocoa butter dominates, cocoa",2.75
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Peru,Ucayali,72%,"4- B,S,C,V","intense,sweet,vanilla dominate",2.75
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Ecuador,Costa Esmeraldas,72%,"4- B,S,C,V","cocoa base, sweet, earthy",3
1684,Cacao Store,Japan,2015,Madagascar,Madagascar,70%,"2- B,S","sour milk, off, late tart",3
1684,Cacao Store,Japan,2015,Peru,Peru,70%,"2- B,S","dried fruit, sour, nutella",3.25
1684,Cacao Store,Japan,2015,Vietnam,Vietnam,70%,"2- B,S","balanced, dairy, spicy",3.5
2084,Cacaodada,South Korea,2018,Ghana,Ghana,70%,,"high astringent, earthy",3
2084,Cacaodada,South Korea,2018,Dominican Republic,Dominican Republic,70%,,"creamy, complex, astingent",3.25
2084,Cacaodada,South Korea,2018,Ecuador,Ecuador,70%,,"floral, rum",3.5
2610,Cacaosuyo,Peru,2021,Peru,Chuncho-Cuzco,70%,"2- B,S","herbal, cocoa tea",3.5
2614,Cacaosuyo,Peru,2021,Peru,"Lakuna, Amazonas, silvestre",70%,"2- B,S","complex, floral, spicy, fruit",3.5
2614,Cacaosuyo,Peru,2021,Peru,Cuzco,80%,"2- B,S","smooth, slow, mild grape",3.5
2610,Cacaosuyo,Peru,2021,Peru,Piura Select,70%,"2- B,S",chocolate and grapes,4
259,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Pichincha,91%,"4- B,S,C,L","klingy, hint of fruit, very bitter",1.5
245,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Bolivar,82%,"4- B,S,C,L","cloying, fatty, bitter",2.5
237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Amazonia,63%,"4- B,S,C,L","sandy, sweet, bold citrus",3.5
237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,71%,"4- B,S,C,L","dry, spicy, fruity",3.5
141,Callebaut,Belgium,2007,Ecuador,Baking,70%,,"bitter, cocoa",1
296,Callebaut,Belgium,2008,Grenada,Grenade,60%,,"sweet, metallic, vanilla",2.75
749,C-Amaro,Italy,2011,Sao Tome,Sao Tome,78%,"2- B,S",burnt up front,2.25
765,C-Amaro,Italy,2011,Trinidad,Trinidad,70%,"2- B,S","burnt coffee, fatty",2.5
809,C-Amaro,Italy,2012,Venezuela,Venezuela,80%,"2- B,S","nutty, ashey, coffee",3
1185,C-Amaro,Italy,2013,Ecuador,Ecuador,100%,1- B,"fatty, controlled bitter, fruit",3.5
1442,C-Amaro,Italy,2014,Cuba,Cuba,75%,"2- B,S","intense, ashey, earthen",2.5
1442,C-Amaro,Italy,2014,Dominican Republic,Dominican Republic,72%,"2- B,S","intense, fatty, brownie",3
1442,C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70%,"2- B,S","oily surface, berry, cream",3.5
1804,Cao,U.S.A.,2016,Venezuela,Porcelana,75%,"3- B,S,C","nutty, burnt, fuel",2.5
1804,Cao,U.S.A.,2016,Tanzania,Tanzania,73%,"3- B,S,C","sweet, acidic, fatty",2.75
1804,Cao,U.S.A.,2016,Venezuela,"Porcelana, Batch 5163",70%,"3- B,S,C",strong nutty with off notes,3
1808,Cao,U.S.A.,2016,Bolivia,Bolivia,75%,"3- B,S,C","sandy, bold, cherry",3
1808,Cao,U.S.A.,2016,Brazil,Brazil,70%,"3- B,S,C","dairy, chocolate, mild fruit",3.25
2558,Caofiori,Colombia,2021,Colombia,Arauca,70%,"4- B,S,C,L","spice, oats, nutty, fatty",3.25
2558,Caofiori,Colombia,2021,Colombia,Tumaco,70%,"4- B,S,C,L","spice, honey, fatty",3.25
2558,Caofiori,Colombia,2021,Colombia,Choco,70%,"4- B,S,C,L","single note of cocoa, fatty",3.5
2558,Caofiori,Colombia,2021,Colombia,Meta,70%,"4- B,S,C,L","cocoa base, fruit, creamy",3.75
237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,77%,"4- B,S,C,L","grainy, intense, bitter",2
237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,77%,"4- B,S,C,L","perfume, chemical off note",2.5
245,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,77%,"4- B,S,C,L","crumbly, cinamon",2.75
266,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,55%,"4- B,S,C,L","sweet, floral, yogurt",3
269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,55%,"4- B,S,C,L","sticky, sweet, grassy",3.25
