name,contact_name,contact_url,description,title,provider_name,service_name,license_name,license_url,terms_of_service
We welcome your feedback, ideas and suggestions. We really want to make your life easier, so if we’re falling short or should be doing something different, we want to hear about it. Send us an email at [hi@journy.io](mailto:hi@journy.io) or reach out via the chat on our website or on our platform.

There are multiple ways you can send us data about users and accounts. We have both frontend and backend APIs, which can be used together at the same time.

If you already use [Segment](https://segment.com/), you can [get up and running with journy.io in seconds](https://help.journy.io/en/articles/6488307-the-segment-connector).

# Concepts

## Users

The most basic entity is a user, a specific individual that completed an interaction with your product.

We support multiple types of users, often differentiated by it's external ID prefix. E.g. In the case you are building an ordering app, there could easily be an administrator (who updates products and checks for orders) and the end-customers who place orders. One could have a typical ADM-XXXXXXXX ID, while the other would be referenced by USR-XXXXXXXXX.

## Accounts

In B2B SaaS, users can be part of multiple accounts. E.g. Imagine you're building a content scheduling app where an agency can manage the social media posts of their clients. Each client of the agency has its own account in the product.

If your app doesn't have the concept of a team or group of users, you can ignore accounts.

## Events

An event is a data point that represents an interaction between a user and/or an account; and your product. Events can represents any range of interactions. E.g. Every time a customer creates an invoice in an invoicing app. Actions like creating an invoice can be tracked as an event in journy.io.

It's critical to track events properly. You'll need to provide either an account ID, or a user ID, or both; when tracking an event. E.g. If a user updates his personal settings, you can omit the account ID as the event would not be related to any account. In a same logic, an account could get a 'suspend account' event (with account ID) from an internal process, whereas no user would be associated. In most cases, events will be associated to both 1 user and 1 account.

You can optionally pass extra details as metadata (e.g. amount of the invoice). This gets particarly powerfull when creating computed properties on those event metadata. E.g. Our above ordering app could send journy.io 'Place Order' events with metadata 'price', on which journy.io very easily would compute a total order value (for each account) for the last 30 days.

💡 Metadata does not update the properties of a user or account.

# Frontend vs backend

The best implementations we see employ a hybrid approach to maximize data quality while maintaining the flexibility to easily collect the data they need.

We recommend using our JavaScript snippet to track screen views and our backend API to sync users, sync accounts and track events.

When evaluating how to track a particular event, we suggest starting with server-side and only use frontend if it's not possible to collect purely server-side. This can be the case if you need to track interactions with your product that don't result in any natural server requests (such as a button click that opens a modal).

# Frontend

## Setup

💡 You can find the JavaScript snippet in the website settings in the connections view.

Copy the JavaScript snippet and place it in the head or body of your application.

The snippet automatically calls `journy(""init"", { ... })` and `journy(""pageview"")`.

## Identify user

💡 A user ID should be a robust, static, unique identifier that you recognize a user by in your own systems. Because these IDs are consistent across a customer’s lifetime, you should include a user ID in identify calls as often as you can. Ideally, the user ID should be a database ID.

💡 journy.io does not recommend using simple email addresses or usernames as user ID, as these can change over time. journy.io recommends that you use static IDs instead, so the IDs never change. When you use a static ID, you can still recognize the user in your analytics tools, even if the user changes their email address.

💡 The properties `full_name`, `first_name`, `last_name`, `phone` and `registered_at` will be used for creating contacts in destinations like Intercom, HubSpot, Salesforce, ...

`journy(""identify"")` allows you to identify the user that is currently using your product.

```ts
journy(""identify"", {
  // Email or user ID is required
  email: ""john.doe@acme.com"",
  // Unique identifier for the user in your database
  userId: ""20"",

  // Optional
  // Hash of the user ID using a backend secret
  // You can find the secret in the website settings
  // Recommended to prevent spoofing
  verification: ""hash"",

  // Optional
  properties: {
    full_name: ""John Doe"",
    // or
    first_name: ""John"",
    last_name: ""Doe"",

    phone: ""123"",
    registered_at: new Date(/* ... */),
    is_admin: true,
    key_with_empty_value: """",
    this_property_will_be_deleted: null,
  },
});
```

## Identify account

💡 An account ID should be a robust, static, unique identifier that you recognize an account by in your own systems. Ideally, the account ID should be a database ID.

💡 The properties `name`, `mrr`, `plan` and `registered_at` will be used to create companies in destinations like Intercom, HubSpot, Salesforce, ...

`journy(""account"")` allows you to identify the business account (i.e. organization) using your product.

```ts
journy(""account"", {
  // Required
  // Unique identifier for the account in your database
  accountId: ""30"",

  // Optional
  // Hash of the account ID using a backend secret
  // You can find the secret in the website settings
  // Recommended to prevent spoofing
  verification: ""hash"",

  // Optional
  properties: {
    name: ""ACME, Inc"",
    mrr: 399,
    plan: ""Pro"",
    registered_at: new Date(/* ... */),
    is_paying: true,
    key_with_empty_value: """",
    this_property_will_be_deleted: null,
  },
});
```

## Send page view

💡 In applications, we advise you to use screen views instead of page views.

The JavaScript snippet in the site settings includes a `pageview` by default.

```ts
journy(""pageview"");
```

If you have a B2B application, we recommend to set account ID for every page view that happens within the context of an account.

💡 An account ID should be a robust, static, unique identifier that you recognize an account by in your own systems. Ideally, the account ID should be a database ID.

```ts
journy(""pageview"", {
  accountId: ""30"",

  // Optional
  // Hash of the account ID using a backend secret
  // You can find the secret in the website settings
  // Recommended to prevent spoofing
  verification: ""hash"",
});
```

## Send screen view

In applications, we strongly advise you to use screen views instead of page views.

Page URLs in applications often include the account ID (e.g. https://app.acme.com/accountId/settings).

This makes it difficult to create signals, segments, ... based on those URLs.

That's what screen views solve. It allows you to set a name for the screen being viewed (e.g. Account settings).
