voyage_id,ship_name,port_origin,place_of_purchase,port_arrival,year_arrival,n_slaves_arrived,captains_name
2095,Trovão,Havana,"Africa., port unspecified",Bahia Honda,1841,450,NA
2096,NA,NA,"Africa., port unspecified",Bahia Honda,1841,450,NA
2097,Paquete de Benguela (a) Idália,Rio de Janeiro,Benguela,Rio de Janeiro,1840,289,"Nunes, F P"
2098,NA,Rio de Janeiro,"Africa., port unspecified",Ilha Grande,1840,47,NA
2099,Asseiceira,Rio de Janeiro,Quilimane,Rio de Janeiro,1840,332,"Melão, A"
2100,Deseada,NA,"Africa., port unspecified","Magari, Manzanillo",1841,210,NA
2101,Sociedade,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,450,NA
2102,Tentador,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1840,327,"Araújo, Manoel Francisco Antônio de"
2103,Mariana,Rio de Janeiro,Benguela,Rio de Janeiro,1840,80,NA
2104,Belona,Rio de Janeiro,Luanda,Campos,1840,374,"Souza, J F da"
2105,Dois de Fevereiro,Rio de Janeiro,Benguela,Rio de Janeiro,1841,375,"Silva, Ezequiel Gomes da"
2106,NA,Rio de Janeiro,"Africa., port unspecified",Campos,1841,300,NA
2107,Ana,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1841,500,NA
2109,Pilgrim,Rio de Janeiro,Cabinda,Rio de Janeiro,1840,NA,"Hill, J M"
2110,Vencedora Feliz,Rio de Janeiro,Benguela,Rio de Janeiro,1840,NA,"Araújo, José Pinto de"
2111,Josefina,Rio de Janeiro,Luanda,Rio de Janeiro,1840,NA,"Ribeiro, Francisco José"
2112,Flor de Luanda,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1840,NA,"Reis, A dos"
2113,Estrela do Cabo,Rio de Janeiro,Benguela,Rio de Janeiro,1840,NA,"Fontes, Joaquim Maria Pereira"
2114,Pilgrim,Rio de Janeiro,Cabinda,Rio de Janeiro,1840,NA,"Hayley, J"
2115,NS da Conceição de Maria,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1840,NA,"Costa, J P da"
2116,D Manoel de Portugal,Rio de Janeiro,Quilimane,Rio de Janeiro province,1840,800,NA
2117,Tejo,Rio de Janeiro,Cabinda,Campos,1840,670,"Gomes, Joaquim Pedro"
2118,Fortuna de África,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,630,NA
2119,Bela Maravilha,Rio de Janeiro,Cabinda,Campos,1840,400,NA
2120,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,NA
2121,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,NA
2122,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,NA
2123,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,NA
2124,Boa Nova,Rio de Janeiro,Cabinda,Campos,1840,600,NA
2125,Boa Nova,Rio de Janeiro,Cabinda,Campos,1840,500,NA
2126,Nereida,"Southeast Brazil, port unspecified",Cabinda,Campos,1840,500,"Coelho, Luís José"
2127,Nereida,Rio de Janeiro,Cabinda,Campos,1840,500,NA
2128,Nereida,Rio de Janeiro,Cabinda,Campos,1840,500,NA
2129,S Joãozinho,Rio de Janeiro,Ambriz,Macae,1840,400,NA
2130,Nove Irmãs,Rio de Janeiro,Cabinda,Campos,1840,400,NA
2131,Ânimo Grande,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,600,NA
2132,Quatro de Março,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,700,NA
2133,Saudade,Rio de Janeiro,Quilimane,Sao Sebastiao,1840,600,NA
2134,Esperança,Rio de Janeiro,Quilimane,Campos,1840,400,NA
2135,Dois Amigos,"Southeast Brazil, port unspecified",Ambriz,Sao Sebastiao,1840,500,"Santos, Joaquim dos"
2136,Carolina,Rio de Janeiro,Quilimane,Sao Sebastiao,1840,640,NA
2137,Doze de Outubro,"Southeast Brazil, port unspecified",Ambriz,Sao Sebastiao,1840,600,NA
2138,Generoso,Rio de Janeiro,Quilimane,Sao Sebastiao,1840,500,NA
2139,Carolina,Rio de Janeiro,Quilimane,"Rio de Janeiro, Sao Paulo, Santa Catarina",1840,600,NA
2140,Andorinha,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1840,650,NA
2141,S José,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1840,260,NA
2142,Águia,NA,Sao Tome,Maranhao,1841,NA,"Lima, Raimundo Antônio de"
2143,Amália,NA,Cape Verde Islands,Para,1841,120,NA
2144,Espadarte,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1840,NA,"Braga, José dos Santos"
2145,Pacífico,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",1840,NA,"Antunes, Antônio"
2146,NS da Conceição de Maria,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1840,NA,NA
2147,Paquete de Luanda,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1841,NA,NA
2148,União,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1841,500,"Silva, Henrique José Vieira da"
2149,S Manoel Augusto,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1841,NA,NA
2150,Oliveira,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1841,647,NA
2151,Flor do Tejo (a) Andorinha,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1841,670,"Silva, J R da"
2152,NS das Dores,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1840,137,"Vieira, M A"
2153,Juliana,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1840,330,"Antônio, Quirino"
2154,Picão,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1841,550,"Picão, A"
2155,Virtude União,Nantes,"Africa., port unspecified","Bahia, port unspecified",1841,80,"Pereira, Simão"
2156,Graciosa Vingativa,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1841,61,"Manoel, J"
2157,Nosotros (a) Fortuna,Havana,"Africa., port unspecified",Mariel,1841,680,Elordiu
2158,Segunda União,Havana,"Africa., port unspecified","Cuba, port unspecified",1841,500,NA
2159,Três de Fevereiro,Havana,Congo River,Havana,1841,500,"Silva, Antônio"
2160,NA,NA,"Africa., port unspecified",Matanzas,1842,300,NA
2161,Vênus (a) Duquesa de Bragança,Havana,"Africa., port unspecified","Cuba, port unspecified",1842,800,NA
2162,Aurelia Felix,Santiago de Cuba,Bissau,Matanzas,1842,278,"Cuhna, Manuel Jose<br/> Silva, Manoel de Jesus"
2163,NA,NA,"Africa., port unspecified",Bahia Honda,1842,300,NA
2164,Paz,Havana,"Africa., port unspecified","Cuba, south coast",1842,300,NA
2165,NA,NA,"Africa., port unspecified","Cuba, port unspecified",1842,400,NA
2166,NA,NA,"Africa., port unspecified",Matanzas,1842,350,NA
2167,NA,NA,"Africa., port unspecified",Matanzas,1842,350,NA
2168,Voador,NA,"Africa., port unspecified","Puerto Rico, port unspecified",1842,NA,NA
2169,Aracati,"Pernambuco, port unspecified","West Central Africa and St. Helena, port unspecified",Alagoas province,1842,385,"Fernandes, Manoel José"
2170,NA,NA,"Africa., port unspecified",San Juan de los Remedios,1842,250,NA
2171,Apolo,NA,Bissau,Santiago de Cuba,1842,200,"Datala, N"
2172,Picão,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1841,480,"Picão, A"
2173,Maria Carlota,"Southeast Brazil, port unspecified","Africa., port unspecified",Sao Sebastiao,1842,725,NA
2174,NA,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1842,400,NA
2175,Oriente,"Southeast Brazil, port unspecified","Africa., port unspecified",Macae,1842,349,NA
2176,Nove Irmãos,Rotterdam,Benguela,Campos,1842,280,NA
2177,NA,NA,Salinas,Demerara,1842,314,"Silva, Ezequiel Gomes da"
2178,S Luzia,"Southeast Brazil, port unspecified","Africa., port unspecified",Santos,1842,482,NA
2179,NA,Rio de Janeiro,"Africa., port unspecified",Rio Sao Jeso,1842,400,NA
2180,NA,"Southeast Brazil, port unspecified","Africa., port unspecified",Campos,1842,150,NA
2181,Mariana,"Southeast Brazil, port unspecified",Benguela,Macae,1842,300,NA
2182,NA,Rio de Janeiro,"Africa., port unspecified",Ilha Grande,1842,400,NA
2183,NA,Rio de Janeiro,"Africa., port unspecified",Campos,1842,350,NA
2184,Esperança,Rio de Janeiro,Quilimane,Campos,1842,450,NA
2185,NA,"Southeast Brazil, port unspecified","Africa., port unspecified",Ilha Grande,1842,380,NA
2186,NA,"Southeast Brazil, port unspecified","Africa., port unspecified",Ilha Grande,1842,500,NA
2187,NA,"Southeast Brazil, port unspecified",Benguela,Campos,1842,185,NA
2188,Rosa,NA,Bissau,Maranhao,1841,NA,NA
2189,Águia,Maranhao,"Africa., port unspecified",Maranhao,1841,NA,"Lima, Raimundo Antônio de"
2190,Ferme,NA,Bissau,Maranhao,1841,172,"Souza, J P"
2191,General Espartero,NA,Cape Verde Islands,Maranhao,1842,NA,"Silva, J M da"
2192,Águia,Maranhao,"Africa., port unspecified",Maranhao,1842,NA,NA
2193,S José,"Pernambuco, port unspecified",Mozambique,"Pernambuco, port unspecified",1841,340,"Ferreira, Policarpo Luís Gonçalves"
2195,Viajante Feliz,"Bahia, port unspecified",Benguela,"Pernambuco, port unspecified",1841,750,"Gomes, J A"
2196,NA,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1841,36,NA
2197,Pernambuco,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1842,NA,"Costa, J P da"
2198,Rainha dos Anjos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1842,359,NA
2199,Paquete da Madeira,"Pernambuco, port unspecified",Mozambique,"Pernambuco, port unspecified",1842,159,"Rodrigues, A J"
2200,Duque de Bragança,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1842,NA,"Ribeiro, J I"
2201,Picão,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1841,300,"Derizano, Benito"
2202,Emília,Rio de Janeiro,Benguela,Campos,1841,370,NA
2203,Júpiter,Rio de Janeiro,Benguela,Campos,1841,500,NA
2204,Pescador,Rio de Janeiro,Ambriz,Campos,1841,400,NA
2205,Boa Nova,Rio de Janeiro,Ambriz,Campos,1841,400,NA
2206,Nove Irmãs,Rio de Janeiro,Ambriz,Campos,1841,350,NA
2207,Carolina,Rio de Janeiro,Quilimane,Sao Sebastiao,1841,600,NA
2208,Constante,Rio de Janeiro,Cabinda,Rio de Janeiro province,1841,600,NA
2209,Dois de Abril,Rio de Janeiro,Cabinda,Rio de Janeiro province,1841,300,NA
2210,Heroína,Rio de Janeiro,Benguela,Macae,1841,600,NA
2211,Flor do Cabo,Rio de Janeiro,Benguela,Macae,1841,450,NA
2212,Nereida,Rio de Janeiro,Ambriz,Campos,1841,400,NA
2213,NA,Rio de Janeiro,Benguela,Sao Sebastiao,1841,700,NA
2214,NA,Rio de Janeiro,Benguela,Rio de Janeiro province,1841,600,NA
2215,Temerário,Rio de Janeiro,Ambriz,Campos,1841,350,NA
2216,Sólon,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Sao Sebastiao,1841,400,NA
2217,NA,Rio de Janeiro,Benguela,Rio de Janeiro province,1841,350,NA
2218,Feliz Navegante,Rio de Janeiro,Benguela,Campos,1841,400,NA
2219,Graciosa Vingativa,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1842,80,"Sabino, J"
2220,Brilhante,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,480,"Santos, O J"
2221,Roldan (a) Emilia,Havana,"Africa., port unspecified",Havana,1843,300,"Martinez, J"
2222,Volador (a) Último,Matanzas,Gallinhas,Havana,1843,608,Gijon
2223,Huracán,Havana,"Africa., port unspecified",Santiago de Cuba,1843,230,"Roig, Gaspar"
2224,Segunda Palmira,Havana,"Bight of Benin, port unspecified",Matanzas,1843,800,"Eguiguira, T."
2226,Mariano,NA,Cape Verde Islands,Matanzas,1843,260,"Cortina, Juan Bautista"
2227,NA,NA,"Africa., port unspecified",Matanzas,1843,320,NA
2228,Segunda Palmira,NA,"Bight of Benin, port unspecified",Matanzas,1843,700,NA
2229,Leopoldina,"Southeast Brazil, port unspecified",Benguela,Macae,1842,700,"Assunção, Joaquim José de"
2230,Domingas,NA,"West Central Africa and St. Helena, port unspecified","Americas, region unspecified",1842,360,NA
2231,Andorinha,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Sao Sebastiao,1842,600,NA
2232,Navegante,Rio de Janeiro,Benguela,Campos,1842,400,NA
2233,Dois Cavalos,Rio de Janeiro,Benguela,Macae,1842,600,NA
2234,Marquês de Maricá,Rio de Janeiro,"Africa., port unspecified",Macae,1842,280,NA
2235,Bela Maravilha,"Southeast Brazil, port unspecified",Ambriz,Campos,1842,350,NA
2236,S Antônio,Rio de Janeiro,Benguela,Campos,1842,180,NA
2237,Despique,Rio de Janeiro,Quilimane,Rio de Janeiro province,1842,560,NA
2238,Tentador,"Southeast Brazil, port unspecified",Benguela,Macae,1842,300,NA
2239,Empreendedora,Rio de Janeiro,Benguela,Sao Sebastiao,1842,350,NA
2240,Empreendedora,Rio de Janeiro,Benguela,Sao Sebastiao,1842,350,NA
2241,Generoso,Rio de Janeiro,Benguela,Sao Sebastiao,1842,350,NA
2242,Cuine,Rio de Janeiro,Benguela,Macae,1842,270,NA
2243,Maria Segunda,Rio de Janeiro,"Bight of Benin, port unspecified",Rio de Janeiro province,1842,714,NA
2244,Paquete,"Bahia, port unspecified","Bight of Benin, port unspecified",Santos,1842,400,NA
2245,Baleeira,Rio de Janeiro,Quilimane,Sao Sebastiao,1842,800,NA
2246,Tejo,Rio de Janeiro,Quilimane,Santos,1842,620,NA
2247,Picão,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,450,NA
2248,Viajante Feliz,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,450,NA
2249,Bonfim,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,500,NA
2250,Graciosa Vingativa,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,80,NA
2251,Lobo,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,480,"Alves, José"
2252,NA,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1843,NA,NA
2253,Venganza,NA,Bissau,Matanzas,1843,250,"Monet, J"
2254,Lieto (a) Dos Hermanos,Santiago de Cuba,Bissau,Santiago de Cuba,1843,92,NA
2255,Empreendedor,"Southeast Brazil, port unspecified","Africa., port unspecified",Macae,1843,200,NA
2256,NA,Rio de Janeiro,"Africa., port unspecified",Campos,1843,NA,NA
2257,Vencedora (a) Tartaruga,Rio de Janeiro,Quilimane,Rio de Janeiro,1843,338,"Coimbra, Manoel José"
2258,Marcial,Rio de Janeiro,Cabinda,Campos,1843,180,"Ferreira, G"
2259,Tentadora,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,611,"Torres, S J de"
2260,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1843,102,"Reis, M F dos"
2261,Fúria,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,480,"Monteiro, José Soares"
2262,Tentadora,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,406,"Torres, S J de"
2263,Esperança,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,280,"Gonçalves, A"
2264,Temerário,"Brazil, port unspecified",Luanda,Catuamo and Maria Farinha,1843,816,"Simões, Jesuíno José"
2265,NS da Conceição,Maranhao,Sao Tome,Catuamo and Maria Farinha,1843,91,"Souza, J J de"
2266,NA,NA,"Africa., port unspecified",Matanzas,1843,350,NA
2267,NA,NA,"Africa., port unspecified",Cabanas,1843,100,NA
2268,NA,NA,"Africa., port unspecified","Cuba, south coast",1843,600,NA
2269,Constancia,NA,"Africa., port unspecified",Trinidad de Cuba,1843,510,NA
2270,Jacinto,Havana,Rio Pongo,Cabanas,1843,NA,NA
2271,NA,NA,"Africa., port unspecified","Cuba, port unspecified",1843,NA,NA
2272,Escorpion,NA,"Africa., port unspecified",Trinidad de Cuba,1843,560,NA
2273,Maria Forcade,NA,Cabinda,Trinidad de Cuba,1843,89,NA
2274,Leda,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1843,270,NA
2275,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1843,102,"Luvi, J<br/> Luiz, João"
2276,NA,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,320,NA
2277,Tentadora,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,540,"Torres, S J de"
2278,Atrevido,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro province,1843,230,NA
2279,Rosas,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Ilha Grande,1843,650,NA
2280,Especulador,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,500,NA
2281,Plaia,Rio de Janeiro,Cabinda,Campos,1843,550,NA
2282,Alexandre,Rio de Janeiro,Congo River,Campos,1843,380,NA
2283,Despique,Rio de Janeiro,Quilimane,Santos,1843,600,NA
2284,Irvina,Rio de Janeiro,Benguela,Macae,1843,700,NA
2285,Rainha dos Anjos,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,500,NA
2286,Raia Mariabu,Rio de Janeiro,Cabinda,Sao Sebastiao,1843,540,NA
2287,Clemente,Rio de Janeiro,"Bight of Benin, port unspecified",Santos,1843,680,NA
2288,NA,Rio de Janeiro,Whydah,Santos,1843,320,NA
2289,Novo Irmão,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Rio Sao Jeso,1843,285,NA
2290,Isabel,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,445,NA
2291,NS da Conceição de Maria,"Southeast Brazil, port unspecified",Luanda,Campos,1843,600,NA
2292,Júlia,Rio de Janeiro,Quilimane,Campos,1843,654,NA
2293,Diligente,Rio de Janeiro,Benguela,Campos,1843,350,NA
2294,Três Irmãos,Rio de Janeiro,Cabinda,Rio Sao Jeso,1843,350,NA
2295,Descobridor,Rio de Janeiro,Benguela,Macae,1843,380,NA
2296,S José,"Southeast Brazil, port unspecified",Benguela,Sao Sebastiao,1843,580,NA
2297,Duquesa,Rio de Janeiro,Cabinda,Macae,1843,180,NA
2298,Marquesa de Palma,Rio de Janeiro,Ambriz,Macae,1843,180,NA
2299,Leão,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,580,NA
2300,Ana,Rio de Janeiro,Benguela,Campos,1843,572,NA
2301,Aventureiro,Rio de Janeiro,Whydah,Campos,1843,107,NA
2302,Africano,Rio de Janeiro,Whydah,Santos,1843,210,NA
2303,Coimbra,Rio de Janeiro,"Bight of Benin, port unspecified",Macae,1843,200,NA
2304,Intrépido,Rio de Janeiro,Benguela,Rio de Janeiro province,1843,250,NA
2305,Descobridor,Rio de Janeiro,Gabon,Cabo Frio,1843,460,NA
2306,Campista,Rio de Janeiro,Cabinda,Campos,1843,60,NA
2307,Relâmpago,Rio de Janeiro,Benguela,Sao Sebastiao,1843,570,"Carvalho, José Antônio de"
2308,Zulmira,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Rio de Janeiro province,1843,300,NA
2309,D Ana de Portugal,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro province,1843,320,NA
2310,Nova Granada,Rio de Janeiro,Quilimane,Sao Sebastiao,1843,545,NA
2311,Sociedade Empreendedor,Rio de Janeiro,"Bight of Benin, port unspecified",Sao Sebastiao,1843,500,NA
2312,Maria da Glória,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Sao Sebastiao,1843,205,NA
2313,Ânimo Grande,Rio de Janeiro,Cabinda,Cabo Frio,1843,580,NA
2314,NS de Regla,Havana,Little Bassa,Freetown,1819,1,"Mazana, Santiago"
2315,Fabiana,Havana,Trade Town,Freetown,1819,13,"Garcia, Juan"
2316,Esperanza,"Puerto Rico, port unspecified","Windward Coast, port unspecified",Freetown,1819,40,"Puix, Pedro Marti"
2317,Cintra,Bristol (RI),Gallinhas,Freetown,1819,26,"Hubberd<br/> Munroe, Allen"
2318,Juanita,Havana,Keta,Freetown,1819,9,"Nunez, J B<br/> Diaz de la Roca, Diego"
2319,NS de las Nieves (a) Volador,Havana,Gallinhas,Freetown,1819,121,"Lopez, Francisco"
2320,Francisco,Matanzas,Rio Pongo,Freetown,1820,79,"Onez, Francisco"
2321,Gazetta,Santiago de Cuba,Grand Bassa,Freetown,1820,81,"Tarbo, Mariano"
2322,NS do Monserrate,Havana,Cape Mount (Cape Grand Mount),Freetown,1820,84,"Pasqual, Idriso de<br/> Urioste, Isidro de"
2323,Ana Maria,Santiago de Cuba,Bonny,Freetown,1821,401,"Roche, Juan de la"
2324,Nueva Virgen,Santiago de Cuba,Bonny,Freetown,1821,106,"Macedo, José Benito de"
2325,NS de Caridad,Santiago de Cuba,Bonny,Freetown,1821,136,"Paganos, José"
2326,Josefa,"Puerto Rico, port unspecified","Windward Coast, port unspecified",Freetown,1818,183,"LLarena, Buenaventura"
2327,S Salvador,Bristol (RI),Gallinhas,Freetown,1820,1,"Álvares, José"
2328,D Eugênia,"Pernambuco, port unspecified",Bonny,Freetown,1821,78,"Silveira, Manoel José da"
2329,Joseph,Matanzas,NA,NA,1822,NA,"Cruz, de la"
2330,Vecua,Havana,Bonny,Freetown,1822,217,"Gomez, Vicente"
2331,Icanam,Havana,Bonny,Freetown,1822,12,"Moreira, Antônio"
2333,Española,Havana,Gallinhas,Freetown,1825,416,"Rodriguez, Francisco Ramon"
2334,Segunda Gallega,Cadiz,"Africa., port unspecified","Puerto Rico, port unspecified",1824,NA,"Yusna, Andres"
