speciesId,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution
220,urn:lsid:nmbe.ch:spidersp:020956,Agelenidae,Calilena,umatilla,NA,Chamberlin & Ivie,1941,0,USA
221,urn:lsid:nmbe.ch:spidersp:020957,Agelenidae,Calilena,umatilla,schizostyla,Chamberlin & Ivie,1941,0,USA
222,urn:lsid:nmbe.ch:spidersp:020958,Agelenidae,Calilena,yosemita,NA,Chamberlin & Ivie,1941,0,USA
223,urn:lsid:nmbe.ch:spidersp:043029,Agelenidae,Coelotes,acerbus,NA,"Liu, Li & Pham",2010,0,Vietnam
224,urn:lsid:nmbe.ch:spidersp:042805,Agelenidae,Sinocoelotes,acicularis,NA,"Wang, Griswold & Ubick",2009,1,China
225,urn:lsid:nmbe.ch:spidersp:037108,Agelenidae,Coelotes,aguniensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
226,urn:lsid:nmbe.ch:spidersp:037109,Agelenidae,Griseidraconarius,akakinaensis,NA,Shimojana,2000,1,Japan (Ryukyu Is.)
227,urn:lsid:nmbe.ch:spidersp:042598,Agelenidae,Coelotes,albimontanus,NA,Nishikawa,2009,0,Japan
228,urn:lsid:nmbe.ch:spidersp:022713,Agelenidae,Coelotes,alpinus,NA,Polenec,1972,0,"Italy, Austria, Slovenia"
229,urn:lsid:nmbe.ch:spidersp:022714,Agelenidae,Coelotes,amamiensis,NA,Shimojana,1989,0,Japan (Ryukyu Is.)
230,urn:lsid:nmbe.ch:spidersp:022715,Agelenidae,Coelotes,amplilamnis,NA,Saito,1936,0,China
231,urn:lsid:nmbe.ch:spidersp:022718,Agelenidae,Coelotes,antri,NA,Komatsu,1961,1,Japan
232,urn:lsid:nmbe.ch:spidersp:022720,Agelenidae,Coelotes,arganoi,NA,Brignoli,1978,0,Turkey
233,urn:lsid:nmbe.ch:spidersp:042608,Agelenidae,Coelotes,aritai,NA,Nishikawa,2009,0,Japan
234,urn:lsid:nmbe.ch:spidersp:022723,Agelenidae,Coelotes,atropos,NA,Walckenaer,1830,1,Europe
237,urn:lsid:nmbe.ch:spidersp:040270,Agelenidae,Aeolocoelotes,bifurcatus,NA,Okumura & Ono,2006,1,Japan
238,urn:lsid:nmbe.ch:spidersp:022731,Agelenidae,Coelotes,brachiatus,NA,"Wang, Yin, Peng & Xie",1990,0,China
239,urn:lsid:nmbe.ch:spidersp:040271,Agelenidae,Coelotes,brevis,NA,Xu & Li,2007,0,China
240,urn:lsid:nmbe.ch:spidersp:040272,Agelenidae,Coelotes,capacilimbus,NA,Xu & Li,2006,0,China
241,urn:lsid:nmbe.ch:spidersp:022736,Agelenidae,Coelotes,caudatus,NA,de Blauwe,1973,0,Lebanon
242,urn:lsid:nmbe.ch:spidersp:037806,Agelenidae,Draconarius,cavernalis,NA,"Huang, Peng & Li",2002,1,China
243,urn:lsid:nmbe.ch:spidersp:022737,Agelenidae,Coelotes,cavicola,NA,Komatsu,1961,1,Japan
244,urn:lsid:nmbe.ch:spidersp:022739,Agelenidae,Coelotes,charitonovi,NA,Spassky,1939,0,Central Asia
245,urn:lsid:nmbe.ch:spidersp:037807,Agelenidae,Coelotes,chenzhou,NA,Zhang & Yin,2001,0,China
246,urn:lsid:nmbe.ch:spidersp:022743,Agelenidae,Coelotes,coenobita,NA,Brignoli,1978,0,Turkey
247,urn:lsid:nmbe.ch:spidersp:040273,Agelenidae,Coelotes,colosseus,NA,Xu & Li,2007,0,China
248,urn:lsid:nmbe.ch:spidersp:040274,Agelenidae,Coelotes,conversus,NA,Xu & Li,2006,0,China
249,urn:lsid:nmbe.ch:spidersp:042626,Agelenidae,Aeolocoelotes,cornutus,NA,Nishikawa,2009,1,Japan
250,urn:lsid:nmbe.ch:spidersp:037808,Agelenidae,Coelotes,curvilamnis,NA,Ovtchinnikov,2000,0,Kyrgyzstan
251,urn:lsid:nmbe.ch:spidersp:037407,Agelenidae,Coelotes,curvilamnis,alatauensis,Ovtchinnikov,2000,0,"Kazakhstan, Kyrgyzstan"
252,urn:lsid:nmbe.ch:spidersp:037409,Agelenidae,Coelotes,curvilamnis,boomensis,Ovtchinnikov,2000,0,Kyrgyzstan
253,urn:lsid:nmbe.ch:spidersp:022748,Agelenidae,Coelotes,cylistus,NA,Peng & Wang,1997,0,China
254,urn:lsid:nmbe.ch:spidersp:022750,Agelenidae,Griseidraconarius,decolor,NA,Nishikawa,1973,1,Japan
255,urn:lsid:nmbe.ch:spidersp:042599,Agelenidae,Coelotes,doii,NA,Nishikawa,2009,0,Japan
256,urn:lsid:nmbe.ch:spidersp:042607,Agelenidae,Coelotes,dormans,NA,Nishikawa,2009,0,Japan
257,urn:lsid:nmbe.ch:spidersp:022757,Agelenidae,Coelotes,eharai,NA,Arita,1976,0,Japan
258,urn:lsid:nmbe.ch:spidersp:042600,Agelenidae,Coelotes,enasanus,NA,Nishikawa,2009,0,Japan
259,urn:lsid:nmbe.ch:spidersp:042627,Agelenidae,Coelotes,exilis,NA,Nishikawa,2009,0,Japan
260,urn:lsid:nmbe.ch:spidersp:022759,Agelenidae,Coelotes,exitialis,NA,L. Koch,1878,0,Japan
261,urn:lsid:nmbe.ch:spidersp:038746,Agelenidae,Iwogumoa,filamentacea,NA,"Tang, Yin & Zhang",2002,1,China
262,urn:lsid:nmbe.ch:spidersp:043275,Agelenidae,Sinocoelotes,forficatus,NA,Liu & Li,2010,1,China
263,urn:lsid:nmbe.ch:spidersp:043030,Agelenidae,Coelotes,furvus,NA,"Liu, Li & Pham",2010,0,Vietnam
264,urn:lsid:nmbe.ch:spidersp:022763,Agelenidae,Coelotes,galeiformis,NA,"Wang, Yin, Peng & Xie",1990,0,China
265,urn:lsid:nmbe.ch:spidersp:042610,Agelenidae,Coelotes,gifuensis,NA,Nishikawa,2009,0,Japan
266,urn:lsid:nmbe.ch:spidersp:022926,Agelenidae,Coelotes,globasus,NA,"Wang, Peng & Kim",1996,1,China
267,urn:lsid:nmbe.ch:spidersp:041555,Agelenidae,Coelotes,gotoensis,NA,Okumura,2007,0,Japan
268,urn:lsid:nmbe.ch:spidersp:038747,Agelenidae,Sinocoelotes,guangxian,NA,"Zhang, Yang, Zhu & Song",2003,1,China
269,urn:lsid:nmbe.ch:spidersp:022766,Agelenidae,Coelotes,guttatus,NA,"Wang, Yin, Peng & Xie",1990,0,China
270,urn:lsid:nmbe.ch:spidersp:042640,Agelenidae,Coelotes,hachijoensis,NA,Ono,2008,0,Japan
271,urn:lsid:nmbe.ch:spidersp:022770,Agelenidae,Curticoelotes,hamamurai,NA,Yaginuma,1967,1,Japan
272,urn:lsid:nmbe.ch:spidersp:042615,Agelenidae,Coelotes,hataensis,NA,Nishikawa,2009,0,Japan
273,urn:lsid:nmbe.ch:spidersp:038748,Agelenidae,Draconarius,hengshanensis,NA,Tang & Yin,2003,1,China
274,urn:lsid:nmbe.ch:spidersp:022772,Agelenidae,Coelotes,hexommatus,NA,Komatsu,1957,1,Japan
275,urn:lsid:nmbe.ch:spidersp:042605,Agelenidae,Coelotes,hikonensis,NA,Nishikawa,2009,0,Japan
276,urn:lsid:nmbe.ch:spidersp:040275,Agelenidae,Curticoelotes,hiradoensis,NA,Okumura & Ono,2006,1,Japan
277,urn:lsid:nmbe.ch:spidersp:022773,Agelenidae,Coelotes,hiratsukai,NA,Arita,1976,0,Japan
278,urn:lsid:nmbe.ch:spidersp:042606,Agelenidae,Coelotes,hiruzenensis,NA,Nishikawa,2009,0,Japan
279,urn:lsid:nmbe.ch:spidersp:042612,Agelenidae,Coelotes,hiurai,NA,Nishikawa,2009,0,Japan
280,urn:lsid:nmbe.ch:spidersp:042628,Agelenidae,Coelotes,ibukiensis,NA,Nishikawa,2009,0,Japan
281,urn:lsid:nmbe.ch:spidersp:022777,Agelenidae,Coelotes,icohamatus,NA,Zhu & Wang,1991,0,China
282,urn:lsid:nmbe.ch:spidersp:041556,Agelenidae,Coelotes,iharai,NA,Okumura,2007,0,Japan
283,urn:lsid:nmbe.ch:spidersp:037110,Agelenidae,Coelotes,iheyaensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
284,urn:lsid:nmbe.ch:spidersp:042616,Agelenidae,Coelotes,ikiensis,NA,Nishikawa,2009,0,Japan
285,urn:lsid:nmbe.ch:spidersp:022781,Agelenidae,Dichodactylus,inabaensis,NA,Arita,1974,1,Japan
286,urn:lsid:nmbe.ch:spidersp:040276,Agelenidae,Draconarius,indistinctus,NA,Xu & Li,2006,1,China
287,urn:lsid:nmbe.ch:spidersp:037111,Agelenidae,Coelotes,insulanus,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
288,urn:lsid:nmbe.ch:spidersp:046504,Agelenidae,Griseidraconarius,iriei,NA,Okumura,2013,1,Japan
289,urn:lsid:nmbe.ch:spidersp:022787,Agelenidae,Coelotes,italicus,NA,Kritscher,1956,0,Italy
291,urn:lsid:nmbe.ch:spidersp:037112,Agelenidae,Coelotes,izenaensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
293,urn:lsid:nmbe.ch:spidersp:022790,Agelenidae,Coelotes,juglandicola,NA,Ovtchinnikov,1984,0,Kyrgyzstan
294,urn:lsid:nmbe.ch:spidersp:042596,Agelenidae,Coelotes,kagaensis,NA,Nishikawa,2009,0,Japan
295,urn:lsid:nmbe.ch:spidersp:037113,Agelenidae,Coelotes,kakeromaensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
296,urn:lsid:nmbe.ch:spidersp:042611,Agelenidae,Coelotes,katsurai,NA,Nishikawa,2009,0,Japan
297,urn:lsid:nmbe.ch:spidersp:037114,Agelenidae,Coelotes,keramaensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
298,urn:lsid:nmbe.ch:spidersp:042489,Agelenidae,Coelotes,kimi,NA,Kim & Park,2009,0,Korea
299,urn:lsid:nmbe.ch:spidersp:022793,Agelenidae,Curticoelotes,kintaroi,NA,Nishikawa,1983,1,Japan
300,urn:lsid:nmbe.ch:spidersp:039252,Agelenidae,Coelotes,kirgisicus,NA,Ovtchinnikov,2000,0,Kyrgyzstan
301,urn:lsid:nmbe.ch:spidersp:022794,Agelenidae,Coelotes,kitazawai,NA,Yaginuma,1972,0,Japan
302,urn:lsid:nmbe.ch:spidersp:046503,Agelenidae,Coelotes,koshikiensis,NA,Okumura,2013,0,Japan
303,urn:lsid:nmbe.ch:spidersp:037115,Agelenidae,Coelotes,kumejimanus,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
304,urn:lsid:nmbe.ch:spidersp:022797,Agelenidae,Coelotes,kumensis,NA,Shimojana,1989,0,Japan (Ryukyu Is.)
305,urn:lsid:nmbe.ch:spidersp:042629,Agelenidae,Coelotes,lamellatus,NA,Nishikawa,2009,0,Japan
306,urn:lsid:nmbe.ch:spidersp:022802,Agelenidae,Coelotes,luculli,NA,Brignoli,1978,0,Turkey
307,urn:lsid:nmbe.ch:spidersp:022806,Agelenidae,Coelotes,maculatus,NA,"Zhang, Peng & Kim",1997,0,China
308,urn:lsid:nmbe.ch:spidersp:022809,Agelenidae,Coelotes,mastrucatus,NA,"Wang, Yin, Peng & Xie",1990,0,China
309,urn:lsid:nmbe.ch:spidersp:022810,Agelenidae,Coelotes,mediocris,NA,Kulczyński,1887,0,"Switzerland, Italy, Ukraine?"
310,urn:lsid:nmbe.ch:spidersp:022812,Agelenidae,Coelotes,micado,NA,Strand,1907,0,Japan
311,urn:lsid:nmbe.ch:spidersp:022815,Agelenidae,Coelotes,microps,NA,Schenkel,1963,0,China
312,urn:lsid:nmbe.ch:spidersp:042601,Agelenidae,Coelotes,minobusanus,NA,Nishikawa,2009,0,Japan
313,urn:lsid:nmbe.ch:spidersp:042603,Agelenidae,Coelotes,minoensis,NA,Nishikawa,2009,0,Japan
314,urn:lsid:nmbe.ch:spidersp:037116,Agelenidae,Coelotes,miyakoensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
315,urn:lsid:nmbe.ch:spidersp:022816,Agelenidae,Coelotes,modestus,NA,Simon,1880,0,"China, Japan"
316,urn:lsid:nmbe.ch:spidersp:042619,Agelenidae,Aeolocoelotes,mohrii,NA,Nishikawa,2009,1,Japan
317,urn:lsid:nmbe.ch:spidersp:037117,Agelenidae,Coelotes,motobuensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
318,urn:lsid:nmbe.ch:spidersp:040279,Agelenidae,Coelotes,multannulatus,NA,"Zhang, Zhu, Sun & Song",2006,0,China
319,urn:lsid:nmbe.ch:spidersp:022820,Agelenidae,Coelotes,musashiensis,NA,Nishikawa,1989,0,Japan
320,urn:lsid:nmbe.ch:spidersp:042618,Agelenidae,Coelotes,nagaraensis,NA,Nishikawa,2009,0,Japan
321,urn:lsid:nmbe.ch:spidersp:037118,Agelenidae,Coelotes,nasensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
322,urn:lsid:nmbe.ch:spidersp:042624,Agelenidae,Coelotes,nazuna,NA,Nishikawa,2009,0,Japan
323,urn:lsid:nmbe.ch:spidersp:022824,Agelenidae,Coelotes,nenilini,NA,Ovtchinnikov,1999,0,Uzbekistan
324,urn:lsid:nmbe.ch:spidersp:022826,Agelenidae,Coelotes,ningmingensis,NA,"Peng, Yan, Liu & Kim",1998,0,China
325,urn:lsid:nmbe.ch:spidersp:042609,Agelenidae,Coelotes,notoensis,NA,Nishikawa,2009,0,Japan
326,urn:lsid:nmbe.ch:spidersp:022828,Agelenidae,Coelotes,obako,NA,Nishikawa,1983,0,Japan
328,urn:lsid:nmbe.ch:spidersp:042594,Agelenidae,Coelotes,ogatai,NA,Nishikawa,2009,0,Japan
329,urn:lsid:nmbe.ch:spidersp:022830,Agelenidae,Coelotes,okinawensis,NA,Shimojana,1989,0,Japan (Ryukyu Is.)
330,urn:lsid:nmbe.ch:spidersp:042625,Agelenidae,Coelotes,osamui,NA,Nishikawa,2009,0,Japan
331,urn:lsid:nmbe.ch:spidersp:022832,Agelenidae,Coelotes,osellai,NA,de Blauwe,1973,0,Italy
332,urn:lsid:nmbe.ch:spidersp:037119,Agelenidae,Coelotes,oshimaensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
333,urn:lsid:nmbe.ch:spidersp:046505,Agelenidae,Curticoelotes,oxyacanthus,NA,Okumura,2013,1,Japan
334,urn:lsid:nmbe.ch:spidersp:022833,Agelenidae,Coelotes,pabulator,NA,Simon,1875,0,"France, Switzerland, Italy"
335,urn:lsid:nmbe.ch:spidersp:039253,Agelenidae,Coelotes,pastoralis,NA,Ovtchinnikov,2000,0,"Kazakhstan, Kyrgyzstan"
336,urn:lsid:nmbe.ch:spidersp:040280,Agelenidae,Coelotes,pedodentalis,NA,"Zhang, Zhu, Sun & Song",2006,0,China
337,urn:lsid:nmbe.ch:spidersp:043031,Agelenidae,Coelotes,perbrevis,NA,"Liu, Li & Pham",2010,0,Vietnam
338,urn:lsid:nmbe.ch:spidersp:022846,Agelenidae,Aeolocoelotes,personatus,NA,Nishikawa,1973,1,Japan
339,urn:lsid:nmbe.ch:spidersp:022848,Agelenidae,Coelotes,phthisicus,NA,Brignoli,1978,0,Turkey
340,urn:lsid:nmbe.ch:spidersp:022841,Agelenidae,Coelotes,pickardi,NA,O. Pickard-Cambridge,1873,0,"Switzerland, Italy"
341,urn:lsid:nmbe.ch:spidersp:022838,Agelenidae,Coelotes,pickardi,carpathensis,Ovtchinnikov,1999,0,Ukraine
342,urn:lsid:nmbe.ch:spidersp:022837,Agelenidae,Coelotes,pickardi,pastor,Simon,1875,0,France
343,urn:lsid:nmbe.ch:spidersp:022843,Agelenidae,Coelotes,pickardi,tirolensis,Kulczyński,1906,1,"Switzerland, Italy, Ukraine?"
344,urn:lsid:nmbe.ch:spidersp:022849,Agelenidae,Iwogumoa,plancyi,NA,Simon,1880,1,"China, Japan"
345,urn:lsid:nmbe.ch:spidersp:022851,Agelenidae,Coelotes,poleneci,NA,Wiehle,1964,0,"Austria, Slovenia"
346,urn:lsid:nmbe.ch:spidersp:043032,Agelenidae,Coelotes,polyedricus,NA,"Liu, Li & Pham",2010,0,Vietnam
347,urn:lsid:nmbe.ch:spidersp:022852,Agelenidae,Coelotes,poweri,NA,Simon,1875,0,France
348,urn:lsid:nmbe.ch:spidersp:040281,Agelenidae,Coelotes,processus,NA,Xu & Li,2007,0,China
349,urn:lsid:nmbe.ch:spidersp:037816,Agelenidae,Coelotes,progressoridentes,NA,Ovtchinnikov,2000,0,Kyrgyzstan
350,urn:lsid:nmbe.ch:spidersp:022853,Agelenidae,Draconarius,prolixus,NA,"Wang, Yin, Peng & Xie",1990,1,China
351,urn:lsid:nmbe.ch:spidersp:042806,Agelenidae,Sinocoelotes,pseudoguangxian,NA,"Wang, Griswold & Ubick",2009,1,China
352,urn:lsid:nmbe.ch:spidersp:022855,Agelenidae,Sinocoelotes,pseudoterrestris,NA,Schenkel,1963,1,China
353,urn:lsid:nmbe.ch:spidersp:042807,Agelenidae,Sinocoelotes,pseudoyunnanensis,NA,"Wang, Griswold & Ubick",2009,1,China
354,urn:lsid:nmbe.ch:spidersp:022858,Agelenidae,Coelotes,rhododendri,NA,Brignoli,1978,0,Turkey
355,urn:lsid:nmbe.ch:spidersp:042604,Agelenidae,Coelotes,robustior,NA,Nishikawa,2009,0,Japan
356,urn:lsid:nmbe.ch:spidersp:022859,Agelenidae,Coelotes,robustus,NA,"Wang, Yin, Peng & Xie",1990,0,China
357,urn:lsid:nmbe.ch:spidersp:022861,Agelenidae,Coelotes,rudolfi,NA,Schenkel,1925,1,Switzerland
358,urn:lsid:nmbe.ch:spidersp:022934,Agelenidae,Coelotes,rugosus,NA,"Wang, Peng & Kim",1996,1,China
359,urn:lsid:nmbe.ch:spidersp:037804,Agelenidae,Coelotes,saccatus,NA,Peng & Yin,1998,0,China
360,urn:lsid:nmbe.ch:spidersp:046502,Agelenidae,Aeolocoelotes,saikaiensis,NA,Okumura,2013,1,Japan
361,urn:lsid:nmbe.ch:spidersp:042620,Agelenidae,Aeolocoelotes,sanoi,NA,Nishikawa,2009,1,Japan
362,urn:lsid:nmbe.ch:spidersp:042622,Agelenidae,Curticoelotes,sawadai,NA,Nishikawa,2009,1,Japan
363,urn:lsid:nmbe.ch:spidersp:022867,Agelenidae,Coelotes,septus,NA,"Wang, Yin, Peng & Xie",1990,0,China
364,urn:lsid:nmbe.ch:spidersp:037121,Agelenidae,Coelotes,shimajiriensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
366,urn:lsid:nmbe.ch:spidersp:022871,Agelenidae,Coelotes,simplex,NA,O. Pickard-Cambridge,1885,0,China (Yarkand)
367,urn:lsid:nmbe.ch:spidersp:022874,Agelenidae,Coelotes,solitarius,NA,L. Koch,1868,0,Europe
368,urn:lsid:nmbe.ch:spidersp:043033,Agelenidae,Coelotes,songae,NA,"Liu, Li & Pham",2010,0,Vietnam
369,urn:lsid:nmbe.ch:spidersp:037819,Agelenidae,Coelotes,sordidus,NA,Ovtchinnikov,2000,0,"Kazakhstan, Kyrgyzstan"
370,urn:lsid:nmbe.ch:spidersp:037820,Agelenidae,Coelotes,striatilamnis,NA,Ovtchinnikov,2000,0,"Kazakhstan, Kyrgyzstan"
371,urn:lsid:nmbe.ch:spidersp:037821,Agelenidae,Coelotes,striatilamnis,ketmenensis,Ovtchinnikov,2001,0,Kazakhstan
372,urn:lsid:nmbe.ch:spidersp:022880,Agelenidae,Coelotes,stylifer,NA,Caporiacco,1935,0,Kashmir
373,urn:lsid:nmbe.ch:spidersp:042602,Agelenidae,Coelotes,suruga,NA,Nishikawa,2009,0,Japan
374,urn:lsid:nmbe.ch:spidersp:040282,Agelenidae,Coelotes,suthepicus,NA,"Dankittipakul, Chami-Kranon & Wang",2005,0,Thailand
375,urn:lsid:nmbe.ch:spidersp:042614,Agelenidae,Coelotes,takanawaensis,NA,Nishikawa,2009,0,Japan
376,urn:lsid:nmbe.ch:spidersp:022884,Agelenidae,Dichodactylus,tarumii,NA,Arita,1976,1,Japan
377,urn:lsid:nmbe.ch:spidersp:042623,Agelenidae,Curticoelotes,taurus,NA,Nishikawa,2009,1,Japan
378,urn:lsid:nmbe.ch:spidersp:022886,Agelenidae,Coelotes,tegenarioides,NA,O. Pickard-Cambridge,1885,0,China (Yarkand)
379,urn:lsid:nmbe.ch:spidersp:022890,Agelenidae,Coelotes,terrestris,NA,Wider,1834,1,"Europe, Turkey"
380,urn:lsid:nmbe.ch:spidersp:038751,Agelenidae,Sinocoelotes,thailandensis,NA,Dankittipakul & Wang,2003,1,Thailand
381,urn:lsid:nmbe.ch:spidersp:022892,Agelenidae,Coelotes,tiantongensis,NA,"Zhang, Peng & Kim",1997,0,China
382,urn:lsid:nmbe.ch:spidersp:022893,Agelenidae,Coelotes,titaniacus,NA,Brignoli,1977,0,Greece
383,urn:lsid:nmbe.ch:spidersp:042597,Agelenidae,Coelotes,tochigiensis,NA,Nishikawa,2009,0,Japan
384,urn:lsid:nmbe.ch:spidersp:042613,Agelenidae,Coelotes,tojoi,NA,Nishikawa,2009,0,Japan
385,urn:lsid:nmbe.ch:spidersp:037122,Agelenidae,Coelotes,tokaraensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
386,urn:lsid:nmbe.ch:spidersp:037123,Agelenidae,Coelotes,tokunoshimaensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
387,urn:lsid:nmbe.ch:spidersp:042593,Agelenidae,Coelotes,tominagai,NA,Nishikawa,2009,0,Japan
388,urn:lsid:nmbe.ch:spidersp:037124,Agelenidae,Coelotes,tonakiensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
390,urn:lsid:nmbe.ch:spidersp:037823,Agelenidae,Coelotes,transiliensis,NA,Ovtchinnikov,2000,0,"Kazakhstan, Kyrgyzstan"
391,urn:lsid:nmbe.ch:spidersp:039254,Agelenidae,Coelotes,troglocaecus,NA,Shimojana & Nishihira,2000,0,Japan (Okinawa)
392,urn:lsid:nmbe.ch:spidersp:022900,Agelenidae,Coelotes,turkestanicus,NA,Ovtchinnikov,1999,0,"Russia (Europe), Kazakhstan, Kyrgyzstan, Uzbekistan"
393,urn:lsid:nmbe.ch:spidersp:022903,Agelenidae,Coelotes,undulatus,NA,Hu & Wang,1990,0,China
394,urn:lsid:nmbe.ch:spidersp:022904,Agelenidae,Aeolocoelotes,unicatus,NA,Yaginuma,1977,1,Japan
395,urn:lsid:nmbe.ch:spidersp:046501,Agelenidae,Aeolocoelotes,unzenensis,NA,Okumura,2013,1,Japan
396,urn:lsid:nmbe.ch:spidersp:038752,Agelenidae,Coelotes,uozumii,NA,Nishikawa,2002,0,Japan
397,urn:lsid:nmbe.ch:spidersp:022906,Agelenidae,Coelotes,vallei,NA,Brignoli,1977,0,Italy
398,urn:lsid:nmbe.ch:spidersp:041798,Agelenidae,Coelotes,vestigialis,NA,Xu & Li,2007,0,China
399,urn:lsid:nmbe.ch:spidersp:022908,Agelenidae,Coelotes,vignai,NA,Brignoli,1978,0,Turkey
400,urn:lsid:nmbe.ch:spidersp:022909,Agelenidae,Coelotes,wangi,NA,Chen & Zhao,1997,0,China
401,urn:lsid:nmbe.ch:spidersp:037125,Agelenidae,Draconarius,wugeshanensis,NA,"Zhang, Yin & Kim",2000,1,China
402,urn:lsid:nmbe.ch:spidersp:037825,Agelenidae,Coelotes,xinjiangensis,NA,Hu,1992,0,China
403,urn:lsid:nmbe.ch:spidersp:022914,Agelenidae,Coelotes,yaginumai,NA,Nishikawa,1972,0,Japan
404,urn:lsid:nmbe.ch:spidersp:042617,Agelenidae,Coelotes,yahagiensis,NA,Nishikawa,2009,0,Japan
405,urn:lsid:nmbe.ch:spidersp:037126,Agelenidae,Coelotes,yambaruensis,NA,Shimojana,2000,0,Japan (Ryukyu Is.)
406,urn:lsid:nmbe.ch:spidersp:042808,Agelenidae,Sinocoelotes,yanhengmei,NA,"Wang, Griswold & Ubick",2009,1,China
407,urn:lsid:nmbe.ch:spidersp:022915,Agelenidae,Coelotes,yodoensis,NA,Nishikawa,1977,0,Japan
408,urn:lsid:nmbe.ch:spidersp:039424,Agelenidae,Sinocoelotes,yunnanensis,NA,Schenkel,1963,1,China
409,urn:lsid:nmbe.ch:spidersp:042595,Agelenidae,Coelotes,zaoensis,NA,Nishikawa,2009,0,Japan
410,urn:lsid:nmbe.ch:spidersp:022920,Agelenidae,Coras,aerialis,NA,Muma,1946,0,"USA, Canada"
411,urn:lsid:nmbe.ch:spidersp:022921,Agelenidae,Coras,alabama,NA,Muma,1946,0,USA
412,urn:lsid:nmbe.ch:spidersp:022922,Agelenidae,Coras,angularis,NA,Muma,1944,0,USA
413,urn:lsid:nmbe.ch:spidersp:022923,Agelenidae,Coras,cavernorum,NA,Barrows,1940,0,USA
415,urn:lsid:nmbe.ch:spidersp:022925,Agelenidae,Coras,furcatus,NA,Muma,1946,0,USA
416,urn:lsid:nmbe.ch:spidersp:022927,Agelenidae,Coras,juvenilis,NA,Keyserling,1881,1,"USA, Canada"
417,urn:lsid:nmbe.ch:spidersp:022928,Agelenidae,Coras,kisatchie,NA,Muma,1946,0,USA
418,urn:lsid:nmbe.ch:spidersp:022929,Agelenidae,Coras,lamellosus,NA,Keyserling,1887,1,"USA, Canada"
419,urn:lsid:nmbe.ch:spidersp:022930,Agelenidae,Coras,medicinalis,NA,Hentz,1821,1,"USA, Canada"
420,urn:lsid:nmbe.ch:spidersp:022931,Agelenidae,Coras,montanus,NA,Emerton,1890,1,"USA, Canada"
421,urn:lsid:nmbe.ch:spidersp:022932,Agelenidae,Coras,parallelis,NA,Muma,1944,0,USA
422,urn:lsid:nmbe.ch:spidersp:022933,Agelenidae,Coras,perplexus,NA,Muma,1946,0,USA
423,urn:lsid:nmbe.ch:spidersp:022935,Agelenidae,Coras,taugynus,NA,Chamberlin,1925,0,USA
424,urn:lsid:nmbe.ch:spidersp:022936,Agelenidae,Coras,tennesseensis,NA,Muma,1946,0,USA
425,urn:lsid:nmbe.ch:spidersp:038754,Agelenidae,Draconarius,abbreviatus,NA,Dankittipakul & Wang,2003,0,Thailand
426,urn:lsid:nmbe.ch:spidersp:038755,Agelenidae,Draconarius,absentis,NA,Wang,2003,0,China
427,urn:lsid:nmbe.ch:spidersp:022711,Agelenidae,Draconarius,acidentatus,NA,Peng & Yin,1998,1,China
428,urn:lsid:nmbe.ch:spidersp:041738,Agelenidae,Draconarius,acutus,NA,Xu & Li,2008,0,China
429,urn:lsid:nmbe.ch:spidersp:022712,Agelenidae,Draconarius,adligansus,NA,Peng & Yin,1998,1,China
430,urn:lsid:nmbe.ch:spidersp:043445,Agelenidae,Draconarius,adnatus,NA,"Wang, Griswold & Miller",2010,0,China
431,urn:lsid:nmbe.ch:spidersp:038756,Agelenidae,Draconarius,agrestis,NA,Wang,2003,0,China
432,urn:lsid:nmbe.ch:spidersp:037805,Agelenidae,Draconarius,altissimus,NA,Hu,2001,1,China
433,urn:lsid:nmbe.ch:spidersp:043446,Agelenidae,Draconarius,anceps,NA,"Wang, Griswold & Miller",2010,0,China
434,urn:lsid:nmbe.ch:spidersp:038757,Agelenidae,Draconarius,anthonyi,NA,Dankittipakul & Wang,2003,0,Thailand
435,urn:lsid:nmbe.ch:spidersp:022719,Agelenidae,Draconarius,arcuatus,NA,Chen,1984,1,China
436,urn:lsid:nmbe.ch:spidersp:022721,Agelenidae,Draconarius,argenteus,NA,"Wang, Yin, Peng & Xie",1990,1,China
437,urn:lsid:nmbe.ch:spidersp:022722,Agelenidae,Draconarius,aspinatus,NA,"Wang, Yin, Peng & Xie",1990,1,China
438,urn:lsid:nmbe.ch:spidersp:040286,Agelenidae,Draconarius,auriculatus,NA,Xu & Li,2006,0,China
