city,state,city_size,mode,n,percent,moe,state_abb,state_region
Farmington city,Minnesota,Small,Bike,13,0.1,0.2,MN,North Central
Farmington city,New Mexico,Small,Bike,91,0.5,0.5,NM,West
Farmington city,Utah,Small,Bike,7,0.1,0.2,UT,West
Farmington Hills city,Michigan,Small,Bike,82,0.2,0.2,MI,North Central
Farragut town,Tennessee,Small,Bike,0,0,0.4,TN,South
Fayetteville city,Arkansas,Small,Bike,213,0.6,0.3,AR,South
Federal Way city,Washington,Small,Bike,49,0.1,0.1,WA,West
Ferguson city,Missouri,Small,Bike,9,0.1,0.2,MO,North Central
Ferndale city,Michigan,Small,Bike,62,0.6,0.5,MI,North Central
Findlay city,Ohio,Small,Bike,155,0.8,0.5,OH,North Central
Fishers town,Indiana,Small,Bike,49,0.1,0.1,IN,North Central
Fitchburg city,Massachusetts,Small,Bike,11,0.1,0.1,MA,Northeast
Fitchburg city,Wisconsin,Small,Bike,119,0.9,0.6,WI,North Central
Flagstaff city,Arizona,Small,Bike,1713,4.9,0.8,AZ,West
Florence city,Alabama,Small,Bike,39,0.2,0.3,AL,South
Florence city,Kentucky,Small,Bike,28,0.2,0.2,KY,South
Florence city,South Carolina,Small,Bike,94,0.6,0.4,SC,South
Florence town,Arizona,Small,Bike,0,0,1.3,AZ,West
Florissant city,Missouri,Small,Bike,31,0.1,0.1,MO,North Central
Flower Mound town,Texas,Small,Bike,38,0.1,0.1,TX,South
Folsom city,California,Small,Bike,240,0.8,0.4,CA,West
Fond du Lac city,Wisconsin,Small,Bike,258,1.2,0.5,WI,North Central
Forest Grove city,Oregon,Small,Bike,72,0.8,0.8,OR,West
Fort Dodge city,Iowa,Small,Bike,69,0.6,0.7,IA,North Central
Fort Lee borough,New Jersey,Small,Bike,5,0,0.1,NJ,Northeast
Fort Myers city,Florida,Small,Bike,292,1.2,0.6,FL,South
Fort Pierce city,Florida,Small,Bike,41,0.3,0.3,FL,South
Fort Smith city,Arkansas,Small,Bike,26,0.1,0.1,AR,South
Fort Walton Beach city,Florida,Small,Bike,77,0.8,0.6,FL,South
Foster City city,California,Small,Bike,68,0.5,0.3,CA,West
Fountain city,Colorado,Small,Bike,34,0.3,0.3,CO,West
Fountain Hills town,Arizona,Small,Bike,8,0.1,0.2,AZ,West
Fountain Valley city,California,Small,Bike,106,0.4,0.2,CA,West
Frankfort city,Kentucky,Small,Bike,40,0.3,0.3,KY,South
Franklin city,Indiana,Small,Bike,21,0.2,0.2,IN,North Central
Franklin city,Tennessee,Small,Bike,45,0.1,0.2,TN,South
Franklin city,Wisconsin,Small,Bike,0,0,0.1,WI,North Central
Franklin Town city,Massachusetts,Small,Bike,44,0.3,0.4,MA,Northeast
Frederick city,Maryland,Small,Bike,105,0.3,0.2,MD,South
Fredericksburg city,Virginia,Small,Bike,86,0.7,0.5,VA,South
Freeport city,Illinois,Small,Bike,106,1,0.7,IL,North Central
Freeport village,New York,Small,Bike,170,0.8,0.6,NY,Northeast
Fremont city,Nebraska,Small,Bike,80,0.6,0.6,NE,North Central
Fridley city,Minnesota,Small,Bike,61,0.4,0.4,MN,North Central
Friendswood city,Texas,Small,Bike,25,0.1,0.2,TX,South
Gadsden city,Alabama,Small,Bike,8,0.1,0.1,AL,South
Gahanna city,Ohio,Small,Bike,24,0.1,0.2,OH,North Central
Gainesville city,Georgia,Small,Bike,11,0.1,0.1,GA,South
Gaithersburg city,Maryland,Small,Bike,148,0.5,0.4,MD,South
Galesburg city,Illinois,Small,Bike,89,0.7,0.5,IL,North Central
Gallatin city,Tennessee,Small,Bike,0,0,0.3,TN,South
Gallup city,New Mexico,Small,Bike,36,0.4,0.4,NM,West
Galt city,California,Small,Bike,0,0,0.4,CA,West
Galveston city,Texas,Small,Bike,586,2.7,0.7,TX,South
Garden City city,Kansas,Small,Bike,131,1,0.6,KS,North Central
Garden City city,Michigan,Small,Bike,44,0.4,0.3,MI,North Central
Garden City village,New York,Small,Bike,13,0.1,0.2,NY,Northeast
Gardena city,California,Small,Bike,80,0.3,0.3,CA,West
Gardner city,Kansas,Small,Bike,0,0,0.3,KS,North Central
Gardner city,Massachusetts,Small,Bike,37,0.4,0.4,MA,Northeast
Garfield city,New Jersey,Small,Bike,95,0.6,0.5,NJ,Northeast
Garfield Heights city,Ohio,Small,Bike,28,0.2,0.2,OH,North Central
Garner town,North Carolina,Small,Bike,0,0,0.3,NC,South
Gary city,Indiana,Small,Bike,59,0.2,0.2,IN,North Central
Gastonia city,North Carolina,Small,Bike,18,0.1,0.1,NC,South
Geneva city,Illinois,Small,Bike,26,0.3,0.3,IL,North Central
Georgetown city,Kentucky,Small,Bike,0,0,0.2,KY,South
Georgetown city,Texas,Small,Bike,19,0.1,0.1,TX,South
Germantown city,Tennessee,Small,Bike,0,0,0.2,TN,South
Gillette city,Wyoming,Small,Bike,30,0.2,0.3,WY,West
Gilroy city,California,Small,Bike,190,0.9,0.5,CA,West
Gladstone city,Missouri,Small,Bike,0,0,0.2,MO,North Central
Glen Cove city,New York,Small,Bike,25,0.2,0.2,NY,Northeast
Glen Ellyn village,Illinois,Small,Bike,35,0.3,0.3,IL,North Central
Glendale Heights village,Illinois,Small,Bike,72,0.4,0.3,IL,North Central
Glendora city,California,Small,Bike,90,0.4,0.2,CA,West
Glenview village,Illinois,Small,Bike,44,0.2,0.2,IL,North Central
Gloucester city,Massachusetts,Small,Bike,69,0.5,0.4,MA,Northeast
Golden Valley city,Minnesota,Small,Bike,190,1.8,1.6,MN,North Central
Goldsboro city,North Carolina,Small,Bike,79,0.6,0.3,NC,South
Goleta city,California,Small,Bike,844,5.4,1.3,CA,West
Goodyear city,Arizona,Small,Bike,16,0.1,0.1,AZ,West
Goose Creek city,South Carolina,Small,Bike,61,0.3,0.2,SC,South
Goshen city,Indiana,Small,Bike,260,1.9,1,IN,North Central
Grand Forks city,North Dakota,Small,Bike,387,1.3,0.4,ND,North Central
Grand Island city,Nebraska,Small,Bike,175,0.7,0.5,NE,North Central
Grand Junction city,Colorado,Small,Bike,635,2.3,0.6,CO,West
Grandview city,Missouri,Small,Bike,0,0,0.3,MO,North Central
Granite City city,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
Grants Pass city,Oregon,Small,Bike,181,1.4,0.7,OR,West
Grapevine city,Texas,Small,Bike,134,0.5,0.5,TX,South
Grayslake village,Illinois,Small,Bike,31,0.3,0.3,IL,North Central
Great Falls city,Montana,Small,Bike,272,1,0.4,MT,West
Greeley city,Colorado,Small,Bike,725,1.8,0.5,CO,West
Green city,Ohio,Small,Bike,0,0,0.2,OH,North Central
Greenacres city,Florida,Small,Bike,142,0.8,0.7,FL,South
Greenbelt city,Maryland,Small,Bike,24,0.2,0.2,MD,South
Greenfield city,Indiana,Small,Bike,40,0.4,0.5,IN,North Central
Greenfield city,Wisconsin,Small,Bike,55,0.3,0.3,WI,North Central
Greenville city,Mississippi,Small,Bike,10,0.1,0.1,MS,South
Greenville city,North Carolina,Small,Bike,181,0.4,0.2,NC,South
Greenville city,South Carolina,Small,Bike,72,0.3,0.2,SC,South
Greenville city,Texas,Small,Bike,0,0,0.4,TX,South
Greenwood city,Indiana,Small,Bike,28,0.1,0.1,IN,North Central
Greenwood city,South Carolina,Small,Bike,0,0,0.5,SC,South
Greer city,South Carolina,Small,Bike,25,0.2,0.3,SC,South
Griffin city,Georgia,Small,Bike,31,0.4,0.4,GA,South
Grove City city,Ohio,Small,Bike,40,0.2,0.2,OH,North Central
Gulfport city,Mississippi,Small,Bike,84,0.3,0.2,MS,South
Gurnee village,Illinois,Small,Bike,79,0.5,0.4,IL,North Central
Hackensack city,New Jersey,Small,Bike,96,0.4,0.4,NJ,Northeast
Hagerstown city,Maryland,Small,Bike,46,0.3,0.2,MD,South
Haines City city,Florida,Small,Bike,0,0,0.6,FL,South
Hallandale Beach city,Florida,Small,Bike,305,1.9,1.2,FL,South
Haltom City city,Texas,Small,Bike,45,0.2,0.2,TX,South
Hamilton city,Ohio,Small,Bike,53,0.2,0.2,OH,North Central
Hammond city,Indiana,Small,Bike,57,0.2,0.2,IN,North Central
Hammond city,Louisiana,Small,Bike,184,2.2,1.2,LA,South
Hamtramck city,Michigan,Small,Bike,11,0.2,0.3,MI,North Central
Hanford city,California,Small,Bike,173,0.8,0.6,CA,West
Hanover Park village,Illinois,Small,Bike,170,0.9,0.6,IL,North Central
Harker Heights city,Texas,Small,Bike,20,0.2,0.3,TX,South
Harlingen city,Texas,Small,Bike,135,0.6,0.4,TX,South
Harrisburg city,Pennsylvania,Small,Bike,91,0.5,0.4,PA,Northeast
Harrison village,New York,Small,Bike,50,0.4,0.5,NY,Northeast
Harrisonburg city,Virginia,Small,Bike,341,1.7,0.8,VA,South
Harvey city,Illinois,Small,Bike,0,0,0.4,IL,North Central
Hastings city,Minnesota,Small,Bike,48,0.4,0.3,MN,North Central
Hastings city,Nebraska,Small,Bike,39,0.3,0.3,NE,North Central
Hattiesburg city,Mississippi,Small,Bike,245,1.2,0.5,MS,South
Havelock city,North Carolina,Small,Bike,57,0.5,0.7,NC,South
Haverhill city,Massachusetts,Small,Bike,35,0.1,0.1,MA,Northeast
Hawthorne city,California,Small,Bike,330,0.9,0.4,CA,West
Hays city,Kansas,Small,Bike,54,0.4,0.4,KS,North Central
Hazelwood city,Missouri,Small,Bike,0,0,0.2,MO,North Central
Hazleton city,Pennsylvania,Small,Bike,11,0.1,0.2,PA,Northeast
Helena city,Montana,Small,Bike,488,3.3,1.1,MT,West
Hemet city,California,Small,Bike,50,0.2,0.2,CA,West
Hempstead village,New York,Small,Bike,255,1,0.9,NY,Northeast
Henderson city,Kentucky,Small,Bike,22,0.2,0.2,KY,South
Hendersonville city,Tennessee,Small,Bike,11,0,0.1,TN,South
Hercules city,California,Small,Bike,38,0.3,0.4,CA,West
Herndon town,Virginia,Small,Bike,7,0.1,0.1,VA,South
Herriman city,Utah,Small,Bike,0,0,0.3,UT,West
Hesperia city,California,Small,Bike,54,0.2,0.2,CA,West
Hialeah Gardens city,Florida,Small,Bike,11,0.1,0.2,FL,South
Hickory city,North Carolina,Small,Bike,23,0.1,0.2,NC,South
Highland city,California,Small,Bike,22,0.1,0.1,CA,West
Highland Park city,Illinois,Small,Bike,90,0.6,0.4,IL,North Central
Highland town,Indiana,Small,Bike,10,0.1,0.1,IN,North Central
Hilliard city,Ohio,Small,Bike,12,0.1,0.1,OH,North Central
Hillsboro city,Oregon,Small,Bike,568,1.3,0.5,OR,West
Hilton Head Island town,South Carolina,Small,Bike,377,2.3,0.8,SC,South
Hinesville city,Georgia,Small,Bike,87,0.6,0.5,GA,South
Hobart city,Indiana,Small,Bike,42,0.3,0.3,IN,North Central
Hobbs city,New Mexico,Small,Bike,10,0.1,0.1,NM,West
Hoboken city,New Jersey,Small,Bike,187,0.6,0.4,NJ,Northeast
Hoffman Estates village,Illinois,Small,Bike,341,1.3,1.2,IL,North Central
Holladay city,Utah,Small,Bike,7,0.1,0.1,UT,West
Holland city,Michigan,Small,Bike,316,2.2,0.7,MI,North Central
Hollister city,California,Small,Bike,183,1.2,1,CA,West
Holly Springs town,North Carolina,Small,Bike,0,0,0.3,NC,South
Holyoke city,Massachusetts,Small,Bike,59,0.4,0.3,MA,Northeast
Homer Glen village,Illinois,Small,Bike,0,0,0.2,IL,North Central
Homestead city,Florida,Small,Bike,162,0.6,0.4,FL,South
Homewood city,Alabama,Small,Bike,68,0.5,0.5,AL,South
Hoover city,Alabama,Small,Bike,0,0,0.1,AL,South
Hopewell city,Virginia,Small,Bike,20,0.2,0.3,VA,South
Hopkinsville city,Kentucky,Small,Bike,11,0.1,0.1,KY,South
Horn Lake city,Mississippi,Small,Bike,0,0,0.3,MS,South
Hot Springs city,Arkansas,Small,Bike,47,0.3,0.4,AR,South
Houma city,Louisiana,Small,Bike,76,0.5,0.5,LA,South
Huber Heights city,Ohio,Small,Bike,7,0,0.1,OH,North Central
Hudson city,Ohio,Small,Bike,23,0.2,0.3,OH,North Central
Huntersville town,North Carolina,Small,Bike,75,0.3,0.5,NC,South
Huntington city,West Virginia,Small,Bike,207,1,0.4,WV,South
Huntington Park city,California,Small,Bike,272,1.1,0.4,CA,West
Huntley village,Illinois,Small,Bike,29,0.3,0.3,IL,North Central
Huntsville city,Texas,Small,Bike,47,0.4,0.6,TX,South
Hurst city,Texas,Small,Bike,52,0.3,0.4,TX,South
Hutchinson city,Kansas,Small,Bike,58,0.3,0.2,KS,North Central
Idaho Falls city,Idaho,Small,Bike,256,1,0.5,ID,West
Imperial Beach city,California,Small,Bike,113,1,0.7,CA,West
Independence city,Kentucky,Small,Bike,0,0,0.3,KY,South
Indian Trail town,North Carolina,Small,Bike,14,0.1,0.1,NC,South
Indio city,California,Small,Bike,133,0.5,0.3,CA,West
Inkster city,Michigan,Small,Bike,6,0.1,0.1,MI,North Central
Inver Grove Heights city,Minnesota,Small,Bike,39,0.2,0.2,MN,North Central
Iowa City city,Iowa,Small,Bike,1477,3.9,0.7,IA,North Central
Issaquah city,Washington,Small,Bike,121,0.8,0.7,WA,West
Ithaca city,New York,Small,Bike,283,2.2,1,NY,Northeast
Jackson city,Michigan,Small,Bike,95,0.8,0.5,MI,North Central
Jackson city,Tennessee,Small,Bike,29,0.1,0.1,TN,South
Jacksonville Beach city,Florida,Small,Bike,267,2.3,1.1,FL,South
Jacksonville city,Arkansas,Small,Bike,16,0.1,0.2,AR,South
Jacksonville city,North Carolina,Small,Bike,303,0.8,0.6,NC,South
Jamestown city,New York,Small,Bike,52,0.4,0.4,NY,Northeast
Janesville city,Wisconsin,Small,Bike,95,0.3,0.2,WI,North Central
Jefferson City city,Missouri,Small,Bike,23,0.1,0.1,MO,North Central
Jeffersontown city,Kentucky,Small,Bike,12,0.1,0.1,KY,South
Jeffersonville city,Indiana,Small,Bike,87,0.4,0.4,IN,North Central
Johns Creek city,Georgia,Small,Bike,80,0.2,0.2,GA,South
Johnson City city,Tennessee,Small,Bike,45,0.2,0.1,TN,South
Johnstown city,Pennsylvania,Small,Bike,10,0.1,0.2,PA,Northeast
Jonesboro city,Arkansas,Small,Bike,104,0.3,0.2,AR,South
Joplin city,Missouri,Small,Bike,48,0.2,0.2,MO,North Central
Junction City city,Kansas,Small,Bike,8,0.1,0.1,KS,North Central
Juneau city and borough,Alaska,Small,Bike,213,1.3,0.5,AK,West
Jupiter town,Florida,Small,Bike,179,0.7,0.4,FL,South
Jurupa Valley city,California,Small,Bike,86,0.2,0.1,CA,West
Kalamazoo city,Michigan,Small,Bike,322,1,0.4,MI,North Central
Kalispell city,Montana,Small,Bike,188,2.1,1.3,MT,West
Kankakee city,Illinois,Small,Bike,42,0.4,0.3,IL,North Central
Kannapolis city,North Carolina,Small,Bike,35,0.2,0.2,NC,South
Kaysville city,Utah,Small,Bike,26,0.2,0.2,UT,West
Kearney city,Nebraska,Small,Bike,217,1.3,0.7,NE,North Central
Kearny town,New Jersey,Small,Bike,21,0.1,0.2,NJ,Northeast
Keene city,New Hampshire,Small,Bike,112,1,0.7,NH,Northeast
Keizer city,Oregon,Small,Bike,159,1,0.6,OR,West
Keller city,Texas,Small,Bike,15,0.1,0.1,TX,South
Kenmore city,Washington,Small,Bike,51,0.5,0.5,WA,West
Kenner city,Louisiana,Small,Bike,111,0.3,0.4,LA,South
Kennesaw city,Georgia,Small,Bike,0,0,0.3,GA,South
Kennewick city,Washington,Small,Bike,92,0.3,0.2,WA,West
Kent city,Ohio,Small,Bike,191,1.3,0.7,OH,North Central
Kentwood city,Michigan,Small,Bike,197,0.8,0.6,MI,North Central
Kernersville town,North Carolina,Small,Bike,0,0,0.3,NC,South
Kerrville city,Texas,Small,Bike,31,0.4,0.4,TX,South
Kettering city,Ohio,Small,Bike,119,0.4,0.3,OH,North Central
Key West city,Florida,Small,Bike,2439,17.4,2.9,FL,South
Kingman city,Arizona,Small,Bike,32,0.3,0.3,AZ,West
Kingsport city,Tennessee,Small,Bike,37,0.2,0.2,TN,South
Kingston city,New York,Small,Bike,84,0.8,0.6,NY,Northeast
Kingsville city,Texas,Small,Bike,15,0.1,0.2,TX,South
Kinston city,North Carolina,Small,Bike,20,0.3,0.3,NC,South
Kirkland city,Washington,Small,Bike,273,1,0.4,WA,West
Kirkwood city,Missouri,Small,Bike,15,0.1,0.2,MO,North Central
Kiryas Joel village,New York,Small,Bike,0,0,0.9,NY,Northeast
Kissimmee city,Florida,Small,Bike,243,0.9,0.6,FL,South
Klamath Falls city,Oregon,Small,Bike,31,0.3,0.3,OR,West
Kokomo city,Indiana,Small,Bike,141,0.7,0.3,IN,North Central
Kyle city,Texas,Small,Bike,0,0,0.3,TX,South
La Cañada Flintridge city,California,Small,Bike,12,0.1,0.2,CA,West
La Crosse city,Wisconsin,Small,Bike,701,2.6,0.7,WI,North Central
La Habra city,California,Small,Bike,143,0.5,0.3,CA,West
La Mesa city,California,Small,Bike,110,0.4,0.3,CA,West
La Mirada city,California,Small,Bike,134,0.6,0.3,CA,West
La Porte city,Indiana,Small,Bike,41,0.4,0.5,IN,North Central
La Porte city,Texas,Small,Bike,62,0.4,0.4,TX,South
La Puente city,California,Small,Bike,244,1.4,0.9,CA,West
La Quinta city,California,Small,Bike,158,1,0.8,CA,West
La Vergne city,Tennessee,Small,Bike,10,0.1,0.1,TN,South
La Verne city,California,Small,Bike,69,0.5,0.4,CA,West
Lacey city,Washington,Small,Bike,90,0.5,0.3,WA,West
Lafayette city,California,Small,Bike,30,0.3,0.3,CA,West
Lafayette city,Colorado,Small,Bike,130,1,0.5,CO,West
Lafayette city,Indiana,Small,Bike,232,0.7,0.4,IN,North Central
LaGrange city,Georgia,Small,Bike,6,0.1,0.1,GA,South
Laguna Beach city,California,Small,Bike,60,0.5,0.5,CA,West
Laguna Hills city,California,Small,Bike,138,0.9,0.6,CA,West
Laguna Niguel city,California,Small,Bike,54,0.2,0.2,CA,West
Lake Charles city,Louisiana,Small,Bike,81,0.3,0.2,LA,South
Lake Elsinore city,California,Small,Bike,0,0,0.2,CA,West
Lake Forest city,California,Small,Bike,246,0.6,0.3,CA,West
Lake Havasu City city,Arizona,Small,Bike,47,0.2,0.2,AZ,West
Lake in the Hills village,Illinois,Small,Bike,0,0,0.2,IL,North Central
Lake Jackson city,Texas,Small,Bike,7,0.1,0.1,TX,South
Lake Oswego city,Oregon,Small,Bike,98,0.6,0.4,OR,West
Lake Stevens city,Washington,Small,Bike,0,0,0.2,WA,West
Lake Worth city,Florida,Small,Bike,126,0.8,0.7,FL,South
Lakeland city,Florida,Small,Bike,206,0.5,0.3,FL,South
Lakeville city,Minnesota,Small,Bike,55,0.2,0.2,MN,North Central
Lakewood city,California,Small,Bike,247,0.6,0.3,CA,West
Lakewood city,Ohio,Small,Bike,171,0.6,0.3,OH,North Central
Lakewood city,Washington,Small,Bike,128,0.5,0.4,WA,West
Lancaster city,Ohio,Small,Bike,34,0.2,0.2,OH,North Central
Lancaster city,Pennsylvania,Small,Bike,200,0.8,0.4,PA,Northeast
Lancaster city,Texas,Small,Bike,0,0,0.2,TX,South
Lansing village,Illinois,Small,Bike,3,0,0.1,IL,North Central
Laramie city,Wyoming,Small,Bike,1088,6.8,1.8,WY,West
Largo city,Florida,Small,Bike,441,1.4,0.6,FL,South
Lauderdale Lakes city,Florida,Small,Bike,15,0.1,0.2,FL,South
Lauderhill city,Florida,Small,Bike,51,0.2,0.2,FL,South
Laurel city,Maryland,Small,Bike,143,1,1.2,MD,South
Lawndale city,California,Small,Bike,316,2.2,1.2,CA,West
Lawrence city,Indiana,Small,Bike,0,0,0.1,IN,North Central
Lawrence city,Kansas,Small,Bike,885,1.9,0.6,KS,North Central
Lawrence city,Massachusetts,Small,Bike,9,0,0.1,MA,Northeast
Lawrenceville city,Georgia,Small,Bike,0,0,0.3,GA,South
Lawton city,Oklahoma,Small,Bike,75,0.2,0.1,OK,South
Layton city,Utah,Small,Bike,42,0.1,0.1,UT,West
League City city,Texas,Small,Bike,87,0.2,0.2,TX,South
Leander city,Texas,Small,Bike,7,0.1,0.1,TX,South
Leavenworth city,Kansas,Small,Bike,159,1.1,0.6,KS,North Central
Leawood city,Kansas,Small,Bike,14,0.1,0.1,KS,North Central
Lebanon city,Ohio,Small,Bike,0,0,0.3,OH,North Central
Lebanon city,Pennsylvania,Small,Bike,118,1.1,0.9,PA,Northeast
Lebanon city,Tennessee,Small,Bike,12,0.1,0.2,TN,South
Lee's Summit city,Missouri,Small,Bike,8,0,0.1,MO,North Central
Leesburg city,Florida,Small,Bike,50,0.7,0.9,FL,South
Leesburg town,Virginia,Small,Bike,69,0.3,0.4,VA,South
Lehi city,Utah,Small,Bike,26,0.1,0.2,UT,West
Lemon Grove city,California,Small,Bike,31,0.3,0.2,CA,West
Lemoore city,California,Small,Bike,60,0.5,0.7,CA,West
Lenexa city,Kansas,Small,Bike,47,0.2,0.1,KS,North Central
Leominster city,Massachusetts,Small,Bike,45,0.2,0.4,MA,Northeast
Lewiston city,Idaho,Small,Bike,80,0.5,0.4,ID,West
Lewiston city,Maine,Small,Bike,65,0.4,0.3,ME,Northeast
Lewisville city,Texas,Small,Bike,291,0.6,0.3,TX,South
Liberal city,Kansas,Small,Bike,110,1.2,1.2,KS,North Central
Liberty city,Missouri,Small,Bike,4,0,0.1,MO,North Central
Libertyville village,Illinois,Small,Bike,90,0.9,0.6,IL,North Central
Lima city,Ohio,Small,Bike,45,0.3,0.3,OH,North Central
Lincoln city,California,Small,Bike,118,0.8,0.6,CA,West
Lincoln Park city,Michigan,Small,Bike,52,0.4,0.3,MI,North Central
Linden city,New Jersey,Small,Bike,22,0.1,0.1,NJ,Northeast
Lindenhurst village,New York,Small,Bike,0,0,0.2,NY,Northeast
Lino Lakes city,Minnesota,Small,Bike,38,0.4,0.3,MN,North Central
Lisle village,Illinois,Small,Bike,10,0.1,0.1,IL,North Central
Little Elm city,Texas,Small,Bike,0,0,0.3,TX,South
Littleton city,Colorado,Small,Bike,93,0.4,0.2,CO,West
Livermore city,California,Small,Bike,480,1.2,0.3,CA,West
Livonia city,Michigan,Small,Bike,45,0.1,0.1,MI,North Central
Lockport city,Illinois,Small,Bike,0,0,0.2,IL,North Central
Lockport city,New York,Small,Bike,57,0.6,0.5,NY,Northeast
Lodi borough,New Jersey,Small,Bike,84,0.7,0.6,NJ,Northeast
Lodi city,California,Small,Bike,173,0.7,0.3,CA,West
Logan city,Utah,Small,Bike,982,4.1,1.1,UT,West
Loma Linda city,California,Small,Bike,93,0.9,0.8,CA,West
Lombard village,Illinois,Small,Bike,143,0.6,0.7,IL,North Central
Lomita city,California,Small,Bike,147,1.5,0.9,CA,West
Lompoc city,California,Small,Bike,81,0.5,0.3,CA,West
Long Beach city,New York,Small,Bike,194,1.1,0.5,NY,Northeast
Long Branch city,New Jersey,Small,Bike,296,1.9,1.4,NJ,Northeast
Longmont city,Colorado,Small,Bike,410,1,0.3,CO,West
Longview city,Texas,Small,Bike,133,0.4,0.3,TX,South
Longview city,Washington,Small,Bike,141,1,0.5,WA,West
Lorain city,Ohio,Small,Bike,72,0.3,0.3,OH,North Central
Los Altos city,California,Small,Bike,216,1.8,0.9,CA,West
Los Banos city,California,Small,Bike,48,0.4,0.4,CA,West
Los Gatos town,California,Small,Bike,96,0.7,0.5,CA,West
Loveland city,Colorado,Small,Bike,297,0.9,0.4,CO,West
Loves Park city,Illinois,Small,Bike,36,0.3,0.4,IL,North Central
Lufkin city,Texas,Small,Bike,72,0.5,0.4,TX,South
Lumberton city,North Carolina,Small,Bike,13,0.2,0.3,NC,South
Lynchburg city,Virginia,Small,Bike,34,0.1,0.1,VA,South
Lynn city,Massachusetts,Small,Bike,280,0.7,0.5,MA,Northeast
Lynnwood city,Washington,Small,Bike,31,0.2,0.2,WA,West
Lynwood city,California,Small,Bike,114,0.5,0.3,CA,West
Machesney Park village,Illinois,Small,Bike,21,0.2,0.2,IL,North Central
Macon city,Georgia,Small,Bike,46,0.1,0.1,GA,South
Madera city,California,Small,Bike,89,0.5,0.4,CA,West
Madison city,Alabama,Small,Bike,56,0.3,0.3,AL,South
Madison city,Mississippi,Small,Bike,0,0,0.3,MS,South
Madison Heights city,Michigan,Small,Bike,45,0.3,0.3,MI,North Central
Malden city,Massachusetts,Small,Bike,240,0.8,0.5,MA,Northeast
Manassas city,Virginia,Small,Bike,65,0.3,0.5,VA,South
Manhattan Beach city,California,Small,Bike,123,0.7,0.4,CA,West
Manhattan city,Kansas,Small,Bike,357,1.2,0.5,KS,North Central
Manitowoc city,Wisconsin,Small,Bike,146,0.9,0.5,WI,North Central
Mankato city,Minnesota,Small,Bike,175,0.8,0.3,MN,North Central
Mansfield city,Ohio,Small,Bike,11,0.1,0.1,OH,North Central
Mansfield city,Texas,Small,Bike,0,0,0.1,TX,South
Manteca city,California,Small,Bike,80,0.3,0.2,CA,West
Maple Grove city,Minnesota,Small,Bike,69,0.2,0.1,MN,North Central
Maple Heights city,Ohio,Small,Bike,28,0.3,0.4,OH,North Central
Maple Valley city,Washington,Small,Bike,13,0.1,0.2,WA,West
Maplewood city,Minnesota,Small,Bike,76,0.4,0.3,MN,North Central
Marana town,Arizona,Small,Bike,28,0.2,0.2,AZ,West
