prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1921,Chemistry,The Nobel Prize in Chemistry 1921,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",1/1,179,Individual,Frederick Soddy,1877-09-02,Eastbourne,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1956-09-22,Brighton,United Kingdom
1921,Literature,The Nobel Prize in Literature 1921,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",1/1,590,Individual,Anatole France,1844-04-16,Paris,France,Male,NA,NA,NA,1924-10-12,Saint-Cyr-sur-Loire,France
1921,Peace,The Nobel Peace Prize 1921,NA,1/2,485,Individual,Karl Hjalmar Branting,1860-11-23,Stockholm,Sweden,Male,NA,NA,NA,1925-02-24,Stockholm,Sweden
1921,Peace,The Nobel Peace Prize 1921,NA,1/2,486,Individual,Christian Lous Lange,1869-09-17,Stavanger,Norway,Male,NA,NA,NA,1938-12-11,Oslo,Norway
1921,Physics,The Nobel Prize in Physics 1921,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",1/1,26,Individual,Albert Einstein,1879-03-14,Ulm,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,1955-04-18,"Princeton, NJ",United States of America
1922,Chemistry,The Nobel Prize in Chemistry 1922,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",1/1,180,Individual,Francis William Aston,1877-09-01,Harborne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1945-11-20,Cambridge,United Kingdom
1922,Literature,The Nobel Prize in Literature 1922,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1/1,592,Individual,Jacinto Benavente,1866-08-12,Madrid,Spain,Male,NA,NA,NA,1954-07-14,Madrid,Spain
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery relating to the production of heat in the muscle""",1/2,311,Individual,Archibald Vivian Hill,1886-09-26,Bristol,United Kingdom,Male,London University,London,United Kingdom,1977-06-03,Cambridge,United Kingdom
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",1/2,312,Individual,Otto Fritz Meyerhof,1884-04-12,Hanover,Germany,Male,Kiel University,Kiel,Germany,1951-10-06,"Philadelphia, PA",United States of America
1922,Peace,The Nobel Peace Prize 1922,NA,1/1,487,Individual,Fridtjof Nansen,1861-10-10,Kristiania (Oslo),Norway,Male,NA,NA,NA,1930-05-13,Oslo,Norway
1922,Physics,The Nobel Prize in Physics 1922,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1/1,27,Individual,Niels Henrik David Bohr,1885-10-07,Copenhagen,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1962-11-18,Copenhagen,Denmark
1923,Chemistry,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",1/1,181,Individual,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,1930-12-13,Graz,Austria
1923,Literature,The Nobel Prize in Literature 1923,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1/1,593,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,Male,NA,NA,NA,1939-01-28,Roquebrune-Cap-Martin,France
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1/2,313,Individual,Frederick Grant Banting,1891-11-14,Alliston,Canada,Male,University of Toronto,Toronto,Canada,1941-02-21,Newfoundland,Canada
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1/2,314,Individual,John James Rickard Macleod,1876-09-06,Cluny,Scotland,Male,University of Toronto,Toronto,Canada,1935-03-16,Aberdeen,Scotland
1923,Physics,The Nobel Prize in Physics 1923,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1/1,28,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1953-12-19,"San Marino, CA",United States of America
1924,Literature,The Nobel Prize in Literature 1924,"""for his great national epic, <I>The Peasants</I>""",1/1,594,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Male,NA,NA,NA,1925-12-05,Warsaw,Poland
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,"""for his discovery of the mechanism of the electrocardiogram""",1/1,315,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Male,Leiden University,Leiden,Netherlands,1927-09-29,Leiden,Netherlands
1924,Physics,The Nobel Prize in Physics 1924,"""for his discoveries and research in the field of X-ray spectroscopy""",1/1,29,Individual,Karl Manne Georg Siegbahn,1886-12-03,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,1978-09-26,Ängelholm,Sweden
1925,Chemistry,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1/1,182,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Male,Goettingen University,Göttingen,Germany,1929-09-24,Göttingen,Germany
1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1/1,596,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Male,NA,NA,NA,1950-11-02,Ayot St. Lawrence,United Kingdom
1925,Peace,The Nobel Peace Prize 1925,NA,1/2,488,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,Male,NA,NA,NA,1937-03-16,London,United Kingdom
1925,Peace,The Nobel Peace Prize 1925,NA,1/2,489,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States of America,Male,NA,NA,NA,1951-04-23,"Evanston, IL",United States of America
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1/2,30,Individual,James Franck,1882-08-26,Hamburg,Germany,Male,Goettingen University,Göttingen,Germany,1964-05-21,Göttingen,West Germany (Germany)
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1/2,31,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Male,Halle University,Halle,Germany,1975-10-30,Berlin,East Germany
1926,Chemistry,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",1/1,183,Individual,The (Theodor) Svedberg,1884-08-30,Fleräng,Sweden,Male,Uppsala University,Uppsala,Sweden,1971-02-25,Örebro,Sweden
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1/1,597,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Female,NA,NA,NA,1936-08-15,Rome,Italy
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,"""for his discovery of the Spiroptera carcinoma""",1/1,316,Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1928-01-30,Copenhagen,Denmark
1926,Peace,The Nobel Peace Prize 1926,NA,1/2,490,Individual,Aristide Briand,1862-03-28,Nantes,France,Male,NA,NA,NA,1932-03-07,Paris,France
1926,Peace,The Nobel Peace Prize 1926,NA,1/2,491,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Male,NA,NA,NA,1929-10-03,Berlin,Germany
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1/1,32,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,Male,Sorbonne University,Paris,France,1942-04-17,"New York, NY",United States of America
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",1/1,184,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Male,Munich University,Munich,Germany,1957-08-05,Munich,West Germany (Germany)
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1/1,600,Individual,Henri Bergson,1859-10-18,Paris,France,Male,NA,NA,NA,1941-01-04,Paris,France
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1/1,317,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Male,Vienna University,Vienna,Austria,1940-09-27,Vienna,Austria
1927,Peace,The Nobel Peace Prize 1927,NA,1/2,492,Individual,Ferdinand Buisson,1841-12-20,Paris,France,Male,NA,NA,NA,1932-02-16,Thieuloy-Saint-Antoine,France
1927,Peace,The Nobel Peace Prize 1927,NA,1/2,493,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Male,NA,NA,NA,1941-03-04,Geneva,Switzerland
1927,Physics,The Nobel Prize in Physics 1927,"""for his discovery of the effect named after him""",1/2,33,Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,1962-03-15,"Berkeley, CA",United States of America
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1/2,34,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1959-11-15,Carlops,Scotland
1928,Chemistry,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1/1,185,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Male,Goettingen University,Göttingen,Germany,1959-06-09,Göttingen,West Germany (Germany)
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1/1,601,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Female,NA,NA,NA,1949-06-10,Lillehammer,Norway
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,"""for his work on typhus""",1/1,318,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,Male,Institut Pasteur,Tunis,NA,1936-02-28,Tunis,Tunisia
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1/1,35,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,1959-02-15,Alton,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1/2,186,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,Male,London University,London,United Kingdom,1940-06-17,Bourne,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1/2,187,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Male,Stockholm University,Stockholm,Sweden,1964-11-06,Stockholm,Sweden
1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1/1,602,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Male,NA,NA,NA,1955-08-12,Zurich,Switzerland
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the antineuritic vitamin""",1/2,319,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Male,Utrecht University,Utrecht,Netherlands,1930-11-05,Utrecht,Netherlands
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the growth-stimulating vitamins""",1/2,320,Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1947-05-16,Cambridge,United Kingdom
1929,Peace,The Nobel Peace Prize 1929,NA,1/1,494,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",United States of America,Male,NA,NA,NA,1937-12-21,"St. Paul, MN",United States of America
1929,Physics,The Nobel Prize in Physics 1929,"""for his discovery of the wave nature of electrons""",1/1,36,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,Male,"Sorbonne University, Institut Henri Poincaré",Paris,France,1987-03-19,Paris,France
1930,Chemistry,The Nobel Prize in Chemistry 1930,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1/1,188,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,1945-03-31,Munich,Germany
1930,Literature,The Nobel Prize in Literature 1930,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1/1,603,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,Male,NA,NA,NA,1951-01-10,Rome,Italy
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,"""for his discovery of human blood groups""",1/1,321,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,1943-06-26,"New York, NY",United States of America
1930,Peace,The Nobel Peace Prize 1930,NA,1/1,495,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,Male,NA,NA,NA,1931-07-12,Uppsala,Sweden
1930,Physics,The Nobel Prize in Physics 1930,"""for his work on the scattering of light and for the discovery of the effect named after him""",1/1,37,Individual,Sir Chandrasekhara Venkata Raman,1888-11-07,Tiruchirappalli,India,Male,Calcutta University,Calcutta,India,1970-11-21,Bangalore,India
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1/2,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Male,University of Heidelberg,Heidelberg,Germany,1940-04-26,Heidelberg,Germany
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1/2,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Male,I.G. Farbenindustrie A.G.,Heidelberg,Germany,1940-04-26,Heidelberg,Germany
