license_issue_date,license_number,animals_name,species,primary_breed,secondary_breed,zip_code
December 14 2018,964736,Bartlet,Cat,Domestic Shorthair,NA,98103
November 13 2018,8002702,Jewel,Dog,"Retriever, Labrador",Mix,98115
December 18 2017,S103412,Charlie,Dog,"Chihuahua, Short Coat",Mix,98104
November 22 2018,8003114,Mouse,Cat,Domestic Shorthair,Mix,98106
November 30 2018,S118049,Baxter Bones,Dog,"Terrier, Jack Russell",NA,98116
December 14 2018,964435,Fido,Dog,Maltese,"Poodle, Miniature",98107
December 28 2018,S115156,Em,Dog,"Welsh Corgi, Pembroke",NA,98136
November 19 2018,835253,Ernie,Dog,"Terrier, Boston",Australian Shepherd,98115
December 24 2018,901457,Royal,Dog,"Dachshund, Miniature Smooth Haired",NA,98122
December 09 2018,8003651,Oliver,Cat,Domestic Shorthair,Mix,98117
November 25 2018,8003202,Badu,Cat,Domestic Shorthair,Mix,98116
October 29 2018,732966,Lynx,Cat,Domestic Shorthair,NA,98116
November 24 2018,829696,Lilo,Dog,"Retriever, Labrador",NA,98117
December 27 2018,S138640,Ally,Dog,"Chihuahua, Short Coat",NA,98122
December 03 2018,S151150,Bella,Cat,Domestic Shorthair,Mix,98116
December 09 2018,S119067,Elphie,Cat,Domestic Shorthair,Mix,98125
November 20 2018,8003027,Hank,Dog,"Chihuahua, Short Coat",Pomeranian,98106
December 22 2018,957320,Tolmie,Dog,Australian Shepherd,NA,98115
October 18 2018,8001988,Rocco,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98118
November 19 2018,8003001,Mist,Cat,Russian Blue,NA,98126
December 29 2018,8004202,Kaiku,Dog,"Retriever, Golden",NA,98115
November 29 2018,S150125,Milli,Dog,"Dachshund, Miniature Long Haired",Mix,98107
October 20 2018,830460,Scout,Dog,"Chihuahua, Short Coat",NA,98178
October 18 2018,8002015,Dargo,Dog,Boxer,Mastiff,98106
November 14 2018,903865,Hogan,Dog,"Terrier, Airedale",NA,98125
December 23 2018,S101729,Winston,Dog,Shih Tzu,Mix,98107
October 20 2018,S149151,Stevie,Dog,"Chihuahua, Short Coat",Mix,98122
December 10 2018,S125076,Hamish,Dog,"Poodle, Miniature","Retriever, Labrador",98103
December 21 2018,S150221,Tiger,Cat,Domestic Shorthair,Mix,98117
November 12 2018,8002655,WERLWIND'S PSALMS (CALL NAME: BALOO),Dog,Bernese Mountain Dog,NA,98103
November 12 2018,900823,Copper,Dog,Australian Cattle Dog,Mix,98103
December 18 2018,8003955,Mija,Dog,Havanese,NA,98116
October 22 2018,S120910,Lucy,Dog,Border Collie,NA,98126
October 26 2018,8002232,Macy Dixon,Cat,Siamese,Domestic Medium Hair,98117
November 29 2018,S118046,Toby,Dog,Maltese,Shih Tzu,98136
December 07 2018,958028,Winston,Dog,"Dachshund, Standard Smooth Haired",NA,98115
December 09 2018,8003659,Maxwell,Cat,American Shorthair,Mix,98136
December 20 2018,S125019,Fergus,Dog,"Schnauzer, Miniature",NA,98125
November 17 2018,8002803,Winston,Cat,Domestic Shorthair,Domestic Shorthair,98106
November 09 2018,8002593,Frankie,Dog,"Terrier, Boston",NA,98118
November 06 2018,S137026,Trouble,Cat,Domestic Longhair,NA,98116
October 27 2018,S133277,Liza with a Z,Dog,Belgian Malinois,Mix,98144
December 13 2018,8003809,Wilton,Dog,"Terrier, Jack Russell",Beagle,98116
December 18 2018,8003953,Lhasa,Dog,Lhasa Apso,NA,98126
November 29 2018,904669,Maya,Dog,"Terrier, American Pit Bull",NA,98125
November 08 2018,S125329,Swat,Cat,Mix,NA,98107
October 23 2018,8002161,Lupe,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98178
May 31 2018,S144025,Chabibi,Dog,German Shepherd,Mix,98136
December 13 2018,8003800,Coco,Dog,Great Dane,NA,98144
November 30 2018,S137045,Nana,Dog,Shih Tzu,NA,98178
December 19 2018,8003989,Otis,Dog,"Retriever, Chesapeake Bay","Retriever, Labrador",98136
November 01 2018,203529,Clavia,Cat,Domestic Shorthair,NA,98108
December 20 2018,S108795,Midnight,Cat,Domestic Longhair,Mix,98105
September 20 2018,S142601,Mango,Cat,Domestic Shorthair,Mix,98105
November 30 2018,S136379,Mochi,Dog,"Welsh Corgi, Pembroke",NA,98107
November 18 2018,8002897,Reina,Dog,"Chihuahua, Short Coat",Mix,98103
October 22 2018,S121295,Kiki,Dog,"Poodle, Standard","Retriever, Labrador",98105
December 01 2018,8003420,Nya,Dog,Border Collie,Mix,98102
November 29 2018,8003361,Lola,Dog,"Retriever, Golden","Poodle, Standard",98177
March 19 2018,S141622,Chicku,Dog,German Shepherd,German Shepherd,98112
August 07 2018,S142562,Bernard,Cat,Domestic Shorthair,Mix,98105
December 18 2018,S117952,Maxx,Dog,"Terrier, Pit Bull",NA,98106
December 21 2018,8004018,Mew,Cat,Domestic Shorthair,NA,98117
December 07 2018,957691,Oscar,Dog,Rhodesian Ridgeback,NA,98107
November 17 2018,8002821,Butch,Dog,Shiba Inu,NA,98126
November 20 2018,S152235,Mickey,Dog,Pomeranian,NA,98119
December 28 2018,954479,Zorro,Cat,Domestic Shorthair,Mix,98116
December 27 2018,S137849,Odessa,Cat,Domestic Shorthair,NA,98106
November 29 2018,S137019,Bodhi,Dog,Miniature Pinscher,"Cur, Black-Mouth",98199
December 11 2018,958296,Steve,Dog,"Chihuahua, Short Coat",NA,98144
December 27 2018,944991,Zara,Cat,Maine Coon,NA,98136
November 17 2018,S123104,Pepper,Dog,Coton de Tulear,NA,98112
October 18 2018,825470,Munchkin,Cat,Siamese,LaPerm,98125
September 30 2018,S142614,Matilda,Cat,Domestic Shorthair,Mix,98115
November 11 2018,897483,Beau,Cat,Domestic Medium Hair,NA,98117
November 09 2018,901459,Rusty,Dog,"Retriever, Nova Scotia Duck Tolling",NA,98107
December 16 2018,8003895,Zeus,Cat,Domestic Longhair,Mix,98116
November 27 2018,8003296,Lucy,Dog,"Retriever, Golden","Poodle, Standard",98116
November 04 2018,825316,Stella,Cat,Domestic Medium Hair,NA,98112
December 10 2018,S131540,Dakota,Dog,"Retriever, Labrador","Poodle, Standard",98116
December 20 2018,S108470,Maggie,Dog,"Retriever, Labrador","Poodle, Standard",98177
December 13 2016,952188,Danny,Cat,Domestic Shorthair,NA,NA
November 06 2018,S124623,Lucy,Cat,American Shorthair,Abyssinian,98103
December 19 2018,8003996,Cas,Dog,Shepherd,NA,98106
November 17 2018,8002813,Juno,Dog,Rottweiler,NA,98117
December 10 2018,961478,Robin,Dog,"Retriever, Labrador",Australian Cattle Dog,98103
November 26 2018,8003246,Molly,Dog,Lhasa Apso,Mix,98107
October 26 2018,S121065,Harry,Dog,"Retriever, Labrador",Mix,98107
December 27 2016,S125041,Geoffrey,Dog,"Terrier, Jack Russell","Terrier, Scottish",98122
March 18 2018,S141190,Bobby,Cat,Domestic Shorthair,Mix,98133
November 24 2018,8003159,Lucy,Dog,Terrier,"Australian Shepherd, Miniature",98119
November 18 2018,S112192,Faith,Cat,Domestic Shorthair,NA,98107
October 24 2018,80061,Desmo,Dog,Rhodesian Ridgeback,NA,98199
November 03 2018,S136945,Snacks,Dog,Boxer,"Terrier, American Pit Bull",98144
November 10 2018,905491,Angel,Dog,"Terrier, West Highland White",NA,98115
October 27 2018,727534,Snuggles,Dog,"Bulldog, English",NA,98116
October 20 2018,715927,Max,Cat,Domestic Shorthair,NA,98199
October 25 2018,8002208,Fukayna,Dog,Boxer,"Retriever, Golden",98118
October 19 2018,730518,Phoebe,Cat,Domestic Shorthair,NA,98102
December 23 2018,S138141,Tegan,Dog,"Retriever, Labrador",NA,98106
December 07 2018,8003575,Maia,Dog,German Shepherd,NA,98125
November 09 2018,S146549,Calhoun,Dog,"Terrier, American Pit Bull",NA,98126
November 20 2018,8003036,Frida,Cat,Domestic Shorthair,NA,98144
October 22 2018,S152155,Tortilla,Cat,Domestic Shorthair,Mix,98125
December 18 2018,S116434,Skipper,Dog,Havanese,NA,98115
December 07 2018,S134026,Scout,Dog,Border Collie,"Retriever, Labrador",98119
December 01 2018,S124088,Samantha,Cat,Domestic Medium Hair,NA,98107
December 23 2018,957698,Hannah,Cat,Siamese,Mix,98103
October 20 2018,8002060,Macca,Dog,Retriever,Mix,98118
November 01 2018,8002386,Charley,Dog,"Retriever, Labrador","Mixed Breed, Large (over 44 lbs fully grown)",98125
December 12 2018,S123759,Hobbes,Cat,Domestic Shorthair,NA,98125
December 23 2018,S125337,Sydney,Dog,Border Collie,Spaniel,98121
November 29 2018,S137020,Inky,Dog,Terrier,Japanese Chin,98199
December 03 2018,889776,Zeke,Dog,Border Collie,NA,98107
December 03 2018,8003479,Buster,Dog,Border Collie,Hound,98106
December 04 2018,S126824,Rosie,Dog,Bulldog,NA,98117
October 30 2018,S136966,Gremlie,Dog,Pomeranian,Papillon,98177
December 30 2018,S122841,Maude,Cat,Domestic Medium Hair,Mix,98122
December 16 2018,957405,Gwen,Dog,Australian Shepherd,Brittany,98106
November 26 2018,S141436,Roger,Dog,"Terrier, Yorkshire",Mix,98107
December 11 2018,S152271,Griffey,Dog,"Retriever, Golden",NA,98115
October 28 2018,8002265,Snoopy,Dog,"Pointer, German Shorthaired",Mix,98177
December 23 2018,8004095,Ritter,Dog,"Poodle, Standard",NA,98112
November 24 2018,833466,Judy,Dog,"Chihuahua, Short Coat",NA,98117
November 01 2018,835333,Kiki,Dog,"Terrier, Boston",NA,98144
November 12 2018,897063,Anya,Cat,Domestic Shorthair,NA,98118
November 05 2018,S124057,Ziegfeld,Cat,Domestic Medium Hair,NA,98115
December 04 2018,904425,Bart,Dog,Greyhound,NA,98118
November 19 2018,S105805,George,Dog,"Dachshund, Miniature Smooth Haired",NA,98144
December 18 2018,8003948,Ernest,Cat,Domestic Shorthair,NA,98112
October 20 2018,827664,Whiskers,Dog,Havanese,NA,98133
October 31 2018,827069,Bella,Dog,"Terrier, Yorkshire",NA,98115
November 10 2018,904464,Buddy,Dog,"Poodle, Miniature","Schnauzer, Miniature",98126
December 07 2018,S137458,Prof. Kepler McSmartyPants Locke,Dog,"Australian Shepherd, Miniature",NA,98115
November 14 2018,904083,Momo,Dog,Siberian Husky,NA,98103
November 30 2018,8003386,Ollie,Dog,Shetland Sheepdog,NA,98118
November 25 2018,904780,Autumn,Dog,Australian Shepherd,"Dachshund, Standard Long Haired",98117
November 16 2018,S119080,Pumpkin,Cat,Domestic Shorthair,Mix,98103
February 28 2017,961306,Butch,Dog,"Terrier, American Pit Bull",NA,NA
October 27 2018,S137402,Elton,Dog,"Retriever, Labrador",NA,98119
October 25 2018,S123972,Pip,Dog,Basenji,"Welsh Corgi, Cardigan",98118
December 14 2018,959914,Fergi,Dog,Terrier,NA,98125
November 07 2018,895961,Max,Cat,Domestic Shorthair,NA,98125
December 21 2018,8004047,Boobafina,Dog,"Retriever, Labrador",NA,98119
November 09 2018,901930,Milo,Dog,"Retriever, Labrador","Poodle, Standard",98133
December 29 2018,S148240,Susie,Dog,"Welsh Corgi, Cardigan",NA,98107
December 29 2018,960648,Mikey,Dog,"Retriever, Labrador",Border Collie,98126
November 19 2018,8002990,Ernie,Dog,"Poodle, Standard",NA,98126
November 25 2018,8003190,Doug,Cat,Domestic Shorthair,Mix,98103
October 25 2018,8002195,Elsie,Dog,"Retriever, Labrador",Mix,98122
November 02 2018,832378,Chap,Cat,Domestic Shorthair,NA,98119
November 02 2018,8002396,Abby,Dog,"Terrier, American Pit Bull",Mix,98107
December 28 2018,8004177,Milo,Dog,Border Collie,Rhodesian Ridgeback,98103
December 11 2018,S124145,Delilah,Dog,"Welsh Corgi, Cardigan",NA,98199
November 28 2018,8003318,Gaspode,Dog,Greyhound,NA,98118
December 09 2018,895538,Otto,Cat,Domestic Shorthair,NA,98122
November 17 2018,8002809,Motor,Cat,Domestic Shorthair,Mix,98116
December 16 2018,S151174,Atlas,Dog,"Retriever, Labrador",Mix,98103
October 19 2018,S121307,Truffle,Goat,Miniature,NA,98115
November 19 2018,S105665,Sam,Cat,Siamese,NA,98146
November 28 2018,8003307,Bea,Dog,"Poodle, Standard",NA,98116
November 19 2018,8002954,Amber,Dog,"Retriever, Golden",NA,98106
December 15 2018,S122071,Daisy,Dog,"Poodle, Standard","Retriever, Labrador",98115
December 28 2018,S115566,Bruges,Dog,Boxer,NA,98125
November 19 2018,S124103,Thelma,Cat,Domestic Shorthair,NA,98117
December 11 2018,S144727,Gracie,Dog,"Terrier, American Staffordshire","Terrier, American Pit Bull",98101
December 15 2018,960541,Sophie,Dog,Bichon Frise,"Poodle, Miniature",98103
October 31 2018,715115,Mitts,Cat,Domestic Shorthair,NA,98125
October 30 2018,833198,Tyke,Cat,Domestic Shorthair,NA,98112
November 24 2018,S121803,Gillian,Dog,"Pointer, German Shorthaired",NA,98117
November 29 2018,904900,Cooper,Dog,"Retriever, Labrador",Border Collie,98117
November 21 2018,S125890,Thistle,Cat,American Shorthair,NA,98116
December 28 2018,8004176,Cheddar,Cat,Domestic Shorthair,Mix,98106
December 23 2018,S124684,Bentley 2,Dog,"Chihuahua, Long Coat",Mix,98146
November 18 2018,279902,Molly,Dog,"Spaniel, Cavalier King Charles",NA,98144
December 26 2018,S109733,Kittie,Cat,Domestic Shorthair,NA,98106
December 19 2018,956886,Romeo,Dog,Maltese,NA,98199
October 27 2018,726475,LuluBelle,Dog,"Bulldog, French",NA,98118
November 01 2018,8002379,Luna,Dog,Siberian Husky,Mix,98112
December 21 2018,904949,Fletcher,Dog,Shih Tzu,Mix,98136
December 07 2017,S134318,Cherry,Cat,Domestic Shorthair,Mix,98104
October 11 2018,S142626,Ghost,Cat,Siamese,Mix,98108
November 11 2018,905174,Melvin,Cat,American Shorthair,NA,98115
November 03 2018,S146790,Rover,Cat,Domestic Shorthair,NA,98109
December 24 2018,S124635,Blinky,Dog,"Chihuahua, Short Coat",NA,98103
December 12 2018,215554,Skeezix,Cat,American Shorthair,NA,98109
December 23 2018,8004081,Alucard,Cat,Domestic Medium Hair,Mix,98104
December 07 2018,S127100,Ruby,Dog,"Retriever, Labrador",NA,98103
December 28 2018,897766,Waldo,Cat,Domestic Shorthair,NA,98121
December 01 2018,8003418,Chloe,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98122
November 09 2018,831952,Charlie,Dog,"Dachshund, Miniature Smooth Haired",NA,98109
October 20 2018,S149159,Snow White,Cat,Domestic Shorthair,Mix,98119
December 12 2018,S150196,Buster,Cat,Domestic Shorthair,Mix,98117
December 29 2016,S125233,Tallulah,Cat,Domestic Shorthair,NA,98103
December 13 2018,8003820,Emma,Dog,"Australian Shepherd, Miniature",NA,98116
November 11 2018,904959,Arlo,Dog,Terrier,Mix,98122
November 21 2018,8003077,Roo,Cat,Domestic Medium Hair,Mix,98116
November 05 2018,S152201,Birthday,Cat,Domestic Longhair,Mix,98117
October 20 2018,816278,Pookie,Cat,Domestic Shorthair,NA,98119
December 08 2018,8003617,Boomer,Dog,"Poodle, Standard",Mix,98118
November 24 2018,S146575,Travis,Dog,"Terrier, West Highland White",NA,98105
December 07 2018,8003590,Opal,Dog,Australian Kelpie,Australian Kelpie,98108
December 30 2018,8004235,Roy Bergeson,Cat,American Shorthair,Mix,98133
October 29 2018,8002289,Ella,Cat,Ragdoll,NA,98109
November 05 2018,896435,Middy,Cat,Domestic Shorthair,NA,98199
November 12 2018,896938,Charlie,Cat,Domestic Shorthair,NA,98107
November 01 2018,S152191,Bodhi,Dog,"Retriever, Golden","Poodle, Standard",98116
December 02 2016,S125648,Smudge,Dog,"Chihuahua, Short Coat","Welsh Corgi, Pembroke",NA
August 18 2018,S144536,Mac,Dog,Miniature Pinscher,Mix,98112
December 27 2018,S124937,Teddy,Cat,Domestic Shorthair,NA,98112
December 19 2018,S108342,Ajax,Dog,Whippet,NA,98109
November 13 2018,8002684,Arrayah,Dog,"Terrier, Pit Bull",Mix,98146
November 07 2018,904614,Jax,Dog,Pomeranian,NA,98119
November 08 2016,953879,Francoise,Cat,Maine Coon,NA,98106
October 20 2018,S115387,Rupert,Dog,"Poodle, Miniature",Mix,98117
November 22 2018,904523,Raegan,Dog,"Retriever, Golden","Poodle, Standard",98115
November 24 2018,896992,Sage,Cat,Domestic Shorthair,NA,98144
November 27 2018,724552,Jacques,Cat,Siamese,NA,98112
August 24 2018,S142529,Cowgirl,Cat,Domestic Shorthair,Mix,98115
November 21 2018,S122424,Oliver,Cat,Mix,NA,98133
November 06 2018,902482,Lulu,Dog,"Chihuahua, Short Coat",NA,98115
December 07 2018,279624,Lilly,Dog,Maltese,NA,98106
October 15 2018,S142635,Summer,Cat,Domestic Shorthair,Mix,98144
November 23 2018,896672,Em,Cat,Domestic Longhair,NA,98119
October 27 2018,832597,Coco Chanel,Cat,Domestic Shorthair,NA,98112
December 11 2018,S125851,Bernie,Cat,Domestic Shorthair,NA,98115
November 24 2018,S125628,Sophie,Dog,"Spaniel, American Cocker","Poodle, Miniature",98199
October 21 2018,8002078,Ash,Cat,Mix,Mix,98125
November 03 2018,8002405,Sammy,Dog,"Retriever, Golden",NA,98115
November 17 2018,S124263,Kane,Dog,German Shepherd,NA,98103
November 26 2018,8003229,Nootka,Dog,Boxer,"Mixed Breed, Large (over 44 lbs fully grown)",98116
November 07 2018,S107467,Lupo,Dog,Australian Cattle Dog,NA,98121
November 24 2018,S123800,Paddington Bear,Dog,Pomeranian,NA,98102
December 01 2018,S150156,Kade,Dog,Great Pyrenees,Mix,98199
October 24 2018,S152165,Naito,Cat,Persian,Siberian,98199
November 21 2018,S118971,Moonlight,Cat,Domestic Medium Hair,Mix,98116
November 28 2018,S149209,Groot,Dog,"Retriever, Golden",Mix,98117
November 10 2018,900666,Kaley,Dog,Border Collie,NA,98115
November 18 2018,821105,Zoe,Dog,Shiba Inu,NA,98109
December 08 2018,8003632,Meeko,Cat,Domestic Medium Hair,American Shorthair,98136
December 15 2018,949913,Frannie,Cat,Domestic Shorthair,NA,98106
November 28 2018,8003330,Bruno,Dog,"Spaniel, Cavalier King Charles",NA,98125
November 03 2018,8002422,Igor,Dog,Doberman Pinscher,Mix,98126
December 31 2018,S122872,Max,Dog,"Chihuahua, Short Coat",Australian Cattle Dog,98107
December 10 2018,8003711,Alfie,Dog,"Retriever, Golden",NA,98109
November 26 2018,S122472,Lady,Dog,Shih Tzu,"Terrier, Border",98144
December 10 2018,8003702,Taffy,Cat,Domestic Shorthair,Mix,98136
November 19 2018,8002946,Slinky,Cat,Domestic Shorthair,Mix,98144
December 02 2018,8003438,Oki,Dog,"Retriever, Labrador",NA,98116
November 18 2018,8002906,Sigurd,Cat,American Shorthair,NA,98116
October 27 2018,817945,Mons,Cat,Domestic Shorthair,NA,98107
October 19 2018,8002024,Murphy,Dog,Australian Shepherd,Mix,98144
December 06 2017,957725,Kayla,Dog,"Retriever, Labrador",Hound,98199
October 31 2018,S122718,Franklin Kinks,Cat,Domestic Medium Hair,NA,98199
November 27 2018,896602,Tzeitel,Cat,Domestic Shorthair,NA,98102
December 06 2018,S125261,Chloe,Dog,"Retriever, Labrador",NA,98112
December 13 2018,8003813,Paulie,Cat,Siamese,Mix,98117
September 08 2018,S142512,Jade,Cat,Domestic Shorthair,Mix,98103
November 18 2018,8002898,Toothless,Cat,Domestic Shorthair,Mix,98116
December 07 2018,958107,Princeton,Dog,Pomeranian,NA,98115
November 25 2018,824147,Maxi,Cat,Domestic Shorthair,NA,98109
October 23 2018,S152159,Levi,Dog,"Retriever, Labrador",Mix,98144
November 01 2018,8002384,Ziggy Stardust,Dog,"Terrier, Boston",NA,98102
October 23 2018,732958,Kiwi,Cat,Domestic Shorthair,NA,98125
December 17 2018,S125259,Bowie,Dog,Papillon,NA,98107
October 27 2018,S146765,Buddy,Dog,"Retriever, Golden",Mix,98117
November 14 2018,903454,Sparrow,Dog,"Retriever, Labrador",Rottweiler,98115
December 29 2018,S125434,Vasya,Cat,Domestic Shorthair,Mix,98102
December 11 2018,S136694,Harvey,Dog,"Chihuahua, Short Coat",Mix,98116
November 11 2018,829251,Abby,Dog,Hound,NA,98115
December 21 2018,901655,Bennett,Dog,"Retriever, Golden",NA,98118
December 28 2018,952460,Zippy,Cat,Domestic Longhair,NA,98112
December 05 2018,8003511,Cooper,Dog,"Retriever, Labrador",NA,98105
November 24 2018,8003174,Maizy,Dog,"Retriever, Labrador",NA,98116
October 29 2018,835227,Piper,Dog,"Terrier, Rat",NA,98115
October 28 2018,8002263,Carly,Dog,Xoloitzcuintli,NA,98115
November 13 2018,8002697,Mo Kitty,Cat,Domestic Shorthair,Mix,98105
November 24 2018,S134684,Julia,Cat,Domestic Shorthair,Mix,98103
November 28 2018,270991,Cassie,Cat,Domestic Medium Hair,NA,98133
November 15 2018,8002744,Monkey,Cat,LaPerm,NA,98122
November 04 2018,8002436,Cosmo,Dog,Terrier,"Chihuahua, Short Coat",98126
October 23 2018,S135757,Sunny,Dog,"Retriever, Golden",NA,98133
November 13 2018,730329,Clementine,Cat,Domestic Shorthair,NA,98126
December 10 2018,S119128,Apple,Cat,Domestic Medium Hair,Mix,98107
November 14 2018,905184,Mishka,Dog,Bichon Frise,"Spaniel, American Cocker",98109
November 24 2018,827747,Abigail,Dog,Bloodhound,NA,98117
November 17 2018,835235,Charlie,Dog,Pug,Beagle,98106
December 30 2018,902186,Odis,Dog,"Retriever, Golden",NA,98144
October 26 2018,S133950,Jack,Cat,Maine Coon,Mix,98101
November 29 2018,S118978,Shenna,Cat,Domestic Shorthair,Mix,98117
October 21 2018,S142640,Jack,Cat,Domestic Shorthair,Mix,98102
December 03 2018,S122096,Luci,Cat,Domestic Shorthair,Mix,98115
December 25 2018,900727,Moku,Dog,Shiba Inu,Mix,98105
November 03 2018,444948,Bruno,Dog,Rhodesian Ridgeback,Chow Chow,98122
October 31 2018,S114315,Daisy,Dog,"Welsh Corgi, Pembroke",NA,98125
November 30 2018,832220,Fiona,Dog,"Terrier, Scottish",NA,98106
December 07 2018,S126222,Girl,Cat,Domestic Shorthair,Mix,98115
November 03 2018,S137439,Hugo,Dog,Pug,NA,98119
December 27 2018,8004168,Rudy,Dog,Retriever,"Retriever, Labrador",98112
December 22 2018,S150229,Cat,Cat,Domestic Shorthair,Mix,98116
November 03 2018,831842,Nala,Dog,Spaniel,"Retriever, Golden",98103
December 20 2018,S125880,"Jimmy Chew ""Chewie""",Dog,"Bulldog, American",NA,98119
November 01 2018,832328,Brutus,Dog,"Terrier, Yorkshire",Mix,98177
December 26 2018,8004131,Dickie,Dog,"Terrier, West Highland White",NA,98122
December 20 2018,S107711,Coco,Dog,"Retriever, Labrador",NA,98115
November 21 2018,S148162,Jerry,Cat,Domestic Shorthair,Mix,98105
