name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Angelika Hoier,F,B,Single-ply,26.5,24-34,NA,83.1,90,NA,95,NA,3,1993-12-12,IPF,World Bench Press Championships
Jacqueline Pepper,F,B,Single-ply,32.5,24-34,NA,89.5,90,NA,90,NA,4,1993-12-12,IPF,World Bench Press Championships
Katalina Horvath,F,B,Single-ply,21.5,20-23,NA,89,90,NA,77.5,NA,5,1993-12-12,IPF,World Bench Press Championships
Shih-Hsien Ku,F,B,Single-ply,19.5,20-23,NA,99.3,90+,NA,125,NA,1,1993-12-12,IPF,World Bench Press Championships
Chen-Yeh Chao,F,B,Single-ply,22,20-23,NA,95.8,90+,NA,122.5,NA,2,1993-12-12,IPF,World Bench Press Championships
Anna-Liisa Prinkkala,F,SBD,Single-ply,33.5,24-34,Open,44,44,135,60,145,1,1989-11-13,IPF,World Powerlifting Championships
Vuokko Viitasaari,F,SBD,Single-ply,34.5,24-34,Open,44,44,120,62.5,145,2,1989-11-13,IPF,World Powerlifting Championships
Maria DelCastillo,F,SBD,Single-ply,23.5,24-34,Open,44,44,130,62.5,120,3,1989-11-13,IPF,World Powerlifting Championships
Helen Wolsey,F,SBD,Single-ply,27.5,24-34,Open,44,44,112.5,60,135,4,1989-11-13,IPF,World Powerlifting Championships
Lijnie van der Holst,F,SBD,Single-ply,37.5,35-39,Open,44,44,105,65,130,5,1989-11-13,IPF,World Powerlifting Championships
Carine Stallaert,F,SBD,Single-ply,25.5,24-34,Open,44,44,107.5,45,137.5,6,1989-11-13,IPF,World Powerlifting Championships
Claudine Cognacq,F,SBD,Single-ply,33.5,24-34,Open,48,48,132.5,62.5,157.5,1,1989-11-13,IPF,World Powerlifting Championships
Glynnis Bierria-Ramirez,F,SBD,Single-ply,26,24-34,Open,48,48,130,77.5,145,2,1989-11-13,IPF,World Powerlifting Championships
Gisele Mathiau,F,SBD,Single-ply,33.5,24-34,Open,48,48,130,65,140,3,1989-11-13,IPF,World Powerlifting Championships
Malou Thill,F,SBD,Single-ply,32.5,24-34,Open,48,48,120,62.5,150,4,1989-11-13,IPF,World Powerlifting Championships
Veronique Neerinckx,F,SBD,Single-ply,21.5,20-23,Open,48,48,132.5,65,135,5,1989-11-13,IPF,World Powerlifting Championships
Karen Cameron,F,SBD,Single-ply,26.5,24-34,Open,48,48,125,60,142.5,6,1989-11-13,IPF,World Powerlifting Championships
Edith Scherpf,F,SBD,Single-ply,32.5,24-34,Open,48,48,100,55,105,7,1989-11-13,IPF,World Powerlifting Championships
Silvana Venditto,F,SBD,Single-ply,NA,NA,Open,48,48,100,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Ya-Ling Chen,F,SBD,Single-ply,26.5,24-34,Open,48,48,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Sisi Dolman,F,SBD,Single-ply,42.5,40-44,Open,52,52,170,70,182.5,1,1989-11-13,IPF,World Powerlifting Championships
Sherry Renee Burns,F,SBD,Single-ply,27.5,24-34,Open,52,52,147.5,75,177.5,2,1989-11-13,IPF,World Powerlifting Championships
Aubhild Hansen,F,SBD,Single-ply,31.5,24-34,Open,52,52,140,65,165,3,1989-11-13,IPF,World Powerlifting Championships
Liisa Jurkko,F,SBD,Single-ply,29.5,24-34,Open,52,52,155,67.5,145,4,1989-11-13,IPF,World Powerlifting Championships
Dagmar Wang,F,SBD,Single-ply,40.5,40-44,Open,52,52,135,70,155,5,1989-11-13,IPF,World Powerlifting Championships
Jorun Tangen,F,SBD,Single-ply,18.5,18-19,Open,52,52,130,52.5,147.5,6,1989-11-13,IPF,World Powerlifting Championships
Daralynn D'Angelo,F,SBD,Single-ply,23.5,24-34,Open,52,52,127.5,55,130,7,1989-11-13,IPF,World Powerlifting Championships
Mary Ryan-Jeffrey,F,SBD,Single-ply,32.5,24-34,Open,56,56,167.5,100,177.5,1,1989-11-13,IPF,World Powerlifting Championships
Joy Burt,F,SBD,Single-ply,32.5,24-34,Open,56,56,175,82.5,182.5,2,1989-11-13,IPF,World Powerlifting Championships
Carin Åkervall,F,SBD,Single-ply,25.5,24-34,Open,56,56,137.5,72.5,162.5,7,1989-11-13,IPF,World Powerlifting Championships
A-Yun Lin,F,SBD,Single-ply,43.5,40-44,Open,56,56,132.5,62.5,162.5,4,1989-11-13,IPF,World Powerlifting Championships
Christina Lahey,F,SBD,Single-ply,27.5,24-34,Open,56,56,135,72.5,137.5,5,1989-11-13,IPF,World Powerlifting Championships
Alice Heikkala,F,SBD,Single-ply,28.5,24-34,Open,56,56,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Judith Averbach,F,SBD,Single-ply,28.5,24-34,Open,60,60,152.5,105,170,1,1989-11-13,IPF,World Powerlifting Championships
Marleen Nelis,F,SBD,Single-ply,24.5,24-34,Open,60,60,145,95,175,2,1989-11-13,IPF,World Powerlifting Championships
Isabelle Mary,F,SBD,Single-ply,17.5,18-19,Open,60,60,162.5,75,172.5,3,1989-11-13,IPF,World Powerlifting Championships
Hayley Trafford,F,SBD,Single-ply,16.5,16-17,Open,60,60,145,90,172.5,4,1989-11-13,IPF,World Powerlifting Championships
Marion Brown,F,SBD,Single-ply,33.5,24-34,Open,60,60,147.5,75,175,5,1989-11-13,IPF,World Powerlifting Championships
Dipali Nandy,F,SBD,Single-ply,26.5,24-34,Open,60,60,150,70,155,6,1989-11-13,IPF,World Powerlifting Championships
Madou Mati Kuafke,F,SBD,Single-ply,NA,NA,Open,60,60,140,67.5,155,7,1989-11-13,IPF,World Powerlifting Championships
Gloria Guillemette,F,SBD,Single-ply,25.5,24-34,Open,60,60,132.5,67.5,135,8,1989-11-13,IPF,World Powerlifting Championships
Vailla Zabolotny,F,SBD,Single-ply,NA,NA,Open,60,60,110,72.5,142.5,9,1989-11-13,IPF,World Powerlifting Championships
Ingjerd Pytte,F,SBD,Single-ply,21.5,20-23,Open,60,60,160,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Li-Min Chou,F,SBD,Single-ply,16.5,16-17,Open,60,60,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Silvana Bollmann,F,SBD,Single-ply,26.5,24-34,Open,67.5,67.5,192.5,110,200,DD,1989-11-13,IPF,World Powerlifting Championships
Vicky Steenrod,F,SBD,Single-ply,40,40-44,Open,67.5,67.5,175,115,200,1,1989-11-13,IPF,World Powerlifting Championships
Kristina Bohlin,F,SBD,Single-ply,22.5,20-23,Open,67.5,67.5,175,112.5,185,2,1989-11-13,IPF,World Powerlifting Championships
Mary-Paul Geldhof,F,SBD,Single-ply,29.5,24-34,Open,67.5,67.5,170,85,210,3,1989-11-13,IPF,World Powerlifting Championships
Irene Frangi,F,SBD,Single-ply,24.5,24-34,Open,67.5,67.5,175,75,187.5,4,1989-11-13,IPF,World Powerlifting Championships
Myriam Busselot,F,SBD,Single-ply,36.5,35-39,Open,67.5,67.5,160,77.5,180,5,1989-11-13,IPF,World Powerlifting Championships
Kirsten Vinje,F,SBD,Single-ply,22.5,20-23,Open,67.5,67.5,172.5,77.5,157.5,6,1989-11-13,IPF,World Powerlifting Championships
Ellen Stanton,F,SBD,Single-ply,23.5,24-34,Open,67.5,67.5,162.5,67.5,177.5,7,1989-11-13,IPF,World Powerlifting Championships
Susanne Goudreau,F,SBD,Single-ply,24.5,24-34,Open,67.5,67.5,160,87.5,147.5,8,1989-11-13,IPF,World Powerlifting Championships
Debora Ann Key,F,SBD,Single-ply,NA,NA,Open,67.5,67.5,135,65,155,9,1989-11-13,IPF,World Powerlifting Championships
Jackie Pierce,F,SBD,Single-ply,24.5,24-34,Open,67.5,67.5,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Liz Odendaal,F,SBD,Single-ply,34.5,24-34,Open,75,75,210,137.5,230,1,1989-11-13,IPF,World Powerlifting Championships
Tammy Dianda,F,SBD,Single-ply,27,24-34,Open,75,75,165,105,202.5,2,1989-11-13,IPF,World Powerlifting Championships
Ingrid Nelis,F,SBD,Single-ply,24.5,24-34,Open,75,75,180,100,190,3,1989-11-13,IPF,World Powerlifting Championships
Hege Høiland,F,SBD,Single-ply,29.5,24-34,Open,75,75,150,90,170,4,1989-11-13,IPF,World Powerlifting Championships
Krista-Ann Shaw,F,SBD,Single-ply,25.5,24-34,Open,75,75,130,62.5,152.5,5,1989-11-13,IPF,World Powerlifting Championships
Siw Bakken,F,SBD,Single-ply,23.5,24-34,Open,75,75,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Heidi Wittesch,F,SBD,Single-ply,31.5,24-34,Open,82.5,82.5,205,110,205,1,1989-11-13,IPF,World Powerlifting Championships
Joanne Williams,F,SBD,Single-ply,21.5,20-23,Open,82.5,82.5,160,110,185,2,1989-11-13,IPF,World Powerlifting Championships
Jaana Paatelainen,F,SBD,Single-ply,23.5,24-34,Open,82.5,82.5,160,97.5,170,3,1989-11-13,IPF,World Powerlifting Championships
Tone Beate Dale,F,SBD,Single-ply,21.5,20-23,Open,82.5,82.5,160,75,150,4,1989-11-13,IPF,World Powerlifting Championships
Chu-Li Liu,F,SBD,Single-ply,23.5,24-34,Open,82.5,82.5,150,82.5,150,5,1989-11-13,IPF,World Powerlifting Championships
Lee Laura Liberty,F,SBD,Single-ply,23.5,24-34,Open,82.5,82.5,140,77.5,145,6,1989-11-13,IPF,World Powerlifting Championships
Shih-Hsieh Ku,F,SBD,Single-ply,17.5,18-19,Open,82.5,82.5,150,67.5,140,7,1989-11-13,IPF,World Powerlifting Championships
Terry McKenzie,F,SBD,Single-ply,NA,NA,Open,82.5,82.5,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Heike Buch,F,SBD,Single-ply,29.5,24-34,Open,90,90,225,120,210,DD,1989-11-13,IPF,World Powerlifting Championships
Barbara Crocker,F,SBD,Single-ply,27,24-34,Open,90,90,192.5,105,215,1,1989-11-13,IPF,World Powerlifting Championships
Beverley Martin,F,SBD,Single-ply,25.5,24-34,Open,90,90,202.5,87.5,207.5,2,1989-11-13,IPF,World Powerlifting Championships
Chen-Yeh Chao,F,SBD,Single-ply,17,16-17,Open,90,90,187.5,95,172.5,3,1989-11-13,IPF,World Powerlifting Championships
Ulrike Herchenhein,F,SBD,Single-ply,26.5,24-34,Open,NA,90+,210,127.5,217.5,1,1989-11-13,IPF,World Powerlifting Championships
Taina Hakala-Rajala,F,SBD,Single-ply,28.5,24-34,Open,NA,90+,215,120,210,2,1989-11-13,IPF,World Powerlifting Championships
Jacqueline Pepper,F,SBD,Single-ply,28.5,24-34,Open,NA,90+,177.5,92.5,190,3,1989-11-13,IPF,World Powerlifting Championships
Hui-Ling Wu,F,SBD,Single-ply,25.5,24-34,Open,NA,90+,200,90,170,4,1989-11-13,IPF,World Powerlifting Championships
Bhanumati Mendon,F,SBD,Single-ply,31.5,24-34,Open,NA,90+,180,62.5,160,5,1989-11-13,IPF,World Powerlifting Championships
Ruma Pal,F,SBD,Single-ply,22.5,20-23,Open,NA,90+,167.5,70,162.5,6,1989-11-13,IPF,World Powerlifting Championships
Hideaki Inaba,M,SBD,Single-ply,45,45-49,Open,52,52,235,100,225,1,1989-11-13,IPF,World Powerlifting Championships
John Clay,M,SBD,Single-ply,NA,NA,Open,52,52,190,107.5,202.5,2,1989-11-13,IPF,World Powerlifting Championships
P.K. Yesodhara,M,SBD,Single-ply,41.5,40-44,Open,52,52,177.5,112.5,205,3,1989-11-13,IPF,World Powerlifting Championships
Kari Ojalehto,M,SBD,Single-ply,40.5,40-44,Open,52,52,180,105,202.5,4,1989-11-13,IPF,World Powerlifting Championships
Chih-Chen Hsu,M,SBD,Single-ply,26.5,24-34,Open,52,52,180,105,190,5,1989-11-13,IPF,World Powerlifting Championships
Chao-Ping Chang,M,SBD,Single-ply,33.5,24-34,Open,52,52,165,112.5,195,6,1989-11-13,IPF,World Powerlifting Championships
Mohan Krishna,M,SBD,Single-ply,27.5,24-34,Open,52,52,180,95,185,7,1989-11-13,IPF,World Powerlifting Championships
Klemen Jaschinski,M,SBD,Single-ply,25.5,24-34,Open,52,52,165,105,175,8,1989-11-13,IPF,World Powerlifting Championships
Josef Fenzl,M,SBD,Single-ply,28.5,24-34,Open,52,52,140,85,160,9,1989-11-13,IPF,World Powerlifting Championships
Phillip Hile,M,SBD,Single-ply,22.5,20-23,Open,52,52,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Hiroyuki Isagawa,M,SBD,Single-ply,NA,NA,Open,56,56,210,160.5,230,1,1989-11-13,IPF,World Powerlifting Championships
Chan-Lung Chen,M,SBD,Single-ply,29.5,24-34,Open,56,56,200,112.5,225,2,1989-11-13,IPF,World Powerlifting Championships
Yung-Chang Lee,M,SBD,Single-ply,NA,NA,Open,56,56,190,117.5,230,3,1989-11-13,IPF,World Powerlifting Championships
David Pattaway,M,SBD,Single-ply,29.5,24-34,Open,56,56,195,100,222.5,4,1989-11-13,IPF,World Powerlifting Championships
Sukhelo Prasad,M,SBD,Single-ply,NA,NA,Open,56,56,190,102.5,210,5,1989-11-13,IPF,World Powerlifting Championships
Marco de Vries,M,SBD,Single-ply,27.5,24-34,Open,56,56,195,102.5,200,6,1989-11-13,IPF,World Powerlifting Championships
Anand Chalke,M,SBD,Single-ply,27.5,24-34,Open,56,56,195,105,190,7,1989-11-13,IPF,World Powerlifting Championships
Lamar Gant,M,SBD,Single-ply,32,24-34,Open,60,60,227.5,132.5,290,1,1989-11-13,IPF,World Powerlifting Championships
Sandeep Sawant,M,SBD,Single-ply,22.5,20-23,Open,60,60,215,115,270,2,1989-11-13,IPF,World Powerlifting Championships
Lucien DeFaria,M,SBD,Single-ply,47,45-49,Open,60,60,190,120,275,3,1989-11-13,IPF,World Powerlifting Championships
Gerard Tromp,M,SBD,Single-ply,29.5,24-34,Open,60,60,240,132.5,212.5,4,1989-11-13,IPF,World Powerlifting Championships
Gerard McNamara #1,M,SBD,Single-ply,26,24-34,Open,60,60,225,125,230,5,1989-11-13,IPF,World Powerlifting Championships
Kari Häkkinen,M,SBD,Single-ply,NA,NA,Open,60,60,230,110,220,6,1989-11-13,IPF,World Powerlifting Championships
Günter Icks,M,SBD,Single-ply,NA,NA,Open,60,60,215,120,220,7,1989-11-13,IPF,World Powerlifting Championships
Brai Singh,M,SBD,Single-ply,32.5,24-34,Open,60,60,190,132.5,210,8,1989-11-13,IPF,World Powerlifting Championships
Nelson Sleno,M,SBD,Single-ply,NA,NA,Open,60,60,195,117.5,177.5,9,1989-11-13,IPF,World Powerlifting Championships
Daniel Austin,M,SBD,Single-ply,NA,NA,Open,67.5,67.5,257.5,145,287.5,1,1989-11-13,IPF,World Powerlifting Championships
Tuomo Kesälahti,M,SBD,Single-ply,NA,NA,Open,67.5,67.5,230,152.5,260,2,1989-11-13,IPF,World Powerlifting Championships
Vascol Simpson,M,SBD,Single-ply,NA,NA,Open,67.5,67.5,230,132.5,260,3,1989-11-13,IPF,World Powerlifting Championships
Geoff Cairns,M,SBD,Single-ply,30.5,24-34,Open,67.5,67.5,245,150,220,4,1989-11-13,IPF,World Powerlifting Championships
Peter Lux,M,SBD,Single-ply,NA,NA,Open,67.5,67.5,225,160,225,5,1989-11-13,IPF,World Powerlifting Championships
Edward D'Acosta,M,SBD,Single-ply,NA,NA,Open,67.5,67.5,230,115,250,6,1989-11-13,IPF,World Powerlifting Championships
Ken Lam,M,SBD,Single-ply,39.5,35-39,Open,67.5,67.5,215,132.5,245,7,1989-11-13,IPF,World Powerlifting Championships
Thomas Warby,M,SBD,Single-ply,NA,NA,Open,67.5,67.5,235,125,225,8,1989-11-13,IPF,World Powerlifting Championships
Hui-Tang Weng,M,SBD,Single-ply,40.5,40-44,Open,67.5,67.5,200,135,240,9,1989-11-13,IPF,World Powerlifting Championships
Nadesh Puyari,M,SBD,Single-ply,23.5,24-34,Open,67.5,67.5,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Ausby Alexander,M,SBD,Single-ply,32.5,24-34,Open,75,75,292.5,150,310,1,1989-11-13,IPF,World Powerlifting Championships
Leo Tuominen,M,SBD,Single-ply,37.5,35-39,Open,75,75,265,157.5,302.5,3,1989-11-13,IPF,World Powerlifting Championships
Petri Triharyanto,M,SBD,Single-ply,18.5,18-19,Open,75,75,280,150,290,4,1989-11-13,IPF,World Powerlifting Championships
Markku Pesonen,M,SBD,Single-ply,34.5,24-34,Open,75,75,270,130,300,5,1989-11-13,IPF,World Powerlifting Championships
Ken Fougere,M,SBD,Single-ply,36.5,35-39,Open,75,75,277.5,150,270,6,1989-11-13,IPF,World Powerlifting Championships
Guido Wiesner,M,SBD,Single-ply,NA,NA,Open,75,75,240,120,245,7,1989-11-13,IPF,World Powerlifting Championships
Jacques Bouchard,M,SBD,Single-ply,NA,NA,Open,75,75,230,125,250,8,1989-11-13,IPF,World Powerlifting Championships
Richard Savory,M,SBD,Single-ply,NA,NA,Open,75,75,230,125,240,9,1989-11-13,IPF,World Powerlifting Championships
Stefan Nentis,M,SBD,Single-ply,NA,NA,Open,75,75,285,165,282.5,DD,1989-11-13,IPF,World Powerlifting Championships
Jarmo Virtanen,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,320,180,327.5,1,1989-11-13,IPF,World Powerlifting Championships
Sylvester Anderson,M,SBD,Single-ply,30.5,24-34,Open,82.5,82.5,310,177.5,307.5,2,1989-11-13,IPF,World Powerlifting Championships
Frank Hoskins,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,280,180,302.5,3,1989-11-13,IPF,World Powerlifting Championships
Ove Hansen,M,SBD,Single-ply,29.5,24-34,Open,82.5,82.5,260,187.5,292.5,4,1989-11-13,IPF,World Powerlifting Championships
Davide Cantoni,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,302.5,147.5,290,5,1989-11-13,IPF,World Powerlifting Championships
Hannu Malinen,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,250,170,300,6,1989-11-13,IPF,World Powerlifting Championships
Ad Schenkels,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,275,160,285,7,1989-11-13,IPF,World Powerlifting Championships
Janus Schneider,M,SBD,Single-ply,37.5,35-39,Open,82.5,82.5,267.5,185,265,8,1989-11-13,IPF,World Powerlifting Championships
Kjell Kaspersen,M,SBD,Single-ply,20.5,20-23,Open,82.5,82.5,300,155,260,9,1989-11-13,IPF,World Powerlifting Championships
Balvinda Singh,M,SBD,Single-ply,24.5,24-34,Open,82.5,82.5,260,165,280,10,1989-11-13,IPF,World Powerlifting Championships
John Powell,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,260,155,285,11,1989-11-13,IPF,World Powerlifting Championships
Dave Warriner,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,250,157.5,290,12,1989-11-13,IPF,World Powerlifting Championships
Michael Schmitt,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,250,180,262.5,13,1989-11-13,IPF,World Powerlifting Championships
Tatsufumi Nakao,M,SBD,Single-ply,41,40-44,Open,82.5,82.5,265,160,265,14,1989-11-13,IPF,World Powerlifting Championships
Walt Forsey,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,255,145,272.5,15,1989-11-13,IPF,World Powerlifting Championships
B Schmitt,M,SBD,Single-ply,NA,NA,Open,82.5,82.5,240,175,240,16,1989-11-13,IPF,World Powerlifting Championships
Yen-Pei Chen,M,SBD,Single-ply,27.5,24-34,Open,82.5,82.5,200,177.5,250,17,1989-11-13,IPF,World Powerlifting Championships
George Herring,M,SBD,Single-ply,29,24-34,Open,90,90,337.5,197.5,320,1,1989-11-13,IPF,World Powerlifting Championships
Juha Hyttinen,M,SBD,Single-ply,NA,NA,Open,90,90,325,185,312.5,2,1989-11-13,IPF,World Powerlifting Championships
Sammy Arling,M,SBD,Single-ply,24.5,24-34,Open,90,90,285,202.5,302.5,3,1989-11-13,IPF,World Powerlifting Championships
Tokiharu Maeda,M,SBD,Single-ply,44.5,40-44,Open,90,90,312.5,170,302.5,4,1989-11-13,IPF,World Powerlifting Championships
Janus Seghers,M,SBD,Single-ply,22.5,20-23,Open,90,90,267.5,165,310,5,1989-11-13,IPF,World Powerlifting Championships
Joe Peacock,M,SBD,Single-ply,NA,NA,Open,90,90,272.5,165,292.5,6,1989-11-13,IPF,World Powerlifting Championships
Atle Edvardsen,M,SBD,Single-ply,37.5,35-39,Open,90,90,275,167.5,285,7,1989-11-13,IPF,World Powerlifting Championships
Jos Verhagen,M,SBD,Single-ply,44.5,40-44,Open,90,90,275,155,297.5,8,1989-11-13,IPF,World Powerlifting Championships
Mark Dewar,M,SBD,Single-ply,NA,NA,Open,90,90,280,182.5,260,9,1989-11-13,IPF,World Powerlifting Championships
Hitoshi Nasiro,M,SBD,Single-ply,NA,NA,Open,90,90,270,165,230,10,1989-11-13,IPF,World Powerlifting Championships
Gerry O'Grady,M,SBD,Single-ply,27.5,24-34,Open,100,100,305,190,305,3,1989-11-13,IPF,World Powerlifting Championships
Salvatore Putrino,M,SBD,Single-ply,33,24-34,Open,100,100,305,180,307.5,4,1989-11-13,IPF,World Powerlifting Championships
Børge Øvrebø,M,SBD,Single-ply,28.5,24-34,Open,100,100,280,200,295,5,1989-11-13,IPF,World Powerlifting Championships
Hugo de Grauwe,M,SBD,Single-ply,34.5,24-34,Open,100,100,312.5,182.5,280,6,1989-11-13,IPF,World Powerlifting Championships
Raymond Gibbs,M,SBD,Single-ply,29.5,24-34,Open,100,100,287.5,185,260,7,1989-11-13,IPF,World Powerlifting Championships
Cabby Buina,M,SBD,Single-ply,NA,NA,Open,100,100,270,177.5,270,8,1989-11-13,IPF,World Powerlifting Championships
Rajpal Singh,M,SBD,Single-ply,15.5,16-17,Open,100,100,240,150,260,10,1989-11-13,IPF,World Powerlifting Championships
Leif Wahlander,M,SBD,Single-ply,26.5,24-34,Open,100,100,290,190,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Ed Coan,M,SBD,Single-ply,26,24-34,Open,100,100,410,227.5,378,DD,1989-11-13,IPF,World Powerlifting Championships
Norbert Siodlacek,M,SBD,Single-ply,25.5,24-34,Open,100,100,310,215,285,DD,1989-11-13,IPF,World Powerlifting Championships
J.S. Ubee,M,SBD,Single-ply,33.5,24-34,Open,100,100,275,150,282.5,DD,1989-11-13,IPF,World Powerlifting Championships
John Neighbour,M,SBD,Single-ply,35,35-39,Open,110,110,350,232.5,342.5,1,1989-11-13,IPF,World Powerlifting Championships
Dave Jacoby,M,SBD,Single-ply,32.5,24-34,Open,110,110,370,202.5,342.5,2,1989-11-13,IPF,World Powerlifting Championships
Johnny Melander,M,SBD,Single-ply,35.5,35-39,Open,110,110,340,220,342.5,3,1989-11-13,IPF,World Powerlifting Championships
Aarre Käpylä,M,SBD,Single-ply,24.5,24-34,Open,110,110,340,197.5,362.5,4,1989-11-13,IPF,World Powerlifting Championships
Leopold Krendl,M,SBD,Single-ply,31.5,24-34,Open,110,110,365,170,345,5,1989-11-13,IPF,World Powerlifting Championships
David Brooks,M,SBD,Single-ply,NA,NA,Open,110,110,300,200,320,6,1989-11-13,IPF,World Powerlifting Championships
Colin Cox,M,SBD,Single-ply,29,24-34,Open,110,110,327.5,165,295,7,1989-11-13,IPF,World Powerlifting Championships
Graham Eldridge,M,SBD,Single-ply,37.5,35-39,Open,110,110,305,182.5,287.5,8,1989-11-13,IPF,World Powerlifting Championships
Romeu Ghattas,M,SBD,Single-ply,NA,NA,Open,110,110,290,192.5,250,9,1989-11-13,IPF,World Powerlifting Championships
Kyösti Vilmi,M,SBD,Single-ply,28.5,24-34,Open,125,125,375,225,330,1,1989-11-13,IPF,World Powerlifting Championships
Calvin Smith,M,SBD,Single-ply,28.5,24-34,Open,125,125,340,205,352.5,3,1989-11-13,IPF,World Powerlifting Championships
Jörgen Lindblad,M,SBD,Single-ply,24.5,24-34,Open,125,125,325,220,330,4,1989-11-13,IPF,World Powerlifting Championships
Robert van der Tak,M,SBD,Single-ply,32.5,24-34,Open,125,125,320,225,325,5,1989-11-13,IPF,World Powerlifting Championships
Berend Veneberg,M,SBD,Single-ply,25.5,24-34,Open,125,125,310,210,320,7,1989-11-13,IPF,World Powerlifting Championships
Maurice Peak,M,SBD,Single-ply,NA,NA,Open,125,125,312.5,200,292.5,8,1989-11-13,IPF,World Powerlifting Championships
Kazuhiro Itoh,M,SBD,Single-ply,27.5,24-34,Open,125,125,320,170,270,9,1989-11-13,IPF,World Powerlifting Championships
Ulrich Müller,M,SBD,Single-ply,36.5,35-39,Open,125,125,302.5,200,250,10,1989-11-13,IPF,World Powerlifting Championships
Ricardo Maluf,M,SBD,Single-ply,25.5,24-34,Open,125,125,270,180,270,11,1989-11-13,IPF,World Powerlifting Championships
Chien-Hsiung Chao,M,SBD,Single-ply,NA,NA,Open,125,125,265,165,250,12,1989-11-13,IPF,World Powerlifting Championships
Neil Hurst,M,SBD,Single-ply,30.5,24-34,Open,125,125,360,205,350,DD,1989-11-13,IPF,World Powerlifting Championships
Rupert Mörth,M,SBD,Single-ply,37.5,35-39,Open,125,125,327.5,190,337.5,DD,1989-11-13,IPF,World Powerlifting Championships
Mike Hall,M,SBD,Single-ply,NA,NA,Open,NA,125+,395,237.5,320,1,1989-11-13,IPF,World Powerlifting Championships
Jean-Pierre Brulois,M,SBD,Single-ply,31.5,24-34,Open,NA,125+,382.5,227.5,332.5,2,1989-11-13,IPF,World Powerlifting Championships
Sonny Eriksson,M,SBD,Single-ply,25.5,24-34,Open,NA,125+,350,217.5,322.5,4,1989-11-13,IPF,World Powerlifting Championships
Yngve Gustafsson,M,SBD,Single-ply,29.5,24-34,Open,NA,125+,340,237.5,305,5,1989-11-13,IPF,World Powerlifting Championships
Corry van Jansen Jorksveld,M,SBD,Single-ply,28.5,24-34,Open,NA,125+,330,205,330,6,1989-11-13,IPF,World Powerlifting Championships
Andy Kerr,M,SBD,Single-ply,NA,NA,Open,NA,125+,275,222.5,292.5,7,1989-11-13,IPF,World Powerlifting Championships
Cheng-Tsung Wu,M,SBD,Single-ply,16.5,16-17,Open,NA,125+,300,147.5,252.5,8,1989-11-13,IPF,World Powerlifting Championships
John Kleveland,M,SBD,Single-ply,31.5,24-34,Open,NA,125+,325,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
