Entity,Code,Year,Commodity Balances - Livestock and Fish Primary Equivalent - Pelagic Fish - 2763 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Crustaceans - 2765 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Cephalopods - 2766 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Demersal Fish - 2762 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes,"Commodity Balances - Livestock and Fish Primary Equivalent - Molluscs, Other - 2767 - Production - 5510 - tonnes","Commodity Balances - Livestock and Fish Primary Equivalent - Marine Fish, Other - 2764 - Production - 5510 - tonnes"
Asia,,1970,5675770,1024221,833870,5797342,3610606,1355656,3878586
Asia,,1971,5945555,1094919,784464,6240176,3738893,1466113,4489259
Asia,,1972,5940674,1145951,948543,6858842,3848201,1428357,4946919
Asia,,1973,6529260,1373051,825418,7254161,4039227,1312883,4974688
Asia,,1974,6814611,1449600,825158,7429999,4120025,1355630,5151184
Asia,,1975,6934396,1424581,923795,7194555,4017691,1632387,5241885
Asia,,1976,7276305,1444248,894617,7061918,3972588,2039585,5454191
Asia,,1977,8600725,1589328,876057,6506143,4048452,2224728,5584290
Asia,,1978,9418901,1673354,958566,6080842,4063858,1942115,5738283
Asia,,1979,9352570,1620318,1014765,5918981,4226830,1967603,5441140
Asia,,1980,9582437,1677098,1148695,6051605,4432127,2098603,5386430
Asia,,1981,10327565,1643973,970641,6128251,4929330,2180057,5597840
Asia,,1982,10622284,1812047,1074245,6022900,5083762,2302585,5735717
Asia,,1983,11686903,1853720,1101670,5694312,5685987,2587033,5579685
Asia,,1984,12420434,1984659,1132103,6280890,6216382,2705449,5632577
Asia,,1985,11968962,2161796,1212192,6212909,6897403,2976493,5721040
Asia,,1986,12911158,2310470,1182441,6568637,7679437,3394451,6329642
Asia,,1987,13043262,2505977,1638792,6097669,8347908,3991551,6951198
Asia,,1988,13634850,2724532,1588721,5876749,8975237,4431044,6890332
Asia,,1989,13302912,2818720,1816928,5989266,9468161,4219354,7443890
Asia,,1990,13376934,2835944,1562445,5947740,10196303,4470253,7235656
Asia,,1991,12941065,3151972,1699808,5697640,10604679,4544622,7270969
Asia,,1992,12531308,3357593,1926900,5940499,11489365,5546243,7882365
Asia,,1993,12857452,3590592,1842320,5814697,13120360,6989564,8375532
Asia,,1994,12691856,4154836,1915099,6515020,14895036,8245138,8418146
Asia,,1995,12585156,4445873,1978463,7252660,16902274,9908685,8448034
Asia,,1996,13025769,4792622,2068411,7349534,18867119,9770215,9303519
Asia,,1997,13447331,4921442,2279886,7561571,19512663,9706761,8759465
Asia,,1998,13697220,5246096,1950111,7406561,20032671,9908718,8893234
Asia,,1999,13412622,5440040,2427631,7405196,21617463,10579296,8957877
Asia,,2000,13078809,5953659,2555852,7219239,22235895,11114259,9044362
Asia,,2001,13423590,6151266,2274339,7145754,23258588,11629060,8963766
Asia,,2002,13762370,6483059,2227985,7016961,23974261,12278611,9072625
Asia,,2003,14303715,6744346,2587595,8262120,25178714,12153292,8096190
Asia,,2004,14193836,7070672,2544380,8481078,27125695,12518503,8113055
Asia,,2005,14450867,7355233,2382105,8290772,29199889,12780564,8412420
Asia,,2006,14778424,7959109,2477477,8698809,31244494,13305073,8129879
Asia,,2007,15332489,8532099,2904187,8732350,32724701,13614274,7886177
Asia,,2008,15376857,8627349,2730101,8832796,35063540,13540408,8174873
Asia,,2009,14779386,8953074,2307920,8966097,36854642,14079867,9267687
Asia,,2010,15166677,9406613,2368210,9147086,39483352,14571282,9730171
Asia,,2011,15431398,9812997,2533650,9160615,40871443,14764984,9803948
Asia,,2012,15340284,10253773,2612884,9166717,42568923,15336382,9958825
Asia,,2013,15332169,10256400,2595897,9144574,42706112,15225640,9888999
"Asia, Central",,1992,,,,35,133158,,
"Asia, Central",,1993,,,,34,104303,,
"Asia, Central",,1994,,,,32,83882,,
"Asia, Central",,1995,,,,31,76312,,
"Asia, Central",,1996,,,,30,62279,,
"Asia, Central",,1997,,,,30,53510,,
"Asia, Central",,1998,,,,19,43888,,
"Asia, Central",,1999,,,,13,55788,,
"Asia, Central",,2000,,,,13,59037,,
"Asia, Central",,2001,,,,8,42942,,
"Asia, Central",,2002,,,,117,44136,,
"Asia, Central",,2003,,,,35,45414,,
"Asia, Central",,2004,,,,33,53029,,
"Asia, Central",,2005,,,,72,58067,,
"Asia, Central",,2006,,,,687,54848,,
"Asia, Central",,2007,,,,556,62351,,
"Asia, Central",,2008,,,,358,77917,,
"Asia, Central",,2009,,,,389,62114,,
"Asia, Central",,2010,,,,843,69678,,
"Asia, Central",,2011,,,,844,69934,,
"Asia, Central",,2012,,,,844,69934,,
"Asia, Central",,2013,,,,844,70138,,
Australia,AUS,1961,7200,15800,100,22900,600,9800,4500
Australia,AUS,1962,7900,17700,100,26000,600,12400,1500
Australia,AUS,1963,8500,20400,100,26400,600,13100,800
Australia,AUS,1964,12100,18900,100,26000,500,13100,1300
Australia,AUS,1965,11300,17900,100,29300,800,18400,1100
Australia,AUS,1966,12400,19800,100,32600,800,21800,1000
Australia,AUS,1967,9600,21200,200,32800,900,25900,1200
Australia,AUS,1968,10700,24400,200,33400,1000,29700,1700
Australia,AUS,1969,14200,23200,200,32000,1300,19100,1500
Australia,AUS,1970,12100,25600,300,34800,900,18921,7500
Australia,AUS,1971,10300,32300,300,32000,1100,27300,7900
Australia,AUS,1972,14200,31600,300,32800,1500,29200,8100
Australia,AUS,1973,17800,29500,300,26300,2100,20700,28600
Australia,AUS,1974,14628,36653,159,29581,2107,22097,30581
Australia,AUS,1975,16416,29093,161,27492,2368,16108,17586
Australia,AUS,1976,15554,33180,226,27780,2586,16323,15127
Australia,AUS,1977,14851,36699,377,34445,3278,22186,17458
Australia,AUS,1978,17911,34655,501,35274,3310,25090,6902
Australia,AUS,1979,16172,37892,820,35798,3116,25334,9001
Australia,AUS,1980,18976,37725,1257,41724,3214,23917,5882
Australia,AUS,1981,24338,43179,1191,43117,3267,26320,5751
Australia,AUS,1982,29474,39224,1411,41655,3923,46636,7266
Australia,AUS,1983,26407,40849,1608,41105,3695,46747,8167
Australia,AUS,1984,31179,39789,1650,38892,4485,47872,6513
Australia,AUS,1985,30869,38520,1739,41676,3988,37216,6979
Australia,AUS,1986,35477,36076,2451,52790,3647,34157,15770
Australia,AUS,1987,40754,39375,3128,66926,4821,29962,21314
Australia,AUS,1988,41201,42300,3282,73660,6237,29229,18700
Australia,AUS,1989,27983,48870,1755,68044,7435,22890,7098
Australia,AUS,1990,31123,41979,1750,97112,8013,22087,18778
Australia,AUS,1991,34256,46580,1692,94814,9005,31851,19875
Australia,AUS,1992,34543,46706,2940,71475,10667,47571,35145
Australia,AUS,1993,33537,47572,3350,64856,10376,51234,35967
Australia,AUS,1994,35479,47023,3513,68673,8342,40612,17967
Australia,AUS,1995,38089,51856,4379,66679,10541,30048,25728
Australia,AUS,1996,36126,52526,2396,62078,12566,30388,29654
Australia,AUS,1997,35609,55281,4378,58073,12840,27371,29805
Australia,AUS,1998,28408,56995,5911,61216,12504,28352,34727
Australia,AUS,1999,30485,53943,7305,64353,14300,38949,31013
Australia,AUS,2000,31540,55036,3518,69297,16245,32216,14142
Australia,AUS,2001,36203,55885,5327,71887,18286,29955,9061
Australia,AUS,2002,40567,51889,3286,72732,20244,26560,20398
Australia,AUS,2003,53131,51598,4468,76754,21028,30738,16214
Australia,AUS,2004,63787,55436,5809,74236,22033,33061,20360
Australia,AUS,2005,72070,49073,4652,70382,23897,38966,20113
Australia,AUS,2006,58549,46528,3181,62071,28185,32021,15862
Australia,AUS,2007,53673,41569,4149,53929,33685,35794,19866
Australia,AUS,2008,54256,43544,2349,52810,32680,33834,18772
Australia,AUS,2009,52968,42143,2285,48196,37154,31836,20401
Australia,AUS,2010,58561,43644,2248,46870,39424,33215,19427
Australia,AUS,2011,53717,43315,2803,43509,45002,29872,17302
Australia,AUS,2012,57188,37744,3675,43265,52671,25565,13185
Australia,AUS,2013,54350,38177,3484,42805,49945,28997,11173
Australia & New Zealand,,1961,9500,19800,100,52534,700,21600,7400
Australia & New Zealand,,1962,10700,22300,100,56915,700,20600,4300
Australia & New Zealand,,1963,11200,24900,100,57246,600,21300,4200
Australia & New Zealand,,1964,14800,23500,100,52257,600,22800,2100
Australia & New Zealand,,1965,14100,22900,100,56207,900,31200,2000
Australia & New Zealand,,1966,15900,26400,100,62118,1000,37200,1700
Australia & New Zealand,,1967,13605,29300,200,64166,1200,41200,2600
Australia & New Zealand,,1968,15114,35300,200,61237,1800,43500,3100
Australia & New Zealand,,1969,18300,32100,200,59043,2200,26900,2800
Australia & New Zealand,,1970,17250,32200,300,68953,2300,30521,8200
Australia & New Zealand,,1971,17700,38000,300,67300,2900,42700,8500
Australia & New Zealand,,1972,21868,36200,300,62600,3900,42700,8600
Australia & New Zealand,,1973,24784,34200,700,61700,3700,37000,29500
Australia & New Zealand,,1974,23388,40476,259,67362,3736,38205,31820
Australia & New Zealand,,1975,22191,32406,232,57240,5012,37854,18982
Australia & New Zealand,,1976,22898,36880,320,66447,4654,34624,16141
Australia & New Zealand,,1977,25758,40289,933,77884,4992,39729,18507
Australia & New Zealand,,1978,37835,38411,2285,89172,5544,40642,9072
Australia & New Zealand,,1979,35933,42478,1234,103250,5418,40755,19101
Australia & New Zealand,,1980,40126,42362,1537,148326,5281,38964,13506
Australia & New Zealand,,1981,44094,47774,2210,163707,4774,41776,13041
Australia & New Zealand,,1982,46445,44079,2021,168787,5165,65435,13194
Australia & New Zealand,,1983,41797,45962,3029,191741,5257,71708,14120
Australia & New Zealand,,1984,47983,45506,7927,193937,6367,74840,12438
Australia & New Zealand,,1985,49593,44311,3520,199473,6071,62265,10287
Australia & New Zealand,,1986,65037,41545,3451,206389,5816,63226,19751
Australia & New Zealand,,1987,71149,44464,7850,247801,7265,63220,24551
Australia & New Zealand,,1988,75960,46064,7636,285168,9268,71265,23390
Australia & New Zealand,,1989,71548,52857,9377,307655,11000,62433,11500
Australia & New Zealand,,1990,76433,45949,22397,362689,12525,58723,21846
Australia & New Zealand,,1991,89292,50278,24938,377775,13788,93210,23494
Australia & New Zealand,,1992,87655,50804,47477,415223,15832,110028,42910
Australia & New Zealand,,1993,93121,51871,29166,384583,15901,111552,45368
Australia & New Zealand,,1994,91698,51317,55537,384309,14804,100183,26663
Australia & New Zealand,,1995,91189,65782,72950,460678,17841,113837,31324
Australia & New Zealand,,1996,83229,56677,26104,374348,20570,108437,56180
Australia & New Zealand,,1997,93720,61819,49507,511362,18804,122933,56069
Australia & New Zealand,,1998,93078,61105,48646,578110,20021,125528,34781
Australia & New Zealand,,1999,95001,58106,34783,552289,21569,137960,31087
Australia & New Zealand,,2000,90850,59250,24589,524500,23855,123048,14264
Australia & New Zealand,,2001,99800,59903,40612,523347,28200,110586,9127
Australia & New Zealand,,2002,131729,55696,53443,504076,28470,116225,20476
Australia & New Zealand,,2003,138055,55326,48322,484877,26949,119079,16264
Australia & New Zealand,,2004,158287,58733,90376,429660,28240,126670,20402
Australia & New Zealand,,2005,158557,52938,92602,428800,32488,143345,20155
Australia & New Zealand,,2006,143417,50219,72541,372673,36982,137955,15885
Australia & New Zealand,,2007,151527,45185,75142,368787,44110,143609,19887
Australia & New Zealand,,2008,147180,47254,58148,346280,42671,141685,18917
Australia & New Zealand,,2009,138875,45568,48719,346112,50432,128427,20424
Australia & New Zealand,,2010,139910,47580,35016,359384,53221,134650,19665
Australia & New Zealand,,2011,137685,47003,39936,343244,60030,136636,17310
Australia & New Zealand,,2012,137542,41453,39154,358897,66144,116819,13207
Australia & New Zealand,,2013,142812,42039,28304,361387,62989,118853,11204
Austria,AUT,1961,,200,,,4000,,
Austria,AUT,1962,,200,,,4300,,
Austria,AUT,1963,,200,,,4400,,
Austria,AUT,1964,,200,,,4700,,
Austria,AUT,1965,,200,,,4900,,
Austria,AUT,1966,,200,,,4700,,
Austria,AUT,1967,,100,,,4100,,
Austria,AUT,1968,,0,,,4000,,
Austria,AUT,1969,,100,,,3400,,
Austria,AUT,1970,,0,,,3200,,
Austria,AUT,1971,,0,,,2900,,
Austria,AUT,1972,,0,,,2600,,
Austria,AUT,1973,,0,,,2200,,
Austria,AUT,1974,,0,,,2070,,
Austria,AUT,1975,,0,,,2040,,
Austria,AUT,1976,,0,,,2360,,
Austria,AUT,1977,,0,,,2470,,
Austria,AUT,1978,,0,,,3700,,
Austria,AUT,1979,,0,,,4100,,
Austria,AUT,1980,,0,,,4300,,
Austria,AUT,1981,,0,,,4400,,
Austria,AUT,1982,,0,,,4500,,
Austria,AUT,1983,,0,,,4700,,
Austria,AUT,1984,,0,,,4700,,
Austria,AUT,1985,,0,,,4800,,
Austria,AUT,1986,,0,,,4700,,
Austria,AUT,1987,,0,,,4600,,
Austria,AUT,1988,,0,,,5100,,
Austria,AUT,1989,,0,,,5000,,
Austria,AUT,1990,,0,,,3659,,
Austria,AUT,1991,,0,,,3635,,
Austria,AUT,1992,,0,,,3619,,
Austria,AUT,1993,,0,,,3560,,
Austria,AUT,1994,,0,,,3491,,
Austria,AUT,1995,,0,,,3322,,
Austria,AUT,1996,,0,,,3399,,
Austria,AUT,1997,,0,,,3483,,
Austria,AUT,1998,,0,,,3360,,
Austria,AUT,1999,,0,,,3499,,
Austria,AUT,2000,,1,,,3285,,
Austria,AUT,2001,,1,,,2754,,
Austria,AUT,2002,,1,,,2682,,
Austria,AUT,2003,,1,,,2604,,
Austria,AUT,2004,,0,,,2667,,
Austria,AUT,2005,,0,,,2790,,
Austria,AUT,2006,,0,,,2863,,
Austria,AUT,2007,,0,,,2889,,
Austria,AUT,2008,,0,,,2437,,
Austria,AUT,2009,,0,,,2491,,
Austria,AUT,2010,,0,,,2517,,
Austria,AUT,2011,,0,,,3254,,
Austria,AUT,2012,,0,,,3426,,
Austria,AUT,2013,,0,,,3587,,
Azerbaijan,AZE,1992,,0,,66,31963,,
Azerbaijan,AZE,1993,,0,,40,22894,,
Azerbaijan,AZE,1994,,0,,90,19849,,
Azerbaijan,AZE,1995,,0,,73,10988,,
Azerbaijan,AZE,1996,,10,,103,7008,,
Azerbaijan,AZE,1997,,90,,82,5353,,
Azerbaijan,AZE,1998,,0,,61,4910,,
Azerbaijan,AZE,1999,,0,,2,21080,,
Azerbaijan,AZE,2000,,0,,3,18934,,
Azerbaijan,AZE,2001,,0,,55,10933,,
Azerbaijan,AZE,2002,,0,,3,11265,,
Azerbaijan,AZE,2003,,0,,10,6555,,
Azerbaijan,AZE,2004,,0,,22,9586,,
Azerbaijan,AZE,2005,,0,,20,9481,,
Azerbaijan,AZE,2006,,0,,24,4637,,
Azerbaijan,AZE,2007,,0,,62,3787,,
Azerbaijan,AZE,2008,,0,,36,2488,,
Azerbaijan,AZE,2009,,0,,41,2165,,
Azerbaijan,AZE,2010,,0,,63,2018,,
Azerbaijan,AZE,2011,,0,,142,1436,,
Azerbaijan,AZE,2012,,0,,142,1436,,
Azerbaijan,AZE,2013,,0,,142,1436,,
Bahamas,BHS,1961,0,600,0,0,0,0,900
Bahamas,BHS,1962,0,700,0,0,0,0,900
Bahamas,BHS,1963,0,800,0,0,0,0,900
Bahamas,BHS,1964,0,800,0,0,0,0,1100
Bahamas,BHS,1965,0,1200,0,700,0,750,300
Bahamas,BHS,1966,0,1100,0,900,0,1500,300
Bahamas,BHS,1967,0,1300,0,700,0,750,200
Bahamas,BHS,1968,0,1100,0,700,0,750,200
Bahamas,BHS,1969,0,700,0,600,0,750,300
Bahamas,BHS,1970,100,1100,0,700,0,750,100
Bahamas,BHS,1971,200,1200,0,700,0,750,100
Bahamas,BHS,1972,100,900,0,700,0,1500,100
Bahamas,BHS,1973,200,1900,0,700,0,1500,100
Bahamas,BHS,1974,182,1728,0,687,0,1928,100
Bahamas,BHS,1975,206,1621,0,565,0,2183,89
Bahamas,BHS,1976,181,1786,0,536,0,2115,102
Bahamas,BHS,1977,154,2605,0,526,0,1830,179
Bahamas,BHS,1978,211,2479,0,669,0,1560,149
Bahamas,BHS,1979,218,2755,0,616,0,2003,147
Bahamas,BHS,1980,192,2894,0,1354,0,2415,235
Bahamas,BHS,1981,231,2051,0,1375,0,3750,189
Bahamas,BHS,1982,165,2463,0,1234,0,3510,327
Bahamas,BHS,1983,216,2808,0,1321,0,3825,328
Bahamas,BHS,1984,170,3466,0,910,0,3555,284
Bahamas,BHS,1985,99,5525,0,1160,30,4058,264
Bahamas,BHS,1986,357,3585,0,1310,30,3173,208
Bahamas,BHS,1987,168,4606,0,1444,22,3953,324
Bahamas,BHS,1988,132,5086,0,1194,36,3735,291
Bahamas,BHS,1989,151,6205,0,1070,55,1935,402
Bahamas,BHS,1990,157,5811,0,775,43,2513,414
Bahamas,BHS,1991,114,7569,0,719,4,3068,382
Bahamas,BHS,1992,79,8177,0,787,5,2685,444
Bahamas,BHS,1993,113,7896,0,997,0,3953,544
Bahamas,BHS,1994,106,7640,0,1446,0,5198,428
Bahamas,BHS,1995,72,7814,4,1201,0,3705,381
Bahamas,BHS,1996,91,7964,0,1166,0,4418,385
Bahamas,BHS,1997,103,7841,0,1581,0,4860,264
Bahamas,BHS,1998,92,7593,0,1611,0,5025,156
Bahamas,BHS,1999,79,8276,0,1507,0,3540,139
Bahamas,BHS,2000,81,9071,0,1141,0,5003,110
Bahamas,BHS,2001,101,7102,0,1302,0,4958,133
Bahamas,BHS,2002,86,10087,0,1419,0,3923,100
Bahamas,BHS,2003,102,10469,0,1366,0,4650,105
Bahamas,BHS,2004,120,9375,0,1228,0,4335,72
Bahamas,BHS,2005,102,9360,0,946,0,5115,57
Bahamas,BHS,2006,131,8351,0,1227,0,6383,86
Bahamas,BHS,2007,113,7008,0,823,0,2843,88
Bahamas,BHS,2008,60,6919,0,1259,0,6435,40
Bahamas,BHS,2009,99,7170,0,994,0,5430,48
Bahamas,BHS,2010,39,9755,0,972,0,5273,88
Bahamas,BHS,2011,58,8564,0,901,0,5625,16
Bahamas,BHS,2012,48,9825,0,691,0,5893,15
Bahamas,BHS,2013,65,6162,0,884,0,5642,12
Bangladesh,BGD,1961,4300,8940,0,14000,394502,0,28898
Bangladesh,BGD,1962,4800,9720,0,21400,438463,0,26337
Bangladesh,BGD,1963,5000,9210,0,19900,438423,0,28277
Bangladesh,BGD,1964,8000,9610,0,26500,482383,0,24417
Bangladesh,BGD,1965,7700,9030,0,26100,526290,0,31910
Bangladesh,BGD,1966,7800,9150,0,27000,526298,0,30902
Bangladesh,BGD,1967,6900,12300,0,28500,526253,0,27347
Bangladesh,BGD,1968,6900,12460,0,28800,570260,0,33040
Bangladesh,BGD,1969,8800,10650,0,32800,570162,0,29238
Bangladesh,BGD,1970,15000,7850,0,23600,598114,0,45436
Bangladesh,BGD,1971,15000,8080,0,23600,648020,0,45300
Bangladesh,BGD,1972,15000,8340,0,23600,729015,0,42045
Bangladesh,BGD,1973,15000,8640,0,23600,729963,0,42797
Bangladesh,BGD,1974,25000,8970,0,25000,730960,0,32070
Bangladesh,BGD,1975,25000,9340,0,25000,542900,0,37760
Bangladesh,BGD,1976,25000,9760,0,25000,538801,0,42439
Bangladesh,BGD,1977,25000,10230,0,25000,530810,0,51960
Bangladesh,BGD,1978,25000,10760,0,30000,524660,0,54580
Bangladesh,BGD,1979,30000,12360,0,35000,524540,0,43100
Bangladesh,BGD,1980,33000,15030,0,35000,521450,0,41520
Bangladesh,BGD,1981,35000,15780,0,35000,522300,0,41920
Bangladesh,BGD,1982,40000,16630,0,40000,553180,0,36190
Bangladesh,BGD,1983,40000,17000,0,40000,580030,0,46970
Bangladesh,BGD,1984,30000,15638,0,30000,626751,0,45296
Bangladesh,BGD,1985,35095,22534,0,35000,632930,0,38965
Bangladesh,BGD,1986,35067,32076,0,35000,646494,0,41626
Bangladesh,BGD,1987,35016,40433,0,35000,651873,0,40645
Bangladesh,BGD,1988,40060,32351,0,35000,664509,0,55849
Bangladesh,BGD,1989,40060,35386,0,35000,668835,100,57878
Bangladesh,BGD,1990,40060,35663,0,35000,675596,100,58995
Bangladesh,BGD,1991,40040,37055,0,35000,727699,0,60608
Bangladesh,BGD,1992,45030,38638,0,40000,743871,0,67885
Bangladesh,BGD,1993,50040,49045,0,45000,773402,300,84080
Bangladesh,BGD,1994,40050,50282,0,35000,856255,1600,51093
Bangladesh,BGD,1995,40050,54393,0,40000,926596,600,47823
Bangladesh,BGD,1996,40040,70511,0,40000,981713,400,61210
Bangladesh,BGD,1997,45050,80299,0,45000,1072333,300,72308
Bangladesh,BGD,1998,45060,93194,0,50000,1149588,100,76011
Bangladesh,BGD,1999,40060,94906,0,50000,1293254,0,74197
Bangladesh,BGD,2000,50060,96042,0,55000,1375504,100,84678
Bangladesh,BGD,2001,50500,96007,0,60000,1463200,100,111250
Bangladesh,BGD,2002,51000,97555,200,70000,1529777,100,141827
Bangladesh,BGD,2003,61500,98634,200,80000,1601573,200,156090
Bangladesh,BGD,2004,51932,111655,2600,75000,1716997,200,143642
Bangladesh,BGD,2005,51143,126922,1400,75000,1819013,700,141779
Bangladesh,BGD,2006,62738,133629,1600,78000,1919662,900,132016
Bangladesh,BGD,2007,67316,138709,2600,80000,2020157,700,130529
Bangladesh,BGD,2008,91559,223095,3900,63321,2051794,300,129327
Bangladesh,BGD,2009,96548,250077,500,86444,2240480,0,211815
Bangladesh,BGD,2010,102350,274876,400,87860,2330074,100,239441
Bangladesh,BGD,2011,102539,239460,500,89953,2560908,100,131217
Bangladesh,BGD,2012,102539,239460,500,89953,2560908,100,131217
Bangladesh,BGD,2013,102539,239460,500,89953,2560908,100,131217
Barbados,BRB,1961,3900,0,,500,0,0,200
Barbados,BRB,1962,4000,0,,500,0,0,200
Barbados,BRB,1963,2500,0,,300,0,0,0
Barbados,BRB,1964,1100,800,,200,0,0,0
Barbados,BRB,1965,1000,1000,,200,0,0,400
Barbados,BRB,1966,2900,1100,,400,0,0,400
Barbados,BRB,1967,2600,1200,,400,0,0,400
Barbados,BRB,1968,1400,1200,,300,0,0,300
Barbados,BRB,1969,1100,1200,,400,0,0,300
Barbados,BRB,1970,1900,0,,300,0,0,100
Barbados,BRB,1971,1900,0,,300,0,0,100
Barbados,BRB,1972,1900,0,,300,0,0,100
Barbados,BRB,1973,2200,0,,300,0,0,100
Barbados,BRB,1974,2270,0,,279,0,0,106
Barbados,BRB,1975,3575,0,,459,0,0,176
Barbados,BRB,1976,4182,0,,548,0,12,210
Barbados,BRB,1977,2711,0,,336,0,12,129
Barbados,BRB,1978,3043,0,,392,0,12,150
Barbados,BRB,1979,3603,0,,472,0,12,180
Barbados,BRB,1980,1781,0,,370,0,12,1584
Barbados,BRB,1981,2895,0,,147,0,12,369
Barbados,BRB,1982,3090,0,,159,0,12,231
Barbados,BRB,1983,6009,0,,198,0,12,315
Barbados,BRB,1984,5412,0,,189,0,12,171
Barbados,BRB,1985,3508,0,,165,0,12,147
Barbados,BRB,1986,3851,0,,72,0,12,177
Barbados,BRB,1987,3406,0,,114,0,12,78
Barbados,BRB,1988,8687,0,,148,0,11,93
Barbados,BRB,1989,2397,0,,90,0,11,87
Barbados,BRB,1990,2894,0,,70,0,11,54
Barbados,BRB,1991,2187,0,,48,0,11,46
Barbados,BRB,1992,3444,0,,59,0,11,71
Barbados,BRB,1993,3108,0,,37,0,11,69
Barbados,BRB,1994,2687,0,,48,0,11,83
Barbados,BRB,1995,3296,0,,65,0,11,220
Barbados,BRB,1996,3334,0,,65,0,11,113
Barbados,BRB,1997,2695,0,,40,0,11,74
Barbados,BRB,1998,3538,0,,44,0,11,62
Barbados,BRB,1999,3159,0,,39,0,11,72
Barbados,BRB,2000,3069,0,,46,0,10,60
Barbados,BRB,2001,2578,0,,34,0,10,109
Barbados,BRB,2002,2405,0,,26,0,10,89
Barbados,BRB,2003,2721,0,,27,0,11,90
Barbados,BRB,2004,2037,0,,19,0,11,92
Barbados,BRB,2005,2045,0,,24,0,11,113
Barbados,BRB,2006,1840,0,,28,2,11,107
Barbados,BRB,2007,2081,0,,27,2,11,116
Barbados,BRB,2008,3405,0,,37,2,11,109
Barbados,BRB,2009,3334,0,,25,2,11,137
Barbados,BRB,2010,3132,0,,39,2,11,98
Barbados,BRB,2011,1670,0,,21,10,11,127
Barbados,BRB,2012,1183,0,,34,10,11,145
Barbados,BRB,2013,2746,0,,24,10,11,206
Belarus,BLR,1992,,0,,,9922,,
Belarus,BLR,1993,,0,,,10011,,
Belarus,BLR,1994,,0,,,7721,,
Belarus,BLR,1995,,0,,,6178,,
Belarus,BLR,1996,,0,,,6859,,
Belarus,BLR,1997,,0,,,4821,,
Belarus,BLR,1998,,0,,,5184,,
Belarus,BLR,1999,,0,,,5804,,
Belarus,BLR,2000,,0,,,7269,,
Belarus,BLR,2001,,0,,,5610,,
Belarus,BLR,2002,,1,,,7542,,
Belarus,BLR,2003,,1,,,6195,,
Belarus,BLR,2004,,0,,,4733,,
Belarus,BLR,2005,,0,,,6242,,
Belarus,BLR,2006,,0,,,9051,,
Belarus,BLR,2007,,0,,,14780,,
Belarus,BLR,2008,,0,,,15445,,
Belarus,BLR,2009,,1,,,16484,,
Belarus,BLR,2010,,0,,,17162,,
Belarus,BLR,2011,,2,,,17413,,
Belarus,BLR,2012,,2,,,16462,,
Belarus,BLR,2013,,0,,,14245,,
Belgium,BEL,2000,173,977,566,26531,2382,397,645
Belgium,BEL,2001,131,1386,450,26757,2341,469,505
Belgium,BEL,2002,77,952,948,25476,2345,525,539
Belgium,BEL,2003,15,1511,751,23041,1772,632,370
Belgium,BEL,2004,18,1118,974,23082,1235,659,388
Belgium,BEL,2005,13,1314,691,21035,910,629,389
Belgium,BEL,2006,12,1210,846,19433,599,656,366
Belgium,BEL,2007,8,986,1588,20371,615,733,343
Belgium,BEL,2008,5,1356,1004,18682,582,777,274
Belgium,BEL,2009,9,1922,449,17567,987,987,277
Belgium,BEL,2010,53,2319,623,17499,750,1155,258
Belgium,BEL,2011,53,1184,584,19127,384,1009,237
Belgium,BEL,2012,97,1539,1098,20575,560,825,242
Belgium,BEL,2013,150,1821,699,21886,456,704,119
Belgium-Luxembourg,,1961,4000,2400,300,53800,0,100,1000
