Entity,Code,Year,Aquaculture production (metric tons),Capture fisheries production (metric tons)
Australia,AUS,1987,9660,212829
Australia,AUS,1988,13080,221970
Australia,AUS,1989,13685,200208
Australia,AUS,1990,12401,237505
Australia,AUS,1991,14327,247658
Australia,AUS,1992,16422,256427
Australia,AUS,1993,18359,259830
Australia,AUS,1994,19129,228164
Australia,AUS,1995,22395,238138
Australia,AUS,1996,25323,230717
Australia,AUS,1997,26543,229463
Australia,AUS,1998,24570,238273.4375
Australia,AUS,1999,29189,244467
Australia,AUS,2000,31746,219713
Australia,AUS,2001,35403,217108
Australia,AUS,2002,38566,217973
Australia,AUS,2003,38793,240089.234375
Australia,AUS,2004,44142,255833.046875
Australia,AUS,2005,42787,273833.28125
Australia,AUS,2006,49376,229131
Australia,AUS,2007,55799,211880.3125
Australia,AUS,2008,58911.69921875,212315.703125
Australia,AUS,2009,70121.8515625,200064.5
Australia,AUS,2010,73827.2265625,218659.546875
Australia,AUS,2011,73126.5390625,217720.078125
Australia,AUS,2012,78992.1015625,216678.046875
Australia,AUS,2013,76416.890625,201837.5
Australia,AUS,2014,73677.609375,198323.203125
Australia,AUS,2015,83725.2109375,203270.71875
Australia,AUS,2016,92449.890625,220959.375
Australia,AUS,2017,89824.921875,229645.4375
Australia,AUS,2018,96798.5234375,225436.6875
Austria,AUT,1960,650,3550
Austria,AUT,1961,660,3540
Austria,AUT,1962,670,3830
Austria,AUT,1963,600,4000
Austria,AUT,1964,680,4220
Austria,AUT,1965,730,4370
Austria,AUT,1966,750,4150
Austria,AUT,1967,790,3410
Austria,AUT,1968,740,3260
Austria,AUT,1969,800,2700
Austria,AUT,1970,870,2330
Austria,AUT,1971,960,1940
Austria,AUT,1972,1080,1520
Austria,AUT,1973,1300,900
Austria,AUT,1974,1220,850
Austria,AUT,1975,1200,840
Austria,AUT,1976,1390,970
Austria,AUT,1977,1600,870
Austria,AUT,1978,2900,800
Austria,AUT,1979,3400,700
Austria,AUT,1980,3200,1100
Austria,AUT,1981,3200,1200
Austria,AUT,1982,3100,1400
Austria,AUT,1983,3600,1100
Austria,AUT,1984,4000,700
Austria,AUT,1985,4100,700
Austria,AUT,1986,4060,640
Austria,AUT,1987,4000,600
Austria,AUT,1988,4500,600
Austria,AUT,1989,4450,550
Austria,AUT,1990,3126,533
Austria,AUT,1991,3135,500
Austria,AUT,1992,3140,479
Austria,AUT,1993,3140,420
Austria,AUT,1994,3103,388
Austria,AUT,1995,2918,404
Austria,AUT,1996,2949,450
Austria,AUT,1997,3018,465
Austria,AUT,1998,2909,451
Austria,AUT,1999,3067,432
Austria,AUT,2000,2847,439
Austria,AUT,2001,2393,362
Austria,AUT,2002,2333,350
Austria,AUT,2003,2233,372
Austria,AUT,2004,2267,400
Austria,AUT,2005,2420,370
Austria,AUT,2006,2503,360
Austria,AUT,2007,2539,350
Austria,AUT,2008,2087,350
Austria,AUT,2009,2141,350
Austria,AUT,2010,2167,350
Austria,AUT,2011,2904.30004882813,350
Austria,AUT,2012,3125.5,300
Austria,AUT,2013,3237,350
Austria,AUT,2014,3390.30004882813,350
Austria,AUT,2015,3503.39990234375,350
Austria,AUT,2016,3483.39990234375,350
Austria,AUT,2017,3861.60009765625,350
Austria,AUT,2018,3990.60009765625,350
Azerbaijan,AZE,1988,1656,55340
Azerbaijan,AZE,1989,1621,52785
Azerbaijan,AZE,1990,1216,40449
Azerbaijan,AZE,1991,2176,37487
Azerbaijan,AZE,1992,1690,30339
Azerbaijan,AZE,1993,1201,21733
Azerbaijan,AZE,1994,1038,18901
Azerbaijan,AZE,1995,516,10545
Azerbaijan,AZE,1996,419,6702
Azerbaijan,AZE,1997,364,5161
Azerbaijan,AZE,1998,211,4760
Azerbaijan,AZE,1999,216,20866
Azerbaijan,AZE,2000,140,18797
Azerbaijan,AZE,2001,95,10893
Azerbaijan,AZE,2002,80,11188
Azerbaijan,AZE,2003,130,6435
Azerbaijan,AZE,2004,350,9258
Azerbaijan,AZE,2005,500,9001
Azerbaijan,AZE,2006,600,4061
Azerbaijan,AZE,2007,900,2949
Azerbaijan,AZE,2008,1000,1524
Azerbaijan,AZE,2009,1000,1206
Azerbaijan,AZE,2010,1000,1131
Azerbaijan,AZE,2011,517,1061
Azerbaijan,AZE,2012,366.100006103516,911
Azerbaijan,AZE,2013,325,796
Azerbaijan,AZE,2014,305,906
Azerbaijan,AZE,2015,561,594
Azerbaijan,AZE,2016,640,722
Azerbaijan,AZE,2017,695,950
Azerbaijan,AZE,2018,478,1601
Bahamas,BHS,1960,0,1600
Bahamas,BHS,1961,0,1500
Bahamas,BHS,1962,0,1600
Bahamas,BHS,1963,0,1700
Bahamas,BHS,1964,0,1900
Bahamas,BHS,1965,0,2950
Bahamas,BHS,1966,0,3800
Bahamas,BHS,1967,0,2950
Bahamas,BHS,1968,0,2750
Bahamas,BHS,1969,0,2350
Bahamas,BHS,1970,0,3379
Bahamas,BHS,1971,0,3552
Bahamas,BHS,1972,0,3372
Bahamas,BHS,1973,0,4400
Bahamas,BHS,1974,0,4663
Bahamas,BHS,1975,0,4693
Bahamas,BHS,1976,0,4750
Bahamas,BHS,1977,0,5327
Bahamas,BHS,1978,0,5114
Bahamas,BHS,1979,0,5765
Bahamas,BHS,1980,0,7119
Bahamas,BHS,1981,0,7631.7890625
Bahamas,BHS,1982,0,7737.0390625
Bahamas,BHS,1983,0,8548.154296875
Bahamas,BHS,1984,10,8430.06640625
Bahamas,BHS,1985,42,11164.818359375
Bahamas,BHS,1986,42,8653.8994140625
Bahamas,BHS,1987,37,10520.0302734375
Bahamas,BHS,1988,51,10464.6689453125
Bahamas,BHS,1989,69,9788.611328125
Bahamas,BHS,1990,49,9709.1806640625
Bahamas,BHS,1991,6,11889.5439453125
Bahamas,BHS,1992,10,12205.5322265625
Bahamas,BHS,1993,8,13695.9443359375
Bahamas,BHS,1994,4,14927.015625
Bahamas,BHS,1995,24,13245.4833984375
Bahamas,BHS,1996,1,14099.1435546875
Bahamas,BHS,1997,1,14719.591796875
Bahamas,BHS,1998,1,14577.6845703125
Bahamas,BHS,1999,1,13667
Bahamas,BHS,2000,2,15527
Bahamas,BHS,2001,13,13671
Bahamas,BHS,2002,25,15675
Bahamas,BHS,2003,52,16724
Bahamas,BHS,2004,30,15164
Bahamas,BHS,2005,85,15555
Bahamas,BHS,2006,52,16242
Bahamas,BHS,2007,30,10912
Bahamas,BHS,2008,20,14813
Bahamas,BHS,2009,17,13809.830078125
Bahamas,BHS,2010,1,16342.4404296875
Bahamas,BHS,2011,1,15313
Bahamas,BHS,2012,1,16756.828125
Bahamas,BHS,2013,1,12765
Bahamas,BHS,2014,9.35000038146973,11878.2197265625
Bahamas,BHS,2015,9.32999992370605,11307.2900390625
Bahamas,BHS,2016,9,11625
Bahamas,BHS,2017,6,11479.9404296875
Bahamas,BHS,2018,6.84000015258789,10998.6943359375
Bahrain,BHR,1960,0,1500
Bahrain,BHR,1961,0,1500
Bahrain,BHR,1962,0,1500
Bahrain,BHR,1963,0,1800
Bahrain,BHR,1964,0,1800
Bahrain,BHR,1965,0,2000
Bahrain,BHR,1966,0,2500
Bahrain,BHR,1967,0,2800
Bahrain,BHR,1968,0,3000
Bahrain,BHR,1969,0,3300
Bahrain,BHR,1970,0,3500
Bahrain,BHR,1971,0,3600
Bahrain,BHR,1972,0,3700
Bahrain,BHR,1973,0,3800
Bahrain,BHR,1974,0,3900
Bahrain,BHR,1975,0,4000
Bahrain,BHR,1976,0,4084
Bahrain,BHR,1977,0,4837
Bahrain,BHR,1978,0,4000
Bahrain,BHR,1979,0,3801
Bahrain,BHR,1980,0,5115
Bahrain,BHR,1981,0,5747
Bahrain,BHR,1982,0,5594
Bahrain,BHR,1983,0,4812
Bahrain,BHR,1984,0,5599
Bahrain,BHR,1985,0,7763
Bahrain,BHR,1986,0,8057
Bahrain,BHR,1987,0,7842
Bahrain,BHR,1988,0,6736
Bahrain,BHR,1989,0,9207
Bahrain,BHR,1990,0,8105
Bahrain,BHR,1991,0,7553
Bahrain,BHR,1992,0,7983
Bahrain,BHR,1993,0,8958
Bahrain,BHR,1994,0,7628
Bahrain,BHR,1995,4,9389
Bahrain,BHR,1996,3,12940
Bahrain,BHR,1997,0,10050
Bahrain,BHR,1998,1,9849
Bahrain,BHR,1999,3,10620
Bahrain,BHR,2000,12,11718
Bahrain,BHR,2001,0,11230
Bahrain,BHR,2002,3,11204
Bahrain,BHR,2003,4,13638
Bahrain,BHR,2004,8,14489
Bahrain,BHR,2005,3,11855
Bahrain,BHR,2006,2,15593
Bahrain,BHR,2007,1,15013
Bahrain,BHR,2008,2,14176
Bahrain,BHR,2009,2,16356
Bahrain,BHR,2010,3.18700003623962,13490
Bahrain,BHR,2011,3.42400002479553,9915
Bahrain,BHR,2012,1.72499990463257,27091
Bahrain,BHR,2013,0,14976
Bahrain,BHR,2014,5.71000003814697,15854
Bahrain,BHR,2015,0,15000
Bahrain,BHR,2016,14.2119998931885,15000
Bahrain,BHR,2017,,15000
Bahrain,BHR,2018,,15000
Bangladesh,BGD,1960,49237,351333
Bangladesh,BGD,1961,50569,400071
Bangladesh,BGD,1962,51944,448776
Bangladesh,BGD,1963,53362,447448
Bangladesh,BGD,1964,54824,496086
Bangladesh,BGD,1965,58030,543000
Bangladesh,BGD,1966,57897,543253
Bangladesh,BGD,1967,59519,541781
Bangladesh,BGD,1968,59460,592000
Bangladesh,BGD,1969,62927,588723
Bangladesh,BGD,1970,64716,625384
Bangladesh,BGD,1971,68080,672020
Bangladesh,BGD,1972,68508,749592
Bangladesh,BGD,1973,70525,749675
Bangladesh,BGD,1974,70970,751112
Bangladesh,BGD,1975,73340,566730
Bangladesh,BGD,1976,77063,564542
Bangladesh,BGD,1977,77230,566539
Bangladesh,BGD,1978,82760,564135
Bangladesh,BGD,1979,87360,559768
Bangladesh,BGD,1980,91030,555940
Bangladesh,BGD,1981,96780,554476
Bangladesh,BGD,1982,101630,587868
Bangladesh,BGD,1983,107000,619587
Bangladesh,BGD,1984,117025,633171
Bangladesh,BGD,1985,123811,642270
Bangladesh,BGD,1986,144723,648468
Bangladesh,BGD,1987,166100,639185
Bangladesh,BGD,1988,175925,654668
Bangladesh,BGD,1989,183505,656439
Bangladesh,BGD,1990,192592,653552
Bangladesh,BGD,1991,210993,689727
Bangladesh,BGD,1992,226863,709332
Bangladesh,BGD,1993,237743,764824
Bangladesh,BGD,1994,264190,770790
Bangladesh,BGD,1995,317073,792389
Bangladesh,BGD,1996,379087,814787
Bangladesh,BGD,1997,485864,829426
Bangladesh,BGD,1998,574812,839141
Bangladesh,BGD,1999,593202,959215
Bangladesh,BGD,2000,657120,1004264
Bangladesh,BGD,2001,712640,1068417
Bangladesh,BGD,2002,786604,1103855
Bangladesh,BGD,2003,856956,1141241
Bangladesh,BGD,2004,914752,1187274
Bangladesh,BGD,2005,882091,1333866
Bangladesh,BGD,2006,892049,1436496
Bangladesh,BGD,2007,945812,1494199
Bangladesh,BGD,2008,1005542,1557754
Bangladesh,BGD,2009,1064285,1821579
Bangladesh,BGD,2010,1308515,1726586
Bangladesh,BGD,2011,1523759,1600918
Bangladesh,BGD,2012,1726066,1535715
Bangladesh,BGD,2013,1859808,1550446
Bangladesh,BGD,2014,1956925,1591620
Bangladesh,BGD,2015,2060408,1624237
Bangladesh,BGD,2016,2203554,1675370
Bangladesh,BGD,2017,2333352,1801084
Bangladesh,BGD,2018,2405416,1871225
Barbados,BRB,2006,2,1986
Barbados,BRB,2007,2,2235
Barbados,BRB,2008,2,3562
Barbados,BRB,2009,2,3507
Barbados,BRB,2010,2,3280
Barbados,BRB,2011,10.5,1818
Barbados,BRB,2012,10.5,1361
Barbados,BRB,2013,14.5,2976
Barbados,BRB,2014,20.5,2207
Barbados,BRB,2015,20.5,1500
Barbados,BRB,2016,25.5,1736
Barbados,BRB,2017,25.5,1695
Barbados,BRB,2018,25.5,1732
Barbados,BRB,1960,,5213
Barbados,BRB,1961,,4613
Barbados,BRB,1962,,4713
Barbados,BRB,1963,,2813
Barbados,BRB,1964,,2113
Barbados,BRB,1965,,2613
Barbados,BRB,1966,,4813
Barbados,BRB,1967,,4613
Barbados,BRB,1968,,3213
Barbados,BRB,1969,,3013
Barbados,BRB,1970,,2313
Barbados,BRB,1971,,2313
Barbados,BRB,1972,,2313
Barbados,BRB,1973,,2613
Barbados,BRB,1974,,2668
Barbados,BRB,1975,,4223
Barbados,BRB,1976,,4952
Barbados,BRB,1977,,3188
Barbados,BRB,1978,,3597
Barbados,BRB,1979,,4267
Barbados,BRB,1980,,3747
Barbados,BRB,1981,,3423
Barbados,BRB,1982,,3492
Barbados,BRB,1983,,6534
Barbados,BRB,1984,,5784
Barbados,BRB,1985,,3832
Barbados,BRB,1986,,4112
Barbados,BRB,1987,,3610
Barbados,BRB,1988,,8939
Barbados,BRB,1989,,2585
Barbados,BRB,1990,,3029
Barbados,BRB,1991,,2292
Barbados,BRB,1992,,3585
Barbados,BRB,1993,,3225
Barbados,BRB,1994,,2829
Barbados,BRB,1995,,3592
Barbados,BRB,1996,,3523
Barbados,BRB,1997,,2820
Barbados,BRB,1998,,3655
Barbados,BRB,1999,,3281
Barbados,BRB,2000,,3185
Barbados,BRB,2001,,2731
Barbados,BRB,2002,,2530
Barbados,BRB,2003,,2849
Barbados,BRB,2004,,2159
Barbados,BRB,2005,,2193
Belarus,BLR,1988,16152,2848
Belarus,BLR,1989,17817,3640
Belarus,BLR,1990,16638,2988
Belarus,BLR,1991,14750,793
Belarus,BLR,1992,8415,1507
Belarus,BLR,1993,7018,2993
Belarus,BLR,1994,6934,787
Belarus,BLR,1995,5463,715
Belarus,BLR,1996,6038,821
Belarus,BLR,1997,4322,499
Belarus,BLR,1998,4727,457
Belarus,BLR,1999,4824,980
Belarus,BLR,2000,6716,553
Belarus,BLR,2001,4666,944
Belarus,BLR,2002,6523,1020
Belarus,BLR,2003,5393,803
Belarus,BLR,2004,4150,583
Belarus,BLR,2005,5648,594
Belarus,BLR,2006,8406,645
Belarus,BLR,2007,14091,689
Belarus,BLR,2008,14636,809
Belarus,BLR,2009,15659,826
Belarus,BLR,2010,16265,897
Belarus,BLR,2011,16293,1122
Belarus,BLR,2012,15499,965
Belarus,BLR,2013,13548,697
Belarus,BLR,2014,10658,766
Belarus,BLR,2015,9130.900390625,869
Belarus,BLR,2016,11199,686
Belarus,BLR,2017,10353.5,776
Belarus,BLR,2018,11580.900390625,802
Belgium,BEL,1975,4,49027
Belgium,BEL,1976,7,44496
Belgium,BEL,1977,12,45360
Belgium,BEL,1978,20,50577
Belgium,BEL,1979,32,47125
Belgium,BEL,1980,90,45615
Belgium,BEL,1981,147,49279
Belgium,BEL,1982,203,47841
Belgium,BEL,1983,255,48580
Belgium,BEL,1984,310,47871
Belgium,BEL,1985,440,45115
Belgium,BEL,1986,530,39466
Belgium,BEL,1987,600,40231
Belgium,BEL,1988,700,41541
Belgium,BEL,1989,735,39633
Belgium,BEL,1990,675,41460
Belgium,BEL,1991,846,39891
Belgium,BEL,1992,846,37120
Belgium,BEL,1993,846,36089
Belgium,BEL,1994,846,34254
Belgium,BEL,1995,846,35599
Belgium,BEL,1996,946,30823
Belgium,BEL,1997,846,30500
Belgium,BEL,1998,846,30835
Belgium,BEL,1999,1597,29876
Belgium,BEL,2000,1871,29800
Belgium,BEL,2001,1830,30209
Belgium,BEL,2002,1834,29028
Belgium,BEL,2003,1261,26831
Belgium,BEL,2004,739,26754
Belgium,BEL,2005,414,24586
Belgium,BEL,2006,128,23048
Belgium,BEL,2007,128,24541
Belgium,BEL,2008,126,22609
Belgium,BEL,2009,576,21737
Belgium,BEL,2010,539,22418
Belgium,BEL,2011,101,22477
Belgium,BEL,2012,277,24674
Belgium,BEL,2013,212,25679
Belgium,BEL,2014,214,26793
Belgium,BEL,2015,82,24721
Belgium,BEL,2016,44,26970
Belgium,BEL,2017,75,24649
Belgium,BEL,2018,111,23005
Belgium,BEL,1960,,63700
Belgium,BEL,1961,,61600
Belgium,BEL,1962,,59900
Belgium,BEL,1963,,62000
Belgium,BEL,1964,,59500
Belgium,BEL,1965,,59700
Belgium,BEL,1966,,62800
Belgium,BEL,1967,,63800
Belgium,BEL,1968,,68200
Belgium,BEL,1969,,58700
Belgium,BEL,1970,,53000
Belgium,BEL,1971,,60200
Belgium,BEL,1972,,59000
Belgium,BEL,1973,,53300
Belgium,BEL,1974,,46820
Belize,BLZ,1984,0,2672
Belize,BLZ,1985,0,2427
Belize,BLZ,1986,23,1838
Belize,BLZ,1987,0,2059
Belize,BLZ,1988,0,2151
Belize,BLZ,1989,542,1770
Belize,BLZ,1990,99,2033
Belize,BLZ,1991,158,2521
Belize,BLZ,1992,301,2414
Belize,BLZ,1993,602,3971
Belize,BLZ,1994,656,7670
Belize,BLZ,1995,950,9719
Belize,BLZ,1996,1004,12168
Belize,BLZ,1997,1397,24788
Belize,BLZ,1998,1642,26600
Belize,BLZ,1999,3163,51827
Belize,BLZ,2000,3630,30322
Belize,BLZ,2001,4460,30746
Belize,BLZ,2002,4400,84360
Belize,BLZ,2003,10160,43358
Belize,BLZ,2004,11426,70046
Belize,BLZ,2005,11078,100507
Belize,BLZ,2006,7624,185773
Belize,BLZ,2007,3172,305645
Belize,BLZ,2008,4528,364274
Belize,BLZ,2009,5725,304217
Belize,BLZ,2010,7410.7001953125,399928
Belize,BLZ,2011,5102,277415
Belize,BLZ,2012,5879.60009765625,171946
Belize,BLZ,2013,7150,34673
Belize,BLZ,2014,7212.76025390625,76190
Belize,BLZ,2015,4203,97524
Belize,BLZ,2016,1148,91431
Belize,BLZ,2017,563,121299
Belize,BLZ,2018,563,216107
Belize,BLZ,1960,,900
Belize,BLZ,1961,,600
Belize,BLZ,1962,,800
Belize,BLZ,1963,,900
Belize,BLZ,1964,,900
Belize,BLZ,1965,,800
Belize,BLZ,1966,,900
Belize,BLZ,1967,,1300
Belize,BLZ,1968,,1300
Belize,BLZ,1969,,1600
Belize,BLZ,1970,,1500
Belize,BLZ,1971,,1800
Belize,BLZ,1972,,1900
Belize,BLZ,1973,,1600
Belize,BLZ,1974,,1618
Belize,BLZ,1975,,1603
Belize,BLZ,1976,,1613
Belize,BLZ,1977,,3082
Belize,BLZ,1978,,2808
Belize,BLZ,1979,,2554
Belize,BLZ,1980,,2066
Belize,BLZ,1981,,2252
Belize,BLZ,1982,,2288
Belize,BLZ,1983,,2641
Benin,BEN,1984,15,35275
Benin,BEN,1985,11,36360
Benin,BEN,1986,15,38738
Benin,BEN,1987,14,41889
Benin,BEN,1988,80,37266
Benin,BEN,2002,7,40663
Benin,BEN,2003,7,41648
Benin,BEN,2004,7,39988
Benin,BEN,2005,350,31497
Benin,BEN,2006,415,41507
Benin,BEN,2007,178,36386
Benin,BEN,2008,213,37495
Benin,BEN,2009,308,38928
Benin,BEN,2010,364,39791
Benin,BEN,2011,400,38848
Benin,BEN,2012,500,40364
Benin,BEN,2013,667,42416
Benin,BEN,2014,1425,47583
Benin,BEN,2015,4459.66015625,36477
Benin,BEN,2016,4207,49806
Benin,BEN,2017,4529.66015625,48203
Benin,BEN,2018,5114.13671875,54959
Benin,BEN,1960,,26000
Benin,BEN,1961,,28000
Benin,BEN,1962,,30000
Benin,BEN,1963,,25000
Benin,BEN,1964,,26000
Benin,BEN,1965,,20000
Benin,BEN,1966,,18800
Benin,BEN,1967,,35600
Benin,BEN,1968,,35900
Benin,BEN,1969,,36600
Benin,BEN,1970,,43110
Benin,BEN,1971,,43404
Benin,BEN,1972,,43202
Benin,BEN,1973,,40673
Benin,BEN,1974,,39402
Benin,BEN,1975,,37533
Benin,BEN,1976,,37104
Benin,BEN,1977,,36528
Benin,BEN,1978,,35879
Benin,BEN,1979,,35700
Benin,BEN,1980,,37832
Benin,BEN,1981,,37768
Benin,BEN,1982,,37521
Benin,BEN,1983,,34628
Benin,BEN,1989,,41860
Benin,BEN,1990,,38234
Benin,BEN,1991,,35083
Benin,BEN,1992,,32488
Benin,BEN,1993,,39221
Benin,BEN,1994,,39923
Benin,BEN,1995,,44379
Benin,BEN,1996,,42175
Benin,BEN,1997,,43785
Benin,BEN,1998,,42139
Benin,BEN,1999,,40437
Benin,BEN,2000,,32324
Benin,BEN,2001,,38415
Bermuda,BMU,1960,,500
Bermuda,BMU,1961,,500
Bermuda,BMU,1962,,400
Bermuda,BMU,1963,,400
Bermuda,BMU,1964,,450
Bermuda,BMU,1965,,450
Bermuda,BMU,1966,,500
Bermuda,BMU,1967,,500
Bermuda,BMU,1968,,550
Bermuda,BMU,1969,,550
Bermuda,BMU,1970,,900
Bermuda,BMU,1971,,2380
Bermuda,BMU,1972,,2820
Bermuda,BMU,1973,,3220
Bermuda,BMU,1974,,3599
Bermuda,BMU,1975,,4572
Bermuda,BMU,1976,,7208
Bermuda,BMU,1977,,7635
Bermuda,BMU,1978,,8723
Bermuda,BMU,1979,,6347
Bermuda,BMU,1980,,4105
Bermuda,BMU,1981,,2024
Bermuda,BMU,1982,,2348
Bermuda,BMU,1983,,927
Bermuda,BMU,1984,,538
Bermuda,BMU,1985,,670
Bermuda,BMU,1986,,820
Bermuda,BMU,1987,,821
Bermuda,BMU,1988,,773
Bermuda,BMU,1989,,774
Bermuda,BMU,1990,,463
Bermuda,BMU,1991,,428
Bermuda,BMU,1992,,432
Bermuda,BMU,1993,,404
Bermuda,BMU,1994,,394
Bermuda,BMU,1995,,449
Bermuda,BMU,1996,,465
Bermuda,BMU,1997,,461
Bermuda,BMU,1998,,466
Bermuda,BMU,1999,,453
Bermuda,BMU,2000,,290
Bermuda,BMU,2001,,309
Bermuda,BMU,2002,,397
Bermuda,BMU,2003,,363
Bermuda,BMU,2004,,386
Bermuda,BMU,2005,,401
Bermuda,BMU,2006,,381
Bermuda,BMU,2007,,425
Bermuda,BMU,2008,,401
Bermuda,BMU,2009,,416
Bermuda,BMU,2010,,375
Bermuda,BMU,2011,,478
Bermuda,BMU,2012,,516
Bermuda,BMU,2013,,461
Bermuda,BMU,2014,,417
Bermuda,BMU,2015,,407
Bermuda,BMU,2016,,410
Bermuda,BMU,2017,,384
Bermuda,BMU,2018,,354
Bhutan,BTN,1988,15,110
Bhutan,BTN,1989,12,105
Bhutan,BTN,1990,31,100
Bhutan,BTN,1991,35,95
Bhutan,BTN,1992,35,90
Bhutan,BTN,1993,30,85
Bhutan,BTN,1994,30,80
Bhutan,BTN,1995,30,75
Bhutan,BTN,1996,30,70
Bhutan,BTN,1997,30,65
Bhutan,BTN,1998,30,60
Bhutan,BTN,1999,30,55
Bhutan,BTN,2000,30,50
Bhutan,BTN,2001,30,45
Bhutan,BTN,2002,30,40
Bhutan,BTN,2003,30,35
Bhutan,BTN,2004,40,30
Bhutan,BTN,2005,40,25
Bhutan,BTN,2006,40,20
Bhutan,BTN,2007,40,15
Bhutan,BTN,2008,46,10
Bhutan,BTN,2009,46,8
Bhutan,BTN,2010,46,6
Bhutan,BTN,2011,75,4
Bhutan,BTN,2012,78.3399963378906,2
Bhutan,BTN,2013,69.8000030517578,3
Bhutan,BTN,2014,139,5
Bhutan,BTN,2015,149,7
Bhutan,BTN,2016,185,12
Bhutan,BTN,2017,222,16
Bhutan,BTN,2018,223.619995117188,15
Bhutan,BTN,1960,,100
Bhutan,BTN,1961,,100
Bhutan,BTN,1962,,100
Bhutan,BTN,1963,,150
Bhutan,BTN,1964,,150
Bhutan,BTN,1965,,150
Bhutan,BTN,1966,,150
Bhutan,BTN,1967,,150
Bhutan,BTN,1968,,150
Bhutan,BTN,1969,,150
Bhutan,BTN,1970,,150
Bhutan,BTN,1971,,150
Bhutan,BTN,1972,,150
Bhutan,BTN,1973,,150
Bhutan,BTN,1974,,150
Bhutan,BTN,1975,,150
Bhutan,BTN,1976,,150
Bhutan,BTN,1977,,150
Bhutan,BTN,1978,,150
Bhutan,BTN,1979,,150
Bhutan,BTN,1980,,150
Bhutan,BTN,1981,,145
Bhutan,BTN,1982,,140
Bhutan,BTN,1983,,135
Bhutan,BTN,1984,,130
Bhutan,BTN,1985,,125
Bhutan,BTN,1986,,120
Bhutan,BTN,1987,,115
Bolivia,BOL,1987,45,54226
Bolivia,BOL,1988,95,34332
Bolivia,BOL,1989,348,5676
Bolivia,BOL,1990,515,7209
Bolivia,BOL,1991,200,5167
Bolivia,BOL,1992,266,7629
Bolivia,BOL,1993,649,5518
Bolivia,BOL,1994,617,5353
Bolivia,BOL,1995,616,5692
Bolivia,BOL,1996,380,5988
Bolivia,BOL,1997,387,21999
Bolivia,BOL,1998,385,7812
Bolivia,BOL,1999,398,23552
Bolivia,BOL,2000,405,6106
Bolivia,BOL,2001,320,34110
Bolivia,BOL,2002,418,37318
Bolivia,BOL,2003,375,50127
Bolivia,BOL,2004,450,42735
Bolivia,BOL,2005,430,57690
Bolivia,BOL,2006,455,50523
Bolivia,BOL,2007,585,54885
Bolivia,BOL,2008,631,61338
Bolivia,BOL,2009,775,35453
Bolivia,BOL,2010,856,31138
Bolivia,BOL,2011,966,55289
Bolivia,BOL,2012,1060,65907
Bolivia,BOL,2013,1076,68671
Bolivia,BOL,2014,1400,91960
Bolivia,BOL,2015,2987.5,74606
Bolivia,BOL,2016,3250,50492
Bolivia,BOL,2017,3500,60940
Bolivia,BOL,2018,3500,36734
Bolivia,BOL,1960,,700
Bolivia,BOL,1961,,500
Bolivia,BOL,1962,,1300
Bolivia,BOL,1963,,1400
Bolivia,BOL,1964,,1900
Bolivia,BOL,1965,,1800
Bolivia,BOL,1966,,1700
Bolivia,BOL,1967,,1500
Bolivia,BOL,1968,,1300
Bolivia,BOL,1969,,1200
Bolivia,BOL,1970,,1100
Bolivia,BOL,1971,,1300
Bolivia,BOL,1972,,1500
Bolivia,BOL,1973,,1500
Bolivia,BOL,1974,,1050
Bolivia,BOL,1975,,1050
Bolivia,BOL,1976,,1250
Bolivia,BOL,1977,,1550
Bolivia,BOL,1978,,1550
Bolivia,BOL,1979,,3650
Bolivia,BOL,1980,,4379
Bolivia,BOL,1981,,5617
Bolivia,BOL,1982,,4105
Bolivia,BOL,1983,,4105
Bolivia,BOL,1984,,4105
Bolivia,BOL,1985,,4170
Bolivia,BOL,1986,,3871
Bosnia and Herzegovina,BIH,2002,4685,255
Bosnia and Herzegovina,BIH,2003,6635,255
Bosnia and Herzegovina,BIH,2004,6394,305
Bosnia and Herzegovina,BIH,2005,7070,305
Bosnia and Herzegovina,BIH,2006,7621,305
Bosnia and Herzegovina,BIH,2007,7442,305
Bosnia and Herzegovina,BIH,2008,7589,305
Bosnia and Herzegovina,BIH,2009,7620,305
Bosnia and Herzegovina,BIH,2010,7620,305
Bosnia and Herzegovina,BIH,2011,4970.2001953125,305
Bosnia and Herzegovina,BIH,2012,3638.30004882813,305
Bosnia and Herzegovina,BIH,2013,2923.5,305
Bosnia and Herzegovina,BIH,2014,3397,305
Bosnia and Herzegovina,BIH,2015,4450.60009765625,305
Bosnia and Herzegovina,BIH,2016,4563.60009765625,305
