Entity,Code,Year,Capture fisheries production (metric tons)
Bahamas,BHS,1960,1600
Bahamas,BHS,1961,1500
Bahamas,BHS,1962,1600
Bahamas,BHS,1963,1700
Bahamas,BHS,1964,1900
Bahamas,BHS,1965,2950
Bahamas,BHS,1966,3800
Bahamas,BHS,1967,2950
Bahamas,BHS,1968,2750
Bahamas,BHS,1969,2350
Bahamas,BHS,1970,3379
Bahamas,BHS,1971,3552
Bahamas,BHS,1972,3372
Bahamas,BHS,1973,4400
Bahamas,BHS,1974,4663
Bahamas,BHS,1975,4693
Bahamas,BHS,1976,4750
Bahamas,BHS,1977,5327
Bahamas,BHS,1978,5114
Bahamas,BHS,1979,5765
Bahamas,BHS,1980,7119
Bahamas,BHS,1981,7631.7890625
Bahamas,BHS,1982,7737.0390625
Bahamas,BHS,1983,8548.154296875
Bahamas,BHS,1984,8430.06640625
Bahamas,BHS,1985,11164.818359375
Bahamas,BHS,1986,8653.8994140625
Bahamas,BHS,1987,10520.0302734375
Bahamas,BHS,1988,10464.6689453125
Bahamas,BHS,1989,9788.611328125
Bahamas,BHS,1990,9709.1806640625
Bahamas,BHS,1991,11889.5439453125
Bahamas,BHS,1992,12205.5322265625
Bahamas,BHS,1993,13695.9443359375
Bahamas,BHS,1994,14927.015625
Bahamas,BHS,1995,13245.4833984375
Bahamas,BHS,1996,14099.1435546875
Bahamas,BHS,1997,14719.591796875
Bahamas,BHS,1998,14577.6845703125
Bahamas,BHS,1999,13667
Bahamas,BHS,2000,15527
Bahamas,BHS,2001,13671
Bahamas,BHS,2002,15675
Bahamas,BHS,2003,16724
Bahamas,BHS,2004,15164
Bahamas,BHS,2005,15555
Bahamas,BHS,2006,16242
Bahamas,BHS,2007,10912
Bahamas,BHS,2008,14813
Bahamas,BHS,2009,13809.830078125
Bahamas,BHS,2010,16342.4404296875
Bahamas,BHS,2011,15313
Bahamas,BHS,2012,16756.828125
Bahamas,BHS,2013,12765
Bahamas,BHS,2014,11878.2197265625
Bahamas,BHS,2015,11307.2900390625
Bahamas,BHS,2016,11625
Bahamas,BHS,2017,11479.9404296875
Bahamas,BHS,2018,10998.6943359375
Bahrain,BHR,1960,1500
Bahrain,BHR,1961,1500
Bahrain,BHR,1962,1500
Bahrain,BHR,1963,1800
Bahrain,BHR,1964,1800
Bahrain,BHR,1965,2000
Bahrain,BHR,1966,2500
Bahrain,BHR,1967,2800
Bahrain,BHR,1968,3000
Bahrain,BHR,1969,3300
Bahrain,BHR,1970,3500
Bahrain,BHR,1971,3600
Bahrain,BHR,1972,3700
Bahrain,BHR,1973,3800
Bahrain,BHR,1974,3900
Bahrain,BHR,1975,4000
Bahrain,BHR,1976,4084
Bahrain,BHR,1977,4837
Bahrain,BHR,1978,4000
Bahrain,BHR,1979,3801
Bahrain,BHR,1980,5115
Bahrain,BHR,1981,5747
Bahrain,BHR,1982,5594
Bahrain,BHR,1983,4812
Bahrain,BHR,1984,5599
Bahrain,BHR,1985,7763
Bahrain,BHR,1986,8057
Bahrain,BHR,1987,7842
Bahrain,BHR,1988,6736
Bahrain,BHR,1989,9207
Bahrain,BHR,1990,8105
Bahrain,BHR,1991,7553
Bahrain,BHR,1992,7983
Bahrain,BHR,1993,8958
Bahrain,BHR,1994,7628
Bahrain,BHR,1995,9389
Bahrain,BHR,1996,12940
Bahrain,BHR,1997,10050
Bahrain,BHR,1998,9849
Bahrain,BHR,1999,10620
Bahrain,BHR,2000,11718
Bahrain,BHR,2001,11230
Bahrain,BHR,2002,11204
Bahrain,BHR,2003,13638
Bahrain,BHR,2004,14489
Bahrain,BHR,2005,11855
Bahrain,BHR,2006,15593
Bahrain,BHR,2007,15013
Bahrain,BHR,2008,14176
Bahrain,BHR,2009,16356
Bahrain,BHR,2010,13490
Bahrain,BHR,2011,9915
Bahrain,BHR,2012,27091
Bahrain,BHR,2013,14976
Bahrain,BHR,2014,15854
Bahrain,BHR,2015,15000
Bahrain,BHR,2016,15000
Bahrain,BHR,2017,15000
Bahrain,BHR,2018,15000
Bangladesh,BGD,1960,351333
Bangladesh,BGD,1961,400071
Bangladesh,BGD,1962,448776
Bangladesh,BGD,1963,447448
Bangladesh,BGD,1964,496086
Bangladesh,BGD,1965,543000
Bangladesh,BGD,1966,543253
Bangladesh,BGD,1967,541781
Bangladesh,BGD,1968,592000
Bangladesh,BGD,1969,588723
Bangladesh,BGD,1970,625384
Bangladesh,BGD,1971,672020
Bangladesh,BGD,1972,749592
Bangladesh,BGD,1973,749675
Bangladesh,BGD,1974,751112
Bangladesh,BGD,1975,566730
Bangladesh,BGD,1976,564542
Bangladesh,BGD,1977,566539
Bangladesh,BGD,1978,564135
Bangladesh,BGD,1979,559768
Bangladesh,BGD,1980,555940
Bangladesh,BGD,1981,554476
Bangladesh,BGD,1982,587868
Bangladesh,BGD,1983,619587
Bangladesh,BGD,1984,633171
Bangladesh,BGD,1985,642270
Bangladesh,BGD,1986,648468
Bangladesh,BGD,1987,639185
Bangladesh,BGD,1988,654668
Bangladesh,BGD,1989,656439
Bangladesh,BGD,1990,653552
Bangladesh,BGD,1991,689727
Bangladesh,BGD,1992,709332
Bangladesh,BGD,1993,764824
Bangladesh,BGD,1994,770790
Bangladesh,BGD,1995,792389
Bangladesh,BGD,1996,814787
Bangladesh,BGD,1997,829426
Bangladesh,BGD,1998,839141
Bangladesh,BGD,1999,959215
Bangladesh,BGD,2000,1004264
Bangladesh,BGD,2001,1068417
Bangladesh,BGD,2002,1103855
Bangladesh,BGD,2003,1141241
Bangladesh,BGD,2004,1187274
Bangladesh,BGD,2005,1333866
Bangladesh,BGD,2006,1436496
Bangladesh,BGD,2007,1494199
Bangladesh,BGD,2008,1557754
Bangladesh,BGD,2009,1821579
Bangladesh,BGD,2010,1726586
Bangladesh,BGD,2011,1600918
Bangladesh,BGD,2012,1535715
Bangladesh,BGD,2013,1550446
Bangladesh,BGD,2014,1591620
Bangladesh,BGD,2015,1624237
Bangladesh,BGD,2016,1675370
Bangladesh,BGD,2017,1801084
Bangladesh,BGD,2018,1871225
Barbados,BRB,1960,5213
Barbados,BRB,1961,4613
Barbados,BRB,1962,4713
Barbados,BRB,1963,2813
Barbados,BRB,1964,2113
Barbados,BRB,1965,2613
Barbados,BRB,1966,4813
Barbados,BRB,1967,4613
Barbados,BRB,1968,3213
Barbados,BRB,1969,3013
Barbados,BRB,1970,2313
Barbados,BRB,1971,2313
Barbados,BRB,1972,2313
Barbados,BRB,1973,2613
Barbados,BRB,1974,2668
Barbados,BRB,1975,4223
Barbados,BRB,1976,4952
Barbados,BRB,1977,3188
Barbados,BRB,1978,3597
Barbados,BRB,1979,4267
Barbados,BRB,1980,3747
Barbados,BRB,1981,3423
Barbados,BRB,1982,3492
Barbados,BRB,1983,6534
Barbados,BRB,1984,5784
Barbados,BRB,1985,3832
Barbados,BRB,1986,4112
Barbados,BRB,1987,3610
Barbados,BRB,1988,8939
Barbados,BRB,1989,2585
Barbados,BRB,1990,3029
Barbados,BRB,1991,2292
Barbados,BRB,1992,3585
Barbados,BRB,1993,3225
Barbados,BRB,1994,2829
Barbados,BRB,1995,3592
Barbados,BRB,1996,3523
Barbados,BRB,1997,2820
Barbados,BRB,1998,3655
Barbados,BRB,1999,3281
Barbados,BRB,2000,3185
Barbados,BRB,2001,2731
Barbados,BRB,2002,2530
Barbados,BRB,2003,2849
Barbados,BRB,2004,2159
Barbados,BRB,2005,2193
Barbados,BRB,2006,1986
Barbados,BRB,2007,2235
Barbados,BRB,2008,3562
Barbados,BRB,2009,3507
Barbados,BRB,2010,3280
Barbados,BRB,2011,1818
Barbados,BRB,2012,1361
Barbados,BRB,2013,2976
Barbados,BRB,2014,2207
Barbados,BRB,2015,1500
Barbados,BRB,2016,1736
Barbados,BRB,2017,1695
Barbados,BRB,2018,1732
Belarus,BLR,1988,2848
Belarus,BLR,1989,3640
Belarus,BLR,1990,2988
Belarus,BLR,1991,793
Belarus,BLR,1992,1507
Belarus,BLR,1993,2993
Belarus,BLR,1994,787
Belarus,BLR,1995,715
Belarus,BLR,1996,821
Belarus,BLR,1997,499
Belarus,BLR,1998,457
Belarus,BLR,1999,980
Belarus,BLR,2000,553
Belarus,BLR,2001,944
Belarus,BLR,2002,1020
Belarus,BLR,2003,803
Belarus,BLR,2004,583
Belarus,BLR,2005,594
Belarus,BLR,2006,645
Belarus,BLR,2007,689
Belarus,BLR,2008,809
Belarus,BLR,2009,826
Belarus,BLR,2010,897
Belarus,BLR,2011,1122
Belarus,BLR,2012,965
Belarus,BLR,2013,697
Belarus,BLR,2014,766
Belarus,BLR,2015,869
Belarus,BLR,2016,686
Belarus,BLR,2017,776
Belarus,BLR,2018,802
Belgium,BEL,1960,63700
Belgium,BEL,1961,61600
Belgium,BEL,1962,59900
Belgium,BEL,1963,62000
Belgium,BEL,1964,59500
Belgium,BEL,1965,59700
Belgium,BEL,1966,62800
Belgium,BEL,1967,63800
Belgium,BEL,1968,68200
Belgium,BEL,1969,58700
Belgium,BEL,1970,53000
Belgium,BEL,1971,60200
Belgium,BEL,1972,59000
Belgium,BEL,1973,53300
Belgium,BEL,1974,46820
Belgium,BEL,1975,49027
Belgium,BEL,1976,44496
Belgium,BEL,1977,45360
Belgium,BEL,1978,50577
Belgium,BEL,1979,47125
Belgium,BEL,1980,45615
Belgium,BEL,1981,49279
Belgium,BEL,1982,47841
Belgium,BEL,1983,48580
Belgium,BEL,1984,47871
Belgium,BEL,1985,45115
Belgium,BEL,1986,39466
Belgium,BEL,1987,40231
Belgium,BEL,1988,41541
Belgium,BEL,1989,39633
Belgium,BEL,1990,41460
Belgium,BEL,1991,39891
Belgium,BEL,1992,37120
Belgium,BEL,1993,36089
Belgium,BEL,1994,34254
Belgium,BEL,1995,35599
Belgium,BEL,1996,30823
Belgium,BEL,1997,30500
Belgium,BEL,1998,30835
Belgium,BEL,1999,29876
Belgium,BEL,2000,29800
Belgium,BEL,2001,30209
Belgium,BEL,2002,29028
Belgium,BEL,2003,26831
Belgium,BEL,2004,26754
Belgium,BEL,2005,24586
Belgium,BEL,2006,23048
Belgium,BEL,2007,24541
Belgium,BEL,2008,22609
Belgium,BEL,2009,21737
Belgium,BEL,2010,22418
Belgium,BEL,2011,22477
Belgium,BEL,2012,24674
Belgium,BEL,2013,25679
Belgium,BEL,2014,26793
Belgium,BEL,2015,24721
Belgium,BEL,2016,26970
Belgium,BEL,2017,24649
Belgium,BEL,2018,23005
Belize,BLZ,1960,900
Belize,BLZ,1961,600
Belize,BLZ,1962,800
Belize,BLZ,1963,900
Belize,BLZ,1964,900
Belize,BLZ,1965,800
Belize,BLZ,1966,900
Belize,BLZ,1967,1300
Belize,BLZ,1968,1300
Belize,BLZ,1969,1600
Belize,BLZ,1970,1500
Belize,BLZ,1971,1800
Belize,BLZ,1972,1900
Belize,BLZ,1973,1600
Belize,BLZ,1974,1618
Belize,BLZ,1975,1603
Belize,BLZ,1976,1613
Belize,BLZ,1977,3082
Belize,BLZ,1978,2808
Belize,BLZ,1979,2554
Belize,BLZ,1980,2066
Belize,BLZ,1981,2252
Belize,BLZ,1982,2288
Belize,BLZ,1983,2641
Belize,BLZ,1984,2672
Belize,BLZ,1985,2427
Belize,BLZ,1986,1838
Belize,BLZ,1987,2059
Belize,BLZ,1988,2151
Belize,BLZ,1989,1770
Belize,BLZ,1990,2033
Belize,BLZ,1991,2521
Belize,BLZ,1992,2414
Belize,BLZ,1993,3971
Belize,BLZ,1994,7670
Belize,BLZ,1995,9719
Belize,BLZ,1996,12168
Belize,BLZ,1997,24788
Belize,BLZ,1998,26600
Belize,BLZ,1999,51827
Belize,BLZ,2000,30322
Belize,BLZ,2001,30746
Belize,BLZ,2002,84360
Belize,BLZ,2003,43358
Belize,BLZ,2004,70046
Belize,BLZ,2005,100507
Belize,BLZ,2006,185773
Belize,BLZ,2007,305645
Belize,BLZ,2008,364274
Belize,BLZ,2009,304217
Belize,BLZ,2010,399928
Belize,BLZ,2011,277415
Belize,BLZ,2012,171946
Belize,BLZ,2013,34673
Belize,BLZ,2014,76190
Belize,BLZ,2015,97524
Belize,BLZ,2016,91431
Belize,BLZ,2017,121299
Belize,BLZ,2018,216107
Benin,BEN,1960,26000
Benin,BEN,1961,28000
Benin,BEN,1962,30000
Benin,BEN,1963,25000
Benin,BEN,1964,26000
Benin,BEN,1965,20000
Benin,BEN,1966,18800
Benin,BEN,1967,35600
Benin,BEN,1968,35900
Benin,BEN,1969,36600
Benin,BEN,1970,43110
Benin,BEN,1971,43404
Benin,BEN,1972,43202
Benin,BEN,1973,40673
Benin,BEN,1974,39402
Benin,BEN,1975,37533
Benin,BEN,1976,37104
Benin,BEN,1977,36528
Benin,BEN,1978,35879
Benin,BEN,1979,35700
Benin,BEN,1980,37832
Benin,BEN,1981,37768
Benin,BEN,1982,37521
Benin,BEN,1983,34628
Benin,BEN,1984,35275
Benin,BEN,1985,36360
Benin,BEN,1986,38738
Benin,BEN,1987,41889
Benin,BEN,1988,37266
Benin,BEN,1989,41860
Benin,BEN,1990,38234
Benin,BEN,1991,35083
Benin,BEN,1992,32488
Benin,BEN,1993,39221
Benin,BEN,1994,39923
Benin,BEN,1995,44379
Benin,BEN,1996,42175
Benin,BEN,1997,43785
Benin,BEN,1998,42139
Benin,BEN,1999,40437
Benin,BEN,2000,32324
Benin,BEN,2001,38415
Benin,BEN,2002,40663
Benin,BEN,2003,41648
Benin,BEN,2004,39988
Benin,BEN,2005,31497
Benin,BEN,2006,41507
Benin,BEN,2007,36386
Benin,BEN,2008,37495
Benin,BEN,2009,38928
Benin,BEN,2010,39791
Benin,BEN,2011,38848
Benin,BEN,2012,40364
Benin,BEN,2013,42416
Benin,BEN,2014,47583
Benin,BEN,2015,36477
Benin,BEN,2016,49806
Benin,BEN,2017,48203
Benin,BEN,2018,54959
Bermuda,BMU,1960,500
Bermuda,BMU,1961,500
Bermuda,BMU,1962,400
Bermuda,BMU,1963,400
Bermuda,BMU,1964,450
Bermuda,BMU,1965,450
Bermuda,BMU,1966,500
Bermuda,BMU,1967,500
Bermuda,BMU,1968,550
Bermuda,BMU,1969,550
Bermuda,BMU,1970,900
Bermuda,BMU,1971,2380
Bermuda,BMU,1972,2820
Bermuda,BMU,1973,3220
Bermuda,BMU,1974,3599
Bermuda,BMU,1975,4572
Bermuda,BMU,1976,7208
Bermuda,BMU,1977,7635
Bermuda,BMU,1978,8723
Bermuda,BMU,1979,6347
Bermuda,BMU,1980,4105
Bermuda,BMU,1981,2024
Bermuda,BMU,1982,2348
Bermuda,BMU,1983,927
Bermuda,BMU,1984,538
Bermuda,BMU,1985,670
Bermuda,BMU,1986,820
Bermuda,BMU,1987,821
Bermuda,BMU,1988,773
Bermuda,BMU,1989,774
Bermuda,BMU,1990,463
Bermuda,BMU,1991,428
Bermuda,BMU,1992,432
Bermuda,BMU,1993,404
Bermuda,BMU,1994,394
Bermuda,BMU,1995,449
Bermuda,BMU,1996,465
Bermuda,BMU,1997,461
Bermuda,BMU,1998,466
Bermuda,BMU,1999,453
Bermuda,BMU,2000,290
Bermuda,BMU,2001,309
Bermuda,BMU,2002,397
Bermuda,BMU,2003,363
Bermuda,BMU,2004,386
Bermuda,BMU,2005,401
Bermuda,BMU,2006,381
Bermuda,BMU,2007,425
Bermuda,BMU,2008,401
Bermuda,BMU,2009,416
Bermuda,BMU,2010,375
Bermuda,BMU,2011,478
Bermuda,BMU,2012,516
Bermuda,BMU,2013,461
Bermuda,BMU,2014,417
Bermuda,BMU,2015,407
Bermuda,BMU,2016,410
Bermuda,BMU,2017,384
Bermuda,BMU,2018,354
Bhutan,BTN,1960,100
Bhutan,BTN,1961,100
Bhutan,BTN,1962,100
Bhutan,BTN,1963,150
Bhutan,BTN,1964,150
Bhutan,BTN,1965,150
Bhutan,BTN,1966,150
Bhutan,BTN,1967,150
Bhutan,BTN,1968,150
Bhutan,BTN,1969,150
Bhutan,BTN,1970,150
Bhutan,BTN,1971,150
Bhutan,BTN,1972,150
Bhutan,BTN,1973,150
Bhutan,BTN,1974,150
Bhutan,BTN,1975,150
Bhutan,BTN,1976,150
Bhutan,BTN,1977,150
Bhutan,BTN,1978,150
Bhutan,BTN,1979,150
Bhutan,BTN,1980,150
Bhutan,BTN,1981,145
Bhutan,BTN,1982,140
Bhutan,BTN,1983,135
Bhutan,BTN,1984,130
Bhutan,BTN,1985,125
Bhutan,BTN,1986,120
Bhutan,BTN,1987,115
Bhutan,BTN,1988,110
Bhutan,BTN,1989,105
Bhutan,BTN,1990,100
Bhutan,BTN,1991,95
Bhutan,BTN,1992,90
Bhutan,BTN,1993,85
Bhutan,BTN,1994,80
Bhutan,BTN,1995,75
Bhutan,BTN,1996,70
Bhutan,BTN,1997,65
Bhutan,BTN,1998,60
Bhutan,BTN,1999,55
Bhutan,BTN,2000,50
Bhutan,BTN,2001,45
Bhutan,BTN,2002,40
Bhutan,BTN,2003,35
Bhutan,BTN,2004,30
Bhutan,BTN,2005,25
Bhutan,BTN,2006,20
Bhutan,BTN,2007,15
Bhutan,BTN,2008,10
Bhutan,BTN,2009,8
Bhutan,BTN,2010,6
Bhutan,BTN,2011,4
Bhutan,BTN,2012,2
Bhutan,BTN,2013,3
Bhutan,BTN,2014,5
Bhutan,BTN,2015,7
Bhutan,BTN,2016,12
Bhutan,BTN,2017,16
Bhutan,BTN,2018,15
Bolivia,BOL,1960,700
Bolivia,BOL,1961,500
Bolivia,BOL,1962,1300
Bolivia,BOL,1963,1400
Bolivia,BOL,1964,1900
Bolivia,BOL,1965,1800
Bolivia,BOL,1966,1700
Bolivia,BOL,1967,1500
Bolivia,BOL,1968,1300
Bolivia,BOL,1969,1200
Bolivia,BOL,1970,1100
Bolivia,BOL,1971,1300
Bolivia,BOL,1972,1500
Bolivia,BOL,1973,1500
Bolivia,BOL,1974,1050
Bolivia,BOL,1975,1050
Bolivia,BOL,1976,1250
Bolivia,BOL,1977,1550
Bolivia,BOL,1978,1550
Bolivia,BOL,1979,3650
Bolivia,BOL,1980,4379
Bolivia,BOL,1981,5617
Bolivia,BOL,1982,4105
Bolivia,BOL,1983,4105
Bolivia,BOL,1984,4105
Bolivia,BOL,1985,4170
Bolivia,BOL,1986,3871
Bolivia,BOL,1987,54226
Bolivia,BOL,1988,34332
Bolivia,BOL,1989,5676
Bolivia,BOL,1990,7209
Bolivia,BOL,1991,5167
Bolivia,BOL,1992,7629
Bolivia,BOL,1993,5518
Bolivia,BOL,1994,5353
Bolivia,BOL,1995,5692
Bolivia,BOL,1996,5988
Bolivia,BOL,1997,21999
Bolivia,BOL,1998,7812
Bolivia,BOL,1999,23552
Bolivia,BOL,2000,6106
Bolivia,BOL,2001,34110
Bolivia,BOL,2002,37318
Bolivia,BOL,2003,50127
Bolivia,BOL,2004,42735
Bolivia,BOL,2005,57690
Bolivia,BOL,2006,50523
Bolivia,BOL,2007,54885
Bolivia,BOL,2008,61338
Bolivia,BOL,2009,35453
Bolivia,BOL,2010,31138
Bolivia,BOL,2011,55289
Bolivia,BOL,2012,65907
Bolivia,BOL,2013,68671
Bolivia,BOL,2014,91960
Bolivia,BOL,2015,74606
Bolivia,BOL,2016,50492
Bolivia,BOL,2017,60940
Bolivia,BOL,2018,36734
Bosnia and Herzegovina,BIH,1992,201
Bosnia and Herzegovina,BIH,1993,201
Bosnia and Herzegovina,BIH,1994,201
Bosnia and Herzegovina,BIH,1995,201
Bosnia and Herzegovina,BIH,1996,252
Bosnia and Herzegovina,BIH,1997,253
Bosnia and Herzegovina,BIH,1998,254
Bosnia and Herzegovina,BIH,1999,255
Bosnia and Herzegovina,BIH,2000,255
Bosnia and Herzegovina,BIH,2001,255
Bosnia and Herzegovina,BIH,2002,255
Bosnia and Herzegovina,BIH,2003,255
Bosnia and Herzegovina,BIH,2004,305
Bosnia and Herzegovina,BIH,2005,305
Bosnia and Herzegovina,BIH,2006,305
Bosnia and Herzegovina,BIH,2007,305
Bosnia and Herzegovina,BIH,2008,305
Bosnia and Herzegovina,BIH,2009,305
Bosnia and Herzegovina,BIH,2010,305
Bosnia and Herzegovina,BIH,2011,305
Bosnia and Herzegovina,BIH,2012,305
Bosnia and Herzegovina,BIH,2013,305
Bosnia and Herzegovina,BIH,2014,305
Bosnia and Herzegovina,BIH,2015,305
Bosnia and Herzegovina,BIH,2016,305
Bosnia and Herzegovina,BIH,2017,305
Bosnia and Herzegovina,BIH,2018,305
Botswana,BWA,1960,400
Botswana,BWA,1961,400
Botswana,BWA,1962,500
Botswana,BWA,1963,500
Botswana,BWA,1964,500
Botswana,BWA,1965,500
Botswana,BWA,1966,600
Botswana,BWA,1967,600
Botswana,BWA,1968,800
Botswana,BWA,1969,800
Botswana,BWA,1970,800
Botswana,BWA,1971,1100
Botswana,BWA,1972,1200
Botswana,BWA,1973,1200
Botswana,BWA,1974,1200
Botswana,BWA,1975,1200
Botswana,BWA,1976,1600
Botswana,BWA,1977,1500
Botswana,BWA,1978,1000
Botswana,BWA,1979,1000
Botswana,BWA,1980,1250
Botswana,BWA,1981,1450
Botswana,BWA,1982,1400
Botswana,BWA,1983,1250
Botswana,BWA,1984,1500
Botswana,BWA,1985,1500
Botswana,BWA,1986,1700
Botswana,BWA,1987,1900
Botswana,BWA,1988,1900
Botswana,BWA,1989,3600
Botswana,BWA,1990,1900
Botswana,BWA,1991,1718
Botswana,BWA,1992,2124
Botswana,BWA,1993,8014
Botswana,BWA,1994,987
Botswana,BWA,1995,899
Botswana,BWA,1996,428
Botswana,BWA,1997,498
Botswana,BWA,1998,193
Botswana,BWA,1999,166
Botswana,BWA,2000,177
Botswana,BWA,2001,270
Botswana,BWA,2002,139
Botswana,BWA,2003,131
Botswana,BWA,2004,161
Botswana,BWA,2005,132
Botswana,BWA,2006,81
Botswana,BWA,2007,442
Botswana,BWA,2008,460
Botswana,BWA,2009,1699
Botswana,BWA,2010,1560
Botswana,BWA,2011,2234
Botswana,BWA,2012,3178
Botswana,BWA,2013,4431
Botswana,BWA,2014,5668
Botswana,BWA,2015,4521
Botswana,BWA,2016,938
Botswana,BWA,2017,3238
Botswana,BWA,2018,1638
Brazil,BRA,1960,251813
Brazil,BRA,1961,276183
Brazil,BRA,1962,380156
Brazil,BRA,1963,335994
Brazil,BRA,1964,369280
Brazil,BRA,1965,389141
Brazil,BRA,1966,393610
Brazil,BRA,1967,420359
Brazil,BRA,1968,495735
Brazil,BRA,1969,492910
Brazil,BRA,1970,573824
Brazil,BRA,1971,614417
Brazil,BRA,1972,620891
Brazil,BRA,1973,760651
Brazil,BRA,1974,715827
Brazil,BRA,1975,753600
Brazil,BRA,1976,660596
Brazil,BRA,1977,731966
Brazil,BRA,1978,754237
Brazil,BRA,1979,782652
Brazil,BRA,1980,805801
Brazil,BRA,1981,806520
Brazil,BRA,1982,825152
Brazil,BRA,1983,873000
Brazil,BRA,1984,950469
Brazil,BRA,1985,957282
Brazil,BRA,1986,946560
Brazil,BRA,1987,934852
Brazil,BRA,1988,814543
Brazil,BRA,1989,780468
Brazil,BRA,1990,619805
Brazil,BRA,1991,648175
Brazil,BRA,1992,640941
Brazil,BRA,1993,653347
Brazil,BRA,1994,714305
Brazil,BRA,1995,607301
Brazil,BRA,1996,616636
Brazil,BRA,1997,652056
Brazil,BRA,1998,609021
Brazil,BRA,1999,610523
Brazil,BRA,2000,678197
Brazil,BRA,2001,731704
Brazil,BRA,2002,761763
Brazil,BRA,2003,725354
Brazil,BRA,2004,753574
Brazil,BRA,2005,750899
Brazil,BRA,2006,780092
Brazil,BRA,2007,795230
Brazil,BRA,2008,798943
Brazil,BRA,2009,834553
Brazil,BRA,2010,786545
Brazil,BRA,2011,769778
Brazil,BRA,2012,825237
Brazil,BRA,2013,792360
Brazil,BRA,2014,778550
Brazil,BRA,2015,723093
Brazil,BRA,2016,718966
Brazil,BRA,2017,729870
Brazil,BRA,2018,714292
British Virgin Islands,VGB,1960,300
British Virgin Islands,VGB,1961,400
British Virgin Islands,VGB,1962,400
British Virgin Islands,VGB,1963,400
British Virgin Islands,VGB,1964,400
British Virgin Islands,VGB,1965,400
British Virgin Islands,VGB,1966,400
British Virgin Islands,VGB,1967,300
British Virgin Islands,VGB,1968,300
British Virgin Islands,VGB,1969,300
British Virgin Islands,VGB,1970,300
British Virgin Islands,VGB,1971,300
British Virgin Islands,VGB,1972,300
British Virgin Islands,VGB,1973,300
British Virgin Islands,VGB,1974,306
British Virgin Islands,VGB,1975,318
British Virgin Islands,VGB,1976,330
British Virgin Islands,VGB,1977,340
British Virgin Islands,VGB,1978,350
British Virgin Islands,VGB,1979,360
British Virgin Islands,VGB,1980,370
British Virgin Islands,VGB,1981,380
British Virgin Islands,VGB,1982,390
British Virgin Islands,VGB,1983,407
British Virgin Islands,VGB,1984,470
British Virgin Islands,VGB,1985,520
British Virgin Islands,VGB,1986,543
British Virgin Islands,VGB,1987,565
British Virgin Islands,VGB,1988,582
British Virgin Islands,VGB,1989,615
British Virgin Islands,VGB,1990,624
British Virgin Islands,VGB,1991,634
British Virgin Islands,VGB,1992,453
British Virgin Islands,VGB,1993,343
British Virgin Islands,VGB,1994,470
British Virgin Islands,VGB,1995,532
British Virgin Islands,VGB,1996,506
British Virgin Islands,VGB,1997,105
British Virgin Islands,VGB,1998,116
British Virgin Islands,VGB,1999,115
British Virgin Islands,VGB,2000,43
British Virgin Islands,VGB,2001,837
British Virgin Islands,VGB,2002,1062
British Virgin Islands,VGB,2003,2771
British Virgin Islands,VGB,2004,1262
British Virgin Islands,VGB,2005,1295
British Virgin Islands,VGB,2006,1308
British Virgin Islands,VGB,2007,1251
British Virgin Islands,VGB,2008,1202
British Virgin Islands,VGB,2009,1201
British Virgin Islands,VGB,2010,1201
British Virgin Islands,VGB,2011,1200
British Virgin Islands,VGB,2012,1196
British Virgin Islands,VGB,2013,1203
British Virgin Islands,VGB,2014,1205
British Virgin Islands,VGB,2015,1200
British Virgin Islands,VGB,2016,1192
British Virgin Islands,VGB,2017,1192
British Virgin Islands,VGB,2018,1192
Brunei,BRN,1960,800
Brunei,BRN,1961,900
Brunei,BRN,1962,900
Brunei,BRN,1963,1000
Brunei,BRN,1964,1000
Brunei,BRN,1965,1100
Brunei,BRN,1966,1200
Brunei,BRN,1967,1200
Brunei,BRN,1968,1300
Brunei,BRN,1969,1300
Brunei,BRN,1970,1500
Brunei,BRN,1971,1500
Brunei,BRN,1972,1500
Brunei,BRN,1973,1500
Brunei,BRN,1974,1560
Brunei,BRN,1975,1570
Brunei,BRN,1976,1644
Brunei,BRN,1977,2193
Brunei,BRN,1978,2704
Brunei,BRN,1979,2792
Brunei,BRN,1980,2225
Brunei,BRN,1981,2367
Brunei,BRN,1982,2357
Brunei,BRN,1983,3055
Brunei,BRN,1984,3425
Brunei,BRN,1985,3967
Brunei,BRN,1986,4106
Brunei,BRN,1987,3914
Brunei,BRN,1988,2040
Brunei,BRN,1989,2316
Brunei,BRN,1990,2348
Brunei,BRN,1991,1651
Brunei,BRN,1992,1692
Brunei,BRN,1993,1728
Brunei,BRN,1994,4445
Brunei,BRN,1995,4719
Brunei,BRN,1996,5729
Brunei,BRN,1997,4521
Brunei,BRN,1998,5049
Brunei,BRN,1999,3186
