"","objectid","year_","state","agency","unit_id","fire_name","inc_num","alarm_date","cont_date","cause","comments","report_ac","gis_acres","c_method","objective","fire_num","shape_length","shape_area","fire_cause","plot_date"
"143",143,2007,"CA","CDF","NEU","NADER","16198",2007-07-29,2007-07-29,14,NA,NA,16.2715473175049,1,1,"0",1550.05242319558,65848.619407683,"Unknown",2017-07-29
"144",144,2007,"CA","USF","LNF","COLBY","37",2007-08-10,2007-08-19,7,NA,168,253.650283813477,1,1,"37",5928.58843404624,1026486.28578242,"Human",2017-08-10
"145",145,2007,"CA","USF","MDF","COYOTE","61",2007-08-30,2007-08-31,1,NA,20,18.4254112243652,1,1,"61",1319.60344045967,74564.9946273597,"Natural",2017-08-30
"146",146,2007,"CA","USF","SNF","DEVIL","37",2007-08-09,2007-08-10,4,NA,12,12.1689414978027,7,1,"37",1669.06035119095,49245.9589963017,"Human",2017-08-09
"147",147,2007,"CA","USF","MDF","DOME","51",2007-07-10,2007-07-15,1,NA,65,65.504150390625,1,1,"51",2054.63525988838,265085.882176147,"Natural",2017-07-10
"148",148,2007,"CA","USF","KNF","ELK","45",2007-07-10,2007-08-04,1,"Part of the Elk Complex",1144,1144.69445800781,7,1,"45",12525.9424566381,4632414.09463055,"Natural",2017-07-10
"149",149,2007,"CA","USF","MDF","FLETCHER","55",2007-07-10,2007-08-04,1,NA,8121,8081.95654296875,1,1,"55",41625.7969423477,32706518.2087945,"Natural",2017-07-10
"150",150,2007,"CA","USF","SQF","GOLDLEDGE","11",2007-06-03,2007-06-16,9,NA,4200,4196.01708984375,2,1,"11",23759.639595186,16980678.5333832,"Human",2017-06-03
"151",151,2007,"CA","USF","TNF","GRANITE","64",2007-07-10,2007-07-21,1,NA,10,10.1074209213257,6,1,"64",1038.55400808437,40903.2809563993,"Natural",2017-07-10
"152",152,2007,"CA","USF","SQF","GROUSE","42",2007-08-27,2007-12-18,1,NA,1022,1004.11419677734,6,1,"42",10368.8971600166,4063506.09089598,"Natural",2017-08-27
"153",153,2007,"CA","USF","TMU","ANGORA","13",2007-06-23,2007-07-02,4,NA,3100,3069.80493164062,7,1,"13",21974.913708638,12423059.3666863,"Human",2017-06-23
"154",154,2007,"CA","USF","BDF","GRASS VALLEY","165",2007-10-22,2007-12-31,9,NA,1247,1242.37072753906,7,1,"165",13449.2908747368,5027695.80886066,"Human",2017-10-22
"155",155,2007,"CA","USF","MDF","HARVEY","52",2007-07-12,2007-07-15,1,NA,15,15.2297401428223,1,1,"52",2243.22780259975,61632.570264544,"Natural",2017-07-12
"156",156,2007,"CA","USF","CNF","HAUSER","25",2007-06-05,2007-06-05,4,NA,17,17.1176090240479,1,1,"25",1710.04905343522,69272.5081155189,"Human",2017-06-05
"157",157,2007,"CA","USF","MDF","HOWARDS GULCH","5",2007-04-16,2007-04-17,6,NA,23,21.9977416992188,1,1,"5",1354.46143383563,89021.7014776725,"Human",2017-04-16
"158",158,2007,"CA","USF","KNF","HUMMINGBIRD","58",2007-07-10,2007-12-06,1,"Part of the Elk Complex, Total Cost 18,600,000",80,80.3007354736328,7,1,"58",3231.44559842854,324965.531887705,"Natural",2017-07-10
"159",159,2007,"CA","USF","SQF","JAMES","4",2007-04-29,2007-08-02,9,NA,1350,1348.93237304688,1,1,"4",16205.215241418,5458935.74362043,"Human",2017-04-29
"160",160,2007,"CA","USF","SRF","JEDIDIAH","19",2007-07-11,2007-07-14,1,NA,85,85.5855712890625,7,1,"19",3718.39404662762,346352.529276806,"Natural",2017-07-11
"161",161,2007,"CA","USF","SHF","LAZY","88",2007-08-29,2007-09-09,1,NA,599,597.479187011719,2,1,"88",6508.68423564304,2417912.5373466,"Natural",2017-08-29
"162",162,2007,"CA","USF","TNF","MARBLE","98",2007-10-18,2007-10-20,5,NA,27,26.6055965423584,1,1,"98",1786.19769538131,107669.027949589,"Human",2017-10-18
"163",163,2007,"CA","CDF","BDU","LOS FLORES","3475",2007-03-31,NA,1,"Fire started in Hesperia City. 200 ac of SRA",1600,4099.9658203125,2,1,"0",21104.8522856547,16591972.5261521,"Natural",2017-03-31
"164",164,2007,"CA","CDF","BDU","MERIDIAN","7330",2007-07-05,2007-07-06,1,NA,447,445.727752685547,1,1,"0",8483.15379121136,1803796.26338719,"Natural",2017-07-05
"165",165,2007,"CA","CDF","BDU","MARTIN RANCH","11653",2007-10-23,2007-10-24,11,"Fire started in San Bernardino City. 75 ac in SRA",123,602.232360839844,2,1,"0",7563.63136708843,2437147.78500345,"Human",2017-10-23
"166",166,2007,"CA","CDF","BDU","GLEN HELEN  2","11579",2007-10-21,2007-10-22,2,NA,150,163.579544067383,6,1,"0",3484.75406249214,661982.91783182,"Human",2017-10-21
"167",167,2007,"CA","CDF","BDU","DEVORE 2","11583",2007-10-21,2007-10-22,14,NA,187,86.7825317382812,6,1,"0",4499.64505337218,351196.433319839,"Unknown",2017-10-21
"168",168,2007,"CA","CDF","BEU","QUIEN","3537",2007-08-30,2007-09-02,1,NA,422,422.329956054688,2,1,"0",6013.29204236503,1709108.71610038,"Natural",2017-08-30
"169",169,2007,"CA","CDF","BEU","BRYSON","1545",2007-05-12,2007-05-12,2,NA,28,24.734619140625,1,1,"0",1585.9723701908,100097.449653021,"Human",2017-05-12
"170",170,2007,"CA","CDF","BEU","SOLEDAD","1023",2007-03-29,2007-03-29,5,NA,36,37.5380477905273,1,1,"0",1704.36234923428,151911.084690486,"Human",2017-03-29
"171",171,2007,"CA","CDF","BEU","COLORADO","4103",2007-10-08,2007-10-08,15,"Firefighter Fatality",25,24.8428974151611,7,1,"0",1353.50020452035,100535.635407272,"Human",2017-10-08
"172",172,2007,"CA","CDF","BEU","AVENIDA","2277",2007-06-26,2007-06-26,2,NA,44,33.9823226928711,6,1,"0",1557.02179676895,137521.577706768,"Human",2017-06-26
"173",173,2007,"CA","CDF","BEU","PINEY","2370",2007-07-01,2007-07-01,7,NA,50,49.4150123596191,6,1,"0",1889.79328036835,199975.464822063,"Human",2017-07-01
"174",174,2007,"CA","CDF","BEU","ROSA","3543",2007-08-30,2007-08-30,1,NA,20,19.033483505249,6,1,"0",1136.3557111171,77025.7726213499,"Natural",2017-08-30
"175",175,2007,"CA","CDF","BEU","OAK","3420",2007-08-24,2007-08-24,2,NA,13,18.5216693878174,6,1,"0",1560.8261709713,74954.5349331974,"Human",2017-08-24
"176",176,2007,"CA","BLM","NOD","POT HOLE","3146",2007-07-11,2007-07-12,1,NA,13.8,13.7904434204102,1,1,"3146",1530.42818071046,55807.9447176181,"Natural",2017-07-11
"177",177,2007,"CA","BLM","BBD","BAILEY","2293",NA,2007-07-22,14,NA,53.3,53.4463119506836,1,1,"2293",3804.54825496427,216289.547614932,"Unknown",NA
"178",178,2007,"CA","BLM","CDD","WRIGHT","10034",2007-10-06,2007-10-06,9,NA,31,31.3112144470215,1,1,"10034",2431.0882093518,126711.989021894,"Human",2017-10-06
"179",179,2007,"CA","BLM","CDD","FREMONT","00HUDH9X",NA,2007-06-18,9,NA,31,31.7974872589111,1,1,"00HUDH9X",1790.96564888897,128679.867198009,"Human",NA
"180",180,2007,"CA","BLM","CDD","BORDER 26","7450",2007-07-07,2007-07-08,4,"GPSed by CAL FIRE",11,10.1693134307861,1,1,"7450",1167.03567332627,41153.7495738237,"Human",2017-07-07
"181",181,2007,"CA","BLM","NOD","BULL","599",2007-02-17,2007-02-18,1,NA,169,168.815521240234,1,1,"599",3988.81818805917,683172.17298305,"Natural",2017-02-17
"182",182,2007,"CA","BLM","NOD","CHICK","6858",2007-08-29,2007-08-29,14,"Also known as the Clear Fire #2.",20,8.78085803985596,1,1,"6858",909.00396015314,35534.8730870987,"Unknown",2017-08-29
"183",183,2007,"CA","BLM","NOD","SPRING","3388",2007-05-19,2007-05-19,14,NA,30,49.2574768066406,1,1,"3388",1858.85596033704,199337.932208087,"Unknown",2017-05-19
"184",184,2007,"CA","BLM","BBD","LITTLE","2844",2007-03-22,NA,9,NA,NA,66.9023056030273,NA,1,"2844",2674.09027931178,270744.031178579,"Human",2017-03-22
"185",185,2007,"CA","BLM","BBD","CONWAY","836",2007-07-15,NA,1,"Fire perimeter info collected:Trimble GEO XT Differentially Corrected",NA,89.1019439697266,NA,1,"836",3478.48104073156,360582.781572028,"Natural",2017-07-15
"186",186,2007,"CA","BLM","CDD","INKOPAH","6518",2007-06-05,2007-06-08,4,NA,1118,698.971984863281,1,1,"6518",9536.24133127195,2828639.26618803,"Human",2017-06-05
"187",187,2007,"CA","BLM","BBD","YOKHOL","7016",2007-07-15,NA,14,"Data was provided without projection file assumed nad 83.",NA,77.2032241821289,NA,1,"7016",2826.20155939542,312430.376778019,"Unknown",2017-07-15
"188",188,2007,"CA","BLM","BBD","CANYON","1568",2007-07-23,2007-06-24,9,NA,84.7,84.723747253418,1,1,"1568",2693.52612383347,342864.84716579,"Human",2017-07-23
"189",189,2007,"CA","BLM","CDD","DAWSON","40815",2007-05-08,2007-05-08,9,NA,960,960.729675292969,2,1,"40815",10694.530971751,3887934.93994777,"Human",2017-05-08
"190",190,2007,"CA","BLM","CDD","ALTA MESA","9422",2007-09-14,NA,9,"Perimeter mapped by AA310",NA,70.1841506958008,NA,1,"9422",2322.81369800321,284025.195355308,"Human",2017-09-14
"191",191,2007,"CA","BLM","CDD","BARRETT","9741",2007-09-24,2007-09-24,11,NA,21,21.0302391052246,6,1,"9441",1267.12907843609,85106.3611794109,"Human",2017-09-24
"192",192,2007,"CA","BLM","CDD","KINGSTON#1","8854",2007-08-26,2007-08-31,1,NA,187,186.809020996094,2,1,"8854",3357.90074754507,755989.263766974,"Natural",2017-08-26
"193",193,2007,"CA","CDF","FKU","POWER HOUSE","9029",2007-08-18,2007-08-19,10,NA,45,45.7995300292969,2,1,"9029",1740.00089673035,185344.121519733,"Human",2017-08-18
"194",194,2007,"CA","CDF","LNU","LIBERTY","3912",2007-06-15,2007-06-15,4,NA,3.5,3.42831110954285,1,1,"0",810.791784214382,13873.8829795907,"Human",2017-06-15
"195",195,2007,"CA","CDF","LNU","HIGHWAY","3408",2007-05-30,2007-05-30,2,NA,40,34.533073425293,5,1,"0",1688.80613189544,139750.38394549,"Human",2017-05-30
"196",196,2007,"CA","CDF","LNU","SONOMA","6449",2007-08-31,2007-08-31,2,NA,14,13.8730173110962,1,1,"0",937.813513579229,56142.1087958108,"Human",2017-08-31
"197",197,2007,"CA","CDF","LNU","GRADE 2","4839",2007-07-11,2007-07-11,14,NA,100,59.8039016723633,6,1,"0",1881.40106117754,242017.810644168,"Unknown",2017-07-11
"198",198,2007,"CA","CDF","LNU","ARMSTRONG","4306",2007-06-27,2007-06-27,7,NA,27,24.2503871917725,6,1,"0",1275.8491705027,98137.8380324436,"Human",2017-06-27
"199",199,2007,"CA","CDF","MEU","CLARK","5592",2007-07-28,2007-07-28,10,NA,47,46.9912910461426,2,1,"5592",1798.56895827138,190167.013879367,"Human",2017-07-28
"200",200,2007,"CA","CDF","NEU","AUBURN","12946",2007-06-23,2007-06-23,7,NA,NA,20.9904441833496,1,1,"0",1379.85150723685,84945.3142237605,"Human",2017-06-23
"201",201,2007,"CA","LRA","NEU","PRAIRIE","13431",2007-06-28,2007-06-28,7,NA,NA,72.2304458618164,1,1,"0",2569.37889364314,292306.248086435,"Human",2017-06-28
"202",202,2007,"CA","CDF","NEU","GARDEN","21981",2007-10-07,2007-10-07,2,NA,NA,146.032699584961,1,1,"0",3608.54970274965,590973.398067976,"Human",2017-10-07
"203",203,2007,"CA","LRA","NEU","PHILLIPS","15109",2007-07-16,2007-07-16,2,"Roseville City (CARSV5433)fire that burnt into Sched A DPA",NA,935.631958007812,1,1,"0",13005.1972516633,3786368.23438051,"Human",2017-07-16
"204",204,2007,"CA","LRA","NEU","SOUTH BEALE","23109",2007-10-23,2007-10-23,6,"Threat to SRA & FRA",NA,194.885269165039,1,1,"0",4295.42507706736,788672.711324731,"Human",2017-10-23
"205",205,2007,"CA","CDF","NEU","SPENCEVILLE","17628",2007-08-15,2007-08-15,14,NA,NA,31.3500938415527,1,1,"0",2065.17653716659,126869.325137385,"Unknown",2017-08-15
"206",206,2007,"CA","CDF","NEU","VALLEY","14224",2007-07-06,2007-07-06,7,NA,NA,69.9761657714844,1,1,"0",2238.01368301203,283183.498164189,"Human",2017-07-06
"207",207,2007,"CA","CDF","NEU","LOMA RICA /  LA PORTE","16982",2007-08-07,2007-08-07,7,NA,NA,10.3256912231445,1,1,"0",1053.67268061253,41786.5883392948,"Human",2017-08-07
"208",208,2007,"CA","CDF","NEU","WALDO 2","19650",2007-09-07,2007-09-07,7,NA,NA,38.748405456543,1,1,"0",3007.56983657639,156809.233991378,"Human",2017-09-07
"209",209,2007,"CA","CDF","NEU","WALDO","12873",2007-06-22,2007-06-22,2,NA,NA,16.1933670043945,1,1,"0",1057.75762594942,65532.2334976767,"Human",2017-06-22
"210",210,2007,"CA","USF","TMU","WASHOE","38",2007-08-18,2007-08-18,9,"TMU DPA, AEU dispatch, but falls within NEU",20,19.8133392333984,1,1,"38",1572.00833165449,80181.7353303313,"Human",2017-08-18
"211",211,2007,"CA","CDF","NEU","WILSON","7290",2007-04-09,2007-04-09,5,NA,NA,10.571572303772,1,1,"0",938.355807898953,42781.6349911514,"Human",2017-04-09
"212",212,2007,"CA","LRA","NEU","BASELINE","20991",2007-09-24,2007-09-24,14,NA,NA,13.9768753051758,1,1,"0",1654.02159302377,56562.4087817481,"Unknown",2017-09-24
"213",213,2007,"CA","CDF","RRU","ALESSANDRO","19979",2007-03-04,2007-03-04,14,NA,680,860.08740234375,7,1,"0",10228.9854229013,3480650.15682004,"Unknown",2017-03-04
"214",214,2007,"CA","CDF","RRU","STRAW","7466",2007-12-03,2007-12-03,14,NA,43,42.5769309997559,7,1,"0",1627.04108376998,172302.731766993,"Unknown",2017-12-03
"215",215,2007,"CA","CDF","RRU","SIERRA","22254",2007-03-11,2007-03-12,14,NA,1044,777.514038085938,7,1,"0",9893.07287485736,3146487.71994977,"Unknown",2017-03-11
"216",216,2007,"CA","CDF","SCU","LICK","5214",2007-09-03,2007-09-15,5,NA,47760,47748.2734375,2,1,"0",89863.3778307172,193230406.132307,"Human",2017-09-03
"217",217,2007,"CA","CDF","SCU","STEVENS","5123",2007-08-30,2007-09-09,11,NA,151,166.154968261719,2,1,"0",3946.71705391356,672405.30613799,"Human",2017-08-30
"218",218,2007,"CA","CDF","SHU","POWER","5201",2007-07-10,2007-07-12,14,"Power Incident (FIRE_NAME would not accept input)",1000,919.199462890625,6,1,"0",9379.95663448679,3719868.35561592,"Unknown",2017-07-10
"219",219,2007,"CA","CDF","SHU","HATCHET","6356",2007-08-13,2007-08-14,2,"Hatchet Incident (FIRE_NAME would not accept input) WITH SPOT",12,11.3267860412598,1,1,"0",1301.70736239996,45837.8764343166,"Human",2017-08-13
"220",220,2007,"CA","CDF","SHU","SILVER","4394",2007-06-17,2007-06-17,2,"Silver Incident (FIRE_NAME would not accept input)",75,110.625015258789,1,1,"0",4245.5987855244,447683.561817396,"Human",2017-06-17
"221",221,2007,"CA","CDF","SHU","CLEAR","4778",2007-06-29,2007-06-29,7,"Total acreage was 188 but only 47 acres was on BLM land.",176,176.671188354492,1,1,"0",4644.27221891953,714962.953338556,"Human",2017-06-29
"222",222,2007,"CA","CDF","SKU","WEED","SKU03705",2007-08-06,2007-08-06,4,"ABANDON CAMP FIRE",53,53.9668121337891,1,1,"0",3003.07612893333,218395.934953914,"Human",2017-08-06
"223",223,2007,"CA","CDF","SKU","SECERT","SKU03160",2007-07-11,2007-07-12,1,"LIGHTNING",228,210.911056518555,1,1,"0",5485.45630484492,853526.741661009,"Natural",2017-07-11
"224",224,2007,"CA","CDF","SKU","BEAR","0SKU3868",2007-08-13,2007-08-18,2,"HOT-SAW USE",841,840.837158203125,1,1,"0",13427.9549436286,3402747.15478559,"Human",2017-08-13
"225",225,2007,"CA","CDF","SKU","FALL","SKU02531",2007-06-13,2007-06-13,5,"ESCAPE CONTROL BURN",14,14.3759860992432,1,1,"0",1095.43733387335,58177.5533119519,"Human",2017-06-13
"226",226,2007,"CA","CDF","SKU","BRAZIE","SKU00336",2007-01-25,2007-01-25,5,"ESCAPE CONTROL BURN",5,5.7481575012207,1,1,"0",688.687038368112,23261.9675772471,"Human",2017-01-25
"227",227,2007,"CA","CDF","SKU","GIRARD","0SKU5166",2007-10-23,2007-10-23,5,"ESCAPE CONTROL BURN",13,13.8954305648804,1,1,"0",1190.30174872438,56232.8124604027,"Human",2017-10-23
"228",228,2007,"CA","CDF","SKU","OKLAHOMA","0SKU3215",2007-07-12,2007-07-12,1,"Lightning",32,30.4129333496094,6,1,"0",1788.99088136257,123076.777868264,"Natural",2017-07-12
"229",229,2007,"CA","CDF","SKU","REYNOLDS","0SKU3501",2007-07-27,2007-07-27,2,"CHOP-SAW USE",15,16.6748943328857,1,1,"0",1139.1235179428,67480.9014663379,"Human",2017-07-27
"230",230,2007,"CA","CDF","SLU","RYAN","371",2007-01-15,2007-01-15,5,NA,40,15.0148420333862,1,1,"0",1533.15226691924,60762.9096916911,"Human",2017-01-15
"231",231,2007,"CA","CDF","SLU","ODONOVAN","3280",2007-05-07,2007-05-07,2,NA,45,45.8556594848633,1,1,"0",2246.8321076945,185571.269732606,"Human",2017-05-07
"232",232,2007,"CA","CDF","SLU","CUESTA","3363",2007-05-10,2007-05-10,2,NA,NA,44.7115287780762,1,1,"0",2733.2025088501,180941.13360982,"Human",2017-05-10
"233",233,2007,"CA","CDF","SLU","BITTER","3722",2007-05-22,2007-05-22,14,NA,25,26.0763759613037,1,1,"0",2153.99607843633,105527.348548811,"Unknown",2017-05-22
"234",234,2007,"CA","CDF","SLU","CAL POLY","4852",2007-06-30,2007-06-30,8,NA,2,45.7197341918945,1,1,"0",2287.01617615566,185021.199074228,"Human",2017-06-30
"235",235,2007,"CA","CDF","SLU","JOHNSON","5884",2007-08-01,2007-08-01,11,NA,12,13.1252059936523,1,1,"0",1624.51570893745,53115.8225099323,"Human",2017-08-01
"236",236,2007,"CA","CDF","SLU","ADELADIA","4917",2007-08-01,2007-08-01,2,NA,10,16.1821308135986,1,1,"0",1844.92853949337,65486.7565085871,"Human",2017-08-01
"237",237,2007,"CA","CDF","SLU","CUESTA 2","6403",2007-08-19,2007-08-19,2,NA,20,16.5451831817627,1,1,"0",1367.49702186318,66955.9795573586,"Human",2017-08-19
"238",238,2007,"CA","CDF","SLU","RANCH","6509",2007-08-23,2007-08-23,14,NA,58400,12.7797384262085,1,1,"0",1388.55621458417,51717.7684096935,"Unknown",2017-08-23
"239",239,2007,"CA","CDF","SLU","POZO","6682",2007-08-30,2007-08-30,1,NA,22,19.9712066650391,1,1,"0",1275.13712390241,80820.6066475334,"Natural",2017-08-30
"240",240,2007,"CA","CDF","SLU","MORRO","7061",2007-09-12,2007-09-12,11,NA,14,12.7361946105957,1,1,"0",1334.89211191507,51541.552449227,"Human",2017-09-12
"241",241,2007,"CA","CDF","SLU","POLY / A-4 7","7753",2007-09-10,2007-09-12,14,NA,60,55.6872825622559,1,1,"0",2564.49665211815,225358.431832955,"Unknown",2017-09-10
"242",242,2007,"CA","CDF","SLU","GRADE","9164",2007-12-03,2007-12-03,2,NA,97,97.1312484741211,1,1,"0",3823.28116752563,393076.224214839,"Human",2017-12-03
"243",243,2007,"CA","CDF","SLU","DIABLO","338",2007-01-16,2007-01-16,15,NA,NA,332.362670898438,1,1,"0",6402.23445964332,1345023.96520272,"Human",2017-01-16
"244",244,2007,"CA","CDF","TCU","MURRAY","4493",2007-05-25,2007-05-26,5,NA,110,102.867218017578,1,1,"331",3247.67067570503,416288.86468061,"Human",2017-05-25
"245",245,2007,"CA","CDF","TCU","DUNTON","4883",2007-06-04,2007-06-04,2,NA,208,208.236633300781,1,1,"371",4783.63378711503,842703.767631543,"Human",2017-06-04
"246",246,2007,"CA","CDF","TCU","SHELL","5881",2007-07-02,2007-07-03,14,NA,100,101.422554016113,1,1,"470",3448.26271931232,410442.500740027,"Unknown",2017-07-02
"247",247,2007,"CA","CDF","TCU","GASSNER","6680",2007-07-21,2007-07-21,14,NA,230,228.982635498047,1,1,"550",5200.59290671613,926659.874870062,"Unknown",2017-07-21
"248",248,2007,"CA","CDF","TCU","GOLDEN","7615",2007-08-16,2007-08-17,10,"main fire",66,65.6298828125,1,1,"652",2846.94446128926,265594.720664212,"Human",2017-08-16
"249",249,2007,"CA","CDF","TCU","ORVIS","7609",2007-08-16,2007-08-16,10,NA,540,534.983154296875,1,1,"651",13654.360195288,2165000.0808865,"Human",2017-08-16
"250",250,2007,"CA","CDF","TCU","ITALIAN","7830",2007-08-22,2007-08-28,14,"20090305",102,102.280258178711,1,1,"666",3003.50926198822,413913.532709386,"Unknown",2017-08-22
"251",251,2007,"CA","CDF","TCU","SHELLEY","8668",2007-09-15,2007-09-15,2,"total swag perimeter, drawn 5 months later, Feb '08",104,103.75456237793,6,1,"746",2773.24086204361,419879.817724355,"Human",2017-09-15
"252",252,2007,"CA","CDF","TGU","CONNER, W","4489",2007-06-28,2007-06-28,2,"Grass",446,456.799255371094,1,1,"10094",6882.3370347556,1848600.9507831,"Human",2017-06-28
"253",253,2007,"CA","CDF","TGU","DYE","4063",2007-06-13,2007-06-13,4,"Grass",387,386.448699951172,1,1,"56",6901.56108676702,1563902.35089042,"Human",2017-06-13
"254",254,2007,"CA","CDF","TGU","LYMAN","7946",2007-11-07,2007-11-07,14,"Timber",20,18.7599048614502,6,1,"145",1213.76476303171,75918.6394923617,"Unknown",2017-11-07
"255",255,2007,"CA","CDF","TUU","HORSE","57010",2007-05-28,2007-05-30,7,NA,410,434.789031982422,1,1,"0",6368.12106758699,1759528.75074778,"Human",2017-05-28
"256",256,2007,"CA","CDF","TUU","SHANNON","59400",2007-06-03,2007-06-04,2,NA,2140,2140.99926757812,2,1,"0",18073.2525093177,8664316.71908333,"Human",2017-06-03
"257",257,2007,"CA","USF","MDF","BACKSCATTER","39",2007-07-10,2007-07-10,1,NA,91,68.5170135498047,1,1,"39",3467.78528729205,277278.523163444,"Natural",2017-07-10
"258",258,2007,"CA","USF","MNF","BARTLETT 2","23",2007-09-11,2007-09-11,9,NA,37,36.440788269043,8,1,"23",3239.13060390032,147470.636064714,"Human",2017-09-11
"259",259,2007,"CA","USF","SRF","BEAR","20",2007-07-11,2007-07-12,1,NA,10,9.8735523223877,7,1,"20",903.13256496223,39956.8481347687,"Natural",2017-07-11
"260",260,2007,"CA","USF","INF","BERNASCONI","1",2007-04-12,2007-04-12,4,NA,50,50.2272148132324,1,1,"1",2260.47955608899,203262.333679675,"Human",2017-04-12
"261",261,2007,"CA","USF","MDF","BLACK","33",2007-07-10,2007-07-10,1,NA,75,74.3804397583008,1,1,"33",2607.97977595173,301006.969799607,"Natural",2017-07-10
"262",262,2007,"CA","USF","SHF","BOLLI","34",2007-05-01,2007-05-27,5,NA,730,728.843200683594,2,1,"34",9915.91446598113,2949523.78377819,"Human",2017-05-01
"263",263,2007,"CA","CCO","LAC","BUCKWEED","167",2007-10-21,2007-10-21,8,"LACo # 232185",38356,38347.47265625,2,1,"167",93267.9109294799,155186722.594586,"Human",2017-10-21
"264",264,2007,"CA","USF","TNF","CALPINE","25",2007-06-23,2007-06-28,5,NA,50,45.8110237121582,1,1,"25",2817.61379414532,185390.635399809,"Human",2017-06-23
"265",265,2007,"CA","USF","SHF","CHIPMUNK","87",2007-08-30,2007-09-02,1,NA,10,8.33889675140381,1,1,"87",723.101604985909,33746.318674114,"Natural",2017-08-30
"266",266,2007,"CA","USF","KNF","CLEAR","88",2007-07-10,2007-08-04,1,"Part of the Elk Complex",38,37.9602966308594,7,1,"88",1996.1376542391,153619.871883358,"Natural",2017-07-10
"267",267,2007,"CA","USF","MNF","SLIDES","6",2007-06-19,2007-06-19,9,NA,12,11.9409761428833,7,1,"6",1100.92051550606,48323.4146379863,"Human",2017-06-19
"268",268,2007,"CA","USF","BDF","SNOW","118",2007-08-20,2007-08-21,1,NA,100,100.15796661377,1,1,"118",3108.87845811974,405324.910580576,"Natural",2017-08-20
"269",269,2007,"CA","USF","SNF","SOURCE","52",2007-08-26,2007-08-28,1,NA,12,12.5743312835693,7,1,"52",947.876486912942,50886.5136567875,"Natural",2017-08-26
