state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Virginia,African-American,Landscape Architects,837445,80,9.552866158374579e-5,2.533418168809149
Washington,African-American,Landscape Architects,147305,NA,NA,NA
West Virginia,African-American,Landscape Architects,29055,0,NA,NA
Wisconsin,African-American,Landscape Architects,160610,0,NA,NA
Wyoming,African-American,Landscape Architects,2975,0,NA,NA
Puerto Rico,African-American,Landscape Architects,1405,0,NA,NA
Alabama,Asian,Landscape Architects,33515,0,NA,NA
Alaska,Asian,Landscape Architects,26420,0,NA,NA
Arizona,Asian,Landscape Architects,120580,NA,NA,NA
Arkansas,Asian,Landscape Architects,24295,0,NA,NA
California,Asian,Landscape Architects,3008795,745,2.476074308817982e-4,1.0307077384003724
Colorado,Asian,Landscape Architects,97015,30,3.092305313611297e-4,1.2872242989174574
Connecticut,Asian,Landscape Architects,89425,0,NA,NA
Delaware,Asian,Landscape Architects,19880,0,NA,NA
District of Columbia,Asian,Landscape Architects,19090,NA,NA,NA
Florida,Asian,Landscape Architects,292825,25,8.537522410996328e-5,0.35538878556440734
Georgia,Asian,Landscape Architects,217095,NA,NA,NA
Hawaii,Asian,Landscape Architects,290190,100,3.446018126055343e-4,1.4344632293724473
Idaho,Asian,Landscape Architects,12030,0,NA,NA
Illinois,Asian,Landscape Architects,378055,100,2.6451177738688814e-4,1.1010749349475353
Indiana,Asian,Landscape Architects,76575,NA,NA,NA
Iowa,Asian,Landscape Architects,40760,0,NA,NA
Kansas,Asian,Landscape Architects,46470,0,NA,NA
Kentucky,Asian,Landscape Architects,33565,0,NA,NA
Louisiana,Asian,Landscape Architects,41430,NA,NA,NA
Maine,Asian,Landscape Architects,8235,0,NA,NA
Maryland,Asian,Landscape Architects,213470,NA,NA,NA
Massachusetts,Asian,Landscape Architects,249930,85,3.400952266634658e-4,1.4157038044726598
Michigan,Asian,Landscape Architects,163870,NA,NA,NA
Minnesota,Asian,Landscape Architects,143550,NA,NA,NA
Mississippi,Asian,Landscape Architects,14850,0,NA,NA
Missouri,Asian,Landscape Architects,63375,0,NA,NA
Montana,Asian,Landscape Architects,4980,0,NA,NA
Nebraska,Asian,Landscape Architects,24515,0,NA,NA
Nevada,Asian,Landscape Architects,131920,NA,NA,NA
New Hampshire,Asian,Landscape Architects,20330,0,NA,NA
New Jersey,Asian,Landscape Architects,450385,195,4.3296290951075193e-4,1.802281214597736
New Mexico,Asian,Landscape Architects,16455,NA,NA,NA
New York,Asian,Landscape Architects,864770,340,3.931681256287799e-4,1.6366287075261716
North Carolina,Asian,Landscape Architects,154710,70,4.524594402430353e-4,1.8834388156687565
North Dakota,Asian,Landscape Architects,6855,0,NA,NA
Ohio,Asian,Landscape Architects,136125,NA,NA,NA
Oklahoma,Asian,Landscape Architects,44710,NA,NA,NA
Oregon,Asian,Landscape Architects,98010,35,3.571064177124783e-4,1.4865157594741012
Pennsylvania,Asian,Landscape Architects,227500,95,4.175824175824176e-4,1.738257320022026
Rhode Island,Asian,Landscape Architects,18645,0,NA,NA
South Carolina,Asian,Landscape Architects,41915,NA,NA,NA
South Dakota,Asian,Landscape Architects,7135,0,NA,NA
Tennessee,Asian,Landscape Architects,62925,0,NA,NA
Texas,Asian,Landscape Architects,712575,135,1.894537417113988e-4,0.788633188250566
Utah,Asian,Landscape Architects,40990,0,NA,NA
Vermont,Asian,Landscape Architects,6080,0,NA,NA
Virginia,Asian,Landscape Architects,304945,30,9.837839610421552e-5,0.40951668451516554
Washington,Asian,Landscape Architects,355135,30,8.447491798893379e-5,0.35164110932315074
West Virginia,Asian,Landscape Architects,7825,0,NA,NA
Wisconsin,Asian,Landscape Architects,85760,NA,NA,NA
Wyoming,Asian,Landscape Architects,2835,0,NA,NA
Puerto Rico,Asian,Landscape Architects,1335,0,NA,NA
Alabama,Other,Landscape Architects,43075,0,NA,NA
Alaska,Other,Landscape Architects,71330,4,5.6077386793775406e-5,0.4017039878668927
Arizona,Other,Landscape Architects,182520,0,NA,NA
Arkansas,Other,Landscape Architects,37895,NA,NA,NA
California,Other,Landscape Architects,688910,165,2.3950878924678117e-4,1.7156939948614478
Colorado,Other,Landscape Architects,87510,0,NA,NA
Connecticut,Other,Landscape Architects,41230,0,NA,NA
Delaware,Other,Landscape Architects,10885,0,NA,NA
District of Columbia,Other,Landscape Architects,11085,0,NA,NA
Florida,Other,Landscape Architects,214840,NA,NA,NA
Georgia,Other,Landscape Architects,102865,0,NA,NA
Hawaii,Other,Landscape Architects,198250,NA,NA,NA
Idaho,Other,Landscape Architects,25710,0,NA,NA
Illinois,Other,Landscape Architects,112345,0,NA,NA
Indiana,Other,Landscape Architects,61485,0,NA,NA
Iowa,Other,Landscape Architects,27340,0,NA,NA
Kansas,Other,Landscape Architects,43715,0,NA,NA
Kentucky,Other,Landscape Architects,36080,0,NA,NA
Louisiana,Other,Landscape Architects,42460,NA,NA,NA
Maine,Other,Landscape Architects,14700,0,NA,NA
Maryland,Other,Landscape Architects,85910,40,4.6560353858689327e-4,3.3352980391741887
Massachusetts,Other,Landscape Architects,97815,0,NA,NA
Michigan,Other,Landscape Architects,120390,NA,NA,NA
Minnesota,Other,Landscape Architects,83065,NA,NA,NA
Mississippi,Other,Landscape Architects,17430,0,NA,NA
Missouri,Other,Landscape Architects,70070,0,NA,NA
Montana,Other,Landscape Architects,37130,0,NA,NA
Nebraska,Other,Landscape Architects,24240,0,NA,NA
Nevada,Other,Landscape Architects,69460,NA,NA,NA
New Hampshire,Other,Landscape Architects,12270,0,NA,NA
New Jersey,Other,Landscape Architects,85410,NA,NA,NA
New Mexico,Other,Landscape Architects,91840,0,NA,NA
New York,Other,Landscape Architects,234265,155,6.616438648539048e-4,4.739610639078123
North Carolina,Other,Landscape Architects,145630,0,NA,NA
North Dakota,Other,Landscape Architects,23305,0,NA,NA
Ohio,Other,Landscape Architects,121180,NA,NA,NA
Oklahoma,Other,Landscape Architects,242885,NA,NA,NA
Oregon,Other,Landscape Architects,93460,NA,NA,NA
Pennsylvania,Other,Landscape Architects,104810,30,2.8623222974906974e-4,2.0503920514177167
Rhode Island,Other,Landscape Architects,16140,0,NA,NA
South Carolina,Other,Landscape Architects,46335,0,NA,NA
South Dakota,Other,Landscape Architects,32695,0,NA,NA
Tennessee,Other,Landscape Architects,60575,0,NA,NA
Texas,Other,Landscape Architects,261190,NA,NA,NA
Utah,Other,Landscape Architects,57995,NA,NA,NA
Vermont,Other,Landscape Architects,5900,0,NA,NA
Virginia,Other,Landscape Architects,128845,20,1.5522527067406573e-4,1.111938587238366
Washington,Other,Landscape Architects,214925,NA,NA,NA
West Virginia,Other,Landscape Architects,10700,0,NA,NA
Wisconsin,Other,Landscape Architects,66920,0,NA,NA
Wyoming,Other,Landscape Architects,10830,0,NA,NA
Puerto Rico,Other,Landscape Architects,2275,0,NA,NA
Alabama,Hispanic,"Fine Artists, Art Directors, And Animators",88165,45,5.104066239437419e-4,0.6078628168964766
Alaska,Hispanic,"Fine Artists, Art Directors, And Animators",26875,NA,NA,NA
Arizona,Hispanic,"Fine Artists, Art Directors, And Animators",1033370,890,8.612597617503894e-4,1.0257072700429617
Arkansas,Hispanic,"Fine Artists, Art Directors, And Animators",101405,NA,NA,NA
California,Hispanic,"Fine Artists, Art Directors, And Animators",7470730,6015,8.051422016322366e-4,0.9588747162112592
Colorado,Hispanic,"Fine Artists, Art Directors, And Animators",594525,360,6.055254194525041e-4,0.7211434372203401
Connecticut,Hispanic,"Fine Artists, Art Directors, And Animators",288845,110,3.808270871920927e-4,0.45354157863864425
Delaware,Hispanic,"Fine Artists, Art Directors, And Animators",41365,NA,NA,NA
District of Columbia,Hispanic,"Fine Artists, Art Directors, And Animators",44885,35,7.797705246741673e-4,0.9286586133990444
Florida,Hispanic,"Fine Artists, Art Directors, And Animators",2752995,3330,0.001209591735546196,1.4405491723102153
Georgia,Hispanic,"Fine Artists, Art Directors, And Animators",467240,565,0.0012092286619296293,1.4401167740203933
Hawaii,Hispanic,"Fine Artists, Art Directors, And Animators",69470,65,9.356556787102347e-4,1.1143082198100094
Idaho,Hispanic,"Fine Artists, Art Directors, And Animators",101285,NA,NA,NA
Illinois,Hispanic,"Fine Artists, Art Directors, And Animators",1100445,765,6.951733162493355e-4,0.8279085545197838
Indiana,Hispanic,"Fine Artists, Art Directors, And Animators",212120,245,0.0011550066000377145,1.375541641697684
Iowa,Hispanic,"Fine Artists, Art Directors, And Animators",90730,55,6.061942025790808e-4,0.7219399166862074
Kansas,Hispanic,"Fine Artists, Art Directors, And Animators",167495,85,5.074778351592585e-4,0.6043748100464182
Kentucky,Hispanic,"Fine Artists, Art Directors, And Animators",76325,30,3.930560104814936e-4,0.46810547222777904
Louisiana,Hispanic,"Fine Artists, Art Directors, And Animators",113925,340,0.002984419574281325,3.5542596904533625
Maine,Hispanic,"Fine Artists, Art Directors, And Animators",10935,0,NA,NA
Maryland,Hispanic,"Fine Artists, Art Directors, And Animators",321570,210,6.53045993096371e-4,0.7777375102605859
Massachusetts,Hispanic,"Fine Artists, Art Directors, And Animators",401715,340,8.46371183550527e-4,1.007975891452645
Michigan,Hispanic,"Fine Artists, Art Directors, And Animators",236520,175,7.398951462878403e-4,0.8811694964995793
Minnesota,Hispanic,"Fine Artists, Art Directors, And Animators",149745,80,5.34241543958062e-4,0.6362487369467692
Mississippi,Hispanic,"Fine Artists, Art Directors, And Animators",38780,NA,NA,NA
Missouri,Hispanic,"Fine Artists, Art Directors, And Animators",121550,60,4.936240230357877e-4,0.5878757740482967
Montana,Hispanic,"Fine Artists, Art Directors, And Animators",19215,0,NA,NA
Nebraska,Hispanic,"Fine Artists, Art Directors, And Animators",99485,20,2.010353319595919e-4,0.23942068430942848
Nevada,Hispanic,"Fine Artists, Art Directors, And Animators",430565,410,9.522371767328976e-4,1.134055761522027
New Hampshire,Hispanic,"Fine Artists, Art Directors, And Animators",25860,NA,NA,NA
New Jersey,Hispanic,"Fine Artists, Art Directors, And Animators",928940,525,5.651602902232652e-4,0.6730710572655302
New Mexico,Hispanic,"Fine Artists, Art Directors, And Animators",459615,430,9.355656364565996e-4,1.114200985038032
New York,Hispanic,"Fine Artists, Art Directors, And Animators",1819490,2925,0.0016075933365943204,1.9145445379524264
North Carolina,Hispanic,"Fine Artists, Art Directors, And Animators",451040,320,7.09471443774388e-4,0.8449367427642244
North Dakota,Hispanic,"Fine Artists, Art Directors, And Animators",14510,0,NA,NA
Ohio,Hispanic,"Fine Artists, Art Directors, And Animators",204545,220,0.0010755579456843238,1.2809231932521372
Oklahoma,Hispanic,"Fine Artists, Art Directors, And Animators",187725,85,4.527899853509122e-4,0.5392449530362223
Oregon,Hispanic,"Fine Artists, Art Directors, And Animators",266060,275,0.00103360144328347,1.2309555859757122
Pennsylvania,Hispanic,"Fine Artists, Art Directors, And Animators",423215,345,8.15188497572156e-4,0.9708392352103072
Rhode Island,Hispanic,"Fine Artists, Art Directors, And Animators",78695,0,NA,NA
South Carolina,Hispanic,"Fine Artists, Art Directors, And Animators",134610,15,1.1143302874972142e-4,0.13270986616070587
South Dakota,Hispanic,"Fine Artists, Art Directors, And Animators",15565,NA,NA,NA
Tennessee,Hispanic,"Fine Artists, Art Directors, And Animators",167595,95,5.668426862376561e-4,0.6750746871803249
Texas,Hispanic,"Fine Artists, Art Directors, And Animators",5220455,3130,5.995645973387377e-4,0.714044465633537
Utah,Hispanic,"Fine Artists, Art Directors, And Animators",213410,195,9.13734126798182e-4,1.0882010031891851
Vermont,Hispanic,"Fine Artists, Art Directors, And Animators",6470,0,NA,NA
Virginia,Hispanic,"Fine Artists, Art Directors, And Animators",427525,370,8.654464651189987e-4,1.0306933755983498
Washington,Hispanic,"Fine Artists, Art Directors, And Animators",448570,365,8.136968589071941e-4,0.9690627855363791
West Virginia,Hispanic,"Fine Artists, Art Directors, And Animators",12005,NA,NA,NA
Wisconsin,Hispanic,"Fine Artists, Art Directors, And Animators",186120,90,4.8355899419729207e-4,0.5758889453221345
Wyoming,Hispanic,"Fine Artists, Art Directors, And Animators",27680,NA,NA,NA
Puerto Rico,Hispanic,"Fine Artists, Art Directors, And Animators",1208905,1160,9.595460354618436e-4,NA
Alabama,White,"Fine Artists, Art Directors, And Animators",1496830,1310,8.751828865001369e-4,0.5114433645395448
Alaska,White,"Fine Artists, Art Directors, And Animators",253950,465,0.001831069108092144,1.0700485119082856
Arizona,White,"Fine Artists, Art Directors, And Animators",1857110,2945,0.0015857972871827733,0.9267154471882072
Arkansas,White,"Fine Artists, Art Directors, And Animators",1014735,895,8.820036758365484e-4,0.5154293285030086
California,White,"Fine Artists, Art Directors, And Animators",7686845,30250,0.003935294649495339,2.299725425437749
Colorado,White,"Fine Artists, Art Directors, And Animators",2172170,4065,0.0018714004889120097,1.0936175480734307
Connecticut,White,"Fine Artists, Art Directors, And Animators",1329540,2355,0.001771289318110023,1.0351141257456529
Delaware,White,"Fine Artists, Art Directors, And Animators",307920,310,0.0010067550012990388,0.5883320767279577
District of Columbia,White,"Fine Artists, Art Directors, And Animators",183365,605,0.0032994300984375427,1.92813600064342
Florida,White,"Fine Artists, Art Directors, And Animators",5285390,10005,0.0018929539731221347,1.106213071422909
Georgia,White,"Fine Artists, Art Directors, And Animators",2773560,4425,0.001595422489508069,0.932340266797408
Hawaii,White,"Fine Artists, Art Directors, And Animators",177700,760,0.004276871131119865,2.4993374467699327
Idaho,White,"Fine Artists, Art Directors, And Animators",688065,870,0.0012644154258681956,0.7389048501254374
Illinois,White,"Fine Artists, Art Directors, And Animators",4224420,5520,0.0013066882554291477,0.763608438955561
Indiana,White,"Fine Artists, Art Directors, And Animators",2724985,2355,8.642249406877469e-4,0.5050397102163408
Iowa,White,"Fine Artists, Art Directors, And Animators",1463250,1075,7.346659832564497e-4,0.42932745610693873
Kansas,White,"Fine Artists, Art Directors, And Animators",1178420,1240,0.001052256411126763,0.6149223980111429
Kentucky,White,"Fine Artists, Art Directors, And Animators",1787115,1635,9.148823662718963e-4,0.5346431274898169
Louisiana,White,"Fine Artists, Art Directors, And Animators",1337315,1920,0.001435712603238579,0.8390082754572378
Maine,White,"Fine Artists, Art Directors, And Animators",658985,1390,0.0021093044606478144,1.2326449555087584
Maryland,White,"Fine Artists, Art Directors, And Animators",1690500,2455,0.0014522330671398994,0.8486625794567528
Massachusetts,White,"Fine Artists, Art Directors, And Animators",2791055,5020,0.0017986030372027781,1.0510758414125925
Michigan,White,"Fine Artists, Art Directors, And Animators",3807850,4730,0.001242170778785929,0.7259054218662246
Minnesota,White,"Fine Artists, Art Directors, And Animators",2524705,3840,0.0015209697766669769,0.8888312510911934
Mississippi,White,"Fine Artists, Art Directors, And Animators",787155,570,7.241267602949863e-4,0.4231684969520143
Missouri,White,"Fine Artists, Art Directors, And Animators",2479115,2695,0.0010870814786728329,0.6352736297260425
Montana,White,"Fine Artists, Art Directors, And Animators",472695,930,0.0019674420080601656,1.149742728817141
Nebraska,White,"Fine Artists, Art Directors, And Animators",845465,850,0.0010053639121666775,0.587519145719818
Nevada,White,"Fine Artists, Art Directors, And Animators",749805,1250,0.0016671001126959677,0.9742275629624605
New Hampshire,White,"Fine Artists, Art Directors, And Animators",690940,810,0.0011723159753379453,0.6850833534097024
New Jersey,White,"Fine Artists, Art Directors, And Animators",2640925,4140,0.001567632552988063,0.9161002570196003
New Mexico,White,"Fine Artists, Art Directors, And Animators",374900,1520,0.004054414510536143,2.369337232814175
New York,White,"Fine Artists, Art Directors, And Animators",5774960,17035,0.0029498039813262776,1.723819896633022
North Carolina,White,"Fine Artists, Art Directors, And Animators",3309215,5050,0.001526041674536106,0.8917951898870737
North Dakota,White,"Fine Artists, Art Directors, And Animators",363175,145,3.9925655675638466e-4,0.23331936655953697
Ohio,White,"Fine Artists, Art Directors, And Animators",4775955,5760,0.001206041514210247,0.7047920375462683
Oklahoma,White,"Fine Artists, Art Directors, And Animators",1276415,1395,0.0010929047370956937,0.6386766520272227
Oregon,White,"Fine Artists, Art Directors, And Animators",1600140,3895,0.0024341620108240527,1.4224866914716603
Pennsylvania,White,"Fine Artists, Art Directors, And Animators",5161830,6280,0.001216622786879847,0.7109755699013078
Rhode Island,White,"Fine Artists, Art Directors, And Animators",423445,670,0.0015822597976124409,0.9246481929082366
South Carolina,White,"Fine Artists, Art Directors, And Animators",1586190,1745,0.0011001204143261526,0.6428933823782185
South Dakota,White,"Fine Artists, Art Directors, And Animators",398225,330,8.286772553204847e-4,0.4842661918052002
