"","gender_rank","occupation","gender","individuals","average_taxable_income"
"1852",772,"Retail assistant – building and plumbing supplies; Sales representative – building and plumbing supplies; Salesperson – building and plumbing supplies; Shop assistant – building and plumbing supplies","Female",5707,37348
"1853",754,"Retail assistant – building and plumbing supplies; Sales representative – building and plumbing supplies; Salesperson – building and plumbing supplies; Shop assistant – building and plumbing supplies","Male",13056,48023
"1854",759,"Retail assistant – business services; Sales representative – business services; Salesperson – business services; Shop assistant – business services","Female",8495,38254
"1855",641,"Retail assistant – business services; Sales representative – business services; Salesperson – business services; Shop assistant – business services","Male",6617,54516
"1856",680,"Retail assistant – motor vehicle parts and accessories; Sales representative – motor vehicle parts and accessories; Salesperson – motor vehicle parts and accessories","Female",2108,41740
"1857",680,"Retail assistant – motor vehicle parts and accessories; Sales representative – motor vehicle parts and accessories; Salesperson – motor vehicle parts and accessories","Male",10059,52093
"1858",957,"Retail assistant – personal and household goods; Sales representative – personal and household goods; Salesperson – personal and household goods","Female",19884,29649
"1859",915,"Retail assistant – personal and household goods; Sales representative – personal and household goods; Salesperson – personal and household goods","Male",8330,38071
"1860",698,"Retail loss prevention officer","Female",208,40931
"1861",796,"Retail loss prevention officer","Male",477,46035
"1862",622,"Retail store manager; Shop manager","Female",47465,44338
"1863",590,"Retail store manager; Shop manager","Male",42500,58522
"1864",333,"Retirement village manager","Female",357,60571
"1865",384,"Retirement village manager","Male",223,73745
"1866",24,"Rheumatologist","Female",50,169409
"1867",33,"Rheumatologist","Male",85,256933
"1868",134,"Rigger – construction","Female",136,80035
"1869",144,"Rigger – construction","Male",14404,103613
"1870",352,"Road roller operator","Female",30,59604
"1871",511,"Road roller operator","Male",438,64544
"1872",796,"Road traffic controller","Female",3173,36258
"1873",871,"Road traffic controller","Male",8786,41305
"1874",751,"Roof plumber","Female",16,38520
"1875",710,"Roof plumber","Male",4750,50323
"1876",587,"Roof tiler","Female",10,46895
"1877",846,"Roof tiler","Male",3348,42902
"1878",770,"Roof truss detailer; Structural steel detailer","Female",28,37467
"1879",726,"Roof truss detailer; Structural steel detailer","Male",481,49521
"1880",798,"Rubber factory hand or labourer","Female",168,36154
"1881",669,"Rubber factory hand or labourer","Male",933,52963
"1882",724,"Sailmaker","Female",22,39798
"1883",820,"Sailmaker","Male",167,44593
"1884",180,"Sales and marketing manager; Marketing manager; Sales director or manager","Female",60352,73780
"1885",145,"Sales and marketing manager; Marketing manager; Sales director or manager","Male",96600,103242
"1886",432,"Sales representative – other technical products","Female",2485,54991
"1887",390,"Sales representative – other technical products","Male",6737,73247
"1888",743,"Sand-blaster","Female",10,38790
"1889",425,"Sand-blaster","Male",1480,71101
"1890",714,"Saw operator – panel saw; Wood machinist","Female",32,40514
"1891",741,"Saw operator – panel saw; Wood machinist","Male",1811,48668
"1892",841,"Saw repairer; Saw sharpener","Female",4,34358
"1893",640,"Saw repairer; Saw sharpener","Male",245,54615
"1894",737,"Sawmill labourer; Timber yard worker","Female",257,39053
"1895",857,"Sawmill labourer; Timber yard worker","Male",6447,42284
"1896",304,"Scaffolder","Female",31,62178
"1897",319,"Scaffolder","Male",11615,79188
"1898",708,"School laboratory technician","Female",1702,40676
"1899",805,"School laboratory technician","Male",526,45731
"1900",58,"School principal","Female",5755,104192
"1901",112,"School principal","Male",5667,110479
"1902",874,"School services officer; Teacher’s aide","Female",63803,33014
"1903",986,"School services officer; Teacher’s aide","Male",5995,33598
"1904",695,"Screen printer","Female",307,41080
"1905",630,"Screen printer","Male",1993,55185
"1906",953,"Sculptor","Female",50,29887
"1907",866,"Sculptor","Male",131,41960
"1908",1002,"Seafood packer","Female",319,27324
"1909",1024,"Seafood packer","Male",290,30421
"1910",952,"Seafood process worker","Female",697,29969
"1911",937,"Seafood process worker","Male",1130,36557
"1912",33,"Securities and finance dealer","Female",169,145208
"1913",20,"Securities and finance dealer","Male",603,320452
"1914",410,"Security consultant","Female",496,56331
"1915",469,"Security consultant","Male",3167,66872
"1916",556,"Security guard – security, alarm or surveillance monitor","Female",393,48311
"1917",672,"Security guard – security, alarm or surveillance monitor","Male",2263,52658
"1918",1008,"Shearer","Female",176,26550
"1919",904,"Shearer","Male",5624,39163
"1920",1078,"Shearing shed hand; Wool handler","Female",1301,21369
"1921",1071,"Shearing shed hand; Wool handler","Male",1380,25912
"1922",735,"Sheep farmer or farm overseer","Female",148,39073
"1923",759,"Sheep farmer or farm overseer","Male",630,47851
"1924",156,"Ship’s captain or master","Female",59,77553
"1925",78,"Ship’s captain or master","Male",2776,128670
"1926",526,"Shipwright","Male",493,63464
"1927",842,"Shoemaker or repairer","Female",68,34227
"1928",855,"Shoemaker or repairer","Male",372,42345
"1929",896,"Sign erector","Female",20,32328
"1930",737,"Sign erector","Male",709,48802
"1931",716,"Signwriter","Female",328,40348
"1932",704,"Signwriter","Male",2895,50585
"1933",1025,"Ski instructor","Female",286,25939
"1934",1065,"Ski instructor","Male",628,26515
"1935",783,"Slaughterer","Female",199,36800
"1936",748,"Slaughterer","Male",2354,48165
"1937",726,"Small engine mechanic","Female",17,39679
"1938",692,"Small engine mechanic","Male",2054,51561
"1939",700,"Small offset printer","Female",135,40912
"1940",552,"Small offset printer","Male",2369,61662
"1941",464,"Social security assessor","Female",89,52760
"1942",419,"Social security assessor","Male",31,71499
"1943",478,"Social worker","Female",29483,52064
"1944",639,"Social worker","Male",7024,54706
"1945",224,"Software engineer","Female",4691,68744
"1946",219,"Software engineer","Male",28921,90332
"1947",342,"Software tester","Female",1225,60187
"1948",424,"Software tester","Male",1699,71130
"1949",277,"Soil scientist","Female",93,64444
"1950",221,"Soil scientist","Male",299,89916
"1951",147,"Sonographer","Female",1888,78400
"1952",120,"Sonographer","Male",478,108329
"1953",448,"Spatial science technician; Surveying or spatial science technician; Surveying technician","Female",240,53540
"1954",477,"Spatial science technician; Surveying or spatial science technician; Surveying technician","Male",1613,66254
"1955",16,"Specialist physician – general medicine","Female",500,207225
"1956",22,"Specialist physician – general medicine","Male",1023,315114
"1957",15,"Specialist physicians – other","Female",530,207599
"1958",17,"Specialist physicians – other","Male",1019,344860
"1959",459,"Speech pathologist; Speech therapist","Female",6033,52932
"1960",582,"Speech pathologist; Speech therapist","Male",163,59342
"1961",617,"Sports administrator","Female",1654,44797
"1962",637,"Sports administrator","Male",2001,54730
"1963",515,"Sports centre manager","Female",590,50119
"1964",576,"Sports centre manager","Male",1157,59765
"1965",938,"Sports coach – other; Sports instructor – other","Female",1706,30686
"1966",711,"Sports coach – other; Sports instructor – other","Male",4116,50222
"1967",578,"Sports development officer","Female",420,47151
"1968",625,"Sports development officer","Male",1026,55608
"1969",839,"Sportsperson – other sports official","Female",14,34380
"1970",463,"Sportsperson – other sports official","Male",63,67287
"1971",555,"Spray painter – industrial","Female",64,48324
"1972",538,"Spray painter – industrial","Male",5608,62614
"1973",599,"Squash player","Male",4,57570
"1974",999,"Stable hand; Strapper","Female",2286,27458
"1975",985,"Stable hand; Strapper","Male",1403,33728
"1976",321,"Staff development officer; Training officer","Female",10261,61184
"1977",293,"Staff development officer; Training officer","Male",9519,81869
"1978",569,"Stage manager","Female",286,47441
"1979",548,"Stage manager","Male",316,61850
"1980",928,"Stagehand; Studio hand; Trades assistant","Female",8360,31161
"1981",859,"Stagehand; Studio hand; Trades assistant","Male",81828,42214
"1982",54,"State governor","Female",9,105855
"1983",44,"State governor","Male",13,212652
"1984",171,"Statistician","Female",901,74737
"1985",133,"Statistician","Male",1042,105473
"1986",689,"Steel erector – structural","Female",7,41354
"1987",577,"Steel erector – structural","Male",1247,59671
"1988",549,"Steel fixer","Female",38,48468
"1989",435,"Steel fixer","Male",6129,70255
"1990",744,"Sterilisation technician","Female",1265,38782
"1991",816,"Sterilisation technician","Male",468,45093
"1992",214,"Stevedore; Waterside worker; Wharf labourer","Female",223,70116
"1993",233,"Stevedore; Waterside worker; Wharf labourer","Male",6416,88541
"1994",385,"Stock and station agent","Female",108,57899
"1995",457,"Stock and station agent","Male",1204,67675
"1996",42,"Stock exchange dealer; Stockbroker","Female",253,124433
"1997",38,"Stock exchange dealer; Stockbroker","Male",2219,238192
"1998",728,"Stone processing machine operator","Female",349,39589
"1999",589,"Stone processing machine operator","Male",1546,58583
"2000",1012,"Stonemason","Female",18,26433
"2001",720,"Stonemason","Male",3071,49886
"2002",787,"Storeperson; Warehouse assistant","Female",21854,36659
"2003",819,"Storeperson; Warehouse assistant","Male",111740,44673
"2004",1035,"Street vendor","Female",50,25124
"2005",1014,"Street vendor","Male",57,31549
"2006",541,"Streetsweeper operator","Female",9,48942
"2007",580,"Streetsweeper operator","Male",394,59396
"2008",187,"Structural engineer","Female",525,73335
"2009",123,"Structural engineer","Male",4173,107575
"2010",599,"Student counsellor","Female",2042,46222
"2011",823,"Student counsellor","Male",761,44479
"2012",691,"Sugar cane grower","Female",82,41203
"2013",670,"Sugar cane grower","Male",456,52825
"2014",642,"Sugar mill worker","Female",139,43526
"2015",565,"Sugar mill worker","Male",935,60316
"2016",140,"Supply and distribution manager","Female",2677,79600
"2017",179,"Supply and distribution manager","Male",10607,97433
"2018",545,"Surfer","Female",20,48653
"2019",749,"Surfer","Male",62,48148
"2020",13,"Surgeon – general","Female",309,210796
"2021",16,"Surgeon – general","Male",1289,357996
"2022",228,"Surveyor","Female",462,68526
"2023",185,"Surveyor","Male",8741,96477
"2024",786,"Surveyor’s assistant","Female",189,36685
"2025",813,"Surveyor’s assistant","Male",1769,45256
"2026",820,"Swimmer","Female",27,34938
"2027",213,"Swimmer","Male",12,92136
"2028",1048,"Swimming instructor","Female",8347,24554
"2029",1043,"Swimming instructor","Male",2602,29064
"2030",697,"Switchboard operator; Telephonist","Female",2332,40945
"2031",695,"Switchboard operator; Telephonist","Male",562,51154
"2032",866,"TAB clerk","Female",1102,33286
"2033",889,"TAB clerk","Male",478,40327
"2034",207,"TAFE registrar; University registrar","Female",407,70777
"2035",119,"TAFE registrar; University registrar","Male",222,108514
"2036",463,"Tanker driver","Female",9,52771
"2037",284,"Tanker driver","Male",1020,82821
"2038",483,"Tax agent or consultant","Female",2004,52006
"2039",310,"Tax agent or consultant","Male",1805,79982
"2040",146,"Tax investigator","Female",221,78482
"2041",207,"Tax investigator","Male",373,93378
"2042",364,"Teacher – other school","Female",40358,59349
"2043",500,"Teacher – other school","Male",12187,65196
"2044",429,"Teacher of the hearing impaired","Female",346,55162
"2045",460,"Teacher of the hearing impaired","Male",41,67510
"2046",375,"Teacher of the sight impaired","Female",146,58511
"2047",509,"Teacher of the sight impaired","Male",26,64593
"2048",544,"Technical cable jointer","Female",57,48698
"2049",333,"Technical cable jointer","Male",900,77609
"2050",212,"Technical director – film, television, radio or stage","Female",112,70591
"2051",349,"Technical director – film, television, radio or stage","Male",578,76665
"2052",275,"Technical writer","Female",1193,64492
"2053",354,"Technical writer","Male",1162,76126
"2054",740,"Telecommunications and data cabler","Female",90,38982
"2055",614,"Telecommunications and data cabler","Male",2369,56082
"2056",152,"Telecommunications engineer","Female",378,78067
"2057",163,"Telecommunications engineer","Male",3520,99246
"2058",329,"Telecommunications field engineer","Female",20,60854
"2059",279,"Telecommunications field engineer","Male",632,83239
"2060",813,"Telecommunications lines worker","Female",38,35311
"2061",361,"Telecommunications lines worker","Male",1022,75290
"2062",165,"Telecommunications network engineer","Female",179,76342
"2063",171,"Telecommunications network engineer","Male",1746,98668
"2064",159,"Telecommunications network planner","Female",83,77215
"2065",212,"Telecommunications network planner","Male",447,92395
"2066",268,"Telecommunications technical officer","Female",457,64845
"2067",240,"Telecommunications technical officer","Male",4422,87941
"2068",477,"Television equipment operator; Vision mixer – television","Female",154,52124
"2069",522,"Television equipment operator; Vision mixer – television","Male",602,63733
"2070",193,"Television journalist","Female",846,72682
"2071",159,"Television journalist","Male",652,100147
"2072",944,"Tennis coach","Female",246,30243
"2073",955,"Tennis coach","Male",870,35844
"2074",57,"Tennis player","Female",4,105619
"2075",821,"Tennis player","Male",10,44522
"2076",805,"Textile dyeing and finishing machine operator","Female",249,35759
"2077",714,"Textile dyeing and finishing machine operator","Male",385,50076
"2078",771,"Textile, clothing and footwear mechanic","Female",76,37375
"2079",681,"Textile, clothing and footwear mechanic","Male",175,52086
"2080",793,"Therapist – other complementary health","Female",1016,36508
"2081",851,"Therapist – other complementary health","Male",145,42509
"2082",41,"Thoracic medicine specialist","Female",34,127645
"2083",21,"Thoracic medicine specialist","Male",102,315444
"2084",690,"Tourist adviser or officer","Female",1439,41214
"2085",728,"Tourist adviser or officer","Male",476,49398
"2086",920,"Tourist guide","Female",1521,31411
"2087",945,"Tourist guide","Male",1833,36127
"2088",598,"Tow truck driver","Female",19,46230
"2089",683,"Tow truck driver","Male",1340,51935
"2090",177,"Town planner; Urban and regional planner","Female",4204,74288
"2091",190,"Town planner; Urban and regional planner","Male",5237,95725
"2092",95,"Train controller","Female",175,89479
"2093",110,"Train controller","Male",1170,110835
"2094",105,"Train examiner","Female",40,85882
"2095",216,"Train examiner","Male",396,91383
"2096",241,"Tram driver","Female",143,66925
"2097",383,"Tram driver","Male",1151,73851
"2098",806,"Translator","Female",868,35698
"2099",845,"Translator","Male",455,42907
"2100",178,"Transport engineer","Female",252,74211
"2101",162,"Transport engineer","Male",1564,99337
"2102",368,"Travel agency manager","Female",1843,59058
"2103",303,"Travel agency manager","Male",972,80852
"2104",767,"Tree faller","Female",37,37683
"2105",791,"Tree faller","Male",2088,46442
"2106",1069,"Trekking guide","Female",25,22799
"2107",999,"Trekking guide","Male",39,32804
"2108",45,"Tribunal member","Female",131,119219
"2109",66,"Tribunal member","Male",149,141419
"2110",1052,"Trolley collector","Female",24,24300
"2111",1089,"Trolley collector","Male",994,23981
"2112",832,"Truck driver’s offsider","Female",65,34571
"2113",980,"Truck driver’s offsider","Male",1430,33985
"2114",327,"Trust officer","Female",296,60897
"2115",263,"Trust officer","Male",162,85204
"2116",746,"Turf grower","Female",25,38678
"2117",667,"Turf grower","Male",305,52973
"2118",586,"Turner – porcelain","Male",8,59132
"2119",597,"Tyre fitter","Female",28,46254
"2120",732,"Tyre fitter","Male",7335,49126
"2121",1022,"University tutor","Female",7906,26049
"2122",1095,"University tutor","Male",7669,23161
"2123",12,"Urologist","Female",44,213094
"2124",8,"Urologist","Male",254,433792
"2125",265,"Valuer","Female",921,65054
"2126",149,"Valuer","Male",3615,101812
"2127",5,"Vascular surgeon","Female",15,271529
"2128",9,"Vascular surgeon","Male",99,417524
"2129",1072,"Vegetable farm worker","Female",1452,22122
"2130",1049,"Vegetable farm worker","Male",1864,28142
"2131",1082,"Vegetable picker","Female",1000,20434
"2132",1100,"Vegetable picker","Male",921,19979
"2133",986,"Vending machine attendant","Female",318,28208
"2134",968,"Vending machine attendant","Male",258,34720
"2135",276,"Veterinarian","Female",4887,64450
"2136",187,"Veterinarian","Male",2894,96285
"2137",800,"Veterinary nurse","Female",8963,35993
"2138",934,"Veterinary nurse","Male",255,36872
"2139",303,"Video production manager","Female",363,62202
"2140",416,"Video production manager","Male",629,71739
"2141",1034,"Vineyard worker","Female",1146,25208
"2142",947,"Vineyard worker","Male",3738,36045
"2143",445,"Vocational education teacher or tutor","Female",13989,53788
"2144",520,"Vocational education teacher or tutor","Male",12861,63822
"2145",457,"Warehouse manager","Female",2294,53046
"2146",537,"Warehouse manager","Male",20290,62707
"2147",253,"Waste water plant operator; Water plant operator","Female",127,66106
"2148",386,"Waste water plant operator; Water plant operator","Male",3460,73686
"2149",313,"Water inspector","Female",99,61540
"2150",429,"Water inspector","Male",1233,70677
"2151",489,"Weaver","Female",31,51789
"2152",717,"Weaver","Male",30,49965
"2153",443,"Web administrator","Female",1051,53927
"2154",478,"Web administrator","Male",1333,66245
"2155",453,"Web designer","Female",1487,53284
"2156",517,"Web designer","Male",3355,64079
"2157",498,"Web journalist","Female",553,51259
"2158",497,"Web journalist","Male",531,65322
"2159",362,"Web programmer","Female",967,59363
"2160",432,"Web programmer","Male",5305,70555
"2161",775,"Weighbridge operator","Female",562,37277
"2162",648,"Weighbridge operator","Male",337,54131
"2163",963,"Weight loss consultant","Female",419,29229
"2164",591,"Weight loss consultant","Male",18,58483
"2165",510,"Welder","Female",258,50467
"2166",513,"Welder","Male",26399,64536
"2167",396,"Welfare centre manager","Female",1101,57529
"2168",524,"Welfare centre manager","Male",464,63584
"2169",568,"Welfare officer","Female",4312,47479
"2170",659,"Welfare officer","Male",1222,53590
"2171",1050,"Whitewater rafting guide","Female",3,24403
"2172",1057,"Whitewater rafting guide","Male",18,27555
"2173",88,"Wholesaling company director; Wholesaler","Female",984,91823
"2174",89,"Wholesaling company director; Wholesaler","Male",2577,122006
"2175",1001,"Window cleaner","Female",88,27382
"2176",914,"Window cleaner","Male",868,38155
"2177",660,"Window dresser","Female",144,42804
"2178",810,"Window dresser","Male",160,45442
"2179",987,"Windscreen fitter","Female",13,28026
"2180",793,"Windscreen fitter","Male",746,46263
"2181",203,"Wine maker","Female",346,71289
"2182",321,"Wine maker","Male",1338,78908
"2183",776,"Wood and wood products factory worker","Female",197,37265
"2184",876,"Wood and wood products factory worker","Male",2283,41131
"2185",750,"Wood processing machine operator – other","Female",193,38588
"2186",721,"Wood processing machine operator – other","Male",1664,49726
"2187",958,"Wood turner","Male",50,35801
"2188",345,"Wool buyer","Female",17,59942
"2189",280,"Wool buyer","Male",302,83117
"2190",941,"Wool classer","Female",327,30433
"2191",908,"Wool classer","Male",692,38782
"2192",868,"Yarn carding and spinning machine operator","Female",30,33234
"2193",664,"Yarn carding and spinning machine operator","Male",59,53075
"2194",705,"Youth worker","Female",8214,40804
"2195",792,"Youth worker","Male",5985,46328
"2196",673,"Zookeeper","Female",627,41988
"2197",757,"Zookeeper","Male",370,47905
