name,level,school,bard,cleric,druid,paladin,ranger,sorcerer,warlock,wizard,casting_time,action,bonus_action,reaction,ritual,casting_time_long,trigger,range,range_type,verbal_component,somatic_component,material_component,material_component_details,duration,concentration,description
Clairvoyance,3,divination,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,10 minutes,FALSE,FALSE,FALSE,FALSE,10 minutes,NA,1 mile,other,TRUE,TRUE,TRUE,"a focus worth 100+ GP, either a jeweled horn for hearing or a glass eye for seeing","Concentration, up to 10 minutes",TRUE,"You create an Invisible sensor within range in a location familiar to you (a place you have visited or seen before) or in an obvious location that is unfamiliar to you (such as behind a door, around a corner, or in a grove of trees). The intangible, invulnerable sensor remains in place for the duration.
When you cast the spell, choose seeing or hearing. You can use the chosen sense through the sensor as if you were in its space. As a Bonus Action, you can switch between seeing and hearing.
A creature that sees the sensor (such as a creature benefiting from See Invisibility or Truesight) sees a luminous orb about the size of your fist."
Clone,8,necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 hour,FALSE,FALSE,FALSE,FALSE,1 hour,NA,Touch,touch,TRUE,TRUE,TRUE,"a diamond worth 1,000+ GP, which the spell consumes, and a sealable vessel worth 2,000+ GP that is large enough to hold the creature being cloned",Instantaneous,FALSE,"You touch a creature or at least 1 cubic inch of its flesh. An inert duplicate of that creature forms inside the vessel used in the spell’s casting and finishes growing after 120 days; you choose whether the finished clone is the same age as the creature or younger. The clone remains inert and endures indefinitely while its vessel remains undisturbed.
If the original creature dies after the clone finishes forming, the creature’s soul transfers to the clone if the soul is free and willing to return. The clone is physically identical to the original and has the same personality, memories, and abilities, but none of the original’s equipment. The creature’s original remains, if any, become inert and can’t be revived, since the creature’s soul is elsewhere."
Cloudkill,5,conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,120 feet,feet,TRUE,TRUE,FALSE,NA,"Concentration, up to 10 minutes",TRUE,"You create a 20-foot-radius Sphere of yellow-green fog centered on a point within range. The fog lasts for the duration or until strong wind (such as the one created by Gust of Wind) disperses it, ending the spell. Its area is Heavily Obscured.
Each creature in the Sphere makes a Constitution saving throw, taking 5d8 Poison damage on a failed save or half as much damage on a successful one. A creature must also make this save when the Sphere moves into its space and when it enters the Sphere or ends its turn there. A creature makes this save only once per turn.
The Sphere moves 10 feet away from you at the start of each of your turns.
Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 5."
Color Spray,1,illusion,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,a pinch of colorful sand,Instantaneous,FALSE,"You launch a dazzling array of flashing, colorful light. Each creature in a 15-foot Cone originating from you must succeed on a Constitution saving throw or have the Blinded condition until the end of your next turn."
Command,1,enchantment,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,FALSE,FALSE,NA,Instantaneous,FALSE,"You speak a one-word command to a creature you can see within range. The target must succeed on a Wisdom saving throw or follow the command on its next turn. Choose the command from these options:


Approach. The target moves toward you by the shortest and most direct route, ending its turn if it moves within 5 feet of you.



Drop. The target drops whatever it is holding and then ends its turn.



Flee. The target spends its turn moving away from you by the fastest available means.



Grovel. The target has the Prone condition and then ends its turn.



Halt. On its turn, the target doesn’t move and takes no action or Bonus Action.


Using a Higher-Level Spell Slot. You can affect one additional creature for each spell slot level above 1."
Commune,5,divination,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 minute or Ritual,FALSE,FALSE,FALSE,TRUE,1 minute,NA,Self,self,TRUE,TRUE,TRUE,incense,1 minute,FALSE,"You contact a deity or a divine proxy and ask up to three questions that can be answered with yes or no. You must ask your questions before the spell ends. You receive a correct answer for each question.
Divine beings aren’t necessarily omniscient, so you might receive “unclear” as an answer if a question pertains to information that lies beyond the deity’s knowledge. In a case where a one-word answer could be misleading or contrary to the deity’s interests, the DM might offer a short phrase as an answer instead.
If you cast the spell more than once before finishing a Long Rest, there is a cumulative 25 percent chance for each casting after the first that you get no answer."
Commune with Nature,5,divination,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1 minute or Ritual,FALSE,FALSE,FALSE,TRUE,1 minute,NA,Self,self,TRUE,TRUE,FALSE,NA,Instantaneous,FALSE,"You commune with nature spirits and gain knowledge of the surrounding area. In the outdoors, the spell gives you knowledge of the area within 3 miles of you. In caves and other natural underground settings, the radius is limited to 300 feet. The spell doesn’t function where nature has been replaced by construction, such as in castles and settlements.
Choose three of the following facts; you learn those facts as they pertain to the spell’s area:
Locations of settlements

Locations of portals to other planes of existence

Location of one Challenge Rating 10+ creature (DM’s choice) that is a Celestial, an Elemental, a Fey, a Fiend, or an Undead

The most prevalent kind of plant, mineral, or Beast (you choose which to learn)

Locations of bodies of water

For example, you could determine the location of a powerful monster in the area, the locations of bodies of water, and the locations of any towns."
Comprehend Languages,1,divination,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Action or Ritual,TRUE,FALSE,FALSE,TRUE,NA,NA,Self,self,TRUE,TRUE,TRUE,a pinch of soot and salt,1 hour,FALSE,"For the duration, you understand the literal meaning of any language that you hear or see signed. You also understand any written language that you see, but you must be touching the surface on which the words are written. It takes about 1 minute to read one page of text. This spell doesn’t decode symbols or secret messages."
Compulsion,4,enchantment,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,30 feet,feet,TRUE,TRUE,FALSE,NA,"Concentration, up to 1 minute",TRUE,"Each creature of your choice that you can see within range must succeed on a Wisdom saving throw or have the Charmed condition until the spell ends.
For the duration, you can take a Bonus Action to designate a direction that is horizontal to you. Each Charmed target must use as much of its movement as possible to move in that direction on its next turn, taking the safest route. After moving in this way, a target repeats the save, ending the spell on itself on a success."
Cone of Cold,5,evocation,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,a small crystal or glass cone,Instantaneous,FALSE,"You unleash a blast of cold air. Each creature in a 60-foot Cone originating from you makes a Constitution saving throw, taking 8d8 Cold damage on a failed save or half as much damage on a successful one. A creature killed by this spell becomes a frozen statue until it thaws.
Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 5."
Confusion,4,enchantment,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,90 feet,feet,TRUE,TRUE,TRUE,three nut shells,"Concentration, up to 1 minute",TRUE,"Each creature in a 10-foot-radius Sphere centered on a point you choose within range must succeed on a Wisdom saving throw, or that target can’t take Bonus Actions or Reactions and must roll 1d10 at the start of each of its turns to determine its behavior for that turn, consulting the table below.
1d10 Behavior for the Turn 1 The target doesn’t take an action, and it uses all its movement to move. Roll 1d4 for the direction: 1, north; 2, east; 3, south; or 4, west. 2–6 The target doesn’t move or take actions. 7–8 The target doesn’t move, and it takes the Attack action to make one melee attack against a random creature within reach. If none are within reach, the target takes no action. 9–10 The target chooses its behavior.
At the end of each of its turns, an affected target repeats the save, ending the spell on itself on a success.
Using a Higher-Level Spell Slot. The Sphere’s radius increases by 5 feet for each spell slot level above 4."
Conjure Animals,3,conjuration,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,TRUE,FALSE,NA,"Concentration, up to 10 minutes",TRUE,"You conjure nature spirits that appear as a Large pack of spectral, intangible animals in an unoccupied space you can see within range. The pack lasts for the duration, and you choose the spirits’ animal form, such as wolves, serpents, or birds.
You have Advantage on Strength saving throws while you’re within 5 feet of the pack, and when you move on your turn, you can also move the pack up to 30 feet to an unoccupied space you can see.
Whenever the pack moves within 10 feet of a creature you can see and whenever a creature you can see enters a space within 10 feet of the pack or ends its turn there, you can force that creature to make a Dexterity saving throw. On a failed save, the creature takes 3d10 Slashing damage. A creature makes this save only once per turn.
Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 3."
Conjure Celestial,7,conjuration,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,90 feet,feet,TRUE,TRUE,FALSE,NA,"Concentration, up to 10 minutes",TRUE,"You conjure a spirit from the Upper Planes, which manifests as a pillar of light in a 10-foot-radius, 40-foot-high Cylinder centered on a point within range. For each creature you can see in the Cylinder, choose which of these lights shines on it:
Healing Light. The target regains Hit Points equal to 4d12 plus your spellcasting ability modifier.
Searing Light. The target makes a Dexterity saving throw, taking 6d12 Radiant damage on a failed save or half as much damage on a successful one.
Until the spell ends, Bright Light fills the Cylinder, and when you move on your turn, you can also move the Cylinder up to 30 feet.
Whenever the Cylinder moves into the space of a creature you can see and whenever a creature you can see enters the Cylinder or ends its turn there, you can bathe it in one of the lights. A creature can be affected by this spell only once per turn.
Using a Higher-Level Spell Slot. The healing and damage increase by 1d12 for each spell slot level above 7."
Conjure Elemental,5,conjuration,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,TRUE,FALSE,NA,"Concentration, up to 10 minutes",TRUE,"You conjure a Large, intangible spirit from the Elemental Planes that appears in an unoccupied space within range. Choose the spirit’s element, which determines its damage type: air (Lightning), earth (Thunder), fire (Fire), or water (Cold). The spirit lasts for the duration.
Whenever a creature you can see enters the spirit’s space or starts its turn within 5 feet of the spirit, you can force that creature to make a Dexterity saving throw if the spirit has no creature Restrained. On failed save, the target takes 8d8 damage of the spirit’s type, and the target has the Restrained condition until the spell ends. At the start of each of its turns, the Restrained target repeats the save. On a failed save, the target takes 4d8 damage of the spirit’s type. On a successful save, the target isn’t Restrained by the spirit.
Using a Higher-Level Spell Slot. The damage increases by 2d8 for each spell slot level above 5."
