package,n_total,n_unique
glmgraph,20,13
automultinomial,42,9
AutoSEARCH,17,10
autota,49,31
AWAPer,16,6
awsjavasdk,4,3
b6e6rl,9,4
babar,16,4
BaBooN,20,13
BACA,2,2
badgecreatr,44,28
BAEssd,529,10
baggedcv,2,1
baggingbwsel,127,50
baitmet,39,20
baker,395,170
balance,36,21
BALD,54,20
BaMORC,49,19
banR,8,7
BAREB,18,14
barsurf,133,84
baseflow,22,10
basicTrendline,2,2
BASIX,5,5
batchr,55,33
BaTFLED3D,80,21
BayesBEKK,9,5
bayesefa,20,20
BayesGESM,80,26
BayesianAnimalTracker,31,18
BayesianFROC,376,149
BayesMAMS,8,5
bayesmodels,316,76
BayesNI,50,11
BayesOrdDesign,119,30
bayespref,3,2
BayesValidate,1,1
BayHaz,24,13
BaySIC,11,7
bbefkr,89,17
bbemkr,52,25
BBMM,2,2
BBMV,193,22
bbo,8,6
BCA,53,31
bcc,7,7
BCellMA,37,20
Bclim,10,6
bcpmeta,29,14
bcr,16,9
bcv,26,12
bdynsys,31,14
beadarrayFilter,6,2
beats,26,19
benchden,216,156
betaboost,16,14
betafam,3,2
BGPhazard,140,46
biasbetareg,1,1
BigDataStatMeth,41,35
BigTSP,19,11
bimetallic,14,5
bimixt,111,31
binaryLogic,63,30
binnednp,164,44
binomialcftp,1,1
binomialMix,12,7
binomlogit,18,9
binostics,16,15
BinQuasi,110,36
BioInstaller,101,56
BIOM.utils,45,27
BioMedR,167,128
biorxivr,5,4
bioset,42,31
Biotech,48,27
BIRDS,75,43
BIS,12,9
bisect,16,9
bivariate,117,62
BivarP,14,6
bivquant,72,39
BKPC,11,8
blaster,2,2
blin,49,20
blindrecalc,40,11
blkbox,9,4
blockcluster,1,1
blockcpd,44,21
BlockFeST,17,17
BlockMessage,2,1
blockRAR,3,2
blockTools,21,15
blsAPI,1,1
bmeta,32,10
bmk,11,8
bmmix,14,7
BNDataGenerator,18,14
BNN,1,1
bnormnlr,4,3
bnpmr,7,4
BOG,5,3
bomrang,30,25
bomWater,18,10
boomer,20,16
boostr,90,45
bootRes,12,8
bootspecdens,24,17
bootsPLS,32,20
boottol,7,5
boxcoxmix,91,36
bpcs,48,31
bPeaks,6,4
BPmodel,149,25
brainwaver,45,29
BrasilMF,5,5
breakage,11,9
brickr,26,16
broomExtra,10,9
brt,6,6
bsem,12,7
BSGS,15,9
BullsEyeR,3,3
bvenn,8,6
BVS,15,8
c14bazAAR,131,83
cairoDevice,4,4
caliver,23,14
CallEshotgun,14,13
capwire,50,20
cardioModel,40,17
CARE1,96,13
cargo,52,22
CARS,6,3
cartools,251,79
carx,64,33
caschrono,12,9
casen,19,15
cat.dt,36,21
catchr,93,58
CateSelection,13,9
CATkit,114,19
catspec,12,11
catSplit,1,1
causalCmprsk,7,1
CausalFX,67,37
cban,1,1
cbar,40,20
cbird,11,5
cbsem,43,18
ccafs,50,31
CCAGFA,22,15
ccboost,1,1
ccChooser,2,2
ccdrAlgorithm,50,34
CCpop,75,17
CDatanet,58,21
cdb,4,3
cde,25,19
CDECRetrieve,9,8
CDSeq,17,13
CDVine,153,64
CEC,24,18
cec2013,1,1
cecs,23,12
cemco,25,14
cenROC,51,23
CensMFM,82,26
CensRegMod,33,11
cents,18,14
CepLDA,24,10
cernn,11,7
CfEstimateQuantiles,4,2
cgdsr,2,2
cgh,2,1
changedetection,75,25
changepoint.mv,26,9
ChargeTransport,91,64
CHCN,12,11
cheatR,11,8
chebpol,108,46
ChemometricsWithR,60,30
chi2x3way,5,5
childhoodmortality,8,5
chorrrds,22,15
chromoR,47,26
cin,10,6
circglmbayes,55,36
CISE,3,3
citbcmst,25,7
citccmst,25,8
Cite,1,1
citr,24,18
CityPlot,1,1
CityWaterBalance,16,13
ciuupi,47,20
class,27,17
classyfireR,8,6
cleanerR,24,16
cleanr,26,13
clere,32,6
climate,36,20
ClimDown,113,52
clinUtiDNA,4,3
clpAPI,70,69
CLSOCP,37,13
clustAnalytics,187,94
clusterGenomics,51,20
clusteval,16,12
clustsig,34,20
CMatching,3,3
CMC,3,2
CME.assistant,68,42
CNOGpro,20,14
CNull,43,23
COBRA,14,8
cocoreg,120,73
codadiags,77,41
coexist,57,34
coindeskr,3,2
CoinMinD,1,1
CollapsABEL,248,149
collectArgs,6,2
collector,57,37
coloredICA,2,1
colorfulVennPlot,58,18
ColorPalette,11,11
colortools,10,2
colr,1,1
CombinePValue,7,4
CombMSC,22,8
CoMiRe,74,18
commandr,29,17
CommT,1,1
CommunityCorrelogram,18,11
compareODM,1,1
compboost,2,2
compendiumdb,14,7
CompLognormal,45,13
Compounding,32,17
CompRandFld,119,46
compstatr,63,43
concor,2,2
concurve,29,10
CONDOP,66,20
CondReg,16,10
ConfoundedMeta,5,3
congressbr,83,55
conics,21,9
ConjointChecks,14,10
connections,42,28
constrainedKriging,62,24
contact,318,80
container,364,185
contextual,72,27
conting,57,27
convergEU,74,20
cooccurNet,62,41
cooptrees,62,25
coprimary,131,6
CopulaDTA,20,10
CopyDetect,39,11
CorDiff,1,1
coreheat,12,10
coreTDT,15,10
CORM,65,32
CorporaCoCo,53,36
corTools,7,7
COSINE,20,6
cosso,156,50
countyfloods,31,15
countytimezones,6,4
countyweather,21,14
covid19jp,1,1
covid19mobility,20,12
covid19nytimes,3,3
covidregionaldata,87,32
covLCA,22,17
covreg,1,1
CovSelHigh,9,6
CoxBoost,16,10
coxinterval,53,20
coxmeg,82,13
CoxPhLb,32,21
CoxRidge,6,2
cpcens,44,26
CPE,2,2
cplexAPI,212,191
cptec,23,11
CR,5,4
CRAC,4,2
crblocks,8,4
CreditMetrics,9,8
CreditRisk,47,13
crminer,63,52
crn,5,4
CropScapeR,32,21
CrossClustering,19,13
crossmatch,3,2
crossReg,2,1
CrossScreening,80,18
CRPClustering,2,2
crrp,9,7
crrstep,9,4
crskdiag,9,8
csabounds,66,19
csrplus,2,2
csSAM,7,6
cstar,27,5
CSUV,121,65
CTD,19,14
ctDNAtools,36,21
cuml,68,60
cumplyr,4,2
customLayout,50,36
customsteps,9,6
cutoffR,24,15
cuttlefish.model,4,3
CVarE,24,18
CVcalibration,4,3
cvq2,9,3
CVTuningCov,11,9
cvxbiclustr,39,19
cvxclustr,26,14
cwm,6,5
cyanoFilter,15,12
cyphid,27,15
CytobankAPIstats,22,14
CytobankBridgeR,13,10
D3GB,29,20
DAC,5,2
darts,16,8
dash,166,74
dashboard,2,2
Data2LD,61,29
datacheck,35,33
datadigest,11,8
DataEntry,42,34
datagovsgR,46,10
datamap,10,10
datamaps,35,26
datamart,93,56
datapackage.r,59,35
DataPackageR,33,23
dataQualityR,4,3
datasus,30,2
dbEmpLikeGOF,13,10
dbEmpLikeNorm,17,10
dbfaker,65,19
DBGSA,5,5
DBR,13,10
DCGL,17,11
dcminfo,10,7
dcortools,131,59
dcv,1,1
DDPGPSurv,66,36
ddsPLS,52,16
DealGPL570,1,1
deamer,41,27
DecisionAnalysis,18,11
DeducerPlugInExample,1,1
DeducerPlugInScaling,2,2
DeducerSpatial,1,1
DEEPR,2,1
define,25,21
deGradInfer,91,47
deisotoper,11,7
delt,568,106
deltar,6,5
Demerelate,41,21
dendrometeR,22,12
DengueRT,82,16
denpro,1036,236
Density.T.HoldOut,68,26
DEploid,10,9
deseasonalize,2,1
designGG,39,21
desire,204,94
DESnowball,25,15
DET,23,13
dfConn,30,20
dfexplore,4,4
dfrr,48,10
dggridR,48,45
dgmb,11,10
DGVM3D,40,20
dialectR,10,9
dielectric,5,4
diffdepprop,61,19
diffman,49,27
diffrprojects,50,32
diffrprojectswidget,18,11
DiffusionRgqd,146,35
DiffusionRimp,199,36
DiffusionRjgqd,146,54
dils,18,14
disco,8,6
DiscriMiner,51,13
diseasemapping,11,6
displayHTS,7,3
dissUtils,9,6
distdrawr,6,3
distr6,405,208
distribglm,45,24
Distributacalcul,156,117
DivMelt,28,25
dlmap,10,8
dmacs,15,7
dmt,116,58
DMwR,132,82
dna,23,5
docdescriptR,12,7
docinfeR,8,7
documair,183,53
document,21,16
DODR,20,7
DoE.multi.response,6,5
Dominance,19,8
dominanceanalysis,93,56
DominoPredictionLogging,5,4
doMIsaul,33,17
dotdot,2,1
dpa,40,27
dpcid,10,6
dplRCon,12,11
dplyr.teradata,19,19
DPWeibull,28,26
DrInsight,18,9
drmdel,63,30
dropR,5,5
drugCombo,52,22
drughelper,5,4
DSBayes,30,8
DSpat,65,28
DSsim,76,53
dstack,42,14
DStree,71,33
DSviaDRM,6,3
DTComPair,25,14
DTK,1,1
dtree,33,14
dummies,5,4
DunnettTests,108,26
dupiR,7,6
durmod,135,62
DynamicDistribution,42,23
dynamicGraph,458,120
dynamo,3,2
dynatopmodel,231,180
dynfrail,15,7
dynia,20,4
dynOmics,7,4
DySeq,27,20
EasyHTMLReport,30,20
EasyMARK,7,5
EBASS,99,16
EBEN,3,3
EBglmnet,15,7
ebmstate,91,41
ebSNP,2,1
ecap,29,9
ecce,3,3
ECFsup,15,10
EcoGenetics,168,111
EcoHydRology,34,20
ecoseries,4,3
EcoSimR,49,45
ECSFargateProvider,120,80
edbuildr,39,8
edcc,2,1
edci,24,18
eddi,5,3
edgeRun,6,5
EditImputeCont,4,4
edrGraphicalTools,18,9
effectFusion,78,32
EffectsRelBaseline,5,5
efts,106,47
egcm,223,70
eiCompare,70,44
eigeninv,1,1
EILA,42,21
elasticIsing,5,4
elasticsearchr,52,29
elec.strat,45,17
ElectionsLATAM,24,15
EMA,103,47
EMC,76,13
emma,18,13
emme2,34,17
endogMNP,8,5
eNetXplorer,17,13
ennet,21,18
enRich,56,14
entcn,1,1
EntropyExplorer,11,11
enviPick,7,5
EnviroStat,50,29
envlpaster,24,11
epca,40,25
epi2me2r,12,9
epiGWAS,27,17
EpiNow2,179,115
epiphy,226,136
episplineDensity,30,17
Eplot,7,5
EPP,17,13
epuR,8,8
eqs2lavaan,6,3
eqtl,16,9
equSA,66,36
ergm.multi,87,64
erpR,86,22
erratum,54,43
errorizer,4,3
ES,15,6
ESEA,11,8
ESGtoolkit,18,16
estout,4,1
EstSimPDMP,5,4
estudy2,25,21
Eunomia,3,3
evaluator,83,61
evdbayes,17,9
events,49,31
eventstudies,82,52
EvoRAG,1086,12
evt0,41,19
EW,18,9
EWOC2,48,16
exactLoglinTest,23,15
exactmeta,26,13
excerptr,1,1
exdqlm,139,43
exoplanets,4,3
expands,27,9
expert,31,19
expose,9,7
exPrior,16,13
exptest,24,24
exsic,23,18
extraBinomial,1,1
extraTrees,13,11
extWeibQuant,28,17
eyetracking,2,1
ezsim,18,13
facilitation,23,17
FactMixtAnalysis,6,5
factorcpt,33,14
factorEx,66,34
factorMerger,195,101
factorQR,20,14
factualR,6,5
fakemake,32,20
fam2r,14,9
FamEvent,111,31
Familias,82,15
FAMILY,44,24
fanc,18,12
fasi,7,2
fast,5,3
fastAdaboost,20,16
fasteraster,1,1
FastHCS,16,8
fastHICA,1,1
FastLZeroSpikeInference,11,10
fastquant,2,2
fastStat,141,52
FBN,5,4
fbRanks,101,36
fcd,26,14
fCertificates,34,30
FCGR,62,12
FcircSEC,6,5
fdakma,15,10
fdcov,75,47
fDMA,154,91
FDRreg,13,7
fec16,4,4
fedreporter,4,1
feedeR,17,10
fExoticOptions,3,3
fExpressCertificates,100,46
ffbase,101,64
FField,5,2
fgac,161,39
fgof,60,27
fgpt,16,7
fhidata,21,10
FIACH,132,61
fidap,1,1
FieldSim,23,16
fingertipscharts,22,15
fingertipsR,64,19
fipe,14,9
firebase,17,16
Fiscore,18,16
fisheyeR,39,22
fishflux,33,20
FisHiCal,13,11
fishmove,19,12
FitAR,30,8
FitARMA,11,6
fitdc,54,29
fitDRC,190,78
fitTetra,27,20
flars,185,26
flightplanning,9,5
FloodMapper,10,7
florestal,27,5
flow,101,47
flowDiv,28,9
flower,9,8
flowfield,14,6
flows,11,10
FlywayNet,38,25
FMAdist,20,13
foba,4,3
fontMPlus,1,1
foodweb,5,5
ForecastFramework,13,1
forensic,10,4
forensim,270,67
forestChange,22,10
forestSAS,25,8
ForImp,1,1
FormalSeries,5,4
ForwardSearch,3,2
fpca,134,68
fpmoutliers,15,14
fractalRegression,10,10
freesurfer,67,30
freetypeharfbuzz,3,3
FREG,99,21
frictionless,43,17
fritools,143,88
frm,134,18
frmqa,45,19
frontiles,15,6
frost,19,17
frt,4,3
ftnonpar,14,9
fts,131,110
fugeR,14,8
fulltext,774,314
funbarRF,4,2
FunCluster,89,32
functools,26,25
funest,15,7
fusedest,52,17
FusionLearn,3,3
futile.paradigm,17,9
future.BatchJobs,84,54
fuzzyFDR,5,2
FuzzyToolkitUoN,33,21
fwildclusterboot,101,44
fxtract,3,1
G1DBN,5,5
GABi,9,8
GaDiFPT,39,11
GADMTools,111,73
gama,15,13
GAMBoost,26,17
games,153,67
gamlss.nl,25,16
gamlss.util,67,40
gamm4.test,72,23
garchmodels,48,24
adjustedCurves,137,70
AlphaPart,47,43
anndata,46,38
dccvalidator,123,72
glmmboot,7,6
glmmsr,182,101
globalboosttest,2,2
GlobalDeviance,10,6
globalGSA,11,6
glrt,30,16
GMZTests,11,8
gof,22,15
GOGANPA,2,2
goldi,10,9
googlesheets,159,74
GPCSIV,9,4
gPdtest,3,2
GPrank,3,2
gps,62,26
gptk,177,32
gradDescent,60,28
grainchanger,17,16
granova,8,6
gRapfa,29,18
graphscan,2,2
GreedySBTM,13,9
gremes,459,218
greyzoneSurv,20,11
GriegSmith,5,5
grouped,14,7
groupedstats,13,11
GroupSeq,171,20
GRPtests,17,9
GSAgm,3,2
gset,16,5
GSIF,22,19
gskat,50,22
gsrsb,45,19
gstudio,272,81
gtcorr,30,14
gtkDevice,2,2
gtm,8,3
gtsf,13,11
gtx,44,39
GuardianR,5,3
GuessCompx,13,6
guf,30,20
GUIgems,254,107
guiplot,54,26
gutenbergr,10,9
KFKSDS,17,14
kineticF,4,3
kinfit,50,9
kinn,25,16
kinship,119,62
kintone,2,2
kittyR,3,2
kmconfband,28,12
kmcudaR,2,2
KMDA,7,3
kmeans.ddR,11,7
kmeRs,9,4
KMgene,111,29
Kmisc,131,102
kmlcov,13,10
knn,15,6
knnFinder,1,1
knnGarden,1,1
knnIndep,27,11
knnTree,5,4
Knoema,34,18
knorm,15,7
KnowGRRF,2,1
kobe,84,41
KOBT,6,5
kolmim,3,3
komadown,4,3
KoNLP,57,42
KRIG,20,20
kscons,27,15
KsPlot,6,3
ktspair,48,15
kubik,79,45
kulife,2,2
kuniezu,9,9
kzfs,179,62
kzft,69,14
labelrank,9,5
labeltodendro,36,21
LadR,25,8
laercio,4,3
lago,39,19
LakeMetabolizer,191,75
lambda.tools,2,1
Lambda4,96,20
LANDD,37,22
landmap,7,6
LargeRegression,1,1
largeVis,39,29
laser,75,24
lass0,9,7
lasso2,41,31
lassoscore,12,11
lasvmR,3,3
latentnetHRT,115,60
LatentREGpp,111,56
latticedl,40,12
latticist,173,57
lava.tobit,30,14
lawn,202,178
lazyraster,23,16
lazyrmd,2,2
LBC,5,5
lbiassurv,57,28
LBLGXE,3,2
lcd,4,4
lcmr,53,21
LCox,5,4
lda.cv,2,2
lda.svi,1,1
ldDesign,85,33
LDdiag,22,15
ldlasso,16,8
LDOD,42,14
LDPD,34,17
ldr,79,22
ldstatsHD,141,64
LeafAngle,2,1
leaflethex,5,3
leafletR,15,8
LEAPFrOG,53,14
LearnEDA,29,17
learningCurve,34,17
learnstats,31,3
lefse,15,15
LeLogicielR,13,12
lemma,35,12
LendingClub,69,46
lettercase,43,25
lfstat,185,89
lga,10,9
LGS,4,2
libamtrack,40,32
LICORS,64,22
LICurvature,5,3
LIHNPSD,172,94
likeLTD,494,203
limitplot,2,2
limma,252,162
LindleyR,133,86
linear.tools,10,7
LinearizedSVR,2,2
linearOrdering,4,4
lineqGPR,46,30
linkim,11,10
linkR,124,41
linLIR,15,6
lint,76,43
liquidSVM,83,45
liso,53,34
lisp,27,21
listdtr,15,10
listless,8,3
LLAhclust,18,18
LLdecomp,5,5
lle,12,6
lllcrc,104,56
lmbc,5,3
lmec,5,3
lmem.gwaser,46,29
lmem.qtler,17,17
lmeNB,108,51
lmeNBBayes,72,49
lmenssp,10,5
lmeVarComp,20,11
LMGene,49,26
lmkCHK,23,20
LMMELSM,22,9
lmmen,23,7
lmmfit,37,19
lmmlasso,104,38
lmms,28,19
lmSupport,47,46
LN0SCIs,13,9
LN3GV,42,13
LncMod,2,1
LncPriCNet,6,5
localdepth,90,46
LocFDRPois,70,11
log10,5,5
logcondens.mode,140,47
logconPH,31,21
loggle,18,11
LogicForest,34,19
LOGICOIL,1,1
logilasso,38,22
LogisticDx,22,14
logistiX,32,11
LOGIT,11,10
logitchoice,10,6
LogitNet,2,2
LogrankA,3,1
LogrankPower,1,1
longclust,4,4
longitudinalcascade,41,20
longRPart,50,12
loop,35,19
loopr,4,4
loose.rock,45,24
lossDev,55,20
lplyr,2,2
lpmodeler,5,5
LPR,14,6
LPStimeSeries,7,5
LPTime,13,3
lqa,157,13
LSC,6,6
lsdv,11,7
lsgl,13,11
lshorth,6,2
lss,2,1
ltbayes,37,4
LTR,2,2
ltsbase,1,1
lucr,10,8
lumendb,12,8
LumiWCluster,17,2
LumReader,5,5
LVMMCOR,8,3
LVQTools,117,88
lymphclon,14,9
M3,26,11
M4comp,3,3
m4fe,35,26
maanova,148,79
maboost,123,12
MAc,95,73
machina,13,4
MachineLearning,34,23
MAclinical,7,7
macs,62,36
MADAM,5,3
MAFDash,20,14
mafs,16,5
magma,6,1
MagneticMap,1,1
magnets,14,12
majesticR,3,3
makeParallel,67,43
makeR,26,14
makesweave,1,1
malaria.em,94,44
Malmig,7,2
MAMA,232,83
MAMSE,39,21
mapDK,16,3
mapfuser,17,16
Mapinguari,6,6
mapLD,20,10
MAPLES,21,8
mapReduce,3,3
mapStats,8,6
MAR1,25,19
margie,20,10
marginalmodelplots,22,17
marginalRisk,7,6
marginTree,105,35
margLikArrogance,3,2
marindicators,88,34
marinespeed,60,27
MarkedPointProcess,77,26
markerSearchPower,56,27
marketeR,5,5
maRketSim,328,94
marl,10,2
MARX,79,24
MaskJointDensity,43,16
MASSI,10,7
MatchingFrontier,15,13
MatchIt.mice,17,13
MatchItEXT,7,6
MatchItSE,13,9
matdist,66,26
mateable,29,17
mathgraph,4,3
maticce,42,28
matie,76,37
matR,90,47
Matrix.utils,6,4
matrixpls,168,82
MATTOOLS,45,20
MatTransMix,21,11
MAVTgsa,25,10
MaXact,2,1
maxadjAUC,14,3
maxent,5,5
MaximinInfer,32,15
maxLinear,9,9
maxTPR,17,5
MazamaWebUtils,12,11
MBCluster.Seq,93,45
mbgraphic,105,38
MBI,26,21
mbmdr,21,7
MBTAr,17,17
MC2toPath,8,5
MCAPS,2,2
mcc,3,3
MCDM,37,10
mcgfa,20,14
mcgibbsit,1,1
mcGlobaloptim,4,4
mcheatmaps,8,7
mchof,99,56
MCI2,2,2
mcIRT,56,38
MCLIME,16,11
mcll,12,6
mclust02,73,22
mclust1998,27,12
mcmcabn,37,15
MCMChybridGP,112,20
MCMCtGARCH,9,5
MCMCtGARCHM,9,5
MCMCtNARCH,7,4
MConjoint,33,23
mcPAFit,2,2
McParre,19,9
mcpd,20,12
MCPerm,38,3
mcsm,114,57
McSpatial,99,43
MCUSUM,1,1
MDD,21,3
MDM,18,10
MDR,29,12
mdsr,10,10
mdsstat,63,28
meanscore,2,1
MeanShift,28,16
meaRtools,75,39
mecdf,9,7
mechkar,87,38
medAdherence,5,5
MeDiChI,26,15
meditate,2,2
medmod,25,3
MedOr,8,6
meedr,12,7
MEET,154,86
megaptera,161,84
Meiosis,40,29
melody,34,12
melviewr,14,9
memnet,106,89
MenuCollection,67,58
mephas,24,9
MergeGUI,32,18
MeshesOperations,100,57
meshsimp,4,3
met,11,8
MetABEL,2,1
metaboGSE,14,11
MetaboList,22,13
metabolomics,26,17
MetaboLouise,4,4
Metabonomic,588,77
MetaClean,39,18
Metadata,20,6
MetaDBparse,140,61
MetaDE,132,88
metagen,125,63
metaheur,38,17
MetamapsDB,164,58
MetaPath,21,11
MetaPCA,24,16
metaplotr,2,2
metapro,10,5
MetaQC,19,18
Metatron,8,8
MetFns,72,31
Meth27QC,9,7
Methplot,3,3
MethyBayes,7,6
MetNorm,34,6
metricTester,275,137
metrumrg,897,416
metScanR,11,11
MetStaT,81,54
MEWMA,1,1
MExPosition,71,37
MF,35,13
mfblock,23,8
mfbvar,164,87
MFDA,21,12
MFHD,37,14
MFKnockoffs,81,45
mfr,132,79
MFSAS,70,30
MfUSampler,54,15
MGL,1,1
mglR,39,30
mgpd,415,53
mgraph,52,43
MGRASTer,15,11
mGSZ,64,26
mhde,16,9
MHMM,22,11
mht,38,16
MHTcop,58,20
gvcm.cat,165,37
GWAF,52,11
gwdegree,12,9
gwerAM,9,6
gWidgets,272,63
gWidgets2RGtk2,41,23
gWidgetsRGtk2,314,104
gWidgetsrJava,273,75
gWidgetstcltk,417,76
gWidgetsWWW,174,109
gWQSRS,8,6
GxM,19,12
gyriq,26,15
h5,87,47
h5r,8,4
hacks,16,15
hadron,765,265
hail,6,4
Hankel,1,1
HAP.ROR,26,6
HapEstXXR,65,24
haplo.score,24,14
haploReconstruct,14,11
happybiRthday,3,2
HarmonicRegression,19,9
HARtools,43,41
harvestr,27,19
hashmap,6,6
hazus,1,1
hbdct,9,3
hbm,9,7
HBP,27,10
hcc,2,2
HCD,19,15
HCmodelSets,1,1
hcp,151,79
hddtools,7,6
hdeco,49,15
hdlm,15,12
HDMD,3,3
HDPenReg,18,11
hdr,4,3
miceExt,37,26
miceMNAR,4,1
MiClip,3,2
microclustr,56,27
MicroSEC,22,19
MicroStrategyR,51,35
MIfuns,415,203
MigClim,1,1
migrbc,21,17
MIICD,62,27
MILC,24,13
milonga,2,2
MImix,6,5
mimR,115,55
mindicador,7,4
minet,22,11
Miney,7,5
minimist,1,1
miniparquet,1,1
minPtest,9,6
MInt,32,22
minxent,11,5
miP,5,5
MIPHENO,4,4
miraculix,77,46
miRada,4,4
MiRAnorm,43,20
mirf,1,1
MIRL,3,2
MISA,8,5
miscor,37,20
MiscPsycho,102,46
Miso,15,8
MissingDataGUI,51,24
MissMech,26,17
MitISEM,53,23
MixedDataImpute,8,5
mixedQF,5,4
mixEMM,5,3
mixer,81,43
mixfdr,11,4
mixggm,29,19
mixlink,162,67
MixMod,99,51
mixnet,25,18
mixOmics,404,152
mixor,2,2
mixpack,43,38
mixRasch,6,5
mixsep,74,36
mixstock,189,84
mixtNB,5,4
mkde,30,26
MlBayesOpt,14,11
mlbgameday,25,22
mlbstatsR,16,10
mlCopulaSelection,7,2
MLDA,17,9
mlDNA,41,12
mleap,32,24
mleur,8,4
mlgt,34,25
mlica,1,1
mlica2,1,1
mljar,48,25
mlmm,18,3
MLPA,59,29
MLPAstats,34,15
mlPhaser,22,15
mlr3proba,96,60
mlr3spatiotempcv,53,42
MLRMPA,7,4
mlvocab,30,20
mmds,92,40
mmeta,90,37
mmetrics,15,11
MMG,4,3
MmgraphR,19,15
MMIX,22,12
mmlcr,3,3
MMMS,5,5
mmpca,68,29
mmppr,18,11
MMPPsampler,20,14
MMS,18,11
mmtfa,30,22
mnlogit,50,29
mnormpow,2,2
mnspc,7,5
mobForest,48,28
Mobilize,63,50
mobsim,29,20
moc.gapbk,33,11
moc,82,30
modcmfitr,28,10
modelcf,164,79
modelfree,395,78
ModelGood,121,68
modellingTools,12,8
modello,119,81
ModelMap,60,31
modes,16,11
modeval,12,12
modiscloud,46,29
MODISSnow,2,2
modTempEff,20,7
moezipfR,25,21
MOJOV,21,13
MonetDBLite,48,24
monkeylearn,35,21
monogeneaGM,26,17
monoProc,3,1
MoonFinder,7,2
moonsun,7,5
mopa,36,22
MOrder,4,4
morgenstemning,2,2
morpheus,15,10
MortalitySmooth,42,15
MortHump,140,36
mosaic.find,123,53
mosaicManip,153,80
mota,1,1
MotilityLab,94,54
motmot.2.0,196,65
mousetrack,27,14
mpa,11,7
MPAgenomics,111,55
mpbart,2,2
mpc,28,28
mpcmp,128,52
mpcv,2,2
mph,2,2
MPINet,13,7
MPkn,5,5
mpMap,90,52
mpMap2,190,106
Mposterior,4,4
mppa,20,12
mprobit,22,18
mptools,39,13
mQTL,108,60
mr,48,32
mRchmadness,16,9
MRCV,42,20
mrdrc,178,52
MRIaggr,351,57
mRm,10,7
MRMR,60,41
mrp,11,6
MRSP,66,29
MRsurv,3,2
mrt,37,10
MRwarping,2,2
msap,33,15
msarc,106,58
MsatAllele,16,11
MSBVAR,185,68
mscalib,411,171
MsdeParEst,109,21
mseapca,4,2
MSeasy,3,3
MSeasyTkGUI,63,12
mseq,1,1
msgcop,5,3
msgpack,64,41
msgtools,49,29
MSIseq,4,4
mspath,43,33
msProcess,65,26
msr,88,45
mssqlR,12,8
msSurv,40,16
MSToolkit,150,36
MSVAR,9,3
mtconnectR,74,44
MTGS,8,5
mtk,22,15
mtsc,2,2
MTSKNN,8,4
MTurkR,297,80
MTurkRGUI,106,37
MUCflights,8,5
mudata,161,58
mudfold,45,32
MuFiCokriging,18,9
mugnet,4,3
multdyn,44,28
multiband,27,18
multic,214,97
MultiChIPmixHMM,3,3
MultiCNVDetect,2,2
multicon,125,33
multicross,10,7
multifluo,32,13
MultiGHQuad,2,2
MultiHorizonSPA,17,8
multilevelMatching,46,25
MultiMeta,7,6
multinbmod,12,6
multinomRob,123,44
multiPIM,16,4
multiplyr,102,59
multistate,257,42
multistateutils,36,17
MultiSV,1,1
multitable,125,59
multiv,14,11
multiversion,91,38
multiviewtest,54,13
multmod,17,6
multtest,84,52
muma,8,2
muscle,4,4
muscor,3,2
musicNMR,3,3
muStat,45,11
mut,33,7
mutatr,32,14
MVB,8,7
mvc,49,21
mvcluster,1,1
mvcwt,17,14
mvgraph,2,2
mvnmle,9,5
mvpart,56,25
MVPARTwrap,17,9
MVpower,1,1
mvprpb,2,1
mvrtn,1,1
mvst,126,73
MVT,43,24
mvtboost,50,27
mwaved,49,33
myepisodes,14,9
healthforum,57,33
HEAT,1,1
heavy,28,15
hei,7,6
helpr,234,110
het.test,1,1
hetmeta,19,4
HFWutils,31,27
hgam,30,17
HGLMMM,340,52
hhcartr,133,70
HI,5,5
HIBAG,106,43
HIBPwned,12,7
HiCblock,6,4
HiCglmi,9,5
hidetify,12,10
HiDimMaxStable,50,38
hierband,20,12
hierbase,40,28
hierDiversity,9,5
hierformR,22,10
HierO,27,13
HierPorfolios,10,3
hiertest,21,11
HIest,103,21
highD2pop,81,29
HighDimOut,13,7
hillmakeR,1,1
hints,6,4
HiPLARM,22,22
hiPOD,6,5
hisemi,257,35
HIV.LifeTables,28,3
hlr,11,8
hmgm,66,18
hmi,40,13
hmma,191,129
hmmhdd,14,12
HMMmix,2,2
HMMoce,107,42
hockeyR,27,17
hof,14,10
hogsvdR,8,5
HomoPolymer,108,31
homtest,54,31
hopach,84,42
horizon,1,1
horserule,25,14
HotDeckImputation,4,4
HPbayes,30,12
HPO.db,9,7
HPOSim,22,9
hrIPW,3,2
HRQoL,56,37
hrr,5,2
HSAR,32,16
hsicCCA,25,7
hsm,10,6
hsmm,36,17
HSROC,18,11
HSSVD,10,8
HTML,3,2
HTMLapplets,3,3
htmltidy,13,13
HTSDiff,3,3
humarray,267,96
HumMeth27QCReport,10,7
HURDAT,3,3
HW.pval,18,6
HWEBayes,36,12
hwriterPlus,6,6
HWxtest,51,21
HybridFS,13,7
hybridHclust,37,22
HybridMC,2,1
hydroApps,15,12
hydrolinks,26,10
hydrosanity,467,120
hydroscoper,50,35
hyperdirichlet,39,11
hypergea,2,1
hyperSMURF,11,8
hyphenatr,4,3
HyPhy,8,4
hypoparsr,86,37
