year,race,dollar_type,number,income_quintile,income_dollars
1995,Hispanic,2019 Dollars,7939000,Fourth,77372
1995,Hispanic,2019 Dollars,7939000,Top 5%,134190
1994,Hispanic,2019 Dollars,7735000,Lowest,16640
1994,Hispanic,2019 Dollars,7735000,Second,30976
1994,Hispanic,2019 Dollars,7735000,Third,49681
1994,Hispanic,2019 Dollars,7735000,Fourth,79513
1994,Hispanic,2019 Dollars,7735000,Top 5%,140760
1993,Hispanic,2019 Dollars,7362000,Lowest,17401
1993,Hispanic,2019 Dollars,7362000,Second,31448
1993,Hispanic,2019 Dollars,7362000,Third,49059
1993,Hispanic,2019 Dollars,7362000,Fourth,77410
1993,Hispanic,2019 Dollars,7362000,Top 5%,133653
1992,Hispanic,2019 Dollars,7153000,Lowest,17195
1992,Hispanic,2019 Dollars,7153000,Second,31882
1992,Hispanic,2019 Dollars,7153000,Third,49799
1992,Hispanic,2019 Dollars,7153000,Fourth,78309
1992,Hispanic,2019 Dollars,7153000,Top 5%,132814
1991,Hispanic,2019 Dollars,6379000,Lowest,17659
1991,Hispanic,2019 Dollars,6379000,Second,33042
1991,Hispanic,2019 Dollars,6379000,Third,51509
1991,Hispanic,2019 Dollars,6379000,Fourth,80275
1991,Hispanic,2019 Dollars,6379000,Top 5%,137677
1990,Hispanic,2019 Dollars,6220000,Lowest,18233
1990,Hispanic,2019 Dollars,6220000,Second,33293
1990,Hispanic,2019 Dollars,6220000,Third,51814
1990,Hispanic,2019 Dollars,6220000,Fourth,79904
1990,Hispanic,2019 Dollars,6220000,Top 5%,137378
1989,Hispanic,2019 Dollars,5933000,Lowest,18709
1989,Hispanic,2019 Dollars,5933000,Second,34939
1989,Hispanic,2019 Dollars,5933000,Third,54459
1989,Hispanic,2019 Dollars,5933000,Fourth,85130
1989,Hispanic,2019 Dollars,5933000,Top 5%,141736
1988,Hispanic,2019 Dollars,5910000,Lowest,17119
1988,Hispanic,2019 Dollars,5910000,Second,32920
1988,Hispanic,2019 Dollars,5910000,Third,52131
1988,Hispanic,2019 Dollars,5910000,Fourth,80959
1988,Hispanic,2019 Dollars,5910000,Top 5%,137828
1987,Hispanic,2019 Dollars,5642000,Lowest,16945
1987,Hispanic,2019 Dollars,5642000,Second,32382
1987,Hispanic,2019 Dollars,5642000,Third,50938
1987,Hispanic,2019 Dollars,5642000,Fourth,80283
1987,Hispanic,2019 Dollars,5642000,Top 5%,136732
1986,Hispanic,2019 Dollars,5418000,Lowest,17418
1986,Hispanic,2019 Dollars,5418000,Second,32065
1986,Hispanic,2019 Dollars,5418000,Third,51361
1986,Hispanic,2019 Dollars,5418000,Fourth,80391
1986,Hispanic,2019 Dollars,5418000,Top 5%,133126
1985,Hispanic,2019 Dollars,5213000,Lowest,16587
1985,Hispanic,2019 Dollars,5213000,Second,30674
1985,Hispanic,2019 Dollars,5213000,Third,49327
1985,Hispanic,2019 Dollars,5213000,Fourth,75891
1985,Hispanic,2019 Dollars,5213000,Top 5%,126560
1984,Hispanic,2019 Dollars,4883000,Lowest,16451
1984,Hispanic,2019 Dollars,4883000,Second,31154
1984,Hispanic,2019 Dollars,4883000,Third,50412
1984,Hispanic,2019 Dollars,4883000,Fourth,75610
1984,Hispanic,2019 Dollars,4883000,Top 5%,124426
1983,Hispanic,2019 Dollars,4666000,Lowest,15912
1983,Hispanic,2019 Dollars,4666000,Second,30497
1983,Hispanic,2019 Dollars,4666000,Third,47657
1983,Hispanic,2019 Dollars,4666000,Fourth,72654
1983,Hispanic,2019 Dollars,4666000,Top 5%,119714
1982,Hispanic,2019 Dollars,4085000,Lowest,16592
1982,Hispanic,2019 Dollars,4085000,Second,30631
1982,Hispanic,2019 Dollars,4085000,Third,47681
1982,Hispanic,2019 Dollars,4085000,Fourth,72747
1982,Hispanic,2019 Dollars,4085000,Top 5%,118183
1981,Hispanic,2019 Dollars,3980000,Lowest,18351
1981,Hispanic,2019 Dollars,3980000,Second,32521
1981,Hispanic,2019 Dollars,3980000,Third,50344
1981,Hispanic,2019 Dollars,3980000,Fourth,75046
1981,Hispanic,2019 Dollars,3980000,Top 5%,119863
1980,Hispanic,2019 Dollars,3906000,Lowest,18031
1980,Hispanic,2019 Dollars,3906000,Second,32140
1980,Hispanic,2019 Dollars,3906000,Third,49469
1980,Hispanic,2019 Dollars,3906000,Fourth,75016
1980,Hispanic,2019 Dollars,3906000,Top 5%,120119
1979,Hispanic,2019 Dollars,3684000,Lowest,19764
1979,Hispanic,2019 Dollars,3684000,Second,34718
1979,Hispanic,2019 Dollars,3684000,Third,52703
1979,Hispanic,2019 Dollars,3684000,Fourth,77079
1979,Hispanic,2019 Dollars,3684000,Top 5%,126011
1978,Hispanic,2019 Dollars,3291000,Lowest,19265
1978,Hispanic,2019 Dollars,3291000,Second,34981
1978,Hispanic,2019 Dollars,3291000,Third,51570
1978,Hispanic,2019 Dollars,3291000,Fourth,75949
1978,Hispanic,2019 Dollars,3291000,Top 5%,118468
1977,Hispanic,2019 Dollars,3304000,Lowest,19268
1977,Hispanic,2019 Dollars,3304000,Second,33153
1977,Hispanic,2019 Dollars,3304000,Third,48718
1977,Hispanic,2019 Dollars,3304000,Fourth,72884
1977,Hispanic,2019 Dollars,3304000,Top 5%,115308
1976,Hispanic,2019 Dollars,3081000,Lowest,17309
1976,Hispanic,2019 Dollars,3081000,Second,31353
1976,Hispanic,2019 Dollars,3081000,Third,47523
1976,Hispanic,2019 Dollars,3081000,Fourth,70466
1976,Hispanic,2019 Dollars,3081000,Top 5%,106940
1975,Hispanic,2019 Dollars,2948000,Lowest,17534
1975,Hispanic,2019 Dollars,2948000,Second,30588
1975,Hispanic,2019 Dollars,2948000,Third,46099
1975,Hispanic,2019 Dollars,2948000,Fourth,67588
1975,Hispanic,2019 Dollars,2948000,Top 5%,105125
1974,Hispanic,2019 Dollars,2897000,Lowest,19786
1974,Hispanic,2019 Dollars,2897000,Second,33402
1974,Hispanic,2019 Dollars,2897000,Third,49606
1974,Hispanic,2019 Dollars,2897000,Fourth,71151
1974,Hispanic,2019 Dollars,2897000,Top 5%,112528
1973,Hispanic,2019 Dollars,2722000,Lowest,20630
1973,Hispanic,2019 Dollars,2722000,Second,34659
1973,Hispanic,2019 Dollars,2722000,Third,50879
1973,Hispanic,2019 Dollars,2722000,Fourth,72809
1973,Hispanic,2019 Dollars,2722000,Top 5%,110887
1972,Hispanic,2019 Dollars,2655000,Lowest,20096
1972,Hispanic,2019 Dollars,2655000,Second,34006
1972,Hispanic,2019 Dollars,2655000,Third,48775
1972,Hispanic,2019 Dollars,2655000,Fourth,68176
1972,Hispanic,2019 Dollars,2655000,Top 5%,107963
2019,White Alone,Current Dollars,100568000,Lowest,30666
2019,White Alone,Current Dollars,100568000,Second,56702
2019,White Alone,Current Dollars,100568000,Third,90447
2019,White Alone,Current Dollars,100568000,Fourth,147112
2019,White Alone,Current Dollars,100568000,Top 5%,276520
2018,White Alone,Current Dollars,100528000,Lowest,28211
2018,White Alone,Current Dollars,100528000,Second,52444
2018,White Alone,Current Dollars,100528000,Third,83125
2018,White Alone,Current Dollars,100528000,Fourth,133722
2018,White Alone,Current Dollars,100528000,Top 5%,255299
2017,White Alone,Current Dollars,100065000,Lowest,26469
2017,White Alone,Current Dollars,100065000,Second,50035
2017,White Alone,Current Dollars,100065000,Third,81015
2017,White Alone,Current Dollars,100065000,Fourth,130818
2017,White Alone,Current Dollars,100065000,Top 5%,242070
2016,White Alone,Current Dollars,99400000,Lowest,25991
2016,White Alone,Current Dollars,99400000,Second,48540
2016,White Alone,Current Dollars,99400000,Third,77853
2016,White Alone,Current Dollars,99400000,Fourth,125012
2016,White Alone,Current Dollars,99400000,Top 5%,231012
2015,White Alone,Current Dollars,99313000,Lowest,25000
2015,White Alone,Current Dollars,99313000,Second,46309
2015,White Alone,Current Dollars,99313000,Third,75287
2015,White Alone,Current Dollars,99313000,Fourth,120500
2015,White Alone,Current Dollars,99313000,Top 5%,218029
2014,White Alone,Current Dollars,98679000,Lowest,23200
2014,White Alone,Current Dollars,98679000,Second,44314
2014,White Alone,Current Dollars,98679000,Third,71580
2014,White Alone,Current Dollars,98679000,Fourth,116080
2014,White Alone,Current Dollars,98679000,Top 5%,211893
2013,White Alone,Current Dollars,98807000,Lowest,22880
2013,White Alone,Current Dollars,98807000,Second,44000
2013,White Alone,Current Dollars,98807000,Third,70948
2013,White Alone,Current Dollars,98807000,Fourth,113956
2013,White Alone,Current Dollars,98807000,Top 5%,209106
2012,White Alone,Current Dollars,97705000,Lowest,22637
2012,White Alone,Current Dollars,97705000,Second,42000
2012,White Alone,Current Dollars,97705000,Third,67520
2012,White Alone,Current Dollars,97705000,Fourth,108000
2012,White Alone,Current Dollars,97705000,Top 5%,196305
2011,White Alone,Current Dollars,96964000,Lowest,22362
2011,White Alone,Current Dollars,96964000,Second,41000
2011,White Alone,Current Dollars,96964000,Third,65410
2011,White Alone,Current Dollars,96964000,Fourth,105192
2011,White Alone,Current Dollars,96964000,Top 5%,191668
2010,White Alone,Current Dollars,96306000,Lowest,21468
2010,White Alone,Current Dollars,96306000,Second,40036
2010,White Alone,Current Dollars,96306000,Third,64999
2010,White Alone,Current Dollars,96306000,Fourth,103025
2010,White Alone,Current Dollars,96306000,Top 5%,186577
2009,White Alone,Current Dollars,95489000,Lowest,22200
2009,White Alone,Current Dollars,95489000,Second,40634
2009,White Alone,Current Dollars,95489000,Third,64675
2009,White Alone,Current Dollars,95489000,Fourth,102760
2009,White Alone,Current Dollars,95489000,Top 5%,184001
2008,White Alone,Current Dollars,95297000,Lowest,22174
2008,White Alone,Current Dollars,95297000,Second,41000
2008,White Alone,Current Dollars,95297000,Third,65547
2008,White Alone,Current Dollars,95297000,Fourth,103170
2008,White Alone,Current Dollars,95297000,Top 5%,185044
2007,White Alone,Current Dollars,95112000,Lowest,22055
2007,White Alone,Current Dollars,95112000,Second,41000
2007,White Alone,Current Dollars,95112000,Third,65000
2007,White Alone,Current Dollars,95112000,Fourth,102751
2007,White Alone,Current Dollars,95112000,Top 5%,182248
2006,White Alone,Current Dollars,94705000,Lowest,21975
2006,White Alone,Current Dollars,94705000,Second,40000
2006,White Alone,Current Dollars,94705000,Third,62574
2006,White Alone,Current Dollars,94705000,Fourth,100000
2006,White Alone,Current Dollars,94705000,Top 5%,178802
2005,White Alone,Current Dollars,93588000,Lowest,20624
2005,White Alone,Current Dollars,93588000,Second,38139
2005,White Alone,Current Dollars,93588000,Third,60029
2005,White Alone,Current Dollars,93588000,Fourth,94986
2005,White Alone,Current Dollars,93588000,Top 5%,171000
2004,White Alone,Current Dollars,92880000,Lowest,20000
2004,White Alone,Current Dollars,92880000,Second,36341
2004,White Alone,Current Dollars,92880000,Third,58000
2004,White Alone,Current Dollars,92880000,Fourth,91000
2004,White Alone,Current Dollars,92880000,Top 5%,161052
2003,White Alone,Current Dollars,91962000,Lowest,19372
2003,White Alone,Current Dollars,91962000,Second,35830
2003,White Alone,Current Dollars,91962000,Third,56890
2003,White Alone,Current Dollars,91962000,Fourth,90000
2003,White Alone,Current Dollars,91962000,Top 5%,158842
2002,White Alone,Current Dollars,91645000,Lowest,19200
2002,White Alone,Current Dollars,91645000,Second,35201
2002,White Alone,Current Dollars,91645000,Third,55900
2002,White Alone,Current Dollars,91645000,Fourth,86646
2002,White Alone,Current Dollars,91645000,Top 5%,153132
2001,White Alone,Current Dollars,90682000,Lowest,19091
2001,White Alone,Current Dollars,90682000,Second,35017
2001,White Alone,Current Dollars,90682000,Third,55195
2001,White Alone,Current Dollars,90682000,Fourth,85924
2001,White Alone,Current Dollars,90682000,Top 5%,155000
2000,White Alone,Current Dollars,90030000,Lowest,19000
2000,White Alone,Current Dollars,90030000,Second,35000
2000,White Alone,Current Dollars,90030000,Third,54367
2000,White Alone,Current Dollars,90030000,Fourth,84000
2000,White Alone,Current Dollars,90030000,Top 5%,150000
1999,White Alone,Current Dollars,88893000,Lowest,18332
1999,White Alone,Current Dollars,88893000,Second,33605
1999,White Alone,Current Dollars,88893000,Third,52310
1999,White Alone,Current Dollars,88893000,Fourth,81000
1999,White Alone,Current Dollars,88893000,Top 5%,146077
1998,White Alone,Current Dollars,87212000,Lowest,17779
1998,White Alone,Current Dollars,87212000,Second,32250
1998,White Alone,Current Dollars,87212000,Third,50258
1998,White Alone,Current Dollars,87212000,Fourth,77330
1998,White Alone,Current Dollars,87212000,Top 5%,136377
1997,White Alone,Current Dollars,86106000,Lowest,16722
1997,White Alone,Current Dollars,86106000,Second,30760
1997,White Alone,Current Dollars,86106000,Third,48120
1997,White Alone,Current Dollars,86106000,Fourth,74208
1997,White Alone,Current Dollars,86106000,Top 5%,130376
1996,White Alone,Current Dollars,85059000,Lowest,16000
1996,White Alone,Current Dollars,85059000,Second,29440
1996,White Alone,Current Dollars,85059000,Third,46000
1996,White Alone,Current Dollars,85059000,Fourth,70200
1996,White Alone,Current Dollars,85059000,Top 5%,122647
1995,White Alone,Current Dollars,84511000,Lowest,15480
1995,White Alone,Current Dollars,84511000,Second,28456
1995,White Alone,Current Dollars,84511000,Third,43900
1995,White Alone,Current Dollars,84511000,Fourth,67135
1995,White Alone,Current Dollars,84511000,Top 5%,116894
1994,White Alone,Current Dollars,83737000,Lowest,14682
1994,White Alone,Current Dollars,83737000,Second,27000
1994,White Alone,Current Dollars,83737000,Third,41898
1994,White Alone,Current Dollars,83737000,Fourth,64997
1994,White Alone,Current Dollars,83737000,Top 5%,113081
1993,White Alone,Current Dollars,82387000,Lowest,14284
1993,White Alone,Current Dollars,82387000,Second,26149
1993,White Alone,Current Dollars,82387000,Third,40500
1993,White Alone,Current Dollars,82387000,Fourth,62252
1993,White Alone,Current Dollars,82387000,Top 5%,107400
1992,White Alone,Current Dollars,81795000,Lowest,14000
1992,White Alone,Current Dollars,81795000,Second,25699
1992,White Alone,Current Dollars,81795000,Third,39690
1992,White Alone,Current Dollars,81795000,Fourth,60000
1992,White Alone,Current Dollars,81795000,Top 5%,101321
1991,White Alone,Current Dollars,81675000,Lowest,13896
1991,White Alone,Current Dollars,81675000,Second,25236
1991,White Alone,Current Dollars,81675000,Third,38804
1991,White Alone,Current Dollars,81675000,Fourth,58538
1991,White Alone,Current Dollars,81675000,Top 5%,98908
1990,White Alone,Current Dollars,80968000,Lowest,13796
1990,White Alone,Current Dollars,80968000,Second,25000
1990,White Alone,Current Dollars,80968000,Third,37738
1990,White Alone,Current Dollars,80968000,Fourth,56975
1990,White Alone,Current Dollars,80968000,Top 5%,97300
1989,White Alone,Current Dollars,80163000,Lowest,13223
1989,White Alone,Current Dollars,80163000,Second,24394
1989,White Alone,Current Dollars,80163000,Third,37000
1989,White Alone,Current Dollars,80163000,Fourth,55207
1989,White Alone,Current Dollars,80163000,Top 5%,94041
1988,White Alone,Current Dollars,79734000,Lowest,12559
1988,White Alone,Current Dollars,79734000,Second,23017
1988,White Alone,Current Dollars,79734000,Third,35022
1988,White Alone,Current Dollars,79734000,Fourth,52071
1988,White Alone,Current Dollars,79734000,Top 5%,87700
1987,White Alone,Current Dollars,78519000,Lowest,12000
1987,White Alone,Current Dollars,78519000,Second,22000
1987,White Alone,Current Dollars,78519000,Third,33400
1987,White Alone,Current Dollars,78519000,Fourth,49995
1987,White Alone,Current Dollars,78519000,Top 5%,82724
1986,White Alone,Current Dollars,77284000,Lowest,11312
1986,White Alone,Current Dollars,77284000,Second,20832
1986,White Alone,Current Dollars,77284000,Third,31798
1986,White Alone,Current Dollars,77284000,Fourth,47380
1986,White Alone,Current Dollars,77284000,Top 5%,79070
1985,White Alone,Current Dollars,76576000,Lowest,10800
1985,White Alone,Current Dollars,76576000,Second,19968
1985,White Alone,Current Dollars,76576000,Third,30090
1985,White Alone,Current Dollars,76576000,Fourth,45000
1985,White Alone,Current Dollars,76576000,Top 5%,74002
1984,White Alone,Current Dollars,75328000,Lowest,10356
1984,White Alone,Current Dollars,75328000,Second,18978
1984,White Alone,Current Dollars,75328000,Third,28566
1984,White Alone,Current Dollars,75328000,Fourth,42524
1984,White Alone,Current Dollars,75328000,Top 5%,70260
1983,White Alone,Current Dollars,74170000,Lowest,9897
1983,White Alone,Current Dollars,74170000,Second,17744
1983,White Alone,Current Dollars,74170000,Third,26644
1983,White Alone,Current Dollars,74170000,Fourth,39828
1983,White Alone,Current Dollars,74170000,Top 5%,65430
1982,White Alone,Current Dollars,73182000,Lowest,9244
1982,White Alone,Current Dollars,73182000,Second,16966
1982,White Alone,Current Dollars,73182000,Third,25350
1982,White Alone,Current Dollars,73182000,Fourth,37600
1982,White Alone,Current Dollars,73182000,Top 5%,61592
1981,White Alone,Current Dollars,72845000,Lowest,8921
1981,White Alone,Current Dollars,72845000,Second,16000
1981,White Alone,Current Dollars,72845000,Third,24205
1981,White Alone,Current Dollars,72845000,Fourth,35330
1981,White Alone,Current Dollars,72845000,Top 5%,56600
1980,White Alone,Current Dollars,71872000,Lowest,8200
1980,White Alone,Current Dollars,71872000,Second,15000
1980,White Alone,Current Dollars,71872000,Third,22351
1980,White Alone,Current Dollars,71872000,Fourth,32345
1980,White Alone,Current Dollars,71872000,Top 5%,51969
1979,White Alone,Current Dollars,70766000,Lowest,7600
1979,White Alone,Current Dollars,70766000,Second,13854
1979,White Alone,Current Dollars,70766000,Third,20715
1979,White Alone,Current Dollars,70766000,Fourth,29800
1979,White Alone,Current Dollars,70766000,Top 5%,48212
1978,White Alone,Current Dollars,68028000,Lowest,6893
1978,White Alone,Current Dollars,68028000,Second,12501
1978,White Alone,Current Dollars,68028000,Third,18860
1978,White Alone,Current Dollars,68028000,Fourth,26976
1978,White Alone,Current Dollars,68028000,Top 5%,43081
1977,White Alone,Current Dollars,66934000,Lowest,6179
1977,White Alone,Current Dollars,66934000,Second,11500
1977,White Alone,Current Dollars,66934000,Third,17050
1977,White Alone,Current Dollars,66934000,Fourth,24627
1977,White Alone,Current Dollars,66934000,Top 5%,39200
1976,White Alone,Current Dollars,65353000,Lowest,5878
1976,White Alone,Current Dollars,65353000,Second,10680
1976,White Alone,Current Dollars,65353000,Third,15980
1976,White Alone,Current Dollars,65353000,Fourth,22679
1976,White Alone,Current Dollars,65353000,Top 5%,35677
1975,White Alone,Current Dollars,64392000,Lowest,5392
1975,White Alone,Current Dollars,64392000,Second,9984
1975,White Alone,Current Dollars,64392000,Third,14720
1975,White Alone,Current Dollars,64392000,Fourth,21000
1975,White Alone,Current Dollars,64392000,Top 5%,32925
1974,White Alone,Current Dollars,62984000,Lowest,5200
1974,White Alone,Current Dollars,62984000,Second,9600
1974,White Alone,Current Dollars,62984000,Third,13880
1974,White Alone,Current Dollars,62984000,Fourth,19895
1974,White Alone,Current Dollars,62984000,Top 5%,31307
1973,White Alone,Current Dollars,61965000,Lowest,4736
1973,White Alone,Current Dollars,61965000,Second,8997
1973,White Alone,Current Dollars,61965000,Third,13000
1973,White Alone,Current Dollars,61965000,Fourth,18510
1973,White Alone,Current Dollars,61965000,Top 5%,29765
1972,White Alone,Current Dollars,60618000,Lowest,4412
1972,White Alone,Current Dollars,60618000,Second,8214
1972,White Alone,Current Dollars,60618000,Third,12000
1972,White Alone,Current Dollars,60618000,Fourth,17000
1972,White Alone,Current Dollars,60618000,Top 5%,27200
1971,White Alone,Current Dollars,59463000,Lowest,4116
1971,White Alone,Current Dollars,59463000,Second,7696
1971,White Alone,Current Dollars,59463000,Third,11012
1971,White Alone,Current Dollars,59463000,Fourth,15576
1971,White Alone,Current Dollars,59463000,Top 5%,24804
1970,White Alone,Current Dollars,57575000,Lowest,3998
1970,White Alone,Current Dollars,57575000,Second,7500
1970,White Alone,Current Dollars,57575000,Third,10608
1970,White Alone,Current Dollars,57575000,Fourth,15000
1970,White Alone,Current Dollars,57575000,Top 5%,23706
1969,White Alone,Current Dollars,56248000,Lowest,3863
1969,White Alone,Current Dollars,56248000,Second,7246
1969,White Alone,Current Dollars,56248000,Third,10193
1969,White Alone,Current Dollars,56248000,Fourth,14244
1969,White Alone,Current Dollars,56248000,Top 5%,22335
1968,White Alone,Current Dollars,55394000,Lowest,3600
1968,White Alone,Current Dollars,55394000,Second,6675
1968,White Alone,Current Dollars,55394000,Third,9400
1968,White Alone,Current Dollars,55394000,Fourth,13000
1968,White Alone,Current Dollars,55394000,Top 5%,20200
1967,White Alone,Current Dollars,54188000,Lowest,3224
1967,White Alone,Current Dollars,54188000,Second,6098
1967,White Alone,Current Dollars,54188000,Third,8617
1967,White Alone,Current Dollars,54188000,Fourth,12020
1967,White Alone,Current Dollars,54188000,Top 5%,19400
2019,White Alone,2019 Dollars,100568000,Lowest,30666
2019,White Alone,2019 Dollars,100568000,Second,56702
2019,White Alone,2019 Dollars,100568000,Third,90447
2019,White Alone,2019 Dollars,100568000,Fourth,147112
2019,White Alone,2019 Dollars,100568000,Top 5%,276520
2018,White Alone,2019 Dollars,100528000,Lowest,28722
2018,White Alone,2019 Dollars,100528000,Second,53394
2018,White Alone,2019 Dollars,100528000,Third,84631
2018,White Alone,2019 Dollars,100528000,Fourth,136145
2018,White Alone,2019 Dollars,100528000,Top 5%,259924
2017,White Alone,2019 Dollars,100065000,Lowest,27605
2017,White Alone,2019 Dollars,100065000,Second,52183
2017,White Alone,2019 Dollars,100065000,Third,84493
2017,White Alone,2019 Dollars,100065000,Fourth,136435
2017,White Alone,2019 Dollars,100065000,Top 5%,252464
2016,White Alone,2019 Dollars,99400000,Lowest,27690
2016,White Alone,2019 Dollars,99400000,Second,51713
2016,White Alone,2019 Dollars,99400000,Third,82942
2016,White Alone,2019 Dollars,99400000,Fourth,133183
2016,White Alone,2019 Dollars,99400000,Top 5%,246112
2015,White Alone,2019 Dollars,99313000,Lowest,26978
2015,White Alone,2019 Dollars,99313000,Second,49972
2015,White Alone,2019 Dollars,99313000,Third,81243
2015,White Alone,2019 Dollars,99313000,Fourth,130032
2015,White Alone,2019 Dollars,99313000,Top 5%,235276
2014,White Alone,2019 Dollars,98679000,Lowest,25078
2014,White Alone,2019 Dollars,98679000,Second,47902
2014,White Alone,2019 Dollars,98679000,Third,77375
2014,White Alone,2019 Dollars,98679000,Fourth,125478
2014,White Alone,2019 Dollars,98679000,Top 5%,229049
2013,White Alone,2019 Dollars,98807000,Lowest,25151
2013,White Alone,2019 Dollars,98807000,Second,48368
2013,White Alone,2019 Dollars,98807000,Third,77991
2013,White Alone,2019 Dollars,98807000,Fourth,125268
2013,White Alone,2019 Dollars,98807000,Top 5%,229864
2012,White Alone,2019 Dollars,97705000,Lowest,25253
2012,White Alone,2019 Dollars,97705000,Second,46853
2012,White Alone,2019 Dollars,97705000,Third,75322
2012,White Alone,2019 Dollars,97705000,Fourth,120480
2012,White Alone,2019 Dollars,97705000,Top 5%,218989
2011,White Alone,2019 Dollars,96964000,Lowest,25474
2011,White Alone,2019 Dollars,96964000,Second,46707
2011,White Alone,2019 Dollars,96964000,Third,74514
2011,White Alone,2019 Dollars,96964000,Fourth,119833
2011,White Alone,2019 Dollars,96964000,Top 5%,218345
2010,White Alone,2019 Dollars,96306000,Lowest,25227
2010,White Alone,2019 Dollars,96306000,Second,47046
2010,White Alone,2019 Dollars,96306000,Third,76380
2010,White Alone,2019 Dollars,96306000,Fourth,121064
2010,White Alone,2019 Dollars,96306000,Top 5%,219245
2009,White Alone,2019 Dollars,95489000,Lowest,26517
2009,White Alone,2019 Dollars,95489000,Second,48536
2009,White Alone,2019 Dollars,95489000,Third,77253
2009,White Alone,2019 Dollars,95489000,Fourth,122745
2009,White Alone,2019 Dollars,95489000,Top 5%,219785
2008,White Alone,2019 Dollars,95297000,Lowest,26394
2008,White Alone,2019 Dollars,95297000,Second,48803
2008,White Alone,2019 Dollars,95297000,Third,78022
2008,White Alone,2019 Dollars,95297000,Fourth,122806
2008,White Alone,2019 Dollars,95297000,Top 5%,220263
2007,White Alone,2019 Dollars,95112000,Lowest,27261
2007,White Alone,2019 Dollars,95112000,Second,50678
2007,White Alone,2019 Dollars,95112000,Third,80343
2007,White Alone,2019 Dollars,95112000,Fourth,127005
2007,White Alone,2019 Dollars,95112000,Top 5%,225267
2006,White Alone,2019 Dollars,94705000,Lowest,27932
2006,White Alone,2019 Dollars,94705000,Second,50844
2006,White Alone,2019 Dollars,94705000,Third,79538
2006,White Alone,2019 Dollars,94705000,Fourth,127110
2006,White Alone,2019 Dollars,94705000,Top 5%,227275
2005,White Alone,2019 Dollars,93588000,Lowest,27065
2005,White Alone,2019 Dollars,93588000,Second,50050
2005,White Alone,2019 Dollars,93588000,Third,78776
2005,White Alone,2019 Dollars,93588000,Fourth,124651
2005,White Alone,2019 Dollars,93588000,Top 5%,224404
2004,White Alone,2019 Dollars,92880000,Lowest,27135
2004,White Alone,2019 Dollars,92880000,Second,49306
2004,White Alone,2019 Dollars,92880000,Third,78692
2004,White Alone,2019 Dollars,92880000,Fourth,123465
2004,White Alone,2019 Dollars,92880000,Top 5%,218508
2003,White Alone,2019 Dollars,91962000,Lowest,26993
2003,White Alone,2019 Dollars,91962000,Second,49926
2003,White Alone,2019 Dollars,91962000,Third,79271
2003,White Alone,2019 Dollars,91962000,Fourth,125407
2003,White Alone,2019 Dollars,91962000,Top 5%,221332
2002,White Alone,2019 Dollars,91645000,Lowest,27361
2002,White Alone,2019 Dollars,91645000,Second,50163
2002,White Alone,2019 Dollars,91645000,Third,79661
2002,White Alone,2019 Dollars,91645000,Fourth,123475
2002,White Alone,2019 Dollars,91645000,Top 5%,218222
2001,White Alone,2019 Dollars,90682000,Lowest,27635
2001,White Alone,2019 Dollars,90682000,Second,50688
2001,White Alone,2019 Dollars,90682000,Third,79896
2001,White Alone,2019 Dollars,90682000,Fourth,124377
2001,White Alone,2019 Dollars,90682000,Top 5%,224366
2000,White Alone,2019 Dollars,90030000,Lowest,28286
2000,White Alone,2019 Dollars,90030000,Second,52106
2000,White Alone,2019 Dollars,90030000,Third,80938
2000,White Alone,2019 Dollars,90030000,Fourth,125053
2000,White Alone,2019 Dollars,90030000,Top 5%,223310
1999,White Alone,2019 Dollars,88893000,Lowest,28217
1999,White Alone,2019 Dollars,88893000,Second,51726
1999,White Alone,2019 Dollars,88893000,Third,80518
1999,White Alone,2019 Dollars,88893000,Fourth,124679
1999,White Alone,2019 Dollars,88893000,Top 5%,224849
1998,White Alone,2019 Dollars,87212000,Lowest,27949
1998,White Alone,2019 Dollars,87212000,Second,50698
1998,White Alone,2019 Dollars,87212000,Third,79007
1998,White Alone,2019 Dollars,87212000,Fourth,121565
1998,White Alone,2019 Dollars,87212000,Top 5%,214388
1997,White Alone,2019 Dollars,86106000,Lowest,26643
1997,White Alone,2019 Dollars,86106000,Second,49010
1997,White Alone,2019 Dollars,86106000,Third,76670
1997,White Alone,2019 Dollars,86106000,Fourth,118237
1997,White Alone,2019 Dollars,86106000,Top 5%,207730
1996,White Alone,2019 Dollars,85059000,Lowest,26044
1996,White Alone,2019 Dollars,85059000,Second,47921
1996,White Alone,2019 Dollars,85059000,Third,74877
1996,White Alone,2019 Dollars,85059000,Fourth,114268
1996,White Alone,2019 Dollars,85059000,Top 5%,199639
1995,White Alone,2019 Dollars,84511000,Lowest,25869
1995,White Alone,2019 Dollars,84511000,Second,47553
1995,White Alone,2019 Dollars,84511000,Third,73362
1995,White Alone,2019 Dollars,84511000,Fourth,112190
1995,White Alone,2019 Dollars,84511000,Top 5%,195342
1994,White Alone,2019 Dollars,83737000,Lowest,25126
1994,White Alone,2019 Dollars,83737000,Second,46207
1994,White Alone,2019 Dollars,83737000,Third,71703
1994,White Alone,2019 Dollars,83737000,Fourth,111234
1994,White Alone,2019 Dollars,83737000,Top 5%,193523
1993,White Alone,2019 Dollars,82387000,Lowest,24956
1993,White Alone,2019 Dollars,82387000,Second,45685
1993,White Alone,2019 Dollars,82387000,Third,70758
