year,race,dollar_type,income_quintile,income_dollars
2008,Hispanic,2019 Dollars,Fourth,71298
2008,Hispanic,2019 Dollars,Highest,150879
2008,Hispanic,2019 Dollars,Top 5%,249524
2007,Hispanic,2019 Dollars,Lowest,12161
2007,Hispanic,2019 Dollars,Second,29717
2007,Hispanic,2019 Dollars,Middle,47725
2007,Hispanic,2019 Dollars,Fourth,73934
2007,Hispanic,2019 Dollars,Highest,150591
2007,Hispanic,2019 Dollars,Top 5%,250458
2006,Hispanic,2019 Dollars,Lowest,12293
2006,Hispanic,2019 Dollars,Second,30013
2006,Hispanic,2019 Dollars,Middle,48218
2006,Hispanic,2019 Dollars,Fourth,73688
2006,Hispanic,2019 Dollars,Highest,157215
2006,Hispanic,2019 Dollars,Top 5%,266701
2005,Hispanic,2019 Dollars,Lowest,12021
2005,Hispanic,2019 Dollars,Second,29388
2005,Hispanic,2019 Dollars,Middle,47095
2005,Hispanic,2019 Dollars,Fourth,72035
2005,Hispanic,2019 Dollars,Highest,148758
2005,Hispanic,2019 Dollars,Top 5%,244900
2004,Hispanic,2019 Dollars,Lowest,11774
2004,Hispanic,2019 Dollars,Second,29021
2004,Hispanic,2019 Dollars,Middle,46497
2004,Hispanic,2019 Dollars,Fourth,71243
2004,Hispanic,2019 Dollars,Highest,152681
2004,Hispanic,2019 Dollars,Top 5%,261733
2003,Hispanic,2019 Dollars,Lowest,11967
2003,Hispanic,2019 Dollars,Second,29218
2003,Hispanic,2019 Dollars,Middle,46363
2003,Hispanic,2019 Dollars,Fourth,71602
2003,Hispanic,2019 Dollars,Highest,150664
2003,Hispanic,2019 Dollars,Top 5%,252807
2002,Hispanic,2019 Dollars,Lowest,12275
2002,Hispanic,2019 Dollars,Second,29938
2002,Hispanic,2019 Dollars,Middle,47486
2002,Hispanic,2019 Dollars,Fourth,73359
2002,Hispanic,2019 Dollars,Highest,156776
2002,Hispanic,2019 Dollars,Top 5%,273980
2001,Hispanic,2019 Dollars,Lowest,12770
2001,Hispanic,2019 Dollars,Second,30187
2001,Hispanic,2019 Dollars,Middle,48671
2001,Hispanic,2019 Dollars,Fourth,74488
2001,Hispanic,2019 Dollars,Highest,155113
2001,Hispanic,2019 Dollars,Top 5%,263659
2000,Hispanic,2019 Dollars,Lowest,13227
2000,Hispanic,2019 Dollars,Second,30873
2000,Hispanic,2019 Dollars,Middle,49561
2000,Hispanic,2019 Dollars,Fourth,74894
2000,Hispanic,2019 Dollars,Highest,158800
2000,Hispanic,2019 Dollars,Top 5%,282933
1999,Hispanic,2019 Dollars,Lowest,12683
1999,Hispanic,2019 Dollars,Second,29618
1999,Hispanic,2019 Dollars,Middle,47212
1999,Hispanic,2019 Dollars,Fourth,72602
1999,Hispanic,2019 Dollars,Highest,148739
1999,Hispanic,2019 Dollars,Top 5%,246883
1998,Hispanic,2019 Dollars,Lowest,10833
1998,Hispanic,2019 Dollars,Second,26919
1998,Hispanic,2019 Dollars,Middle,44561
1998,Hispanic,2019 Dollars,Fourth,68919
1998,Hispanic,2019 Dollars,Highest,149657
1998,Hispanic,2019 Dollars,Top 5%,264012
1997,Hispanic,2019 Dollars,Lowest,10344
1997,Hispanic,2019 Dollars,Second,25558
1997,Hispanic,2019 Dollars,Middle,42476
1997,Hispanic,2019 Dollars,Fourth,65942
1997,Hispanic,2019 Dollars,Highest,141545
1997,Hispanic,2019 Dollars,Top 5%,245815
1996,Hispanic,2019 Dollars,Lowest,10536
1996,Hispanic,2019 Dollars,Second,24765
1996,Hispanic,2019 Dollars,Middle,40551
1996,Hispanic,2019 Dollars,Fourth,63880
1996,Hispanic,2019 Dollars,Highest,137025
1996,Hispanic,2019 Dollars,Top 5%,237560
1995,Hispanic,2019 Dollars,Lowest,9828
1995,Hispanic,2019 Dollars,Second,23237
1995,Hispanic,2019 Dollars,Middle,38489
1995,Hispanic,2019 Dollars,Fourth,60616
1995,Hispanic,2019 Dollars,Highest,128533
1995,Hispanic,2019 Dollars,Top 5%,217105
1994,Hispanic,2019 Dollars,Lowest,9892
1994,Hispanic,2019 Dollars,Second,23512
1994,Hispanic,2019 Dollars,Middle,40015
1994,Hispanic,2019 Dollars,Fourth,62833
1994,Hispanic,2019 Dollars,Highest,133986
1994,Hispanic,2019 Dollars,Top 5%,227136
1993,Hispanic,2019 Dollars,Lowest,10289
1993,Hispanic,2019 Dollars,Second,24093
1993,Hispanic,2019 Dollars,Middle,40014
1993,Hispanic,2019 Dollars,Fourth,61218
1993,Hispanic,2019 Dollars,Highest,128999
1993,Hispanic,2019 Dollars,Top 5%,216219
1992,Hispanic,2019 Dollars,Lowest,10163
1992,Hispanic,2019 Dollars,Second,24286
1992,Hispanic,2019 Dollars,Middle,40455
1992,Hispanic,2019 Dollars,Fourth,62255
1992,Hispanic,2019 Dollars,Highest,120962
1992,Hispanic,2019 Dollars,Top 5%,186453
1991,Hispanic,2019 Dollars,Lowest,10513
1991,Hispanic,2019 Dollars,Second,25006
1991,Hispanic,2019 Dollars,Middle,41806
1991,Hispanic,2019 Dollars,Fourth,64352
1991,Hispanic,2019 Dollars,Highest,123322
1991,Hispanic,2019 Dollars,Top 5%,188039
1990,Hispanic,2019 Dollars,Lowest,10688
1990,Hispanic,2019 Dollars,Second,25193
1990,Hispanic,2019 Dollars,Middle,42385
1990,Hispanic,2019 Dollars,Fourth,64536
1990,Hispanic,2019 Dollars,Highest,123275
1990,Hispanic,2019 Dollars,Top 5%,190659
1989,Hispanic,2019 Dollars,Lowest,10379
1989,Hispanic,2019 Dollars,Second,26670
1989,Hispanic,2019 Dollars,Middle,44006
1989,Hispanic,2019 Dollars,Fourth,68197
1989,Hispanic,2019 Dollars,Highest,130146
1989,Hispanic,2019 Dollars,Top 5%,202843
1988,Hispanic,2019 Dollars,Lowest,9882
1988,Hispanic,2019 Dollars,Second,25278
1988,Hispanic,2019 Dollars,Middle,42311
1988,Hispanic,2019 Dollars,Fourth,65424
1988,Hispanic,2019 Dollars,Highest,127889
1988,Hispanic,2019 Dollars,Top 5%,205487
1987,Hispanic,2019 Dollars,Lowest,9890
1987,Hispanic,2019 Dollars,Second,24460
1987,Hispanic,2019 Dollars,Middle,41342
1987,Hispanic,2019 Dollars,Fourth,64374
1987,Hispanic,2019 Dollars,Highest,127481
1987,Hispanic,2019 Dollars,Top 5%,205633
1986,Hispanic,2019 Dollars,Lowest,10020
1986,Hispanic,2019 Dollars,Second,24475
1986,Hispanic,2019 Dollars,Middle,40933
1986,Hispanic,2019 Dollars,Fourth,64085
1986,Hispanic,2019 Dollars,Highest,119223
1986,Hispanic,2019 Dollars,Top 5%,174601
1985,Hispanic,2019 Dollars,Lowest,10175
1985,Hispanic,2019 Dollars,Second,23417
1985,Hispanic,2019 Dollars,Middle,39802
1985,Hispanic,2019 Dollars,Fourth,61360
1985,Hispanic,2019 Dollars,Highest,113175
1985,Hispanic,2019 Dollars,Top 5%,164663
1984,Hispanic,2019 Dollars,Lowest,9619
1984,Hispanic,2019 Dollars,Second,23610
1984,Hispanic,2019 Dollars,Middle,40162
1984,Hispanic,2019 Dollars,Fourth,61848
1984,Hispanic,2019 Dollars,Highest,113046
1984,Hispanic,2019 Dollars,Top 5%,167860
1983,Hispanic,2019 Dollars,Lowest,9753
1983,Hispanic,2019 Dollars,Second,22840
1983,Hispanic,2019 Dollars,Middle,38575
1983,Hispanic,2019 Dollars,Fourth,58659
1983,Hispanic,2019 Dollars,Highest,106962
1983,Hispanic,2019 Dollars,Top 5%,154889
1982,Hispanic,2019 Dollars,Lowest,9883
1982,Hispanic,2019 Dollars,Second,22975
1982,Hispanic,2019 Dollars,Middle,38546
1982,Hispanic,2019 Dollars,Fourth,58872
1982,Hispanic,2019 Dollars,Highest,108792
1982,Hispanic,2019 Dollars,Top 5%,162240
1981,Hispanic,2019 Dollars,Lowest,10851
1981,Hispanic,2019 Dollars,Second,25494
1981,Hispanic,2019 Dollars,Middle,41401
1981,Hispanic,2019 Dollars,Fourth,61480
1981,Hispanic,2019 Dollars,Highest,109423
1981,Hispanic,2019 Dollars,Top 5%,158625
1980,Hispanic,2019 Dollars,Lowest,10501
1980,Hispanic,2019 Dollars,Second,25058
1980,Hispanic,2019 Dollars,Middle,40396
1980,Hispanic,2019 Dollars,Fourth,61152
1980,Hispanic,2019 Dollars,Highest,109854
1980,Hispanic,2019 Dollars,Top 5%,162665
1979,Hispanic,2019 Dollars,Lowest,11605
1979,Hispanic,2019 Dollars,Second,27258
1979,Hispanic,2019 Dollars,Middle,43055
1979,Hispanic,2019 Dollars,Fourth,63715
1979,Hispanic,2019 Dollars,Highest,114264
1979,Hispanic,2019 Dollars,Top 5%,169343
1978,Hispanic,2019 Dollars,Lowest,11724
1978,Hispanic,2019 Dollars,Second,26918
1978,Hispanic,2019 Dollars,Middle,42407
1978,Hispanic,2019 Dollars,Fourth,62653
1978,Hispanic,2019 Dollars,Highest,107703
1978,Hispanic,2019 Dollars,Top 5%,155826
1977,Hispanic,2019 Dollars,Lowest,11754
1977,Hispanic,2019 Dollars,Second,26008
1977,Hispanic,2019 Dollars,Middle,40825
1977,Hispanic,2019 Dollars,Fourth,59623
1977,Hispanic,2019 Dollars,Highest,103906
1977,Hispanic,2019 Dollars,Top 5%,150958
1976,Hispanic,2019 Dollars,Lowest,10865
1976,Hispanic,2019 Dollars,Second,24155
1976,Hispanic,2019 Dollars,Middle,38986
1976,Hispanic,2019 Dollars,Fourth,58134
1976,Hispanic,2019 Dollars,Highest,99496
1976,Hispanic,2019 Dollars,Top 5%,142914
1975,Hispanic,2019 Dollars,Lowest,10602
1975,Hispanic,2019 Dollars,Second,24206
1975,Hispanic,2019 Dollars,Middle,38322
1975,Hispanic,2019 Dollars,Fourth,56588
1975,Hispanic,2019 Dollars,Highest,98267
1975,Hispanic,2019 Dollars,Top 5%,147169
1974,Hispanic,2019 Dollars,Lowest,12280
1974,Hispanic,2019 Dollars,Second,26280
1974,Hispanic,2019 Dollars,Middle,41429
1974,Hispanic,2019 Dollars,Fourth,59663
1974,Hispanic,2019 Dollars,Highest,102213
1974,Hispanic,2019 Dollars,Top 5%,149343
1973,Hispanic,2019 Dollars,Lowest,12357
1973,Hispanic,2019 Dollars,Second,27598
1973,Hispanic,2019 Dollars,Middle,42153
1973,Hispanic,2019 Dollars,Fourth,60807
1973,Hispanic,2019 Dollars,Highest,100902
1973,Hispanic,2019 Dollars,Top 5%,143658
1972,Hispanic,2019 Dollars,Lowest,12583
1972,Hispanic,2019 Dollars,Second,26777
1972,Hispanic,2019 Dollars,Middle,41234
1972,Hispanic,2019 Dollars,Fourth,57544
1972,Hispanic,2019 Dollars,Highest,101370
1972,Hispanic,2019 Dollars,Top 5%,154973
2019,White Alone,Current Dollars,Lowest,17028
2019,White Alone,Current Dollars,Second,43526
2019,White Alone,Current Dollars,Middle,72471
2019,White Alone,Current Dollars,Fourth,115070
2019,White Alone,Current Dollars,Highest,260565
2019,White Alone,Current Dollars,Top 5%,461671
2018,White Alone,Current Dollars,Lowest,15584
2018,White Alone,Current Dollars,Second,40195
2018,White Alone,Current Dollars,Middle,67149
2018,White Alone,Current Dollars,Fourth,105455
2018,White Alone,Current Dollars,Highest,241356
2018,White Alone,Current Dollars,Top 5%,431561
2017,White Alone,Current Dollars,Lowest,14886
2017,White Alone,Current Dollars,Second,38073
2017,White Alone,Current Dollars,Middle,65095
2017,White Alone,Current Dollars,Fourth,103145
2017,White Alone,Current Dollars,Highest,226962
2017,White Alone,Current Dollars,Top 5%,392632
2016,White Alone,Current Dollars,Lowest,14493
2016,White Alone,Current Dollars,Second,36962
2016,White Alone,Current Dollars,Middle,62254
2016,White Alone,Current Dollars,Fourth,98858
2016,White Alone,Current Dollars,Highest,219153
2016,White Alone,Current Dollars,Top 5%,383082
2015,White Alone,Current Dollars,Lowest,14083
2015,White Alone,Current Dollars,Second,35015
2015,White Alone,Current Dollars,Middle,60048
2015,White Alone,Current Dollars,Fourth,95633
2015,White Alone,Current Dollars,Highest,206351
2015,White Alone,Current Dollars,Top 5%,355913
2014,White Alone,Current Dollars,Lowest,13024
2014,White Alone,Current Dollars,Second,33363
2014,White Alone,Current Dollars,Middle,57138
2014,White Alone,Current Dollars,Fourth,91304
2014,White Alone,Current Dollars,Highest,199623
2014,White Alone,Current Dollars,Top 5%,341805
2013,White Alone,Current Dollars,Lowest,12909
2013,White Alone,Current Dollars,Second,32996
2013,White Alone,Current Dollars,Middle,56778
2013,White Alone,Current Dollars,Fourth,89629
2013,White Alone,Current Dollars,Highest,196813
2013,White Alone,Current Dollars,Top 5%,336437
2012,White Alone,Current Dollars,Lowest,12916
2012,White Alone,Current Dollars,Second,31889
2012,White Alone,Current Dollars,Middle,54061
2012,White Alone,Current Dollars,Fourth,85402
2012,White Alone,Current Dollars,Highest,187815
2012,White Alone,Current Dollars,Top 5%,329636
2011,White Alone,Current Dollars,Lowest,12691
2011,White Alone,Current Dollars,Second,31475
2011,White Alone,Current Dollars,Middle,52643
2011,White Alone,Current Dollars,Fourth,83397
2011,White Alone,Current Dollars,Highest,183853
2011,White Alone,Current Dollars,Top 5%,321651
2010,White Alone,Current Dollars,Lowest,12389
2010,White Alone,Current Dollars,Second,30707
2010,White Alone,Current Dollars,Middle,51907
2010,White Alone,Current Dollars,Fourth,82142
2010,White Alone,Current Dollars,Highest,174913
2010,White Alone,Current Dollars,Top 5%,297747
2009,White Alone,Current Dollars,Lowest,12875
2009,White Alone,Current Dollars,Second,31287
2009,White Alone,Current Dollars,Middle,52113
2009,White Alone,Current Dollars,Fourth,81685
2009,White Alone,Current Dollars,Highest,174761
2009,White Alone,Current Dollars,Top 5%,300497
2008,White Alone,Current Dollars,Lowest,12882
2008,White Alone,Current Dollars,Second,31423
2008,White Alone,Current Dollars,Middle,52851
2008,White Alone,Current Dollars,Fourth,82774
2008,White Alone,Current Dollars,Highest,176026
2008,White Alone,Current Dollars,Top 5%,303735
2007,White Alone,Current Dollars,Lowest,12828
2007,White Alone,Current Dollars,Second,31369
2007,White Alone,Current Dollars,Middle,52433
2007,White Alone,Current Dollars,Fourth,82067
2007,White Alone,Current Dollars,Highest,172957
2007,White Alone,Current Dollars,Top 5%,295934
2006,White Alone,Current Dollars,Lowest,12608
2006,White Alone,Current Dollars,Second,30669
2006,White Alone,Current Dollars,Middle,50592
2006,White Alone,Current Dollars,Fourth,79224
2006,White Alone,Current Dollars,Highest,172440
2006,White Alone,Current Dollars,Top 5%,304689
2005,White Alone,Current Dollars,Lowest,11886
2005,White Alone,Current Dollars,Second,29212
2005,White Alone,Current Dollars,Middle,48588
2005,White Alone,Current Dollars,Fourth,75448
2005,White Alone,Current Dollars,Highest,164675
2005,White Alone,Current Dollars,Top 5%,291412
2004,White Alone,Current Dollars,Lowest,11334
2004,White Alone,Current Dollars,Second,27827
2004,White Alone,Current Dollars,Middle,46656
2004,White Alone,Current Dollars,Fourth,72703
2004,White Alone,Current Dollars,Highest,156026
2004,White Alone,Current Dollars,Top 5%,272324
2003,White Alone,Current Dollars,Lowest,11096
2003,White Alone,Current Dollars,Second,27362
2003,White Alone,Current Dollars,Middle,45687
2003,White Alone,Current Dollars,Fourth,71577
2003,White Alone,Current Dollars,Highest,152214
2003,White Alone,Current Dollars,Top 5%,264028
2002,White Alone,Current Dollars,Lowest,11023
2002,White Alone,Current Dollars,Second,27011
2002,White Alone,Current Dollars,Middle,45068
2002,White Alone,Current Dollars,Fourth,69848
2002,White Alone,Current Dollars,Highest,147878
2002,White Alone,Current Dollars,Top 5%,258660
2001,White Alone,Current Dollars,Lowest,11118
2001,White Alone,Current Dollars,Second,26985
2001,White Alone,Current Dollars,Middle,44628
2001,White Alone,Current Dollars,Fourth,69254
2001,White Alone,Current Dollars,Highest,150576
2001,White Alone,Current Dollars,Top 5%,269162
2000,White Alone,Current Dollars,Lowest,11039
2000,White Alone,Current Dollars,Second,26757
2000,White Alone,Current Dollars,Middle,44051
2000,White Alone,Current Dollars,Fourth,67818
2000,White Alone,Current Dollars,Highest,146605
2000,White Alone,Current Dollars,Top 5%,261488
1999,White Alone,Current Dollars,Lowest,10913
1999,White Alone,Current Dollars,Second,25784
1999,White Alone,Current Dollars,Middle,42535
1999,White Alone,Current Dollars,Fourth,65414
1999,White Alone,Current Dollars,Highest,138985
1999,White Alone,Current Dollars,Top 5%,243525
1998,White Alone,Current Dollars,Lowest,10262
1998,White Alone,Current Dollars,Second,24921
1998,White Alone,Current Dollars,Middle,41031
1998,White Alone,Current Dollars,Fourth,62469
1998,White Alone,Current Dollars,Highest,132350
1998,White Alone,Current Dollars,Top 5%,232849
1997,White Alone,Current Dollars,Lowest,9730
1997,White Alone,Current Dollars,Second,23562
1997,White Alone,Current Dollars,Middle,39021
1997,White Alone,Current Dollars,Fourth,59803
1997,White Alone,Current Dollars,Highest,127394
1997,White Alone,Current Dollars,Top 5%,225140
1996,White Alone,Current Dollars,Lowest,9520
1996,White Alone,Current Dollars,Second,22578
1996,White Alone,Current Dollars,Middle,37301
1996,White Alone,Current Dollars,Fourth,56898
1996,White Alone,Current Dollars,Highest,118674
1996,White Alone,Current Dollars,Top 5%,206258
1995,White Alone,Current Dollars,Lowest,9233
1995,White Alone,Current Dollars,Second,21813
1995,White Alone,Current Dollars,Middle,35777
1995,White Alone,Current Dollars,Fourth,54364
1995,White Alone,Current Dollars,Highest,112461
1995,White Alone,Current Dollars,Top 5%,193374
1994,White Alone,Current Dollars,Lowest,8585
1994,White Alone,Current Dollars,Second,20652
1994,White Alone,Current Dollars,Middle,34079
1994,White Alone,Current Dollars,Fourth,52311
1994,White Alone,Current Dollars,Highest,109543
1994,White Alone,Current Dollars,Top 5%,190302
1993,White Alone,Current Dollars,Lowest,8283
1993,White Alone,Current Dollars,Second,20176
1993,White Alone,Current Dollars,Middle,33086
1993,White Alone,Current Dollars,Fourth,50497
1993,White Alone,Current Dollars,Highest,104385
1993,White Alone,Current Dollars,Top 5%,179473
1992,White Alone,Current Dollars,Lowest,8191
1992,White Alone,Current Dollars,Second,19708
1992,White Alone,Current Dollars,Middle,32349
1992,White Alone,Current Dollars,Fourth,48899
1992,White Alone,Current Dollars,Highest,93825
1992,White Alone,Current Dollars,Top 5%,148974
1991,White Alone,Current Dollars,Lowest,8150
1991,White Alone,Current Dollars,Second,19554
1991,White Alone,Current Dollars,Middle,31706
1991,White Alone,Current Dollars,Fourth,47664
1991,White Alone,Current Dollars,Highest,90539
1991,White Alone,Current Dollars,Top 5%,141152
1990,White Alone,Current Dollars,Lowest,8052
1990,White Alone,Current Dollars,Second,19377
1990,White Alone,Current Dollars,Middle,31174
1990,White Alone,Current Dollars,Fourth,46459
1990,White Alone,Current Dollars,Highest,89497
1990,White Alone,Current Dollars,Top 5%,142749
1989,White Alone,Current Dollars,Lowest,7828
1989,White Alone,Current Dollars,Second,18725
1989,White Alone,Current Dollars,Middle,30378
1989,White Alone,Current Dollars,Fourth,45268
1989,White Alone,Current Dollars,Highest,88005
1989,White Alone,Current Dollars,Top 5%,142449
1988,White Alone,Current Dollars,Lowest,7270
1988,White Alone,Current Dollars,Second,17683
1988,White Alone,Current Dollars,Middle,28783
1988,White Alone,Current Dollars,Fourth,42703
1988,White Alone,Current Dollars,Highest,80901
1988,White Alone,Current Dollars,Top 5%,127742
1987,White Alone,Current Dollars,Lowest,6903
1987,White Alone,Current Dollars,Second,16882
1987,White Alone,Current Dollars,Middle,27516
1987,White Alone,Current Dollars,Fourth,40826
1987,White Alone,Current Dollars,Highest,76846
1987,White Alone,Current Dollars,Top 5%,121174
1986,White Alone,Current Dollars,Lowest,6450
1986,White Alone,Current Dollars,Second,16013
1986,White Alone,Current Dollars,Middle,26167
1986,White Alone,Current Dollars,Fourth,38788
1986,White Alone,Current Dollars,Highest,72781
1986,White Alone,Current Dollars,Top 5%,114094
1985,White Alone,Current Dollars,Lowest,6189
1985,White Alone,Current Dollars,Second,15287
1985,White Alone,Current Dollars,Middle,24809
1985,White Alone,Current Dollars,Fourth,36761
1985,White Alone,Current Dollars,Highest,68249
1985,White Alone,Current Dollars,Top 5%,105359
1984,White Alone,Current Dollars,Lowest,6019
1984,White Alone,Current Dollars,Second,14602
1984,White Alone,Current Dollars,Middle,23620
1984,White Alone,Current Dollars,Fourth,34969
1984,White Alone,Current Dollars,Highest,63775
1984,White Alone,Current Dollars,Top 5%,96284
1983,White Alone,Current Dollars,Lowest,5637
1983,White Alone,Current Dollars,Second,13698
1983,White Alone,Current Dollars,Middle,22069
1983,White Alone,Current Dollars,Fourth,32596
1983,White Alone,Current Dollars,Highest,59395
1983,White Alone,Current Dollars,Top 5%,89776
1982,White Alone,Current Dollars,Lowest,5280
1982,White Alone,Current Dollars,Second,13051
1982,White Alone,Current Dollars,Middle,21067
1982,White Alone,Current Dollars,Fourth,30913
1982,White Alone,Current Dollars,Highest,56242
1982,White Alone,Current Dollars,Top 5%,84805
1981,White Alone,Current Dollars,Lowest,5089
1981,White Alone,Current Dollars,Second,12341
1981,White Alone,Current Dollars,Middle,20012
1981,White Alone,Current Dollars,Fourth,29297
1981,White Alone,Current Dollars,Highest,51973
1981,White Alone,Current Dollars,Top 5%,77241
1980,White Alone,Current Dollars,Lowest,4750
1980,White Alone,Current Dollars,Second,11549
1980,White Alone,Current Dollars,Middle,18605
1980,White Alone,Current Dollars,Fourth,26962
1980,White Alone,Current Dollars,Highest,47696
1980,White Alone,Current Dollars,Top 5%,71252
1979,White Alone,Current Dollars,Lowest,4391
1979,White Alone,Current Dollars,Second,10690
1979,White Alone,Current Dollars,Middle,17239
1979,White Alone,Current Dollars,Fourth,24884
1979,White Alone,Current Dollars,Highest,44424
1979,White Alone,Current Dollars,Top 5%,67794
1978,White Alone,Current Dollars,Lowest,4004
1978,White Alone,Current Dollars,Second,9661
1978,White Alone,Current Dollars,Middle,15643
1978,White Alone,Current Dollars,Fourth,22557
1978,White Alone,Current Dollars,Highest,40072
1978,White Alone,Current Dollars,Top 5%,61175
1977,White Alone,Current Dollars,Lowest,3598
1977,White Alone,Current Dollars,Second,8809
1977,White Alone,Current Dollars,Middle,14266
1977,White Alone,Current Dollars,Fourth,20559
1977,White Alone,Current Dollars,Highest,36410
1977,White Alone,Current Dollars,Top 5%,55816
1976,White Alone,Current Dollars,Lowest,3409
1976,White Alone,Current Dollars,Second,8253
1976,White Alone,Current Dollars,Middle,13301
1976,White Alone,Current Dollars,Fourth,19021
1976,White Alone,Current Dollars,Highest,33495
1976,White Alone,Current Dollars,Top 5%,51148
1975,White Alone,Current Dollars,Lowest,3139
1975,White Alone,Current Dollars,Second,7628
1975,White Alone,Current Dollars,Middle,12258
1975,White Alone,Current Dollars,Fourth,17559
1975,White Alone,Current Dollars,Highest,30859
1975,White Alone,Current Dollars,Top 5%,46949
1974,White Alone,Current Dollars,Lowest,3004
1974,White Alone,Current Dollars,Second,7397
1974,White Alone,Current Dollars,Middle,11649
1974,White Alone,Current Dollars,Fourth,16600
1974,White Alone,Current Dollars,Highest,29248
1974,White Alone,Current Dollars,Top 5%,44487
1973,White Alone,Current Dollars,Lowest,2732
1973,White Alone,Current Dollars,Second,6835
1973,White Alone,Current Dollars,Middle,10955
1973,White Alone,Current Dollars,Fourth,15547
1973,White Alone,Current Dollars,Highest,27652
1973,White Alone,Current Dollars,Top 5%,42640
1972,White Alone,Current Dollars,Lowest,2467
1972,White Alone,Current Dollars,Second,6340
1972,White Alone,Current Dollars,Middle,10093
1972,White Alone,Current Dollars,Fourth,14246
1972,White Alone,Current Dollars,Highest,25479
1972,White Alone,Current Dollars,Top 5%,39508
1971,White Alone,Current Dollars,Lowest,2255
1971,White Alone,Current Dollars,Second,5911
1971,White Alone,Current Dollars,Middle,9364
1971,White Alone,Current Dollars,Fourth,13120
1971,White Alone,Current Dollars,Highest,23146
1971,White Alone,Current Dollars,Top 5%,35559
1970,White Alone,Current Dollars,Lowest,2149
1970,White Alone,Current Dollars,Second,5757
1970,White Alone,Current Dollars,Middle,9050
1970,White Alone,Current Dollars,Fourth,12599
1970,White Alone,Current Dollars,Highest,22203
1970,White Alone,Current Dollars,Top 5%,34176
1969,White Alone,Current Dollars,Lowest,2090
1969,White Alone,Current Dollars,Second,5598
1969,White Alone,Current Dollars,Middle,8716
1969,White Alone,Current Dollars,Fourth,12034
1969,White Alone,Current Dollars,Highest,21064
1969,White Alone,Current Dollars,Top 5%,32544
1968,White Alone,Current Dollars,Lowest,1949
1968,White Alone,Current Dollars,Second,5188
1968,White Alone,Current Dollars,Middle,8003
1968,White Alone,Current Dollars,Fourth,11015
1968,White Alone,Current Dollars,Highest,19057
1968,White Alone,Current Dollars,Top 5%,29242
1967,White Alone,Current Dollars,Lowest,1721
1967,White Alone,Current Dollars,Second,4761
1967,White Alone,Current Dollars,Middle,7382
1967,White Alone,Current Dollars,Fourth,10192
1967,White Alone,Current Dollars,Highest,18225
1967,White Alone,Current Dollars,Top 5%,28773
2019,White Alone,2019 Dollars,Lowest,17028
2019,White Alone,2019 Dollars,Second,43526
2019,White Alone,2019 Dollars,Middle,72471
2019,White Alone,2019 Dollars,Fourth,115070
2019,White Alone,2019 Dollars,Highest,260565
2019,White Alone,2019 Dollars,Top 5%,461671
2018,White Alone,2019 Dollars,Lowest,15866
2018,White Alone,2019 Dollars,Second,40923
2018,White Alone,2019 Dollars,Middle,68366
2018,White Alone,2019 Dollars,Fourth,107366
2018,White Alone,2019 Dollars,Highest,245729
2018,White Alone,2019 Dollars,Top 5%,439380
2017,White Alone,2019 Dollars,Lowest,15525
2017,White Alone,2019 Dollars,Second,39708
2017,White Alone,2019 Dollars,Middle,67890
2017,White Alone,2019 Dollars,Fourth,107574
2017,White Alone,2019 Dollars,Highest,236707
2017,White Alone,2019 Dollars,Top 5%,409490
2016,White Alone,2019 Dollars,Lowest,15440
2016,White Alone,2019 Dollars,Second,39378
2016,White Alone,2019 Dollars,Middle,66323
2016,White Alone,2019 Dollars,Fourth,105320
2016,White Alone,2019 Dollars,Highest,233478
2016,White Alone,2019 Dollars,Top 5%,408122
2015,White Alone,2019 Dollars,Lowest,15197
2015,White Alone,2019 Dollars,Second,37785
2015,White Alone,2019 Dollars,Middle,64798
2015,White Alone,2019 Dollars,Fourth,103198
2015,White Alone,2019 Dollars,Highest,222675
2015,White Alone,2019 Dollars,Top 5%,384068
2014,White Alone,2019 Dollars,Lowest,14078
2014,White Alone,2019 Dollars,Second,36064
2014,White Alone,2019 Dollars,Middle,61764
2014,White Alone,2019 Dollars,Fourth,98696
2014,White Alone,2019 Dollars,Highest,215785
2014,White Alone,2019 Dollars,Top 5%,369479
2013,White Alone,2019 Dollars,Lowest,14190
2013,White Alone,2019 Dollars,Second,36272
2013,White Alone,2019 Dollars,Middle,62414
2013,White Alone,2019 Dollars,Fourth,98526
2013,White Alone,2019 Dollars,Highest,216351
2013,White Alone,2019 Dollars,Top 5%,369835
2012,White Alone,2019 Dollars,Lowest,14409
2012,White Alone,2019 Dollars,Second,35574
2012,White Alone,2019 Dollars,Middle,60308
2012,White Alone,2019 Dollars,Fourth,95271
2012,White Alone,2019 Dollars,Highest,209518
2012,White Alone,2019 Dollars,Top 5%,367727
2011,White Alone,2019 Dollars,Lowest,14457
2011,White Alone,2019 Dollars,Second,35856
2011,White Alone,2019 Dollars,Middle,59970
2011,White Alone,2019 Dollars,Fourth,95004
2011,White Alone,2019 Dollars,Highest,209442
2011,White Alone,2019 Dollars,Top 5%,366419
2010,White Alone,2019 Dollars,Lowest,14558
2010,White Alone,2019 Dollars,Second,36084
2010,White Alone,2019 Dollars,Middle,60996
2010,White Alone,2019 Dollars,Fourth,96525
2010,White Alone,2019 Dollars,Highest,205539
2010,White Alone,2019 Dollars,Top 5%,349881
2009,White Alone,2019 Dollars,Lowest,15379
2009,White Alone,2019 Dollars,Second,37372
