year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution
1977,All Races,76030000,52302,323,62044,311,"$150,000 to $199,999",2.9
1977,All Races,76030000,52302,323,62044,311,"$200,000 and over",1.8
1976,All Races,74142000,51973,317,61133,310,"Under $15,000",12
1976,All Races,74142000,51973,317,61133,310,"$15,000 to $24,999",11.3
1976,All Races,74142000,51973,317,61133,310,"$25,000 to $34,999",10.3
1976,All Races,74142000,51973,317,61133,310,"$35,000 to $49,999",14.8
1976,All Races,74142000,51973,317,61133,310,"$50,000 to $74,999",21.8
1976,All Races,74142000,51973,317,61133,310,"$75,000 to $99,999",14.5
1976,All Races,74142000,51973,317,61133,310,"$100,000 to $149,999",11.2
1976,All Races,74142000,51973,317,61133,310,"$150,000 to $199,999",2.5
1976,All Races,74142000,51973,317,61133,310,"$200,000 and over",1.7
1975,All Races,72867000,51124,342,59698,306,"Under $15,000",12.4
1975,All Races,72867000,51124,342,59698,306,"$15,000 to $24,999",11.4
1975,All Races,72867000,51124,342,59698,306,"$25,000 to $34,999",10.7
1975,All Races,72867000,51124,342,59698,306,"$35,000 to $49,999",14.7
1975,All Races,72867000,51124,342,59698,306,"$50,000 to $74,999",22.1
1975,All Races,72867000,51124,342,59698,306,"$75,000 to $99,999",14.3
1975,All Races,72867000,51124,342,59698,306,"$100,000 to $149,999",10.5
1975,All Races,72867000,51124,342,59698,306,"$150,000 to $199,999",2.4
1975,All Races,72867000,51124,342,59698,306,"$200,000 and over",1.5
1974,All Races,71163000,52499,332,61393,316,"Under $15,000",11.8
1974,All Races,71163000,52499,332,61393,316,"$15,000 to $24,999",10.7
1974,All Races,71163000,52499,332,61393,316,"$25,000 to $34,999",10
1974,All Races,71163000,52499,332,61393,316,"$35,000 to $49,999",15.3
1974,All Races,71163000,52499,332,61393,316,"$50,000 to $74,999",22
1974,All Races,71163000,52499,332,61393,316,"$75,000 to $99,999",14.9
1974,All Races,71163000,52499,332,61393,316,"$100,000 to $149,999",10.9
1974,All Races,71163000,52499,332,61393,316,"$150,000 to $199,999",2.7
1974,All Races,71163000,52499,332,61393,316,"$200,000 and over",1.6
1973,All Races,69859000,54216,339,62700,314,"Under $15,000",11.6
1973,All Races,69859000,54216,339,62700,314,"$15,000 to $24,999",10.8
1973,All Races,69859000,54216,339,62700,314,"$25,000 to $34,999",9.5
1973,All Races,69859000,54216,339,62700,314,"$35,000 to $49,999",14.3
1973,All Races,69859000,54216,339,62700,314,"$50,000 to $74,999",22.2
1973,All Races,69859000,54216,339,62700,314,"$75,000 to $99,999",14.9
1973,All Races,69859000,54216,339,62700,314,"$100,000 to $149,999",11.8
1973,All Races,69859000,54216,339,62700,314,"$150,000 to $199,999",3
1973,All Races,69859000,54216,339,62700,314,"$200,000 and over",1.9
1972,All Races,68251000,53143,334,61851,316,"Under $15,000",12.4
1972,All Races,68251000,53143,334,61851,316,"$15,000 to $24,999",10.3
1972,All Races,68251000,53143,334,61851,316,"$25,000 to $34,999",10
1972,All Races,68251000,53143,334,61851,316,"$35,000 to $49,999",14.7
1972,All Races,68251000,53143,334,61851,316,"$50,000 to $74,999",22.4
1972,All Races,68251000,53143,334,61851,316,"$75,000 to $99,999",14.7
1972,All Races,68251000,53143,334,61851,316,"$100,000 to $149,999",10.9
1972,All Races,68251000,53143,334,61851,316,"$150,000 to $199,999",2.7
1972,All Races,68251000,53143,334,61851,316,"$200,000 and over",1.8
1971,All Races,66676000,50960,325,58609,306,"Under $15,000",13.3
1971,All Races,66676000,50960,325,58609,306,"$15,000 to $24,999",10.2
1971,All Races,66676000,50960,325,58609,306,"$25,000 to $34,999",10.6
1971,All Races,66676000,50960,325,58609,306,"$35,000 to $49,999",15.2
1971,All Races,66676000,50960,325,58609,306,"$50,000 to $74,999",23.5
1971,All Races,66676000,50960,325,58609,306,"$75,000 to $99,999",13.9
1971,All Races,66676000,50960,325,58609,306,"$100,000 to $149,999",9.7
1971,All Races,66676000,50960,325,58609,306,"$150,000 to $199,999",2.2
1971,All Races,66676000,50960,325,58609,306,"$200,000 and over",1.4
1970,All Races,64778000,51461,310,58926,310,"Under $15,000",13.3
1970,All Races,64778000,51461,310,58926,310,"$15,000 to $24,999",10.1
1970,All Races,64778000,51461,310,58926,310,"$25,000 to $34,999",9.7
1970,All Races,64778000,51461,310,58926,310,"$35,000 to $49,999",15.7
1970,All Races,64778000,51461,310,58926,310,"$50,000 to $74,999",24.1
1970,All Races,64778000,51461,310,58926,310,"$75,000 to $99,999",13.7
1970,All Races,64778000,51461,310,58926,310,"$100,000 to $149,999",9.9
1970,All Races,64778000,51461,310,58926,310,"$150,000 to $199,999",2.2
1970,All Races,64778000,51461,310,58926,310,"$200,000 and over",1.4
1969,All Races,63401000,51863,315,59004,305,"Under $15,000",13.2
1969,All Races,63401000,51863,315,59004,305,"$15,000 to $24,999",9.9
1969,All Races,63401000,51863,315,59004,305,"$25,000 to $34,999",9.4
1969,All Races,63401000,51863,315,59004,305,"$35,000 to $49,999",16
1969,All Races,63401000,51863,315,59004,305,"$50,000 to $74,999",24.3
1969,All Races,63401000,51863,315,59004,305,"$75,000 to $99,999",14.2
1969,All Races,63401000,51863,315,59004,305,"$100,000 to $149,999",9.4
1969,All Races,63401000,51863,315,59004,305,"$150,000 to $199,999",2.2
1969,All Races,63401000,51863,315,59004,305,"$200,000 and over",1.3
1968,All Races,62214000,50004,297,56572,297,"Under $15,000",13.4
1968,All Races,62214000,50004,297,56572,297,"$15,000 to $24,999",10.1
1968,All Races,62214000,50004,297,56572,297,"$25,000 to $34,999",10.4
1968,All Races,62214000,50004,297,56572,297,"$35,000 to $49,999",16.5
1968,All Races,62214000,50004,297,56572,297,"$50,000 to $74,999",24.8
1968,All Races,62214000,50004,297,56572,297,"$75,000 to $99,999",13.7
1968,All Races,62214000,50004,297,56572,297,"$100,000 to $149,999",8.2
1968,All Races,62214000,50004,297,56572,297,"$150,000 to $199,999",1.8
1968,All Races,62214000,50004,297,56572,297,"$200,000 and over",1.1
1967,All Races,60813000,47938,287,53616,287,"Under $15,000",14.8
1967,All Races,60813000,47938,287,53616,287,"$15,000 to $24,999",10.2
1967,All Races,60813000,47938,287,53616,287,"$25,000 to $34,999",10.9
1967,All Races,60813000,47938,287,53616,287,"$35,000 to $49,999",16.8
1967,All Races,60813000,47938,287,53616,287,"$50,000 to $74,999",24.8
1967,All Races,60813000,47938,287,53616,287,"$75,000 to $99,999",11.9
1967,All Races,60813000,47938,287,53616,287,"$100,000 to $149,999",7.7
1967,All Races,60813000,47938,287,53616,287,"$150,000 to $199,999",1.7
1967,All Races,60813000,47938,287,53616,287,"$200,000 and over",1.2
2019,White Alone,100568000,72204,800,101732,1192,"Under $15,000",7.8
2019,White Alone,100568000,72204,800,101732,1192,"$15,000 to $24,999",7.5
2019,White Alone,100568000,72204,800,101732,1192,"$25,000 to $34,999",8
2019,White Alone,100568000,72204,800,101732,1192,"$35,000 to $49,999",11.5
2019,White Alone,100568000,72204,800,101732,1192,"$50,000 to $74,999",16.7
2019,White Alone,100568000,72204,800,101732,1192,"$75,000 to $99,999",12.7
2019,White Alone,100568000,72204,800,101732,1192,"$100,000 to $149,999",16.3
2019,White Alone,100568000,72204,800,101732,1192,"$150,000 to $199,999",8.7
2019,White Alone,100568000,72204,800,101732,1192,"$200,000 and over",10.8
2018,White Alone,100528000,68156,657,95650,1052,"Under $15,000",8.5
2018,White Alone,100528000,68156,657,95650,1052,"$15,000 to $24,999",8.3
2018,White Alone,100528000,68156,657,95650,1052,"$25,000 to $34,999",8.4
2018,White Alone,100528000,68156,657,95650,1052,"$35,000 to $49,999",11.8
2018,White Alone,100528000,68156,657,95650,1052,"$50,000 to $74,999",17.3
2018,White Alone,100528000,68156,657,95650,1052,"$75,000 to $99,999",13.1
2018,White Alone,100528000,68156,657,95650,1052,"$100,000 to $149,999",15.7
2018,White Alone,100528000,68156,657,95650,1052,"$150,000 to $199,999",7.6
2018,White Alone,100528000,68156,657,95650,1052,"$200,000 and over",9.3
2017,White Alone,100065000,68076,714,93480,1033,"Under $15,000",8.6
2017,White Alone,100065000,68076,714,93480,1033,"$15,000 to $24,999",8.7
2017,White Alone,100065000,68076,714,93480,1033,"$25,000 to $34,999",8.9
2017,White Alone,100065000,68076,714,93480,1033,"$35,000 to $49,999",11.7
2017,White Alone,100065000,68076,714,93480,1033,"$50,000 to $74,999",16.5
2017,White Alone,100065000,68076,714,93480,1033,"$75,000 to $99,999",12.9
2017,White Alone,100065000,68076,714,93480,1033,"$100,000 to $149,999",15.7
2017,White Alone,100065000,68076,714,93480,1033,"$150,000 to $199,999",8
2017,White Alone,100065000,68076,714,93480,1033,"$200,000 and over",9
2016,White Alone,99400000,65901,585,91988,936,"Under $15,000",8.9
2016,White Alone,99400000,65901,585,91988,936,"$15,000 to $24,999",8.6
2016,White Alone,99400000,65901,585,91988,936,"$25,000 to $34,999",8.9
2016,White Alone,99400000,65901,585,91988,936,"$35,000 to $49,999",12.3
2016,White Alone,99400000,65901,585,91988,936,"$50,000 to $74,999",16.8
2016,White Alone,99400000,65901,585,91988,936,"$75,000 to $99,999",12.5
2016,White Alone,99400000,65901,585,91988,936,"$100,000 to $149,999",15.9
2016,White Alone,99400000,65901,585,91988,936,"$150,000 to $199,999",7.5
2016,White Alone,99400000,65901,585,91988,936,"$200,000 and over",8.5
2015,White Alone,99313000,64864,676,88731,834,"Under $15,000",8.9
2015,White Alone,99313000,64864,676,88731,834,"$15,000 to $24,999",9.5
2015,White Alone,99313000,64864,676,88731,834,"$25,000 to $34,999",9.4
2015,White Alone,99313000,64864,676,88731,834,"$35,000 to $49,999",12.2
2015,White Alone,99313000,64864,676,88731,834,"$50,000 to $74,999",16.3
2015,White Alone,99313000,64864,676,88731,834,"$75,000 to $99,999",12.9
2015,White Alone,99313000,64864,676,88731,834,"$100,000 to $149,999",15.8
2015,White Alone,99313000,64864,676,88731,834,"$150,000 to $199,999",7.4
2015,White Alone,99313000,64864,676,88731,834,"$200,000 and over",7.6
2014,White Alone,98679000,61470,631,85277,930,"Under $15,000",9.9
2014,White Alone,98679000,61470,631,85277,930,"$15,000 to $24,999",10.1
2014,White Alone,98679000,61470,631,85277,930,"$25,000 to $34,999",9.3
2014,White Alone,98679000,61470,631,85277,930,"$35,000 to $49,999",12.5
2014,White Alone,98679000,61470,631,85277,930,"$50,000 to $74,999",16.8
2014,White Alone,98679000,61470,631,85277,930,"$75,000 to $99,999",12.7
2014,White Alone,98679000,61470,631,85277,930,"$100,000 to $149,999",14.7
2014,White Alone,98679000,61470,631,85277,930,"$150,000 to $199,999",6.9
2014,White Alone,98679000,61470,631,85277,930,"$200,000 and over",7.3
2013,White Alone,98807000,62378,935,85551,1371,"Under $15,000",9.8
2013,White Alone,98807000,62378,935,85551,1371,"$15,000 to $24,999",10
2013,White Alone,98807000,62378,935,85551,1371,"$25,000 to $34,999",9.2
2013,White Alone,98807000,62378,935,85551,1371,"$35,000 to $49,999",12.4
2013,White Alone,98807000,62378,935,85551,1371,"$50,000 to $74,999",17
2013,White Alone,98807000,62378,935,85551,1371,"$75,000 to $99,999",12.7
2013,White Alone,98807000,62378,935,85551,1371,"$100,000 to $149,999",14.5
2013,White Alone,98807000,62378,935,85551,1371,"$150,000 to $199,999",7.1
2013,White Alone,98807000,62378,935,85551,1371,"$200,000 and over",7.3
2012,White Alone,97705000,59912,705,83015,851,"Under $15,000",9.6
2012,White Alone,97705000,59912,705,83015,851,"$15,000 to $24,999",10.2
2012,White Alone,97705000,59912,705,83015,851,"$25,000 to $34,999",10
2012,White Alone,97705000,59912,705,83015,851,"$35,000 to $49,999",12.5
2012,White Alone,97705000,59912,705,83015,851,"$50,000 to $74,999",17.6
2012,White Alone,97705000,59912,705,83015,851,"$75,000 to $99,999",12.6
2012,White Alone,97705000,59912,705,83015,851,"$100,000 to $149,999",14.6
2012,White Alone,97705000,59912,705,83015,851,"$150,000 to $199,999",6.7
2012,White Alone,97705000,59912,705,83015,851,"$200,000 and over",6.3
2011,White Alone,96964000,59481,422,82946,791,"Under $15,000",9.8
2011,White Alone,96964000,59481,422,82946,791,"$15,000 to $24,999",9.6
2011,White Alone,96964000,59481,422,82946,791,"$25,000 to $34,999",10.1
2011,White Alone,96964000,59481,422,82946,791,"$35,000 to $49,999",13.1
2011,White Alone,96964000,59481,422,82946,791,"$50,000 to $74,999",17.6
2011,White Alone,96964000,59481,422,82946,791,"$75,000 to $99,999",12.4
2011,White Alone,96964000,59481,422,82946,791,"$100,000 to $149,999",14.5
2011,White Alone,96964000,59481,422,82946,791,"$150,000 to $199,999",6.6
2011,White Alone,96964000,59481,422,82946,791,"$200,000 and over",6.2
2010,White Alone,96306000,60763,489,82741,783,"Under $15,000",9.4
2010,White Alone,96306000,60763,489,82741,783,"$15,000 to $24,999",10.4
2010,White Alone,96306000,60763,489,82741,783,"$25,000 to $34,999",9.2
2010,White Alone,96306000,60763,489,82741,783,"$35,000 to $49,999",13.2
2010,White Alone,96306000,60763,489,82741,783,"$50,000 to $74,999",17.1
2010,White Alone,96306000,60763,489,82741,783,"$75,000 to $99,999",12.8
2010,White Alone,96306000,60763,489,82741,783,"$100,000 to $149,999",15
2010,White Alone,96306000,60763,489,82741,783,"$150,000 to $199,999",6.6
2010,White Alone,96306000,60763,489,82741,783,"$200,000 and over",6.3
2009,White Alone,95489000,61947,303,84263,534,"Under $15,000",8.9
2009,White Alone,95489000,61947,303,84263,534,"$15,000 to $24,999",9.6
2009,White Alone,95489000,61947,303,84263,534,"$25,000 to $34,999",9.5
2009,White Alone,95489000,61947,303,84263,534,"$35,000 to $49,999",13.1
2009,White Alone,95489000,61947,303,84263,534,"$50,000 to $74,999",17.8
2009,White Alone,95489000,61947,303,84263,534,"$75,000 to $99,999",12.9
2009,White Alone,95489000,61947,303,84263,534,"$100,000 to $149,999",15.2
2009,White Alone,95489000,61947,303,84263,534,"$150,000 to $199,999",6.7
2009,White Alone,95489000,61947,303,84263,534,"$200,000 and over",6.4
2008,White Alone,95297000,62268,298,84740,537,"Under $15,000",9
2008,White Alone,95297000,62268,298,84740,537,"$15,000 to $24,999",9.7
2008,White Alone,95297000,62268,298,84740,537,"$25,000 to $34,999",9.1
2008,White Alone,95297000,62268,298,84740,537,"$35,000 to $49,999",13.2
2008,White Alone,95297000,62268,298,84740,537,"$50,000 to $74,999",17.2
2008,White Alone,95297000,62268,298,84740,537,"$75,000 to $99,999",13
2008,White Alone,95297000,62268,298,84740,537,"$100,000 to $149,999",15.8
2008,White Alone,95297000,62268,298,84740,537,"$150,000 to $199,999",6.6
2008,White Alone,95297000,62268,298,84740,537,"$200,000 and over",6.4
2007,White Alone,95112000,64417,313,86932,545,"Under $15,000",8.4
2007,White Alone,95112000,64417,313,86932,545,"$15,000 to $24,999",9.6
2007,White Alone,95112000,64417,313,86932,545,"$25,000 to $34,999",8.9
2007,White Alone,95112000,64417,313,86932,545,"$35,000 to $49,999",12.6
2007,White Alone,95112000,64417,313,86932,545,"$50,000 to $74,999",17.5
2007,White Alone,95112000,64417,313,86932,545,"$75,000 to $99,999",13
2007,White Alone,95112000,64417,313,86932,545,"$100,000 to $149,999",16.1
2007,White Alone,95112000,64417,313,86932,545,"$150,000 to $199,999",7.1
2007,White Alone,95112000,64417,313,86932,545,"$200,000 and over",6.9
2006,White Alone,94705000,64410,307,87842,602,"Under $15,000",8.1
2006,White Alone,94705000,64410,307,87842,602,"$15,000 to $24,999",9.1
2006,White Alone,94705000,64410,307,87842,602,"$25,000 to $34,999",9.2
2006,White Alone,94705000,64410,307,87842,602,"$35,000 to $49,999",12.9
2006,White Alone,94705000,64410,307,87842,602,"$50,000 to $74,999",17.7
2006,White Alone,94705000,64410,307,87842,602,"$75,000 to $99,999",13.2
2006,White Alone,94705000,64410,307,87842,602,"$100,000 to $149,999",15.8
2006,White Alone,94705000,64410,307,87842,602,"$150,000 to $199,999",7
2006,White Alone,94705000,64410,307,87842,602,"$200,000 and over",7
2005,White Alone,93588000,63718,458,86562,589,"Under $15,000",8.6
2005,White Alone,93588000,63718,458,86562,589,"$15,000 to $24,999",9.3
2005,White Alone,93588000,63718,458,86562,589,"$25,000 to $34,999",9.3
2005,White Alone,93588000,63718,458,86562,589,"$35,000 to $49,999",12.7
2005,White Alone,93588000,63718,458,86562,589,"$50,000 to $74,999",17.7
2005,White Alone,93588000,63718,458,86562,589,"$75,000 to $99,999",13.4
2005,White Alone,93588000,63718,458,86562,589,"$100,000 to $149,999",15.4
2005,White Alone,93588000,63718,458,86562,589,"$150,000 to $199,999",6.9
2005,White Alone,93588000,63718,458,86562,589,"$200,000 and over",6.6
2004,White Alone,92880000,63304,408,85352,578,"Under $15,000",8.8
2004,White Alone,92880000,63304,408,85352,578,"$15,000 to $24,999",9.4
2004,White Alone,92880000,63304,408,85352,578,"$25,000 to $34,999",9.6
2004,White Alone,92880000,63304,408,85352,578,"$35,000 to $49,999",12.6
2004,White Alone,92880000,63304,408,85352,578,"$50,000 to $74,999",17.6
2004,White Alone,92880000,63304,408,85352,578,"$75,000 to $99,999",13
2004,White Alone,92880000,63304,408,85352,578,"$100,000 to $149,999",15.8
2004,White Alone,92880000,63304,408,85352,578,"$150,000 to $199,999",6.7
2004,White Alone,92880000,63304,408,85352,578,"$200,000 and over",6.5
2003,White Alone,91962000,63583,410,85816,566,"Under $15,000",8.7
2003,White Alone,91962000,63583,410,85816,566,"$15,000 to $24,999",9.3
2003,White Alone,91962000,63583,410,85816,566,"$25,000 to $34,999",9.5
2003,White Alone,91962000,63583,410,85816,566,"$35,000 to $49,999",12.5
2003,White Alone,91962000,63583,410,85816,566,"$50,000 to $74,999",17.5
2003,White Alone,91962000,63583,410,85816,566,"$75,000 to $99,999",13
2003,White Alone,91962000,63583,410,85816,566,"$100,000 to $149,999",16.1
2003,White Alone,91962000,63583,410,85816,566,"$150,000 to $199,999",6.7
2003,White Alone,91962000,63583,410,85816,566,"$200,000 and over",6.6
2002,White Alone,91645000,64250,429,85740,574,"Under $15,000",8.6
2002,White Alone,91645000,64250,429,85740,574,"$15,000 to $24,999",9.4
2002,White Alone,91645000,64250,429,85740,574,"$25,000 to $34,999",8.9
2002,White Alone,91645000,64250,429,85740,574,"$35,000 to $49,999",13
2002,White Alone,91645000,64250,429,85740,574,"$50,000 to $74,999",17.5
2002,White Alone,91645000,64250,429,85740,574,"$75,000 to $99,999",13.1
2002,White Alone,91645000,64250,429,85740,574,"$100,000 to $149,999",16.5
2002,White Alone,91645000,64250,429,85740,574,"$150,000 to $199,999",6.6
2002,White Alone,91645000,64250,429,85740,574,"$200,000 and over",6.3
2001,White Alone,90682000,64439,498,87592,619,"Under $15,000",8.3
