species,date,geo_group,region,median,q1,q3
salmon,2024-02-01,county,Finnmark,1.11,0.46,2.21
salmon,2024-03-01,county,Finnmark,0.96,0.44,1.51
salmon,2024-04-01,county,Finnmark,0.59,0.3,0.92
salmon,2024-05-01,county,Finnmark,0.5,0.32,0.79
salmon,2024-06-01,county,Finnmark,0.42,0.26,0.76
salmon,2024-07-01,county,Finnmark,0.27,0.16,0.54
salmon,2024-08-01,county,Finnmark,0.46,0.27,0.59
salmon,2024-09-01,county,Finnmark,0.8,0.54,1.19
salmon,2024-10-01,county,Finnmark,0.88,0.47,1.38
salmon,2024-11-01,county,Finnmark,0.62,0.3,1.15
salmon,2024-12-01,county,Finnmark,0.76,0.43,1.58
salmon,2025-01-01,county,Finnmark,0.81,0.4,1.17
salmon,2025-02-01,county,Finnmark,0.61,0.3,1.27
salmon,2025-03-01,county,Finnmark,0.51,0.28,0.88
salmon,2025-04-01,county,Finnmark,0.33,0.2,0.62
salmon,2025-05-01,county,Finnmark,0.36,0.21,1.1
salmon,2025-06-01,county,Finnmark,0.21,0.14,0.54
salmon,2025-07-01,county,Finnmark,0.14,0.09,0.42
salmon,2025-08-01,county,Finnmark,0.3,0.17,0.55
salmon,2025-09-01,county,Finnmark,0.37,0.27,0.57
salmon,2025-10-01,county,Finnmark,0.43,0.23,0.86
salmon,2025-11-01,county,Finnmark,0.32,0.19,0.48
salmon,2025-12-01,county,Finnmark,0.37,0.23,0.75
