movie_name,release_year,director,age_difference,couple_number,actor_1_name,actor_2_name,character_1_gender,character_2_gender,actor_1_birthdate,actor_2_birthdate,actor_1_age,actor_2_age
The Spanish Prisoner,1997,David Mamet,4,1,Campbell Scott,Rebecca Pidgeon,man,woman,1961-07-19,1965-10-10,36,32
This Means War,2012,McG,4,1,Reese Witherspoon,Chris Pine,woman,man,1976-03-21,1980-08-26,36,32
Twilight,2008,Catherine Hardwicke,4,1,Robert Pattinson,Kristen Stewart,man,woman,1986-05-13,1990-04-09,22,18
Two Weeks Notice,2002,Marc Lawrence,4,1,Hugh Grant,Sandra Bullock,man,woman,1960-09-09,1964-07-26,42,38
Walk the Line,2005,James Mangold,4,1,Joaquin Phoenix,Ginnifer Goodwin,man,woman,1974-10-28,1978-05-22,31,27
Wayne's World,1993,Penelope Spheeris,4,1,Mike Myers,Tia Carrere,man,woman,1963-04-25,1967-01-02,30,26
We Are Your Friends,2015,Max Joseph,4,1,Zac Efron,Emily Ratajkowski,man,woman,1987-10-18,1991-06-07,28,24
Whatever Works,2009,Woody Allen,4,3,Henry Cavill,Evan Rachel Wood,man,woman,1983-05-05,1987-09-07,26,22
X-Men,2000,Bryan Singer,4,2,Famke Janssen,Hugh Jackman,woman,man,1964-11-05,1968-10-12,36,32
A Woman Under the Influence,1974,John Cassavetes,3,1,Peter Falk,Gena Rowlands,man,woman,1927-09-16,1930-06-19,47,44
Amelia,2009,Mira Nair,3,2,Ewan McGregor,Hilary Swank,man,woman,1971-03-31,1974-07-30,38,35
American Beauty,1999,Sam Mendes,3,3,Peter Gallagher,Annette Bening,man,woman,1955-08-19,1958-05-29,44,41
Arbitrage,2012,Nicholas Jarecki,3,2,Susan Sarandon,Richard Gere,woman,man,1946-10-04,1949-08-31,66,63
Becoming Jane,2007,Julian Jarrold,3,1,James McAvoy,Anne Hathaway,man,woman,1979-04-21,1982-11-12,28,25
Bottle Rocket,1996,Wes Anderson,3,1,Lumi Cavazos,Luke Wilson,woman,man,1968-12-21,1971-09-21,28,25
Bridget Jones's Baby,2016,Sharon Maguire,3,2,Patrick Dempsey,Renee Zellweger,man,woman,1966-01-13,1969-04-25,50,47
Cinderella,2015,Kenneth Branagh,3,1,Richard Madden,Lily James,man,woman,1986-06-18,1989-04-05,29,26
City of Angels,1998,Brad Silberling,3,1,Meg Ryan,Nicolas Cage,woman,man,1961-11-19,1964-01-07,37,34
Closer,2004,Mike Nichols,3,4,Clive Owen,Julia Roberts,man,woman,1964-10-03,1967-10-28,40,37
Coyote Ugly,2000,David McNally,3,1,Adam Garcia,Piper Perabo,man,woman,1973-06-01,1976-10-31,27,24
"Crouching Tiger, Hidden Dragon",2000,Ang Lee,3,2,Chang Chen,Zhang Ziyi,man,woman,1976-10-14,1979-02-09,24,21
Deadpool,2016,Tim Miller,3,1,Ryan Reynolds,Morena Baccarin,man,woman,1976-10-23,1979-06-02,40,37
Don Jon,2013,Joseph Gordon-Levitt,3,2,Joseph Gordon-Levitt,Scarlett Johansson,man,woman,1981-02-17,1984-11-22,32,29
Enemy of the State,1998,Tony Scott,3,2,Will Smith,Regina King,man,woman,1968-09-25,1971-01-15,30,27
Fight Club,1999,David Fincher,3,2,Brad Pitt,Helena Bonham Carter,man,woman,1963-12-18,1966-05-26,36,33
Fight Club,1999,David Fincher,3,1,Helena Bonham Carter,Edward Norton,woman,man,1966-05-26,1969-08-18,33,30
Fools Rush In,1997,Andy Tennant,3,1,Salma Hayek,Matthew Perry,woman,man,1966-09-02,1969-08-19,31,28
Forgetting Sarah Marshall,2008,Nicholas Stoller,3,2,Jason Segel,Mila Kunis,man,woman,1980-01-18,1983-08-14,28,25
Gigli,2003,Martin Brest,3,1,Jennifer Lopez,Ben Affleck,woman,man,1969-07-24,1972-08-15,34,31
Hacksaw Ridge,2016,Mel Gibson,3,1,Andrew Garfield,Teresa Palmer,man,woman,1983-08-20,1986-02-26,33,30
He's Just Not That Into You,2009,Ken Kwapis,3,3,Jennifer Aniston,Ben Affleck,woman,man,1969-02-11,1972-08-15,40,37
His Girl Friday,1940,Howard Hawks,3,1,Cary Grant,Rosalind Russell,man,woman,1904-01-18,1907-06-04,36,33
I Know What You Did Last Summer,1997,Jim Gillespie,3,2,Ryan Phillippe,Sarah Michelle Gellar,man,woman,1974-09-10,1977-04-14,23,20
I Know What You Did Last Summer,1997,Jim Gillespie,3,1,Freddie Prinze Jr.,Jennifer Love Hewitt,man,woman,1976-03-08,1979-02-21,21,18
Idle Hands,1999,Rodman Flender,3,1,Devon Sawa,Jessica Alba,man,woman,1978-09-07,1981-04-28,21,18
Imagine Me & You,2005,Ol Parker,3,1,Lena Headey,Piper Perabo,woman,woman,1973-10-03,1976-10-31,32,29
Independence Day: Resurgence,2016,Roland Emmerich,3,1,Liam Hemsworth,Maika Monroe,man,woman,1990-01-13,1993-05-29,26,23
Inferno,2016,Ron Howard,3,2,Ben Foster,Felicity Jones,man,woman,1980-10-29,1983-10-17,36,33
Inventing the Abbotts,1997,Pat O'Connor,3,1,Joaquin Phoenix,Liv Tyler,man,woman,1974-10-28,1977-07-01,23,20
Invincible,2006,Ericson Core,3,1,Mark Wahlberg,Elizabeth Banks,man,woman,1971-06-05,1974-02-10,35,32
Juno,2007,Jason Reitman,3,2,Jason Bateman,Jennifer Garner,man,woman,1969-01-14,1972-04-17,38,35
Just Go with It,2011,Dennis Dugan,3,2,Adam Sandler,Jennifer Aniston,man,woman,1966-09-09,1969-02-11,45,42
Knocked Up,2007,Judd Apatow,3,2,Paul Rudd,Leslie Mann,man,woman,1969-04-06,1972-03-26,38,35
La ragazza con la valigia,1961,Valerio Zurlini,3,1,Claudia Cardinale,Jacques Perrin,woman,man,1938-04-15,1941-07-13,23,20
Les Miserables,2012,Tom Hooper,3,2,Eddie Redmayne,Amanda Seyfried,man,woman,1982-01-26,1985-12-03,30,27
Liar Liar,1997,Tom Shadyac,3,1,Jim Carrey,Maura Tierney,man,woman,1962-01-17,1965-02-03,35,32
Look Who's Talking,1989,Amy Heckerling,3,1,Kirstie Alley,John Travolta,woman,man,1951-01-12,1954-02-18,38,35
Made of Honor,2008,Paul Weiland,3,2,Kevin McKidd,Michelle Monaghan,man,woman,1973-08-09,1976-03-23,35,32
Me Before You,2016,Thea Sharrock,3,1,Emilia Clarke,Matthew Lewis,woman,man,1986-10-23,1989-06-27,30,27
Mickey Blue Eyes,1999,Kelly Makin,3,1,Hugh Grant,Jeanne Tripplehorn,man,woman,1960-09-09,1963-06-10,39,36
Mirror Mirror,2012,Tarsem Singh,3,1,Armie Hammer,Lily Collins,man,woman,1986-08-28,1989-03-18,26,23
Mona Lisa Smile,2003,Mike Newell,3,3,Topher Grace,Julia Stiles,man,woman,1978-07-19,1981-03-28,25,22
Neighbors,2014,Nicholas Stoller,3,1,Rose Byrne,Seth Rogen,woman,man,1979-07-24,1982-04-15,35,32
On the Basis of Sex,2018,Mimi Leder,3,1,Felicity Jones,Armie Hammer,woman,man,1983-10-17,1986-08-28,35,32
One Fine Day,1996,Michael Hoffman,3,1,Michelle Pfeiffer,George Clooney,woman,man,1958-04-29,1961-05-06,38,35
Palo Alto,2013,Gia Coppola,3,2,Emma Roberts,Nat Wolff,woman,man,1991-02-10,1994-12-17,22,19
Pete's Dragon,2016,David Lowery,3,1,Wes Bentley,Bryce Dallas Howard,man,woman,1978-09-04,1981-03-02,38,35
Professor Marston and the Wonder Women,2017,Angela Robinson,3,3,Luke Evans,Rebecca Hall,man,woman,1979-04-15,1982-05-03,38,35
Pushing Tin,1999,Mike Newell,3,4,John Cusack,Cate Blanchett,man,woman,1966-06-28,1969-05-14,33,30
Ready Player One,2018,Steven Spielberg,3,1,Olivia Cooke,Tye Sheridan,woman,man,1993-12-27,1996-11-11,25,22
Risky Business,1983,Paul Brickman,3,1,Rebecca De Mornay,Tom Cruise,woman,man,1959-08-29,1962-07-03,24,21
Robin Hood: Prince of Thieves,1991,Kevin Reynolds,3,1,Kevin Costner,Mary Elizabeth Mastrantonio,man,woman,1955-01-18,1958-11-17,36,33
Savages,2007,undefined,3,2,Blake Lively,Aaron Taylor-Johnson,woman,man,1987-08-25,1990-06-13,20,17
Selma,2014,Ava DuVernay,3,1,Carmen Ejogo,David Oyelowo,woman,man,1973-01-01,1976-04-01,41,38
She's All That,1999,Robert Iscove,3,1,Freddie Prinze Jr.,Rachael Leigh Cook,man,woman,1976-03-08,1979-10-04,23,20
"Six Days, Seven Nights",1998,Ivan Reitman,3,2,David Schwimmer,Anne Heche,man,woman,1966-11-02,1969-05-25,32,29
Solo: A Star Wars Story,2018,Ron Howard,3,2,Emilia Clarke,Alden Ehrenreich,woman,man,1986-10-23,1989-11-22,32,29
Soul Food,1997,George Tillman Jr.,3,3,Michael Beach,Gina Ravera,man,woman,1963-10-30,1966-05-20,34,31
Tag,2018,Jeff Tomsic,3,2,Jeremy Renner,Leslie Bibb,man,woman,1971-01-07,1974-11-17,47,44
The 40-Year Old Virgin,2005,Judd Apatow,3,1,Catherine Keener,Steve Carell,woman,man,1959-03-23,1962-08-16,46,43
The Age of Adaline,2015,Lee Toland Krieger,3,2,Blake Lively,Anthony Ingruber,woman,man,1987-08-25,1990-02-05,28,25
The Beach,2000,Danny Boyle,3,2,Guillaume Canet,Virginie Ledoyen,man,woman,1973-04-10,1976-11-15,27,24
The Best of me,2014,Michael Hoffman,3,1,James Marsden,Michelle Monaghan,man,woman,1973-09-18,1976-03-23,41,38
The Dark Knight,2008,Christopher Nolan,3,1,Christian Bale,Maggie Gyllenhaal,man,woman,1974-01-30,1977-11-16,34,31
The Departed,2006,Martin Scorsese,3,2,Matt Damon,Vera Farmiga,man,woman,1970-10-08,1973-08-06,36,33
The Disaster Artist,2017,James Franco,3,1,Alison Brie,Dave Franco,woman,man,1982-12-29,1985-06-12,35,32
The Fault in Our Stars,2014,Josh Boone,3,1,Shailene Woodley,Ansel Elgort,woman,man,1991-11-15,1994-03-14,23,20
The Favourite,2018,Yorgos Lanthimos,3,4,Emma Stone,Joe Alwyn,woman,man,1988-11-06,1991-02-21,30,27
The Five-Year Engagement,2012,Nicholas Stoller,3,1,Jason Segel,Emily Blunt,man,woman,1980-01-18,1983-02-23,32,29
The Graduate,1967,Mike Nichols,3,2,Dustin Hoffman,Katharine Ross,man,woman,1937-08-08,1940-01-29,30,27
The Lucky One,2012,Scott Hicks,3,1,Taylor Schilling,Zac Efron,woman,man,1984-07-27,1987-10-18,28,25
The Matrix,1999,"Lana Wachowski, Lilly Wachowski",3,1,Keanu Reeves,Carrie-Anne Moss,man,woman,1964-09-02,1967-08-21,35,32
The Only Living Boy in New York,2017,Marc Webb,3,3,Callum Turner,Kiersey Clemons,man,woman,1990-02-15,1993-12-17,27,24
The Spy Who Dumped Me,2018,Susanna Fogel,3,2,Sam Heughan,Mila Kunis,man,woman,1980-04-30,1983-08-14,38,35
The Story of Us,1999,Rob Reiner,3,1,Bruce Willis,Michelle Pfeiffer,man,woman,1955-03-19,1958-04-29,44,41
The Vow,2012,Michael Sucsy,3,1,Scott Speedman,Rachel McAdams,man,woman,1975-09-01,1978-11-17,37,34
Trainwreck,2015,Judd Apatow,3,2,Bill Hader,Amy Schumer,man,woman,1978-06-07,1981-06-01,37,34
Twilight,2008,Catherine Hardwicke,3,2,Jackson Rathbone,Ashley Greene,man,woman,1984-12-14,1987-04-21,24,21
Twilight,2008,Catherine Hardwicke,3,3,Kellan Lutz,Nikki Reed,man,woman,1985-03-15,1988-05-17,23,20
Us,2019,Jordan Peele,3,1,Lupita Nyong'o,Winston Duke,woman,man,1983-03-01,1986-11-15,36,33
Wedding Crashers,2005,David Dobkin,3,3,Bradley Cooper,Rachel McAdams,man,woman,1975-01-05,1978-11-17,30,27
White Men Can't Jump,1992,Ron Shelton,3,1,Woody Harrelson,Rosie Perez,man,woman,1961-07-23,1964-09-06,31,28
Widows,2018,Steve McQueen,3,3,Michelle Rodriguez,Manuel Garcia-Rulfo,woman,man,1978-07-12,1981-02-25,40,37
X2: X-Men United,2003,Bryan Singer,3,1,Shawn Ashmore,Anna Paquin,man,woman,1979-10-07,1982-07-24,24,21
10 Things I Hate About You,1999,Gil Junger,2,1,Heath Ledger,Julia Stiles,man,woman,1979-04-24,1981-03-28,20,18
A Most Violent Year,2014,J.C. Chandor,2,1,Jessica Chastain,Oscar Isaac,woman,man,1977-03-24,1979-03-09,37,35
A Simple Favor,2018,Paul Feig,2,1,Anna Kendrick,Henry Golding,woman,man,1985-08-09,1987-02-05,33,31
A Walk on the Moon,1999,Tony Goldwyn,2,2,Diane Lane,Liev Schreiber,woman,man,1965-01-21,1967-10-04,34,32
Ace Ventura: Pet Detective,1994,Tom Shadyac,2,1,Jim Carrey,Courteney Cox,man,woman,1962-01-17,1964-06-15,32,30
Aladdin,2019,Guy Ritchie,2,1,Mena Massoud,Naomi Scott,man,woman,1991-09-17,1993-05-06,28,26
And So It Goes,2014,Rob Reiner,2,1,Michael Douglas,Diane Keaton,man,woman,1944-09-25,1946-01-05,70,68
Anger Management,2003,Peter Segal,2,1,Marisa Tomei,Adam Sandler,woman,man,1964-12-04,1966-09-09,39,37
Annihilation,2018,Alex Garland,2,1,Oscar Isaac,Natalie Portman,man,woman,1979-03-09,1981-06-09,39,37
Austin Powers: International Man of Mystery,1997,Jay Roach,2,1,Mike Myers,Elizabeth Hurley,man,woman,1963-04-25,1965-06-10,34,32
Ben-Hur,2016,Timur Bekmambetov,2,1,Nazanin Boniadi,Jack Huston,woman,man,1980-05-22,1982-12-07,36,34
Big Daddy,1999,Dennis Dugan,2,2,Adam Sandler,Joey Lauren Adams,man,woman,1966-09-09,1968-01-09,33,31
Bridesmaids,2011,Paul Feig,2,2,Jon Hamm,Kristen Wiig,man,woman,1971-03-10,1973-08-22,40,38
Brokeback Mountain,2005,Ang Lee,2,1,Jake Gyllenhaal,Anne Hathaway,man,woman,1980-12-19,1982-11-12,25,23
Casanova,2005,Lasse Hallström,2,1,Heath Ledger,Sienna Miller,man,woman,1979-04-24,1981-12-28,26,24
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,3,Kevin Bacon,Julianne Moore,man,woman,1958-07-08,1960-12-03,53,51
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,2,Julianne Moore,Steve Carell,woman,man,1960-12-03,1962-08-16,51,49
Dan in Real Life,2007,Peter Hedges,2,2,Steve Carell,Juliette Binoche,man,woman,1962-08-16,1964-03-09,45,43
Dave,1993,Ivan Reitman,2,1,Kevin Kline,Sigourney Weaver,man,woman,1947-10-24,1949-10-08,46,44
Doctor Strange,2016,Scott Derrickson,2,1,Benedict Cumberbatch,Rachel McAdams,man,woman,1976-07-19,1978-11-17,40,38
Down and Out in Beverly Hills,1986,Paul Mazursky,2,2,Bette Midler,Richard Dreyfuss,woman,man,1945-12-01,1947-10-29,41,39
EDtv,1999,Ron Howard,2,2,Matthew McConaughey,Jenna Elfman,man,woman,1969-11-04,1971-09-30,30,28
Easy A,2010,Will Gluck,2,1,Penn Badgley,Emma Stone,man,woman,1986-11-01,1988-11-06,24,22
Ed Wood,1994,Tim Burton,2,2,Johnny Depp,Sarah Jessica Parker,man,woman,1963-06-09,1965-03-25,31,29
Enchanted,2007,Kevin Lima,2,2,Idina Menzel,James Marsden,woman,man,1971-05-30,1973-09-18,36,34
Enemy at the Gates,2001,Jean-Jacques Annaud,2,1,Rachel Weisz,Jude Law,woman,man,1970-03-07,1972-12-29,31,29
Fantastic Beasts and Where to Find Them,2016,David Yates,2,2,Katherine Waterston,Eddie Redmayne,woman,man,1980-03-03,1982-01-26,36,34
Fifty Shades of Grey,2015,Sam Taylor-Johnson,2,2,Luke Grimes,Eloise Mumford,man,woman,1984-01-21,1986-09-24,31,29
Four Weddings and a Funeral,1994,Mike Newell,2,1,Andie MacDowell,Hugh Grant,woman,man,1958-04-21,1960-09-09,36,34
Friends with Benefits,2011,Will Gluck,2,1,Justin Timberlake,Mila Kunis,man,woman,1981-01-31,1983-08-14,30,28
Gangs of New York,2002,Martin Scorsese,2,1,Cameron Diaz,Leonardo DiCaprio,woman,man,1972-08-30,1974-11-11,30,28
I Don't Know How She Does It,2011,Douglas McGrath,2,1,Greg Kinnear,Sarah Jessica Parker,man,woman,1963-06-17,1965-03-25,48,46
Imagine Me & You,2005,Ol Parker,2,2,Piper Perabo,Matthew Goode,woman,man,1976-10-31,1978-04-03,29,27
Inventing the Abbotts,1997,Pat O'Connor,2,2,Billy Crudup,Jennifer Connelly,man,woman,1968-07-08,1970-12-12,29,27
Jeux d'enfants,2003,Yann Samuell,2,1,Guillaume Canet,Marion Cotillard,man,woman,1973-04-10,1975-09-30,30,28
Jurassic World,2015,Colin Trevorrow,2,1,Chris Pratt,Bryce Dallas Howard,man,woman,1979-06-21,1981-03-02,36,34
Last Holiday,2006,Wayne Wang,2,1,LL Cool J,Queen Latifah,man,woman,1968-01-14,1970-03-18,38,36
Last Night,2010,Massy Tadjedin,2,3,Eva Mendes,Sam Worthington,woman,man,1974-03-05,1976-08-02,36,34
Le notti di Cabiria,1957,Federico Fellini,2,1,François Périer,Giulietta Masina,man,woman,1919-11-10,1921-02-22,38,36
Legally Blonde,2001,Robert Luketic,2,3,Reese Witherspoon,Matthew Davis,woman,man,1976-03-21,1978-05-08,25,23
Little Nicky,2000,Steven Brill,2,1,Adam Sandler,Patricia Arquette,man,woman,1966-09-09,1968-04-08,34,32
Love & Basketball,2000,Gina Prince-Bythewood,2,1,Sanaa Lathan,Omar Epps,woman,man,1971-09-19,1973-07-20,29,27
Love & Other Drugs,2010,Edward Zwick,2,1,Jake Gyllenhaal,Anne Hathaway,man,woman,1980-12-19,1982-11-12,30,28
Love Story,1970,Arthur Hiller,2,1,Ali MacGraw,Ryan O'Neal,woman,man,1939-04-01,1941-04-20,31,29
Mona Lisa Smile,2003,Mike Newell,2,4,Julia Roberts,Dominic West,woman,man,1967-10-28,1969-10-15,36,34
Office Space,1999,Mike Judge,2,1,Ron Livingston,Jennifer Aniston,man,woman,1967-06-05,1969-02-11,32,30
Old School,2003,Todd Phillips,2,3,Ellen Pompeo,Luke Wilson,woman,man,1969-11-10,1971-09-21,34,32
Pitch Perfect,2012,Jason Moore,2,1,Anna Kendrick,Skylar Astin,woman,man,1985-08-09,1987-09-23,27,25
Robin Hood,2018,Otto Bathurst,2,1,Taron Egerton,Eve Hewson,man,woman,1989-11-10,1991-07-07,29,27
Rumor Has It...,2005,Rob Reiner,2,3,Mark Ruffalo,Jennifer Aniston,man,woman,1967-11-22,1969-02-11,38,36
Safe Men,1998,John Hamburg,2,1,Sam Rockwell,Christina Kirk,man,woman,1968-11-05,1970-11-10,30,28
Sex and the City,2008,Michael Patrick King,2,4,David Eigenberg,Cynthia Nixon,man,woman,1964-05-17,1966-04-09,44,42
Shakespeare in Love,1998,John Madden,2,1,Joseph Fiennes,Gwyneth Paltrow,man,woman,1970-05-27,1972-09-27,28,26
Sister Act,1992,Emile Ardolino,2,2,Bill Nunn,Whoopi Goldberg,man,woman,1953-10-20,1955-11-13,39,37
Something New,2006,Sanaa Hamri,2,1,Simon Baker,Sanaa Lathan,man,woman,1969-07-30,1971-09-19,37,35
Spider-Man: Far From Home,2019,Jon Watts,2,1,Marisa Tomei,Jon Favreau,woman,man,1964-12-04,1966-10-19,55,53
Tag,2018,Jeff Tomsic,2,4,Ed Helms,Isla Fisher,man,woman,1974-01-24,1976-02-03,44,42
Tag,2018,Jeff Tomsic,2,3,Rashida Jones,Jake Johnson,woman,man,1976-02-25,1978-05-28,42,40
The Beach,2000,Danny Boyle,2,3,Leonardo DiCaprio,Virginie Ledoyen,man,woman,1974-11-11,1976-11-15,26,24
The Butterfly Effect,2004,"Eric Bress, J. Mackye Gruber",2,1,Amy Smart,Ashton Kutcher,woman,man,1976-03-26,1978-02-07,28,26
The English Patient,1996,Anthony Minghella,2,1,Kristin Scott Thomas,Ralph Fiennes,woman,man,1960-05-24,1962-12-22,36,34
The Family Stone,2007,Thomas Bezucha,2,4,Craig T. Nelson,Diane Keaton,man,woman,1944-04-04,1946-01-05,63,61
The Family Stone,2007,Thomas Bezucha,2,5,Dermot Mulroney,Sarah Jessica Parker,man,woman,1963-10-31,1965-03-25,44,42
The Girl with the Dragon Tattoo,2011,David Fincher,2,2,Robin Wright,Daniel Craig,woman,man,1966-04-08,1968-03-02,45,43
The Good Shepherd,2006,Robert De Niro,2,3,Matt Damon,Tammy Blanchard,man,woman,1970-10-08,1972-12-14,36,34
The Hunger Games: Mockingjay Part 2,2015,Francis Lawrence,2,1,Jennifer Lawrence,Josh Hutcherson,woman,man,1990-08-15,1992-10-12,25,23
The Kids Are All Right,2010,Lisa Cholodenko,2,2,Annette Bening,Julianne Moore,woman,woman,1958-05-29,1960-12-03,52,50
The Last Time I Committed Suicide,1997,Stephen T. Kay,2,1,Thomas Jane,Claire Forlani,man,woman,1969-02-22,1971-12-17,28,26
The Mummy,1999,Stephen Sommers,2,2,Brendan Fraser,Rachel Weisz,man,woman,1968-12-03,1970-03-07,31,29
The Notebook,2004,Nick Cassavetes,2,2,Rachel McAdams,Ryan Gosling,woman,man,1978-11-17,1980-11-12,26,24
The Other Woman,2014,Nick Cassavetes,2,3,Nikolaj Coster-Waldau,Leslie Mann,man,woman,1970-07-27,1972-03-26,44,42
The Other Woman,2014,Nick Cassavetes,2,4,Nikolaj Coster-Waldau,Cameron Diaz,man,woman,1970-07-27,1972-08-30,44,42
The Private Lives of Pippa Lee,2009,Rebecca Miller,2,2,Keanu Reeves,Robin Wright,man,woman,1964-09-02,1966-04-08,45,43
The Twilight Saga: New Moon,2009,Chris Weitz,2,1,Kristen Stewart,Taylor Lautner,woman,man,1990-04-09,1992-02-11,19,17
The Vow,2012,Michael Sucsy,2,2,Rachel McAdams,Channing Tatum,woman,man,1978-11-17,1980-04-26,34,32
The Wood,1999,Rick Famuyiwa,2,2,Sanaa Lathan,Omar Epps,woman,man,1971-09-19,1973-07-20,28,26
The Young Victoria,2009,Jean-Marc Vallée,2,1,Rupert Friend,Emily Blunt,man,woman,1981-10-01,1983-02-23,28,26
Thor,2011,Kenneth Branagh,2,1,Natalie Portman,Chris Hemsworth,woman,man,1981-06-09,1983-08-11,30,28
Tristan + Isolde,2006,Kevin Reynolds,2,1,James Franco,Sophia Myles,man,woman,1978-04-19,1980-03-18,28,26
Twilight,2008,Catherine Hardwicke,2,4,Peter Facinelli,Elizabeth Reaser,man,woman,1973-11-26,1975-06-15,35,33
Unforgettable,2017,Denise Di Novi,2,1,Geoff Stults,Rosario Dawson,man,woman,1977-12-15,1979-05-09,40,38
Virginia,2010,Dustin Lance Black,2,2,Emma Roberts,Harrison Gilbertson,woman,man,1991-02-10,1993-06-29,19,17
Walk the Line,2005,James Mangold,2,2,Joaquin Phoenix,Reese Witherspoon,man,woman,1974-10-28,1976-03-21,31,29
We Were Soldiers,2002,Randall Wallace,2,1,Mel Gibson,Madeleine Stowe,man,woman,1956-01-03,1958-08-18,46,44
Why Him?,2016,John Hamburg,2,2,Bryan Cranston,Megan Mullally,man,woman,1956-03-07,1958-11-12,60,58
500 Days of Summer,2009,Marc Webb,1,1,Zooey Deschanel,Joseph Gordon-Levitt,woman,man,1980-01-17,1981-02-17,29,28
9 1/2 Weeks,1986,Adrian Lyne,1,1,Mickey Rourke,Kim Basinger,man,woman,1952-09-16,1953-12-08,34,33
A Knight's Tale,2001,Brian Helgeland,1,1,Shannyn Sossamon,Heath Ledger,woman,man,1978-10-03,1979-04-24,23,22
Angel Eyes,2001,Luis Mandoki,1,1,Jim Caviezel,Jennifer Lopez,man,woman,1968-09-26,1969-07-24,33,32
Australia,2008,Baz Luhrmann,1,1,Nicole Kidman,Hugh Jackman,woman,man,1967-06-20,1968-10-12,41,40
Baywatch,2017,Seth Gordon,1,1,Alexandra Daddario,Zac Efron,woman,man,1986-03-16,1987-10-18,31,30
Because I Said So,2007,Michael Lehmann,1,3,Diane Keaton,Stephen Collins,woman,man,1946-01-05,1947-10-01,61,60
Before Sunrise,1995,Richard Linklater,1,1,Julie Delpy,Ethan Hawke,woman,man,1969-12-21,1970-11-06,26,25
Beverly Hills Ninja,1997,Dennis Dugan,1,1,Nicollette Sheridan,Chris Farley,woman,man,1963-11-21,1964-02-15,34,33
Breakfast at Tiffany's,1961,Blake Edwards,1,1,George Peppard,Audrey Hepburn,man,woman,1928-10-01,1929-05-04,33,32
Breathe,2017,Andy Serkis,1,1,Andrew Garfield,Claire Foy,man,woman,1983-08-20,1984-04-16,34,33
Brokeback Mountain,2005,Ang Lee,1,2,Heath Ledger,Jake Gyllenhaal,man,man,1979-04-24,1980-12-19,26,25
Brokeback Mountain,2005,Ang Lee,1,3,Heath Ledger,Michelle Williams,man,woman,1979-04-24,1980-09-09,26,25
Captain America: The First Avenger,2011,Joe Johnston,1,1,Chris Evans,Hayley Atwell,man,woman,1981-06-13,1982-04-05,30,29
Chocolat,2000,Lasse Hallström,1,1,Johnny Depp,Juliette Binoche,man,woman,1963-06-09,1964-03-09,37,36
Cocktail,1988,Homi Adajania,1,1,Tom Cruise,Elisabeth Shue,man,woman,1962-07-03,1963-10-06,26,25
Dodgeball,2004,Rawson Marshall Thurber,1,1,Vince Vaughn,Christine Taylor,man,woman,1970-03-28,1971-07-30,34,33
Dr. No,1962,Terence Young,1,3,Sean Connery,Eunice Gayson,man,woman,1930-08-25,1931-03-17,32,31
Fever Pitch,2005,"Bobby Farrelly, Peter Farrelly",1,1,Jimmy Fallon,Drew Barrymore,man,woman,1974-09-19,1975-02-22,31,30
French Kiss,1995,Lawrence Kasdan,1,2,Timothy Hutton,Meg Ryan,man,woman,1960-08-16,1961-11-19,35,34
Friday,1995,F. Gary Gray,1,1,Ice Cube,Nia Long,man,woman,1969-06-15,1970-10-30,26,25
Get Out,2017,Jordan Peele,1,1,Allison Williams,Daniel Kaluuya,woman,man,1988-04-13,1989-02-24,29,28
Guardians of the Galaxy,2014,James Gunn,1,1,Zoe Saldana,Chris Pratt,woman,man,1978-06-19,1979-06-21,36,35
Hardball,2001,Brian Robbins,1,1,Keanu Reeves,Diane Lane,man,woman,1964-09-02,1965-01-21,37,36
He's Just Not That Into You,2009,Ken Kwapis,1,4,Kevin Connolly,Drew Barrymore,man,woman,1974-03-05,1975-02-22,35,34
Hustle & Flow,2005,Craig Brewer,1,1,Terrence Howard,Taraji P. Henson,man,woman,1969-03-11,1970-09-11,36,35
In the Heights,2021,John M. Chu,1,3,Melissa Barrera,Anthony Ramos,woman,man,1990-07-04,1991-11-01,31,30
Inception,2010,Christopher Nolan,1,1,Leonardo DiCaprio,Marion Cotillard,man,woman,1974-11-11,1975-09-30,36,35
Indecent Proposal,1993,Adrian Lyne,1,2,Woody Harrelson,Demi Moore,man,woman,1961-07-23,1962-11-11,32,31
Juno,2007,Jason Reitman,1,3,Elliot Page,Michael Cera,woman,man,1987-02-21,1988-06-07,20,19
Jury Duty,1995,John Fortenberry,1,1,Tia Carrere,Pauly Shore,woman,man,1967-01-02,1968-02-01,28,27
Lady Bird,2017,Greta Gerwig,1,1,Saoirse Ronan,Timothée Chalamet,woman,man,1994-04-12,1995-12-27,23,22
Layer Cake,2004,Matthew Vaughn,1,2,Ben Whishaw,Sienna Miller,man,woman,1980-10-14,1981-12-28,24,23
Leap Year,2010,Anand Tucker,1,2,Adam Scott,Amy Adams,man,woman,1973-04-03,1974-08-20,37,36
Marriage Story,2019,Noah Baumbach,1,1,Adam Driver,Scarlett Johansson,man,woman,1983-11-19,1984-11-22,36,35
Miss Congeniality,2000,Donald Petrie,1,1,Benjamin Bratt,Sandra Bullock,man,woman,1963-12-16,1964-07-26,37,36
