city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude
Clinton County,United States,Cemetery on Forest Hill Road - Witnesses claim to have taken tons of pictures of orbs here.,St. Johns/Clinton County,Michigan,MI,-84.55915209999999,43.001143,-84.5222189,42.9663458
Clinton Township,United States,"During The Night Here, You Can See Ghosts Of People who were killed by the train. And when you walk around the park at night you can see black figures in the wood line at the back of the park. And You Can Also See Ghosts Of Animals. Legend is that this park was built on old cemetery that was there in the 1800's.",Rudgate Manufactured Home Park,Michigan,MI,-82.91593259999999,42.57925609999999,-82.9195514,42.5868882
Clyde township,United States,"They say that if you go to the end of Shoefelt road at about midnight on Friday nights you will here an old hunter shooting his gun off, because the old man used to hunt out there a lot and then he died and he doesn't like it when people hunt or have fun on his hunting spot so he will scare you off by shooting his gun and than walking around by your car hollering.",Shoefelt Rd,Michigan,MI,-82.56376,43.0362674,-82.5834947,43.0313165
Cockeysville,United States,"Built over a cemetery where odd things always seem to occur. There is a Haunted House and Haunted Hayride in October, which seems eerie because the real ghost isn't in costumes, but it is a great place to go for scares!",Padonia Park Club,Michigan,MI,-76.671167,39.4536423,,
Coldwater,United States,haunted by the ghosts 2 children who are seen on the stairs.,Halstead House,Michigan,MI,,,-85.00052149999999,41.9403263
Coldwater,United States,"On the end of a deep, wide ,circular pit is a mausoleum. It is painted green, vines have long since overgrown the name and front. Pictures taken on three different days and times (lighting) all show a ""mist"" in the top corner. One the shape of two figures is clearly visible. Vandals have written, ""meg lives"" on the ground in front and a pentagram in red on the door. A deep sense of unease is felt in this circle. This is located in the old section of the cemetery, you get a very strange feeling as you walk through it.",Oak Hill Cemetery,Michigan,MI,-85.17774469999999,42.3062055,-85.00052149999999,41.9403263
Croton,United States,"There was a young boy in the 1970's who was fishing at the top of Croton Dam. He slipped and fell in the turbines, and was killed. Several fishermen have claimed they have seen the boy walking at the top of the dam sobbing. Most sightings have been in the early morning before sunrise. The boy's figure is illuminated by the lights at the top of the dam, and he is said to be walking about ten feet above the wall. The fisherman of the community seem to believe he is a sign of good luck, who ever spots him seems to have a prosperous day.",Croton Dam,Michigan,MI,-85.66338909999999,43.437111,-85.62292959999999,43.4194319
Cranbrooke campus,United States,"There is a legend that a little girl died in one of the attics in the building.Witnesses have seen a little girl standing on a fire escape looking at them. She couldn't have been a human, because it was summer and the only people there were us kids from the camp. The fire escape wasnt all the way down, so she couldn't have gotten there from the ground. Reports of feeling the need to get out fast.",the elementary school,Michigan,MI,-83.24118059999999,42.5770046,-83.24118059999999,42.5770046
Crystal Falls,United States,"In the late 1800's when iron ore mining was in its prime, a group of 27 miners were killed when the mine caved in and drowned them. People who live close by can sometimes hear screaming and noises like someone was hitting a pick against a rock. Apparitions can be seen in and around the water where the mine filled with water. Lights of the mining helmets are seen coming from below the water.",Mansfield mine cave-in,Michigan,MI,,,-88.3340242,46.0980066
Dansville,United States,"Along time ago, there was a lady who lived 2 miles back on Seven Gables Road. She was involved in witchcraft, and she put a curse on Seven Gables road. IF you heard someone scream, The last person to jump over the fence would die. a few years later, she forgot all about the curse, and she heard a baby scream, then she jumped over the fence and 2 months later she was dead. 25 years after, a man, his wife and his 2 kids, moved into that same house, The man went Mentally insane, burned down the house with his family inside, grabbed a shot gun, when down the road planning to shoot himself in the head. Instead he found a rope on a tree and hung himself. Now they say that the witch haunts seven gables, she doesn't want anyone there, Every person that has attempted to go to seven gables have taken Williamston road and either died by a car accident or almost died. No one know why. Trust me we know.",Seven Gables,Michigan,MI,-84.3172743,42.5293347,-84.3033013,42.555869
Davison,United States,"people report seeing a man run in the woods, orbs around the building ,faces looking out the window. The place is closed down now and seems not to be able to stay open. When it was open people would report dishes moving and pots and pans falling from where they are at .on the dance floor people report seeing ghost dance.December 2006 – update: About a year ago a bad wind storm collapsed the porch roof of the building, and buckled parts of the walls. The building is considered unsafe and will most likely be torn down soon.",Russelville ballroom,Michigan,MI,-83.516398,43.031357,-83.5180063,43.0347491
