Package,authorsR
akima,Thomas Petzold
akima,Martin Maechler
akmbiclust,Zichao Li
akmbiclust,Nicolas Fraiman
alabama,Ravi Varadhan
alakazam,Susanna Marquez
alakazam,Namita Gupta
alakazam,Nima Nouri
alakazam,Ruoyi Jiang
alakazam,Julian Zhou
alakazam,Kenneth Hoehn
alakazam,Daniel Gadala-Maria
alakazam,Edel Aron
alakazam,Jason Vander Heiden
alakazam,Steven Kleinstein
ALassoSurvIC,Chenxi Li
ALassoSurvIC,Daewoo Pak
ALassoSurvIC,David Todem
albatross,Ivan Krylov
albatross,Timur Labutin
albatross,Anastasia Drozdova
albopictus,Kamil Erguler
ald,Christian E. Galarza
ALDqr,Luis Benites Sanchez
ALDqr,Christian E. Galarza
ALDqr,Victor H. Lachos
aldvmm,Mark Pletscher
aldvmm,Achim Zeileis
ale,Chitu Okoli
ale,Dan Apley
ALEPlot,Dan Apley
aLFQ,George Rosenberger
aLFQ,Hannes Roest
aLFQ,Christina Ludwig
aLFQ,Ruedi Aebersold
aLFQ,Lars Malmstroem
alfr,Roy Wetherall
alfred,Onno Kleen
algaeClassify,Vijay Patil
algaeClassify,Torsten Seltmann
algaeClassify,Nico Salmaso
algaeClassify,Orlane Anneville
algaeClassify,Marc Lajeunesse
algaeClassify,Dietmar Straile
AlgDesign,Bob Wheeler
AlgebraicHaploPackage,Jan Wolfertz
algo,Mohamed El Fodil Ihaddaden
algorithmia,James Sutton
algorithmia,James Athappilly
algorithmia,Taylor Raack
aliases2entrez,Raphael Bonnet
aliases2entrez,Lee Mariault
aliases2entrez,Jean-Francois Peyron
align,Cedric Hagen
alkahest,Nicolas Frerebeau
alkahest,Brice Lebrun
allcontributors,Mark Padgham
alleHap,Nathan Medina-Rodriguez
alleHap,Angelo Santana
allelematch,Paul Galpern
AlleleRetain,Emily L. Weiser
AlleleShift,Roeland Kindt
AllelicSeries,Zachary Mccaw
AllelicSeries,Christoph Klein
AllelicSeries,Insitro
allestimates,Zhiqiang Wang
AllMetrics,Mr. Sandip Garai
allMT,Tushar Mungle
allMT,Ananya Mahadevan
allMT,Shekhar Krishnan
allomr,Sami Schar
Allspice,Ville-Petteri Makinen
alluvial,Michal Bojanowski
alluvial,Robin Edwards
almanac,Davis Vaughan
almanac,Posit Software
alone,Daniel Oehm
alookr,Choonghyun Ryu
alpaca,Amrei Stammann
alpaca,Daniel Czarnowske
alpha.correction.bh,Michael Mogessie
alphabetr,Edward Lee
alphaci,Jonas Moss
alphahull,Beatriz Pateiro-Lopez
alphaN,Jesper Wulff
alphaN,Luke Taylor
alphaOutlier,Andre Rehage
alphaOutlier,Sonja Kuhnt
AlphaPart,Gregor Gorjanc
AlphaPart,Jana Obsteter
AlphaPart,Thiago De Paula Oliveira
alphashape3d,Thomas Lafarge
alphashape3d,Beatriz Pateiro-Lopez
AlphaSimR,Chris Gaynor
AlphaSimR,Gregor Gorjanc
AlphaSimR,John Hickey
AlphaSimR,Daniel Money
AlphaSimR,David Wilson
AlphaSimR,Thiago Oliveira
AlphaSimR,Audrey Martin
alphastable,Mahdi Teimouri
alphastable,Adel Mohammadpour
alphastable,Saralees Nadarajah
alphavantager,Matt Dancho
alphavantager,Davis Vaughan
alqrfe,Ian Meneghel Danilevicz
alqrfe,Pascal Bondon
alqrfe,Valderio A. Reisen
alr4,Sanford Weisberg
ALS,Katharine M. Mullen
ALSCPC,Dariush Najarzadeh
ALSM,Ali Ghanbari
altadata,Emre Durukan
altair,Ian Lyttle
altair,Haley Jeppson
altair,Alicia Schep
altair,Jake Vanderplas
altair,Brian Granger
altdoc,Etienne Bacher
AlteredPQR,Marija Buljan
altfuelr,Christopher Burch
altmeta,Lifeng Lin
altmeta,Kristine J. Rosenberger
altmeta,Linyu Shi
altmeta,Yipeng Wang
altmeta,Haitao Chu
ALTopt,Kangwon Seo
ALTopt,Rong Pan
altR2,Julian Karch
ALUES,Al-Ahmadgaid B. Asaad
ALUES,Arnold R. Salvacion
ALUES,Bui Tan Yen
amanida,Maria Llambrich
amanida,Eudald Correig
amanida,Raquel Cumeras
amanpg,Shixiang Chen
amanpg,Justin Huang
amanpg,Benjamin Jochem
amanpg,Shiqian Ma
amanpg,Haichuan Xu
amanpg,Lingzhou Xue
amanpg,Zhong Zheng
amanpg,Hui Zou
amap,Antoine Lucas
amapGeocode,Han Chen
amapGeocode,Wanyanhan Jiang
amapro,Larry Helgason
AMAPVox,Gregoire Vincent
AMAPVox,Julien Heurtebize
AMAPVox,Philippe Verley
amazonadsR,Pablo Sanchez
amazons3R,Pablo Sanchez
amazonspR,Pablo Sanchez
ambhasGW,Sat Tomer
ambhasGW,Sekhar Muddu
ambhasGW,Vishal K. Mehta
ambhasGW,Subash Yegina
ambhasGW,Thiyaku S.
ambient,Thomas Lin Pedersen
ambient,Jordan Peck
ambit,Almut E. D. Veraart
AMCP,Scott Maxwell
AMCP,Harold Delaney
AMCP,Ken Kelley
AMCTestmakeR,Nils Myszkowski
Amelia,James Honaker
Amelia,Gary King
Amelia,Matthew Blackwell
amelie,Dmitriy Bolotov
amen,Peter Hoff
amen,Bailey Fosdick
amen,Alex Volfovsky
amen,Yanjun He
AmericanCallOpt,Paolo Zagaglia
amerifluxr,Housen Chu
amerifluxr,Koen Hufkens
amerika,Philip Waggoner
AmesHousing,Max Kuhn
AmesHousing,Dmytro Perepolkin
AmesHousing,Rstudio
ami,Brian Connelly
AmigaFFH,Pepijn De Vries
AMIM,Vu Le Tran
ammiBayes,Luciano A. Oliveira
ammiBayes,Carlos P. Silva
ammiBayes,Cristian T. E. Mendes
ammiBayes,Alessandra Q. Silva
ammiBayes,Joel J. Nuvunga
ammiBayes,Marcio Balestre
ammiBayes,Julio S. S. Bueno-Filho
ammiBayes,Fabio M. Correa
ammistability,B. C. Ajay
ammistability,J. Aravind
ammistability,R. Abdul Fiyaz
ammistability,Icar
AMModels,Jon Katz
AmmoniaConcentration,Monica Serra
aMNLFA,Veronica Cole
aMNLFA,Nisha Gottfredson
aMNLFA,Michael Giordano
aMNLFA,Isabella Stallworthy
aMNLFA,Meriah Dejoseph
aMNLFA,Robin Sifre
aMNLFA,Tim Janssen
AmoudSurv,Abdisalam Hassan Muse
AmoudSurv,Samuel Mwalili
AmoudSurv,Oscar Ngesa
AmoudSurv,Christophe Chesneau
amp,Adam Elder
amp,Marco Carone
amp,Alex Luedtke
ampd,Felix Scholkmann
AmpGram,Michal Burdukiewicz
AmpGram,Katarzyna Sidorczuk
AmpGram,Filip Pietluch
AmpGram,Dominik Rafacz
AmpGram,Stefan Roediger
AmpGram,Jaroslaw Chilimoniuk
ampir,Legana Fingerhut
ampir,Ira Cooke
ampir,Jinlong Zhang
ampir,Nan Xiao
AMPLE,Finlay Scott
AMPLE,Pacific Community Spc
AmpliconDuo,Anja Lange
AmpliconDuo,Daniel Hoffmann
AMR,Matthijs S. Berends
AMR,Christian F. Luz
AMR,Dennis Souverein
AMR,Erwin E. A. Hassing
AMR,Casper J. Albers
AMR,Peter Dutey-Magni
AMR,Judith M. Fonville
AMR,Alex W. Friedrich
AMR,Corinna Glasner
AMR,Eric H. L. C. M. Hazenberg
AMR,Gwen Knight
AMR,Annick Lenglet
AMR,Bart C. Meijer
AMR,Dmytro Mykhailenko
AMR,Anton Mymrikov
AMR,Andrew P. Norgan
AMR,Sofia Ny
AMR,Jonas Salm
AMR,Rogier P. Schade
AMR,Bhanu N. M. Sinha
AMR,Anthony Underwood
AMR,Anita Williams
amt,Johannes Signer
amt,Brian Smith
amt,Bjoern Reineking
amt,Ulrike Schlaegel
amt,John Fieberg
amt,Josh O'brien
amt,Bernardo Niebuhr
amt,Alec Robitaille
amt,Scott Lapoint
AmyloGram,Michal Burdukiewicz
AmyloGram,Piotr Sobczyk
AmyloGram,Stefan Roediger
anabel,Hoor Al-Hasani
anabel,Oliver Selinger
anabel,Stefan Kraemer
Anaconda,Pierre-Louis Stenger
anacor,Patrick Mair
anacor,Jan De Leeuw
analogsea,Scott Chamberlain
analogsea,Hadley Wickham
analogsea,Winston Chang
analogsea,Bob Rudis
analogsea,Bryce Mecum
analogsea,Mauricio Vargas
analogsea,Rstudio
analogue,Gavin L. Simpson
analogue,Jari Oksanen
analogue,Martin Maechler
analyzer,Apurv Priyam
AnanseSeurat,Jos Smits
AnanseSeurat,Huiqing Jo Zhou
anapuce,Julie Aubert
AncestryMapper,Tiago R Magalhaes
AncestryMapper,Eoghan T O'halloran
AnchorRegression,Simon Zimmermann
and,Alexander Rossell Hayes
andrews,Jaroslav Myslivec
andrews,Sigbert Klinke
Andromeda,Adam Black
Andromeda,Martijn Schuemie
Andromeda,Marc A. Suchard
andurinha,Noemi Alvarez Fernandez
andurinha,Antonio Martinez Cortizas
anesrake,Josh Pasek
AnglerCreelSurveySimulation,Steven H. Ranney
angstroms,Michael D. Sumner
aniDom,Damien R. Farine
aniDom,Alfredo Sanchez-Tojar
anim.plots,David Hugh-Jones
animalEKF,Samuel Ackerman
AnimalHabitatNetwork,Peng He
AnimalHabitatNetwork,Damien R. Farine
animaltracker,Joe Champion
animaltracker,Thea Sukianto
animate,Chun Fung Kwok
animate,Davis Mccarthy
animation,Yihui Xie
animation,Christian Mueller
animation,Lijia Yu
animation,Weicheng Zhu
animint2,Toby Hocking
animint2,Hadley Wickham
animint2,Winston Chang
animint2,Rstudio
animint2,Nicholas Lewin-Koh
animint2,Martin Maechler
animint2,Randall Prium
animint2,Susan Vanderplas
animint2,Carson Sievert
animint2,Kevin Ferris
animint2,Jun Cai
animint2,Faizan Khan
animint2,Vivek Kumar
animint2,Himanshu Singh
animint2,Yufan Fei
animl,Kyra Swanson
animl,Mathias Tobler
anipaths,Henry Scharf
anipaths,Kristine Dinh
anipaths,Rosales Hugo
anipaths,Rivera Angelica
aniSNA,Prabhleen Kaur
aniSNA,Michael Salter-Townshend
aniview,Felix Luginbuhl
anMC,Dario Azzimonti
ANN2,Bart Lammers
anndata,Philipp Angerer
anndata,Alex Wolf
anndata,Isaac Virshup
anndata,Sergei Rybakov
anndata,Robrecht Cannoodt
annmatrix,Karolis Koncevicius
AnnoProbe,Jianming Zeng
AnnoProbe,Yujia Xiang
AnnoProbe,Yonghe Xia
annotater,Luis D. Verde Arregoitia
AnnotationBustR,Samuel R. Borstein
annotator,Mihai Valcu
AnnuityRIR,Salvador Cruz Rambaud
AnnuityRIR,Fabrizio Maturo
AnnuityRIR,Ana Maria Sanchez Perez
anocva,Maciel C. Vidal
ANOM,Philip Pallmann
anomaly,Alex Fisch
anomaly,Daniel Grose
anomaly,Lawrence Bardwell
anomaly,Idris Eckley
anomaly,Paul Fearnhead
ANOVAIREVA,Kartikeya Bolar
ANOVAShiny,Kartikeya Bolar
ANOVAShiny2,Kartikeya Bolar
anovir,Philip Agnew
anovir,Jimmy Lopez
anscombiser,Paul J. Northrop
AntAngioCOOL,Babak Khorsand
antaresEditObject,Veronique Bachelier
antaresEditObject,Frederic Breant
antaresEditObject,Victor Perrier
antaresEditObject,Baptiste Seguinot
antaresEditObject,Benoit Thieurmel
antaresEditObject,Titouan Robert
antaresEditObject,Jalal-Edine Zawam
antaresEditObject,Etienne Sanchez
antaresEditObject,Janus De Bondt
antaresEditObject,Assil Mansouri
antaresProcessing,Veronique Bachelier
antaresProcessing,Jalal-Edine Zawam
antaresProcessing,Francois Guillem
antaresProcessing,Benoit Thieurmel
antaresProcessing,Titouan Robert
antaresRead,Tatiana Vargas
antaresRead,Jalal-Edine Zawam
antaresRead,Frederic Breant
antaresRead,Francois Guillem
antaresRead,Benoit Thieurmel
antaresRead,Titouan Robert
antaresRead,Victor Perrier
antaresRead,Etienne Sanchez
antaresRead,Assil Mansouri
antaresRead,Clement Berthet
antaresViz,Veronique Bachelier
antaresViz,Jalal-Edine Zawam
antaresViz,Francois Guillem
antaresViz,Benoit Thieurmel
antaresViz,Titouan Robert
antaresViz,Paul Plessiez
antaresViz,Baptiste Seguinot
anthro,Dirk Schumacher
anthro,Elaine Borghi
anthro,Jonathan Polonsky
anthro,World Health Organization
anthroplus,Dirk Schumacher
anthroplus,Elaine Borghi
anthroplus,Giovanna Gatica-Dominguez
anthroplus,World Health Organization
AnthropMMD,Frederic Santos
Anthropometry,Guillermo Vinue
Anthropometry,Irene Epifanio
Anthropometry,Amelia Simo
Anthropometry,M. Victoria Ibanez
Anthropometry,Juan Domingo
Anthropometry,Guillermo Ayala
AntibodyTiters,Yuuki Mizumoto
AntibodyTiters,Hiroaki Kato
AntibodyTiters,Takeshi Urano
anticlust,Martin Papenberg
anticlust,Meik Michalke
anticlust,Gunnar W. Klau
anticlust,Juliane V. Nagel
anticlust,Martin Breuer
anticlust,Marie L. Schaper
anticlust,Max Diekhoff
antitrust,Charles Taragin
antitrust,Michael Sandfort
antitrust,Shlok Goyal
antiword,Jeroen Ooms
antiword,Adri Van Os
AntMAN,Priscilla Ong
AntMAN,Raffaele Argiento
AntMAN,Bruno Bodin
AntMAN,Maria De Iorio
ANTs,Sosa Sebastian
ANTs,Puga-Gonzalez Ivan
ANTs,Hu Feng He
ANTs,Pansanel Jerome
ANTs,Xiaohua Xie
ANTs,Sueur Cedric
AnxietySleep,Caren Alvarado-Aravena
AnxietySleep,Matias Castillo-Aguilar
AnxietySleep,Cristian Nunez-Espinosa
anybadger,Lorenzo Meninato
anyflights,Simon P. Couch
anyflights,Hadley Wickham
anyflights,Jay Lee
anyflights,Dennis Irorere
anyLib,Aurelien Chateigner
anytime,Dirk Eddelbuettel
ao,Lennart Oelschlager
aod,Matthieu Lesnoff
aods3,Matthieu Lesnoff
aoos,Sebastian Warnholz
aopdata,Rafael H. M. Pereira
aopdata,Daniel Herszenhut
aopdata,Marcus Saraiva
aopdata,Carlos Kaue Vieira Braga
aopdata,Diego Bogado Tomasiello
aopdata,Joao Bazzo
Aoptbdtvc,Baidya Nath Mandal
Aoptbdtvc,Sukanta Dash
Aoptbdtvc,Rajender Parsad
aoristic,Jerry Ratcliffe
aorsf,Byron Jaeger
aorsf,Nicholas Pajewski
aorsf,Sawyer Welden
aorsf,Christopher Jackson
aorsf,Marvin Wright
aorsf,Lukas Burk
aos,Felix Luginbuhl
AOV1R,Stephane Laurent
AovBay,Mauricio Rojas-Campuzano
AovBay,Johny Pambabay-Calero
AovBay,Sergio Bauz-Olvera
AovBay,Omar Ruiz-Barzola
apa,Daniel Gromer
apache.sedona,Apache Sedona
apache.sedona,Jia Yu
apache.sedona,Yitao Li
apache.sedona,Rstudio
ApacheLogProcessor,Diogo Silveira Mendonca
apaTables,David Stanley
apaText,David Stanley
apc,Zoe Fannon
apc,Bent Nielsen
APCanalysis,Arden Miller
APCanalysis,Abu Zar Shafiullah.
apcf,Robert Nuske
APCI,Jiahui Xu
APCI,Liying Luo
apcluster,Ulrich Bodenhofer
apcluster,Johannes Palme
apcluster,Chrats Melkonian
apcluster,Andreas Kothmeier
apcluster,Nikola Kostic
aPCoA,Yushu Shi
APCtools,Alexander Bauer
APCtools,Maximilian Weigert
APCtools,Hawre Jalal
apdesign,Tyler Matta
apdesign,Quinn Lathrop
apdesign,Yeow Meng Thum
ape,Emmanuel Paradis
ape,Simon Blomberg
ape,Ben Bolker
ape,Joseph Brown
ape,Santiago Claramunt
ape,Julien Claude
ape,Hoa Sien Cuong
ape,Richard Desper
ape,Gilles Didier
ape,Benoit Durand
ape,Julien Dutheil
ape,Rj Ewing
ape,Olivier Gascuel
ape,Thomas Guillerme
ape,Christoph Heibl
ape,Anthony Ives
ape,Bradley Jones
ape,Franz Krah
ape,Daniel Lawson
ape,Vincent Lefort
ape,Pierre Legendre
ape,Jim Lemon
ape,Guillaume Louvel
ape,Eric Marcon
ape,Rosemary Mccloskey
ape,Johan Nylander
ape,Rainer Opgen-Rhein
ape,Andrei-Alin Popescu
ape,Manuela Royer-Carenzi
ape,Klaus Schliep
ape,Korbinian Strimmer
ape,Damien De Vienne
aPEAR,Ieva Kerseviciute
aPEAR,Juozas Gordevicius
aPEAR,Vugene
apercu,Aurelien Chateigner
apexcharter,Victor Perrier
apexcharter,Fanny Meyer
apexcharter,Juned Chhipa
apexcharter,Mike Bostock
APFr,Nicolo Margaritella
APFr,Piero Quatto
APfun,Andrew Plowright
aphid,Shaun Wilkinson
api2lm,Joshua P. French
APIS,Julien Roche
APIS,Ronan Griot
APIS,Mathieu Besson
APIS,Francois Allal
APIS,Marc Vandeputte
APIS,Jonathan D'ambrosio
APIS,Romain Morvezin
APIS,Florence Phocas
APIS,Sophie Brard-Fudulea
APIS,Pierrick Haffray
apisensr,Denis Haine
aplore3,Luca Braglia
aplot,Guangchuang Yu
aplot,Shuangbin Xu
aplot,Thomas Hackl
aplotExtra,Guangchuang Yu
aplotExtra,Shuangbin Xu
aplotExtra,Chun-Hui Gao
aplpack,Hans Peter Wolf
APML0,Xiang Li
APML0,Shanghong Xie
APML0,Donglin Zeng
APML0,Yuanjia Wang
apng,Quinten Stokkink
apollo,Stephane Hess
apollo,David Palma
apollo,Thomas Hancock
appeears,Koen Hufkens
appeears,Elio Campitelli
APPEstimation,Eisuke Inoue
APPEstimation,Hajime Uno
appleadsR,Pablo Sanchez
appler,Ashley Baldry
applicable,Marly Gotti
applicable,Max Kuhn
applicable,Rstudio
AppliedPredictiveModeling,Max Kuhn
AppliedPredictiveModeling,Kjell Johnson
appnn,Carlos Familia
appnn,Sarah R. Dennison
appnn,Alexandre Quintas
appnn,David A. Phoenix
apportion,Christopher T. Kenny
appRiori,Umberto Granziol
appRiori,Maximilian Rabe
appRiori,Andrea Spoto
appRiori,Giulio Vidotto
approximator,Robin K. S. Hankin
approxmatch,Bikram Karmakar
appsflyeR,Pablo Sanchez
aprean3,Luca Braglia
aprof,Marco D. Visser
apsimx,Fernando Miguez
apt,Changyou Sun
APtools,Hengrui Cai
apTreeshape,Nicolas Bortolussi
apTreeshape,Michael Blum
apTreeshape,Eric Durand
apTreeshape,Olivier Francois
apTreeshape,Odile Maliet
apyramid,Zhian N. Kamvar
apyramid,Alex Spina
AQEval,Karl Ropkins
AQEval,Anthony Walker
AQEval,James Tate
AQLSchemes,John Lawson
aqp,Dylan Beaudette
aqp,Pierre Roudier
aqp,Andrew Brown
AquaBEHER,Robel Takele
AquaBEHER,Matteo Dell'acqua
AQuadtree,Raymond Lagonigro
AQuadtree,Ramon Oller
AQuadtree,Joan Carles Martori
AquaEnv,Andreas F. Hofmann
AquaEnv,Karline Soetaert
AquaEnv,Filip J.r. Meysman
AquaEnv,Mathilde Hagens
aquodom,Johan Van Tent
AR,Abbas Parchami
AR,Faculty Of Mathematics
AR,Kerman
AR,Iran
ar.matrix,Neal Marquez
arabic2kansuji,Mao Kobayashi
arabicStemR,Rich Nielsen
arakno,Pedro Cardoso
ArArRedux,Pieter Vermeesch
arc,Tomas Kliegr
ARCensReg,Fernanda L. Schumacher
ARCensReg,Katherine A. L. Valeriano
ARCensReg,Victor H. Lachos
ARCensReg,Christian G. Morales
ARCensReg,Larissa A. Matos
ArchaeoChron,Anne Philippe
ArchaeoChron,Marie-Anne Vibet
ArchaeoPhases,Anne Philippe
ArchaeoPhases,Marie-Anne Vibet
ArchaeoPhases,Thomas S. Dye
ArchaeoPhases.dataset,Anne Philippe
ArchaeoPhases.dataset,Thomas S. Dye
archdata,David L. Carlson
archeofrag,Sebastien Plutniak
archeoViz,Sebastien Plutniak
archeoViz,Renata Araujo
archeoViz,Nicolas Delsol
archeoViz,Sara Giardino
archeoViz,Julian Laabs
archetypal,Demetris Christopoulos
archetypal,David Midgley
archetypal,Sunil Venaik
archetyper,Michael Korvink
archetyper,Matthew Nethery
archetyper,Franck Diaz-Garelli
archetypes,Manuel J. A. Eugster
archetypes,Friedrich Leisch
archetypes,Sohan Seth
archiDART,Benjamin M Delory
archiDART,Caroline Baudson
archiDART,Yves Brostaux
archiDART,Guillaume Lobet
archiDART,Patrick Du Jardin
archiDART,Loic Pages
archiDART,Pierre Delaplace
archive,Jim Hester
archive,Gabor Csardi
archive,Ondrej Holy
archive,Rstudio
archiveRetriever,Konstantin Gavras
archiveRetriever,Lukas Isermann
archivist,Przemyslaw Biecek
archivist,Marcin Kosinski
archivist,Witold Chodor
archivist.github,Marcin Kosinski
archivist.github,Przemyslaw Biecek
ArCo,Yuri R. Fonseca
ArCo,Ricardo Masini
ArCo,Marcelo C. Medeiros
ArCo,Gabriel F. R. Vasconcelos
ARCokrig,Pulong Ma
arcpullr,Paul Frater
arcpullr,Zac Driscoll
arctools,Marta Karas
arctools,Jennifer Schrack
arctools,Jacek Urbanek
ArDec,Susana Barbosa
ARDL,Kleanthis Natsiopoulos
ARDL,Nickolaos Tzeremes
ardl.nardl,Eric I. Otoakhia
ards,David Bosak
ards,Kevin Kramer
ards,Jack Fuller
ards,Matt Baldwin
area,Michael Sumner
areabiplot,Alberto Silva
areabiplot,Adelaide Freitas
areal,Christopher Prener
areal,Charlie Revord
areal,Branson Fox
arealDB,Steffen Ehrmann
arealDB,Arne Rummler
arealDB,Felipe Melges
arealDB,Carsten Meyer
areaplot,Arni Magnusson
arena2r,Pedro Nascimento De Lima
arenar,Piotr Piatyszek
arenar,Przemyslaw Biecek
arf,Marvin N. Wright
arf,David S. Watson
arfima,Jq Justin Veenstra
argo,Shaoyang Ning
argo,Shihao Yang
argo,S. C. Kou
argoFloats,Dan Kelley
argoFloats,Jaimie Harbin
argoFloats,Dewey Dunnington
argoFloats,Clark Richards
argonDash,David Granjon
argonR,David Granjon
argonR,Winston Chang
argosfilter,Carla Freitas
argparse,Trevor L Davis
argparse,Allen Day
argparse,Paul Newell
argparser,David J. H. Shih
argus,Wolfgang Hormann
argus,Christoph Baumgarten
ARHT,Haoran Li
ari,Sean Kross
ari,John Muschelli
ARIbrain,Livio Finos
ARIbrain,Jelle Goeman
ARIbrain,Wouter Weeda
ARIbrain,Jonathan Rosenblatt
ARIbrain,Aldo Solari
aricode,Julien Chiquet
aricode,Guillem Rigaill
aricode,Martina Sundqvist
aricode,Valentin Dervieux
aricode,Florent Bersani
AriGaMyANNSVR,Mr. Sandip Garai
ARIMAANN,Ramasubramanian V.
ARIMAANN,Mrinmoy Ray
arkdb,Carl Boettiger
arkdb,Richard Fitzjohn
arkdb,Brandon Bertelsen
arkhe,Nicolas Frerebeau
arkhe,Brice Lebrun
arm,Andrew Gelman
arm,Yu-Sung Su
arm,Masanao Yajima
arm,Jennifer Hill
arm,Maria Grazia Pittau
arm,Jouni Kerman
arm,Tian Zheng
arm,Vincent Dorie
armada,Aurelie Gueudin
armada,Anne Gegout-Petit
armspp,Michael Bertolacci
arnie,Imanuel Costigan
AROC,Maria Xose Rodriguez-Alvarez
AROC,Vanda Inacio
aroma.affymetrix,Henrik Bengtsson
aroma.affymetrix,James Bullard
aroma.affymetrix,Kasper Hansen
aroma.affymetrix,Pierre Neuvial
aroma.affymetrix,Elizabeth Purdom
aroma.affymetrix,Mark Robinson
aroma.affymetrix,Ken Simpson
aroma.apd,Henrik Bengtsson
aroma.cn,Henrik Bengtsson
aroma.cn,Pierre Neuvial
aroma.core,Henrik Bengtsson
aroma.core,Mark Robinson
aroma.core,Ken Simpson
Arothron,Antonio Profico
Arothron,Costantino Buzi
Arothron,Silvia Castiglione
Arothron,Marina Melchionna
Arothron,Paolo Piras
Arothron,Pasquale Raia
Arothron,Alessio Veneziano
ARpLMEC,Rommy C. Olivari
ARpLMEC,Kelin Zhong
ARpLMEC,Aldo M. Garay
ARpLMEC,Victor H. Lachos
ARPobservation,James E. Pustejovsky
arpr,Jirka Lewandowski
arpr,Sebastien Rochette
aRpsDCA,Derrick Turk
arrangements,Randy Lai
arrApply,Serguei Sokol
arrayhelpers,C. Beleites
arrow,Neal Richardson
arrow,Ian Cook
arrow,Nic Crane
arrow,Dewey Dunnington
arrow,Romain Francois
arrow,Jonathan Keane
arrow,Dragos Moldovan-Grunfeld
arrow,Jeroen Ooms
arrow,Javier Luraschi
arrow,Karl Dunkle Werner
arrow,Jeffrey Wong
arrow,Apache Arrow
ars,Paulino Perez Rodriguez Original C++ Code From Arnost Komarek
ars,W. R. Gilks
arse,Nathaniel Ratcliff
arse,Devika Nair
arse,Joshua Goldstein
arse,Teja Pristavec
arse,Aaron Schroeder
arse,Jon Spring
arsenal,Ethan Heinzen
arsenal,Jason Sinnwell
arsenal,Elizabeth Atkinson
arsenal,Tina Gunderson
arsenal,Gregory Dougherty
arsenal,Patrick Votruba
arsenal,Ryan Lennon
arsenal,Andrew Hanson
arsenal,Krista Goergen
arsenal,Emily Lundt
arsenal,Brendan Broderick
arsenal,Maddie Mccullough
ART,Pablo J. Villacorta
artfima,A. I. Mcleod
artfima,Mark M. Meerschaert
artfima,Farzad Sabzikar
arthistory,Sara Lemus
arthistory,Holland Stam
ARTofR,Huanyuan Zhang
ARTool,Matthew Kay
ARTool,Lisa A. Elkin
ARTool,James J. Higgins
ARTool,Jacob O. Wobbrock
artpack,Meghan Harris
aRtsy,Koen Derks
arules,Michael Hahsler
arules,Christian Buchta
arules,Bettina Gruen
arules,Kurt Hornik
arules,Christian Borgelt
arules,Ian Johnson
arules,Makhlouf Ledmi
arulesCBA,Michael Hahsler
arulesCBA,Ian Johnson
arulesCBA,Tyler Giallanza
arulesNBMiner,Michael Hahsler
arulesSequences,Christian Buchta
arulesSequences,Michael Hahsler
arulesViz,Michael Hahsler
arulesViz,Giallanza Tyler
arulesViz,Sudheer Chelluboina
aRxiv,Karthik Ram
aRxiv,Karl Broman
asaur,Dirk F. Moore
asbio,Ken Aho
ascentTraining,Harry Alexander
ascii,David Hajage
ascii,Mark Clements
ascii,Seth Falcon
ascii,Terry Therneau
ascii,Matti Pastell
ascii,Friedrich Leisch
asciicast,Gabor Csardi
asciicast,Romain Francois
asciicast,Mario Nebl
asciicast,Marcin Kulik
asciichartr,Brian Lee Mayer
asciiruler,Jeremy Leipzig
asciiSetupReader,Jacob Kaplan
ascotraceR,Ihsanul Khaliq
ascotraceR,Paul Melloy
ascotraceR,Adam H. Sparks
ascotraceR,Development Corporation Grdc Project Usq1903-003rtx
ascotraceR,Western Australia Agriculture Authority Waaa
asd,Nick Parsons
asdreader,Pierre Roudier
asdreader,Etienne Lalibert'{E}
ASGS.foyer,Hugh Parsonage
ash,David W. Scott Albrecht Gebhardt
ashr,Matthew Stephens
ashr,Peter Carbonetto
ashr,Chaoxing Dai
ashr,David Gerard
ashr,Mengyin Lu
ashr,Lei Sun
ashr,Jason Willwerscheid
ashr,Nan Xiao
ashr,Mazon Zeng
asht,Michael P. Fay
AsioHeaders,Dirk Eddelbuettel
ASIP,M J Riyas
askgpt,Johannes Gruber
askpass,Jeroen Ooms
aslib,Bernd Bischl
ASMap,Julian Taylor
asmbPLS,Runzhi Zhang
asmbPLS,Susmita Datta
asnipe,Damien R. Farine
aspace,Tarmo K. Remmel
aspace,Randy Bui
aspace,Ron N. Buliung
aspect,Patrick Mair
aspect,Jan De Leeuw
aspi,Matt Wayland
aspline,Vivien Goepp
aspline,Gregory Nuel
aSPU,Il-Youp Kwak
asremlPlus,Chris Brien
ASRgenomics,Salvador Gezan
ASRgenomics,Darren Murray
ASRgenomics,Amanda Avelar De Oliveira
ASRgenomics,Giovanni Galli
ASRgenomics,Vsn International
ASSA,Miguel De Carvalho
ASSA,Gabriel Martos
assert,Olivier Binette
assertable,Grant Nguyen
assertable,Max Czapanskiy
assertions,Sam El-Kamand
assertive,Richard Cotton
assertive.base,Richard Cotton
assertive.base,Sunkyu Choi
assertive.base,Ivanka Skakun
assertive.base,Gergely Darczi
assertive.base,Anton Antonov
assertive.base,Hisham Ben Hamidane
assertive.base,Anja Billing
assertive.base,Aditya Bhagwat
assertive.base,Rasmus Bth
assertive.base,Mine Cetinkaya-Rundel
assertive.base,Aspasia Chatziefthymiou
