response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use
199,1,3,1,3,21,14,16,NA,NA,NA,Switzerland,NA,NA,5,3,1,6,3,5,3,3,1,1,3,NA,0,0
200,1,4,3,3,25,25,32,NA,NA,NA,India,NA,NA,5,3,2,3,1,NA,NA,NA,NA,1,2,NA,0,0
201,3,1,1,2,4,0,15,NA,NA,NA,South Africa,NA,NA,4,3,4,6,3,1,5,2,2,1,2,NA,0,1
202,1,1,2,2,6,2,12,NA,NA,NA,United States of America,NA,NA,5,3,2,3,3,1,5,2,2,1,2,NA,0,0
203,3,1,1,7,7,3,33,NA,NA,NA,Germany,NA,NA,2,3,4,4,3,4,3,NA,2,1,3,NA,0,0
204,2,1,NA,6,6,NA,33,NA,NA,NA,United States of America,NA,NA,2,3,5,3,1,NA,NA,NA,NA,1,3,NA,0,0
205,1,2,3,7,15,12,16,NA,NA,NA,United States of America,NA,NA,5,3,2,5,3,1,3,1,2,1,3,NA,0,0
206,3,2,1,3,6,3,6,NA,NA,NA,Germany,NA,NA,5,3,3,6,1,NA,NA,NA,NA,1,2,NA,1,1
207,1,3,3,2,18,15,16,NA,NA,NA,Lithuania,NA,NA,2,3,1,3,2,1,NA,NA,2,1,3,NA,0,0
208,1,1,3,2,10,2,20,NA,NA,NA,France,NA,NA,3,3,1,6,3,1,4,4,2,1,2,NA,0,0
209,1,2,2,2,15,4,16,NA,NA,NA,Netherlands,NA,NA,3,3,1,5,1,NA,NA,NA,NA,1,3,NA,0,0
210,3,2,1,2,15,9,5,NA,NA,NA,United States of America,NA,NA,5,3,6,1,3,3,4,3,2,2,3,NA,0,0
211,1,2,1,3,16,10,20,NA,NA,NA,France,NA,NA,3,3,2,6,2,2,NA,NA,2,1,2,NA,0,0
212,1,5,1,2,43,23,12,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,5,3,3,6,1,NA,NA,NA,NA,1,3,NA,0,0
213,1,2,1,2,6,2,11,NA,NA,NA,Viet Nam,NA,NA,5,3,4,3,3,5,3,1,2,1,2,NA,0,0
214,1,4,1,3,34,28,16,NA,NA,NA,Ireland,NA,NA,3,3,2,5,3,1,4,1,2,1,2,NA,0,0
215,3,3,3,5,15,10,29,NA,NA,NA,Dominican Republic,NA,NA,4,1,NA,1,2,1,NA,NA,1,1,2,NA,0,0
216,1,2,1,2,9,5,13,NA,NA,NA,United States of America,NA,NA,3,3,3,5,3,2,4,1,2,1,2,NA,0,0
217,4,8,NA,6,5,NA,17,NA,NA,NA,Indonesia,NA,NA,1,3,5,1,3,2,3,1,3,1,2,NA,0,0
218,1,2,3,6,10,8,12,NA,NA,NA,Brazil,NA,NA,2,3,5,6,3,1,3,4,2,1,1,NA,0,0
219,1,3,1,3,25,20,12,NA,NA,NA,France,NA,NA,3,3,2,1,3,2,1,4,2,1,3,NA,0,0
220,3,1,NA,2,3,NA,33,NA,NA,NA,India,NA,NA,2,1,NA,6,3,1,3,2,1,2,3,NA,0,0
221,1,3,1,2,21,17,18,NA,NA,NA,Germany,NA,NA,2,3,5,5,1,NA,NA,NA,NA,1,3,NA,0,0
222,1,3,2,2,15,12,23,NA,NA,NA,Viet Nam,NA,NA,2,2,NA,6,2,2,NA,NA,2,1,2,NA,0,0
223,1,3,1,3,35,10,16,NA,NA,NA,France,NA,NA,3,3,2,5,3,1,4,1,2,1,3,NA,0,0
224,1,2,1,2,8,5,12,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,5,3,5,5,3,1,5,3,2,1,2,NA,0,0
225,5,3,3,2,18,NA,26,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,4,3,5,1,1,NA,NA,NA,NA,1,2,NA,0,0
226,1,2,3,6,9,9,16,NA,NA,NA,Germany,NA,NA,2,3,4,1,1,NA,NA,NA,NA,1,2,NA,0,0
227,1,3,3,2,20,12,16,NA,NA,NA,Germany,NA,NA,4,3,5,5,1,NA,NA,NA,NA,1,3,NA,0,0
228,1,2,1,2,10,6,26,NA,NA,NA,United States of America,NA,NA,3,3,4,1,3,4,3,3,3,1,3,NA,0,0
229,1,3,1,5,35,23,17,NA,NA,NA,Ireland,NA,NA,3,3,1,1,3,2,1,4,2,2,3,NA,0,0
230,1,4,3,5,25,15,16,NA,NA,NA,United States of America,NA,NA,2,3,5,5,1,NA,NA,NA,NA,2,2,NA,0,0
231,1,1,1,7,10,3,11,NA,NA,NA,Serbia,NA,NA,3,3,5,3,2,1,NA,NA,2,1,2,NA,0,0
232,3,3,2,5,10,7,30,NA,NA,NA,India,NA,NA,3,3,2,5,3,1,5,2,3,2,2,NA,1,NA
233,1,1,3,2,8,5,18,NA,NA,NA,Ukraine,NA,NA,3,3,5,5,1,NA,NA,NA,NA,1,2,NA,0,0
234,1,2,3,7,9,6,16,NA,NA,NA,Bulgaria,NA,NA,5,3,4,6,1,NA,NA,NA,NA,2,2,NA,0,0
235,1,3,3,7,11,7,16,NA,NA,NA,India,NA,NA,2,3,4,6,2,1,NA,NA,2,2,2,NA,0,0
236,1,4,3,7,40,31,13,NA,NA,NA,Croatia,NA,NA,5,3,6,5,1,NA,NA,NA,NA,1,2,NA,0,0
237,1,3,3,3,23,11,12,NA,NA,NA,Romania,NA,NA,3,3,5,5,3,1,5,1,2,3,2,NA,0,1
238,1,3,2,3,17,14,16,NA,NA,NA,Poland,NA,NA,2,3,5,6,1,NA,NA,NA,NA,1,3,NA,0,0
239,1,2,3,3,12,10,16,NA,NA,NA,Kosovo,NA,NA,3,3,5,1,3,1,5,1,1,1,2,NA,0,0
240,1,2,NA,4,5,2,18,NA,NA,NA,Australia,NA,NA,5,3,3,5,2,1,NA,NA,2,NA,NA,NA,0,1
241,3,3,2,2,15,18,8,NA,NA,NA,Romania,NA,NA,3,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
242,1,4,2,7,28,20,12,NA,NA,NA,United States of America,NA,NA,3,3,3,5,1,NA,NA,NA,NA,2,3,NA,0,0
243,1,1,2,3,6,3,16,NA,NA,NA,Morocco,NA,NA,3,3,1,6,3,5,5,2,3,2,1,NA,0,0
244,1,3,1,3,11,8,16,NA,NA,NA,India,NA,NA,5,3,5,6,3,1,3,1,2,1,3,NA,0,0
245,1,2,2,3,12,4,14,NA,NA,NA,France,NA,NA,3,3,1,5,3,5,5,2,2,1,3,NA,0,0
246,1,4,3,2,30,25,29,NA,NA,NA,Germany,NA,NA,5,3,6,5,1,NA,NA,NA,NA,1,2,NA,0,NA
247,3,1,NA,6,4,0,33,NA,NA,NA,Netherlands,NA,NA,2,3,1,1,3,1,5,3,1,1,2,NA,0,0
248,2,8,NA,6,9,NA,33,NA,NA,NA,Greece,NA,NA,5,3,5,5,1,NA,NA,NA,NA,1,2,NA,0,0
249,1,3,3,5,23,19,16,NA,NA,NA,United States of America,NA,NA,2,3,1,6,3,2,1,4,2,1,3,NA,0,0
250,1,2,1,3,10,2,1,NA,NA,NA,Taiwan,NA,NA,5,3,6,5,1,NA,NA,NA,NA,2,2,NA,0,0
251,1,3,3,2,17,20,18,NA,NA,NA,United States of America,NA,NA,1,3,5,2,2,2,NA,NA,3,2,3,NA,0,NA
252,1,3,2,3,23,18,14,NA,NA,NA,United States of America,NA,NA,5,3,2,6,1,NA,NA,NA,NA,1,3,NA,0,0
253,3,4,3,7,40,34,22,NA,NA,NA,Sweden,NA,NA,4,3,5,1,1,NA,NA,NA,NA,1,3,NA,0,0
254,1,3,1,2,20,15,16,NA,NA,NA,Switzerland,NA,NA,2,3,1,6,3,5,4,1,2,2,2,NA,0,0
255,1,2,2,3,11,6,12,NA,NA,NA,France,NA,NA,5,3,3,5,1,NA,NA,NA,NA,1,3,NA,1,0
256,1,3,1,7,19,15,26,NA,NA,NA,Brazil,NA,NA,2,3,5,6,1,NA,NA,NA,NA,1,2,NA,0,0
257,1,1,2,2,8,6,16,NA,NA,NA,France,NA,NA,5,3,2,5,2,4,NA,NA,1,1,3,NA,0,0
258,1,2,1,2,6,5,12,NA,NA,NA,Georgia,NA,NA,5,3,3,1,1,NA,NA,NA,NA,1,2,NA,0,0
259,1,4,1,3,33,30,23,NA,NA,NA,Brazil,NA,NA,4,3,4,2,3,5,5,2,2,2,2,NA,NA,NA
260,5,5,NA,2,46,NA,26,NA,NA,NA,Netherlands,NA,NA,3,3,1,1,1,NA,NA,NA,NA,3,2,NA,0,0
261,1,2,3,3,12,12,16,NA,NA,NA,France,NA,NA,1,3,5,6,1,NA,NA,NA,NA,1,3,NA,0,0
262,1,3,1,2,4,3,16,NA,NA,NA,Sweden,NA,NA,1,3,1,3,3,1,3,2,2,1,3,NA,0,0
263,3,3,1,3,26,24,21,NA,NA,NA,Austria,NA,NA,3,3,1,5,3,1,4,1,2,1,3,NA,0,0
264,1,4,NA,3,33,29,16,NA,NA,NA,United States of America,NA,NA,3,3,5,2,1,NA,NA,NA,NA,1,3,NA,0,0
265,1,4,NA,3,39,30,12,NA,NA,NA,United States of America,NA,NA,5,3,6,5,1,NA,NA,NA,NA,1,2,NA,0,0
266,1,2,3,3,14,6,19,NA,NA,NA,United States of America,NA,NA,2,3,5,5,1,NA,NA,NA,NA,1,2,NA,0,0
267,3,2,1,6,11,9,12,NA,NA,NA,Austria,NA,NA,3,1,NA,2,3,1,3,1,1,1,3,NA,0,0
268,1,7,1,2,NA,NA,NA,NA,NA,NA,Turkey,NA,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,3,3,2,28,21,15,NA,NA,NA,United States of America,NA,NA,1,3,5,2,1,NA,NA,NA,NA,1,2,NA,0,0
270,1,2,1,3,18,7,22,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,5,3,1,2,1,NA,NA,NA,NA,1,2,NA,0,0
271,1,2,3,2,17,12,12,NA,NA,NA,Ukraine,NA,NA,2,3,5,1,3,1,5,2,2,2,3,NA,0,0
272,1,2,NA,3,7,5,20,NA,NA,NA,Germany,NA,NA,3,3,2,6,3,1,3,3,1,1,3,NA,0,0
273,1,2,1,2,13,10,15,NA,NA,NA,Lithuania,NA,NA,4,2,NA,3,2,2,NA,NA,2,2,1,NA,0,0
274,1,4,1,2,32,24,12,NA,NA,NA,United States of America,NA,NA,3,3,1,5,1,NA,NA,NA,NA,1,2,NA,0,0
275,1,1,3,2,8,4,15,NA,NA,NA,Russian Federation,NA,NA,1,3,1,6,3,1,3,1,1,1,3,NA,0,0
276,1,2,3,2,14,10,16,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,3,3,5,6,3,1,3,4,2,1,3,NA,0,0
277,1,2,1,3,7,1,3,NA,NA,NA,San Marino,NA,NA,5,3,2,5,3,5,5,2,2,1,3,NA,0,0
278,2,1,NA,6,3,NA,33,NA,NA,NA,Indonesia,NA,NA,5,3,2,3,3,5,5,1,2,1,2,NA,0,0
279,1,4,NA,2,26,19,15,NA,NA,NA,United States of America,NA,NA,4,3,5,1,1,NA,NA,NA,NA,2,3,NA,0,0
280,1,3,3,2,36,24,16,NA,NA,NA,United States of America,NA,NA,3,3,1,5,1,NA,NA,NA,NA,1,2,NA,0,0
281,1,2,3,2,12,5,12,NA,NA,NA,Switzerland,NA,NA,3,3,1,5,3,5,5,2,2,1,2,NA,0,0
282,1,2,1,2,9,4,16,NA,NA,NA,Poland,NA,NA,2,3,1,5,1,NA,NA,NA,NA,1,2,NA,0,0
283,1,1,NA,7,6,NA,33,NA,NA,NA,United States of America,NA,NA,5,3,4,1,1,NA,NA,NA,NA,3,2,NA,0,0
284,1,1,1,2,5,3,16,NA,NA,NA,Tunisia,NA,NA,3,3,5,1,1,NA,NA,NA,NA,1,2,NA,0,0
285,1,3,1,2,18,15,15,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,1,3,5,6,1,NA,NA,NA,NA,1,2,NA,0,0
286,1,1,3,2,4,2,20,NA,NA,NA,India,NA,NA,2,3,1,1,3,1,3,2,1,1,3,NA,0,0
287,1,4,1,3,30,20,16,NA,NA,NA,Germany,NA,NA,3,3,3,1,2,4,NA,NA,2,NA,NA,NA,0,0
288,1,2,1,2,20,15,12,NA,NA,NA,Canada,NA,NA,5,3,5,5,1,NA,NA,NA,NA,1,2,NA,0,0
289,1,4,3,3,33,28,10,NA,NA,NA,Poland,NA,NA,2,3,5,6,3,2,3,3,2,1,3,NA,0,NA
290,4,8,NA,4,4,NA,33,NA,NA,NA,United States of America,NA,NA,3,3,1,5,1,NA,NA,NA,NA,1,2,NA,0,0
291,1,3,1,2,26,21,16,NA,NA,NA,Romania,NA,NA,5,3,6,5,1,NA,NA,NA,NA,3,2,NA,0,0
292,1,2,2,2,9,5,16,NA,NA,NA,Greece,NA,NA,3,3,2,6,2,1,NA,NA,2,1,2,NA,0,1
293,1,5,1,2,41,32,20,NA,NA,NA,United States of America,NA,NA,3,3,3,5,1,NA,NA,NA,NA,3,2,NA,0,0
294,1,3,1,2,2,0,15,NA,NA,NA,Germany,NA,NA,3,2,NA,1,3,1,4,3,1,1,2,NA,0,0
295,4,4,1,5,1,NA,28,NA,NA,NA,Tunisia,NA,NA,3,3,3,6,2,2,NA,NA,2,1,3,NA,0,0
296,2,1,NA,2,1,NA,33,NA,NA,NA,India,NA,NA,1,3,4,6,3,5,5,2,2,1,2,NA,0,0
297,1,3,3,1,3,2,16,NA,NA,NA,Turkey,NA,NA,1,3,4,2,3,1,4,1,3,1,2,NA,0,0
298,1,4,2,5,37,37,29,NA,NA,NA,Russian Federation,NA,NA,3,3,5,6,3,5,3,5,2,1,2,NA,0,0
299,1,2,2,2,10,4,6,NA,NA,NA,Bangladesh,NA,NA,3,3,1,1,3,1,5,3,2,2,2,NA,0,0
300,1,4,3,7,30,23,16,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,5,3,6,5,3,1,4,3,1,1,2,NA,0,0
301,1,3,3,7,20,15,12,NA,NA,NA,Japan,NA,NA,1,3,4,3,1,NA,NA,NA,NA,1,3,NA,0,0
302,1,2,NA,4,13,9,16,NA,NA,NA,Canada,NA,NA,3,3,5,6,1,NA,NA,NA,NA,1,2,NA,0,0
303,1,1,3,2,4,2,16,NA,NA,NA,Nigeria,NA,NA,2,3,5,3,3,1,5,2,2,1,3,NA,0,0
304,1,4,1,3,33,27,20,NA,NA,NA,France,NA,NA,5,3,6,2,3,5,4,2,2,1,2,NA,0,0
305,1,2,3,2,19,5,31,NA,NA,NA,Switzerland,NA,NA,5,3,2,1,1,NA,NA,NA,NA,1,2,NA,0,0
306,1,2,1,7,14,13,20,NA,NA,NA,Poland,NA,NA,3,3,2,1,2,5,NA,NA,2,1,3,NA,0,0
307,1,1,1,2,7,2,NA,NA,NA,NA,United States of America,NA,NA,1,2,NA,1,3,1,5,2,2,1,3,NA,1,1
308,3,8,NA,8,5,0,33,NA,NA,NA,India,NA,NA,3,3,5,2,1,NA,NA,NA,NA,2,1,NA,0,0
309,1,5,NA,3,40,28,18,NA,NA,NA,United States of America,NA,NA,1,3,5,6,3,5,5,2,2,1,3,NA,0,NA
310,1,3,1,5,9,8,13,NA,NA,NA,United States of America,NA,NA,3,3,1,3,3,5,5,2,2,2,3,NA,0,0
311,1,2,1,7,12,10,12,NA,NA,NA,Ukraine,NA,NA,4,1,NA,4,3,1,3,2,1,2,3,NA,0,0
312,1,1,NA,3,6,2,12,NA,NA,NA,Ukraine,NA,NA,2,1,NA,6,3,1,5,2,1,1,2,NA,0,0
313,1,3,2,5,24,22,11,NA,NA,NA,United States of America,NA,NA,4,3,5,2,1,NA,NA,NA,NA,1,3,NA,0,0
314,1,3,3,2,20,16,32,NA,NA,NA,Canada,NA,NA,2,3,5,3,3,3,4,1,2,1,2,NA,0,0
315,1,3,1,2,16,14,23,NA,NA,NA,Germany,NA,NA,5,3,1,5,3,5,3,2,2,1,2,NA,0,0
316,3,2,2,2,13,9,19,NA,NA,NA,United States of America,NA,NA,3,3,4,2,1,NA,NA,NA,NA,1,2,NA,0,0
317,1,3,2,2,15,10,16,NA,NA,NA,Brazil,NA,NA,1,3,5,5,3,1,5,1,2,1,2,NA,0,NA
318,1,2,2,2,10,6,12,NA,NA,NA,Bangladesh,NA,NA,2,3,5,5,3,2,3,3,2,2,3,NA,0,0
319,1,3,2,2,8,5,16,NA,NA,NA,Liechtenstein,NA,NA,2,3,5,6,3,1,5,2,2,2,3,NA,0,0
320,1,2,1,5,20,5,16,NA,NA,NA,Portugal,NA,NA,5,3,3,5,3,2,4,1,2,3,3,NA,0,0
321,1,1,NA,2,6,3,16,NA,NA,NA,Denmark,NA,NA,3,3,1,5,1,NA,NA,NA,NA,1,2,NA,0,0
322,5,3,1,2,26,NA,23,NA,NA,NA,Canada,NA,NA,3,3,6,5,1,NA,NA,NA,NA,1,3,NA,0,0
323,1,2,3,2,9,5,16,NA,NA,NA,India,NA,NA,1,3,4,3,1,NA,NA,NA,NA,1,3,NA,0,0
324,1,2,1,7,8,4,16,NA,NA,NA,Ukraine,NA,NA,1,3,4,3,3,1,4,1,1,1,3,NA,0,0
325,1,1,1,6,5,0,16,NA,NA,NA,France,NA,NA,5,3,5,6,1,NA,NA,NA,NA,1,2,NA,0,0
326,1,3,3,7,7,5,16,NA,NA,NA,Germany,NA,NA,3,3,5,1,2,2,NA,NA,1,1,3,NA,0,0
327,1,3,3,3,22,18,12,NA,NA,NA,Switzerland,NA,NA,4,1,NA,3,3,2,4,1,2,1,2,NA,0,0
328,3,4,NA,3,40,31,20,NA,NA,NA,United States of America,NA,NA,1,3,5,1,2,1,NA,NA,2,1,2,NA,0,0
329,4,8,NA,4,4,NA,NA,NA,NA,NA,Republic of North Macedonia,NA,NA,1,3,5,6,3,1,5,1,1,1,3,NA,0,0
330,1,3,3,3,22,16,15,NA,NA,NA,Spain,NA,NA,2,3,5,1,1,NA,NA,NA,NA,2,3,NA,0,0
331,1,1,2,2,13,4,16,NA,NA,NA,United States of America,NA,NA,3,3,1,1,1,NA,NA,NA,NA,1,2,NA,0,0
332,1,1,2,7,7,6,14,NA,NA,NA,Russian Federation,NA,NA,2,3,4,5,3,5,4,1,2,2,3,NA,0,0
333,1,3,1,3,25,19,13,NA,NA,NA,United States of America,NA,NA,5,3,6,3,1,NA,NA,NA,NA,1,2,NA,0,0
334,1,2,1,2,14,9,14,NA,NA,NA,Switzerland,NA,NA,2,3,1,3,1,NA,NA,NA,NA,1,2,NA,0,0
335,4,1,NA,7,2,NA,33,NA,NA,NA,Pakistan,NA,NA,5,3,1,5,3,1,1,4,2,1,3,NA,0,0
336,1,4,1,2,34,21,NA,NA,NA,NA,Italy,NA,NA,3,3,2,3,3,5,5,3,2,1,3,NA,0,0
337,1,1,2,7,7,0,16,NA,NA,NA,Italy,NA,NA,2,3,5,6,3,1,3,1,2,2,3,NA,0,0
338,5,6,NA,5,51,NA,26,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,3,3,2,6,3,3,1,4,2,1,2,NA,0,0
339,1,3,3,3,8,7,16,NA,NA,NA,United States of America,NA,NA,5,3,6,5,3,3,1,4,3,2,3,NA,0,0
340,1,2,2,3,18,10,14,NA,NA,NA,Sweden,NA,NA,2,3,5,1,1,NA,NA,NA,NA,1,3,NA,0,0
341,1,2,3,2,10,10,16,NA,NA,NA,Pakistan,NA,NA,2,3,1,5,3,5,5,5,2,2,3,NA,0,0
342,1,4,3,2,25,20,16,NA,NA,NA,United States of America,NA,NA,1,3,5,3,3,3,1,4,2,1,2,NA,0,0
343,1,2,3,2,13,9,15,NA,NA,NA,Portugal,NA,NA,1,3,4,1,3,1,4,1,1,NA,NA,NA,0,0
344,3,4,2,1,25,10,5,NA,NA,NA,United States of America,NA,NA,3,3,2,6,3,2,3,3,2,1,2,NA,0,0
345,1,4,3,7,32,27,6,NA,NA,NA,United States of America,NA,NA,1,3,1,6,3,1,3,2,2,2,3,NA,0,0
346,1,3,3,3,26,14,12,NA,NA,NA,Germany,NA,NA,2,3,1,6,3,1,5,3,2,1,3,NA,0,0
347,1,3,3,2,15,12,12,NA,NA,NA,Viet Nam,NA,NA,3,3,5,6,3,1,5,2,3,1,3,NA,0,0
348,1,4,1,2,42,17,12,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,2,3,1,3,1,NA,NA,NA,NA,1,3,NA,0,0
349,4,1,NA,6,10,NA,33,NA,NA,NA,Germany,NA,NA,3,3,2,5,1,NA,NA,NA,NA,2,3,NA,0,0
350,1,4,1,3,32,27,3,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,5,3,1,1,1,NA,NA,NA,NA,1,2,NA,0,0
351,5,3,3,1,16,NA,23,NA,NA,NA,United States of America,NA,NA,1,3,5,1,3,2,5,1,2,1,2,NA,0,0
352,1,2,1,2,10,10,15,NA,NA,NA,India,NA,NA,3,3,6,5,3,2,3,2,2,2,1,NA,0,0
353,1,5,3,3,45,33,16,NA,NA,NA,France,NA,NA,5,3,4,5,1,NA,NA,NA,NA,1,2,NA,0,0
354,1,3,1,2,37,17,18,5,3,2,France,EUR European Euro,NA,1,3,4,2,3,1,4,4,1,2,3,NA,0,NA
355,1,3,1,2,15,13,12,NA,NA,NA,Belgium,NA,NA,2,3,1,6,3,1,5,3,2,2,3,NA,0,0
356,4,8,NA,6,1,NA,33,NA,NA,NA,United States of America,NA,NA,3,3,1,6,3,4,3,1,1,1,3,NA,0,NA
357,1,3,3,2,19,15,14,NA,NA,NA,United States of America,NA,NA,2,3,5,1,3,5,5,5,2,3,2,NA,0,0
358,1,4,3,7,36,27,16,NA,NA,NA,Romania,NA,NA,3,3,5,5,3,1,3,1,3,1,2,NA,1,0
359,1,4,3,3,40,20,16,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,5,3,2,6,3,1,1,4,1,1,3,NA,0,0
360,1,4,3,2,26,25,32,NA,NA,NA,United States of America,NA,NA,2,3,2,6,2,2,NA,NA,2,2,2,NA,0,0
361,1,2,3,2,12,4,13,NA,NA,NA,Russian Federation,NA,NA,5,3,6,5,1,NA,NA,NA,NA,1,1,NA,0,0
362,2,1,NA,6,10,NA,33,NA,NA,NA,United States of America,NA,NA,2,3,5,2,3,5,5,1,2,1,2,NA,0,0
363,1,3,3,6,20,20,16,NA,NA,NA,United States of America,NA,NA,2,2,NA,2,1,NA,NA,NA,NA,1,2,NA,0,0
364,1,2,NA,7,10,7,12,NA,NA,NA,Brazil,NA,NA,3,3,5,5,3,1,3,1,1,1,3,NA,0,0
365,1,4,3,2,30,25,16,NA,NA,NA,Australia,NA,NA,4,3,5,6,1,NA,NA,NA,NA,1,2,NA,0,0
366,1,5,NA,5,40,30,16,NA,NA,NA,Germany,NA,NA,5,3,6,6,1,NA,NA,NA,NA,1,3,NA,0,0
367,1,3,3,2,20,18,16,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,3,3,5,3,3,2,4,1,2,1,2,NA,0,0
368,3,6,3,7,15,9,1,10,3,3,United States of America,USD	United States dollar,NA,2,3,4,3,3,2,4,4,2,2,3,NA,0,0
369,1,3,1,2,19,12,16,NA,NA,NA,Spain,NA,NA,3,3,5,6,1,NA,NA,NA,NA,2,3,NA,0,0
370,1,2,3,3,23,10,13,NA,NA,NA,Ukraine,NA,NA,5,3,4,2,3,5,1,1,2,1,2,NA,0,0
371,1,3,3,2,15,10,15,NA,NA,NA,Ecuador,NA,NA,3,3,2,6,1,NA,NA,NA,NA,1,3,NA,0,0
372,1,3,3,2,15,25,26,NA,NA,NA,Turkey,NA,NA,3,3,2,5,3,1,5,2,2,1,3,NA,0,0
373,1,2,2,2,14,6,16,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,2,3,5,3,1,NA,NA,NA,NA,1,3,NA,0,0
374,1,2,1,2,4,2,15,NA,NA,NA,Mexico,NA,NA,4,3,4,3,3,5,5,2,2,1,2,NA,0,0
375,3,2,1,5,12,6,1,4,2,2,Austria,EUR European Euro,28000,5,3,6,6,1,NA,NA,NA,NA,1,3,30074,0,0
376,2,1,NA,6,4,NA,33,NA,NA,NA,Germany,NA,NA,3,3,5,6,3,1,4,1,2,1,2,NA,0,0
377,2,3,1,5,2,NA,13,NA,NA,NA,France,NA,NA,3,3,5,6,3,2,3,4,2,1,1,NA,0,0
378,1,3,1,2,11,11,16,2,3,1,Brazil,BRL	Brazilian real,NA,3,3,5,3,3,1,3,3,2,1,2,NA,0,0
379,1,4,3,3,40,30,16,NA,NA,NA,Greece,NA,NA,3,3,5,6,3,1,5,3,1,1,2,NA,0,0
380,1,3,3,3,15,6,6,6,1,1,Turkey,EUR European Euro,85000,1,3,5,2,3,5,5,1,2,2,1,91295,0,0
381,5,3,2,1,15,NA,5,NA,NA,NA,United States of America,NA,NA,5,3,4,6,1,NA,NA,NA,NA,1,2,NA,0,0
382,1,3,3,3,16,15,16,NA,NA,NA,France,NA,NA,5,3,3,5,1,NA,NA,NA,NA,1,3,NA,0,0
383,1,4,NA,3,22,19,12,NA,NA,NA,India,NA,NA,2,3,5,5,2,2,NA,NA,3,1,2,NA,0,0
384,1,4,2,7,30,22,14,NA,NA,NA,Italy,NA,NA,3,3,5,6,3,5,5,1,3,1,2,NA,0,0
385,1,3,3,7,16,14,16,NA,NA,NA,United States of America,NA,NA,2,3,1,6,3,5,4,1,3,1,2,NA,0,0
386,1,3,3,3,27,17,12,10,1,1,France,EUR European Euro,50000,1,3,5,6,1,NA,NA,NA,NA,3,2,53703,0,0
387,1,3,3,3,22,22,23,7,2,NA,France,EUR European Euro,NA,NA,NA,NA,NA,3,5,5,3,2,2,3,NA,0,0
388,1,5,3,5,44,26,13,NA,NA,NA,France,NA,NA,2,3,1,6,2,6,NA,NA,2,1,3,NA,0,0
389,1,3,3,3,15,10,2,NA,NA,NA,Spain,NA,NA,2,3,5,6,3,5,5,2,1,1,2,NA,0,0
390,1,2,3,7,7,7,33,2,3,2,United States of America,USD	United States dollar,110000,5,3,1,6,3,5,3,3,2,2,2,110000,0,0
391,1,3,3,3,26,17,16,NA,NA,NA,Germany,NA,NA,1,3,5,1,3,1,5,4,1,1,2,NA,0,0
392,3,2,3,2,6,5,20,NA,NA,NA,India,NA,NA,2,3,5,6,3,1,5,2,2,2,3,NA,0,0
393,1,3,1,5,32,18,23,1,2,3,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,126420,2,3,1,3,3,3,4,1,2,1,3,161044,0,0
394,1,3,3,2,18,17,13,NA,NA,NA,Bangladesh,NA,NA,5,3,1,5,2,2,NA,NA,2,1,2,NA,0,0
395,1,2,2,2,3,2,15,NA,NA,NA,India,NA,NA,2,3,4,5,3,1,5,2,1,3,2,NA,0,0
396,1,4,3,3,32,25,26,6,1,1,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,95000,2,3,5,3,3,1,3,1,2,1,2,121018,0,0
397,5,3,NA,3,20,NA,16,NA,NA,NA,Algeria,NA,NA,4,3,5,1,3,1,5,1,2,1,2,NA,0,0
398,3,5,3,3,44,40,23,NA,NA,NA,United States of America,NA,NA,3,3,5,5,2,1,NA,NA,2,1,2,NA,0,0
399,1,4,3,7,38,30,16,1,2,2,United States of America,USD	United States dollar,195000,5,3,1,6,2,1,NA,NA,2,1,2,195000,0,0
400,1,1,3,2,4,1,12,NA,NA,NA,Ukraine,NA,NA,2,3,4,1,3,2,5,1,1,1,3,NA,0,0
401,3,1,NA,8,3,0,33,NA,NA,NA,Malaysia,NA,NA,3,3,5,5,3,2,5,3,2,1,2,NA,0,0
