name,address,town_city,county_area,state_region,country,lat,long,type,status,year_completed,approaches,driveways,lane_type,functional_class,control_type,other_control_type,previous_control_type
Lost Dauphin Rd. (CTH D) / Hickory Rd.,"Lawrence, Brown Co., WI (United States)",Lawrence, Brown Co., WI,United States,-88.135816,44.375731,Roundabout,Existing,2017,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Hoffman Rd. (CTH XX) / Libal St.,"Allouez, Brown Co., WI (United States)",Allouez, Brown Co., WI,United States,-88.028187,44.460422,Roundabout,Existing,2014,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
STH 27 / STH 33,"Portland, Monroe Co., WI (United States)",Portland, Monroe Co., WI,United States,-90.793865,43.742012,Roundabout,Existing,2016,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
CTH EE (Weeden Creek Rd.) / CTH A,"Wilson, Sheboygan Co., WI (United States)",Wilson, Sheboygan Co., WI,United States,-87.768915,43.70317,Roundabout,Existing,2015,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
77A Ave. / 211 St.,"Langley Township, Greater Vancouver, BC (Canada)",Langley Township, Greater Vancouver, BC,Canada,-122.6381,49.14294,Roundabout,Existing,2016,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Rte 53 / Mälarvägen / E20 Ramps,"Eskilstuna, Eskilstuna, Sodermanland County (Sweden)",Eskilstuna, Eskilstuna, Sodermanland County,Sweden,16.52649,59.38607,Rotary,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Foothills Dr. / Rinconada St.,"Farmington, San Juan Co., NM (United States)",Farmington, San Juan Co., NM,United States,-108.139094,36.791441,Roundabout,Existing,2017,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Nesbit Rd. / Shoreway Dr.,"Queenstown, Queen Anne's Co., MD (United States)",Queenstown, Queen Anne's Co., MD,United States,-76.18291,38.966,Roundabout,Existing,2011,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Ossipee Trl. (Rte 25) / Manchester Rd. / Saco Rd.,"Standish, Cumberland Co., ME (United States)",Standish, Cumberland Co., ME,United States,-70.630639,43.737612,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
W Garbry Rd. / Looney Rd.,"Piqua, Miami Co., OH (United States)",Piqua, Miami Co., OH,United States,-84.217132,40.146004,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
River Rd. / Gray Rd.,"Fairfield, Butler Co., OH (United States)",Fairfield, Butler Co., OH,United States,-84.59579499999998,39.326909,Roundabout,Existing,2019,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
S Stonington Ln. / E 42nd Ave.,"Spokane, Spokane Co., WA (United States)",Spokane, Spokane Co., WA,United States,-117.37287,47.615458,Traffic Calming Circle,Existing,2004,3,0,Single-Lane,Other (At-Grade),Uncontrolled,None,None (new)
S Cook St. / E 42nd Ave.,"Spokane, Spokane Co., WA (United States)",Spokane, Spokane Co., WA,United States,-117.373971,47.615462,Traffic Calming Circle,Existing,2004,4,0,Single-Lane,Other (At-Grade),Uncontrolled,None,None (new)
W Woodside Ave. / N F St.,"Spokane, Spokane Co., WA (United States)",Spokane, Spokane Co., WA,United States,-117.458753,47.720869,Traffic Calming Circle,Existing,2017,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Newton Rd. / Scales Pond Rd.,"Kinkora, Prince, PE (Canada)",Kinkora, Prince, PE,Canada,-63.607681,46.33693,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
6th Ave. / 15th St.,"Marion, Linn Co., IA (United States)",Marion, Linn Co., IA,United States,-91.593972,42.03243,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Adams Rd. / Gunn Rd.,"Oakland Township, Oakland Co., MI (United States)",Oakland Township, Oakland Co., MI,United States,-83.196826,42.739318,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,All-Way Stop
Castlebrook Dr. / (unknown),"Winnipeg, Manitoba, MB (Canada)",Winnipeg, Manitoba, MB,Canada,-97.20645,49.77867,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
30th St. SW / 19th Ave. SW,"Willmar, Kandiyohi Co., MN (United States)",Willmar, Kandiyohi Co., MN,United States,-95.083598,45.103339,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
N 162nd St. / Grand Ave.,"Omaha, Douglas Co., NE (United States)",Omaha, Douglas Co., NE,United States,-96.16881,41.303992,Roundabout,Existing,2006,3,1,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
S 184th St. / Jackson St.,"Elkhorn, Douglas Co., NE (United States)",Elkhorn, Douglas Co., NE,United States,-96.20389100000001,41.253656,Roundabout,Existing,2004,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Jones St. / S 182nd St.,"Elkhorn, Douglas Co., NE (United States)",Elkhorn, Douglas Co., NE,United States,-96.200686,41.252587,Roundabout,Existing,2001,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Morgan St. / Long Ave.,"Roxboro, Person Co., NC (United States)",Roxboro, Person Co., NC,United States,-78.991293,36.395874,Roundabout,Existing,2019,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Grange Hall Rd. / Radnor Rd.,"Peoria, Peoria Co., IL (United States)",Peoria, Peoria Co., IL,United States,-89.64973999999998,40.81267,Roundabout,Existing,2017,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Fort Hill Rd. / McIvor Rd. / CR 23,"Phelps, Ontario Co., NY (United States)",Phelps, Ontario Co., NY,United States,-77.04340999999998,42.91672,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Middle Rd. / S Prospect St.,"Nanticoke, Luzerne Co., PA (United States)",Nanticoke, Luzerne Co., PA,United States,-75.99415,41.18895,Roundabout,Existing,2019,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Ament Line / Herrgott Rd.,"Wellesley, Waterloo, ON (Canada)",Wellesley, Waterloo, ON,Canada,-80.646117,43.559936,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Norton Rd. / Johnson Rd.,"Pleasant Township, Franklin Co., OH (United States)",Pleasant Township, Franklin Co., OH,United States,-83.15462999999998,39.89132,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
S Gould Rd. / Dale Ave.,"Bexley, Franklin Co., OH (United States)",Bexley, Franklin Co., OH,United States,-82.92386999999998,39.96392,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
94 St. / Sienna Blvd. / Southpointe Blvd.,"Fort Saskatchewan, Alberta, AB (Canada)",Fort Saskatchewan, Alberta, AB,Canada,-113.20905,53.68226,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Hwy 131 / Old Grand River Rd.,"Richmond, Prince, PE (Canada)",Richmond, Prince, PE,Canada,-63.92916,46.51403,Roundabout,Existing,2019,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Roachton Rd. / Hull Prairie Rd.,"Perrysburg, Wood Co., OH (United States)",Perrysburg, Wood Co., OH,United States,-83.674841,41.522102,Roundabout,Existing,2017,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Concord St. / ME Valentine Dr.,"Raleigh, Wake Co., NC (United States)",Raleigh, Wake Co., NC,United States,-78.677777,35.7888,Roundabout,Existing,2012,3,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,None (new)
W 15th St. / English St.,"Santa Ana, Orange Co., CA (United States)",Santa Ana, Orange Co., CA,United States,-117.896665,33.758214,Traffic Calming Circle,Existing,2016,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Martin Luther King Ave. E (9th Ave. E) / 15th St. E,"Bradenton, Manatee Co., FL (United States)",Bradenton, Manatee Co., FL,United States,-82.546654,27.491493,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Signal
CR 17 / 76th Ave. S,"Horace, Cass Co., ND (United States)",Horace, Cass Co., ND,United States,-96.90336,46.77506,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Rossum Dr. / Mariana Hills Cir. / Mariana Ridge Ct.,"Loveland, Larimer Co., CO (United States)",Loveland, Larimer Co., CO,United States,-105.14134,40.40225,Roundabout,Existing,2017,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
S Indiana Ave. / Homedale Rd.,"Caldwell, Canyon Co., ID (United States)",Caldwell, Canyon Co., ID,United States,-116.67299,43.61892,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Heights Ave. / Johnson St. (south),"Burlington, Ward Co., ND (United States)",Burlington, Ward Co., ND,United States,-101.423072,48.258869,Roundabout,Existing,2014,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Heights Ave. / Johnson St. (north),"Burlington, Ward Co., ND (United States)",Burlington, Ward Co., ND,United States,-101.42156,48.26352,Roundabout,Existing,2014,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
State St. / Hamiton Ave.,"Eau Claire, Eau Claire Co., WI (United States)",Eau Claire, Eau Claire Co., WI,United States,-91.496188,44.785648,Roundabout,Existing,2019,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,All-Way Stop
State St. / MacArthur Ave.,"Eau Claire, Eau Claire Co., WI (United States)",Eau Claire, Eau Claire Co., WI,United States,-91.49616,44.78927,Roundabout,Existing,2019,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Noordkil / Oostkil,"Papendrecht, Papendrecht, South Holland (Netherlands)",Papendrecht, Papendrecht, South Holland,Netherlands,4.726671,51.834549,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
STH 42 / CSAH 9,"Eyota, Olmsted Co., MN (United States)",Eyota, Olmsted Co., MN,United States,-92.248995,44.020927,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
S 51st St. / W Drexel Ave.,"Franklin, Milwaukee Co., WI (United States)",Franklin, Milwaukee Co., WI,United States,-87.980176,42.901512,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
A20 (Ashford Rd.) / B2068 / M20 Ramps,"Hythe, Kent, England (United Kingdom)",Hythe, Kent, England,United Kingdom,1.04963,51.09554,Rotary,Existing,0,5,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Leenderweg / E34-A67 Ramps,"Eindhoven, Eindhoven, North Brabant (Netherlands)",Eindhoven, Eindhoven, North Brabant,Netherlands,5.50271,51.40495,Signalized Roundabout/Circle,Existing,0,4,0,Multilane (3+ Lane),Freeway Ramps (Grade-Separated),Signal,Unknown,Unknown
(unknown) / (parking),"Grays, Essex, England (United Kingdom)",Grays, Essex, England,United Kingdom,0.28098,51.48935,Roundabout,Existing,0,3,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
SR 16 / CR 89,"Madison, Yolo Co., CA (United States)",Madison, Yolo Co., CA,United States,-121.96678,38.68204,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Sourethweg / Nijverheidsweg,"Heerlen, Heerlen, Limburg (Netherlands)",Heerlen, Heerlen, Limburg,Netherlands,5.99902,50.84572,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
N Western Ave. / Springwater Ave.,"Wenatchee, Chelan Co., WA (United States)",Wenatchee, Chelan Co., WA,United States,-120.3462,47.43706,Roundabout,Existing,2018,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Morse Rd. / Kitzmiller Rd.,"New Albany, Franklin Co., OH (United States)",New Albany, Franklin Co., OH,United States,-82.80306,40.05268,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Mt Zion Rd. / Old Union Rd.,"Union, Boone Co., KY (United States)",Union, Boone Co., KY,United States,-84.68042,38.94469,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Old Lexington Hwy. / Murray Lindler Rd.,"Chapin, Lexington Co., SC (United States)",Chapin, Lexington Co., SC,United States,-81.34722999999998,34.15027,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Miami Rd. / Hillcrest Dr.,"Montrose, Montrose Co., CO (United States)",Montrose, Montrose Co., CO,United States,-107.856768,38.481786,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Oahu St. / Sequoia Ave.,"Richland, WA Co., WA (United States)",Richland, WA Co., WA,United States,-119.28302,46.23073,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),Other,None,None (new)
Oahu St. / Citrus Ave.,"Richland, WA Co., WA (United States)",Richland, WA Co., WA,United States,-119.279651,46.230684,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),Uncontrolled,None,None (new)
Carr Rd. / Miami Blvd.,"Durham, Durham Co., NC (United States)",Durham, Durham Co., NC,United States,-78.85924799999998,35.980235,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
US 84-GA-38 (Waycross Hwy.) / Main St. (east end),"Argyle, Clinch Co., GA (United States)",Argyle, Clinch Co., GA,United States,-82.64564699999998,31.075502,Roundabout,Existing,2019,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Sand Lake Rd. / County Hwy OT,"Onalaska, La Crosse Co., WI (United States)",Onalaska, La Crosse Co., WI,United States,-91.23538,43.92355,Roundabout,Existing,2019,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
SR 16 (S Central Ave.) / SR 200 / SR 23,"Sidney, Richland Co., MT (United States)",Sidney, Richland Co., MT,United States,-104.17889,47.6844,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,One/Two-Way Stop
SR 548 (Grandview Rd.) / Kickerville Rd.,"Ferndale, Whatcom Co., WA (United States)",Ferndale, Whatcom Co., WA,United States,-122.704352,48.892085,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Bolafótur / Hjallavegur,"Lei Ke Ya Nei Zhen, Lei Ka Nei Si (Iceland)",Lei Ke Ya Nei Zhen, Lei Ka Nei Si,NA,Iceland,-22.56361,63.98847,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Rte 43 / Gerðavellir,"Ge Lin Da Wei Ku Zhen, Lei Ka Nei Si (Iceland)",Ge Lin Da Wei Ku Zhen, Lei Ka Nei Si,NA,Iceland,-22.43505,63.84535,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Stoney Point Rd. NW / E Ave. NW,"Cedar Rapids, Linn Co., IA (United States)",Cedar Rapids, Linn Co., IA,United States,-91.75502,41.97858,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
(unknown) / S14 SB Ramps,"Lodz, Lodz, Woj. Łódzkie (Poland)",Lodz, Lodz, Woj. Łódzkie,Poland,19.33578,51.797,Roundabout,Existing,0,3,0,Unknown,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
(unknown) / S14 NB Ramps,"Aleksandrów Łódzki, Powiat Zgierski, Woj. Łódzkie (Poland)",Aleksandrów Łódzki, Powiat Zgierski, Woj. Łódzkie,Poland,19.33982,51.79606,Roundabout,Existing,0,3,0,Unknown,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Baxter Ln. / Love Ln.,"Bozeman, Gallatin Co., MT (United States)",Bozeman, Gallatin Co., MT,United States,-111.14498,45.70012,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Circle Dr. / Seminole Dr.,"Tallahassee, Leon Co., FL (United States)",Tallahassee, Leon Co., FL,United States,-84.266681,30.430467,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Circle Dr. / Alban Ave.,"Tallahassee, Leon Co., FL (United States)",Tallahassee, Leon Co., FL,United States,-84.264222,30.430524,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Pennsylvania Ave. / W 12th St.,"Anacortes, Skagit Co., WA (United States)",Anacortes, Skagit Co., WA,United States,-122.656685,48.498167,Roundabout,Existing,2010,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Mifflin Rd. / Woodmill Dr.,"Dover, Kent Co., DE (United States)",Dover, Kent Co., DE,United States,-75.55831,39.15527,Traffic Calming Circle,Existing,2005,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Golden Straw Ln. / Davis Rd.,"Columbia, Howard Co., MD (United States)",Columbia, Howard Co., MD,United States,-76.81084,39.21597,Roundabout,Existing,2000,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Veterans Dr. / 6th Ave.,"Kill Devil Hills, Dare Co., NC (United States)",Kill Devil Hills, Dare Co., NC,United States,-75.664116,36.008176,Roundabout,Existing,2003,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Lake South / Crystal Water Way,"Las Vegas, Clark Co., NV (United States)",Las Vegas, Clark Co., NV,United States,-115.2905,36.13289,Roundabout,Existing,1994,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,All-Way Stop
Lakes at Boca Raton / Cain Blvd.,"(unincorporated), Palm Beach Co., FL (United States)",(unincorporated), Palm Beach Co., FL,United States,-80.2116,26.39603,Roundabout,Existing,1994,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Killarney Way / Shamrock Dr.,"Tallahassee, Leon Co., FL (United States)",Tallahassee, Leon Co., FL,United States,-84.22315,30.51361,Roundabout,Existing,1994,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
SR 789 / Bridge St.,"Bradenton Beach, Manatee Co., FL (United States)",Bradenton Beach, Manatee Co., FL,United States,-82.69847,27.465,Roundabout,Existing,1994,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Capitol One Dr. / (unknown),"Short Pump, Goochland Co., VA (United States)",Short Pump, Goochland Co., VA,United States,-77.66926999999998,37.62693,Roundabout,Existing,2004,3,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Alameda Padre Serra / Montecito St. / Salinas St. / Sycamore Canyon Rd.,"Santa Barbara, Santa Barbara Co., CA (United States)",Santa Barbara, Santa Barbara Co., CA,United States,-119.677202,34.429033,Roundabout,Existing,1992,5,1,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
MD 2 / MD 408 / MD 422,"Lothian, Anne Arundel Co., MD (United States)",Lothian, Anne Arundel Co., MD,United States,-76.61589999999998,38.82973,Roundabout,Existing,1995,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
MD 213 (Fair Hill Rd.) / Leeds Rd. / Elk Mill Rd. (Lanzi Circle),"Elkton, Cecil Co., MD (United States)",Elkton, Cecil Co., MD,United States,-75.85528999999998,39.66364,Roundabout,Existing,1995,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
8th St. S / 12th Ave. S,"Naples, Collier Co., FL (United States)",Naples, Collier Co., FL,United States,-81.79491,26.13267,Roundabout,Existing,1996,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
