...1,Date,Team 1,Score 1,Score 2,Team 2,Venue,Tournament,Stage,T1 game no,T2 game no,Series,Margin,Winner,Loser,Notes
197,2003-03-28,England,27,0,Arabian Gulf,Hong Kong,Hong Kong Sevens,Quarter-Final,19,32,2,27,England,Arabian Gulf,NA
198,2003-03-28,Kazakhstan,27,5,Fiji,Hong Kong,Hong Kong Sevens,Quarter-Final,29,10,1,22,Kazakhstan,Fiji,NA
199,2003-03-28,United States,29,0,Hong Kong,Hong Kong,Hong Kong Sevens,Quarter-Final,31,37,4,29,United States,Hong Kong,NA
200,2003-03-28,Aotearoa Maori New Zealand,46,0,Thailand,Hong Kong,Hong Kong Sevens,Quarter-Final,7,22,2,46,Aotearoa Maori New Zealand,Thailand,NA
201,2003-03-28,Fiji,34,0,Arabian Gulf,Hong Kong,Hong Kong Sevens,Shield semi-final,11,33,2,34,Fiji,Arabian Gulf,NA
202,2003-03-28,Hong Kong,19,5,Thailand,Hong Kong,Hong Kong Sevens,Shield semi-final,38,23,4,14,Hong Kong,Thailand,NA
203,2003-03-28,England,19,5,Kazakhstan,Hong Kong,Hong Kong Sevens,Semi-Final,20,30,1,14,England,Kazakhstan,NA
204,2003-03-28,Aotearoa Maori New Zealand,17,5,United States,Hong Kong,Hong Kong Sevens,Semi-Final,8,32,2,12,Aotearoa Maori New Zealand,United States,NA
205,2003-03-28,Arabian Gulf,24,5,Thailand,Hong Kong,Hong Kong Sevens,Shield Final,34,24,5,19,Arabian Gulf,Thailand,NA
206,2003-03-28,Fiji,34,12,Hong Kong,Hong Kong,Hong Kong Sevens,Bowl final,12,39,2,22,Fiji,Hong Kong,NA
207,2003-03-28,Kazakhstan,14,7,United States,Hong Kong,Hong Kong Sevens,Plate final,31,33,3,7,Kazakhstan,United States,NA
208,2003-03-28,Aotearoa Maori New Zealand,27,0,England,Hong Kong,Hong Kong Sevens,Final,9,21,2,27,Aotearoa Maori New Zealand,England,NA
209,2003-05-24,Switzerland,47,0,Czechia,Lunel,European Championship,Pool A,1,1,1,47,Switzerland,Czechia,NA
210,2003-05-24,Spain,45,0,Belgium,Lunel,European Championship,Pool A,1,1,1,45,Spain,Belgium,NA
211,2003-05-24,Norway,7,0,Czechia,Lunel,European Championship,Pool A,1,2,1,7,Norway,Czechia,NA
212,2003-05-24,Switzerland,29,0,Belgium,Lunel,European Championship,Pool A,2,2,1,29,Switzerland,Belgium,NA
213,2003-05-24,Spain,50,0,Norway,Lunel,European Championship,Pool A,2,2,1,50,Spain,Norway,NA
214,2003-05-24,Belgium,19,5,Czechia,Lunel,European Championship,Pool A,3,3,1,14,Belgium,Czechia,NA
215,2003-05-24,Switzerland,50,5,Norway,Lunel,European Championship,Pool A,3,3,1,45,Switzerland,Norway,NA
216,2003-05-24,Spain,48,0,Czechia,Lunel,European Championship,Pool A,3,4,1,48,Spain,Czechia,NA
217,2003-05-24,Belgium,12,0,Norway,Lunel,European Championship,Pool A,4,4,1,12,Belgium,Norway,NA
218,2003-05-24,Spain,19,5,Switzerland,Lunel,European Championship,Pool A,4,4,1,14,Spain,Switzerland,NA
219,2003-05-24,Croatia,19,5,Bulgaria,Lunel,European Championship,Pool B,1,1,1,14,Croatia,Bulgaria,NA
220,2003-05-24,France,22,0,Portugal,Lunel,European Championship,Pool B,1,1,1,22,France,Portugal,NA
221,2003-05-24,Sweden,32,0,Croatia,Lunel,European Championship,Pool B,6,2,1,32,Sweden,Croatia,NA
222,2003-05-24,Portugal,40,0,Bulgaria,Lunel,European Championship,Pool B,2,2,1,40,Portugal,Bulgaria,NA
223,2003-05-24,France,40,5,Sweden,Lunel,European Championship,Pool B,2,7,1,35,France,Sweden,NA
224,2003-05-24,Portugal,40,5,Croatia,Lunel,European Championship,Pool B,3,3,1,35,Portugal,Croatia,NA
225,2003-05-24,Sweden,19,0,Bulgaria,Lunel,European Championship,Pool B,8,3,1,19,Sweden,Bulgaria,NA
226,2003-05-24,France,52,0,Croatia,Lunel,European Championship,Pool B,3,4,1,52,France,Croatia,NA
227,2003-05-24,Sweden,12,10,Portugal,Lunel,European Championship,Pool B,9,4,1,2,Sweden,Portugal,NA
228,2003-05-24,France,51,0,Bulgaria,Lunel,European Championship,Pool B,4,4,1,51,France,Bulgaria,NA
229,2003-05-24,Portugal,26,5,Norway,Lunel,European Championship,5th-8th Place Semi Final,5,5,1,21,Portugal,Norway,NA
230,2003-05-24,Belgium,7,0,Croatia,Lunel,European Championship,5th-8th Place Semi Final,5,5,1,7,Belgium,Croatia,NA
231,2003-05-24,Spain,49,0,Sweden,Lunel,European Championship,Semi-Final,5,10,1,49,Spain,Sweden,NA
232,2003-05-24,France,35,0,Switzerland,Lunel,European Championship,Semi-Final,5,5,1,35,France,Switzerland,NA
233,2003-05-24,Norway,5,7,Croatia,Lunel,European Championship,7th Place Match,6,6,1,2,Croatia,Norway,NA
234,2003-05-24,Portugal,14,0,Belgium,Lunel,European Championship,5th Place Match,6,6,1,14,Portugal,Belgium,NA
235,2003-05-24,Sweden,0,5,Switzerland,Lunel,European Championship,3rd Place Match,11,6,1,5,Switzerland,Sweden,NA
236,2003-05-24,Spain,21,12,France,Lunel,European Championship,Final,6,6,1,9,Spain,France,NA
237,2004-03-05,Tunisia,34,5,Malta,Tunis,CAR North,NA,1,1,1,29,Tunisia,Malta,NA
238,2004-03-06,Portugal,29,0,Malta,Tunis,CAR North,NA,7,2,1,29,Portugal,Malta,NA
239,2004-03-26,Aotearoa Maori New Zealand,14,5,Australia,Hong Kong,Hong Kong Sevens,Pool A,10,24,1,9,Aotearoa Maori New Zealand,Australia,NA
240,2004-03-26,Kazakhstan,24,0,Hong Kong,Hong Kong,Hong Kong Sevens,Pool A,32,40,6,24,Kazakhstan,Hong Kong,NA
241,2004-03-26,Aotearoa Maori New Zealand,56,0,Thailand,Hong Kong,Hong Kong Sevens,Pool A,11,25,3,56,Aotearoa Maori New Zealand,Thailand,NA
242,2004-03-26,Australia,12,0,Kazakhstan,Hong Kong,Hong Kong Sevens,Pool A,25,33,3,12,Australia,Kazakhstan,NA
243,2004-03-26,Hong Kong,29,7,Thailand,Hong Kong,Hong Kong Sevens,Pool A,41,26,5,22,Hong Kong,Thailand,NA
244,2004-03-26,Aotearoa Maori New Zealand,35,0,Kazakhstan,Hong Kong,Hong Kong Sevens,Pool A,12,34,1,35,Aotearoa Maori New Zealand,Kazakhstan,NA
245,2004-03-26,Australia,64,0,Thailand,Hong Kong,Hong Kong Sevens,Pool A,26,27,1,64,Australia,Thailand,NA
246,2004-03-26,Aotearoa Maori New Zealand,38,0,Hong Kong,Hong Kong,Hong Kong Sevens,Pool A,13,42,2,38,Aotearoa Maori New Zealand,Hong Kong,NA
247,2004-03-26,Kazakhstan,41,0,Thailand,Hong Kong,Hong Kong Sevens,Pool A,35,28,4,41,Kazakhstan,Thailand,NA
248,2004-03-26,Australia,37,0,Hong Kong,Hong Kong,Hong Kong Sevens,Pool A,27,43,3,37,Australia,Hong Kong,NA
249,2004-03-26,United States,35,0,Japan,Hong Kong,Hong Kong Sevens,Pool B,34,32,3,35,United States,Japan,NA
250,2004-03-26,Sri Lanka,7,10,Singapore,Hong Kong,Hong Kong Sevens,Pool B,8,27,1,3,Singapore,Sri Lanka,NA
251,2004-03-26,China,0,36,United States,Hong Kong,Hong Kong Sevens,Pool B,19,35,3,36,United States,China,NA
252,2004-03-26,Japan,32,0,Sri Lanka,Hong Kong,Hong Kong Sevens,Pool B,33,9,1,32,Japan,Sri Lanka,NA
253,2004-03-26,Singapore,10,7,China,Hong Kong,Hong Kong Sevens,Pool B,28,20,3,3,Singapore,China,NA
254,2004-03-26,United States,29,0,Sri Lanka,Hong Kong,Hong Kong Sevens,Pool B,36,10,1,29,United States,Sri Lanka,NA
255,2004-03-26,Japan,31,0,China,Hong Kong,Hong Kong Sevens,Pool B,34,21,3,31,Japan,China,NA
256,2004-03-26,United States,57,0,Singapore,Hong Kong,Hong Kong Sevens,Pool B,37,29,4,57,United States,Singapore,NA
257,2004-03-26,Sri Lanka,12,0,China,Hong Kong,Hong Kong Sevens,Pool B,11,22,3,12,Sri Lanka,China,NA
258,2004-03-26,Japan,31,7,Singapore,Hong Kong,Hong Kong Sevens,Pool B,35,30,5,24,Japan,Singapore,NA
259,2004-03-27,Hong Kong,29,0,Sri Lanka,Hong Kong,Hong Kong Sevens,7th-10th place pool,44,12,2,29,Hong Kong,Sri Lanka,NA
260,2004-03-27,Thailand,26,5,China,Hong Kong,Hong Kong Sevens,7th-10th place pool,29,23,3,21,Thailand,China,NA
261,2004-03-27,Hong Kong,0,5,Thailand,Hong Kong,Hong Kong Sevens,7th-10th place pool,45,30,6,5,Thailand,Hong Kong,NA
262,2004-03-27,Sri Lanka,22,12,China,Hong Kong,Hong Kong Sevens,7th-10th place pool,13,24,4,10,Sri Lanka,China,NA
263,2004-03-27,Hong Kong,29,0,China,Hong Kong,Hong Kong Sevens,7th-10th place pool,46,25,2,29,Hong Kong,China,NA
264,2004-03-27,Sri Lanka,12,22,Thailand,Hong Kong,Hong Kong Sevens,7th-10th place pool,14,31,1,10,Thailand,Sri Lanka,NA
265,2004-03-27,Aotearoa Maori New Zealand,38,0,Japan,Hong Kong,Hong Kong Sevens,1st/6th place: Pool A,14,36,1,38,Aotearoa Maori New Zealand,Japan,NA
266,2004-03-27,Aotearoa Maori New Zealand,53,0,Singapore,Hong Kong,Hong Kong Sevens,1st/6th place: Pool A,15,31,1,53,Aotearoa Maori New Zealand,Singapore,NA
267,2004-03-27,Japan,19,0,Singapore,Hong Kong,Hong Kong Sevens,1st/6th place: Pool A,37,32,6,19,Japan,Singapore,NA
268,2004-03-27,United States,0,17,Australia,Hong Kong,Hong Kong Sevens,1st/6th place: Pool B,38,28,3,17,Australia,United States,NA
269,2004-03-27,United States,0,5,Kazakhstan,Hong Kong,Hong Kong Sevens,1st/6th place: Pool A,39,36,4,5,Kazakhstan,United States,NA
270,2004-03-27,Australia,20,0,Kazakhstan,Hong Kong,Hong Kong Sevens,1st/6th place: Pool A,29,37,4,20,Australia,Kazakhstan,NA
271,2004-03-27,Singapore,0,68,United States,Hong Kong,Hong Kong Sevens,5th place Match,33,40,5,68,United States,Singapore,NA
272,2004-03-27,Japan,5,29,Kazakhstan,Hong Kong,Hong Kong Sevens,3rd Place Match,38,38,4,24,Kazakhstan,Japan,NA
273,2004-03-27,Aotearoa Maori New Zealand,10,0,Australia,Hong Kong,Hong Kong Sevens,Final,16,30,2,10,Aotearoa Maori New Zealand,Australia,NA
274,2004-04-20,Colombia,32,0,Paraguay,Barquisimeto,South American Sevens,Pool A,1,1,1,32,Colombia,Paraguay,NA
275,2004-04-20,Brazil,33,0,Uruguay,Barquisimeto,South American Sevens,Pool A,1,1,1,33,Brazil,Uruguay,NA
276,2004-04-20,Colombia,15,5,Uruguay,Barquisimeto,South American Sevens,Pool A,2,2,1,10,Colombia,Uruguay,NA
277,2004-04-20,Brazil,55,0,Paraguay,Barquisimeto,South American Sevens,Pool A,2,2,1,55,Brazil,Paraguay,NA
278,2004-04-20,Uruguay,20,0,Paraguay,Barquisimeto,South American Sevens,Pool A,3,3,1,20,Uruguay,Paraguay,NA
279,2004-04-20,Brazil,42,0,Colombia,Barquisimeto,South American Sevens,Pool A,3,3,1,42,Brazil,Colombia,NA
280,2004-04-20,Venezuela,41,0,Chile,Barquisimeto,South American Sevens,Pool B,1,1,1,41,Venezuela,Chile,NA
281,2004-04-20,Argentina,56,5,Peru,Barquisimeto,South American Sevens,Pool B,1,1,1,51,Argentina,Peru,NA
282,2004-04-20,Chile,10,7,Peru,Barquisimeto,South American Sevens,Pool B,2,2,1,3,Chile,Peru,NA
283,2004-04-20,Venezuela,20,10,Argentina,Barquisimeto,South American Sevens,Pool B,2,2,1,10,Venezuela,Argentina,NA
284,2004-04-20,Argentina,29,0,Chile,Barquisimeto,South American Sevens,Pool B,3,3,1,29,Argentina,Chile,NA
285,2004-04-20,Venezuela,60,0,Peru,Barquisimeto,South American Sevens,Pool B,3,3,1,60,Venezuela,Peru,NA
286,2004-04-21,Uruguay,24,0,Peru,Barquisimeto,South American Sevens,Plate Semi Final,4,4,1,24,Uruguay,Peru,NA
287,2004-04-21,Chile,10,5,Paraguay,Barquisimeto,South American Sevens,Plate Semi Final,4,4,1,5,Chile,Paraguay,NA
288,2004-04-21,Venezuela,22,0,Colombia,Barquisimeto,South American Sevens,Cup Semi Final,4,4,1,22,Venezuela,Colombia,NA
289,2004-04-21,Brazil,33,0,Argentina,Barquisimeto,South American Sevens,Cup Semi Final,4,4,1,33,Brazil,Argentina,NA
290,2004-04-21,Paraguay,27,0,Peru,Barquisimeto,South American Sevens,7th Place Match,5,5,1,27,Paraguay,Peru,NA
291,2004-04-21,Uruguay,10,7,Chile,Barquisimeto,South American Sevens,5th place Match,5,5,1,3,Uruguay,Chile,NA
292,2004-04-21,Colombia,5,0,Argentina,Barquisimeto,South American Sevens,3rd place match,5,5,1,5,Colombia,Argentina,NA
293,2004-04-21,Brazil,15,12,Venezuela,Barquisimeto,South American Sevens,Final,5,5,1,3,Brazil,Venezuela,NA
294,2004-05-01,Rwanda,5,0,Burundi,Kigali,Exhibition,NA,1,1,1,5,Rwanda,Burundi,NA
295,2004-05-15,Kazakhstan,15,0,Taiwan,Almaty,Asian Sevens,Pool A,39,1,1,15,Kazakhstan,Taiwan,NA
296,2004-05-15,Singapore,21,12,Uzbekistan,Almaty,Asian Sevens,Pool A,34,7,2,9,Singapore,Uzbekistan,NA
297,2004-05-15,Kazakhstan,36,0,Uzbekistan,Almaty,Asian Sevens,Pool A,40,8,1,36,Kazakhstan,Uzbekistan,NA
298,2004-05-15,Singapore,21,17,Taiwan,Almaty,Asian Sevens,Pool A,35,2,1,4,Singapore,Taiwan,NA
299,2004-05-15,Kazakhstan,36,0,Singapore,Almaty,Asian Sevens,Pool A,41,36,3,36,Kazakhstan,Singapore,NA
300,2004-05-15,Taiwan,33,21,Uzbekistan,Almaty,Asian Sevens,Pool A,3,9,1,12,Taiwan,Uzbekistan,NA
301,2004-05-15,Hong Kong,15,5,Kyrgyzstan,Almaty,Asian Sevens,Pool B,47,7,1,10,Hong Kong,Kyrgyzstan,NA
302,2004-05-15,Arabian Gulf,17,10,Kyrgyzstan,Almaty,Asian Sevens,Pool B,35,8,1,7,Arabian Gulf,Kyrgyzstan,NA
303,2004-05-15,Hong Kong,5,7,Arabian Gulf,Almaty,Asian Sevens,Pool B,48,36,7,2,Arabian Gulf,Hong Kong,NA
304,2004-05-16,Uzbekistan,15,10,Kyrgyzstan,Almaty,Asian Sevens,Plate semi-final,10,9,1,5,Uzbekistan,Kyrgyzstan,NA
305,2004-05-16,Kazakhstan,20,5,Hong Kong,Almaty,Asian Sevens,Semi-Final,42,49,7,15,Kazakhstan,Hong Kong,NA
306,2004-05-16,Arabian Gulf,7,26,Singapore,Almaty,Asian Sevens,Semi-Final,37,37,4,19,Singapore,Arabian Gulf,NA
307,2004-05-16,Uzbekistan,10,19,Taiwan,Almaty,Asian Sevens,5th place match,11,4,2,9,Taiwan,Uzbekistan,NA
308,2004-05-16,Hong Kong,36,19,Arabian Gulf,Almaty,Asian Sevens,3rd place match,50,38,8,17,Hong Kong,Arabian Gulf,NA
309,2004-05-16,Kazakhstan,45,5,Singapore,Almaty,Asian Sevens,Final,43,38,4,40,Kazakhstan,Singapore,NA
310,2004-05-21,Spain,29,0,Croatia,Limoges,European Championship,Pool A,7,7,1,29,Spain,Croatia,NA
311,2004-05-21,Belgium,0,19,Croatia,Limoges,European Championship,Pool A,7,8,2,19,Croatia,Belgium,NA
312,2004-05-21,Spain,33,0,Belgium,Limoges,European Championship,Pool A,8,8,2,33,Spain,Belgium,NA
313,2004-05-21,France,48,0,Norway,Limoges,European Championship,Pool B,7,7,1,48,France,Norway,NA
314,2004-05-21,Portugal,59,0,Bosnia-Herzegovina,Limoges,European Championship,Pool B,8,1,1,59,Portugal,Bosnia-Herzegovina,NA
315,2004-05-21,France,58,0,Bosnia-Herzegovina,Limoges,European Championship,Pool B,8,2,1,58,France,Bosnia-Herzegovina,NA
316,2004-05-21,Portugal,27,5,Norway,Limoges,European Championship,Pool B,9,8,2,22,Portugal,Norway,NA
317,2004-05-21,Norway,15,0,Bosnia-Herzegovina,Limoges,European Championship,Pool B,9,3,1,15,Norway,Bosnia-Herzegovina,NA
318,2004-05-21,France,32,0,Portugal,Limoges,European Championship,Pool B,9,10,2,32,France,Portugal,NA
319,2004-05-21,England,47,0,Czechia,Limoges,European Championship,Pool C,22,5,1,47,England,Czechia,NA
320,2004-05-21,Italy,40,0,Lithuania,Limoges,European Championship,Pool C,1,1,1,40,Italy,Lithuania,NA
321,2004-05-21,England,52,0,Lithuania,Limoges,European Championship,Pool C,23,2,1,52,England,Lithuania,NA
322,2004-05-21,Italy,40,0,Czechia,Limoges,European Championship,Pool C,2,6,1,40,Italy,Czechia,NA
323,2004-05-21,Czechia,0,21,Lithuania,Limoges,European Championship,Pool C,7,3,1,21,Lithuania,Czechia,NA
324,2004-05-21,England,35,7,Italy,Limoges,European Championship,Pool C,24,3,1,28,England,Italy,NA
325,2004-05-21,Switzerland,33,12,Bulgaria,Limoges,European Championship,Pool D,7,5,1,21,Switzerland,Bulgaria,NA
326,2004-05-21,Sweden,28,0,Poland,Limoges,European Championship,Pool D,12,1,1,28,Sweden,Poland,NA
327,2004-05-21,Switzerland,17,0,Poland,Limoges,European Championship,Pool D,8,2,1,17,Switzerland,Poland,NA
328,2004-05-21,Sweden,31,0,Bulgaria,Limoges,European Championship,Pool D,13,6,2,31,Sweden,Bulgaria,NA
329,2004-05-21,Bulgaria,12,12,Poland,Limoges,European Championship,Pool D,7,3,1,0,Draw,Draw,NA
330,2004-05-21,Switzerland,0,7,Sweden,Limoges,European Championship,Pool D,9,14,2,7,Sweden,Switzerland,NA
331,2004-05-22,Poland,0,7,Czechia,Limoges,European Championship,9th-16th Quarter-final,4,8,1,7,Czechia,Poland,After extra time
332,2004-05-22,Lithuania,40,0,Bulgaria,Limoges,European Championship,9th-16th place Quarter-final,4,8,1,40,Lithuania,Bulgaria,NA
333,2004-05-22,Norway,0,7,Belgium,Limoges,European Championship,9th-16th place Quarter-final,10,9,2,7,Belgium,Norway,After extra time
334,2004-05-22,Spain,7,0,Portugal,Limoges,European Championship,Quarter-Final,9,11,1,7,Spain,Portugal,NA
335,2004-05-22,Sweden,14,21,Italy,Limoges,European Championship,Quarter-Final,15,4,1,7,Italy,Sweden,NA
336,2004-05-22,England,31,0,Switzerland,Limoges,European Championship,Quarter-Final,25,10,1,31,England,Switzerland,NA
337,2004-05-22,France,51,0,Croatia,Limoges,European Championship,Quarter-Final,10,9,2,51,France,Croatia,NA
338,2004-05-22,Bosnia-Herzegovina,0,66,Poland,Limoges,European Championship,13th-16th place semi-final,4,5,1,66,Poland,Bosnia-Herzegovina,NA
339,2004-05-22,Bulgaria,0,14,Norway,Limoges,European Championship,13th-16th place semi-final,9,11,1,14,Norway,Bulgaria,NA
340,2004-05-22,Lithuania,21,0,Belgium,Limoges,European Championship,9th-12th place semi-final,5,10,1,21,Lithuania,Belgium,NA
341,2004-05-22,Portugal,0,28,Sweden,Limoges,European Championship,5th-8th place semi-final,12,16,2,28,Sweden,Portugal,NA
342,2004-05-22,Switzerland,27,0,Croatia,Limoges,European Championship,5th-8th place semi-final,11,10,1,27,Switzerland,Croatia,NA
343,2004-05-22,Spain,7,22,Italy,Limoges,European Championship,Semi-Final,10,5,1,15,Italy,Spain,NA
344,2004-05-22,England,33,0,France,Limoges,European Championship,Semi-Final,26,11,1,33,England,France,NA
345,2004-05-22,Bosnia-Herzegovina,0,19,Bulgaria,Limoges,European Championship,15th place match,5,10,1,19,Bulgaria,Bosnia-Herzegovina,NA
346,2004-05-22,Poland,33,17,Norway,Limoges,European Championship,13th place match,6,12,1,16,Poland,Norway,NA
347,2004-05-22,Czechia,0,14,Belgium,Limoges,European Championship,11th Place Match,9,11,2,14,Belgium,Czechia,NA
348,2004-05-22,Portugal,0,5,Croatia,Limoges,European Championship,7th Place Match,13,11,2,5,Croatia,Portugal,NA
349,2004-05-22,Sweden,7,12,Switzerland,Limoges,European Championship,5th place match,17,12,3,5,Switzerland,Sweden,NA
350,2004-05-22,Spain,14,27,France,Limoges,European Championship,3rd place match,11,12,2,13,France,Spain,NA
351,2004-05-22,Italy,7,38,England,Limoges,European Championship,Final,6,27,2,31,England,Italy,NA
352,2004-06-26,Hungary,36,5,Austria,Székesfehérvár,Training match,NA,1,1,1,31,Hungary,Austria,NA
353,2005-03-26,Aotearoa Maori New Zealand,12,7,United States,Hong Kong,Hong Kong Sevens,Pool A,17,41,3,5,Aotearoa Maori New Zealand,United States,NA
354,2005-03-26,Hong Kong,17,17,Singapore,Hong Kong,Hong Kong Sevens,Pool A,51,39,1,0,Draw,Draw,NA
355,2005-03-26,Aotearoa Maori New Zealand,38,0,Hong Kong,Hong Kong,Hong Kong Sevens,Pool A,18,52,3,38,Aotearoa Maori New Zealand,Hong Kong,NA
356,2005-03-26,United States,47,0,Singapore,Hong Kong,Hong Kong Sevens,Pool A,42,40,6,47,United States,Singapore,NA
357,2005-03-26,Aotearoa Maori New Zealand,48,0,Singapore,Hong Kong,Hong Kong Sevens,Pool A,19,41,2,48,Aotearoa Maori New Zealand,Singapore,NA
358,2005-03-26,United States,38,0,Hong Kong,Hong Kong,Hong Kong Sevens,Pool A,43,53,5,38,United States,Hong Kong,NA
359,2005-03-26,Australia,20,0,Japan,Hong Kong,Hong Kong Sevens,Pool B,31,39,3,20,Australia,Japan,NA
360,2005-03-26,China,19,12,Thailand,Hong Kong,Hong Kong Sevens,Pool B,26,32,4,7,China,Thailand,NA
361,2005-03-26,Australia,19,0,China,Hong Kong,Hong Kong Sevens,Pool B,32,27,1,19,Australia,China,NA
362,2005-03-26,Japan,38,0,Thailand,Hong Kong,Hong Kong Sevens,Pool B,40,33,2,38,Japan,Thailand,NA
363,2005-03-26,Australia,47,0,Thailand,Hong Kong,Hong Kong Sevens,Pool B,33,34,2,47,Australia,Thailand,NA
364,2005-03-26,Japan,5,5,China,Hong Kong,Hong Kong Sevens,Pool B,41,28,4,0,Draw,Draw,NA
365,2005-03-27,Singapore,10,22,China,Hong Kong,Hong Kong Sevens,5th-8th place semi-final,42,29,4,12,China,Singapore,NA
366,2005-03-27,Hong Kong,7,15,Thailand,Hong Kong,Hong Kong Sevens,5th-8th place semi-final,54,35,7,8,Thailand,Hong Kong,NA
367,2005-03-27,United States,5,10,Australia,Hong Kong,Hong Kong Sevens,Semi-Final,44,34,4,5,Australia,United States,NA
368,2005-03-27,Aotearoa Maori New Zealand,43,0,Japan,Hong Kong,Hong Kong Sevens,Semi-Final,20,42,2,43,Aotearoa Maori New Zealand,Japan,NA
369,2005-03-27,Singapore,0,34,Hong Kong,Hong Kong,Hong Kong Sevens,7th place match,43,55,2,34,Hong Kong,Singapore,NA
370,2005-03-27,China,24,7,Thailand,Hong Kong,Hong Kong Sevens,5th place match,30,36,5,17,China,Thailand,NA
371,2005-03-27,United States,31,7,Japan,Hong Kong,Hong Kong Sevens,3rd place match,45,43,4,24,United States,Japan,NA
372,2005-03-27,Aotearoa Maori New Zealand,19,12,Australia,Hong Kong,Hong Kong Sevens,Final,21,35,3,7,Aotearoa Maori New Zealand,Australia,NA
373,2005-04-15,Kazakhstan,31,0,Japan,Singapore,Asian Sevens,Pool A,44,44,5,31,Kazakhstan,Japan,NA
374,2005-04-15,Japan,10,7,Thailand,Singapore,Asian Sevens,Pool A,45,37,3,3,Japan,Thailand,NA
375,2005-04-15,China,31,0,Arabian Gulf,Singapore,Asian Sevens,Pool A,31,39,4,31,China,Arabian Gulf,NA
376,2005-04-15,China,14,7,Thailand,Singapore,Asian Sevens,Pool A,32,38,6,7,China,Thailand,NA
377,2005-04-15,Thailand,31,5,Arabian Gulf,Singapore,Asian Sevens,Pool A,39,40,6,26,Thailand,Arabian Gulf,NA
378,2005-04-15,Kazakhstan,17,0,China,Singapore,Asian Sevens,Pool A,45,33,3,17,Kazakhstan,China,NA
379,2005-04-15,Japan,38,7,Arabian Gulf,Singapore,Asian Sevens,Pool A,46,41,3,31,Japan,Arabian Gulf,NA
380,2005-04-15,Kazakhstan,20,0,Thailand,Singapore,Asian Sevens,Pool A,46,40,5,20,Kazakhstan,Thailand,NA
381,2005-04-15,Japan,22,12,China,Singapore,Asian Sevens,Pool A,47,34,5,10,Japan,China,NA
382,2005-04-15,Kazakhstan,55,0,Arabian Gulf,Singapore,Asian Sevens,Pool A,47,42,2,55,Kazakhstan,Arabian Gulf,NA
383,2005-04-15,Sri Lanka,33,0,Uzbekistan,Singapore,Asian Sevens,Pool B,15,12,3,33,Sri Lanka,Uzbekistan,NA
384,2005-04-15,Singapore,21,5,Hong Kong,Singapore,Asian Sevens,Pool B,44,56,3,16,Singapore,Hong Kong,NA
385,2005-04-15,Singapore,7,5,Sri Lanka,Singapore,Asian Sevens,Pool B,45,16,2,2,Singapore,Sri Lanka,NA
386,2005-04-15,Hong Kong,27,7,Uzbekistan,Singapore,Asian Sevens,Pool B,57,13,2,20,Hong Kong,Uzbekistan,NA
387,2005-04-15,Hong Kong,10,7,Sri Lanka,Singapore,Asian Sevens,Pool B,58,17,3,3,Hong Kong,Sri Lanka,NA
388,2005-04-15,Singapore,15,0,Uzbekistan,Singapore,Asian Sevens,Pool B,46,14,3,15,Singapore,Uzbekistan,NA
389,2005-04-16,Thailand,24,0,Sri Lanka,Singapore,Asian Sevens,Plate semi-finals,41,18,2,24,Thailand,Sri Lanka,NA
390,2005-04-16,China,45,0,Uzbekistan,Singapore,Asian Sevens,Plate semi-finals,35,15,2,45,China,Uzbekistan,NA
391,2005-04-16,Japan,21,5,Singapore,Singapore,Asian Sevens,Semi-Final,48,47,7,16,Japan,Singapore,NA
392,2005-04-16,Kazakhstan,39,0,Hong Kong,Singapore,Asian Sevens,Semi-Final,48,59,8,39,Kazakhstan,Hong Kong,NA
393,2005-04-16,Sri Lanka,24,0,Uzbekistan,Singapore,Asian Sevens,7th-9th place pool,19,16,4,24,Sri Lanka,Uzbekistan,NA
394,2005-04-16,Sri Lanka,21,19,Arabian Gulf,Singapore,Asian Sevens,7th-9th place pool,20,43,2,2,Sri Lanka,Arabian Gulf,NA
395,2005-04-16,Arabian Gulf,28,0,Uzbekistan,Singapore,Asian Sevens,7th-9th place pool,44,17,2,28,Arabian Gulf,Uzbekistan,NA
396,2005-04-16,China,26,5,Thailand,Singapore,Asian Sevens,5th place match,36,42,7,21,China,Thailand,NA
397,2005-04-16,Kazakhstan,24,5,Japan,Singapore,Asian Sevens,Final,49,49,6,19,Kazakhstan,Japan,NA
398,2005-05-14,Bulgaria,26,7,Israel,Prague,European Championship qualification,Group A,11,1,1,19,Bulgaria,Israel,NA
399,2005-05-14,Poland,7,42,Germany,Prague,European Championship qualification,Group A,7,1,1,35,Germany,Poland,NA
400,2005-05-14,Lithuania,38,0,Austria,Prague,European Championship qualification,Group A,6,2,1,38,Lithuania,Austria,NA
401,2005-05-14,Germany,45,0,Israel,Prague,European Championship qualification,Group A,2,2,1,45,Germany,Israel,NA
402,2005-05-14,Bulgaria,12,5,Austria,Prague,European Championship qualification,Group A,12,3,1,7,Bulgaria,Austria,NA
403,2005-05-14,Lithuania,15,7,Poland,Prague,European Championship qualification,Group A,7,8,1,8,Lithuania,Poland,NA
404,2005-05-14,Austria,5,0,Israel,Prague,European Championship qualification,Group A,4,3,1,5,Austria,Israel,NA
405,2005-05-14,Lithuania,0,19,Germany,Prague,European Championship qualification,Group A,8,3,1,19,Germany,Lithuania,NA
