test_no,date,team_1,score_1,score_2,team_2,venue,home_test_no,away_test_no,series_no,tournament,margin_of_victory,home_away_win,winner,loser
986,2013-03-17,Wales,16,20,England,Aberavon RFC,151,199,30,6 Nations,4,A,England,Wales
987,2013-04-13,Switzerland,5,25,Belgium,"Centre de Sportif Colovray, Nyon",3,28,2,Jacques Rogge Trophy,20,A,Belgium,Switzerland
988,2013-04-20,Italy,65,22,Samoa,Madrid,110,15,1,FIRA,43,N,Italy,Samoa
989,2013-04-20,Netherlands,7,29,Scotland,Madrid,110,153,6,FIRA,22,N,Scotland,Netherlands
990,2013-04-20,Spain,55,0,Sweden,Madrid,106,75,5,FIRA,55,H,Spain,Sweden
991,2013-04-23,Italy,27,3,Scotland,Madrid,111,154,12,FIRA,24,N,Italy,Scotland
992,2013-04-23,Sweden,0,29,Samoa,Madrid,76,16,1,FIRA,29,N,Samoa,Sweden
993,2013-04-23,Spain,78,0,Netherlands,Madrid,107,111,6,FIRA,78,H,Spain,Netherlands
994,2013-04-27,Hong Kong,29,0,Singapore,Hong Kong Football Club,24,19,9,Friendly,29,H,Hong Kong,Singapore
995,2013-04-27,Sweden,8,63,Scotland,Madrid,77,155,9,FIRA,55,N,Scotland,Sweden
996,2013-04-27,Netherlands,14,33,Samoa,Madrid,112,17,1,FIRA,19,N,Samoa,Netherlands
997,2013-04-27,Spain,38,7,Italy,Madrid,108,112,12,FIRA,31,H,Spain,Italy
998,2013-06-07,United States,13,10,France,Pontarlier,84,174,6,Friendly,3,H,United States,France
999,2013-06-11,United States,25,27,France,Amnéville,85,175,7,Friendly,2,A,France,United States
1000,2013-06-14,United States,12,18,France,"Home Depot Center Campus, Carson, California",86,176,8,Friendly,6,A,France,United States
1001,2013-06-15,Kenya,18,17,Uganda,"RFUEA, Nairobi",15,17,15,Elgon Cup,1,H,Kenya,Uganda
1002,2013-06-22,Uganda,13,8,Kenya,"Kyadondo Rugby Club, Kampala",18,16,16,Elgon Cup,5,H,Uganda,Kenya
1003,2013-06-29,Czechia,15,27,Switzerland,"Tatra Smichov, Prague",3,4,1,Friendly,12,A,Switzerland,Czechia
1004,2013-07-13,New Zealand,29,10,England,"Eden Park, Auckland",65,200,20,Friendly,19,H,New Zealand,England
1005,2013-07-16,New Zealand,14,9,England,"Waikato Stadium, Hamilton",66,201,21,Friendly,5,A,New Zealand,England
1006,2013-07-20,New Zealand,29,8,England,"ECOLight Stadium, Pukekohe",67,202,22,Friendly,21,A,New Zealand,England
1007,2013-07-30,Canada,29,25,England,University of  Northern Colorado,90,203,18,Nations Cup,4,N,Canada,England
1008,2013-07-30,United States,32,22,South Africa,University of  Northern Colorado,87,29,4,Nations Cup,10,H,United States,South Africa
1009,2013-08-04,England,18,17,South Africa,University of  Northern Colorado,204,30,5,Nations Cup,1,N,England,South Africa
1010,2013-08-04,United States,29,17,Canada,University of  Northern Colorado,88,91,28,Nations Cup,12,H,United States,Canada
1011,2013-08-07,Canada,53,15,South Africa,University of  Northern Colorado,92,31,3,Nations Cup,38,N,Canada,South Africa
1012,2013-08-07,United States,21,36,England,University of  Northern Colorado,89,205,13,Nations Cup,15,A,England,United States
1013,2013-08-10,United States,61,5,South Africa,"Infinity Park, Glendale, Colorado",90,32,5,Nations Cup,56,H,United States,South Africa
1014,2013-08-10,Canada,27,13,England,"Infinity Park, Glendale, Colorado",93,206,19,Nations Cup,14,N,Canada,England
1015,2013-09-04,Hong Kong,0,82,Japan,Almaty,25,32,9,Asian Four Nations,82,N,Japan,Hong Kong
1016,2013-09-04,Kazakhstan,91,7,Singapore,Almaty,55,20,1,Asian Four Nations,84,H,Kazakhstan,Singapore
1017,2013-09-07,Hong Kong,15,17,Singapore,Almaty,26,21,10,Asian Four Nations,2,N,Singapore,Hong Kong
1018,2013-09-07,Kazakhstan,25,23,Japan,Almaty,56,33,6,Asian Four Nations,2,H,Kazakhstan,Japan
1019,2013-09-07,South Africa,63,3,Uganda,East London,33,19,1,World Cup,60,H,South Africa,Uganda
1020,2013-10-19,Namibia,31,10,Botswana,"Hage Geingob, Windhoek",1,1,1,Friendly,21,H,Namibia,Botswana
1021,2013-11-02,France,29,17,Canada,Portalier,177,94,11,Friendly,12,H,France,Canada
1022,2013-11-05,France,6,11,Canada,Amnéville,178,95,12,Friendly,5,A,Canada,France
1023,2013-11-09,England,40,20,France,Twickenham,207,179,33,Friendly,20,H,England,France
1024,2013-11-13,England,32,3,Canada,"Stoop Memorial Ground, Twickenham",208,96,20,Friendly,29,H,England,Canada
1025,2013-11-16,Switzerland,42,0,Czechia,"Centre sportif de Colovray, Nyon",5,4,2,Friendly,42,H,Switzerland,Czechia
1026,2013-01-31,Ireland,59,0,Scotland,Ashbourne,123,156,23,6 Nations,59,H,Ireland,Scotland
1027,2014-02-01,France,18,6,England,"Stade des Alpes, Grenoble",180,209,34,6 Nations,12,H,France,England
1028,2014-02-02,Wales,11,12,Italy,Talbot Athletic Ground,152,113,14,6 Nations,1,A,Italy,Wales
1029,2014-02-07,Ireland,14,8,Wales,Ashbourne RFC,124,153,19,6 Nations,6,H,Ireland,Wales
1030,2014-02-08,France,29,0,Italy,"Stade Ernest-Argeles, Blagnac",181,114,16,6 Nations,29,H,France,Italy
1031,2014-02-09,Scotland,0,63,England,Rubislaw,157,210,23,6 Nations,63,A,England,Scotland
1032,2014-02-22,England,17,10,Ireland,Twickenham,211,125,19,6 Nations,7,H,England,Ireland
1033,2014-02-23,Italy,45,5,Scotland,Stadio Parco Urbano,115,158,13,6 Nations,40,H,Italy,Scotland
1034,2014-02-23,Wales,0,27,France,Talbot Athletic Ground,154,182,19,6 Nations,27,A,France,Wales
1035,2014-03-07,England,35,3,Wales,Twickenham Stoop,212,155,31,6 Nations,32,H,England,Wales
1036,2014-03-08,Ireland,39,0,Italy,"Aviva Stadium, Dublin",126,116,12,6 Nations,39,H,Ireland,Italy
1037,2014-03-08,Switzerland,80,0,Finland,Unterägeri,6,15,2,Friendly,80,H,Switzerland,Finland
1038,2014-03-09,Scotland,0,69,France,Howthornden,159,183,21,6 Nations,69,A,France,Scotland
1039,2014-03-14,France,19,15,Ireland,"Stade du Hameau, Pau",184,127,21,6 Nations,4,H,France,Ireland
1040,2014-03-16,Wales,25,0,Scotland,Talbot Athletic Ground,156,160,26,6 Nations,25,H,Wales,Scotland
1041,2014-03-16,Italy,0,24,England,"Giulio e Silvio Pagani, Rovato",117,213,13,6 Nations,24,A,England,Italy
1042,2014-04-15,Canada,51,7,United States,Shawnigan Lake,97,91,29,CanAm,44,H,Canada,United States
1043,2014-04-19,Canada,14,10,United States,"Langford, BC",98,92,30,CanAm,4,H,Canada,United States
1044,2014-05-18,Hong Kong,10,13,Kazakhstan,Hong Kong,27,57,2,Asian Four Nations,3,A,Kazakhstan,Hong Kong
1045,2014-05-18,Japan,37,5,Singapore,Hong Kong,34,22,4,Asian Four Nations,32,N,Japan,Singapore
1046,2014-05-21,Kazakhstan,68,0,Singapore,Hong Kong,58,23,2,Asian Four Nations,68,N,Kazakhstan,Singapore
1047,2014-05-21,Hong Kong,15,14,Japan,Hong Kong,28,35,10,Asian Four Nations,1,H,Hong Kong,Japan
1048,2014-05-24,Hong Kong,53,5,Singapore,Hong Kong,29,24,11,Asian Four Nations,48,H,Hong Kong,Singapore
1049,2014-05-24,Japan,17,49,Kazakhstan,Hong Kong,36,59,7,Asian Four Nations,32,N,Kazakhstan,Japan
1050,2014-06-01,New Zealand,38,3,Australia,Rotorua,68,33,12,Laurie O'Reilly Memorial Trophy,35,H,New Zealand,Australia
1051,2014-06-06,Australia,0,22,Canada,Tauranga,34,99,1,Friendly,22,N,Canada,Australia
1052,2014-06-07,New Zealand,90,12,Samoa,"Eden Park, Auckland",69,18,2,Friendly,78,H,New Zealand,Samoa
1053,2014-06-10,New Zealand,16,8,Canada,Tauranga,70,100,9,Friendly,8,H,New Zealand,Canada
1054,2014-06-14,New Zealand,33,21,Canada,Whakatane,71,101,10,Friendly,12,H,New Zealand,Canada
1055,2014-06-28,Wales,7,10,United States,Cross Keys,157,93,4,Friendly,3,A,United States,Wales
1056,2014-06-29,Czechia,3,32,Switzerland,"RC Slavia Praha, Prague",5,7,3,European Championship,29,A,Switzerland,Czechia
1057,2014-07-01,Spain,3,37,France,Valladolid,109,185,19,Friendly,34,A,France,Spain
1058,2014-07-04,France,46,8,South Africa,Marcoussis,186,34,2,Friendly,38,H,France,South Africa
1059,2014-07-12,Uganda,15,33,Kenya,Kampala,20,17,17,Elgon Cup,18,A,Kenya,Uganda
1060,2014-07-19,Kenya,39,10,Uganda,Nairobi,18,21,18,Elgon Cup,29,H,Kenya,Uganda
1061,2014-08-01,New Zealand,79,5,Kazakhstan,Marcoussis,72,60,1,World Cup,74,N,New Zealand,Kazakhstan
1062,2014-08-01,Canada,31,5,Spain,Marcoussis,102,110,3,World Cup,26,N,Canada,Spain
1063,2014-08-01,Australia,26,3,South Africa,Marcoussis,35,35,3,World Cup,23,N,Australia,South Africa
1064,2014-08-01,United States,17,23,Ireland,Marcoussis,94,128,6,World Cup,6,N,Ireland,United States
1065,2014-08-01,England,65,3,Samoa,Marcoussis,214,19,2,World Cup,62,N,England,Samoa
1066,2014-08-01,France,26,0,Wales,Marcoussis,187,158,20,World Cup,26,H,France,Wales
1067,2014-08-05,United States,47,7,Kazakhstan,Marcoussis,95,61,2,World Cup,40,N,United States,Kazakhstan
1068,2014-08-05,Australia,25,3,Wales,Marcoussis,36,159,3,World Cup,22,N,Australia,Wales
1069,2014-08-05,England,45,5,Spain,Marcoussis,215,111,16,World Cup,40,N,England,Spain
1070,2014-08-05,Canada,42,7,Samoa,Marcoussis,103,20,1,World Cup,35,N,Canada,Samoa
1071,2014-08-05,New Zealand,14,17,Ireland,Marcoussis,73,129,1,World Cup,3,N,Ireland,New Zealand
1072,2014-08-05,France,55,3,South Africa,Marcoussis,188,36,3,World Cup,52,H,France,South Africa
1073,2014-08-09,Ireland,40,5,Kazakhstan,Marcoussis,130,62,5,World Cup,35,N,Ireland,Kazakhstan
1074,2014-08-09,Spain,41,5,Samoa,Marcoussis,112,21,3,World Cup,36,N,Spain,Samoa
1075,2014-08-09,England,13,13,Canada,Marcoussis,216,104,21,World Cup,0,N,Draw,Draw
1076,2014-08-09,Wales,35,3,South Africa,Marcoussis,160,37,6,World Cup,32,N,Wales,South Africa
1077,2014-08-09,New Zealand,34,3,United States,Marcoussis,74,96,8,World Cup,31,N,New Zealand,United States
1078,2014-08-09,France,17,3,Australia,Marcoussis,189,37,4,World Cup,14,H,France,Australia
1079,2014-08-13,South Africa,25,24,Samoa,Marcoussis,38,22,2,World Cup,1,N,South Africa,Samoa
1080,2014-08-13,New Zealand,63,7,Wales,"Jean Bouin, Paris",75,161,3,World Cup,56,N,New Zealand,Wales
1081,2014-08-13,Spain,18,5,Kazakhstan,Marcoussis,113,63,3,World Cup,13,N,Spain,Kazakhstan
1082,2014-08-13,Ireland,7,40,England,"Jean Bouin, Paris",131,217,20,World Cup,33,N,England,Ireland
1083,2014-08-13,Australia,20,23,United States,Marcoussis,38,97,5,World Cup,3,N,United States,Australia
1084,2014-08-13,France,16,18,Canada,"Jean Bouin, Paris",190,105,13,World Cup,2,A,Canada,France
1085,2014-08-17,Samoa,31,0,Kazakhstan,Marcoussis,23,64,3,World Cup,31,N,Samoa,Kazakhstan
1086,2014-08-17,South Africa,0,36,Spain,Marcoussis,39,114,1,World Cup,36,N,Spain,South Africa
1087,2014-08-17,United States,5,55,New Zealand,"Jean Bouin, Paris",98,76,9,World Cup,50,N,New Zealand,United States
1088,2014-08-17,Australia,30,3,Wales,Marcoussis,39,162,4,World Cup,27,N,Australia,Wales
1089,2014-08-17,Ireland,18,25,France,"Jean Bouin, Paris",132,191,22,World Cup,7,A,France,Ireland
1090,2014-08-17,Canada,9,21,England,"Jean Bouin, Paris",106,218,22,World Cup,12,N,England,Canada
1091,2014-10-18,Sweden,3,10,Netherlands,Malmo,78,113,18,Friendly,7,A,Netherlands,Sweden
1092,2014-10-30,Netherlands,39,0,Switzerland,ASUB Waterloo,114,8,1,European Trophy,39,H,Netherlands,Switzerland
1093,2014-10-30,Belgium,29,7,Russia,ASUB Waterloo,29,40,4,European Trophy,22,H,Belgium,Russia
1094,2014-11-02,Switzerland,24,31,Russia,ASUB Waterloo,9,41,1,European Trophy,7,A,Russia,Switzerland
1095,2014-11-02,Belgium,3,12,Netherlands,ASUB Waterloo,30,115,8,European Trophy,9,A,Netherlands,Belgium
1096,2014-11-23,Italy,27,3,Scotland,Avezzano,118,161,14,Friendly,24,H,Italy,Scotland
1097,2015-01-31,Ireland,31,12,Wales,"Milltown House, Ashbourne RFC",133,163,20,Friendly,19,H,Ireland,Wales
1098,2015-02-06,Italy,5,30,Ireland,"Stadio Mario Lodigiani, Florence",119,134,13,6 Nations,25,A,Ireland,Italy
1099,2015-02-07,France,42,0,Scotland,"Stade Pascal Laporte, Nantes",192,162,22,6 Nations,42,H,France,Scotland
1100,2015-02-08,Wales,13,0,England,"St Helen's, Swansea",164,219,32,6 Nations,13,H,Wales,England
1101,2015-02-13,Ireland,5,10,France,"Milltown House, Ashbourne RFC",135,193,23,6 Nations,5,A,France,Ireland
1102,2015-02-14,Scotland,3,39,Wales,"Broadwood Stadium, Cumbernauld",163,165,27,6 Nations,36,A,Wales,Scotland
1103,2015-02-15,England,39,7,Italy,Twickenham Stoop,220,120,14,6 Nations,32,H,England,Italy
1104,2015-02-27,Ireland,11,8,England,"Milltown House, Ashbourne RFC",136,221,21,6 Nations,3,H,Ireland,England
1105,2015-02-27,France,28,7,Wales,"Stade Sapiac, Montauban",194,166,21,6 Nations,21,H,France,Wales
1106,2015-03-01,Scotland,8,31,Italy,"Broadwood Stadium, Cumbernauld",164,121,15,6 Nations,23,A,Italy,Scotland
1107,2015-03-13,England,42,13,Scotland,"Northern Echo Arena, Darlington",222,165,24,6 Nations,29,H,England,Scotland
1108,2015-03-14,Italy,17,12,France,"Nuovi Impianti, Venice",122,195,17,6 Nations,5,H,Italy,France
1109,2015-03-15,Wales,0,20,Ireland,"St Helen's, Swansea",167,137,21,6 Nations,20,A,Ireland,Wales
1110,2015-03-21,Italy,22,5,Wales,"Stadio Plebiscito, Padua",123,168,15,6 Nations,17,H,Italy,Wales
1111,2015-03-21,England,15,21,France,Twickenham,223,196,35,6 Nations,6,A,France,England
1112,2015-03-22,Scotland,3,73,Ireland,"Broadwood Stadium, Cumbernauld",166,138,24,6 Nations,70,A,Ireland,Scotland
1113,2015-04-25,Kazakhstan,40,0,Hong Kong,Almaty,65,30,3,Asian Championship,40,H,Kazakhstan,Hong Kong
1114,2015-05-09,Japan,27,12,Kazakhstan,Fukuoka,37,66,8,Asian Championship,15,H,Japan,Kazakhstan
1115,2015-05-23,Hong Kong,12,27,Japan,"Aberdeen Stadium, Hong Kong",31,38,11,Asian Championship,15,A,Japan,Hong Kong
1116,2015-06-13,Kenya,5,5,Uganda,Nairobi,19,22,19,Elgon Cup,0,D,Draw,Draw
1117,2015-06-20,Uganda,6,7,Kenya,Kampala,23,20,20,Elgon Cup,1,A,Kenya,Uganda
1118,2015-06-27,United States,13,39,England,Calgary Rugby Park,99,224,14,Super Series,26,N,England,United States
1119,2015-06-27,Canada,22,40,New Zealand,Calgary Rugby Park,107,77,11,Super Series,18,A,New Zealand,Canada
1120,2015-07-01,New Zealand,26,7,England,Red Deer Rugby Club,78,225,23,Super Series,19,N,New Zealand,England
1121,2015-07-01,Canada,28,36,United States,Red Deer Rugby Club,108,100,31,Super Series,8,A,United States,Canada
1122,2015-07-05,New Zealand,47,14,United States,Ellerslie Rugby Park,79,101,10,Super Series,33,N,New Zealand,United States
1123,2015-07-05,Canada,14,15,England,Ellerslie Rugby Park,109,226,23,Super Series,1,A,England,Canada
1124,2015-10-29,Belgium,20,3,Czechia,Unterägeri,31,6,1,European Trophy,17,N,Belgium,Czechia
1125,2015-10-29,Switzerland,27,12,Russia,Unterägeri,10,42,2,European Trophy,15,H,Switzerland,Russia
1126,2015-11-01,Russia,41,15,Czechia,Unterägeri,43,7,1,European Trophy,26,N,Russia,Czechia
1127,2015-11-01,Switzerland,20,50,Belgium,Unterägeri,11,32,3,European Trophy,30,A,Belgium,Switzerland
1128,2015-11-07,France,11,0,England,"Stade Francis Turcan, Martigues",197,227,36,Friendly,11,H,France,England
1129,2015-11-14,England,8,3,Ireland,Twickenham Stoop,228,139,22,Friendly,5,H,England,Ireland
1130,2015-11-22,Spain,10,34,Scotland,Valladolid,115,167,17,Friendly,24,A,Scotland,Spain
1131,2015-12-19,Spain,57,0,Hong Kong,Madrid,116,32,1,Friendly,57,H,Spain,Hong Kong
1132,2016-02-05,Scotland,0,32,England,Cumbernauld,168,229,25,6 Nations,32,A,England,Scotland
1133,2016-02-06,Ireland,21,3,Wales,Donnybrook,140,169,22,6 Nations,18,H,Ireland,Wales
1134,2016-02-06,France,39,0,Italy,Bourg-en-Bresse,198,124,18,6 Nations,39,H,France,Italy
1135,2016-02-13,Italy,24,33,England,Ivrea (Turin),125,230,15,6 Nations,9,A,England,Italy
1136,2016-02-13,France,18,6,Ireland,Perpignan,199,141,24,6 Nations,12,H,France,Ireland
1137,2016-02-14,Wales,23,10,Scotland,"The Gnoll, Neath",170,169,28,6 Nations,13,H,Wales,Scotland
1138,2016-02-27,England,13,9,Ireland,Twickenham,231,142,23,6 Nations,4,H,England,Ireland
1139,2016-02-28,Wales,10,8,France,"The Gnoll, Neath",171,200,22,6 Nations,2,H,Wales,France
1140,2016-02-28,Italy,18,6,Scotland,Bologna,126,170,16,6 Nations,12,H,Italy,Scotland
1141,2016-03-11,Scotland,0,24,France,Cumbernauld,171,201,23,6 Nations,24,A,France,Scotland
1142,2016-03-12,England,20,13,Wales,Twickenham Stoop,232,172,33,6 Nations,7,H,England,Wales
1143,2016-03-13,Ireland,14,0,Italy,Donnybrook,143,127,14,6 Nations,14,H,Ireland,Italy
1144,2016-03-18,France,17,12,England,"Stade de la Rabine, Vannes",202,233,37,6 Nations,5,H,France,England
1145,2016-03-20,Ireland,45,12,Scotland,Donnybrook,144,172,25,6 Nations,33,H,Ireland,Scotland
1146,2016-03-20,Wales,12,16,Italy,"The Gnoll, Neath",173,128,16,6 Nations,4,A,Italy,Wales
1147,2016-05-07,Hong Kong,3,39,Japan,Hong Kong,33,39,12,Asian Championship,36,A,Japan,Hong Kong
1148,2016-05-14,Singapore,7,40,Hong Kong,Singapore,25,34,12,Friendly,33,A,Hong Kong,Singapore
1149,2016-05-28,Japan,30,3,Hong Kong,Tokyo,40,35,13,Asian Championship,27,H,Japan,Hong Kong
1150,2016-07-01,Canada,52,17,England,Salt Lake City,110,234,24,Super Series,35,N,Canada,England
1151,2016-07-01,United States,13,19,France,Salt Lake City,102,203,9,Super Series,6,A,France,United States
1152,2016-07-05,England,17,13,France,Salt Lake City,235,204,38,Super Series,4,N,England,France
1153,2016-07-05,United States,5,33,Canada,Salt Lake City,103,111,32,Super Series,28,A,Canada,United States
1154,2016-07-09,Canada,29,10,France,Salt Lake City,112,205,14,Super Series,19,N,Canada,France
1155,2016-07-09,United States,13,39,England,Salt Lake City,104,236,15,Super Series,26,A,England,United States
1156,2016-08-21,Germany,36,0,Switzerland,Heidelberg,64,12,1,Friendly,36,H,Germany,Switzerland
1157,2016-10-06,Netherlands,55,0,Switzerland,Madrid,116,13,2,European Championship,55,N,Netherlands,Switzerland
1158,2016-10-06,Spain,76,0,Belgium,Madrid,117,33,2,European Championship,76,H,Spain,Belgium
1159,2016-10-09,Netherlands,22,17,Russia,Madrid,117,44,5,European Championship,5,N,Netherlands,Russia
1160,2016-10-09,Spain,97,0,Czechia,Madrid,118,8,1,European Championship,97,H,Spain,Czechia
1161,2016-10-12,Belgium,20,5,Czechia,Madrid,34,9,2,European Championship,15,N,Belgium,Czechia
1162,2016-10-12,Russia,51,0,Switzerland,Madrid,45,14,3,European Championship,51,N,Russia,Switzerland
1163,2016-10-15,Czechia,12,24,Switzerland,Madrid,10,15,4,European Championship,12,N,Switzerland,Czechia
1164,2016-10-15,Russia,74,5,Belgium,Madrid,46,35,5,European Championship,69,N,Russia,Belgium
1165,2016-10-15,Spain,34,7,Netherlands,Madrid,119,118,7,European Championship,27,H,Spain,Netherlands
1166,2016-10-22,New Zealand,67,3,Australia,Auckland,80,40,13,Laurie O'Reilly Memorial Trophy,64,H,New Zealand,Australia
1167,2016-10-26,New Zealand,29,3,Australia,North Harbour,81,41,14,Laurie O'Reilly Memorial Trophy,26,H,New Zealand,Australia
1168,2016-11-05,Fiji,37,10,Papua New Guinea,Suva,3,1,1,World Cup,27,H,Fiji,Papua New Guinea
1169,2016-11-09,England,10,5,France,Twickenham Stoop,237,206,39,Friendly,5,H,England,France
1170,2016-11-13,Ireland,10,12,England,Dublin,145,238,24,Friendly,2,A,England,Ireland
1171,2016-11-18,Scotland,5,10,Spain,"Scotstoun, Glasgow",173,120,18,World Cup,5,A,Spain,Scotland
1172,2016-11-19,England,20,25,New Zealand,Twickenham Stoop,239,82,24,Friendly,5,A,New Zealand,England
1173,2016-11-19,Ireland,7,48,Canada,Dublin,146,113,3,Friendly,41,A,Canada,Ireland
1174,2016-11-22,France,36,10,United States,Beziers,207,105,10,Friendly,26,H,France,United States
1175,2016-11-23,Canada,10,20,New Zealand,Dublin,114,83,12,Friendly,10,N,New Zealand,Canada
1176,2016-11-25,France,31,6,United States,Montpellier,208,106,11,Friendly,25,H,France,United States
1177,2016-11-26,Spain,15,10,Scotland,Madrid,121,174,19,World Cup,5,H,Spain,Scotland
1178,2016-11-26,England,39,6,Canada,Twickenham,240,115,25,Friendly,33,H,England,Canada
1179,2016-11-27,Ireland,8,38,New Zealand,Dublin,147,84,2,Friendly,30,A,New Zealand,Ireland
1180,2016-12-09,Hong Kong,45,7,Fiji,Hong Kong,36,4,1,World Cup,38,H,Hong Kong,Fiji
1181,2016-12-13,Japan,55,0,Fiji,Hong Kong,41,5,1,World Cup,55,N,Japan,Fiji
1182,2016-12-17,Hong Kong,8,20,Japan,Hong Kong,37,42,14,World Cup,12,A,Japan,Hong Kong
1183,2017-02-03,Scotland,16,22,Ireland,"Broadwood Stadium, Cumbernauld",175,148,26,6 Nations,6,A,Ireland,Scotland
1184,2017-02-03,Italy,8,20,Wales,"Stadio Comunale Pacifico, Iesi",129,174,17,6 Nations,12,A,Wales,Italy
1185,2017-02-04,England,26,13,France,Twickenham,241,209,40,6 Nations,13,H,England,France
1186,2017-02-10,Wales,0,63,England,Cardiff Arms Park,175,242,34,6 Nations,63,A,England,Wales
1187,2017-02-11,France,55,0,Scotland,"Marcel Deflandre, La Rochelle",210,176,24,6 Nations,55,H,France,Scotland
1188,2017-02-12,Italy,3,27,Ireland,"Stadio Tommaso Fattori, L'Aquila",130,149,15,6 Nations,24,A,Ireland,Italy
1189,2017-02-24,Scotland,15,14,Wales,"Broadwood Stadium, Cumbernauld",177,176,29,6 Nations,1,H,Scotland,Wales
1190,2017-02-25,England,29,15,Italy,Twickenham Stoop,243,131,16,6 Nations,14,H,England,Italy
1191,2017-02-26,Ireland,13,10,France,Donnybrook,150,211,25,6 Nations,3,H,Ireland,France
1192,2017-03-11,Wales,7,12,Ireland,Cardiff Arms Park,177,151,23,6 Nations,5,A,Ireland,Wales
1193,2017-03-11,England,64,0,Scotland,Twickenham Stoop,244,178,26,6 Nations,64,H,England,Scotland
1194,2017-03-12,Italy,5,28,France,"Stadio Sergio Lanfranchi, Parma",132,212,19,6 Nations,23,A,France,Italy
1195,2017-03-17,Scotland,14,12,Italy,"Broadwood Stadium, Cumbernauld",179,133,17,6 Nations,2,H,Scotland,Italy
1196,2017-03-17,Ireland,7,34,England,Donnybrook,152,245,25,6 Nations,27,A,England,Ireland
1197,2017-03-18,France,39,19,Wales,"Amedee Domenech, Brive",213,178,23,6 Nations,20,H,France,Wales
1198,2017-03-28,United States,5,39,Canada,"Chula Vista, San Diego",107,116,33,Friendly,34,A,Canada,United States
1199,2017-04-01,United States,10,37,Canada,"Chula Vista, San Diego",108,117,34,Friendly,27,A,Canada,United States
1200,2017-06-03,Spain,41,18,Hong Kong,Medina del Campo,122,38,2,Friendly,23,H,Spain,Hong Kong
1201,2017-06-09,New Zealand,28,16,Canada,"Westpac Stadium, Wellington",85,118,13,Friendly,12,H,New Zealand,Canada
1202,2017-06-09,Australia,10,53,England,"Porirua Park, Wellington",42,246,5,Friendly,43,N,England,Australia
1203,2017-06-11,Wales,10,52,Japan,Ystrad Mynach,179,43,1,Friendly,42,A,Japan,Wales
1204,2017-06-13,New Zealand,44,17,Australia,"Rugby Park, Christchurch",86,43,15,Laurie O'Reilly Memorial Trophy,27,H,New Zealand,Australia
1205,2017-06-13,Canada,20,27,England,"Rugby Park, Christchurch",119,247,26,Friendly,7,N,England,Canada
1206,2017-06-17,New Zealand,21,29,England,Rotorua International Stadium,87,248,25,Friendly,8,A,England,New Zealand
1207,2017-06-17,Australia,5,45,Canada,"Smallbone Park, Rototua",44,120,2,Friendly,40,N,Canada,Australia
1208,2017-07-08,Japan,58,0,Hong Kong,"Shiroyama, Odawara City",44,39,15,Asian Championship,58,H,Japan,Hong Kong
1209,2017-07-15,Hong Kong,19,60,Japan,"King's Park, Hong Kong",40,45,16,Asian Championship,41,A,Japan,Hong Kong
1210,2017-07-22,Zimbabwe,10,5,Botswana,Bulawayo,2,2,1,Friendly,5,H,Zimbabwe,Botswana
1211,2017-08-09,England,56,5,Spain,"UCD Bowl, Dublin",249,123,17,World Cup,51,N,England,Spain
1212,2017-08-09,New Zealand,44,12,Wales,"Billings Park UCD, Dublin",88,180,4,World Cup,32,N,New Zealand,Wales
1213,2017-08-09,United States,24,12,Italy,"UCD Bowl, Dublin",109,134,2,World Cup,12,N,United States,Italy
1214,2017-08-09,Canada,98,0,Hong Kong,"Billings Park UCD, Dublin",121,41,1,World Cup,98,N,Canada,Hong Kong
1215,2017-08-09,Ireland,19,17,Australia,"UCD Bowl, Dublin",153,45,3,World Cup,2,H,Ireland,Australia
1216,2017-08-09,France,72,14,Japan,"Billings Park UCD, Dublin",214,46,3,World Cup,58,N,France,Japan
1217,2017-08-13,New Zealand,121,0,Hong Kong,"Billings Park UCD, Dublin",89,42,1,World Cup,121,N,New Zealand,Hong Kong
1218,2017-08-13,England,56,13,Italy,"Billings Park UCD, Dublin",250,135,17,World Cup,43,N,England,Italy
1219,2017-08-13,United States,43,0,Spain,"UCD Bowl, Dublin",110,124,3,World Cup,43,N,United States,Spain
1220,2017-08-13,Canada,15,0,Wales,"Billings Park UCD, Dublin",122,181,9,World Cup,15,N,Canada,Wales
1221,2017-08-13,Ireland,24,14,Japan,"UCD Bowl, Dublin",154,47,4,World Cup,10,H,Ireland,Japan
1222,2017-08-13,France,48,0,Australia,"UCD Bowl, Dublin",215,46,5,World Cup,48,N,France,Australia
1223,2017-08-17,Canada,5,48,New Zealand,"Billings Park UCD, Dublin",123,90,14,World Cup,43,N,New Zealand,Canada
1224,2017-08-17,England,47,26,United States,"Billings Park UCD, Dublin",251,111,16,World Cup,21,N,England,United States
1225,2017-08-17,Italy,8,22,Spain,"UCD Bowl, Dublin",136,125,13,World Cup,14,N,Spain,Italy
1226,2017-08-17,Australia,29,15,Japan,"Billings Park UCD, Dublin",47,48,1,World Cup,14,N,Australia,Japan
1227,2017-08-17,Wales,39,15,Hong Kong,"UCD Bowl, Dublin",182,43,1,World Cup,24,N,Wales,Hong Kong
1228,2017-08-17,Ireland,5,21,France,"UCD Bowl, Dublin",155,216,26,World Cup,16,A,France,Ireland
1229,2017-08-22,Italy,22,0,Japan,"Queen's University, Belfast",137,49,2,World Cup,22,N,Italy,Japan
