repair_id,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,estimated_year_of_production,repaired,repairability
0129_2026_0221_040,2026-02-21,129,Maple Ridge,CA,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,8
0129_2026_0221_039,2026-02-21,129,Maple Ridge,CA,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,NA,yes,10
0129_2026_0221_038,2026-02-21,129,Maple Ridge,CA,Blender,Household appliances electric,Unknown/n.a.,NA,no,1
0129_2026_0221_037,2026-02-21,129,Maple Ridge,CA,Desk lamp,Household appliances electric,Unknown/n.a.,NA,yes,10
0129_2026_0221_033,2026-02-21,129,Maple Ridge,CA,Bracelet,Jewelry,Unknown/n.a.,NA,yes,2
0129_2026_0221_036,2026-02-21,129,Maple Ridge,CA,Earrings,Jewelry,Unknown/n.a.,NA,yes,2
0129_2026_0221_035,2026-02-21,129,Maple Ridge,CA,Stool,Furniture,Unknown/n.a.,NA,half,10
0129_2026_0221_034,2026-02-21,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,6
0129_2026_0221_032,2026-02-21,129,Maple Ridge,CA,Table lamp,Household appliances electric,Unknown/n.a.,NA,yes,4
0129_2026_0221_031,2026-02-21,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Unknown/n.a.,NA,half,6
0129_2026_0221_030,2026-02-21,129,Maple Ridge,CA,Dress,Textile,Unknown/n.a.,NA,yes,10
0129_2026_0221_029,2026-02-21,129,Maple Ridge,CA,Shorts,Textile,Running Room,NA,yes,6
0129_2026_0221_2828,2026-02-21,129,Maple Ridge,CA,Pressure vest,Textile,Unknown/n.a.,2025,yes,4
0129_2026_0221_027,2026-02-21,129,Maple Ridge,CA,Alarm clock radio,Clocks / alarm clocks,Unknown/n.a.,NA,yes,9
0129_2026_0221_026,2026-02-21,129,Maple Ridge,CA,Track pants,Textile,Unknown/n.a.,NA,yes,NA
0129_2026_0221_025,2026-02-21,129,Maple Ridge,CA,Display case,Furniture,Unknown/n.a.,NA,no,4
0129_2026_0221_024,2026-02-21,129,Maple Ridge,CA,Track pants,Textile,Unknown/n.a.,NA,yes,NA
0129_2026_0221_023,2026-02-21,129,Maple Ridge,CA,Belt,Textile,Unknown/n.a.,NA,no,NA
0129_2026_0221_022,2026-02-21,129,Maple Ridge,CA,Track pants,Textile,Unknown/n.a.,NA,yes,NA
0129_2026_0221_021,2026-02-21,129,Maple Ridge,CA,Belt,Textile,Unknown/n.a.,NA,no,NA
0129_2026_0221_020,2026-02-21,129,Maple Ridge,CA,Desk lamp,Household appliances electric,Unknown/n.a.,NA,no,7
0129_2026_0221_019,2026-02-21,129,Maple Ridge,CA,Metal detector,Tools electric,Unknown/n.a.,NA,half,1
0129_2026_0221_018,2026-02-21,129,Maple Ridge,CA,Chainsaw,Tools electric,Black+Decker,2016,no,8
0129_2026_0221_017,2026-02-21,129,Maple Ridge,CA,Chainsaw,Tools electric,Unknown/n.a.,NA,yes,5
0129_2026_0221_016,2026-02-21,129,Maple Ridge,CA,Pyjamas,Textile,Unknown/n.a.,NA,yes,10
0129_2026_0221_015,2026-02-21,129,Maple Ridge,CA,Coat / Jacket,Textile,Unknown/n.a.,NA,yes,10
0129_2026_0221_014,2026-02-21,129,Maple Ridge,CA,Fibreoptic ornamental tree,Household appliances electric,Canadian Tire,2024,no,6
0129_2026_0221_013,2026-02-21,129,Maple Ridge,CA,Alarm clock,Clocks / alarm clocks,Unknown/n.a.,NA,yes,NA
0129_2026_0221_012,2026-02-21,129,Maple Ridge,CA,Heating pad / heat cushion,Household appliances electric,Unknown/n.a.,NA,no,NA
0129_2026_0221_011,2026-02-21,129,Maple Ridge,CA,Hose reel,Tools non-electric,Unknown/n.a.,NA,no,3
0129_2026_0221_009,2026-02-21,129,Maple Ridge,CA,Milk frother,Household appliances electric,Breville,NA,no,3
0129_2026_0221_008,2026-02-21,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,5
0129_2026_0221_007,2026-02-21,129,Maple Ridge,CA,Fan,Household appliances electric,Universal,2010,yes,10
0129_2026_0221_006,2026-02-21,129,Maple Ridge,CA,Frying pan,Household appliances electric,Salad Master,NA,yes,NA
0129_2026_0221_005,2026-02-21,129,Maple Ridge,CA,Jeans,Textile,Unknown/n.a.,NA,yes,4
0129_2026_0221_004,2026-02-21,129,Maple Ridge,CA,Chair,Furniture,Unknown/n.a.,1970,yes,NA
0129_2026_0221_003,2026-02-21,129,Maple Ridge,CA,Blender,Household appliances electric,Unknown/n.a.,NA,yes,10
0129_2026_0221_002,2026-02-21,129,Maple Ridge,CA,Blender,Household appliances electric,KitchenAid,NA,no,NA
0129_2026_0221_001,2026-02-21,129,Maple Ridge,CA,Speaker,Display and sound equipment,Pearl,2020,half,10
0841_2026_0306_013,2026-03-06,841,MPL – Memphis TN,US,Vacuum cleaner,Household appliances electric,Shark,NA,yes,8
0685_2026_0228_026,2026-02-28,685,Nantes Erdre,FR,Game console,Toys electric,MB electronics,NA,yes,9
0685_2026_0228_025,2026-02-28,685,Nantes Erdre,FR,Kitchen scales,Household appliances electric,Unknown/n.a.,NA,yes,10
0685_2026_0228_024,2026-02-28,685,Nantes Erdre,FR,Thermometer,Other,Unknown/n.a.,NA,half,5
0685_2026_0228_023,2026-02-28,685,Nantes Erdre,FR,Food processor,Household appliances electric,Robot Chef,NA,no,3
0685_2026_0228_022,2026-02-28,685,Nantes Erdre,FR,Bed motor,Household appliances electric,Dynavox,NA,no,7
0685_2026_0228_021,2026-02-28,685,Nantes Erdre,FR,Step,Toys non-electric,oxeio,NA,yes,8
0685_2026_0228_020,2026-02-28,685,Nantes Erdre,FR,Sewing machine,Household appliances electric,Singer,NA,half,7
0685_2026_0228_017,2026-02-28,685,Nantes Erdre,FR,Wall lamp,Household appliances electric,Unknown/n.a.,NA,no,10
0685_2026_0228_016,2026-02-28,685,Nantes Erdre,FR,Microwave,Household appliances electric,Daewoo,NA,half,7
0685_2026_0228_014,2026-02-28,685,Nantes Erdre,FR,Radio / amplifier,Display and sound equipment,Unknown/n.a.,NA,no,5
0685_2026_0228_013,2026-02-28,685,Nantes Erdre,FR,Laptop,Computer equipment / phones,Apple,NA,half,7
0685_2026_0228_010,2026-02-28,685,Nantes Erdre,FR,Welding machine,Tools electric,SilverCrest,NA,no,8
0685_2026_0228_004,2026-02-28,685,Nantes Erdre,FR,Wall lamp,Household appliances electric,Ikea,NA,yes,4
0841_2025_1117_019,2025-11-17,841,MPL – Memphis TN,US,Trousers / pants,Textile,Unknown/n.a.,NA,yes,8
0841_2026_0306_012,2026-03-06,841,MPL – Memphis TN,US,Laundry bag / Wash bag,Textile,Unknown/n.a.,NA,half,9
0841_2026_0306_011,2026-03-06,841,MPL – Memphis TN,US,Cargo bike,Bicycles,Next,NA,yes,8
0841_2026_0306_010,2026-03-06,841,MPL – Memphis TN,US,Laptop,Computer equipment / phones,Toshiba,2020,yes,10
0841_2026_0306_009,2026-03-06,841,MPL – Memphis TN,US,Wrist watch,Clocks / alarm clocks,Trutime,2023,no,5
0841_2026_0306_007,2026-03-06,841,MPL – Memphis TN,US,Sewing machine,Household appliances electric,Brother,NA,yes,5
0841_2026_0306_006,2026-03-06,841,MPL – Memphis TN,US,Cotton candy machine,Household appliances electric,Vevor,2025,yes,5
0841_2026_0306_005,2026-03-06,841,MPL – Memphis TN,US,Coffee maker,Household appliances electric,Keurig,NA,no,10
0841_2026_0306_004,2026-03-06,841,MPL – Memphis TN,US,instapot,Household appliances electric,Zavor,NA,half,4
0841_2026_0306_003,2026-03-06,841,MPL – Memphis TN,US,light saber,Toys electric,damien saber,NA,half,7
0841_2026_0306_002,2026-03-06,841,MPL – Memphis TN,US,Coffee maker,Household appliances electric,Keurig,NA,no,NA
0026_2025_0328_015,2025-03-28,26,Eindhoven-Woensel,NL,Bread maker,Household appliances electric,AFK,2014,no,7
0026_2025_0328_014,2025-03-28,26,Eindhoven-Woensel,NL,Robotic vacuum cleaner,Household appliances electric,Roomba,NA,no,8
0026_2025_0328_013,2025-03-28,26,Eindhoven-Woensel,NL,Racestuur,Toys electric,Trustmaster,2021,yes,7
0026_2025_0328_012,2025-03-28,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Saeco,NA,yes,8
0026_2025_0328_011,2025-03-28,26,Eindhoven-Woensel,NL,Food processor,Household appliances electric,Bosch,2015,half,6
0026_2025_0328_010,2025-03-28,26,Eindhoven-Woensel,NL,Floor lamp / Standard lamp,Household appliances electric,Grundig,2015,yes,10
0026_2025_0328_009,2025-03-28,26,Eindhoven-Woensel,NL,Combi stoomoven,Household appliances electric,AEG,2016,yes,9
0026_2025_0328_008,2025-03-28,26,Eindhoven-Woensel,NL,Coffee grinder,Household appliances electric,Philips,NA,no,9
0026_2025_0328_007,2025-03-28,26,Eindhoven-Woensel,NL,Electric heater / radiator,Household appliances electric,Proline,2024,yes,10
0026_2025_0328_006,2025-03-28,26,Eindhoven-Woensel,NL,Paper cutter,Other,Dahle,2005,yes,10
0026_2025_0328_005,2025-03-28,26,Eindhoven-Woensel,NL,Wall lamp,Household appliances electric,Unknown/n.a.,NA,yes,8
0026_2025_0328_004,2025-03-28,26,Eindhoven-Woensel,NL,Garden vacuum,Tools electric,Stihl,2019,yes,10
0026_2025_0328_003,2025-03-28,26,Eindhoven-Woensel,NL,Dvd / video player,Display and sound equipment,Samsung,NA,half,5
0026_2025_0328_001,2025-03-28,26,Eindhoven-Woensel,NL,Electric drill / Power drill,Tools electric,Parkside,2022,no,6
0026_2025_0321_011,2025-03-21,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,2019,yes,8
0026_2025_0321_010,2025-03-21,26,Eindhoven-Woensel,NL,Table lamp,Household appliances electric,Unknown/n.a.,2005,half,7
0026_2025_0321_009,2025-03-21,26,Eindhoven-Woensel,NL,Mixer / Blender,Household appliances electric,Philips,2017,yes,8
0907_2026_1101_038,2025-11-01,907,Bognor Regis,GB,Typewriter,Other,Royale,NA,yes,9
0026_2025_0321_008,2025-03-21,26,Eindhoven-Woensel,NL,Food processor,Household appliances electric,Kenwood,2022,no,5
0907_2026_1101_037,2025-11-01,907,Bognor Regis,GB,China ornament,Other,Unknown/n.a.,NA,yes,7
0907_2026_1101_036,2025-11-01,907,Bognor Regis,GB,Bag,Textile,New Look,NA,no,8
0026_2025_0321_007,2025-03-21,26,Eindhoven-Woensel,NL,Electric toothbrush,Household appliances electric,Kleeneze,NA,no,7
0907_2026_1101_035,2025-11-01,907,Bognor Regis,GB,Film projector,Display and sound equipment,DUO,NA,yes,4
0026_2025_0321_006,2025-03-21,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,DeLonghi,2021,no,3
0907_2026_1101_034,2025-11-01,907,Bognor Regis,GB,Humidifier,Household appliances electric,SilverCrest,NA,no,4
0907_2026_1101_033,2025-11-01,907,Bognor Regis,GB,Coffee maker,Household appliances electric,Nespresso,NA,no,3
0907_2026_1101_032,2025-11-01,907,Bognor Regis,GB,Trousers / pants,Textile,M&S,NA,yes,8
0026_2025_0321_005,2025-03-21,26,Eindhoven-Woensel,NL,Food processor,Household appliances electric,Kenwood,2024,no,7
0907_2025_1004_002,2025-10-04,907,Bognor Regis,GB,Trousers / pants,Textile,Unknown/n.a.,NA,yes,7
0026_2025_0321_012,2025-03-21,26,Eindhoven-Woensel,NL,Paper shredder,Household appliances electric,Quigg,2024,yes,3
0907_2025_1004_001,2025-10-04,907,Bognor Regis,GB,Trousers / pants,Textile,Unknown/n.a.,NA,yes,8
0026_2025_0321_004,2025-03-21,26,Eindhoven-Woensel,NL,Grammofoon-radio combinatie,Computer equipment / phones,Philips,1965,half,3
0907_2025_1101_031,2025-11-01,907,Bognor Regis,GB,Dog coat,Textile,Unknown/n.a.,NA,yes,10
0026_2025_0321_002,2025-03-21,26,Eindhoven-Woensel,NL,Alarm clock,Clocks / alarm clocks,Present Time,1999,yes,8
0026_2025_0321_001,2025-03-21,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Philips,2018,no,7
0907_2025_1101_030,2025-11-01,907,Bognor Regis,GB,Trousers / pants,Textile,Unknown/n.a.,NA,yes,9
0026_2025_0314_013,2025-03-14,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,NA,yes,8
0907_2025_1101_029,2025-11-01,907,Bognor Regis,GB,Trousers / pants,Textile,Unknown/n.a.,NA,yes,9
0026_2025_0314_012,2025-03-14,26,Eindhoven-Woensel,NL,Christmas lights,Other,Unknown/n.a.,NA,yes,7
0026_2025_0314_011,2025-03-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Nespresso,2024,yes,8
0993_2026_0131_004,2026-01-31,993,Eindhoven-Doornakkers,NL,Fietstrainer,Other,Crivit,2099,yes,10
0026_2025_0314_010,2025-03-14,26,Eindhoven-Woensel,NL,Electric drill / Power drill,Tools electric,Makita,NA,yes,10
0026_2025_0314_009,2025-03-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,NA,yes,9
0907_2025_1206_004,2025-12-06,907,Bognor Regis,GB,Train (toy),Toys electric,Golden Bear,2007,no,1
0026_2025_0314_008,2025-03-14,26,Eindhoven-Woensel,NL,Speaker,Display and sound equipment,Bose,NA,half,6
0907_2026_0207_014,2026-02-07,907,Bognor Regis,GB,Storm lamp,Household appliances electric,Unknown/n.a.,NA,half,1
0907_2026_0207_018,2026-02-07,907,Bognor Regis,GB,Coffee maker,Household appliances electric,Breville,NA,no,1
0026_2025_0314_007,2025-03-14,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Philips,2022,yes,3
0664_2026_0221_077,2026-02-21,664,Montreal,CA,Thermal blanket / Heated blanket,Other,Unknown/n.a.,NA,yes,7
0026_2025_0314_006,2025-03-14,26,Eindhoven-Woensel,NL,Dvd / cd player,Computer equipment / phones,Sony,2021,yes,7
0026_2025_0314_005,2025-03-14,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Miele,2020,yes,8
0664_2026_0221_062,2026-02-21,664,Montreal,CA,Multitool,Tools electric,Multipro,NA,yes,3
0664_2026_0221_055,2026-02-21,664,Montreal,CA,Bracelet,Textile,Unknown/n.a.,NA,yes,NA
0004_2026_0226_009,2026-02-26,4,Capelle aan den IJssel,NL,Switch,Display and sound equipment,Unknown/n.a.,NA,yes,6
0026_2025_0314_004,2025-03-14,26,Eindhoven-Woensel,NL,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,8
0004_2025_0219_001,2025-02-19,4,Capelle aan den IJssel,NL,Kettle,Household appliances electric,Waver,NA,yes,8
0004_2026_0219_001,2026-02-19,4,Capelle aan den IJssel,NL,Kettle,Household appliances electric,Waver,NA,yes,9
0872_2026_0207_003,2026-02-07,872,Durtal,FR,Food processor,Household appliances electric,Fagor,NA,no,NA
0621_2026_0228_003,2026-02-28,621,Gif-sur-Yvette,FR,Food processor,Household appliances electric,Moulinex,NA,yes,NA
0880_2026_0131_004,2026-01-31,880,Purbeck,GB,Blanket,Textile,Woolroom,2025,yes,8
0880_2026_0131_003,2026-01-31,880,Purbeck,GB,Pan,Household appliances non-electric,Unknown/n.a.,1970,yes,2
0026_2025_0314_003,2025-03-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,2020,yes,8
0880_2026_0131_001,2026-01-31,880,Purbeck,GB,Extension cord,Household appliances electric,Beva,2025,no,4
0777_2026_0305_022,2026-03-05,777,Jacksons Hill - City of Hume,AU,Chainsaw,Tools electric,Titan,NA,yes,10
0026_2025_0314_002,2025-03-14,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Hermle,NA,yes,3
0026_2025_0314_001,2025-03-14,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Cleanfix,2021,yes,8
0239_2026_0128_037,2026-01-28,239,Uden,NL,Glass,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0239_2026_0128_036,2026-01-28,239,Uden,NL,Glass,Household appliances non-electric,Unknown/n.a.,NA,no,NA
0239_2026_0128_008,2026-01-28,239,Uden,NL,Nativity scene,Other,Unknown/n.a.,NA,yes,NA
0026_2025_0307_004,2025-03-07,26,Eindhoven-Woensel,NL,Slowcooker / Crock pot,Furniture,Crockpot,NA,no,8
0026_2025_0307_012,2025-03-07,26,Eindhoven-Woensel,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,NA,yes,10
0009_2025_1206_028,2025-12-06,9,Assen,NL,Bicycle / Bike,Household appliances electric,Unknown/n.a.,NA,yes,10
0009_2025_1206_001,2025-12-06,9,Assen,NL,Bicycle / Bike,Household appliances electric,Unknown/n.a.,2014,yes,9
0026_2025_0307_011,2025-03-07,26,Eindhoven-Woensel,NL,Printer / scanner,Computer equipment / phones,HP,NA,half,7
0026_2025_0307_010,2025-03-07,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Unknown/n.a.,NA,yes,7
0026_2025_0307_009,2025-03-07,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,2021,half,NA
0026_2025_0307_008,2025-03-07,26,Eindhoven-Woensel,NL,Wall lamp,Household appliances electric,Unknown/n.a.,NA,yes,8
0026_2025_0307_007,2025-03-07,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,NA,yes,5
0907_2025_1206_013,2025-12-06,907,Bognor Regis,GB,Christmas lights,Other,Unknown/n.a.,NA,half,7
0026_2025_0307_006,2025-03-07,26,Eindhoven-Woensel,NL,Upright vacuum cleaner,Household appliances electric,Bosch,NA,no,5
0026_2025_0307_013,2025-03-07,26,Eindhoven-Woensel,NL,Stapler,Tools non-electric,Unknown/n.a.,NA,yes,8
0907_2025_1206_012,2025-12-06,907,Bognor Regis,GB,Handbag / purse / clutch bag,Textile,Unknown/n.a.,2010,no,NA
0026_2025_0307_005,2025-03-07,26,Eindhoven-Woensel,NL,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,7
0907_2025_1206_011,2025-12-06,907,Bognor Regis,GB,Stereoset / music centre,Display and sound equipment,Unknown/n.a.,1970,no,7
0907_2025_1206_010,2025-12-06,907,Bognor Regis,GB,Handbag / purse / clutch bag,Textile,Unknown/n.a.,2016,yes,10
0907_2025_1206_009,2025-12-06,907,Bognor Regis,GB,Vacuum cleaner,Household appliances electric,Electrolux,1980,yes,10
0907_2025_1206_008,2025-12-06,907,Bognor Regis,GB,Sander,Tools electric,Mirka,2020,no,1
0907_2025_1206_007,2025-12-06,907,Bognor Regis,GB,Electric kettle / Electric jug,Household appliances electric,DeLonghi,2021,no,8
0907_2025_1206_006,2025-12-06,907,Bognor Regis,GB,Alarm clock radio,Clocks / alarm clocks,John Lewis,2015,half,10
0907_2025_1206_003,2025-12-06,907,Bognor Regis,GB,Dog coat,Textile,Unknown/n.a.,NA,yes,5
0907_2025_1206_002,2025-12-06,907,Bognor Regis,GB,Dog coat,Textile,Unknown/n.a.,NA,yes,7
0907_2025_1206_001,2025-12-06,907,Bognor Regis,GB,Skirt,Textile,C&A,NA,yes,4
0907_2026_0207_019,2026-02-07,907,Bognor Regis,GB,Tape recorder,Display and sound equipment,Sony,NA,yes,8
0907_2026_0207_017,2026-02-07,907,Bognor Regis,GB,Laptop,Computer equipment / phones,Unknown/n.a.,NA,no,5
0907_2026_0207_015,2026-02-07,907,Bognor Regis,GB,Multitool,Tools electric,Bosch,2024,no,1
0907_2026_0207_013,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Homebase,2021,yes,4
0907_2026_0207_008,2026-02-07,907,Bognor Regis,GB,Table lamp,Household appliances electric,Unknown/n.a.,2013,yes,10
0907_2026_0207_012,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Household appliances non-electric,Homebase,2021,yes,4
0907_2026_0207_011,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Homebase,NA,yes,4
0907_2026_0207_010,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Homebase,2021,yes,4
0932_2024_1123_297,2024-11-23,932,Castle Cary,GB,Dvd / video player,Display and sound equipment,Thomson,NA,no,NA
0932_2024_1123_298,2024-11-23,932,Castle Cary,GB,Cardigan sweater,Textile,Unknown/n.a.,NA,yes,3
0932_2024_1123_299,2024-11-23,932,Castle Cary,GB,Vacuum cleaner,Household appliances electric,Dyson,NA,half,7
0932_2024_1123_300,2024-11-23,932,Castle Cary,GB,Shirt (dress shirt),Textile,Unknown/n.a.,NA,yes,2
0907_2026_0207_001,2026-02-07,907,Bognor Regis,GB,Chair,Furniture,Unknown/n.a.,NA,yes,7
0932_2024_1123_301,2024-11-23,932,Castle Cary,GB,Table,Furniture,Unknown/n.a.,NA,yes,8
0932_2024_1123_302,2024-11-23,932,Castle Cary,GB,Wake-up lamp,Clocks / alarm clocks,Unknown/n.a.,NA,half,NA
0932_2024_1123_303,2024-11-23,932,Castle Cary,GB,Carpet cleaner,Household appliances electric,Vax,NA,yes,6
0932_2024_1123_304,2024-11-23,932,Castle Cary,GB,Personal scales,Household appliances electric,Unknown/n.a.,NA,yes,NA
0932_2024_1123_305,2024-11-23,932,Castle Cary,GB,Tuner / amplifier / CD player,Display and sound equipment,Bose,NA,half,NA
0907_2026_0207_002,2026-02-07,907,Bognor Regis,GB,Statue,Other,Unknown/n.a.,NA,yes,3
0932_2024_1123_307,2024-11-23,932,Castle Cary,GB,Radio,Display and sound equipment,Roberts,NA,half,NA
0932_2024_1123_308,2024-11-23,932,Castle Cary,GB,Hedge shear / hedge trimmer,Tools electric,Parkside,NA,yes,8
0907_2026_0207_006,2026-02-07,907,Bognor Regis,GB,Sewing machine,Household appliances electric,Toyota,NA,yes,5
0907_2026_0207_005,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,2010,yes,3
0907_2026_0207_003,2026-02-07,907,Bognor Regis,GB,Sewing machine,Household appliances electric,Brother,2000,yes,2
0872_2026_0207_006,2026-02-07,872,Durtal,FR,Vacuum cleaner,Household appliances electric,Radiola,NA,yes,NA
0805_2026_0303_009,2026-03-03,805,Postbauer-Heng,DE,Turntable / record player,Display and sound equipment,Dual,1980,yes,4
0805_2026_0303_008,2026-03-03,805,Postbauer-Heng,DE,Iron,Household appliances electric,AEG,2018,yes,3
0805_2026_0303_006,2026-03-03,805,Postbauer-Heng,DE,Shaver / Razor,Household appliances electric,Braun,NA,yes,7
0920_2026_0304_014,2026-03-04,920,Southbourne,GB,Hair straightener / Hot brush,Household appliances electric,Wazor,NA,no,3
0805_2026_0303_003,2026-03-03,805,Postbauer-Heng,DE,Shaver / Razor,Household appliances electric,Braun,NA,yes,5
0805_2026_0303_002,2026-03-03,805,Postbauer-Heng,DE,Sewing machine,Household appliances electric,Singer,1980,yes,8
0920_2026_0304_013,2026-03-04,920,Southbourne,GB,Tuner / CD player,Display and sound equipment,Unknown/n.a.,NA,no,3
0920_2026_0304_012,2026-03-04,920,Southbourne,GB,Flashlight / electric torch,Household appliances electric,Unknown/n.a.,NA,yes,10
0805_2026_0303_001,2026-03-03,805,Postbauer-Heng,DE,Amplifier,Display and sound equipment,Loewe,1980,no,3
0920_2026_0304_011,2026-03-04,920,Southbourne,GB,Mirror,Other,Unknown/n.a.,NA,half,8
0920_2026_0304_010,2026-03-04,920,Southbourne,GB,Remote controlled car,Toys electric,Unknown/n.a.,NA,yes,8
0920_2026_0304_009,2026-03-04,920,Southbourne,GB,Stick mixer / Hand blender,Household appliances electric,Braun,NA,no,1
