week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1985-09-15,15,2844860,Oh! Calcutta!,Edison Theatre,40246,NA,14.25,NA,2824,499,0.7074,8,0
1985-09-15,15,2844860,Singin' in the Rain,Gershwin Theatre,275355,NA,31.18,NA,8832,1933,0.5711,8,0
1985-09-15,15,2844860,Song and Dance,Royale Theatre,195023,NA,33.94,NA,5746,1069,0.7679,0,7
1985-09-15,15,2844860,Sunday in the Park with George,Booth Theatre,116763,NA,26.68,NA,4377,771,0.7096,8,0
1985-09-15,15,2844860,The Odd Couple,Broadhurst Theatre,157974,NA,27.26,NA,5796,1181,0.6135,8,0
1985-09-15,15,2844860,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,66360,NA,12.83,NA,5172,1068,0.9685,0,5
1985-09-22,16,2958210,42nd Street,St. James Theatre,249334,NA,31.37,NA,7949,1655,0.6004,8,0
1985-09-22,16,2958210,A Chorus Line,Sam S. Shubert Theatre,189860,NA,29.64,NA,6405,1472,0.5439,8,0
1985-09-22,16,2958210,As Is,Lyceum Theatre,58712,NA,18.86,NA,3113,684,0.5689,8,0
1985-09-22,16,2958210,Big River,Eugene O'Neill Theatre,259864,NA,34.86,NA,7455,1018,0.9154,8,0
1985-09-22,16,2958210,Biloxi Blues,Neil Simon Theatre,219835,NA,25.84,NA,8509,1336,0.7961,8,0
1985-09-22,16,2958210,Brighton Beach Memoirs,46th Street Theatre,94672,NA,18.39,NA,5147,1368,0.4703,8,0
1985-09-22,16,2958210,Cats,Winter Garden Theatre,462405,NA,38.5,NA,12010,1482,1.013,8,0
1985-09-22,16,2958210,Doubles,Ritz Theatre,59989,NA,19.6,NA,3060,499,0.7665,8,0
1985-09-22,16,2958210,La Cage aux Folles,Palace Theatre,387328,NA,34.54,NA,11215,1683,0.833,8,0
1985-09-22,16,2958210,Oh! Calcutta!,Edison Theatre,38768,NA,14.25,NA,2721,499,0.6059,9,0
1985-09-22,16,2958210,Singin' in the Rain,Gershwin Theatre,261078,NA,30.93,NA,8441,1933,0.5458,8,0
1985-09-22,16,2958210,Song and Dance,Royale Theatre,209244,NA,37.08,NA,5643,1069,0.7541,2,5
1985-09-22,16,2958210,Sunday in the Park with George,Booth Theatre,117653,NA,27.72,NA,4244,771,0.6881,8,0
1985-09-22,16,2958210,The Iceman Cometh,Lunt-Fontanne Theatre,45466,NA,16.02,NA,2838,1511,0.9391,0,2
1985-09-22,16,2958210,The Marriage of Figaro,Circle in the Square Theatre,9840,NA,8.17,NA,1204,602,0.6667,0,3
1985-09-22,16,2958210,The Odd Couple,Broadhurst Theatre,147614,NA,27.47,NA,5373,1181,0.5687,8,0
1985-09-22,16,2958210,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,146548,NA,18.85,NA,7774,1068,1.0399,0,7
1985-09-29,17,3049484,42nd Street,St. James Theatre,233486,NA,30.97,NA,7540,1655,0.5695,8,0
1985-09-29,17,3049484,A Chorus Line,Sam S. Shubert Theatre,174957,NA,29.74,NA,5883,1472,0.4996,8,0
1985-09-29,17,3049484,As Is,Lyceum Theatre,52968,NA,16.13,NA,3284,684,0.6001,8,0
1985-09-29,17,3049484,Big River,Eugene O'Neill Theatre,265438,NA,34.75,NA,7639,1018,0.938,8,0
1985-09-29,17,3049484,Biloxi Blues,Neil Simon Theatre,204844,NA,25.99,NA,7883,1336,0.7376,8,0
1985-09-29,17,3049484,Brighton Beach Memoirs,46th Street Theatre,89105,NA,18.01,NA,4948,1368,0.4521,8,0
1985-09-29,17,3049484,Cats,Winter Garden Theatre,469036,NA,39.12,NA,11991,1482,1.0114,8,0
1985-09-29,17,3049484,Doubles,Ritz Theatre,54781,NA,19.54,NA,2804,499,0.7024,8,0
1985-09-29,17,3049484,La Cage aux Folles,Palace Theatre,379031,NA,34.71,NA,10919,1683,0.811,8,0
1985-09-29,17,3049484,Oh! Calcutta!,Edison Theatre,34680,NA,14.24,NA,2435,499,0.5422,9,0
1985-09-29,17,3049484,Singin' in the Rain,Gershwin Theatre,283242,NA,29.83,NA,9494,1933,0.6139,8,0
1985-09-29,17,3049484,Song and Dance,Royale Theatre,259453,NA,32.79,NA,7913,1069,0.9253,8,0
1985-09-29,17,3049484,Sunday in the Park with George,Booth Theatre,112888,NA,27.47,NA,4110,771,0.6663,8,0
1985-09-29,17,3049484,The Iceman Cometh,Lunt-Fontanne Theatre,94939,NA,15.95,NA,5953,1511,0.6566,1,5
1985-09-29,17,3049484,The Marriage of Figaro,Circle in the Square Theatre,41424,NA,14.73,NA,2813,602,0.5841,0,8
1985-09-29,17,3049484,The Odd Couple,Broadhurst Theatre,137665,NA,26.64,NA,5167,1181,0.5469,8,0
1985-09-29,17,3049484,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,161547,NA,23.31,NA,6930,1068,0.927,5,2
1985-10-06,18,3365082,42nd Street,St. James Theatre,262310,NA,31.63,NA,8294,1655,0.6264,8,0
1985-10-06,18,3365082,A Chorus Line,Sam S. Shubert Theatre,192262,NA,30.82,NA,6238,1472,0.5297,8,0
1985-10-06,18,3365082,As Is,Lyceum Theatre,64462,NA,16.42,NA,3926,684,0.7175,8,0
1985-10-06,18,3365082,Big River,Eugene O'Neill Theatre,286174,NA,36.77,NA,7782,1018,0.9556,8,0
1985-10-06,18,3365082,Biloxi Blues,Neil Simon Theatre,231213,NA,26.63,NA,8684,1336,0.8125,8,0
1985-10-06,18,3365082,Brighton Beach Memoirs,46th Street Theatre,109125,NA,18.27,NA,5973,1368,0.5458,8,0
1985-10-06,18,3365082,Cats,Winter Garden Theatre,459265,NA,38.36,NA,11974,1482,1.01,8,0
1985-10-06,18,3365082,Doubles,Ritz Theatre,56034,NA,20.33,NA,2756,499,0.6904,8,0
1985-10-06,18,3365082,La Cage aux Folles,Palace Theatre,368987,NA,33.7,NA,10949,1383,0.9896,8,0
1985-10-06,18,3365082,Oh! Calcutta!,Edison Theatre,39122,NA,14.26,NA,2743,499,0.6108,9,0
1985-10-06,18,3365082,Singin' in the Rain,Gershwin Theatre,307953,NA,30.37,NA,10140,1933,0.6557,8,0
1985-10-06,18,3365082,Song and Dance,Royale Theatre,291915,NA,35.16,NA,8302,1069,0.9708,8,0
1985-10-06,18,3365082,Sunday in the Park with George,Booth Theatre,131764,NA,28.81,NA,4573,771,0.7414,8,0
1985-10-06,18,3365082,The Iceman Cometh,Lunt-Fontanne Theatre,152720,NA,21,NA,7274,1511,0.8023,6,0
1985-10-06,18,3365082,The Marriage of Figaro,Circle in the Square Theatre,53766,NA,15.53,NA,3463,602,0.7191,0,8
1985-10-06,18,3365082,The Odd Couple,Broadhurst Theatre,162622,NA,27.11,NA,5999,1181,0.6349,8,0
1985-10-06,18,3365082,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,195388,NA,24.54,NA,7961,1068,0.9318,8,0
1985-10-13,19,4054665,42nd Street,St. James Theatre,321796,NA,31.91,NA,10084,1655,0.7616,8,0
1985-10-13,19,4054665,A Chorus Line,Sam S. Shubert Theatre,231773,NA,30.42,NA,7619,1472,0.647,8,0
1985-10-13,19,4054665,As Is,Lyceum Theatre,73305,NA,17.06,NA,4298,684,0.7855,8,0
1985-10-13,19,4054665,Big River,Eugene O'Neill Theatre,303231,NA,37.39,NA,8110,1018,0.9958,8,0
1985-10-13,19,4054665,Biloxi Blues,Neil Simon Theatre,236626,NA,27.65,NA,8558,1336,0.8007,8,0
1985-10-13,19,4054665,Brighton Beach Memoirs,46th Street Theatre,134621,NA,19.22,NA,7005,1368,0.6401,8,0
1985-10-13,19,4054665,Cats,Winter Garden Theatre,456407,NA,38.02,NA,12004,1482,1.0125,8,0
1985-10-13,19,4054665,Doubles,Ritz Theatre,86379,NA,20.46,NA,4222,864,0.6108,8,0
1985-10-13,19,4054665,La Cage aux Folles,Palace Theatre,408678,NA,35.21,NA,11606,1683,0.862,8,0
1985-10-13,19,4054665,Oh! Calcutta!,Edison Theatre,54314,NA,14.08,NA,3857,499,0.8588,9,0
1985-10-13,19,4054665,Singin' in the Rain,Gershwin Theatre,362874,NA,31.63,NA,11472,1933,0.7419,8,0
1985-10-13,19,4054665,Song and Dance,Royale Theatre,262428,NA,35.03,NA,7491,1069,0.8759,8,0
1985-10-13,19,4054665,Sunday in the Park with George,Booth Theatre,190225,NA,31.42,NA,6055,771,0.9817,8,0
1985-10-13,19,4054665,Tango Argentino,Mark Hellinger Theatre,300000,NA,33.33,NA,9000,1603,0.7018,7,1
1985-10-13,19,4054665,The Iceman Cometh,Lunt-Fontanne Theatre,163781,NA,29.57,NA,5539,1511,0.611,6,0
1985-10-13,19,4054665,The Marriage of Figaro,Circle in the Square Theatre,60277,NA,16.68,NA,3614,602,0.7504,5,3
1985-10-13,19,4054665,The Odd Couple,Broadhurst Theatre,199759,NA,26.76,NA,7466,1181,0.7902,8,0
1985-10-13,19,4054665,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,208191,NA,24.32,NA,8562,1068,1.0021,8,0
1985-10-20,20,3951350,42nd Street,St. James Theatre,319742,NA,31.02,NA,10307,1655,0.7785,8,0
1985-10-20,20,3951350,A Chorus Line,Sam S. Shubert Theatre,249316,NA,30.3,NA,8227,1472,0.6986,8,0
1985-10-20,20,3951350,As Is,Lyceum Theatre,70618,NA,17.3,NA,4081,684,0.7458,8,0
1985-10-20,20,3951350,Big River,Eugene O'Neill Theatre,297818,NA,36.89,NA,8073,1018,0.9913,8,0
1985-10-20,20,3951350,Biloxi Blues,Neil Simon Theatre,250828,NA,28.16,NA,8906,1336,0.8333,8,0
1985-10-20,20,3951350,Brighton Beach Memoirs,46th Street Theatre,135685,NA,19.26,NA,7045,1368,0.6437,8,0
1985-10-20,20,3951350,Cats,Winter Garden Theatre,458863,NA,38.24,NA,12001,1482,1.0122,8,0
1985-10-20,20,3951350,Doubles,Ritz Theatre,92951,NA,20.4,NA,4557,864,0.6593,8,0
1985-10-20,20,3951350,La Cage aux Folles,Palace Theatre,406785,NA,35.59,NA,11431,1683,0.849,8,0
1985-10-20,20,3951350,Oh! Calcutta!,Edison Theatre,48137,NA,15.09,NA,3190,499,0.7103,9,0
1985-10-20,20,3951350,Singin' in the Rain,Gershwin Theatre,386200,NA,32.76,NA,11787,1933,0.7622,8,0
1985-10-20,20,3951350,Song and Dance,Royale Theatre,261407,NA,35.86,NA,7290,1069,0.8524,8,0
1985-10-20,20,3951350,Tango Argentino,Mark Hellinger Theatre,317336,NA,34.22,NA,9274,1603,0.7232,8,0
1985-10-20,20,3951350,The Iceman Cometh,Lunt-Fontanne Theatre,168336,NA,29.34,NA,5737,1511,0.6328,6,0
1985-10-20,20,3951350,The Marriage of Figaro,Circle in the Square Theatre,73530,NA,17.4,NA,4226,602,0.8775,8,0
1985-10-20,20,3951350,The Nerd,Helen Hayes Theatre,7500,NA,42.86,NA,175,499,0.1169,0,3
1985-10-20,20,3951350,The Odd Couple,Broadhurst Theatre,197925,NA,25.91,NA,7638,1181,0.8084,8,0
1985-10-20,20,3951350,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,208373,NA,24.35,NA,8557,1068,1.0015,8,0
1985-10-27,21,3870274,42nd Street,St. James Theatre,302477,NA,31.04,NA,9746,1655,0.7361,8,0
1985-10-27,21,3870274,A Chorus Line,Sam S. Shubert Theatre,225653,NA,29.61,NA,7622,1472,0.6472,8,0
1985-10-27,21,3870274,As Is,Lyceum Theatre,65409,NA,17.37,NA,3765,684,0.688,8,0
1985-10-27,21,3870274,Big River,Eugene O'Neill Theatre,300103,NA,37.12,NA,8085,1018,0.9928,8,0
1985-10-27,21,3870274,Biloxi Blues,Neil Simon Theatre,235868,NA,27.41,NA,8605,1336,0.8051,8,0
1985-10-27,21,3870274,Brighton Beach Memoirs,46th Street Theatre,121542,NA,18.68,NA,6507,1368,0.5946,8,0
1985-10-27,21,3870274,Cats,Winter Garden Theatre,461482,NA,38.42,NA,12011,1482,1.0131,8,0
1985-10-27,21,3870274,Doubles,Ritz Theatre,80675,NA,20.01,NA,4032,864,0.5833,8,0
1985-10-27,21,3870274,La Cage aux Folles,Palace Theatre,406665,NA,35.57,NA,11434,1683,0.8492,8,0
1985-10-27,21,3870274,Oh! Calcutta!,Edison Theatre,43253,NA,14.99,NA,2885,499,0.6424,9,0
1985-10-27,21,3870274,Singin' in the Rain,Gershwin Theatre,354130,NA,31.29,NA,11318,1933,0.7319,8,0
1985-10-27,21,3870274,Song and Dance,Royale Theatre,215841,NA,36.48,NA,5917,1069,0.6919,8,0
1985-10-27,21,3870274,Tango Argentino,Mark Hellinger Theatre,370434,NA,34.45,NA,10752,1603,0.8384,8,0
1985-10-27,21,3870274,The Iceman Cometh,Lunt-Fontanne Theatre,164715,NA,29.31,NA,5619,1511,0.6198,6,0
1985-10-27,21,3870274,The Marriage of Figaro,Circle in the Square Theatre,72040,NA,16.86,NA,4272,602,0.887,8,0
1985-10-27,21,3870274,The Nerd,Helen Hayes Theatre,46000,NA,38.33,NA,1200,499,0.3006,0,8
1985-10-27,21,3870274,The Odd Couple,Broadhurst Theatre,190225,NA,26.7,NA,7124,1181,0.754,8,0
1985-10-27,21,3870274,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,213762,NA,25.07,NA,8527,1068,0.998,8,0
1985-11-03,22,3665109,42nd Street,St. James Theatre,260710,NA,32.19,NA,8100,1655,0.6118,8,0
1985-11-03,22,3665109,A Chorus Line,Sam S. Shubert Theatre,199286,NA,30.3,NA,6578,1472,0.5586,8,0
1985-11-03,22,3665109,As Is,Lyceum Theatre,53973,NA,16.77,NA,3219,684,0.5883,8,0
1985-11-03,22,3665109,Big River,Eugene O'Neill Theatre,280332,NA,36,NA,7788,1018,0.9563,8,0
1985-11-03,22,3665109,Biloxi Blues,Neil Simon Theatre,220024,NA,26.86,NA,8193,1336,0.7666,8,0
1985-11-03,22,3665109,Brighton Beach Memoirs,46th Street Theatre,112304,NA,19,NA,5910,1368,0.54,8,0
1985-11-03,22,3665109,Cats,Winter Garden Theatre,465093,NA,38.66,NA,12029,1482,1.0146,8,0
1985-11-03,22,3665109,Doubles,Ritz Theatre,85944,NA,20.39,NA,4214,864,0.6097,8,0
1985-11-03,22,3665109,La Cage aux Folles,Palace Theatre,359677,NA,34.19,NA,10521,1683,0.7814,8,0
1985-11-03,22,3665109,Oh! Calcutta!,Edison Theatre,39641,NA,14.76,NA,2686,499,0.5981,9,0
1985-11-03,22,3665109,Singin' in the Rain,Gershwin Theatre,318284,NA,32.39,NA,9827,1933,0.6355,8,0
1985-11-03,22,3665109,Song and Dance,Royale Theatre,278580,NA,35.49,NA,7849,1069,0.9178,8,0
1985-11-03,22,3665109,Tango Argentino,Mark Hellinger Theatre,369090,NA,34.71,NA,10635,1603,0.8293,8,0
1985-11-03,22,3665109,The Iceman Cometh,Lunt-Fontanne Theatre,139265,NA,28.64,NA,4863,1511,0.5364,6,0
1985-11-03,22,3665109,The Marriage of Figaro,Circle in the Square Theatre,62255,NA,17.52,NA,3554,602,0.738,8,0
1985-11-03,22,3665109,The Nerd,Helen Hayes Theatre,35500,NA,39.44,NA,900,499,0.2255,0,8
1985-11-03,22,3665109,The Odd Couple,Broadhurst Theatre,169216,NA,26.04,NA,6498,1181,0.6878,8,0
1985-11-03,22,3665109,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,215935,NA,25.11,NA,8599,1068,1.0064,8,0
1985-11-10,23,3934418,42nd Street,St. James Theatre,325960,NA,30.51,NA,10684,1655,0.8069,8,0
1985-11-10,23,3934418,A Chorus Line,Sam S. Shubert Theatre,218474,NA,28.85,NA,7573,1472,0.6431,8,0
1985-11-10,23,3934418,As Is,Lyceum Theatre,61834,NA,17.56,NA,3521,685,0.6425,8,0
1985-11-10,23,3934418,Big River,Eugene O'Neill Theatre,294612,NA,36.19,NA,8141,1018,0.9996,8,0
1985-11-10,23,3934418,Biloxi Blues,Neil Simon Theatre,218962,NA,27.23,NA,8040,1336,0.7522,8,0
1985-11-10,23,3934418,Brighton Beach Memoirs,46th Street Theatre,134022,NA,20.48,NA,6543,1368,0.5979,8,0
1985-11-10,23,3934418,Cats,Winter Garden Theatre,464444,NA,38.66,NA,12015,1482,1.0134,8,0
1985-11-10,23,3934418,Doubles,Ritz Theatre,82663,NA,20.37,NA,4058,864,0.5871,8,0
1985-11-10,23,3934418,La Cage aux Folles,Palace Theatre,372987,NA,35.25,NA,10581,1683,0.7859,8,0
1985-11-10,23,3934418,Oh! Calcutta!,Edison Theatre,46881,NA,15.02,NA,3121,499,0.7818,8,0
1985-11-10,23,3934418,Singin' in the Rain,Gershwin Theatre,339368,NA,32.42,NA,10467,1933,0.6769,8,0
1985-11-10,23,3934418,Song and Dance,Royale Theatre,292133,NA,35.92,NA,8133,1039,0.9785,8,0
1985-11-10,23,3934418,Tango Argentino,Mark Hellinger Theatre,380667,NA,34.25,NA,11115,1603,0.8667,8,0
1985-11-10,23,3934418,The Boys of Winter,Biltmore Theatre,54051,NA,19.74,NA,2738,499,0.6859,0,8
1985-11-10,23,3934418,The Iceman Cometh,Lunt-Fontanne Theatre,140103,NA,29,NA,4831,1511,0.5329,6,0
1985-11-10,23,3934418,The Marriage of Figaro,Circle in the Square Theatre,72631,NA,17.48,NA,4154,602,0.8625,8,0
1985-11-10,23,3934418,The Nerd,Helen Hayes Theatre,26500,NA,44.17,NA,600,499,0.1718,4,3
1985-11-10,23,3934418,The Odd Couple,Broadhurst Theatre,191651,NA,26.31,NA,7284,1181,0.771,8,0
1985-11-10,23,3934418,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,216475,NA,26.22,NA,8256,1079,0.9564,8,0
1985-11-17,24,3852479,42nd Street,St. James Theatre,289927,NA,32,NA,9059,1655,0.6842,8,0
1985-11-17,24,3852479,A Chorus Line,Sam S. Shubert Theatre,209932,NA,28.48,NA,7372,1472,0.626,8,0
1985-11-17,24,3852479,As Is,Lyceum Theatre,53769,NA,16.82,NA,3196,685,0.5832,8,0
1985-11-17,24,3852479,Big River,Eugene O'Neill Theatre,288633,NA,36.63,NA,7879,1018,0.9675,8,0
1985-11-17,24,3852479,Biloxi Blues,Neil Simon Theatre,220721,NA,27.29,NA,8088,1336,0.7567,8,0
1985-11-17,24,3852479,Brighton Beach Memoirs,46th Street Theatre,114282,NA,19.55,NA,5847,1368,0.5343,8,0
1985-11-17,24,3852479,Cats,Winter Garden Theatre,458737,NA,38.22,NA,12001,1482,1.0122,8,0
1985-11-17,24,3852479,Doubles,Ritz Theatre,83465,NA,19.1,NA,4371,864,0.6324,8,0
1985-11-17,24,3852479,La Cage aux Folles,Palace Theatre,395068,NA,34.74,NA,11373,1683,0.8447,8,0
1985-11-17,24,3852479,Oh! Calcutta!,Edison Theatre,37780,NA,14.48,NA,2609,499,0.6536,8,0
1985-11-17,24,3852479,Singin' in the Rain,Gershwin Theatre,336148,NA,31.01,NA,10841,1933,0.701,8,0
1985-11-17,24,3852479,Song and Dance,Royale Theatre,279998,NA,35.51,NA,7886,1039,0.9487,8,0
1985-11-17,24,3852479,Tango Argentino,Mark Hellinger Theatre,312788,NA,34.94,NA,8952,1603,0.6981,8,0
1985-11-17,24,3852479,The Boys of Winter,Biltmore Theatre,47057,NA,21.19,NA,2221,499,0.5564,0,8
1985-11-17,24,3852479,The Iceman Cometh,Lunt-Fontanne Theatre,121011,NA,27.07,NA,4470,1511,0.4931,6,0
1985-11-17,24,3852479,The Marriage of Figaro,Circle in the Square Theatre,64392,NA,16.79,NA,3836,602,0.7965,8,0
1985-11-17,24,3852479,The Mystery of Edwin Drood,Imperial Theatre,142107,NA,24.51,NA,5798,1454,0.4985,0,8
1985-11-17,24,3852479,The Odd Couple,Broadhurst Theatre,177401,NA,26.63,NA,6662,1181,0.7051,8,0
1985-11-17,24,3852479,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,219263,NA,25.59,NA,8567,1079,0.9925,8,0
1985-11-24,25,3769079,42nd Street,St. James Theatre,253825,NA,32.02,NA,7928,1655,0.5988,8,0
1985-11-24,25,3769079,A Chorus Line,Sam S. Shubert Theatre,189451,NA,29.26,NA,6474,1472,0.5498,8,0
1985-11-24,25,3769079,As Is,Lyceum Theatre,46106,NA,17.88,NA,2578,685,0.4704,8,0
1985-11-24,25,3769079,Big River,Eugene O'Neill Theatre,295406,NA,36.24,NA,8151,1018,1.0009,8,0
1985-11-24,25,3769079,Biloxi Blues,Neil Simon Theatre,210168,NA,27.26,NA,7711,1336,0.7215,8,0
1985-11-24,25,3769079,Brighton Beach Memoirs,46th Street Theatre,111909,NA,20.11,NA,5564,1368,0.5084,8,0
1985-11-24,25,3769079,Cats,Winter Garden Theatre,459877,NA,38.32,NA,12001,1482,1.0122,8,0
1985-11-24,25,3769079,Doubles,Ritz Theatre,65450,NA,18.34,NA,3569,864,0.5163,8,0
1985-11-24,25,3769079,I'm Not Rappaport,Booth Theatre,115436,NA,23.28,NA,4959,785,0.7896,8,0
1985-11-24,25,3769079,La Cage aux Folles,Palace Theatre,366285,NA,34.15,NA,10726,1683,0.7966,8,0
1985-11-24,25,3769079,Oh! Calcutta!,Edison Theatre,36934,NA,14.41,NA,2563,499,0.642,8,0
1985-11-24,25,3769079,Singin' in the Rain,Gershwin Theatre,309764,NA,29.74,NA,10416,1933,0.6736,8,0
1985-11-24,25,3769079,Song and Dance,Royale Theatre,277304,NA,35.81,NA,7744,1039,0.9317,8,0
1985-11-24,25,3769079,Tango Argentino,Mark Hellinger Theatre,310572,NA,36.18,NA,8583,1603,0.6693,8,0
1985-11-24,25,3769079,The Boys of Winter,Biltmore Theatre,45832,NA,18.31,NA,2503,499,0.627,0,8
1985-11-24,25,3769079,The Iceman Cometh,Lunt-Fontanne Theatre,119360,NA,25.76,NA,4634,1511,0.5111,6,0
1985-11-24,25,3769079,The Marriage of Figaro,Circle in the Square Theatre,30433,NA,15.03,NA,2025,602,0.4205,8,0
1985-11-24,25,3769079,The Mystery of Edwin Drood,Imperial Theatre,164501,NA,23.84,NA,6900,1454,0.5932,0,8
1985-11-24,25,3769079,The Odd Couple,Broadhurst Theatre,140695,NA,27.26,NA,5162,1181,0.5464,8,0
1985-11-24,25,3769079,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,219771,NA,26.08,NA,8426,1079,0.9761,8,0
1985-12-01,26,4822918,42nd Street,St. James Theatre,366677,NA,33.14,NA,11063,1655,0.8356,8,0
1985-12-01,26,4822918,A Chorus Line,Sam S. Shubert Theatre,282963,NA,32.2,NA,8789,1472,0.7463,8,0
1985-12-01,26,4822918,As Is,Lyceum Theatre,60075,NA,19.14,NA,3139,685,0.5728,8,0
1985-12-01,26,4822918,Big River,Eugene O'Neill Theatre,319253,NA,38.9,NA,8206,1018,1.0076,8,0
1985-12-01,26,4822918,Biloxi Blues,Neil Simon Theatre,260873,NA,29.41,NA,8871,1336,0.83,8,0
1985-12-01,26,4822918,Blood Knot,John Golden Theatre,44326,NA,19.32,NA,2294,805,0.7124,0,4
1985-12-01,26,4822918,Brighton Beach Memoirs,46th Street Theatre,147323,NA,21.9,NA,6728,1368,0.6148,8,0
1985-12-01,26,4822918,Cats,Winter Garden Theatre,473179,NA,39.18,NA,12078,1482,1.0187,8,0
1985-12-01,26,4822918,Doubles,Ritz Theatre,90145,NA,20.92,NA,4309,864,0.6234,8,0
1985-12-01,26,4822918,Hay Fever,Music Box Theatre,33885,NA,21.1,NA,1606,1110,0.3617,0,4
1985-12-01,26,4822918,I'm Not Rappaport,Booth Theatre,131965,NA,23.93,NA,5514,785,0.878,8,0
1985-12-01,26,4822918,Jerry's Girls,St. James Theatre,175288,NA,20.1,NA,8721,1621,0.6725,0,8
1985-12-01,26,4822918,La Cage aux Folles,Palace Theatre,430222,NA,35.64,NA,12072,1683,0.8966,8,0
1985-12-01,26,4822918,Oh! Calcutta!,Edison Theatre,44364,NA,14.49,NA,3062,499,0.6818,9,0
1985-12-01,26,4822918,Singin' in the Rain,Gershwin Theatre,372899,NA,34.35,NA,10855,1933,0.702,8,0
1985-12-01,26,4822918,Song and Dance,Royale Theatre,300940,NA,37.38,NA,8051,1039,0.9686,8,0
1985-12-01,26,4822918,Tango Argentino,Mark Hellinger Theatre,315797,NA,33.45,NA,9440,1603,0.7361,8,0
1985-12-01,26,4822918,The Boys of Winter,Biltmore Theatre,53483,NA,22.66,NA,2360,499,0.5912,1,7
1985-12-01,26,4822918,The Iceman Cometh,Lunt-Fontanne Theatre,195891,NA,28.83,NA,6795,1511,0.7495,6,0
1985-12-01,26,4822918,The Marriage of Figaro,Circle in the Square Theatre,44430,NA,17.31,NA,2567,602,0.533,8,0
1985-12-01,26,4822918,The Mystery of Edwin Drood,Imperial Theatre,220749,NA,31.04,NA,7111,1454,0.6113,0,8
1985-12-01,26,4822918,The Odd Couple,Broadhurst Theatre,183272,NA,29.14,NA,6290,1181,0.6657,8,0
1985-12-01,26,4822918,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,206179,NA,27.03,NA,7629,1079,1.0101,7,0
1985-12-01,26,4822918,Wind in the Willows,Nederlander Theatre,68740,NA,19.23,NA,3574,1182,0.432,0,7
1985-12-08,27,4280354,42nd Street,St. James Theatre,314035,NA,33.55,NA,9359,1655,0.7069,8,0
1985-12-08,27,4280354,A Chorus Line,Sam S. Shubert Theatre,242153,NA,28.92,NA,8372,1472,0.7109,8,0
1985-12-08,27,4280354,As Is,Lyceum Theatre,44368,NA,15.22,NA,2915,685,0.5319,8,0
1985-12-08,27,4280354,Big River,Eugene O'Neill Theatre,311713,NA,38,NA,8203,1018,1.0072,8,0
1985-12-08,27,4280354,Biloxi Blues,Neil Simon Theatre,232265,NA,28.28,NA,8212,1336,0.7683,8,0
1985-12-08,27,4280354,Blood Knot,John Golden Theatre,67950,NA,16.33,NA,4162,805,0.6463,0,8
1985-12-08,27,4280354,Brighton Beach Memoirs,46th Street Theatre,129250,NA,21.6,NA,5984,1368,0.5468,8,0
1985-12-08,27,4280354,Cats,Winter Garden Theatre,460612,NA,38.33,NA,12018,1482,1.0137,8,0
1985-12-08,27,4280354,Doubles,Ritz Theatre,87371,NA,20.63,NA,4235,864,0.6127,8,0
1985-12-08,27,4280354,Hay Fever,Music Box Theatre,59209,NA,15.03,NA,3940,1110,0.4437,0,8
1985-12-08,27,4280354,I'm Not Rappaport,Booth Theatre,132546,NA,24.95,NA,5313,785,0.846,8,0
1985-12-08,27,4280354,La Cage aux Folles,Palace Theatre,387799,NA,35.4,NA,10955,1683,0.8137,8,0
1985-12-08,27,4280354,Oh! Calcutta!,Edison Theatre,36135,NA,14.43,NA,2504,499,0.5576,9,0
1985-12-08,27,4280354,Singin' in the Rain,Gershwin Theatre,371685,NA,32.87,NA,11308,1933,0.7312,8,0
1985-12-08,27,4280354,Song and Dance,Royale Theatre,290119,NA,35.99,NA,8062,1039,0.9699,8,0
1985-12-08,27,4280354,Tango Argentino,Mark Hellinger Theatre,310131,NA,35.51,NA,8733,1603,0.681,8,0
1985-12-08,27,4280354,The Boys of Winter,Biltmore Theatre,37318,NA,23.35,NA,1598,499,0.4003,8,0
1985-12-08,27,4280354,The Marriage of Figaro,Circle in the Square Theatre,40235,NA,15.37,NA,2617,602,0.5434,8,0
1985-12-08,27,4280354,The Mystery of Edwin Drood,Imperial Theatre,264941,NA,31.7,NA,8359,1454,0.7186,8,0
1985-12-08,27,4280354,The Odd Couple,Broadhurst Theatre,182215,NA,28.41,NA,6413,1181,0.6788,8,0
1985-12-08,27,4280354,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,226562,NA,26.56,NA,8529,1079,0.9881,8,0
