match_id,team1,team2,score_team1,score_team2,wickets_team2,wickets_team,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground,ground_city,ground_country,match_date
ODI # 1138,India,South Africa,220,185,7,10,home,away,India,35,runs,Day and night,Titan Cup,Anil Kumble,India,"Wankhede Stadium, Mumbai",India,bat first,NA,Mumbai,Mumbai,India,"Nov 6, 1996"
ODI # 1139,New Zealand,Sri Lanka,206,177,8,10,away,away,New Zealand,29,runs,Day,Singer Champions Trophy,Chris Cairns,New Zealand,Sharjah Cricket Association Stadium,Sri Lanka,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Nov 7, 1996"
ODI # 1140,Sri Lanka,Pakistan,206,131,10,10,away,away,Sri Lanka,75,runs,Day,Singer Champions Trophy,Sanath Jayasuriya,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Nov 8, 1996"
ODI # 1141,New Zealand,Pakistan,197,198,10,6,away,away,Pakistan,4,wickets,Day,Singer Champions Trophy,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,New Zealand,bat first,with 21 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 10, 1996"
ODI # 1142,New Zealand,Sri Lanka,169,169,8,10,away,away,Match tied,NA,NA,Day,Singer Champions Trophy,Danny Morrison,New Zealand,Sharjah Cricket Association Stadium,New Zealand,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Nov 11, 1996"
ODI # 1143,Sri Lanka,Pakistan,189,193,10,2,away,away,Pakistan,8,wickets,Day,Singer Champions Trophy,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,Sri Lanka,bat first,with 20 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 12, 1996"
ODI # 1144,New Zealand,Pakistan,192,196,10,6,away,away,Pakistan,4,wickets,Day,Singer Champions Trophy,Waqar Younis,Pakistan,Sharjah Cricket Association Stadium,Pakistan,field first,with 9 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 13, 1996"
ODI # 1145,Pakistan,New Zealand,160,119,10,10,away,away,Pakistan,41,runs,Day,Singer Champions Trophy,Wasim Akram,Pakistan,Sharjah Cricket Association Stadium,New Zealand,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Nov 15, 1996"
ODI # 1146,Pakistan,New Zealand,228,217,8,10,home,away,Pakistan,11,runs,Day,New Zealand tour of Pakistan,Saleem Malik,Pakistan,"Jinnah Stadium, Gujranwala",Pakistan,bat first,NA,Gujranwala,Gujranwala,Pakistan,"Dec 4, 1996"
ODI # 1147,West Indies,Australia,172,173,10,5,away,home,Australia,5,wickets,Day and night,Carlton & United Series,Greg Blewett,Australia,Melbourne Cricket Ground,West Indies,bat first,with 8 balls remaining),Melbourne,Jolimont,Australia,"Dec 6, 1996"
ODI # 1148,Pakistan,New Zealand,277,231,9,10,home,away,Pakistan,46,runs,Day,New Zealand tour of Pakistan,Saeed Anwar,Pakistan,"Jinnah Stadium, Sialkot",Pakistan,bat first,NA,Sialkot,Sialkot,Pakistan,"Dec 6, 1996"
ODI # 1149,West Indies,Australia,161,162,10,2,away,home,Australia,8,wickets,Day and night,Carlton & United Series,Shane Warne,Australia,Sydney Cricket Ground,West Indies,bat first,with 48 balls remaining),Sydney,Moore Park,Australia,"Dec 8, 1996"
ODI # 1150,Pakistan,New Zealand,234,235,4,3,home,away,New Zealand,7,wickets,Day,New Zealand tour of Pakistan,Nathan Astle,New Zealand,"National Stadium, Karachi",Pakistan,bat first,with 29 balls remaining),Karachi,Karachi,Pakistan,"Dec 8, 1996"
ODI # 1151,India,South Africa,267,193,6,10,home,away,India,74,runs,Day and night,South Africa tour of India,Sachin Tendulkar,India,"Wankhede Stadium, Mumbai",India,bat first,NA,Mumbai,Mumbai,India,"Dec 14, 1996"
ODI # 1152,Pakistan,Australia,223,211,10,10,away,home,Pakistan,12,runs,Day,Carlton & United Series,Saqlain Mushtaq,Pakistan,Adelaide Oval,Pakistan,bat first,NA,Adelaide,North Adelaide,Australia,"Dec 15, 1996"
ODI # 1153,England,Zimbabwe,152,153,10,8,away,home,Zimbabwe,2,wickets,Day,England tour of Zimbabwe,Alistair Campbell,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,field first,with 37 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Dec 15, 1996"
ODI # 1154,Pakistan,West Indies,176,177,10,3,away,away,West Indies,7,wickets,Day,Carlton & United Series,Junior Murray,West Indies,Adelaide Oval,West Indies,field first,with 83 balls remaining),Adelaide,North Adelaide,Australia,"Dec 17, 1996"
ODI # 1155,Australia,Pakistan,199,203,10,6,home,away,Pakistan,4,wickets,Day and night,Carlton & United Series,Shane Warne,Australia,Sydney Cricket Ground,Australia,bat first,with 27 balls remaining),Sydney,Moore Park,Australia,"Jan 1, 1997"
ODI # 1156,Zimbabwe,England,200,179,10,7,home,away,Zimbabwe,7,runs,Day,England tour of Zimbabwe,John Crawley,England,Harare Sports Club,England,field first,revised target),Harare,Harare,Zimbabwe,"Jan 1, 1997"
ODI # 1157,Pakistan,West Indies,197,198,10,4,away,away,West Indies,6,wickets,Day and night,Carlton & United Series,Carl Hooper,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",West Indies,field first,with 11 balls remaining),Brisbane,Woolloongabba,Australia,"Jan 3, 1997"
ODI # 1158,Zimbabwe,England,249,118,7,10,home,away,Zimbabwe,131,runs,Day,England tour of Zimbabwe,Eddo Brandes,Zimbabwe,Harare Sports Club,England,field first,NA,Harare,Harare,Zimbabwe,"Jan 3, 1997"
ODI # 1159,Australia,West Indies,281,284,4,3,home,away,West Indies,7,wickets,Day and night,Carlton & United Series,Carl Hooper,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,bat first,with 7 balls remaining),Brisbane,Woolloongabba,Australia,"Jan 5, 1997"
ODI # 1160,Pakistan,Australia,149,120,10,10,away,home,Pakistan,29,runs,Day,Carlton & United Series,Mohammad Wasim,Pakistan,"Bellerive Oval, Hobart",Pakistan,bat first,NA,Hobart,Bellerive,Australia,"Jan 7, 1997"
ODI # 1161,Pakistan,West Indies,257,258,7,5,away,away,West Indies,5,wickets,Day and night,Carlton & United Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",West Indies,field first,with 8 balls remaining),Perth,East Perth,Australia,"Jan 10, 1997"
ODI # 1162,Australia,West Indies,267,269,7,6,home,away,West Indies,4,wickets,Day,Carlton & United Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",Australia,bat first,with 4 balls remaining),Perth,East Perth,Australia,"Jan 12, 1997"
ODI # 1163,West Indies,Pakistan,181,183,10,2,away,away,Pakistan,8,wickets,Day and night,Carlton & United Series,Saqlain Mushtaq,Pakistan,Sydney Cricket Ground,Pakistan,field first,with 64 balls remaining),Sydney,Moore Park,Australia,"Jan 14, 1997"
ODI # 1164,Pakistan,Australia,181,182,9,7,away,home,Australia,3,wickets,Day and night,Carlton & United Series,Anthony Stuart,Australia,Melbourne Cricket Ground,Pakistan,bat first,with 3 balls remaining),Melbourne,Jolimont,Australia,"Jan 16, 1997"
ODI # 1167,South Africa,India,270,231,4,10,home,away,South Africa,39,runs,Day and night,Standard Bank International One-Day Series,Jonty Rhodes,South Africa,"Springbok Park, Bloemfontein",South Africa,bat first,NA,Bloemfontein,Bloemfontein,South Africa,"Jan 23, 1997"
ODI # 1168,Zimbabwe,South Africa,211,212,10,5,away,home,South Africa,5,wickets,Day and night,Standard Bank International One-Day Series,Daryll Cullinan,South Africa,Centurion Park,Zimbabwe,bat first,with 23 balls remaining),Centurion,Centurion,South Africa,"Jan 25, 1997"
ODI # 1169,Zimbabwe,India,236,236,8,10,away,away,Match tied,NA,NA,Day and night,Standard Bank International One-Day Series,Robin Singh,India,"Boland Bank Park, Paarl",Zimbabwe,bat first,NA,Paarl,Paarl,South Africa,"Jan 27, 1997"
ODI # 1170,Zimbabwe,South Africa,226,229,6,5,away,home,South Africa,5,wickets,Day and night,Standard Bank International One-Day Series,Dave Houghton,Zimbabwe,"Newlands, Cape Town",Zimbabwe,bat first,with 18 balls remaining),Cape Town,Cape Town,South Africa,"Jan 29, 1997"
ODI # 1171,Zimbabwe,South Africa,256,259,8,6,away,home,South Africa,4,wickets,Day and night,Standard Bank International One-Day Series,Hansie Cronje,South Africa,"New Wanderers Stadium, Johannesburg",Zimbabwe,bat first,with 9 balls remaining),Johannesburg,Johannesburg,South Africa,"Jan 31, 1997"
ODI # 1172,India,South Africa,179,180,9,4,away,home,South Africa,6,wickets,Day,Standard Bank International One-Day Series,Jacques Kallis,South Africa,"Crusaders Ground, St George's Park, Port Elizabeth",India,bat first,with 29 balls remaining),Port Elizabeth,Port Elizabeth,South Africa,"Feb 2, 1997"
ODI # 1173,India,South Africa,232,236,5,4,away,home,South Africa,6,wickets,Day and night,Standard Bank International One-Day Series,Sourav Ganguly,India,"Buffalo Park, East London",India,bat first,with 4 balls remaining),East London,East London,South Africa,"Feb 4, 1997"
ODI # 1174,India,Zimbabwe,216,171,10,7,away,away,Zimbabwe,3,wickets,Day and night,Standard Bank International One-Day Series,Craig Evans,Zimbabwe,Centurion Park,India,bat first,with 2 balls remaining),Centurion,Centurion,South Africa,"Feb 7, 1997"
ODI # 1175,Zimbabwe,India,240,241,8,4,away,away,India,6,wickets,Day,Standard Bank International One-Day Series,Sachin Tendulkar,India,"Willowmoore Park, Benoni",India,field first,with 64 balls remaining),Benoni,Benoni,South Africa,"Feb 9, 1997"
ODI # 1177,South Africa,India,278,234,8,10,home,away,South Africa,17,runs,Day and night,Standard Bank International One-Day Series,Rahul Dravid,India,"Kingsmead, Durban",South Africa,bat first,revised target),Durban,Durban,South Africa,"Feb 13, 1997"
ODI # 1178,India,Zimbabwe,168,139,10,2,away,home,Zimbabwe,8,wickets,Day,India tour of Zimbabwe,Heath Streak,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,field first,with 73 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Feb 15, 1997"
ODI # 1179,New Zealand,England,222,226,6,6,home,away,England,4,wickets,Day and night,England tour of New Zealand,Phil Tufnell,England,"Lancaster Park, Christchurch",New Zealand,bat first,with 7 balls remaining),Christchurch,Christchurch,New Zealand,"Feb 20, 1997"
ODI # 1180,New Zealand,England,253,134,8,4,home,away,England,6,wickets,Day,England tour of New Zealand,Nick Knight,England,"Eden Park, Auckland",New Zealand,bat first,with 39 balls remaining),Auckland,Auckland,New Zealand,"Feb 23, 1997"
ODI # 1181,New Zealand,England,237,237,10,8,home,away,Match tied,NA,NA,Day and night,England tour of New Zealand,Chris Harris,New Zealand,"McLean Park, Napier",New Zealand,bat first,NA,Napier,Napier,New Zealand,"Feb 26, 1997"
ODI # 1182,New Zealand,England,153,144,10,10,home,away,New Zealand,9,runs,Day,England tour of New Zealand,Gavin Larsen,New Zealand,"Eden Park, Auckland",England,field first,NA,Auckland,Auckland,New Zealand,"Mar 2, 1997"
ODI # 1183,New Zealand,England,228,200,8,10,home,away,New Zealand,28,runs,Day,England tour of New Zealand,Nathan Astle,New Zealand,"Basin Reserve, Wellington",New Zealand,bat first,NA,Wellington,Wellington,New Zealand,"Mar 4, 1997"
ODI # 1184,New Zealand,Sri Lanka,201,202,9,4,home,away,Sri Lanka,6,wickets,Day and night,Sri Lanka tour of New Zealand,Sanath Jayasuriya,Sri Lanka,"Lancaster Park, Christchurch",Sri Lanka,field first,with 85 balls remaining),Christchurch,Christchurch,New Zealand,"Mar 25, 1997"
ODI # 1185,New Zealand,Sri Lanka,201,132,10,10,home,away,New Zealand,69,runs,Day,Sri Lanka tour of New Zealand,Chris Cairns,New Zealand,"Basin Reserve, Wellington",Sri Lanka,field first,NA,Wellington,Wellington,New Zealand,"Mar 27, 1997"
ODI # 1186,Australia,South Africa,223,227,9,4,away,home,South Africa,6,wickets,Day,Australia tour of South Africa,Daryll Cullinan,South Africa,"Buffalo Park, East London",South Africa,field first,with 18 balls remaining),East London,East London,South Africa,"Mar 29, 1997"
ODI # 1187,South Africa,Australia,221,222,8,3,home,away,Australia,7,wickets,Day,Australia tour of South Africa,Mark Waugh,Australia,"Crusaders Ground, St George's Park, Port Elizabeth",Australia,field first,with 30 balls remaining),Port Elizabeth,Port Elizabeth,South Africa,"Mar 31, 1997"
ODI # 1188,South Africa,Australia,245,199,8,10,home,away,South Africa,46,runs,Day and night,Australia tour of South Africa,Jonty Rhodes,South Africa,"Newlands, Cape Town",Australia,field first,NA,Cape Town,Cape Town,South Africa,"Apr 2, 1997"
ODI # 1189,Zimbabwe,Sri Lanka,187,188,9,3,away,away,Sri Lanka,7,wickets,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,field first,with 26 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 3, 1997"
ODI # 1190,Sri Lanka,Pakistan,243,224,8,9,away,away,Sri Lanka,19,runs,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 4, 1997"
ODI # 1191,Australia,South Africa,211,196,9,10,away,home,Australia,15,runs,Day and night,Australia tour of South Africa,Shaun Pollock,South Africa,"Kingsmead, Durban",Australia,bat first,NA,Durban,Durban,South Africa,"Apr 5, 1997"
ODI # 1192,Pakistan,Zimbabwe,187,94,10,10,away,away,Pakistan,93,runs,Day,Singer-Akai Cup,Inzamam-ul-Haq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 6, 1997"
ODI # 1193,Sri Lanka,Pakistan,251,200,7,10,away,away,Sri Lanka,51,runs,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 7, 1997"
ODI # 1194,Zimbabwe,Sri Lanka,203,153,10,10,away,away,Zimbabwe,50,runs,Day,Singer-Akai Cup,Guy Whittall,Zimbabwe,Sharjah Cricket Association Stadium,Zimbabwe,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 8, 1997"
ODI # 1195,Australia,South Africa,258,250,7,8,away,home,Australia,8,runs,Day and night,Australia tour of South Africa,Michael Di Venuto,Australia,"New Wanderers Stadium, Johannesburg",Australia,bat first,NA,Johannesburg,Johannesburg,South Africa,"Apr 8, 1997"
ODI # 1196,Pakistan,Zimbabwe,151,119,9,10,away,away,Pakistan,32,runs,Day,Singer-Akai Cup,Moin Khan,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 9, 1997"
ODI # 1197,South Africa,Australia,284,287,7,5,home,away,Australia,5,wickets,Day and night,Australia tour of South Africa,Michael Bevan,Australia,Centurion Park,South Africa,bat first,with 6 balls remaining),Centurion,Centurion,South Africa,"Apr 10, 1997"
ODI # 1198,Pakistan,Sri Lanka,214,215,10,6,away,away,Sri Lanka,4,wickets,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,bat first,with 4 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 11, 1997"
ODI # 1199,South Africa,Australia,310,201,6,10,home,away,South Africa,109,runs,Day,Australia tour of South Africa,Lance Klusener,South Africa,"Springbok Park, Bloemfontein",Australia,field first,NA,Bloemfontein,Bloemfontein,South Africa,"Apr 13, 1997"
ODI # 1200,India,West Indies,179,149,10,2,away,home,West Indies,8,wickets,Day,India tour of West Indies,Shivnarine Chanderpaul,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",India,bat first,with 31 balls remaining),Port of Spain,Port of Spain,West Indies,"Apr 26, 1997"
ODI # 1201,West Indies,India,121,116,10,0,home,away,India,10,wickets,Day,India tour of West Indies,Abey Kuruvilla,India,"Queen's Park Oval, Port of Spain, Trinidad",India,field first,with 101 balls remaining),Port of Spain,Port of Spain,West Indies,"Apr 27, 1997"
ODI # 1202,West Indies,India,249,231,9,10,home,away,West Indies,18,runs,Day,India tour of West Indies,Stuart Williams,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",India,field first,NA,Kingstown,Arnos Vale,West Indies,"Apr 30, 1997"
ODI # 1203,India,West Indies,199,200,7,0,away,home,West Indies,10,wickets,Day,India tour of West Indies,Shivnarine Chanderpaul,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field first,with 32 balls remaining),Bridgetown,Bridgetown,West Indies,"May 3, 1997"
ODI # 1204,New Zealand,Pakistan,285,263,7,9,away,away,New Zealand,22,runs,Day and night,Pepsi Independence Cup,Nathan Astle,New Zealand,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Pakistan,field first,NA,Mohali,Mohali,India,"May 9, 1997"
ODI # 1205,Pakistan,Sri Lanka,289,259,6,10,away,away,Pakistan,30,runs,Day and night,Pepsi Independence Cup,Aaqib Javed,Pakistan,"Captain Roop Singh Stadium, Gwalior",Pakistan,bat first,NA,Gwalior,Gwalior,India,"May 12, 1997"
ODI # 1206,New Zealand,India,220,221,9,2,away,home,India,8,wickets,Day and night,Pepsi Independence Cup,Sachin Tendulkar,India,"M Chinnaswamy Stadium, Bangalore",New Zealand,bat first,with 45 balls remaining),Bengaluru,Bengaluru,India,"May 14, 1997"
ODI # 1207,India,Sri Lanka,225,229,7,5,home,away,Sri Lanka,5,wickets,Day and night,Pepsi Independence Cup,Sanath Jayasuriya,Sri Lanka,"Wankhede Stadium, Mumbai",India,bat first,with 55 balls remaining),Mumbai,Mumbai,India,"May 17, 1997"
ODI # 1208,Sri Lanka,New Zealand,214,162,10,10,away,away,Sri Lanka,52,runs,Day and night,Pepsi Independence Cup,Romesh Kaluwitharana,Sri Lanka,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",Sri Lanka,bat first,NA,Hyderabad (Deccan),Hyderabad,India,"May 20, 1997"
ODI # 1209,Pakistan,India,327,292,5,10,away,home,Pakistan,35,runs,Day and night,Pepsi Independence Cup,Saeed Anwar,Pakistan,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,bat first,NA,Chennai,Chepauk,India,"May 21, 1997"
ODI # 1210,Australia,England,170,175,8,4,away,home,England,6,wickets,Day,Australia tour of England and Scotland,Adam Hollioake,England,"Headingley, Leeds",England,field first,with 59 balls remaining),Leeds,Leeds,England,"May 22, 1997"
ODI # 1212,Sri Lanka,Pakistan,339,224,4,10,away,away,Sri Lanka,115,runs,Day and night,Pepsi Independence Cup,Sanath Jayasuriya,Sri Lanka,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Sri Lanka,bat first,NA,Mohali,Mohali,India,"May 24, 1997"
ODI # 1211,Australia,England,249,253,6,4,away,home,England,6,wickets,Day,Australia tour of England and Scotland,Mike Atherton,England,"Kennington Oval, London",England,field first,with 10 balls remaining),The Oval,London,England,"May 24, 1997"
ODI # 1213,Australia,England,269,270,10,4,away,home,England,6,wickets,Day,Australia tour of England and Scotland,Darren Gough,England,"Lord's, London",England,field first,with 6 balls remaining),Lord's,St John's Wood Road,England,"May 25, 1997"
ODI # 1214,Sri Lanka,Pakistan,309,224,10,10,away,away,Sri Lanka,85,runs,Day and night,Pepsi Independence Cup,Aravinda de Silva,Sri Lanka,"Eden Gardens, Calcutta",Sri Lanka,bat first,NA,Kolkata,Kolkata,India,"May 27, 1997"
ODI # 1215,West Indies,Sri Lanka,283,248,7,8,home,away,West Indies,35,runs,Day,Sri Lanka tour of West Indies,Stuart Williams,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Sri Lanka,field first,NA,Port of Spain,Port of Spain,West Indies,"Jun 6, 1997"
ODI # 1216,Sri Lanka,Pakistan,239,224,10,9,home,away,Sri Lanka,15,runs,Day,Pepsi Asia Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",Pakistan,field first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Jul 14, 1997"
ODI # 1217,Pakistan,Bangladesh,319,210,5,10,away,away,Pakistan,109,runs,Day,Pepsi Asia Cup,Saeed Anwar,Pakistan,"R Premadasa Stadium, Colombo",Pakistan,bat first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Jul 16, 1997"
ODI # 1218,India,Sri Lanka,227,231,6,4,away,home,Sri Lanka,6,wickets,Day,Pepsi Asia Cup,Arjuna Ranatunga,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field first,with 32 balls remaining),Colombo (RPS),Khettarama,Sri Lanka,"Jul 18, 1997"
ODI # 1220,Sri Lanka,Bangladesh,296,193,4,8,home,away,Sri Lanka,103,runs,Day,Pepsi Asia Cup,Sanath Jayasuriya,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Bangladesh,field first,NA,Colombo (SSC),Colombo,Sri Lanka,"Jul 22, 1997"
ODI # 1221,Bangladesh,India,130,132,8,1,away,away,India,9,wickets,Day,Pepsi Asia Cup,Sourav Ganguly,India,"Sinhalese Sports Club Ground, Colombo",India,field first,with 168 balls remaining),Colombo (SSC),Colombo,Sri Lanka,"Jul 24, 1997"
ODI # 1222,India,Sri Lanka,239,240,7,2,away,home,Sri Lanka,8,wickets,Day,Pepsi Asia Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",India,bat first,with 79 balls remaining),Colombo (RPS),Khettarama,Sri Lanka,"Jul 26, 1997"
ODI # 1223,Sri Lanka,India,302,300,4,7,home,away,Sri Lanka,2,runs,Day and night,India tour of Sri Lanka,Ajay Jadeja,India,"R Premadasa Stadium, Colombo",India,field first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Aug 17, 1997"
