incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude
34598091,01/03/2009 08:31,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000130,Camden Town with Primrose Hill,E09000007,Camden,Euston,NULL,Fitzroy Road,NULL,NW1,528043,183876,528050,183850,51.53927199,-0.155102008
35246091,02/03/2009 14:29,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000475,Beckton,E09000025,Newham,East Ham,NULL,Robin Crescent,22207863,E6,NULL,NULL,542050,181750,NULL,NULL
35738091,03/03/2009 11:05,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000481,East Ham North,E09000025,Newham,East Ham,NULL,Edith Road,22207542,E6,NULL,NULL,541750,184250,NULL,NULL
35781091,03/03/2009 12:54,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (mobile),Railway building - other,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000478,Canning Town South,E09000025,Newham,Plaistow,NULL,Silvertown Way,NULL,E16,539504,181475,539550,181450,51.51498237,0.009102484
36590091,04/03/2009 18:36,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (mobile),River/canal,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,E05000474,Wimbledon Park,E09000024,Merton,Wimbledon,NULL,Weir Road,NULL,SW19,525885,171885,525850,171850,51.43199153,-0.19047348
36694091,04/03/2009 21:44,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (mobile),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Whitechapel,NULL,Brick Lane,22700191,E1,NULL,NULL,533850,181850,NULL,NULL
36729091,04/03/2009 23:35,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (mobile),Canal/riverbank vegetation,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000447,Lee Green,E09000023,Lewisham,Lee Green,NULL,Weardale Road,NULL,SE13,538844,175164,538850,175150,51.45843297,-0.002884196
37589091,06/03/2009 15:22,2009,2008/09,Special Service,1,2,255,510,Redacted,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000485,Green Street East,E09000025,Newham,East Ham,46023983,Elizabeth Road,22200586,E6,541831,184038,541850,184050,51.53743364,0.043645966
37752091,06/03/2009 20:25,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009388,Abingdon,E09000020,Kensington and Chelsea,Kensington,NULL,South Edwardes Square,NULL,W8,524987,179079,524950,179050,51.49684467,-0.20084439
38115091,07/03/2009 15:00,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000331,Heathrow Villages,E09000017,Hillingdon,Hayes,NULL,West End Lane,NULL,UB3,NULL,NULL,508450,177350,NULL,NULL
38412091,07/03/2009 22:52,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05011108,Nunhead & Queen's Road,E09000028,Southwark,New Cross,NULL,Hooks Close,22501286,SE15,NULL,NULL,534750,176550,NULL,NULL
39040091,08/03/2009 23:54,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (mobile),Other outdoor structures,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000112,Clock House,E09000006,Bromley,Beckenham,1.00024E+11,Elmers End Road,20300747,BR3,535275,169192,535250,169150,51.40562868,-0.056501617
39688091,10/03/2009 10:18,2009,2008/09,Special Service,1,2,255,510,Redacted,Cat,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000497,Bridge,E09000026,Redbridge,Woodford,NULL,Underwood Road,NULL,IG8,541613,191143,541650,191150,51.60133166,0.043365143
40866091,12/03/2009 11:51,2009,2008/09,Special Service,2,3,255,765,Redacted,Horse,Person (mobile),Other outdoor location,Outdoor,Other animal assistance,Animal assistance - Lift heavy livestock animal,E05000030,Eastbrook,E09000002,Barking and Dagenham,Dagenham,100007496,The Chase,19900828,RM7,551413,186198,551450,186150,51.55435513,0.182630569
40929091,12/03/2009 13:51,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),"Nurseries, market garden",Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000503,Fairlop,E09000026,Redbridge,Hainault,NULL,Inverness Drive,NULL,IG6,545379,191578,545350,191550,51.60428185,0.097883827
40946091,12/03/2009 14:36,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000477,Canning Town North,E09000025,Newham,Plaistow,NULL,Grange Road,22201429,E13,NULL,NULL,539950,182650,NULL,NULL
42324091,14/03/2009 20:06,2009,2008/09,Special Service,1,2,255,510,Redacted,Bird,Person (land line),Other retail,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000418,Clapham Common,E09000022,Lambeth,Clapham,1.00023E+11,Abbeville Road,21900061,SW4,529250,174250,529250,174250,51.45248937,-0.141230246
42388091,14/03/2009 21:29,2009,2008/09,Special Service,1,1,255,255,Redacted,Unknown - Heavy Livestock Animal,Person (mobile),Private Garden Shed,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000111,Chislehurst,E09000006,Bromley,Eltham,1.0002E+11,Barham Road,20302299,BR7,543609,171318,543650,171350,51.42268621,0.064096003
42771091,15/03/2009 14:59,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000342,West Drayton,E09000017,Hillingdon,Hayes,NULL,Station Road,21401864,UB7,NULL,NULL,506350,179650,NULL,NULL
42805091,15/03/2009 15:55,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (land line),Park,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000073,Danson Park,E09000004,Bexley,Bexley,NULL,Danson Park,NULL,DA6,547276,175179,547250,175150,51.45643893,0.118404478
43668091,16/03/2009 19:56,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000599,High Street,E09000031,Waltham Forest,Walthamstow,NULL,Hawarden Road,22843850,E17,NULL,NULL,535850,189150,NULL,NULL
44528091,18/03/2009 09:37,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009317,Bethnal Green,E09000030,Tower Hamlets,Bethnal Green,NULL,Tollet Street,22701221,E1,NULL,NULL,535650,182250,NULL,NULL
44576091,18/03/2009 11:23,2009,2008/09,Special Service,1,2,255,510,Redacted,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000486,Green Street West,E09000025,Newham,Stratford,NULL,Westbury Road,22200283,E7,NULL,NULL,540850,184950,NULL,NULL
44593091,18/03/2009 11:46,2009,2008/09,Special Service,1,1,255,255,Redacted,Sheep,Person (land line),River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,E05000593,Chingford Green,E09000031,Waltham Forest,Chingford,NULL,Lea Valley Road,NULL,E4,537512,195033,537550,195050,51.63730176,-0.014284793
45058091,18/03/2009 22:07,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000529,South Twickenham,E09000027,Richmond upon Thames,Twickenham,1.00022E+11,Strawberry Vale,22403855,TW1,516044,172402,516050,172450,51.43873711,-0.331805652
46051091,20/03/2009 13:35,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05011468,Fairfield,E09000008,Croydon,Croydon,NULL,Coombe Road,20502601,CR0,NULL,NULL,532450,164850,NULL,NULL
46168091,20/03/2009 16:36,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000195,Chase,E09000010,Enfield,Enfield,207116149,Elm Gardens,20702659,EN2,532650,198384,532650,198350,51.66858263,-0.083228566
46614091,21/03/2009 09:22,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000138,Holborn and Covent Garden,E09000007,Camden,Soho,NULL,Northington Street,20401017,WC1N,NULL,NULL,530750,182050,NULL,NULL
46818091,21/03/2009 16:01,2009,2008/09,Special Service,1,1,255,255,Redacted,Unknown - Heavy Livestock Animal,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000282,West Green,E09000014,Haringey,Hornsey,NULL,Langham Close,21103517,N15,NULL,NULL,531550,189650,NULL,NULL
46950091,21/03/2009 18:24,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05011110,Peckham,E09000028,Southwark,Old Kent Road,2.00003E+11,Hoyland Close,22501310,SE15,534615,177301,534650,177350,51.47865805,-0.062904025
49666091,25/03/2009 19:53,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (land line),Outdoor storage,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05009329,St. Dunstan's,E09000030,Tower Hamlets,Bethnal Green,6136084,Eastfield Street,22702396,E14,536442,181589,536450,181550,51.51675404,-0.034953717
49798091,25/03/2009 23:32,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),Warehouse,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000094,Kilburn,E09000005,Brent,West Hampstead,NULL,Priory Park Road,NULL,NW6,525021,183897,525050,183850,51.54013744,-0.198646295
50107091,26/03/2009 16:04,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000428,St. Leonard's,E09000022,Lambeth,Norbury,NULL,Lewin Road,21900869,SW16,NULL,NULL,529850,170950,NULL,NULL
50224091,26/03/2009 19:39,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000033,Goresbrook,E09000002,Barking and Dagenham,Dagenham,100000157,Lullington Road,19900003,RM9,548250,184167,548250,184150,51.53694489,0.136186442
50969091,28/03/2009 03:28,2009,2008/09,Special Service,1,1,255,255,Redacted,Dog,Person (land line),Private garage,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000317,Pettits,E09000016,Havering,Romford,1.00021E+11,Collier Row Lane,21301094,RM5,550223,190138,550250,190150,51.59007418,0.167161739
51076091,28/03/2009 10:51,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011485,South Norwood,E09000008,Croydon,Woodside,NULL,Farnley Road,20500936,SE25,NULL,NULL,532950,168050,NULL,NULL
51218091,28/03/2009 16:00,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (mobile),Multi-Storey car park,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000408,Grove,E09000021,Kingston upon Thames,Kingston,128011094,Lady Booth Road,21800579,KT1,518241,169196,518250,169150,51.40946896,-0.301280159
51295091,28/03/2009 18:12,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (land line),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000365,Turnham Green,E09000018,Hounslow,Chiswick,NULL,Wellesley Road,21501177,W4,NULL,NULL,520150,178250,NULL,NULL
51306091,28/03/2009 18:38,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (land line),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000143,St. Pancras and Somers Town,E09000007,Camden,Euston,NULL,Chalton Street,20400794,NW1,NULL,NULL,529550,183150,NULL,NULL
51613091,29/03/2009 11:37,2009,2008/09,Special Service,1,1,255,255,Redacted,Bird,Person (mobile),Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000143,St. Pancras and Somers Town,E09000007,Camden,Euston,NULL,Chalton Street,NULL,NW1,529876,182723,529850,182750,51.52849185,-0.129111558
52735091,31/03/2009 07:40,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (land line),"Takeaway, fast food",Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000107,Biggin Hill,E09000006,Bromley,Biggin Hill,1.00023E+11,Main Road,20302882,TN16,542161,158562,542150,158550,51.30842551,0.038190634
53242091,31/03/2009 21:00,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Police,Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Kingston,NULL,Petersham Road,NULL,TW10,518275,173281,518250,173250,51.44617602,-0.299427934
53328091,31/03/2009 23:41,2009,2008/09,Special Service,1,1,255,255,Redacted,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000476,Boleyn,E09000025,Newham,Plaistow,NULL,Boundary Road,22200398,E13,NULL,NULL,541550,182950,NULL,NULL
53426091,01/04/2009 07:01,2009,2009/10,Special Service,1,1,260,260,Redacted,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Kingston,NULL,Petersham Road,NULL,TW10,518215,173325,518250,173350,51.44658399,-0.300276241
54193091,02/04/2009 11:59,2009,2009/10,Special Service,1,1,260,260,Redacted,Dog,Person (mobile),Pipe or drain,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000517,East Sheen,E09000027,Richmond upon Thames,Richmond,NULL,Fife Road,NULL,SW14,520423,174506,520450,174550,51.45673375,-0.268116991
54586091,03/04/2009 01:27,2009,2009/10,Special Service,1,1,260,260,Redacted,Dog,Person (mobile),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000463,Lavender Fields,E09000024,Merton,Mitcham,NULL,Victoria Road,NULL,CR4,527135,170076,527150,170050,51.41545484,-0.173149512
56140091,05/04/2009 11:35,2009,2009/10,Special Service,1,1,260,260,Redacted,Cat,Person (land line),Private garage,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000140,Kilburn,E09000007,Camden,West Hampstead,5021535,Kingsgate Road,20400550,NW6,525284,183950,525250,183950,51.5405555,-0.194837117
56826091,06/04/2009 12:12,2009,2009/10,Special Service,1,1,260,260,Redacted,Dog,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000054,Hale,E09000003,Barnet,Mill Hill,NULL,Banstock Road,20002240,HA8,NULL,NULL,520050,191650,NULL,NULL
57003091,06/04/2009 16:20,2009,2009/10,Special Service,1,1,260,260,Redacted,Dog,Person (land line),Other retail,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000437,Bellingham,E09000023,Lewisham,Forest Hill,NULL,Holmshaw Close,NULL,SE26,536484,171829,536450,171850,51.42903652,-0.038116382
58297091,08/04/2009 14:31,2009,2009/10,Special Service,1,1,260,260,Redacted,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011484,South Croydon,E09000008,Croydon,Croydon,1.00021E+11,St. Peters Road,20502342,CR0,532752,164426,532750,164450,51.36339425,-0.094533415
59370091,10/04/2009 04:39,2009,2009/10,Special Service,1,1,260,260,Redacted,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05011489,Woodside,E09000008,Croydon,Woodside,NULL,Woodside Road,20501593,SE25,NULL,NULL,534750,167150,NULL,NULL
59435091,10/04/2009 09:58,2009,2009/10,Special Service,1,1,260,260,Redacted,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000429,Stockwell,E09000022,Lambeth,Brixton,NULL,Burnley Road,21900263,SW9,NULL,NULL,530750,176350,NULL,NULL
