animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,NA,コンが教えて差し上げます！まるわかり東京レイヴンズ,['Tokyo Ravens Specials'],ONA,Unknown,"['Geneon Universal Entertainment', 'Tokyo MX']","['Shounen', 'Supernatural']",[],3,Finished Airing,FALSE,"{'from': '2013-10-23T00:00:00+00:00', 'to': '2014-01-30T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 10, 'year': 2013}, 'to': {'day': 30, 'month': 1, 'year': 2014}}, 'string': 'Oct 23, 2013 to Jan 30, 2014'}",5 min per ep,PG-13 - Teens 13 or older,6.86,2285,4188,4195,8767,6,Short web specials where Kon explains a bit more about the series and the Onmyouji world.,NA,NA,NA,"{'Full story': [{'mal_id': 16011, 'type': 'anime', 'name': 'Tokyo Ravens', 'url': 'https://myanimelist.net/anime/16011/Tokyo_Ravens'}]}"
23407,Toki: Kono Hoshi no Mirai wo Mitsumete,NA,トキ この地球(ほし)の未来を見つめて,['Nipponia-Nippon into the Future from this Earth'],Special,Unknown,['Mushi Production'],"['Historical', 'Drama']",[],2,Finished Airing,FALSE,"{'from': '2003-12-20T00:00:00+00:00', 'to': '2003-12-27T00:00:00+00:00', 'prop': {'from': {'day': 20, 'month': 12, 'year': 2003}, 'to': {'day': 27, 'month': 12, 'year': 2003}}, 'string': 'Dec 20, 2003 to Dec 27, 2003'}",24 min per ep,G - All Ages,5.93,15,13291,13536,127,0,NA,NA,NA,NA,{}
23409,Duel Masters VS,NA,デュエル・マスターズ VS,['Duel Masters Versus'],TV,Original,[],"['Action', 'Adventure', 'Comedy', 'Shounen']",['Ascension'],49,Finished Airing,FALSE,"{'from': '2014-04-05T00:00:00+00:00', 'to': '2015-03-28T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 4, 'year': 2014}, 'to': {'day': 28, 'month': 3, 'year': 2015}}, 'string': 'Apr 5, 2014 to Mar 28, 2015'}",24 min per ep,PG-13 - Teens 13 or older,6.06,127,7527,9571,679,1,"The most anticipated card game, Duel Masters had returned after 2 years since the battle in the past season. However, Katta Kirifuda once the strongest duelist, is now a year 2 middle school student and had lost his passion of dueling throughout the 2 years, and dreams of curry bread every day. However, after an encounter with the baseball ace, Hokaben, a mysterious duelist and a reunion with his childhood friend Lulu Takigawa, he rekindled his dueling spirit and return to his journey of becoming the strongest duelist. With new friends and rivals and Katta's passionate duelist soul, the greatest battle begins! (Source: Duel Masters Wikia)",NA,Spring 2014,Unknown,"{'Prequel': [{'mal_id': 21999, 'type': 'anime', 'name': 'Duel Masters Victory V3', 'url': 'https://myanimelist.net/anime/21999/Duel_Masters_Victory_V3'}], 'Sequel': [{'mal_id': 29687, 'type': 'anime', 'name': 'Duel Masters VSR', 'url': 'https://myanimelist.net/anime/29687/Duel_Masters_VSR'}]}"
23421,Re:␣Hamatora,Re: Hamatora: Season 2,Re:␣ ハマトラ,"['Hamatora The Animation 2nd Season', 'Reply Hamatora']",TV,Original,"['TV Tokyo', 'Sotsu', 'AT-X', 'DAX Production', 'NAZ', 'DIVE II Entertainment', 'Avex Pictures', 'Q-Tec', 'Shueisha', ""Toy's Factory""]","['Mystery', 'Comedy', 'Super Power', 'Drama']",['Lerche'],12,Finished Airing,FALSE,"{'from': '2014-07-08T00:00:00+00:00', 'to': '2014-09-23T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 7, 'year': 2014}, 'to': {'day': 23, 'month': 9, 'year': 2014}}, 'string': 'Jul 8, 2014 to Sep 23, 2014'}",24 min per ep,R - 17+ (violence & profanity),7.48,50517,1746,908,109083,344,"It has been three months since the incident at Yokohama. Things have been settling down at Cafe Nowhere. Murasaki and Hajime have teamed up and started investigating again. After an unforeseen reunion, Art holds Nice at gunpoint. What are his real intentions? What will become of the connection between Art and Hamatora? (Source: Crunchyroll)",NA,Summer 2014,Tuesdays at 02:05 (JST),"{'Prequel': [{'mal_id': 20689, 'type': 'anime', 'name': 'Hamatora The Animation', 'url': 'https://myanimelist.net/anime/20689/Hamatora_The_Animation'}], 'Summary': [{'mal_id': 30290, 'type': 'anime', 'name': 'Fw:Hamatora', 'url': 'https://myanimelist.net/anime/30290/Fw_Hamatora'}]}"
23423,Mujaki no Rakuen,Paradise of Innocence,無邪気の楽園,[],OVA,Manga,['Hakusensha'],"['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']",[],3,Finished Airing,FALSE,"{'from': '2014-08-29T00:00:00+00:00', 'to': '2016-08-29T00:00:00+00:00', 'prop': {'from': {'day': 29, 'month': 8, 'year': 2014}, 'to': {'day': 29, 'month': 8, 'year': 2016}}, 'string': 'Aug 29, 2014 to Aug 29, 2016'}",26 min per ep,R+ - Mild Nudity,6.04,6976,7608,3043,18115,33,"Shouta Handa is a jobless 25 year old who is sick and tired of his boring life. One evening, at the class reunion, he gets to meet all of the cute girls that used to be his classmates. He soon discovers that they are all successful with interesting careers, and even more importantly—really beautiful now, with bigger curves. Unfortunately, it seems that they are all aware of his boring, unsuccessful life, so they mock him and call him a loser, just like in the old days. Everything changes when Shouta goes for a walk to have a smoke and accidentally falls into the school swimming pool. This triggers a supernatural phenomenon that takes him back ten years into the past. He finds himself in the same swimming pool during swimming class, surrounded by his female classmates in bikinis. How is Shouta going to deal with their cuteness and closeness now that he is a grown man in a boy's body?",NA,NA,NA,"{'Adaptation': [{'mal_id': 37885, 'type': 'manga', 'name': 'Mujaki no Rakuen', 'url': 'https://myanimelist.net/manga/37885/Mujaki_no_Rakuen'}]}"
23425,Karneval (TV) Specials,NA,コミックスカバー裏コメント,[],Special,Unknown,['Bandai Visual'],"['Comedy', 'Josei']",['Manglobe'],11,Finished Airing,FALSE,"{'from': '2013-06-21T00:00:00+00:00', 'to': '2013-11-22T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 6, 'year': 2013}, 'to': {'day': 22, 'month': 11, 'year': 2013}}, 'string': 'Jun 21, 2013 to Nov 22, 2013'}",30 sec per ep,PG-13 - Teens 13 or older,7.09,1367,3325,4753,6479,6,Reproduction of ending scenes with the addition of new scenes.,NA,NA,NA,"{'Parent story': [{'mal_id': 16035, 'type': 'anime', 'name': 'Karneval', 'url': 'https://myanimelist.net/anime/16035/Karneval'}]}"
23427,Oneechan ga Kita: Hajimete no… Kitaa!,NA,お姉ちゃんが来た 初めての... キター!,"['Oneechan ga Kita Special', 'Onee-chan ga Kita Episode 13', 'My Sister Came Special']",Special,4-koma manga,"['Takeshobo', 'C2C']","['Slice of Life', 'Comedy']",[],1,Finished Airing,FALSE,"{'from': '2014-03-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 22, 2014'}",4 min,PG-13 - Teens 13 or older,6.54,9872,5633,3218,16216,3,This episode shows Ichika's and Tomoya's first encounter. Episode 13 included with the Blu-ray release.,NA,NA,NA,"{'Prequel': [{'mal_id': 20931, 'type': 'anime', 'name': 'Oneechan ga Kita', 'url': 'https://myanimelist.net/anime/20931/Oneechan_ga_Kita'}]}"
23433,Shin Strange+,NA,真 ストレンジ・プラス,"['Strange Plus Second Season', 'Strange+ 2nd Season', 'Sin Strange Plus', 'Sin Strange+']",TV,Manga,['Dream Creation'],"['Slice of Life', 'Comedy', 'Josei']",['Seven'],12,Finished Airing,FALSE,"{'from': '2014-07-11T00:00:00+00:00', 'to': '2014-09-26T00:00:00+00:00', 'prop': {'from': {'day': 11, 'month': 7, 'year': 2014}, 'to': {'day': 26, 'month': 9, 'year': 2014}}, 'string': 'Jul 11, 2014 to Sep 26, 2014'}",3 min per ep,PG-13 - Teens 13 or older,6.32,5268,6565,3771,11227,6,Second season of Strange+.,NA,Summer 2014,Unknown,"{'Adaptation': [{'mal_id': 60721, 'type': 'manga', 'name': 'Strange+', 'url': 'https://myanimelist.net/manga/60721/Strange_'}], 'Prequel': [{'mal_id': 21067, 'type': 'anime', 'name': 'Strange+', 'url': 'https://myanimelist.net/anime/21067/Strange_'}], 'Side story': [{'mal_id': 25441, 'type': 'anime', 'name': 'Shin Strange+ Special', 'url': 'https://myanimelist.net/anime/25441/Shin_Strange__Special'}]}"
23439,Toki wa Meguru: Tokyo Station,Passage of Time: Tokyo Station,時季（とき）は巡る～TOKYO STATION～,[],ONA,Original,[],['Slice of Life'],['A-1 Pictures'],1,Finished Airing,FALSE,"{'from': '2014-06-24T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jun 24, 2014'}",5 min,G - All Ages,6.66,1949,5085,5921,3754,4,"Misaki, a 25-year-old woman who is soon to be married, finds an old photo taken at Tokyo Station and an old, broken pocket watch from her late father. Her father worked at Tokyo Station during his life and was a very strict man in her memory, but she saw his smile from the old photo that she's never seen before. Misaki, in attempt to have the old pocket watch repaired, discovers that a watch store existed in Tokyo Station in the past.",Toki wa Meguru was created in celebration of the 100th anniversary of Tokyo Station. The goal of the short anime is to show the history of the station through animation and music.,NA,NA,{}
23441,Love Stage!!: Chotto ja Nakutte,NA,LOVE STAGE!! チョットジャナクッテ,['Love Stage!! OVA'],OVA,Manga,['Kadokawa Shoten'],"['Comedy', 'Romance', 'Shounen Ai']",['J.C.Staff'],1,Finished Airing,FALSE,"{'from': '2014-11-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 22, 2014'}",23 min,PG-13 - Teens 13 or older,7.67,19622,1191,2067,36336,66,Bundled with volume five of manga.,NA,NA,NA,"{'Adaptation': [{'mal_id': 25081, 'type': 'manga', 'name': 'Love Stage!!', 'url': 'https://myanimelist.net/manga/25081/Love_Stage'}], 'Parent story': [{'mal_id': 21105, 'type': 'anime', 'name': 'Love Stage!!', 'url': 'https://myanimelist.net/anime/21105/Love_Stage'}]}"
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",NA,あの夏で待ってる 特別編「僕達は高校最後の夏を過ごしながら、 あの夏を待っている。」,"['Ano Natsu de Matteru Special', 'Waiting in the Summer Special']",Special,Original,['Geneon Universal Entertainment'],"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",['J.C.Staff'],1,Finished Airing,FALSE,"{'from': '2014-08-29T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 29, 2014'}",26 min,PG-13 - Teens 13 or older,7.27,16092,2566,2329,29569,26,Special episode included in the Blu-ray Box of Ano Natsu de Matteru.,NA,NA,NA,"{'Prequel': [{'mal_id': 11433, 'type': 'anime', 'name': 'Ano Natsu de Matteru', 'url': 'https://myanimelist.net/anime/11433/Ano_Natsu_de_Matteru'}]}"
23459,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,NA,世界征服～謀略のズヴィズダー～ 新・ズヴィズダー大作戦,"['Sekai Seifuku: Bouryaku no Zvezda Episode 13', 'Sekai Seifuku: Bouryaku no Zvezda Special']",Special,Original,"['Aniplex', 'flying DOG']","['Action', 'Comedy', 'Fantasy']",['A-1 Pictures'],1,Finished Airing,FALSE,"{'from': '2014-10-15T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 15, 2014'}",24 min,PG-13 - Teens 13 or older,6.78,6652,4523,3390,14636,5,"The unaired 13th episode of Sekai Seifuku: Bouryaku no Zvezda that will be included in Volume 7 of the BD/DVD. In this special, Kate and company will launch their own idol unit. (Source: Crunchyroll)",NA,NA,NA,"{'Prequel': [{'mal_id': 20973, 'type': 'anime', 'name': 'Sekai Seifuku: Bouryaku no Zvezda', 'url': 'https://myanimelist.net/anime/20973/Sekai_Seifuku__Bouryaku_no_Zvezda'}]}"
23475,Saimin Jutsu Zero Special,NA,催眠術ZERO,['Love Triangle'],Special,Visual novel,['Milky Animation Label'],['Hentai'],[],1,Finished Airing,FALSE,"{'from': '2013-09-06T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 6, 2013'}",5 min,Rx - Hentai,5.99,414,NA,8238,1342,1,Short special included in the Blu-ray/DVD Volume 2.,NA,NA,NA,"{'Parent story': [{'mal_id': 18151, 'type': 'anime', 'name': 'Saimin Jutsu Zero', 'url': 'https://myanimelist.net/anime/18151/Saimin_Jutsu_Zero'}]}"
23477,Kakushi Dere Special,NA,かくしデレ,[],Special,Manga,['Pashmina'],['Hentai'],[],1,Finished Airing,FALSE,"{'from': '2013-11-29T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 29, 2013'}",2 min,Rx - Hentai,6.4,615,NA,7674,1743,0,Short special included in the DVD Volume 3.,NA,NA,NA,"{'Adaptation': [{'mal_id': 37577, 'type': 'manga', 'name': 'Kakushi Dere', 'url': 'https://myanimelist.net/manga/37577/Kakushi_Dere'}], 'Parent story': [{'mal_id': 17745, 'type': 'anime', 'name': 'Kakushi Dere', 'url': 'https://myanimelist.net/anime/17745/Kakushi_Dere'}]}"
23479,Itadaki! Seieki♥ Special,NA,いただきっ! セーエキ♥,[],Special,Manga,['Pashmina'],['Hentai'],[],1,Finished Airing,FALSE,"{'from': '2014-03-28T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 28, 2014'}",5 min,Rx - Hentai,7.13,3880,NA,4482,7502,17,Short special included in the DVD Volume 1.,NA,NA,NA,"{'Adaptation': [{'mal_id': 49697, 'type': 'manga', 'name': 'Itadaki! Seieki♥', 'url': 'https://myanimelist.net/manga/49697/Itadaki_Seieki♥'}], 'Parent story': [{'mal_id': 22429, 'type': 'anime', 'name': 'Itadaki! Seieki♥', 'url': 'https://myanimelist.net/anime/22429/Itadaki_Seieki♥'}]}"
23483,Decorator,NA,DECORATOR,[],Music,Unknown,[],['Music'],[],1,Finished Airing,FALSE,"{'from': '2014-02-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 20, 2014'}",3 min,G - All Ages,6.11,865,7361,8151,1392,1,livetune feat. Hatsune Miku「DECORATOR」Music Video,NA,NA,NA,{}
23487,Witch Craft Works Specials,NA,なぜなに！？うぃっちくらふとわ～くす,['Witchcraft Works Specials'],Special,Unknown,['Lantis'],"['Magic', 'Comedy']",['J.C.Staff'],6,Finished Airing,FALSE,"{'from': '2014-03-26T00:00:00+00:00', 'to': '2014-08-27T00:00:00+00:00', 'prop': {'from': {'day': 26, 'month': 3, 'year': 2014}, 'to': {'day': 27, 'month': 8, 'year': 2014}}, 'string': 'Mar 26, 2014 to Aug 27, 2014'}",5 min per ep,PG-13 - Teens 13 or older,6.8,1768,4450,4611,6941,2,Specials included in Blu-rays/DVDs of Witch Craft Works.,NA,NA,NA,"{'Parent story': [{'mal_id': 21085, 'type': 'anime', 'name': 'Witch Craft Works', 'url': 'https://myanimelist.net/anime/21085/Witch_Craft_Works'}]}"
23499,Gakumon!: Ookami Shoujo wa Kujikenai,NA,がくモン!〜オオカミ少女はくじけない〜,"[""School of Monsters! Wolf Girl Won't Give Up""]",ONA,Manga,[],"['Comedy', 'School', 'Shounen']",[],3,Finished Airing,FALSE,"{'from': '2014-04-25T00:00:00+00:00', 'to': '2014-12-04T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 4, 'year': 2014}, 'to': {'day': 4, 'month': 12, 'year': 2014}}, 'string': 'Apr 25, 2014 to Dec 4, 2014'}",6 min per ep,PG-13 - Teens 13 or older,6.62,506,5251,7531,1858,3,"”Wereman"" Shushu's life is turned upside down when her father tells her that despite what she was told her entire life, she is in fact a female, and cannot become a wereman. To be certified as a wereman so she can become a public servant and let her father retire, she enrolls in Monster Academy. There, she meets Juzu, the son of the monster king who founded the school. Although he is feared by everyone due to his status, when her secret is exposed to the monster prince, she finds out that Juzu is in fact stupid, but is kind and just wanted a friend. With all the eyes of the students on Shushu and Juzu, the inconspicuous life Shushu so direly desired goes down the drain. Note: The third episode will begin streaming on December 4, 2014 to celebrate the release of the manga's first compiled book volume, which will ship in Japan the same day. (Source: ANN)",NA,NA,NA,"{'Adaptation': [{'mal_id': 69871, 'type': 'manga', 'name': 'Gakumon!: Ookami Shoujo wa Kujikenai', 'url': 'https://myanimelist.net/manga/69871/Gakumon__Ookami_Shoujo_wa_Kujikenai'}]}"
23511,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,NA,超爆裂異次元メンコバトル ギガントシューター つかさ,['Gigant Shooter Tsukasa'],TV,Original,"['NHK', 'Asmik Ace', 'Bushiroad', 'FOREST Hunting One']","['Action', 'Game', 'Comedy', 'Kids']",['Fanworks'],32,Finished Airing,FALSE,"{'from': '2014-04-01T00:00:00+00:00', 'to': '2015-02-10T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 4, 'year': 2014}, 'to': {'day': 10, 'month': 2, 'year': 2015}}, 'string': 'Apr 1, 2014 to Feb 10, 2015'}",9 min per ep,PG-13 - Teens 13 or older,5.13,30,10669,11686,242,0,"The anime follows Tsukasa, whose dream is to become the best at Gigant Shooter (battles in a game similar to pog) in the world. The menko card his father left for him called King Menger is his partner. Tsukasa's fellow gamers are the cute but tsundere Koide Miruko, the spectacled bully Numata Manabu, and the realist and sharp-tongued Doumoto Ataru. (Source: ANN)",NA,Spring 2014,Unknown,{}
