city,alternate_city_names,state,country,country_code,latitude,longitude,timezone,population,elevation_m
Brighton,"Brajton,Брайтон",MI,USA,US,42.52948,-83.78022,America/Detroit,7609,282
Lake Stevens,"Lake Stevens,Lejk Stivens,Lejk Stivuns,Stevens Lake,leikeuseutibeunseu,lyk astywns  washyngtn,lyk styfnz,reikusutibunsu,shi di wen si hu,Лейк Стивънс,Лејк Стивенс,ليك ستيفنز,لیک استیونس، واشینگتن,لیک سٹیونز، واشنگٹن,レイクスティーブンス,史帝文斯湖,레이크스티븐스",WA,USA,US,48.0151,-122.06374,America/Los_Angeles,30886,66
North Plains,"Nors Plehjns,Nort Plejns,Severen Plejns,nosupurenzu,nrt plyns  awrgn,nwrth blynz,Норс Плэйнс,Норт Плејнс,Северен Плейнс,نرت پلینس، اورگن,نورث بلينز,ノースプレーンズ",OR,USA,US,45.59706,-122.99344,America/Los_Angeles,2100,63
HAMPDEN,"Hampden,Khampdehn,South Wilbraham,hambdyn,hmpdn  masachwst,Хампдэн,هامبدين,همپدن، ماساچوست",MA,USA,US,42.06398,-72.41342,America/New_York,5261,95
Midland,"MAF,Midland,Midlend,Midway,mdland,mi de lan,middorando,mideullaendeu,mydlnd,mydlnd  tgzas,Мидланд,Мидленд,Мідленд,מידלנד,مدلاند,مڈلینڈ، ٹیکساس,میدلند، تگزاس,ミッドランド,米德蘭,미들랜드",TX,USA,US,31.99735,-102.07791,America/Chicago,132950,848
Presidio,"Presidio,bryzydyw,prsydyw  tgzas,Пресидио,Пресідіо,بريزيديو,پرسیدیو، تگزاس",TX,USA,US,29.56074,-104.37215,America/Chicago,3904,787
Nashville,"BNA,French Lick,Nachville,Nasburgum,Nashboro,Nashborough,Nashfile,Nashvil,Nashvill,Nashville,Nashville-Davidson,Nashwil,Nasvelis,Nasvil,Nasvila,Nasvilo,Naŝvilo,Našvila,Našvėlis,Nehshvill,Neshvil,Nesvil,Nesvilis,Nesvill,Neşvill,Nešvilis,n'yasabhila,n'yasbhila,n'yasbhilla,na shen wei er,na shu wei er,naesyubil,nashfyl,nasshubiru,nasvil,nesavhila,neshvili,nshwyl,Νάσβιλ,Нашвил,Нашвилл,Нашвіл,Нашвілл,Нешвил,Нэшвилл,Նեշվիլ,נאשוויל,ناشفيل,ناشولے,نشویل,نیشویل، ٹینیسی,नाश्विल्,नॅशव्हिल,न्याश्भिल,न्यास्भिल्ल,ন্যাশভিল,நாஷ்வில்,แนชวิลล์,ნეშვილი,ナッシュビル,納殊維爾,纳什维尔,내슈빌",TN,USA,US,36.16589,-86.78444,America/Chicago,689447,170
Doylestown,"DYL,Dojlstaun,Doyle Town,Doylestown,Doyltown,Dyletown,William Doyls Tavern,Дойлстаун,Дојлстаун",PA,USA,US,40.31011,-75.12989,America/New_York,8301,129
Charleston,"Carlstono,Carolopolis,Charles Town,Charles Towne,Charleston,Charleston i Sor-Carolina,Charleston i Sør-Carolina,Charlestowne,Charlston,Charlstoun,Charlstown,Charlstun,Tsarleston,cha er si dun,chalseuteon,charlstwn  karwlynay jnwby,charusuton,tsharlstwn,zʼrlstwn,Ĉarlstono,Τσάρλεστον,Чарлстон,Чарлстън,צארלסטון,تشارلستون,چارلستون، کارولینای جنوبی,چارلسٹن، جنوبی کیرولائنا,チャールストン,查尔斯顿,찰스턴",SC,USA,US,32.77657,-79.93092,America/New_York,132609,6
Brookings,"BOK,Brukings,brwkngz  awrygwn,brwkynghz,brwkyngs  awrgn,burukkinguzu,Брукингс,بروكينغز,بروکنگز، اوریگون,بروکینگس، اورگن,ブルッキングズ",OR,USA,US,42.05261,-124.28398,America/Los_Angeles,6476,48
Ormond Beach,"New Britain,Ormond,Ormond Beach,Ormond Bich,ao meng de hai tan,armanda bica,awrmnd bych  flwryda,awrmwnd bytsh  flwryda,Ормонд Бич,اورمند بیچ، فلوریدا,اورموند بيتش، فلوريدا,अर्मंड बीच,奥蒙德海滩",FL,USA,US,29.28581,-81.05589,America/New_York,40970,2
Gardena,"Gardena,Gardina,gadena,gardena,gardna  kalyfrnya,ghardyna,jia di na,Гардена,Гардина,غاردينا,گاردنا، کالیفرنیا,गार्डेना,ガーデナ,加迪纳,가데나",CA,USA,US,33.88835,-118.30896,America/Los_Angeles,60447,15
Brownwood,"BWD,Braunvud,Brownwood,beulaun-udeu,brawnwwd,brawnwwd  tgzas,Браунвуд,براونوود,براونوود، تگزاس,브라운우드",TX,USA,US,31.70932,-98.99116,America/Chicago,19031,416
Portland,"Bridgetown,P-town,PDX,Portland,Portland i Oregon,Portlandas,Portlandia,Portlando,Portlant,Portlend,Portlenda,Puddletown,Rip City,River City,Stumptown,The City of Roses,bo te lan,bwrtland  awryghwn,port land,portalainda,portalanda,portlant,portlendi,poteullaendeu,potorando,pwrtlnd,pwrtlnd  awrgn,Πόρτλαντ,Портланд,Портленд,Պորտլենդ,פורטלנד,بورتلاند، أوريغون,پورتلند، اورگن,पोर्टलंड,पोर्टलैंड,போர்ட்லன்ட்,పోర్ట్ లాండ్,ಪೋರ್ಟ್‌ಲ್ಯಾಂಡ್‌,พอร์ตแลนด์,პორტლენდი,ფორთლენდი,ポートランド,波特蘭,포틀랜드",OR,USA,US,45.52345,-122.67621,America/Los_Angeles,652503,12
Wyoming,"Camden Station,Vajoming,West Camden,Wyoming,huai e ming,vayominga,waywmngh,waywmyng  dlawr,Вайоминг,Вайомінг,Вајоминг,وايومنغ,وایومنگ، ڈیلاویئر,وایومینگ، دلاور,वायोमिंग,怀俄明",DE,USA,US,39.11817,-75.55881,America/New_York,1465,13
Scappoose,"Skappus,Skapus,skabws,skpws  awrgn,Скаппус,Скапус,سكابوس,سکپوس، اورگن",OR,USA,US,45.75428,-122.8776,America/Los_Angeles,6954,19
Oxnard,"OXR,Oksnard,Oxnard,aksanarda,ao ke si na de,awks nard  kalyfrnya,awksnard,ogseunadeu,okkusunado,Окснард,אוקסנארד,أوكسنارد,اوکس نارد، کالیفرنیا,اوکسنارڈ,अक्सनार्ड,オックスナード,奥克斯纳德,옥스나드",CA,USA,US,34.1975,-119.17705,America/Los_Angeles,207254,16
Vero Beach,"VRB,Viro Bich,bhero bica,bilobichi,wei luo hai tan,wrw bych  flwryda,Виро Бич,ورو بیچ، فلوریدا,ویرو بیچ، فلوریڈا,भेरो बीच,维罗海滩,비로비치",FL,USA,US,27.63864,-80.39727,America/New_York,16358,4
Seattle,"SEA,Seatl,Seatlo,Seattle,Seattlum,Siatl,Siatul,Siehtl,Sietl,Sietla,Sietlas,Sijetl,Siyaatil,Séatl,ciyattil,shiatoru,si'aitala,siaeteul,sietʼli,siyatal,siyatala,syatl,xi ya tu,Σιάτλ,Сиатъл,Сиетл,Сиэтл,Сијетл,Сіэтл,Сієтл,Սիեթլ,סיאטל,سياتل,سیئٹل,سیاتل,سیاٹل,सिअ‍ॅटल,सीऐटल,সিয়াটল,சியாட்டில்,ಸಿಯಾಟಲ್,ซีแอตเทิล,სიეტლი,ስያትል,ស៊ីតថល,シアトル,西雅圖,시애틀",WA,USA,US,47.60621,-122.33207,America/Los_Angeles,737015,56
Tyler,"TYR,Tajler,Tyler,tai lei,taira,taylr,taylr  tgzas,Тайлер,Тајлер,تايلر,تایلر، تگزاس,ٹائلر,ٹائلر، ٹیکساس,タイラー,泰勒",TX,USA,US,32.35126,-95.30106,America/Chicago,103700,164
Beaufort,"BFT,Beaufort,Bjufort,Granville,bo fu te,bwwfrt  karwlynay jnwby,byafwrt,byufoto,byupeoteu,Бјуфорт,بووفرت، کارولینای جنوبی,بيافورت,بیوفورٹ، جنوبی کیرولائنا,ビューフォート,博福特,뷰퍼트",SC,USA,US,32.43158,-80.66983,America/New_York,13306,2
Federal Way,"Federal Vej,Federal Way,Fedural Uej,fdral wy  washyngtn,federaruuei,fei de lei er wei,fydral way,pedeoleol-wei,Федерал Веј,Федърал Уей,فدرال وی، واشینگتن,فيدرال واي,فیڈرل وئے، واشنگٹن,فیڈرل وے,フェデラルウェイ,费德勒尔韦,페더럴웨이",WA,USA,US,47.32232,-122.31262,America/Los_Angeles,95171,141
Schererville,"Shervil,Шервил,شیئرویل، انڈیانا",IN,USA,US,41.47892,-87.45476,America/Chicago,28791,204
Mount Laurel,NA,NJ,USA,US,39.934,-74.891,America/New_York,41864,26
Coldwater,"Koldvoter,Koulduatehr,ke er de wo te,kwldwatr  myshygan,kwldwwtr,Колдвотер,Коулдуатэр,كولدووتر,کولدواتر، میشیگان,کولڈواٹر، مشی گن,科尔德沃特",MI,USA,US,41.94033,-85.00052,America/Detroit,10844,294
Virginia Beach,"Litus Virginiae,NTU,Verdzhinija-Bich,Vijini Beach,Virciniya Bic,Virciniya Biç,Virdzhini-Bich,Virdzhinija Bijch,Virdzhinija-Bich,Virdzhynija-Bich,Virdzinija Bich,Virdzinija Bycas,Virdzinijabica,Virdžinija Byčas,Virdžīnijabīča,Virginia Beach,Virginia Beach City,Virginija-Bich,Virginijabico,Virgìnia Beach,Virtzinia Bits,Virĝinijabiĉo,bajiniabichi,beojiniabichi,bharjiniya bica,frjynya bytsh,vharjiniya bica,virjinia-bichi,wei zhen ni ya hai tan,wexr ci neiy bich,wrjynya bych,wyrgynyh byz,wyrjynya bych  wyrjynya,Βιρτζίνια Μπιτς,Верджиния-Бич,Виргиния-Бич,Вирджини-Бич,Вирджиния Бийч,Вирджиния-Бич,Вирџинија Бич,Вірджинія-Біч,Вірджынія-Біч,Վիրջինիա Բիչ,וירגיניה ביץ,فرجينيا بيتش,ورجینیا بیچ,ویرجینیا بیچ، ویرجینیا,व्हर्जिनिया बीच,ভার্জিনিয়া বিচ,เวอร์จิเนียบีช,ვირჯინია-ბიჩი,バージニアビーチ,維珍尼亞海灘,버지니아비치",VA,USA,US,36.85293,-75.97799,America/New_York,452745,3
Wayne,NA,NJ,USA,US,40.92538,-74.27654,America/New_York,57915,53
Marblehead,"Marble Harbor,Marblehead,Marblkhed,Marblkhid,marblhd  masachwst,marblhyd,Марблхед,Марблхид,ماربلهد، ماساچوست,ماربلهيد",MA,USA,US,42.5001,-70.85783,America/New_York,19808,18
Firestone,NA,CO,USA,US,40.11248,-104.93664,America/Denver,11999,1515
Augusta,"AGS,Augusta,Augusta-Richmond County,Augusto,Aŭgusto,Ogasta,Ogusta,agasta,agasta ricamanda ka'unti,agwsta  jwrjya,ao gu si ta,awghsta,ogasuta,ogeoseuta,Огаста,Огъста,אוגוסטה,آگسٹا، جارجیا,آگوستا، جورجیا,أوغستا,अगस्टा,अगस्टा रिचमंड काउन्टी,অগাস্টা,オーガスタ,奥古斯塔,오거스타",GA,USA,US,33.47097,-81.97484,America/New_York,43459,43
Colorado Springs,"COS,Colorado Springs,El Paso,Fontes Coloratenses,Kalarada-Spryngs,Kolorado Springs,Kolorado Springsas,Kolorado Sprinqs,Kolorado-Springs,Kolorado-Springz,Koloradospringsa,Koloranto Sprin'nks,Kolorādospringsa,kalorado sprinsa,ke luo la duo si pu lin si,klradw aspryngz,kolloladoseupeulingseu,kolorado springja,kolorado springs,kolorryado springas,kororadosupuringusu,kwlwradw sbrynghs,qwlwrdw spryngs,Κολοράντο Σπρινγκς,Каларада-Спрынгс,Колорадо Спрингс,Колорадо-Спрингс,Колорадо-Спрінгз,Կոլորադո Սպրինգս,קולורדו ספרינגס,كولورادو سبرينغس,کلرادو اسپرینگز,کولاریڈو سپرنگس، کولاریڈو,कॉलोराडो स्प्रिंग्ज,कोलोराडो स्प्रिंग्स्,कोलोर्र्याडो स्प्रिङ्गस्,কলোরাডো স্প্রিংস,კოლორადო-სპრინგზი,コロラドスプリングス,科罗拉多斯普林斯,콜로라도스프링스",CO,USA,US,38.83388,-104.82136,America/Denver,456568,1832
East Sandwich,"East Sandwich,Spring Hill",MA,USA,US,41.74177,-70.45169,America/New_York,3940,9
North Platte,"LBF,Nors Plehjtt,Nort Plejt,Nort-Platt,bei pu la te,northa pleta,noseupeullaes,nwrth blat,plt shmaly  nbraska,Норс Плэйтт,Норт Плејт,Норт-Платт,نارتھ پلیٹ، نیبراسکا,نورث بلات,پلت شمالی، نبراسکا,नॉर्थ प्लॅट,北普拉特,노스플랫",NE,USA,US,41.12389,-100.76542,America/Chicago,24194,854
Westfield,"The Crossroads,Uehstfild,Vestfild,Westfield,Вестфилд,Вестфілд,Уэстфилд,ویسٹ فیلڈ",NY,USA,US,42.32228,-79.5781,America/New_York,3090,227
Dix Hills,NA,NY,USA,US,40.80482,-73.33623,America/New_York,26892,62
Alexandria,"Aleksandri,Aleksandrija,Alexandria,Alexandria City,Allexandria,Belhaven,Belle Haven,Bellhaven,Chincoteague Creek,Gincatic Creek,Guicatic Run,alaskndryt,alksandrya  wyrjynya,allegsandeulia,arekusandoria,ya li shan de li ya,Александри,Александрия,Александрија,Александрія,Ալեքսանդրիա,אלכסנדריה,الإسكندرية,الکساندریا، ویرجینیا,الیگزینڈریا، ورجینیا,অ্যালেক্সান্ড্রিয়া,アレクサンドリア,亚历山德里亚,알렉산드리아",VA,USA,US,38.80484,-77.04692,America/New_York,159467,12
Calcutta,"Calcutta,Faulkstown,Foulks Town,Foulkstown,Fulkstown,Nineveh,West Union",OH,USA,US,40.6734,-80.57646,America/New_York,3742,340
Kirkwood,"Kirkvud,Kirkvuda,ke ke wu de,kyrkwwd,Кирквуд,Кирквуда,كيركوود,کرکووڈ، مسوری,کرک‌وود، میزوری,柯克伍德",MO,USA,US,38.58339,-90.40678,America/Chicago,27750,201
Storm Lake,"SLB,Storm Lake,Storm Lehjk,Storm Lejk,astwrm lyk  aywwa,si tuo mu lai ke,stwrm lyk,Сторм Лејк,Сторм Лэйк,استورم لیک، آیووا,ستورم ليك,斯托姆莱克",IA,USA,US,42.64109,-95.20972,America/Chicago,10910,433
Cottonwood Heights,"Butlerville,Cottonwood Heights,Konutnud Khajts,Kotonvud Khajts,ka dun gao de,kwtnwwd hayts,Конътнуд Хайтс,Котонвуд Хајтс,كوتنوود هايتس,کاتن‌وود هایتس، یوتا,کاٹنووڈ ہائٹس، یوٹاہ,卡顿高地",UT,USA,US,40.61967,-111.81021,America/Denver,34343,1470
Windsor,"Belmont,Spring Grove,Vindzor,Windsor,Виндзор",MO,USA,US,38.53224,-93.52215,America/Chicago,2808,278
Haslett,NA,MI,USA,US,42.74698,-84.40108,America/Detroit,19220,264
Badger,NA,IA,USA,US,42.61441,-94.14607,America/Chicago,550,351
Cameron Park,NA,CA,USA,US,38.66879,-120.98716,America/Los_Angeles,18228,367
Plymouth,"City of Plymouth,Plajmaus,Plimut,Plymouth,blymwth,Плаймаус,Плимут,Плімут,بليموث,پلایماؤت، مینیسوٹا,پلیموث، مینه‌سوتا",MN,USA,US,45.01052,-93.45551,America/Chicago,75907,296
Orange,"Orange,Orange Centre",MA,USA,US,42.59036,-72.30981,America/New_York,4018,156
Union,"Union,Union City",WA,USA,US,47.35509,-123.10099,America/Los_Angeles,631,46
Sonoita,"Sonoita,Sonoyta,sosno'ita,सोस्नोइता",AZ,USA,US,31.6795,-110.65674,America/Phoenix,818,1489
Daytona Beach,"DAB,Daytona,Daytona Beach,Dejtona Bich,Dejtona Bijch,Dejtona-Bich,dai tong na hai tan,daytwna bytsh,deitonabichi,detana bica,dytwna bych  flwryda,teytona katarkarai,Дейтона Бийч,Дейтона-Бич,Дейтона-Біч,Дејтона Бич,دايتونا بيتش,دیتونا بیچ، فلوریدا,डेटना बीच,டெய்டோனா கடற்கரை,デイトナビーチ,戴通納海灘,데이토나비치",FL,USA,US,29.21081,-81.02283,America/New_York,64736,4
Olathe,"Olat,Olathe,Olejt,Olejte,ao la xi,awlath,awlyta  kanzas,oreisa,Олейт,Олејте,أولاث,اولیتا، کانزاس,اولیتھی، کنساس,オレイサ,奧拉西",KS,USA,US,38.8814,-94.81913,America/Chicago,134305,315
Hornell,"Hornell,Hornellsville,Khornel,Njurnel,hwrnl  nywywrk,hwrnyl,Њурнел,Хорнел,هورنل، نیویورک,هورنيل",NY,USA,US,42.32785,-77.6611,America/New_York,8336,354
Mississauga,"Misisaga,Misisoga,Misisogo,Missisoga,Mississauga,Mississoga,mi xi sha jia,mishisaga,misisaga,misisogeo,mss saga,mssaga,mysysaga,mysysagha,mysyswgh,mysyswja,Мисисага,Мисисога,Миссиссога,Міссісога,מיסיסוגה,مسس ساگا,مسساگا,ميسيساغا,ميسيسوجا,میسیساگا,मिसिसागा,ਮਿਸੀਸਾਗਾ,මිසිසාගා,ミシサガ,密西沙加,미시소거",ON,Canada,CA,43.5789,-79.6583,America/Toronto,668549,NA
Haverhill,"Haverhill,Khaverkhill,Pentucket,Pentuckett,Хаверхилл",MA,USA,US,42.7762,-71.07728,America/New_York,62765,16
Mortain,"Moretoin,Mortain,Morten,mo er tan,Мортен,莫尔坦",Normandy,France,FR,48.64782,-0.94055,Europe/Paris,2470,NA
Chandler,"Candler,Candleris,Chandler,Chandler Junction,Chandlur,chaendeulleo,chandora,chndlr  aryzwna,cyandlara,qian de lei,tshandlr,Çandler,Čandleris,Чандлер,Чандлър,تشاندلر,چانڈلر، ایریزونا,چندلر، آریزونا,च्यान्ड्लर,チャンドラー,钱德勒,챈들러",AZ,USA,US,33.30616,-111.84125,America/Phoenix,260828,370
Winnemucca,"Uinemuka,Vinemaka,Vinnemukka,WMC,wen ni ma ka,wynmwka  nwada,wynymwka,Винемака,Виннемукка,Уинемъка,וינמאקה,ونیموکا، نیواڈا,وينيموكا,وینموکا، نوادا,温尼马卡",NV,USA,US,40.97296,-117.73568,America/Los_Angeles,7887,1309
Charlotte,"CLT,Carolinum,Charlotte,Charlotte i Nord-Carolina,Charlottesburg,Charlottesburgh,Sarlot,Sarlota,Sarlote,Sarloto,Sarlott,Sharlt,Sharlat,Sharlot,Sharlott,carlat,charlxtt,saralata,sarlata,sarlet,sharlotʼi,sharlwt  karwlynay shmaly,sharotto,syalleos,syallos,tsharlwt,xia luo te,Ŝarloto,Şarlott,Šarlota,Šarlotė,Σάρλοτ,Шарлат,Шарлот,Шарлотт,Шарлът,Շառլոթ,שארלוט,تشارلوت,شارلوت، کارولینای شمالی,شارلوٹ، شمالی کیرولائنا,शार्लट,শার্লট,ਸ਼ਾਰਲਟ,சார்லட்,షార్లెట్,ಷಾರ್ಲೆಟ್,ชาร์ลอตต์,შარლოტი,シャーロット,夏洛特,샬럿,샬롯",NC,USA,US,35.22709,-80.84313,America/New_York,874579,229
London,"ILondon,LON,Lakana,Landan,Landen,Ljondan,Llundain,Lodoni,Londain,Londan,Londar,Londe,Londen,Londin,Londinium,Londino,Londn,London,London osh,Londona,Londonas,Londoni,Londono,Londons,Londonu,Londra,Londres,Londrez,Londri,Londro,Londye,Londyn,Londýn,Lonn,Lontoo,Loundres,Luan GJon,Lun-tun,Lunden,Lundra,Lundun,Lundunir,Lundúnir,Lung-dung,Lunnainn,Lunnin,Lunnon,Luân Đôn,Lùn-tûn,Lùng-dŭng,Lûn-tun,Lākana,Lůndůn,Lọndọnu,Ranana,Rānana,ilantan,ladana,landan,landana,leondeon,lndn,london,londoni,lun dui,lun dun,lwndwn,lxndxn,rondon,Łondra,Λονδίνο,Лондан,Лондон,Лондон ош,Лондонъ,Лёндан,Լոնդոն,לאנדאן,לונדון,لأندأن,لندن,لوندون,لەندەن,ܠܘܢܕܘܢ,लंडन,लंदन,लण्डन,लन्डन्,लन्दन,লন্ডন,ਲੰਡਨ,લંડન,ଲଣ୍ଡନ,இலண்டன்,లండన్,ಲಂಡನ್,ലണ്ടൻ,ලන්ඩන්,ลอนดอน,ລອນດອນ,ལོན་ཊོན།,လန်ဒန်မြို့,ლონდონი,ለንደን,ᎫᎴ ᏗᏍᎪᏂᎯᏱ,ロンドン,伦敦,倫敦,런던",ENG,United Kingdom,GB,51.50853,-0.12574,Europe/London,8961989,NA
