year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2014,Licensed practical and licensed vocational nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,588550,73173,515377,87.6,37020,39777,36863,92.67415843326545
2014,Medical records and health information technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,128111,12214,115897,90.5,35805,37349,35578,95.258239845779
2014,"Opticians, dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,42394,13631,28763,67.8,37327,45916,34290,74.67985016116387
2014,Miscellaneous health technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,97285,40613,56672,58.3,40935,46835,37369,79.7886196220775
2014,Other healthcare practitioners and technical ,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,76705,42934,33771,44,51767,55296,47198,85.35517939814815
2014,"Nursing, psychiatric, and home health aides",Service,Healthcare Support,1204676,163850,1040826,86.4,25613,27354,25353,92.68479929809169
2014,Occupational therapy assistants and aides,Service,Healthcare Support,12056,839,11217,93,46812,48175,46725,NA
2014,Physical therapist assistants and aides,Service,Healthcare Support,49661,14590,35071,70.6,45272,47565,44280,93.09366130558183
2014,Massage therapists,Service,Healthcare Support,59445,15114,44331,74.6,29167,30553,28603,93.61764802147088
2014,Dental assistants,Service,Healthcare Support,160356,12214,148142,92.4,31154,38150,30934,81.08519003931848
2014,Medical assistants,Service,Healthcare Support,371596,33230,338366,91.1,29161,32055,28834,89.95164560910935
2014,Medical transcriptionists,Service,Healthcare Support,27861,1643,26218,94.1,31621,36889,31436,NA
2014,Pharmacy aides,Service,Healthcare Support,27555,5863,21692,78.7,30371,35713,29246,NA
2014,Veterinary assistants and laboratory animal caretakers,Service,Healthcare Support,25916,4685,21231,81.9,26224,31865,25464,NA
2014,Phlebotomists,Service,Healthcare Support,71105,8742,62363,87.7,30387,32364,30164,93.20232356939809
2014,"Healthcare support workers, all other, including medical equipment preparers",Service,Healthcare Support,88357,29607,58750,66.5,28572,33008,26809,81.21970431410567
2014,First-line supervisors of correctional officers,Service,Protective Service,54772,39920,14852,27.1,51123,52747,47980,90.96251919540448
2014,First-line supervisors of police and detectives,Service,Protective Service,99163,83876,15287,15.4,76115,79451,59909,75.4037079457779
2014,First-line supervisors of fire fighting and prevention workers,Service,Protective Service,39947,38140,1807,4.5,84250,85472,70432,NA
2014,"First-line supervisors of protective service workers, all other",Service,Protective Service,67352,49211,18141,26.9,50683,51016,49734,97.48706288223302
2014,Firefighters,Service,Protective Service,278058,269060,8998,3.2,65037,65166,55953,85.86225946045484
2014,Fire inspectors,Service,Protective Service,15969,14224,1745,10.9,56286,56968,48737,NA
2014,"Bailiffs, correctional officers, and jailers",Service,Protective Service,396206,291867,104339,26.3,43548,46662,38324,82.13107024988213
2014,Detectives and criminal investigators,Service,Protective Service,122800,93314,29486,24,74362,80236,60317,75.17448526845804
2014,Fish and game wardens,Service,Protective Service,5090,4535,555,10.9,50428,49161,58450,NA
2014,Parking enforcement workers,Service,Protective Service,5647,3430,2217,39.3,40090,40887,35148,NA
2014,Police and sheriff's patrol officers,Service,Protective Service,679836,589160,90676,13.3,60535,61068,52937,86.68533438134538
2014,Transit and railroad police,Service,Protective Service,1549,1296,253,16.3,61442,61917,47964,NA
2014,Animal control workers,Service,Protective Service,8844,5007,3837,43.4,33046,34706,30741,NA
2014,Private detectives and investigators,Service,Protective Service,74485,42162,32323,43.4,51775,57338,45554,79.4481844501029
2014,Security guards and gaming surveillance officers,Service,Protective Service,672682,528648,144034,21.4,30461,30625,29526,96.41142857142857
2014,Crossing guards,Service,Protective Service,11937,6732,5205,43.6,31936,30186,36788,NA
2014,Transportation security screeners,Service,Protective Service,22644,14885,7759,34.3,40748,41780,38436,91.99617041646721
2014,"Lifeguards and other recreational, and all other protective service workers",Service,Protective Service,25901,16926,8975,34.7,30550,33579,24645,73.39408558920753
2014,Chefs and head cooks,Service,Food Preparation and Serving Related,317690,258841,58849,18.5,30912,31333,27334,87.23709826700285
2014,First-line supervisors of food preparation and serving workers,Service,Food Preparation and Serving Related,361486,164698,196788,54.4,24662,27882,21967,78.78559644214906
2014,Cooks,Service,Food Preparation and Serving Related,1158633,748984,409649,35.4,20695,21436,18708,87.27374510169807
2014,Food preparation workers,Service,Food Preparation and Serving Related,312134,147221,164913,52.8,19113,20107,18110,90.06813547520764
2014,Bartenders,Service,Food Preparation and Serving Related,206547,98170,108377,52.5,26711,30599,24184,79.03526259028072
2014,"Combined food preparation and serving workers, including fast food",Service,Food Preparation and Serving Related,127802,45650,82152,64.3,19301,19509,19204,98.43661899636066
2014,"Counter attendants, cafeteria, food concession, and coffee shop",Service,Food Preparation and Serving Related,32166,11409,20757,64.5,17266,18258,16890,92.50739401906014
2014,Waiters and waitresses,Service,Food Preparation and Serving Related,701881,255486,446395,63.6,21238,23875,20133,84.32670157068063
2014,"Food servers, nonrestaurant",Service,Food Preparation and Serving Related,82495,30421,52074,63.1,23645,27673,21543,77.84844433202038
2014,Dining room and cafeteria attendants and bartender helpers,Service,Food Preparation and Serving Related,106948,69856,37092,34.7,20330,20922,18970,90.67010802026574
2014,Dishwashers,Service,Food Preparation and Serving Related,108067,89294,18773,17.4,17764,17900,17295,96.62011173184356
2014,"Hosts and hostesses, restaurant, lounge, and coffee shop",Service,Food Preparation and Serving Related,40718,7322,33396,82,18456,25206,17163,NA
2014,"Food preparation and serving related workers, all other",Service,Food Preparation and Serving Related,6621,3761,2860,43.2,18287,17877,18413,NA
2014,First-line supervisors of housekeeping and janitorial workers,Service,Building and Grounds Cleaning and Maintenance,175328,115757,59571,34,36071,41271,27272,66.08029851469554
2014,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",Service,Building and Grounds Cleaning and Maintenance,113497,107925,5572,4.9,40065,40374,30951,NA
2014,Janitors and building cleaners,Service,Building and Grounds Cleaning and Maintenance,1532714,1156110,376604,24.6,26883,29635,21904,73.91260334064451
2014,Maids and housekeeping cleaners,Service,Building and Grounds Cleaning and Maintenance,757647,119135,638512,84.3,20477,25146,19764,78.59699355762348
2014,Pest control workers,Service,Building and Grounds Cleaning and Maintenance,58844,55812,3032,5.2,35558,35499,36296,NA
2014,Grounds maintenance workers,Service,Building and Grounds Cleaning and Maintenance,747493,715414,32079,4.3,24570,24616,22929,93.1467338316542
2014,First-line supervisors of gaming workers,Service,Personal Care and Service,18128,11231,6897,38,44452,45984,40514,88.1045581071677
2014,First-line supervisors of personal service workers,Service,Personal Care and Service,60234,23389,36845,61.2,32818,36619,31367,85.65771867063546
2014,Animal trainers,Service,Personal Care and Service,27257,12136,15121,55.5,29592,35604,25656,72.0593191776205
2014,Nonfarm animal caretakers,Service,Personal Care and Service,106483,30268,76215,71.6,23806,26048,22859,87.75721744471745
2014,Gaming services workers,Service,Personal Care and Service,66084,38049,28035,42.4,38759,40433,36969,91.432740583187
2014,Motion picture projectionists,Service,Personal Care and Service,1645,1583,62,3.8,30297,30565,NA,NA
2014,"Ushers, lobby attendants, and ticket takers",Service,Personal Care and Service,6175,3936,2239,36.3,25024,26850,23288,NA
2014,Miscellaneous entertainment attendants and related workers,Service,Personal Care and Service,52296,30640,21656,41.4,25353,26824,23395,87.21667163733969
2014,Embalmers and funeral attendants,Service,Personal Care and Service,5333,4091,1242,23.3,32270,35674,25977,NA
2014,"Morticians, undertakers, and funeral directors",Service,Personal Care and Service,32853,24345,8508,25.9,50136,51651,39199,75.89204468451724
2014,Barbers,Service,Personal Care and Service,69049,56626,12423,18,25380,26015,22291,85.68518162598501
2014,"Hairdressers, hairstylists, and cosmetologists",Service,Personal Care and Service,425183,46421,378762,89.1,24776,31715,23714,74.77218981554469
2014,Miscellaneous personal appearance workers,Service,Personal Care and Service,179507,35665,143842,80.1,21574,21809,21506,98.6106653216562
2014,"Baggage porters, bellhops, and concierges",Service,Personal Care and Service,58485,47332,11153,19.1,30649,31464,28102,89.31477243834223
2014,Tour and travel guides,Service,Personal Care and Service,15875,10345,5530,34.8,27641,26595,30540,114.83361534122956
2014,Childcare workers,Service,Personal Care and Service,538900,29136,509764,94.6,20642,24602,20452,83.13145272742052
2014,Personal care aides,Service,Personal Care and Service,629543,115059,514484,81.7,21825,24091,21459,89.0747582084596
2014,Recreation and fitness workers,Service,Personal Care and Service,173857,73410,100447,57.8,31005,35635,27867,78.20120667882699
2014,Residential advisors,Service,Personal Care and Service,27719,9506,18213,65.7,27733,27532,27761,100.83175940723521
2014,"Personal care and service workers, all other",Service,Personal Care and Service,46143,27591,18552,40.2,25728,26138,24444,93.51901446170326
2014,First-line supervisors of retail sales workers,Sales and Office,Sales and Related,2548184,1454977,1093207,42.9,38807,44447,32093,72.20509820685311
2014,First-line supervisors of non-retail sales workers,Sales and Office,Sales and Related,1073544,763485,310059,28.9,61010,62257,55013,88.36436063414556
2014,Cashiers,Sales and Office,Sales and Related,964264,275605,688659,71.4,20251,21696,19688,90.7448377581121
2014,Counter and rental clerks,Sales and Office,Sales and Related,47070,25390,21680,46.1,28446,36039,23941,66.43081106578984
2014,Parts salespersons,Sales and Office,Sales and Related,84821,75787,9034,10.7,35264,36195,26989,74.56554772758668
2014,Retail salespersons,Sales and Office,Sales and Related,1706417,1034865,671552,39.4,31567,36903,26051,70.59317670650083
2014,Advertising sales agents,Sales and Office,Sales and Related,139398,72167,67231,48.2,55768,60973,50664,83.0925163597002
2014,Insurance sales agents,Sales and Office,Sales and Related,435197,232437,202760,46.6,50441,61939,40861,65.96974442596748
2014,"Securities, commodities, and financial services sales agents",Sales and Office,Sales and Related,212151,151873,60278,28.4,81020,100017,57024,57.01430756771349
2014,Travel agents,Sales and Office,Sales and Related,53306,10988,42318,79.4,39306,42195,37187,88.13129517715369
2014,"Sales representatives, services, all other",Sales and Office,Sales and Related,529277,363958,165319,31.2,60973,66103,50916,77.02524847586344
