act,scene,character,dialogue,line_number
Act III,Scene V,Romeo,"I am content, so thou wilt have it so.",2008
Act III,Scene V,Romeo,"I'll say yon grey is not the morning's eye,",2009
Act III,Scene V,Romeo,'Tis but the pale reflex of Cynthia's brow;,2010
Act III,Scene V,Romeo,"Nor that is not the lark, whose notes do beat",2011
Act III,Scene V,Romeo,The vaulty heaven so high above our heads:,2012
Act III,Scene V,Romeo,I have more care to stay than will to go:,2013
Act III,Scene V,Romeo,"Come, death, and welcome! Juliet wills it so.",2014
Act III,Scene V,Romeo,"How is't, my soul? let's talk; it is not day.",2015
Act III,Scene V,Juliet,"It is, it is: hie hence, be gone, away!",2016
Act III,Scene V,Juliet,"It is the lark that sings so out of tune,",2017
Act III,Scene V,Juliet,Straining harsh discords and unpleasing sharps.,2018
Act III,Scene V,Juliet,Some say the lark makes sweet division;,2019
Act III,Scene V,Juliet,"This doth not so, for she divideth us:",2020
Act III,Scene V,Juliet,"Some say the lark and loathed toad change eyes,",2021
Act III,Scene V,Juliet,"O, now I would they had changed voices too!",2022
Act III,Scene V,Juliet,"Since arm from arm that voice doth us affray,",2023
Act III,Scene V,Juliet,"Hunting thee hence with hunt's-up to the day,",2024
Act III,Scene V,Juliet,"O, now be gone; more light and light it grows.",2025
Act III,Scene V,Romeo,More light and light; more dark and dark our woes!,2026
Act III,Scene V,[stage direction],"Enter Nurse, to the chamber",NA
Act III,Scene V,Nurse,Madam!,2027
Act III,Scene V,Juliet,Nurse?,2028
Act III,Scene V,Nurse,Your lady mother is coming to your chamber:,2029
Act III,Scene V,Nurse,"The day is broke; be wary, look about.",2030
Act III,Scene V,[stage direction],Exit,NA
Act III,Scene V,Juliet,"Then, window, let day in, and let life out.",2031
Act III,Scene V,Romeo,"Farewell, farewell! one kiss, and I'll descend.",2032
Act III,Scene V,[stage direction],He goeth down,NA
Act III,Scene V,Juliet,"Art thou gone so? love, lord, ay, husband, friend!",2033
Act III,Scene V,Juliet,"I must hear from thee every day in the hour,",2034
Act III,Scene V,Juliet,For in a minute there are many days:,2035
Act III,Scene V,Juliet,"O, by this count I shall be much in years",2036
Act III,Scene V,Juliet,Ere I again behold my Romeo!,2037
Act III,Scene V,Romeo,Farewell!,2038
Act III,Scene V,Romeo,I will omit no opportunity,2039
Act III,Scene V,Romeo,"That may convey my greetings, love, to thee.",2040
Act III,Scene V,Juliet,O think'st thou we shall ever meet again?,2041
Act III,Scene V,Romeo,I doubt it not; and all these woes shall serve,2042
Act III,Scene V,Romeo,For sweet discourses in our time to come.,2043
Act III,Scene V,Juliet,"O God, I have an ill-divining soul!",2044
Act III,Scene V,Juliet,"Methinks I see thee, now thou art below,",2045
Act III,Scene V,Juliet,As one dead in the bottom of a tomb:,2046
Act III,Scene V,Juliet,"Either my eyesight fails, or thou look'st pale.",2047
Act III,Scene V,Romeo,"And trust me, love, in my eye so do you:",2048
Act III,Scene V,Romeo,"Dry sorrow drinks our blood. Adieu, adieu!",2049
Act III,Scene V,[stage direction],Exit,NA
Act III,Scene V,Juliet,"O fortune, fortune! all men call thee fickle:",2050
Act III,Scene V,Juliet,"If thou art fickle, what dost thou with him.",2051
Act III,Scene V,Juliet,"That is renown'd for faith? Be fickle, fortune;",2052
Act III,Scene V,Juliet,"For then, I hope, thou wilt not keep him long,",2053
Act III,Scene V,Juliet,But send him back.,2054
Act III,Scene V,Lady Capulet,"[Within]         Ho, daughter! are you up?",2055
Act III,Scene V,Juliet,Who is't that calls? is it my lady mother?,2056
Act III,Scene V,Juliet,"Is she not down so late, or up so early?",2057
Act III,Scene V,Juliet,What unaccustom'd cause procures her hither?,2058
Act III,Scene V,[stage direction],Enter LADY CAPULET,NA
Act III,Scene V,Lady Capulet,"Why, how now, Juliet!",2059
Act III,Scene V,Juliet,"Madam, I am not well.",2060
Act III,Scene V,Lady Capulet,Evermore weeping for your cousin's death?,2061
Act III,Scene V,Lady Capulet,"What, wilt thou wash him from his grave with tears?",2062
Act III,Scene V,Lady Capulet,"An if thou couldst, thou couldst not make him live;",2063
Act III,Scene V,Lady Capulet,"Therefore, have done: some grief shows much of love;",2064
Act III,Scene V,Lady Capulet,But much of grief shows still some want of wit.,2065
Act III,Scene V,Juliet,Yet let me weep for such a feeling loss.,2066
Act III,Scene V,Lady Capulet,"So shall you feel the loss, but not the friend",2067
Act III,Scene V,Lady Capulet,Which you weep for.,2068
Act III,Scene V,Juliet,"Feeling so the loss,",2069
Act III,Scene V,Juliet,Cannot choose but ever weep the friend.,2070
Act III,Scene V,Lady Capulet,"Well, girl, thou weep'st not so much for his death,",2071
Act III,Scene V,Lady Capulet,As that the villain lives which slaughter'd him.,2072
Act III,Scene V,Juliet,What villain madam?,2073
Act III,Scene V,Lady Capulet,"That same villain, Romeo.",2074
Act III,Scene V,Juliet,[Aside]  Villain and he be many miles asunder.--,2075
Act III,Scene V,Juliet,"God Pardon him! I do, with all my heart;",2076
Act III,Scene V,Juliet,And yet no man like he doth grieve my heart.,2077
Act III,Scene V,Lady Capulet,"That is, because the traitor murderer lives.",2078
Act III,Scene V,Juliet,"Ay, madam, from the reach of these my hands:",2079
Act III,Scene V,Juliet,Would none but I might venge my cousin's death!,2080
Act III,Scene V,Lady Capulet,"We will have vengeance for it, fear thou not:",2081
Act III,Scene V,Lady Capulet,"Then weep no more. I'll send to one in Mantua,",2082
Act III,Scene V,Lady Capulet,"Where that same banish'd runagate doth live,",2083
Act III,Scene V,Lady Capulet,"Shall give him such an unaccustom'd dram,",2084
Act III,Scene V,Lady Capulet,That he shall soon keep Tybalt company:,2085
Act III,Scene V,Lady Capulet,"And then, I hope, thou wilt be satisfied.",2086
Act III,Scene V,Juliet,"Indeed, I never shall be satisfied",2087
Act III,Scene V,Juliet,"With Romeo, till I behold him--dead--",2088
Act III,Scene V,Juliet,Is my poor heart for a kinsman vex'd.,2089
Act III,Scene V,Juliet,"Madam, if you could find out but a man",2090
Act III,Scene V,Juliet,"To bear a poison, I would temper it;",2091
Act III,Scene V,Juliet,"That Romeo should, upon receipt thereof,",2092
Act III,Scene V,Juliet,"Soon sleep in quiet. O, how my heart abhors",2093
Act III,Scene V,Juliet,"To hear him named, and cannot come to him.",2094
Act III,Scene V,Juliet,To wreak the love I bore my cousin,2095
Act III,Scene V,Juliet,Upon his body that slaughter'd him!,2096
Act III,Scene V,Lady Capulet,"Find thou the means, and I'll find such a man.",2097
Act III,Scene V,Lady Capulet,"But now I'll tell thee joyful tidings, girl.",2098
Act III,Scene V,Juliet,And joy comes well in such a needy time:,2099
Act III,Scene V,Juliet,"What are they, I beseech your ladyship?",2100
Act III,Scene V,Lady Capulet,"Well, well, thou hast a careful father, child;",2101
Act III,Scene V,Lady Capulet,"One who, to put thee from thy heaviness,",2102
Act III,Scene V,Lady Capulet,"Hath sorted out a sudden day of joy,",2103
Act III,Scene V,Lady Capulet,That thou expect'st not nor I look'd not for.,2104
Act III,Scene V,Juliet,"Madam, in happy time, what day is that?",2105
Act III,Scene V,Lady Capulet,"Marry, my child, early next Thursday morn,",2106
Act III,Scene V,Lady Capulet,"The gallant, young and noble gentleman,",2107
Act III,Scene V,Lady Capulet,"The County Paris, at Saint Peter's Church,",2108
Act III,Scene V,Lady Capulet,Shall happily make thee there a joyful bride.,2109
Act III,Scene V,Juliet,"Now, by Saint Peter's Church and Peter too,",2110
Act III,Scene V,Juliet,He shall not make me there a joyful bride.,2111
Act III,Scene V,Juliet,I wonder at this haste; that I must wed,2112
Act III,Scene V,Juliet,"Ere he, that should be husband, comes to woo.",2113
Act III,Scene V,Juliet,"I pray you, tell my lord and father, madam,",2114
Act III,Scene V,Juliet,"I will not marry yet; and, when I do, I swear,",2115
Act III,Scene V,Juliet,"It shall be Romeo, whom you know I hate,",2116
Act III,Scene V,Juliet,Rather than Paris. These are news indeed!,2117
Act III,Scene V,Lady Capulet,"Here comes your father; tell him so yourself,",2118
Act III,Scene V,Lady Capulet,And see how he will take it at your hands.,2119
Act III,Scene V,[stage direction],Enter CAPULET and Nurse,NA
Act III,Scene V,Capulet,"When the sun sets, the air doth drizzle dew;",2120
Act III,Scene V,Capulet,But for the sunset of my brother's son,2121
Act III,Scene V,Capulet,It rains downright.,2122
Act III,Scene V,Capulet,"How now! a conduit, girl? what, still in tears?",2123
Act III,Scene V,Capulet,Evermore showering? In one little body,2124
Act III,Scene V,Capulet,"Thou counterfeit'st a bark, a sea, a wind;",2125
Act III,Scene V,Capulet,"For still thy eyes, which I may call the sea,",2126
Act III,Scene V,Capulet,"Do ebb and flow with tears; the bark thy body is,",2127
Act III,Scene V,Capulet,"Sailing in this salt flood; the winds, thy sighs;",2128
Act III,Scene V,Capulet,"Who, raging with thy tears, and they with them,",2129
Act III,Scene V,Capulet,"Without a sudden calm, will overset",2130
Act III,Scene V,Capulet,"Thy tempest-tossed body. How now, wife!",2131
Act III,Scene V,Capulet,Have you deliver'd to her our decree?,2132
Act III,Scene V,Lady Capulet,"Ay, sir; but she will none, she gives you thanks.",2133
Act III,Scene V,Lady Capulet,I would the fool were married to her grave!,2134
Act III,Scene V,Capulet,"Soft! take me with you, take me with you, wife.",2135
Act III,Scene V,Capulet,How! will she none? doth she not give us thanks?,2136
Act III,Scene V,Capulet,"Is she not proud? doth she not count her blest,",2137
Act III,Scene V,Capulet,"Unworthy as she is, that we have wrought",2138
Act III,Scene V,Capulet,So worthy a gentleman to be her bridegroom?,2139
Act III,Scene V,Juliet,"Not proud, you have; but thankful, that you have:",2140
Act III,Scene V,Juliet,Proud can I never be of what I hate;,2141
Act III,Scene V,Juliet,"But thankful even for hate, that is meant love.",2142
Act III,Scene V,Capulet,"How now, how now, chop-logic! What is this?",2143
Act III,Scene V,Capulet,"'Proud,' and 'I thank you,' and 'I thank you not;'",2144
Act III,Scene V,Capulet,"And yet 'not proud,' mistress minion, you,",2145
Act III,Scene V,Capulet,"Thank me no thankings, nor, proud me no prouds,",2146
Act III,Scene V,Capulet,"But fettle your fine joints 'gainst Thursday next,",2147
Act III,Scene V,Capulet,"To go with Paris to Saint Peter's Church,",2148
Act III,Scene V,Capulet,Or I will drag thee on a hurdle thither.,2149
Act III,Scene V,Capulet,"Out, you green-sickness carrion! out, you baggage!",2150
Act III,Scene V,Capulet,You tallow-face!,2151
Act III,Scene V,Lady Capulet,"Fie, fie! what, are you mad?",2152
Act III,Scene V,Juliet,"Good father, I beseech you on my knees,",2153
Act III,Scene V,Juliet,Hear me with patience but to speak a word.,2154
Act III,Scene V,Capulet,"Hang thee, young baggage! disobedient wretch!",2155
Act III,Scene V,Capulet,"I tell thee what: get thee to church o' Thursday,",2156
Act III,Scene V,Capulet,Or never after look me in the face:,2157
Act III,Scene V,Capulet,"Speak not, reply not, do not answer me;",2158
Act III,Scene V,Capulet,"My fingers itch. Wife, we scarce thought us blest",2159
Act III,Scene V,Capulet,That God had lent us but this only child;,2160
Act III,Scene V,Capulet,"But now I see this one is one too much,",2161
Act III,Scene V,Capulet,And that we have a curse in having her:,2162
Act III,Scene V,Capulet,"Out on her, hilding!",2163
Act III,Scene V,Nurse,God in heaven bless her!,2164
Act III,Scene V,Nurse,"You are to blame, my lord, to rate her so.",2165
Act III,Scene V,Capulet,"And why, my lady wisdom? hold your tongue,",2166
Act III,Scene V,Capulet,"Good prudence; smatter with your gossips, go.",2167
Act III,Scene V,Nurse,I speak no treason.,2168
Act III,Scene V,Capulet,"O, God ye god-den.",2169
Act III,Scene V,Nurse,May not one speak?,2170
Act III,Scene V,Capulet,"Peace, you mumbling fool!",2171
Act III,Scene V,Capulet,Utter your gravity o'er a gossip's bowl;,2172
Act III,Scene V,Capulet,For here we need it not.,2173
Act III,Scene V,Lady Capulet,You are too hot.,2174
Act III,Scene V,Capulet,God's bread! it makes me mad:,2175
Act III,Scene V,Capulet,"Day, night, hour, tide, time, work, play,",2176
Act III,Scene V,Capulet,"Alone, in company, still my care hath been",2177
Act III,Scene V,Capulet,To have her match'd: and having now provided,2178
Act III,Scene V,Capulet,"A gentleman of noble parentage,",2179
Act III,Scene V,Capulet,"Of fair demesnes, youthful, and nobly train'd,",2180
Act III,Scene V,Capulet,"Stuff'd, as they say, with honourable parts,",2181
Act III,Scene V,Capulet,Proportion'd as one's thought would wish a man;,2182
Act III,Scene V,Capulet,"And then to have a wretched puling fool,",2183
Act III,Scene V,Capulet,"A whining mammet, in her fortune's tender,",2184
Act III,Scene V,Capulet,"To answer 'I'll not wed; I cannot love,",2185
Act III,Scene V,Capulet,"I am too young; I pray you, pardon me.'",2186
Act III,Scene V,Capulet,"But, as you will not wed, I'll pardon you:",2187
Act III,Scene V,Capulet,Graze where you will you shall not house with me:,2188
Act III,Scene V,Capulet,"Look to't, think on't, I do not use to jest.",2189
Act III,Scene V,Capulet,"Thursday is near; lay hand on heart, advise:",2190
Act III,Scene V,Capulet,"An you be mine, I'll give you to my friend;",2191
Act III,Scene V,Capulet,"And you be not, hang, beg, starve, die in",2192
Act III,Scene V,Capulet,"the streets,",2193
Act III,Scene V,Capulet,"For, by my soul, I'll ne'er acknowledge thee,",2194
Act III,Scene V,Capulet,Nor what is mine shall never do thee good:,2195
Act III,Scene V,Capulet,"Trust to't, bethink you; I'll not be forsworn.",2196
Act III,Scene V,[stage direction],Exit,NA
Act III,Scene V,Juliet,"Is there no pity sitting in the clouds,",2197
Act III,Scene V,Juliet,That sees into the bottom of my grief?,2198
Act III,Scene V,Juliet,"O, sweet my mother, cast me not away!",2199
Act III,Scene V,Juliet,"Delay this marriage for a month, a week;",2200
Act III,Scene V,Juliet,"Or, if you do not, make the bridal bed",2201
Act III,Scene V,Juliet,In that dim monument where Tybalt lies.,2202
Act III,Scene V,Lady Capulet,"Talk not to me, for I'll not speak a word:",2203
Act III,Scene V,Lady Capulet,"Do as thou wilt, for I have done with thee.",2204
Act III,Scene V,[stage direction],Exit,NA
Act III,Scene V,Juliet,"O God!--O nurse, how shall this be prevented?",2205
Act III,Scene V,Juliet,"My husband is on earth, my faith in heaven;",2206
Act III,Scene V,Juliet,"How shall that faith return again to earth,",2207
Act III,Scene V,Juliet,Unless that husband send it me from heaven,2208
Act III,Scene V,Juliet,"By leaving earth? comfort me, counsel me.",2209
Act III,Scene V,Juliet,"Alack, alack, that heaven should practise stratagems",2210
Act III,Scene V,Juliet,Upon so soft a subject as myself!,2211
Act III,Scene V,Juliet,What say'st thou? hast thou not a word of joy?,2212
Act III,Scene V,Juliet,"Some comfort, nurse.",2213
Act III,Scene V,Nurse,"Faith, here it is.",2214
Act III,Scene V,Nurse,"Romeo is banish'd; and all the world to nothing,",2215
Act III,Scene V,Nurse,That he dares ne'er come back to challenge you;,2216
Act III,Scene V,Nurse,"Or, if he do, it needs must be by stealth.",2217
Act III,Scene V,Nurse,"Then, since the case so stands as now it doth,",2218
Act III,Scene V,Nurse,I think it best you married with the county.,2219
Act III,Scene V,Nurse,"O, he's a lovely gentleman!",2220
Act III,Scene V,Nurse,"Romeo's a dishclout to him: an eagle, madam,",2221
Act III,Scene V,Nurse,"Hath not so green, so quick, so fair an eye",2222
